'COMM_G4SEQ',3,86,'Yes',96.200,6.768,18.57,'Custom','Internal',17,'Medium','Consistent',0.307,95,95.45,3,'TX_I1HD5','PROD_H8DQU'
'COMM_ZEW6S',5,67,'Yes',7.400,9.602,42.32,'Enhanced','Internal',11,'Low','Suspicious',0.862,50,44.37,44,'TX_2HVEG','PROD_CMZNK'
'COMM_7G5O6',3,56,'Yes',50.800,4.647,96.80,'Enhanced','External',42,'High','Consistent',0.783,0,77.37,32,'TX_CT17L','PROD_0LEZI'
'COMM_IE9YZ',2,65,'Suspected',6.600,6.377,42.81,'Enhanced','Internal',24,'Medium','Consistent',0.073,79,12.69,27,'TX_U4P6V','PROD_HBVM9'
'COMM_HZ0K8',10,3,'Suspected',28.800,9.937,86.05,'Custom','Mixed',32,'Medium','Consistent',0.260,59,99.79,44,'TX_B1ZFU','PROD_UV4KT'
'COMM_NAP73',8,31,'No',38.700,8.844,56.35,'Custom','Internal',22,'Medium','Suspicious',0.740,43,20.56,48,'TX_RT41V','PROD_59H8S'
'COMM_REQB5',9,57,'Suspected',21.600,7.429,38.05,'Custom','External',25,'Medium','Suspicious',0.477,23,69.41,22,'TX_B5MDB','PROD_07VF5'
'COMM_V6MTC',3,56,'No',13.000,4.306,61.31,'Custom','External',21,'Medium','Variable',0.529,13,10.16,2,'TX_KJVQV','PROD_R7TMF'
'COMM_WJGWP',10,19,'Yes',9.700,0.969,23.35,'Standard','External',29,'Low','Consistent',0.654,83,35.94,4,'TX_PPB3Q','PROD_FO4WD'
'COMM_5GDVR',7,61,'No',78.600,5.624,45.86,'Custom','Mixed',47,'High','Consistent',0.592,79,48.42,2,'TX_1JXA5','PROD_2PCG9'
'COMM_9VZYA',3,59,'No',82.600,2.919,78.87,'Enhanced','Internal',50,'Low','Suspicious',0.696,17,37.58,45,'TX_KINNG','PROD_2XDGU'
'COMM_P2F3A',5,34,'No',41.200,5.649,49.36,'Standard','Mixed',3,'Low','Variable',0.678,90,70.27,30,'TX_AW4VQ','PROD_4FXKK'
'COMM_RZQPW',8,39,'Suspected',24.900,2.625,26.00,'Custom','External',5,'Medium','Suspicious',0.910,77,4.91,44,'TX_CLXXV','PROD_J5CM5'
'COMM_OFQ83',3,71,'No',71.500,0.173,71.38,'Custom','External',34,'Medium','Suspicious',0.475,95,74.27,35,'TX_R9VI6','PROD_3X92C'
'COMM_ZFDVG',7,9,'No',63.000,7.763,68.93,'Enhanced','External',31,'High','Consistent',0.148,2,90.70,31,'TX_1S82Y','PROD_UYUKP'
'COMM_HWW5W',8,12,'Yes',33.300,1.814,33.84,'Standard','Internal',29,'Low','Variable',0.337,19,16.73,49,'TX_8DOO4','PROD_7TYC4'
'COMM_S2GK7',3,62,'Suspected',57.300,8.319,15.31,'Standard','Mixed',47,'High','Suspicious',0.970,47,12.58,23,'TX_YYMCP','PROD_ZYROK'
'COMM_RKDVW',3,29,'Yes',54.300,4.289,98.31,'Custom','External',20,'High','Suspicious',0.875,5,49.02,29,'TX_RRMSH','PROD_7LF7P'
'COMM_T0QUY',2,85,'Suspected',9.900,1.425,15.25,'Custom','External',42,'High','Suspicious',0.524,78,53.67,50,'TX_SQRW6','PROD_VYYM3'
'COMM_OMLT4',1,95,'No',87.100,9.754,48.48,'Enhanced','External',40,'Medium','Suspicious',0.739,92,99.95,33,'TX_YSRVB','PROD_OKU6J'
'COMM_7QDDL',6,12,'Yes',19.700,1.829,24.14,'Custom','Internal',12,'Low','Variable',0.394,61,64.57,46,'TX_2Y4RU','PROD_2Y2D1'
'COMM_MSAT0',10,68,'Yes',46.100,0.239,0.67,'Custom','Internal',12,'High','Variable',0.750,89,78.13,26,'TX_UIA3Y','PROD_WUPBM'
'COMM_YCI4S',8,3,'No',49.200,5.870,24.40,'Enhanced','External',50,'Medium','Consistent',0.089,1,36.29,28,'TX_2CU1Y','PROD_XQ0X9'
'COMM_3FSBX',10,41,'No',31.100,4.919,98.77,'Enhanced','Mixed',47,'Low','Suspicious',0.440,33,83.44,37,'TX_KSJSG','PROD_VIO4Y'
'COMM_HUAD7',1,43,'Yes',84.100,7.985,19.16,'Standard','External',48,'Medium','Consistent',0.226,48,95.83,7,'TX_09DEI','PROD_6U7W3'
'COMM_2JXKK',10,34,'Suspected',21.300,7.630,86.92,'Enhanced','Mixed',1,'High','Variable',0.935,75,36.10,6,'TX_D1XIG','PROD_CIF7H'
'COMM_9I1NT',4,73,'Yes',52.400,0.847,80.03,'Standard','Internal',7,'Low','Consistent',0.968,74,91.77,21,'TX_WBHPQ','PROD_GD7LW'
'COMM_O2740',6,68,'Yes',14.700,3.559,23.20,'Enhanced','Internal',16,'High','Consistent',0.866,0,72.70,48,'TX_XOMNS','PROD_XRNWJ'
'COMM_CPQCP',8,66,'Suspected',71.400,4.876,73.23,'Custom','Internal',35,'Low','Consistent',0.951,95,37.59,9,'TX_44IVA','PROD_HOYJ8'
'COMM_IEAHQ',9,24,'Yes',63.700,5.936,61.33,'Custom','External',44,'Low','Suspicious',0.530,38,80.15,19,'TX_QS8Z1','PROD_YEWQ7'
'COMM_3B40Y',3,79,'Yes',14.300,4.935,82.11,'Custom','Mixed',42,'Low','Variable',0.019,48,80.67,46,'TX_33YMB','PROD_0LRCI'
'COMM_K13YT',1,70,'Suspected',20.400,0.654,80.87,'Standard','Internal',9,'Low','Suspicious',0.941,67,92.53,33,'TX_CYKRN','PROD_2NWTO'
'COMM_9LF5H',4,96,'Suspected',80.200,7.947,35.73,'Enhanced','Mixed',28,'High','Consistent',0.958,79,38.37,49,'TX_IST8O','PROD_43WAK'
'COMM_TG125',9,29,'No',23.800,9.585,19.46,'Enhanced','Mixed',48,'High','Variable',0.012,30,31.70,19,'TX_A3UKU','PROD_8FTVF'
'COMM_WGDJD',4,76,'Yes',76.600,9.383,53.97,'Custom','External',14,'Low','Suspicious',0.119,1,58.66,41,'TX_0SRZB','PROD_9LKYV'
'COMM_YI081',1,24,'No',54.600,1.199,94.85,'Standard','External',6,'Medium','Variable',0.427,24,83.84,39,'TX_SGRBV','PROD_XSJP1'
'COMM_SH86R',3,20,'Suspected',27.600,1.508,50.99,'Custom','External',21,'High','Variable',0.365,94,64.01,47,'TX_LUSOE','PROD_O39TA'
'COMM_F0653',6,22,'Suspected',94.500,8.832,42.75,'Custom','Mixed',15,'Low','Suspicious',0.085,46,26.49,8,'TX_197J5','PROD_Q4A7P'
'COMM_PV4GF',10,8,'Suspected',54.600,9.429,4.41,'Enhanced','Internal',38,'Low','Consistent',0.296,37,30.48,35,'TX_24PO0','PROD_85ID8'
'COMM_VTV4N',5,52,'Suspected',89.300,5.147,65.29,'Enhanced','Mixed',44,'Low','Variable',0.106,81,36.35,37,'TX_7TQNF','PROD_XAXPH'
'COMM_WEXVW',1,7,'Yes',60.800,2.688,96.50,'Standard','External',15,'Medium','Variable',0.702,5,73.56,4,'TX_G6PB9','PROD_33F54'
'COMM_RHR6L',8,65,'No',85.700,1.061,85.26,'Standard','Internal',42,'Low','Consistent',0.144,11,58.72,1,'TX_2P02N','PROD_3Q27O'
'COMM_A6K6A',2,50,'Suspected',61.900,6.854,1.56,'Enhanced','External',12,'Low','Suspicious',0.753,81,84.11,38,'TX_2XJUG','PROD_G0WTS'
'COMM_ADLSJ',1,10,'Yes',8.100,8.574,55.45,'Custom','Mixed',49,'Medium','Suspicious',0.381,31,88.34,50,'TX_RSQ0Q','PROD_3OEWH'
'COMM_W2KTD',10,90,'Suspected',83.500,8.775,90.66,'Custom','External',31,'High','Variable',0.421,61,86.06,9,'TX_AR11G','PROD_LR8MK'
'COMM_1KQRQ',6,98,'Suspected',93.400,7.307,1.30,'Enhanced','Internal',25,'Low','Suspicious',0.558,68,6.83,34,'TX_MILDT','PROD_R76YC'
'COMM_75ZLX',2,98,'Yes',92.500,1.063,4.00,'Standard','Mixed',30,'Medium','Consistent',0.396,74,63.49,31,'TX_7054T','PROD_YGEKR'
'COMM_7S8KE',9,41,'Suspected',53.100,5.984,42.60,'Custom','Internal',33,'Medium','Suspicious',0.895,87,36.97,41,'TX_U160C','PROD_MG0WS'
'COMM_V7VOV',1,8,'Suspected',79.500,0.180,35.34,'Custom','External',13,'Low','Variable',0.300,40,6.74,38,'TX_UVUG6','PROD_34INQ'
'COMM_Q98L6',6,11,'Suspected',98.400,4.357,77.92,'Enhanced','Internal',50,'Medium','Consistent',0.541,1,32.39,7,'TX_ANVKW','PROD_PDGJN'
'COMM_6P8KD',3,65,'Yes',23.500,2.693,59.26,'Enhanced','Mixed',20,'High','Variable',0.370,13,67.93,26,'TX_8MTQ9','PROD_EMOVP'
'COMM_UNGLP',8,65,'Yes',29.700,0.658,74.36,'Enhanced','External',23,'Medium','Suspicious',0.702,3,12.20,48,'TX_UOI4T','PROD_JCBW7'
'COMM_F7M05',9,43,'No',59.400,1.873,30.76,'Standard','Internal',25,'High','Suspicious',0.133,39,82.55,1,'TX_1H0CO','PROD_WRRBI'
'COMM_G9BSR',1,29,'Yes',77.100,8.649,69.34,'Enhanced','Mixed',42,'High','Variable',0.397,89,93.89,43,'TX_S33UW','PROD_ZPZGG'
'COMM_6DPPK',2,35,'Yes',86.700,2.786,58.75,'Standard','External',9,'Medium','Variable',0.456,25,54.43,19,'TX_DWQCA','PROD_UC6EO'
'COMM_65U0O',3,20,'No',14.500,9.434,51.27,'Custom','External',3,'High','Variable',0.274,100,89.41,23,'TX_ICJEA','PROD_VC9GP'
'COMM_VLX6X',7,39,'Yes',75.700,7.822,92.64,'Custom','Internal',2,'Medium','Suspicious',0.974,75,83.48,38,'TX_ML7KM','PROD_BTK1S'
'COMM_TU8H2',4,6,'Suspected',64.300,6.520,42.49,'Enhanced','Internal',37,'High','Suspicious',0.281,43,95.55,23,'TX_JERK7','PROD_VZTBF'
'COMM_4OOYC',10,44,'No',37.700,7.415,50.09,'Standard','Internal',0,'High','Variable',0.054,79,71.21,24,'TX_X91JU','PROD_SQO0D'
'COMM_JX03S',9,19,'Suspected',69.000,6.219,32.18,'Standard','Mixed',38,'Medium','Consistent',0.336,99,9.66,20,'TX_BQYXF','PROD_FFLZE'
'COMM_DUUXB',7,51,'Suspected',6.500,0.534,50.24,'Enhanced','Internal',9,'Medium','Suspicious',0.292,52,64.95,12,'TX_OYPEY','PROD_QC3EH'
'COMM_YYXFN',4,2,'Yes',11.200,9.371,96.18,'Standard','Internal',31,'Medium','Suspicious',0.617,91,83.58,40,'TX_GVWJR','PROD_OP1B8'
'COMM_IV4PB',9,25,'No',2.800,2.157,18.91,'Standard','Mixed',44,'Low','Variable',0.226,5,74.57,31,'TX_D1D6R','PROD_4XOA0'
'COMM_N8RHM',4,22,'Suspected',24.700,2.273,78.30,'Custom','Internal',22,'Medium','Variable',0.193,53,44.25,40,'TX_2GSOU','PROD_FIJ0O'
'COMM_CGE83',10,40,'Yes',5.400,7.666,75.66,'Enhanced','Mixed',3,'High','Variable',0.857,10,89.41,23,'TX_WRVAN','PROD_S5B94'
'COMM_8Q851',4,84,'Suspected',33.200,5.799,15.15,'Custom','External',43,'Low','Consistent',0.888,1,87.93,42,'TX_UO5LR','PROD_SU9L5'
'COMM_2DX96',4,79,'Yes',91.600,9.952,99.81,'Enhanced','External',47,'High','Suspicious',0.914,10,57.05,6,'TX_BQK2M','PROD_YE2WR'
'COMM_YV188',2,11,'Yes',82.400,1.034,76.12,'Custom','Mixed',50,'Low','Consistent',0.667,78,71.84,30,'TX_4UAWN','PROD_JUP47'
'COMM_XR01S',9,11,'No',84.600,6.612,34.40,'Custom','External',1,'High','Consistent',0.959,80,33.36,31,'TX_BRXO6','PROD_75S2G'
'COMM_HY2PX',4,60,'Suspected',62.900,9.295,39.30,'Standard','Internal',29,'High','Suspicious',0.759,65,58.85,8,'TX_3741T','PROD_O2GHA'
'COMM_S7XRX',4,39,'Yes',3.600,0.434,18.50,'Custom','External',25,'Medium','Suspicious',0.322,10,9.14,10,'TX_4BALZ','PROD_WZ856'
'COMM_GSBGG',8,49,'Suspected',46.600,2.406,93.70,'Standard','External',24,'Medium','Suspicious',0.757,74,20.45,15,'TX_TMJ4O','PROD_XPQ22'
'COMM_322HP',6,15,'No',95.100,3.969,37.06,'Enhanced','Mixed',39,'Medium','Suspicious',0.890,80,62.22,8,'TX_BICVD','PROD_TP1DW'
'COMM_RBUPD',10,81,'Yes',26.900,0.797,50.28,'Custom','Mixed',4,'Low','Variable',0.961,19,13.38,14,'TX_37I35','PROD_VZZGE'
'COMM_0TZL5',7,27,'No',52.500,1.522,55.74,'Standard','Internal',37,'Medium','Consistent',0.253,11,53.24,40,'TX_ASCS1','PROD_DV14Z'
'COMM_KKC4E',8,46,'No',60.300,8.914,13.82,'Custom','External',15,'High','Variable',0.836,21,81.83,10,'TX_5EUYL','PROD_RTI71'
'COMM_1U1U7',8,43,'No',35.200,1.884,35.02,'Custom','External',35,'High','Suspicious',0.039,55,70.67,9,'TX_57K8F','PROD_PTNNT'
'COMM_5FQ8P',1,78,'No',31.300,7.674,16.47,'Enhanced','External',40,'Low','Suspicious',0.921,98,67.15,45,'TX_VCC97','PROD_GOJN3'
'COMM_SI3G9',8,53,'Suspected',39.500,9.939,47.80,'Standard','External',0,'Low','Suspicious',0.557,50,69.32,26,'TX_N7LCR','PROD_LPQXI'
'COMM_RBOIQ',9,53,'Yes',29.000,5.177,23.24,'Enhanced','Internal',22,'High','Consistent',0.983,33,26.60,7,'TX_XZORJ','PROD_8F0VX'
'COMM_WUJXX',10,2,'Yes',45.900,8.872,80.92,'Standard','External',42,'High','Consistent',0.593,29,66.08,42,'TX_2R6EJ','PROD_AQVVK'
'COMM_61RXN',1,27,'Yes',16.700,3.970,78.48,'Custom','External',25,'High','Variable',0.755,61,68.56,15,'TX_BXX6O','PROD_SWXXF'
'COMM_8I242',10,16,'Yes',14.200,4.196,47.01,'Standard','Internal',11,'Low','Variable',0.508,7,16.28,17,'TX_JK8V0','PROD_AGBD9'
'COMM_K8JT4',9,77,'No',99.100,0.208,66.38,'Enhanced','External',35,'Low','Consistent',0.685,13,4.78,16,'TX_F3S1A','PROD_EYBFL'
'COMM_P3DUE',1,84,'No',63.600,8.638,18.80,'Standard','External',20,'High','Suspicious',0.254,84,52.01,43,'TX_2WDF9','PROD_UD905'
'COMM_5EQ4V',4,0,'Yes',52.300,0.680,75.74,'Enhanced','External',11,'High','Variable',0.512,5,77.23,28,'TX_ADJXJ','PROD_U7W37'
'COMM_1IVYU',2,9,'Yes',49.100,7.522,84.39,'Standard','External',11,'Low','Consistent',0.405,90,51.20,18,'TX_YD7ER','PROD_NLZIJ'
'COMM_8K7OV',6,11,'Yes',49.000,2.708,49.15,'Standard','Internal',11,'High','Suspicious',0.242,65,52.30,32,'TX_1GBYR','PROD_7IZ8X'
'COMM_Y3BKT',5,79,'Suspected',50.400,1.265,32.01,'Enhanced','External',9,'Low','Suspicious',0.860,9,17.85,41,'TX_L1AUE','PROD_9165S'
'COMM_27F5C',6,49,'Suspected',48.300,3.389,17.68,'Enhanced','Mixed',27,'Low','Consistent',0.436,6,39.51,46,'TX_L1TY6','PROD_40BIA'
'COMM_BKDFH',10,94,'No',56.800,0.657,90.94,'Custom','Internal',11,'Medium','Consistent',0.011,23,16.63,29,'TX_RF3G9','PROD_NQ4P8'
'COMM_8JP6T',2,62,'No',25.900,0.005,73.17,'Standard','External',0,'High','Variable',0.583,34,87.54,20,'TX_IZJ9V','PROD_BKNWS'
'COMM_YCBSY',8,6,'Yes',33.700,0.626,10.30,'Standard','External',23,'High','Suspicious',0.339,75,91.06,38,'TX_4QU0C','PROD_OKKO6'
'COMM_4DK5X',1,85,'No',23.800,9.622,41.00,'Custom','Internal',0,'High','Suspicious',0.921,45,72.32,24,'TX_UEOA2','PROD_6U2ZE'
'COMM_L0M12',5,68,'Yes',75.100,5.510,64.31,'Enhanced','External',24,'High','Variable',0.446,59,99.10,15,'TX_EHNOB','PROD_Y0R5X'
'COMM_305JR',5,2,'No',66.300,1.221,18.99,'Standard','External',42,'High','Variable',0.226,13,49.28,31,'TX_XMRJV','PROD_ABH86'
'COMM_7YPWI',5,31,'Suspected',17.100,2.418,23.52,'Custom','Mixed',15,'Low','Suspicious',0.334,81,43.79,29,'TX_TQMDG','PROD_KQSWG'
'COMM_VBZQZ',6,30,'No',74.900,0.777,80.19,'Standard','Mixed',45,'Low','Consistent',0.720,80,65.60,23,'TX_IAWQC','PROD_T1K9O'
'COMM_PCY5U',6,43,'No',43.500,1.201,39.50,'Enhanced','External',40,'High','Suspicious',0.525,13,96.50,7,'TX_WW78B','PROD_UHWBL'
'COMM_ZQJJW',3,29,'Suspected',99.900,7.763,27.66,'Standard','Internal',28,'Medium','Suspicious',0.120,26,5.32,14,'TX_MJUFS','PROD_6H707'
'COMM_2FM65',10,57,'No',14.500,4.826,49.48,'Standard','Mixed',21,'Medium','Variable',0.051,39,90.64,20,'TX_CAIUA','PROD_2ZKCP'
'COMM_WMB2D',5,36,'No',6.200,1.437,34.36,'Enhanced','Internal',17,'Low','Variable',0.714,28,60.78,14,'TX_ADE5C','PROD_XQYP7'
'COMM_NYS2L',5,94,'No',37.700,3.282,77.51,'Enhanced','Mixed',50,'Low','Consistent',0.732,94,14.06,14,'TX_Y3GYN','PROD_7RS5U'
'COMM_A54AO',8,24,'No',48.800,0.111,93.75,'Enhanced','Internal',29,'Low','Suspicious',0.311,75,46.21,30,'TX_332F4','PROD_W86E5'
'COMM_2VDNK',5,35,'Suspected',43.300,2.940,7.22,'Standard','Mixed',26,'Medium','Suspicious',0.359,30,10.00,7,'TX_HUIHC','PROD_HQZAI'
'COMM_O1IGA',1,51,'Suspected',63.600,2.765,64.21,'Enhanced','Internal',28,'High','Variable',0.869,80,24.06,20,'TX_14MMT','PROD_4XU9C'
'COMM_M311S',2,31,'Suspected',48.700,7.219,30.09,'Standard','External',46,'Low','Suspicious',0.714,65,5.26,43,'TX_IWGHQ','PROD_W3Q26'
'COMM_7XAT9',2,37,'No',15.900,0.172,0.82,'Standard','Mixed',44,'Medium','Suspicious',0.467,45,72.69,21,'TX_ED7B3','PROD_X1W4M'
'COMM_YW4CK',4,73,'No',63.700,3.802,82.57,'Custom','Internal',49,'Low','Consistent',0.778,92,67.99,25,'TX_VJKHQ','PROD_SU5ET'
'COMM_CJOKD',7,39,'Suspected',57.200,3.610,51.24,'Custom','Internal',35,'High','Suspicious',0.866,61,73.12,39,'TX_ECW95','PROD_PXFHW'
'COMM_8CV99',4,56,'No',88.500,7.704,1.95,'Standard','Mixed',30,'Medium','Variable',0.067,89,58.33,2,'TX_2TMD2','PROD_JZ4YD'
'COMM_MGPSV',7,99,'Yes',69.500,6.405,29.92,'Standard','Internal',36,'Low','Consistent',0.868,48,18.50,12,'TX_0G4V8','PROD_T61EN'
'COMM_W4RW1',7,18,'Suspected',21.800,4.952,56.14,'Standard','Mixed',31,'Low','Suspicious',0.888,14,57.62,36,'TX_9JTRP','PROD_FX5PG'
'COMM_AWP5F',8,43,'Yes',70.800,9.916,71.41,'Enhanced','Internal',21,'Low','Variable',0.600,75,23.72,21,'TX_2KWJ7','PROD_2TMJ0'
'COMM_WS99L',4,75,'No',8.700,6.624,56.38,'Enhanced','Internal',26,'High','Consistent',0.225,12,69.80,1,'TX_BH1EJ','PROD_E21DK'
'COMM_NT9TW',5,60,'Suspected',4.000,2.061,69.44,'Enhanced','Mixed',29,'Medium','Variable',0.002,54,41.63,22,'TX_3NL1U','PROD_OGB8A'
'COMM_4SHB2',8,54,'Suspected',66.100,7.644,52.77,'Enhanced','Mixed',22,'Low','Consistent',0.912,86,79.29,2,'TX_DJEZG','PROD_KWRHY'
'COMM_7MJEY',4,71,'Suspected',38.300,3.260,67.90,'Enhanced','Internal',4,'High','Consistent',0.617,75,72.08,37,'TX_HO37E','PROD_16PPZ'
'COMM_Q6B6P',9,96,'No',97.300,5.097,11.90,'Enhanced','Mixed',24,'Medium','Variable',0.614,3,3.17,24,'TX_43DFD','PROD_PHVLV'
'COMM_PWP9K',1,59,'Yes',19.600,7.603,92.50,'Custom','Mixed',12,'High','Consistent',0.303,66,28.85,43,'TX_JE3SW','PROD_E071K'
'COMM_8BSMI',7,62,'No',76.000,5.956,85.92,'Standard','Mixed',38,'Medium','Suspicious',0.900,85,68.48,25,'TX_2Q63X','PROD_HLPDU'
'COMM_2ODHI',5,88,'No',34.400,8.914,38.74,'Standard','External',48,'High','Suspicious',0.378,98,42.17,38,'TX_QVKKJ','PROD_DURMZ'
'COMM_CFZUW',3,39,'No',31.300,8.688,38.64,'Enhanced','External',16,'Medium','Variable',0.266,21,15.87,28,'TX_PI6CC','PROD_GAQDS'
'COMM_P95SM',2,19,'Yes',19.300,6.652,22.35,'Enhanced','Mixed',47,'High','Consistent',0.487,28,55.43,8,'TX_3QMJC','PROD_BPYW3'
'COMM_6J7WN',5,40,'Yes',63.700,2.898,77.43,'Standard','Internal',34,'High','Suspicious',0.491,76,52.77,38,'TX_JUTRX','PROD_NS8ZB'
'COMM_1FBT3',8,50,'Suspected',30.800,1.464,27.87,'Enhanced','Mixed',8,'High','Consistent',0.304,90,97.90,27,'TX_SYUPY','PROD_0UCGL'
'COMM_7AEUO',7,45,'Yes',31.100,4.265,53.52,'Standard','External',42,'Low','Suspicious',0.682,33,51.95,1,'TX_OZUAW','PROD_76ETP'
'COMM_8XUTI',2,75,'Yes',93.600,9.566,76.97,'Standard','Internal',46,'Low','Consistent',0.548,45,86.08,24,'TX_M9AL7','PROD_Q9EJI'
'COMM_6WOZF',1,91,'No',26.300,1.307,46.65,'Standard','Mixed',17,'High','Variable',0.974,12,62.01,48,'TX_UAXG6','PROD_21IEA'
