'BUY_ZLJ08',296,70,'Medium','Heavy','Basic',22.10,'MKT_WBPFI','VEND_BKVBT'
'BUY_E8M27',48,37,'Variable','Heavy','Advanced',94.20,'MKT_2ADEY','VEND_TIEF9'
'BUY_BPU8L',151,5,'Low','Regular','Basic',88.70,'MKT_YA875','VEND_HJ41R'
'BUY_JRYIB',116,13,'Variable','Heavy','Advanced',20.80,'MKT_MZSIV','VEND_3LH5G'
'BUY_MQRXG',146,65,'Variable','Occasional','Advanced',85.10,'MKT_16GZZ','VEND_8KFKZ'
'BUY_1587T',226,1,'Medium','One-time','Basic',18.80,'MKT_CDEGG','VEND_DKEZB'
'BUY_XPF6H',146,13,'Variable','Heavy','Basic',19.40,'MKT_U0JL1','VEND_IQ0IE'
'BUY_21ZRN',215,91,'Medium','One-time','Advanced',34.70,'MKT_1XZ5D','VEND_NOYFE'
'BUY_5MDG8',51,41,'Variable','Occasional','Basic',75.60,'MKT_BMIEL','VEND_T0C9H'
'BUY_I7TLX',210,41,'Low','Occasional','Advanced',58.00,'MKT_9EQ7G','VEND_337EJ'
'BUY_RE5NR',165,96,'Variable','Regular','Advanced',25.30,'MKT_I7GFI','VEND_JD88V'
'BUY_60NQH',214,29,'Variable','Heavy','Advanced',23.20,'MKT_NB7BD','VEND_87DI1'
'BUY_JTELA',108,29,'High','Occasional','Advanced',77.40,'MKT_C4150','VEND_QZJI2'
'BUY_QBT0S',320,53,'High','Heavy','Basic',57.30,'MKT_V7ODY','VEND_XRTMA'
'BUY_N9UM2',301,80,'Variable','Regular','Advanced',85.80,'MKT_67JZ1','VEND_ZP00N'
'BUY_MK3PX',141,19,'Variable','One-time','Advanced',51.90,'MKT_73NGG','VEND_Y7UU3'
'BUY_6Q7N0',178,78,'Low','Heavy','Advanced',30.20,'MKT_T8GG8','VEND_2ND0T'
'BUY_MD2FB',325,53,'Low','Heavy','Basic',0.70,'MKT_ERNRB','VEND_RDXJM'
'BUY_CYMAG',2,53,'Low','Heavy','Basic',40.60,'MKT_5ZYWQ','VEND_5T71M'
'BUY_ZRYVQ',95,80,'Medium','One-time','Basic',69.90,'MKT_2ZQXR','VEND_9V33W'
'BUY_4M5G1',176,1,'Medium','Regular','Advanced',89.80,'MKT_MLA0C','VEND_H3938'
'BUY_VHJFU',261,32,'High','Occasional','Advanced',12.40,'MKT_Q8GKR','VEND_ZFTP3'
'BUY_8HE89',327,43,'Variable','Regular','Basic',72.90,'MKT_Y3YXV','VEND_XCIC6'
'BUY_D2BWS',148,84,'High','One-time','Advanced',31.10,'MKT_7EVBJ','VEND_MPP5H'
'BUY_LU6AJ',105,24,'Medium','Heavy','Basic',42.70,'MKT_9MQ48','VEND_CDIQ8'
'BUY_SNZCN',225,21,'High','Regular','Basic',65.60,'MKT_Z39AX','VEND_G4T8B'
'BUY_AED65',311,66,'Medium','One-time','Advanced',39.90,'MKT_RNS1I','VEND_LKPDP'
'BUY_X8TN4',303,1,'Low','Heavy','Basic',54.30,'MKT_GR8D5','VEND_51PTT'
'BUY_IFZM4',193,82,'Medium','Occasional','Advanced',41.30,'MKT_C9J59','VEND_55MNC'
'BUY_DBPVO',350,24,'High','Regular','Basic',24.00,'MKT_XLE24','VEND_TQFUJ'
'BUY_6LHDT',30,14,'Medium','Occasional','Basic',71.30,'MKT_SLR74','VEND_5K9YP'
'BUY_YB2ZB',356,50,'High','Heavy','Basic',58.60,'MKT_KX4U0','VEND_SN9BJ'
'BUY_SA1D2',171,47,'High','One-time','Advanced',70.00,'MKT_XXC02','VEND_EPIBI'
'BUY_N1N48',103,8,'High','Occasional','Basic',21.40,'MKT_XDEO3','VEND_5TJSI'
'BUY_2194B',354,91,'Low','Regular','Advanced',14.70,'MKT_7QB5Z','VEND_YWO38'
'BUY_OHQ1G',207,1,'Variable','One-time','Advanced',68.80,'MKT_NG9KZ','VEND_VGC18'
'BUY_ACZF0',312,57,'Medium','Occasional','Advanced',47.40,'MKT_WXJEK','VEND_8U1YR'
'BUY_9KNWG',214,37,'Variable','Regular','Advanced',20.50,'MKT_IXX5E','VEND_LZFV9'
'BUY_EVIPB',267,9,'High','One-time','Advanced',20.80,'MKT_D9ZES','VEND_EJR49'
'BUY_GNLE1',285,41,'Variable','Regular','Basic',77.10,'MKT_EDKD5','VEND_HIKY4'
'BUY_F68GM',167,14,'Variable','One-time','Basic',5.30,'MKT_CXAMB','VEND_A2CSB'
'BUY_89MDK',47,88,'High','Heavy','Advanced',46.20,'MKT_7XZVD','VEND_74UY2'
'BUY_8WNHX',298,34,'Variable','One-time','Advanced',40.10,'MKT_H5EDB','VEND_CN7CJ'
'BUY_CPUKN',355,50,'Low','One-time','Basic',74.90,'MKT_U7GVN','VEND_AXB5X'
'BUY_32XIQ',335,37,'High','One-time','Basic',72.30,'MKT_1FZFD','VEND_YDVB7'
'BUY_J2T7Q',36,50,'Variable','One-time','Basic',18.00,'MKT_G65Y3','VEND_TZD16'
'BUY_F1AIL',99,41,'High','One-time','Basic',79.00,'MKT_8SO1G','VEND_G8TVP'
'BUY_DETPV',22,47,'Medium','Heavy','Advanced',41.90,'MKT_DPW9F','VEND_QVID6'
'BUY_6R7IG',44,18,'Medium','One-time','Basic',46.90,'MKT_SZA77','VEND_E4I1G'
'BUY_FBXWO',297,98,'High','Heavy','Advanced',7.70,'MKT_J35EI','VEND_L0P13'
'BUY_LAPD6',108,93,'Variable','Occasional','Basic',70.40,'MKT_0W06Z','VEND_IMK61'
'BUY_EZKX1',54,12,'Low','Regular','Basic',90.20,'MKT_69PSR','VEND_ZU7P1'
'BUY_9MZXL',295,3,'Low','One-time','Advanced',5.00,'MKT_938Y6','VEND_T61TF'
'BUY_YIR9X',143,9,'Low','Regular','Basic',63.30,'MKT_7MNKU','VEND_0FOTM'
'BUY_A0E4E',250,60,'Low','One-time','Advanced',44.90,'MKT_WH5YX','VEND_9FFIP'
'BUY_89FSH',210,67,'High','Occasional','Advanced',7.10,'MKT_WYB3R','VEND_W7OUE'
'BUY_1Q70M',340,100,'Variable','One-time','Basic',18.80,'MKT_JNU8W','VEND_IS16U'
'BUY_1I9NA',303,60,'High','One-time','Advanced',59.20,'MKT_M5MGJ','VEND_AKLRV'
'BUY_6SDW6',49,6,'Low','Occasional','Advanced',73.40,'MKT_Y4NXP','VEND_5NFTK'
'BUY_NU0O7',330,28,'High','Heavy','Basic',52.60,'MKT_2EF6R','VEND_DRAK9'
'BUY_BY9V6',186,26,'Medium','Occasional','Advanced',64.20,'MKT_68LC9','VEND_VNYGU'
'BUY_EO7JL',272,11,'High','One-time','Advanced',97.10,'MKT_HVPC4','VEND_ISQOH'
'BUY_3MZS8',212,78,'High','One-time','Basic',42.50,'MKT_JTJVT','VEND_CXZ9A'
'BUY_7T9LG',202,43,'Low','One-time','Basic',63.50,'MKT_TIHC5','VEND_04K09'
'BUY_AJZSU',273,67,'Medium','Occasional','Basic',82.10,'MKT_CCWYF','VEND_RQJAY'
'BUY_WD1XL',4,5,'High','Heavy','Advanced',24.40,'MKT_WIG92','VEND_U6TD9'
'BUY_XT1K3',170,5,'Variable','Heavy','Advanced',28.30,'MKT_4NRXF','VEND_1HCNI'
'BUY_HQL8C',65,62,'Low','Regular','Advanced',0.40,'MKT_Y1XJR','VEND_5UG1A'
'BUY_VI16P',29,50,'Medium','One-time','Advanced',90.20,'MKT_DVRC9','VEND_F4UF2'
'BUY_99AQE',353,81,'Medium','Occasional','Advanced',63.40,'MKT_31VT5','VEND_GONRG'
'BUY_UFDN6',276,40,'Medium','One-time','Basic',7.60,'MKT_7FFC8','VEND_S01N5'
'BUY_RH62A',272,57,'High','Heavy','Advanced',82.30,'MKT_OQD61','VEND_K4GYD'
'BUY_2MNK9',327,43,'Medium','One-time','Basic',47.10,'MKT_315V3','VEND_F87X9'
'BUY_3FT1W',94,95,'Low','One-time','Advanced',11.50,'MKT_00DZM','VEND_1FG30'
'BUY_0462U',291,16,'Variable','One-time','Advanced',56.30,'MKT_GSO0Y','VEND_7OBCW'
'BUY_9OUG7',35,34,'Medium','One-time','Advanced',74.60,'MKT_FZNDS','VEND_7IJB2'
'BUY_D2L1S',8,59,'Variable','Heavy','Basic',55.50,'MKT_5GR4S','VEND_ENZKJ'
'BUY_K90JP',185,17,'Medium','Heavy','Basic',89.60,'MKT_BK4RO','VEND_VE0H8'
'BUY_TWG1A',277,59,'Variable','Heavy','Advanced',98.50,'MKT_VI9UX','VEND_LZNDP'
'BUY_1OPS1',347,74,'Medium','Regular','Basic',63.60,'MKT_3CI1O','VEND_7LFKE'
'BUY_YS6M9',275,56,'Low','Heavy','Basic',91.80,'MKT_TVB0G','VEND_EEZKL'
'BUY_1IQO0',32,48,'High','Heavy','Advanced',80.50,'MKT_A1AAC','VEND_HVUJV'
'BUY_PNT8V',177,47,'Variable','Regular','Basic',85.10,'MKT_YX9NJ','VEND_ERI7X'
'BUY_4PI0K',361,35,'Variable','Heavy','Basic',32.00,'MKT_CCMIV','VEND_45AQ6'
'BUY_3UJPK',82,99,'Variable','Regular','Advanced',45.80,'MKT_A4ZNN','VEND_LSFK0'
'BUY_7LMYB',361,3,'Low','Regular','Basic',36.70,'MKT_CDBTC','VEND_9YCDQ'
'BUY_9V10F',76,56,'Medium','One-time','Advanced',36.90,'MKT_LEUPG','VEND_KUD39'
'BUY_8644D',339,80,'Medium','Heavy','Advanced',70.80,'MKT_BCZA0','VEND_ND9MR'
'BUY_QN8X5',2,23,'Variable','Regular','Advanced',55.00,'MKT_JNSR7','VEND_A5YI0'
'BUY_ASQMC',322,22,'Variable','Occasional','Advanced',82.00,'MKT_HJYTZ','VEND_AH40B'
'BUY_RU07O',352,74,'High','Occasional','Advanced',35.00,'MKT_ATFM9','VEND_14UZ5'
'BUY_X0FP6',321,36,'Low','Heavy','Basic',53.70,'MKT_ANQ41','VEND_VQH9Y'
'BUY_G8OMT',336,67,'Variable','Regular','Basic',75.00,'MKT_EZV2V','VEND_K941N'
'BUY_4BXD1',31,16,'Variable','Occasional','Advanced',16.70,'MKT_E6VAA','VEND_13DO0'
'BUY_R4VGJ',303,95,'Low','One-time','Advanced',57.40,'MKT_FFEBX','VEND_3R3P7'
'BUY_13ZT6',223,77,'Medium','Heavy','Advanced',49.90,'MKT_N50O2','VEND_A6AKI'
'BUY_0BB89',287,74,'Low','Heavy','Basic',55.60,'MKT_YMZC7','VEND_GOI0E'
'BUY_5TMN7',348,61,'Low','One-time','Advanced',92.90,'MKT_P6H4D','VEND_DYI8L'
'BUY_TTPLB',189,93,'High','Regular','Advanced',51.10,'MKT_2LM8X','VEND_4UJZ9'
'BUY_GR77H',119,23,'Medium','Regular','Basic',61.10,'MKT_BRRD8','VEND_WUGZH'
'BUY_OXKIF',131,9,'Variable','Occasional','Advanced',48.20,'MKT_4PMLJ','VEND_ZB3QF'
'BUY_EFT90',271,39,'High','Regular','Advanced',72.40,'MKT_N2GWN','VEND_B03JM'
'BUY_L9G0C',211,29,'High','One-time','Basic',37.30,'MKT_MW920','VEND_FOXMI'
'BUY_F54U3',347,72,'Medium','One-time','Basic',83.00,'MKT_WM605','VEND_HQ67E'
'BUY_M395M',278,41,'Low','Occasional','Basic',83.20,'MKT_O3VSD','VEND_AYIFE'
'BUY_P07O9',137,39,'Medium','One-time','Basic',9.80,'MKT_WIJEM','VEND_SWEZA'
'BUY_AHOJP',147,58,'Variable','Occasional','Basic',3.30,'MKT_RGFXN','VEND_TXZ7Y'
'BUY_YR2UN',86,41,'Low','Occasional','Basic',91.40,'MKT_GMLFV','VEND_MIO5D'
'BUY_CNC85',320,7,'Medium','Heavy','Basic',71.00,'MKT_URGBV','VEND_H0IW5'
'BUY_1BZ5P',234,63,'Medium','Occasional','Basic',51.60,'MKT_5O2EK','VEND_FK4U9'
'BUY_50HBJ',18,53,'Variable','Occasional','Basic',18.80,'MKT_GNNC4','VEND_A7MOE'
'BUY_PV2FA',263,83,'High','Heavy','Basic',63.00,'MKT_23551','VEND_5R0SK'
'BUY_W9KXW',129,22,'Medium','Regular','Basic',31.40,'MKT_1NONG','VEND_OU0NP'
'BUY_1JXWM',214,24,'Medium','Occasional','Advanced',87.80,'MKT_EK1QP','VEND_XK2KU'
'BUY_CZ28M',191,17,'Variable','One-time','Advanced',78.40,'MKT_L7RKX','VEND_WPMTN'
'BUY_Y7AZV',177,49,'Variable','Regular','Basic',44.60,'MKT_ZLE78','VEND_RAQNT'
'BUY_4O1I1',132,29,'Variable','Regular','Advanced',58.00,'MKT_70H0I','VEND_M92W8'
'BUY_KTN0X',147,98,'Variable','One-time','Basic',38.70,'MKT_WQ7B0','VEND_RCNXG'
'BUY_TFON6',177,34,'Low','One-time','Advanced',86.80,'MKT_MZZJM','VEND_QYRJ2'
'BUY_0PVM8',214,90,'Medium','Regular','Advanced',51.80,'MKT_G1XRO','VEND_IFPCZ'
'BUY_0FFIQ',325,6,'Medium','Occasional','Advanced',93.90,'MKT_OAM8L','VEND_9IP1S'
'BUY_2V0NU',161,48,'Variable','Occasional','Advanced',88.40,'MKT_0NIOE','VEND_MMP55'
'BUY_LD0IS',140,74,'Medium','Heavy','Advanced',59.70,'MKT_AKHKG','VEND_VFQEL'
'BUY_3QPRD',190,95,'Variable','Heavy','Advanced',53.80,'MKT_WYV3T','VEND_L5YCE'
'BUY_645V6',323,94,'High','Heavy','Advanced',77.00,'MKT_Q5X77','VEND_7X7WC'
'BUY_0A37D',26,81,'Low','One-time','Basic',99.90,'MKT_QI8SA','VEND_XEO2P'
'BUY_4N0EH',169,28,'Variable','Regular','Basic',13.90,'MKT_ZGWEJ','VEND_1UMGL'
'BUY_4I3SX',196,98,'Low','Heavy','Advanced',80.10,'MKT_7B3SP','VEND_180JK'
'BUY_HMX31',324,40,'Medium','Heavy','Basic',16.80,'MKT_TL58E','VEND_BCJ5Y'
'BUY_1ID30',9,60,'Low','Occasional','Advanced',39.10,'MKT_D6IMA','VEND_9FQ6N'
'BUY_BKF0X',112,66,'Variable','One-time','Basic',18.40,'MKT_M4VQR','VEND_PAU6L'
'BUY_DW6TO',120,35,'High','Occasional','Advanced',81.00,'MKT_RSP44','VEND_7KBI5'
'BUY_1PEMO',173,33,'High','Occasional','Basic',77.00,'MKT_ML9XJ','VEND_47NIG'
'BUY_SBC5T',41,15,'Variable','Regular','Advanced',87.60,'MKT_GFCGF','VEND_ZCE1Z'
'BUY_89HWV',202,5,'Low','Heavy','Advanced',73.20,'MKT_K0YLH','VEND_6NNPB'
'BUY_XXQNG',356,63,'Variable','Occasional','Advanced',82.60,'MKT_UBAMR','VEND_YOE23'
'BUY_HZ1AD',175,80,'High','One-time','Basic',4.40,'MKT_TX2DN','VEND_HQMBS'
'BUY_5L3AG',93,66,'Low','Regular','Advanced',73.80,'MKT_8F2VI','VEND_F8ZRB'
'BUY_6C01P',67,23,'High','Occasional','Basic',34.00,'MKT_LTXOV','VEND_3NVFF'
'BUY_X71YO',122,47,'High','Occasional','Advanced',81.10,'MKT_I8GS0','VEND_D563E'
'BUY_8238O',283,7,'High','Heavy','Advanced',10.80,'MKT_JDL1Q','VEND_VZOEM'
'BUY_BWCQ5',163,82,'High','One-time','Advanced',35.30,'MKT_DDDKF','VEND_GT44N'
'BUY_UUDKY',62,6,'Low','Heavy','Advanced',38.10,'MKT_CJ13W','VEND_LUM0Q'
'BUY_0HSUI',338,99,'Medium','Regular','Advanced',53.10,'MKT_NN7AV','VEND_W6FCC'
'BUY_ZAY26',230,66,'High','Regular','Advanced',79.30,'MKT_QDV4L','VEND_Y9LFV'
'BUY_1KYGB',202,33,'Variable','One-time','Basic',72.90,'MKT_TCS2L','VEND_Y0SOF'
'BUY_Q1GQK',300,59,'Variable','Occasional','Basic',44.20,'MKT_OX0H4','VEND_XJMXA'
'BUY_UPYBQ',223,63,'Variable','Occasional','Basic',98.30,'MKT_0LRZY','VEND_S9C1D'
'BUY_15T9W',4,99,'Variable','Heavy','Basic',39.90,'MKT_Q6U00','VEND_KRZLB'
'BUY_Y49K9',47,56,'High','One-time','Advanced',24.30,'MKT_HML1O','VEND_0XSZJ'
'BUY_OH8KW',3,25,'Medium','One-time','Advanced',49.20,'MKT_CV9XA','VEND_44H99'
'BUY_QVI73',163,66,'Variable','One-time','Advanced',27.10,'MKT_PDEBL','VEND_NY8X6'
'BUY_S0TG5',168,2,'High','Heavy','Advanced',7.10,'MKT_OTRTW','VEND_J5J8O'
'BUY_ABT5Z',254,72,'Low','Occasional','Advanced',5.90,'MKT_XVL77','VEND_E1RZ2'
'BUY_K7P2U',264,47,'Low','One-time','Advanced',1.80,'MKT_9C8O8','VEND_QTKS0'
'BUY_RZU9Z',255,31,'Medium','Occasional','Advanced',58.30,'MKT_39ETS','VEND_9II3T'
'BUY_6M2SB',332,91,'Medium','Occasional','Advanced',19.50,'MKT_WU7J9','VEND_N3YWN'
'BUY_YU92L',291,3,'Medium','Regular','Advanced',88.70,'MKT_AJ8LR','VEND_98Z8I'
'BUY_HGEJR',171,100,'Medium','Regular','Basic',69.70,'MKT_CCS5M','VEND_JYA3X'
'BUY_JDO9L',364,5,'Low','Regular','Basic',91.00,'MKT_7I173','VEND_T8BX6'
'BUY_HK5E5',362,80,'Low','Heavy','Advanced',19.60,'MKT_J02NF','VEND_JY1EU'
'BUY_JP7WC',342,53,'Variable','Occasional','Basic',18.60,'MKT_6XQ9D','VEND_9CXVU'
'BUY_YDYE5',86,77,'Variable','One-time','Basic',28.10,'MKT_U4YAP','VEND_B05ZQ'
'BUY_GTHHE',321,57,'Medium','Occasional','Basic',88.70,'MKT_6LCVI','VEND_Q7GLT'
'BUY_HBBGS',288,97,'High','Occasional','Advanced',1.50,'MKT_Y7PWA','VEND_318D0'
'BUY_42NKQ',114,86,'Variable','Heavy','Basic',63.80,'MKT_QX4VF','VEND_1H3IS'
'BUY_ZPX9M',73,82,'Variable','Occasional','Basic',30.70,'MKT_W4DVX','VEND_W3CN4'
'BUY_3ASOF',56,62,'Low','Occasional','Advanced',78.70,'MKT_6IL3T','VEND_5Q3HK'
'BUY_ZC2VB',218,25,'High','One-time','Basic',60.70,'MKT_J7G3Q','VEND_5GKIR'
'BUY_LQBS7',242,3,'High','Regular','Basic',48.60,'MKT_ZPRGI','VEND_Q7UIH'
'BUY_EMBRG',359,55,'Variable','Regular','Basic',47.20,'MKT_4YJXJ','VEND_J7IJT'
'BUY_70D95',264,75,'Variable','Heavy','Advanced',61.60,'MKT_3Y7M2','VEND_JFNWT'
'BUY_G1R8Y',218,38,'Medium','Heavy','Basic',53.70,'MKT_5ZQ3Q','VEND_U1H5B'
'BUY_7STKR',89,41,'Low','Occasional','Basic',43.30,'MKT_ARTG7','VEND_TFEFA'
'BUY_5J23X',357,87,'Medium','Regular','Basic',11.50,'MKT_I911L','VEND_YH2WO'
'BUY_DS5YC',238,51,'Variable','Occasional','Basic',71.00,'MKT_970QV','VEND_USPTA'
'BUY_NNLVP',149,74,'Low','Regular','Advanced',10.70,'MKT_U86I6','VEND_0ZPGQ'
'BUY_DPPKR',18,91,'Variable','Heavy','Advanced',37.80,'MKT_OR8F9','VEND_2C4HW'
'BUY_PVNLW',269,87,'Variable','Regular','Advanced',32.60,'MKT_7KV8G','VEND_EFGGM'
'BUY_N4JAR',51,76,'High','Heavy','Basic',50.90,'MKT_EH2MU','VEND_9QIOQ'
'BUY_K1QUG',90,72,'High','One-time','Advanced',20.90,'MKT_4QISU','VEND_R265M'
'BUY_X1UJT',67,53,'Variable','Regular','Basic',37.80,'MKT_AF73W','VEND_DDQ56'
'BUY_U6W2H',199,11,'High','One-time','Basic',95.80,'MKT_HDCEX','VEND_E55UM'
'BUY_U2X89',239,45,'Medium','Regular','Advanced',70.30,'MKT_D0LNX','VEND_TIDY3'
'BUY_WPQME',21,55,'Medium','Heavy','Basic',36.90,'MKT_STGGL','VEND_S4MBF'
'BUY_GNW2Q',320,16,'High','One-time','Basic',47.20,'MKT_0KV14','VEND_D10BD'
'BUY_2P8R5',208,92,'Low','Heavy','Basic',53.20,'MKT_45425','VEND_SL31W'
'BUY_EYPOK',290,84,'Low','Heavy','Basic',77.60,'MKT_OJQ4D','VEND_FIFCU'
'BUY_ASIG7',232,6,'Low','Regular','Advanced',76.90,'MKT_LAXEA','VEND_Y82AR'
'BUY_5GLGC',48,22,'Medium','Heavy','Basic',34.30,'MKT_OM1ID','VEND_A91PZ'
'BUY_2L318',349,74,'Medium','Heavy','Basic',90.60,'MKT_T64JB','VEND_18PLI'
'BUY_AFRC4',200,50,'Variable','Heavy','Advanced',10.20,'MKT_N260K','VEND_MDJGJ'
'BUY_CENTL',71,2,'Medium','Heavy','Basic',6.20,'MKT_DCHJB','VEND_PCQZM'
'BUY_B8NXF',325,18,'Low','Occasional','Basic',95.50,'MKT_05GTU','VEND_8L2LO'
'BUY_V0NUV',253,69,'Variable','One-time','Basic',27.50,'MKT_RT574','VEND_NYJ1H'
'BUY_S1TRG',192,81,'Variable','One-time','Advanced',1.80,'MKT_20QNW','VEND_JGEJQ'
'BUY_7P2Y1',338,93,'Medium','One-time','Basic',95.60,'MKT_G0QUG','VEND_SQFAA'
'BUY_4RA3K',50,95,'Variable','Regular','Advanced',59.90,'MKT_81LB2','VEND_1T31D'
'BUY_0350I',88,20,'High','Regular','Basic',31.00,'MKT_0DAGZ','VEND_9I2HB'
'BUY_30DJL',122,75,'High','Heavy','Advanced',38.40,'MKT_QZY8X','VEND_BTFAH'
'BUY_P3FGH',299,77,'Low','Occasional','Basic',47.90,'MKT_VWFB3','VEND_XQGMV'
'BUY_UYMUF',219,25,'Variable','One-time','Advanced',99.90,'MKT_BLL5A','VEND_86WCL'
'BUY_FVDGG',213,24,'High','Heavy','Advanced',72.60,'MKT_CX6EI','VEND_US772'
'BUY_9NXQ7',6,52,'High','Regular','Basic',79.40,'MKT_MZAIR','VEND_4QJBM'
'BUY_PFZV1',56,78,'Low','Occasional','Basic',90.30,'MKT_UJ6ZZ','VEND_YZHK5'
'BUY_FBT2I',114,22,'Low','Occasional','Advanced',29.80,'MKT_5RZIF','VEND_GAMFD'
'BUY_NO3AT',347,75,'Low','Regular','Advanced',33.70,'MKT_YO5SJ','VEND_ALZYP'
'BUY_JD2QO',92,58,'High','Regular','Basic',83.30,'MKT_W8YDP','VEND_KDN0C'
'BUY_C72S0',354,71,'High','Regular','Basic',22.50,'MKT_AE3IT','VEND_X9RGD'
'BUY_43F4I',71,35,'Medium','Heavy','Basic',77.20,'MKT_8N6ON','VEND_NFVPY'
'BUY_3EEQL',281,17,'Variable','Heavy','Advanced',13.30,'MKT_R77DN','VEND_1JUMX'
'BUY_ODPRD',268,72,'High','One-time','Basic',92.00,'MKT_XKL0F','VEND_9H6J6'
'BUY_7RMZT',129,19,'High','Heavy','Advanced',32.40,'MKT_8WDQK','VEND_TMLQR'
'BUY_92GS4',170,14,'High','One-time','Advanced',44.60,'MKT_5E5G8','VEND_0LG4V'
'BUY_K17GT',290,44,'Variable','One-time','Basic',16.50,'MKT_2PC64','VEND_CZAD1'
'BUY_1622B',335,64,'Medium','One-time','Advanced',32.30,'MKT_MZ54L','VEND_GTX0M'
'BUY_VBJZM',222,24,'Variable','One-time','Advanced',75.30,'MKT_EC69L','VEND_D293L'
'BUY_KU4DQ',274,29,'Low','Heavy','Advanced',30.50,'MKT_H3G8N','VEND_MCBJZ'
'BUY_PJD89',146,22,'Variable','One-time','Advanced',56.20,'MKT_ZYQTS','VEND_MOVBK'
'BUY_TJ4OU',252,86,'Low','Occasional','Basic',45.30,'MKT_RJAO8','VEND_KF41F'
'BUY_R5FQP',112,62,'Low','Heavy','Advanced',36.00,'MKT_S2TT8','VEND_I7EDE'
'BUY_QZS8O',82,34,'Low','Heavy','Advanced',43.00,'MKT_GUS3A','VEND_ALKRM'
'BUY_JH6AO',116,77,'Variable','Regular','Basic',10.90,'MKT_RUYOL','VEND_EG6LI'
'BUY_IMCG5',168,36,'Variable','Heavy','Advanced',46.30,'MKT_IYNSF','VEND_G5DV3'
