'MKT_26MCX','Market_47','Marketplace',844,'Large',2172,49106,180,62205,36284,82.900,45.100,'{"status": "Under Investigation", "trust_level": "Medium", "reputation_score": 94.200, "compliance_metrics": {"penalty_count": 4, "warning_count": 8, "rule_break_count": 3, "restriction_level": "Partial"}, "community_trust_score": 17.40, "dispute_resolution_score": 53.7}'
'MKT_VY3TS','Market_16','Marketplace',240,'Mega',3194,89434,674,32117,10239,65.500,95.200,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 12.600, "compliance_metrics": {"penalty_count": 0, "warning_count": 7, "rule_break_count": 14, "restriction_level": "Full"}, "community_trust_score": 85.70, "dispute_resolution_score": 60.7}'
'MKT_JGGPB','Market_31','Forum',299,'Large',904,88284,209,88364,31228,28.400,50.600,'{"status": "Suspended", "trust_level": "High", "reputation_score": 81.700, "compliance_metrics": {"penalty_count": 5, "warning_count": 7, "rule_break_count": 18, "restriction_level": "Full"}, "community_trust_score": 86.60, "dispute_resolution_score": 32.3}'
'MKT_W8183','Market_93','Forum',723,'Medium',491,16231,830,17880,32550,4.700,70.100,'{"status": "Active", "trust_level": "Medium", "reputation_score": 44.100, "compliance_metrics": {"penalty_count": 0, "warning_count": 0, "rule_break_count": 13, "restriction_level": "Full"}, "community_trust_score": 32.30, "dispute_resolution_score": 78.1}'
'MKT_Q3OLN','Market_100','Service',995,'Large',8891,49271,81,79682,31097,51.600,54.000,'{"status": "Under Investigation", "trust_level": "Medium", "reputation_score": 69.200, "compliance_metrics": {"penalty_count": 3, "warning_count": 3, "rule_break_count": 5, "restriction_level": "Partial"}, "community_trust_score": 69.60, "dispute_resolution_score": 97.9}'
'MKT_SZ179','Market_85','Exchange',175,'Small',3539,28311,835,9152,23918,2.300,78.300,'{"status": "Suspended", "trust_level": "Medium", "reputation_score": 61.000, "compliance_metrics": {"penalty_count": 0, "warning_count": 1, "rule_break_count": 15, "restriction_level": "Partial"}, "community_trust_score": 31.60, "dispute_resolution_score": 54.0}'
'MKT_WBPFI','Market_47','Marketplace',650,'Medium',4886,24061,497,86211,47815,40.200,61.300,'{"status": "Closed", "trust_level": "Low", "reputation_score": 64.700, "compliance_metrics": {"penalty_count": 2, "warning_count": 3, "rule_break_count": 7, "restriction_level": "Partial"}, "community_trust_score": 10.40, "dispute_resolution_score": 12.4}'
'MKT_2ADEY','Market_100','Forum',517,'Large',9656,52231,593,20687,8142,74.400,93.400,'{"status": "Under Investigation", "trust_level": "Low", "reputation_score": 25.000, "compliance_metrics": {"penalty_count": 5, "warning_count": 4, "rule_break_count": 0, "restriction_level": "Partial"}, "community_trust_score": 39.90, "dispute_resolution_score": 97.0}'
'MKT_YA875','Market_97','Marketplace',416,'Mega',5603,59927,871,49452,37027,9.000,64.300,'{"status": "Suspended", "trust_level": "Medium", "reputation_score": 93.100, "compliance_metrics": {"penalty_count": 2, "warning_count": 3, "rule_break_count": 6, "restriction_level": "Full"}, "community_trust_score": 94.70, "dispute_resolution_score": 67.4}'
'MKT_MZSIV','Market_81','Marketplace',414,'Medium',9111,84554,13,44655,31944,53.500,4.200,'{"status": "Suspended", "trust_level": "Medium", "reputation_score": 65.700, "compliance_metrics": {"penalty_count": 2, "warning_count": 2, "rule_break_count": 3, "restriction_level": "Full"}, "community_trust_score": 62.80, "dispute_resolution_score": 97.4}'
'MKT_16GZZ','Market_65','Service',560,'Mega',8087,33965,403,53705,22534,27.900,57.700,'{"status": "Active", "trust_level": "High", "reputation_score": 89.000, "compliance_metrics": {"penalty_count": 3, "warning_count": 6, "rule_break_count": 7, "restriction_level": "Partial"}, "community_trust_score": 59.40, "dispute_resolution_score": 10.9}'
'MKT_CDEGG','Market_41','Service',311,'Medium',1510,45506,33,48840,44314,25.200,36.900,'{"status": "Under Investigation", "trust_level": "High", "reputation_score": 57.400, "compliance_metrics": {"penalty_count": 1, "warning_count": 4, "rule_break_count": 5, "restriction_level": "Full"}, "community_trust_score": 81.30, "dispute_resolution_score": 12.4}'
'MKT_1XZ5D','Market_41','Forum',13,'Mega',3991,38135,834,47118,18394,69.600,47.400,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 56.400, "compliance_metrics": {"penalty_count": 4, "warning_count": 0, "rule_break_count": 10, "restriction_level": "Partial"}, "community_trust_score": 53.40, "dispute_resolution_score": 29.0}'
'MKT_BC3G3','Market_50','Service',996,'Mega',821,4729,592,4861,14438,97.000,41.500,'{"status": "Under Investigation", "trust_level": "Medium", "reputation_score": 92.500, "compliance_metrics": {"penalty_count": 2, "warning_count": 10, "rule_break_count": 17, "restriction_level": "Partial"}, "community_trust_score": 38.50, "dispute_resolution_score": 0.5}'
'MKT_BMIEL','Market_96','Exchange',362,'Large',3416,81396,447,58935,9827,66.100,8.400,'{"status": "Under Investigation", "trust_level": "Low", "reputation_score": 9.300, "compliance_metrics": {"penalty_count": 1, "warning_count": 0, "rule_break_count": 11, "restriction_level": "Partial"}, "community_trust_score": 4.90, "dispute_resolution_score": 47.8}'
'MKT_9EQ7G','Market_66','Service',651,'Medium',4723,97057,255,84216,37966,24.400,12.000,'{"status": "Active", "trust_level": "Medium", "reputation_score": 79.200, "compliance_metrics": {"penalty_count": 0, "warning_count": 5, "rule_break_count": 3, "restriction_level": "Partial"}, "community_trust_score": 29.10, "dispute_resolution_score": 85.1}'
'MKT_I7GFI','Market_85','Forum',770,'Mega',1563,19435,934,84819,21010,17.600,17.000,'{"status": "Active", "trust_level": "High", "reputation_score": 24.600, "compliance_metrics": {"penalty_count": 5, "warning_count": 1, "rule_break_count": 17, "restriction_level": "Partial"}, "community_trust_score": 92.80, "dispute_resolution_score": 98.4}'
'MKT_C4150','Market_29','Marketplace',134,'Large',2917,86006,946,93412,8214,75.500,3.800,'{"status": "Closed", "trust_level": "High", "reputation_score": 46.900, "compliance_metrics": {"penalty_count": 1, "warning_count": 6, "rule_break_count": 15, "restriction_level": "Full"}, "community_trust_score": 72.80, "dispute_resolution_score": 50.2}'
'MKT_V7ODY','Market_39','Exchange',319,'Medium',4114,36184,189,79004,33293,85.600,99.000,'{"status": "Suspended", "trust_level": "Low", "reputation_score": 94.500, "compliance_metrics": {"penalty_count": 5, "warning_count": 9, "rule_break_count": 7, "restriction_level": "Partial"}, "community_trust_score": 78.90, "dispute_resolution_score": 23.3}'
'MKT_67JZ1','Market_75','Exchange',153,'Small',3624,26713,799,80292,19155,48.000,88.900,'{"status": "Active", "trust_level": "Medium", "reputation_score": 71.700, "compliance_metrics": {"penalty_count": 3, "warning_count": 7, "rule_break_count": 12, "restriction_level": "Full"}, "community_trust_score": 54.60, "dispute_resolution_score": 1.8}'
'MKT_U0JL1','Market_60','Marketplace',136,'Medium',9370,90684,389,64354,21736,31.700,5.500,'{"status": "Active", "trust_level": "Medium", "reputation_score": 0.100, "compliance_metrics": {"penalty_count": 4, "warning_count": 10, "rule_break_count": 2, "restriction_level": "Full"}, "community_trust_score": 11.30, "dispute_resolution_score": 60.0}'
'MKT_73NGG','Market_61','Forum',367,'Small',7676,96144,802,29312,4473,93.100,61.800,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 10.800, "compliance_metrics": {"penalty_count": 0, "warning_count": 9, "rule_break_count": 6, "restriction_level": "Full"}, "community_trust_score": 49.10, "dispute_resolution_score": 17.0}'
'MKT_T8GG8','Market_100','Forum',277,'Mega',3690,9358,127,38157,31804,93.300,28.200,'{"status": "Closed", "trust_level": "Low", "reputation_score": 42.700, "compliance_metrics": {"penalty_count": 0, "warning_count": 1, "rule_break_count": 19, "restriction_level": "Full"}, "community_trust_score": 59.00, "dispute_resolution_score": 49.1}'
'MKT_ERNRB','Market_62','Service',661,'Mega',7920,50457,816,24253,19274,93.300,14.900,'{"status": "Active", "trust_level": "Unknown", "reputation_score": 95.500, "compliance_metrics": {"penalty_count": 3, "warning_count": 6, "rule_break_count": 14, "restriction_level": "Full"}, "community_trust_score": 82.60, "dispute_resolution_score": 10.1}'
'MKT_2ZQXR','Market_52','Service',645,'Small',2077,57287,372,55752,46033,60.300,61.500,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 89.000, "compliance_metrics": {"penalty_count": 0, "warning_count": 8, "rule_break_count": 15, "restriction_level": "Partial"}, "community_trust_score": 91.90, "dispute_resolution_score": 27.4}'
'MKT_MLA0C','Market_61','Exchange',408,'Mega',8762,83925,909,60219,40045,30.400,11.100,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 63.200, "compliance_metrics": {"penalty_count": 5, "warning_count": 0, "rule_break_count": 9, "restriction_level": "Partial"}, "community_trust_score": 48.30, "dispute_resolution_score": 26.9}'
'MKT_7EVBJ','Market_4','Service',948,'Medium',1171,74701,601,39178,33386,24.900,77.400,'{"status": "Suspended", "trust_level": "High", "reputation_score": 13.900, "compliance_metrics": {"penalty_count": 3, "warning_count": 5, "rule_break_count": 13, "restriction_level": "Partial"}, "community_trust_score": 79.80, "dispute_resolution_score": 81.7}'
'MKT_Q8GKR','Market_13','Forum',55,'Medium',9441,96598,329,96197,31670,28.400,84.300,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 17.600, "compliance_metrics": {"penalty_count": 3, "warning_count": 10, "rule_break_count": 20, "restriction_level": "Full"}, "community_trust_score": 15.50, "dispute_resolution_score": 31.2}'
'MKT_NB7BD','Market_90','Marketplace',388,'Mega',5999,26519,114,19043,11367,31.400,25.300,'{"status": "Under Investigation", "trust_level": "Medium", "reputation_score": 95.000, "compliance_metrics": {"penalty_count": 3, "warning_count": 0, "rule_break_count": 3, "restriction_level": "Full"}, "community_trust_score": 35.10, "dispute_resolution_score": 91.0}'
'MKT_9MQ48','Market_94','Exchange',873,'Small',7281,349,704,90940,39942,96.100,39.400,'{"status": "Under Investigation", "trust_level": "Low", "reputation_score": 44.500, "compliance_metrics": {"penalty_count": 0, "warning_count": 5, "rule_break_count": 0, "restriction_level": "Full"}, "community_trust_score": 56.10, "dispute_resolution_score": 91.1}'
'MKT_Z39AX','Market_73','Service',297,'Medium',7143,46386,385,65692,1870,76.600,32.800,'{"status": "Active", "trust_level": "Medium", "reputation_score": 69.000, "compliance_metrics": {"penalty_count": 1, "warning_count": 9, "rule_break_count": 19, "restriction_level": "Partial"}, "community_trust_score": 92.00, "dispute_resolution_score": 53.9}'
'MKT_RNS1I','Market_37','Marketplace',990,'Mega',2145,2022,752,42364,3825,33.800,36.400,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 70.700, "compliance_metrics": {"penalty_count": 0, "warning_count": 2, "rule_break_count": 8, "restriction_level": "Partial"}, "community_trust_score": 19.70, "dispute_resolution_score": 43.1}'
'MKT_GR8D5','Market_26','Forum',294,'Small',8456,3391,329,76903,20731,68.600,77.600,'{"status": "Active", "trust_level": "Medium", "reputation_score": 27.800, "compliance_metrics": {"penalty_count": 2, "warning_count": 9, "rule_break_count": 19, "restriction_level": "Partial"}, "community_trust_score": 50.80, "dispute_resolution_score": 15.8}'
'MKT_C9J59','Market_28','Service',362,'Small',1369,78483,262,46925,2477,37.800,41.000,'{"status": "Active", "trust_level": "Low", "reputation_score": 36.300, "compliance_metrics": {"penalty_count": 4, "warning_count": 1, "rule_break_count": 11, "restriction_level": "Partial"}, "community_trust_score": 33.50, "dispute_resolution_score": 3.9}'
'MKT_5ZYWQ','Market_27','Exchange',27,'Large',1308,60578,655,73423,8814,99.500,31.900,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 45.500, "compliance_metrics": {"penalty_count": 0, "warning_count": 8, "rule_break_count": 6, "restriction_level": "Full"}, "community_trust_score": 76.20, "dispute_resolution_score": 67.7}'
'MKT_XLE24','Market_40','Forum',581,'Medium',2914,72160,867,68603,22814,55.200,28.000,'{"status": "Closed", "trust_level": "Unknown", "reputation_score": 78.600, "compliance_metrics": {"penalty_count": 3, "warning_count": 9, "rule_break_count": 11, "restriction_level": "Partial"}, "community_trust_score": 96.80, "dispute_resolution_score": 77.5}'
'MKT_KX4U0','Market_81','Marketplace',774,'Medium',420,83541,600,25419,33897,39.600,65.300,'{"status": "Active", "trust_level": "Low", "reputation_score": 71.100, "compliance_metrics": {"penalty_count": 0, "warning_count": 4, "rule_break_count": 14, "restriction_level": "Partial"}, "community_trust_score": 16.20, "dispute_resolution_score": 90.9}'
'MKT_Y3YXV','Market_56','Marketplace',644,'Medium',9167,89312,168,76596,6003,48.200,6.800,'{"status": "Active", "trust_level": "Medium", "reputation_score": 59.100, "compliance_metrics": {"penalty_count": 4, "warning_count": 6, "rule_break_count": 11, "restriction_level": "Full"}, "community_trust_score": 91.40, "dispute_resolution_score": 81.6}'
'MKT_XXC02','Market_38','Service',90,'Medium',6009,66494,928,60595,37167,98.400,37.700,'{"status": "Under Investigation", "trust_level": "Medium", "reputation_score": 35.500, "compliance_metrics": {"penalty_count": 4, "warning_count": 4, "rule_break_count": 10, "restriction_level": "Partial"}, "community_trust_score": 21.90, "dispute_resolution_score": 6.2}'
'MKT_XDEO3','Market_4','Forum',789,'Mega',4886,89334,682,47834,14514,81.000,95.500,'{"status": "Active", "trust_level": "High", "reputation_score": 45.600, "compliance_metrics": {"penalty_count": 2, "warning_count": 2, "rule_break_count": 15, "restriction_level": "Full"}, "community_trust_score": 80.50, "dispute_resolution_score": 89.0}'
'MKT_7QB5Z','Market_87','Service',629,'Mega',6553,50951,473,42341,7787,10.900,67.000,'{"status": "Active", "trust_level": "Low", "reputation_score": 11.500, "compliance_metrics": {"penalty_count": 0, "warning_count": 1, "rule_break_count": 7, "restriction_level": "Partial"}, "community_trust_score": 22.30, "dispute_resolution_score": 14.8}'
'MKT_NG9KZ','Market_63','Forum',120,'Medium',1385,85319,134,92774,18441,40.200,43.000,'{"status": "Active", "trust_level": "Low", "reputation_score": 91.000, "compliance_metrics": {"penalty_count": 1, "warning_count": 4, "rule_break_count": 8, "restriction_level": "Full"}, "community_trust_score": 78.80, "dispute_resolution_score": 85.5}'
'MKT_WXJEK','Market_23','Marketplace',93,'Large',9190,53271,64,50854,38066,99.300,58.000,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 27.600, "compliance_metrics": {"penalty_count": 1, "warning_count": 8, "rule_break_count": 10, "restriction_level": "Partial"}, "community_trust_score": 58.70, "dispute_resolution_score": 91.9}'
'MKT_D9ZES','Market_83','Forum',484,'Medium',6275,89965,318,45361,33950,96.000,5.000,'{"status": "Active", "trust_level": "Medium", "reputation_score": 47.400, "compliance_metrics": {"penalty_count": 5, "warning_count": 5, "rule_break_count": 3, "restriction_level": "Full"}, "community_trust_score": 64.30, "dispute_resolution_score": 21.2}'
'MKT_EDKD5','Market_82','Service',23,'Mega',6498,46399,738,34971,40436,49.400,22.000,'{"status": "Suspended", "trust_level": "High", "reputation_score": 2.600, "compliance_metrics": {"penalty_count": 3, "warning_count": 8, "rule_break_count": 19, "restriction_level": "Partial"}, "community_trust_score": 6.90, "dispute_resolution_score": 51.6}'
'MKT_SLR74','Market_86','Service',27,'Small',228,84940,578,46245,3763,84.300,79.600,'{"status": "Under Investigation", "trust_level": "Unknown", "reputation_score": 87.200, "compliance_metrics": {"penalty_count": 5, "warning_count": 9, "rule_break_count": 0, "restriction_level": "Partial"}, "community_trust_score": 66.20, "dispute_resolution_score": 38.5}'
'MKT_CXAMB','Market_71','Exchange',298,'Large',7570,17089,937,526,23688,77.600,3.800,'{"status": "Suspended", "trust_level": "Unknown", "reputation_score": 53.600, "compliance_metrics": {"penalty_count": 1, "warning_count": 3, "rule_break_count": 12, "restriction_level": "Full"}, "community_trust_score": 73.40, "dispute_resolution_score": 67.8}'
'MKT_H5EDB','Market_76','Marketplace',990,'Medium',8064,45317,280,78843,15788,58.700,89.200,'{"status": "Active", "trust_level": "Medium", "reputation_score": 59.000, "compliance_metrics": {"penalty_count": 1, "warning_count": 8, "rule_break_count": 9, "restriction_level": "Partial"}, "community_trust_score": 65.70, "dispute_resolution_score": 54.0}'
'MKT_1FZFD','Market_99','Forum',370,'Medium',54,43742,581,76699,14380,75.900,66.000,'{"status": "Under Investigation", "trust_level": "Low", "reputation_score": 6.400, "compliance_metrics": {"penalty_count": 3, "warning_count": 1, "rule_break_count": 11, "restriction_level": "Partial"}, "community_trust_score": 79.10, "dispute_resolution_score": 69.5}'
'MKT_G65Y3','Market_66','Service',10,'Large',708,8129,905,64504,9328,63.000,90.900,'{"status": "Suspended", "trust_level": "Low", "reputation_score": 86.700, "compliance_metrics": {"penalty_count": 2, "warning_count": 0, "rule_break_count": 11, "restriction_level": "Partial"}, "community_trust_score": 33.70, "dispute_resolution_score": 3.0}'
'MKT_8SO1G','Market_56','Service',764,'Medium',7041,29403,551,8398,20868,88.300,57.100,'{"status": "Active", "trust_level": "Medium", "reputation_score": 75.600, "compliance_metrics": {"penalty_count": 2, "warning_count": 6, "rule_break_count": 14, "restriction_level": "Partial"}, "community_trust_score": 50.00, "dispute_resolution_score": 91.5}'
'MKT_DPW9F','Market_75','Marketplace',309,'Small',4302,30229,166,15359,2545,5.400,10.300,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 35.800, "compliance_metrics": {"penalty_count": 5, "warning_count": 3, "rule_break_count": 12, "restriction_level": "Partial"}, "community_trust_score": 98.80, "dispute_resolution_score": 57.9}'
'MKT_IXX5E','Market_83','Exchange',539,'Large',5808,38816,317,79701,31229,4.400,10.400,'{"status": "Closed", "trust_level": "Medium", "reputation_score": 56.400, "compliance_metrics": {"penalty_count": 2, "warning_count": 3, "rule_break_count": 14, "restriction_level": "Partial"}, "community_trust_score": 11.80, "dispute_resolution_score": 96.9}'
'MKT_SZA77','Market_3','Marketplace',623,'Medium',3658,84647,399,66070,16675,15.600,77.000,'{"status": "Suspended", "trust_level": "Low", "reputation_score": 53.500, "compliance_metrics": {"penalty_count": 3, "warning_count": 3, "rule_break_count": 12, "restriction_level": "Partial"}, "community_trust_score": 31.10, "dispute_resolution_score": 34.1}'
