'VEND_ND9MR',82,2.70,833899,275136,67432,1,10,'Premium','2025-01-23','MKT_BCZA0'
'VEND_KUD39',408,3.70,709051,804210,25345,1,3,'Basic','2025-02-03','MKT_LEUPG'
'VEND_A5YI0',49,2.50,191420,65568,87908,8,10,'Basic','2025-01-25','MKT_JNSR7'
'VEND_14UZ5',76,1.10,204493,886281,31749,9,4,'Advanced','2025-01-22','MKT_ATFM9'
'VEND_AH40B',65,4.00,21853,880150,49269,1,7,'Premium','2025-01-31','MKT_HJYTZ'
'VEND_K941N',66,2.70,495608,438600,24256,7,10,'Basic','2025-01-30','MKT_EZV2V'
'VEND_13DO0',127,2.30,407044,657921,68953,7,3,'Basic','2025-02-05','MKT_E6VAA'
'VEND_3R3P7',150,1.40,327126,314292,33456,4,8,'Premium','2025-01-26','MKT_FFEBX'
'VEND_A6AKI',391,4.30,435865,311135,61738,1,6,'Advanced','2025-01-22','MKT_N50O2'
'VEND_VQH9Y',49,4.20,261549,26723,93964,5,4,'Advanced','2025-02-15','MKT_ANQ41'
'VEND_GOI0E',109,4.50,205131,416526,73408,9,6,'Advanced','2025-01-26','MKT_YMZC7'
'VEND_DYI8L',459,4.30,835528,879821,59293,3,9,'Premium','2025-02-13','MKT_P6H4D'
'VEND_4UJZ9',331,4.60,888562,724187,84320,6,8,'Premium','2025-02-17','MKT_2LM8X'
'VEND_WUGZH',160,3.60,587934,743028,57309,8,2,'Premium','2025-02-19','MKT_BRRD8'
'VEND_ZB3QF',288,3.80,821995,27253,36531,8,5,'Advanced','2025-02-18','MKT_4PMLJ'
'VEND_FOXMI',30,2.60,548371,340640,7259,10,1,'Basic','2025-02-02','MKT_MW920'
'VEND_B03JM',150,4.90,873919,834340,46577,2,8,'Premium','2025-02-18','MKT_N2GWN'
'VEND_HQ67E',263,1.20,786934,470442,24827,9,4,'Premium','2025-02-11','MKT_WM605'
'VEND_AYIFE',418,3.50,950979,350049,31439,7,5,'Advanced','2025-02-15','MKT_O3VSD'
'VEND_SWEZA',471,1.40,491031,801661,45108,1,7,'Basic','2025-02-16','MKT_WIJEM'
'VEND_TXZ7Y',151,1.20,270839,768313,98774,3,9,'Basic','2025-01-21','MKT_RGFXN'
'VEND_H0IW5',66,1.10,188841,124859,21665,10,10,'Advanced','2025-01-27','MKT_URGBV'
'VEND_MIO5D',263,1.80,886644,753280,25824,8,2,'Basic','2025-01-21','MKT_GMLFV'
'VEND_5R0SK',286,2.80,694836,235988,64362,10,2,'Basic','2025-01-25','MKT_23551'
'VEND_OU0NP',480,3.80,718246,900304,64649,9,7,'Premium','2025-02-10','MKT_1NONG'
'VEND_XK2KU',41,3.80,839341,24994,29671,3,5,'Basic','2025-01-30','MKT_EK1QP'
'VEND_WPMTN',192,3.30,972441,9934,86394,8,1,'Basic','2025-01-25','MKT_L7RKX'
'VEND_FK4U9',425,2.00,849970,406242,40739,1,9,'Basic','2025-02-02','MKT_5O2EK'
'VEND_A7MOE',365,1.30,533528,483243,64438,9,9,'Premium','2025-02-07','MKT_GNNC4'
'VEND_RAQNT',119,2.80,373732,966731,63765,5,1,'Advanced','2025-01-23','MKT_ZLE78'
'VEND_M92W8',27,4.30,353858,427246,48389,10,8,'Premium','2025-02-17','MKT_70H0I'
'VEND_RCNXG',389,1.60,167333,255450,62098,5,9,'Basic','2025-02-01','MKT_WQ7B0'
'VEND_QYRJ2',256,1.50,894415,90070,95160,8,2,'Basic','2025-01-30','MKT_MZZJM'
'VEND_IFPCZ',284,3.40,6432,845073,22173,6,2,'Advanced','2025-02-02','MKT_G1XRO'
'VEND_9IP1S',87,3.50,934862,272409,52922,5,10,'Premium','2025-01-31','MKT_OAM8L'
'VEND_MMP55',6,1.70,362847,324174,56531,5,1,'Premium','2025-01-29','MKT_0NIOE'
'VEND_VFQEL',290,4.70,612720,305413,49898,3,2,'Premium','2025-01-31','MKT_AKHKG'
'VEND_L5YCE',315,2.30,378344,858911,40724,7,2,'Basic','2025-02-11','MKT_WYV3T'
'VEND_XEO2P',81,2.60,704955,323112,14014,7,1,'Basic','2025-02-04','MKT_QI8SA'
'VEND_1UMGL',163,2.90,115641,329160,20719,8,5,'Basic','2025-02-04','MKT_ZGWEJ'
'VEND_180JK',309,2.50,621049,244342,15182,7,7,'Basic','2025-02-02','MKT_7B3SP'
'VEND_BCJ5Y',361,3.80,57328,428329,98864,7,4,'Basic','2025-01-22','MKT_TL58E'
'VEND_9FQ6N',130,2.60,295012,766915,1467,5,5,'Basic','2025-02-12','MKT_D6IMA'
'VEND_PAU6L',89,4.80,233966,220162,25417,7,5,'Premium','2025-01-21','MKT_M4VQR'
'VEND_7KBI5',259,1.60,320809,362864,69694,2,4,'Advanced','2025-01-24','MKT_RSP44'
'VEND_7X7WC',440,1.50,6439,272238,74071,5,10,'Basic','2025-02-07','MKT_Q5X77'
'VEND_47NIG',342,2.80,545432,328981,39559,4,4,'Premium','2025-02-17','MKT_ML9XJ'
'VEND_ZCE1Z',499,4.90,108363,353247,23919,6,1,'Basic','2025-02-13','MKT_GFCGF'
'VEND_6NNPB',460,3.50,401995,277350,70996,5,7,'Premium','2025-02-13','MKT_K0YLH'
'VEND_YOE23',350,3.20,450325,618271,84148,10,10,'Advanced','2025-02-06','MKT_UBAMR'
'VEND_HQMBS',323,3.30,710360,393276,49826,6,10,'Advanced','2025-02-19','MKT_TX2DN'
'VEND_F8ZRB',310,3.20,254431,837627,53281,4,6,'Advanced','2025-01-29','MKT_8F2VI'
'VEND_D563E',387,1.50,167265,418710,82738,10,4,'Advanced','2025-01-27','MKT_I8GS0'
'VEND_3NVFF',66,1.30,423232,167679,93897,2,10,'Advanced','2025-02-14','MKT_LTXOV'
'VEND_GT44N',393,3.50,317586,575444,15647,10,10,'Advanced','2025-01-31','MKT_DDDKF'
'VEND_LUM0Q',300,1.40,708211,966734,87748,7,1,'Premium','2025-01-28','MKT_CJ13W'
'VEND_W6FCC',406,2.10,370339,854808,84772,2,2,'Basic','2025-01-26','MKT_NN7AV'
'VEND_VZOEM',443,3.00,238135,91290,7381,3,6,'Advanced','2025-02-08','MKT_JDL1Q'
'VEND_Y0SOF',380,1.50,486005,218260,18018,6,1,'Premium','2025-01-21','MKT_TCS2L'
'VEND_Y9LFV',216,1.90,284209,313123,69397,9,3,'Basic','2025-01-30','MKT_QDV4L'
'VEND_XJMXA',455,1.90,501961,555738,27877,9,2,'Advanced','2025-01-20','MKT_OX0H4'
'VEND_S9C1D',64,3.40,325398,931935,40455,10,5,'Premium','2025-01-23','MKT_0LRZY'
'VEND_0XSZJ',157,1.30,333984,812506,74800,6,8,'Advanced','2025-02-12','MKT_HML1O'
'VEND_KRZLB',124,2.20,576837,890690,25778,10,1,'Premium','2025-02-08','MKT_Q6U00'
'VEND_44H99',499,1.40,557012,144716,93026,9,6,'Advanced','2025-02-07','MKT_CV9XA'
'VEND_NY8X6',295,1.60,68219,31110,5325,7,10,'Basic','2025-02-14','MKT_PDEBL'
'VEND_E1RZ2',32,1.30,139447,391979,11485,3,6,'Advanced','2025-01-25','MKT_XVL77'
'VEND_J5J8O',287,4.50,633002,825936,69568,3,6,'Advanced','2025-02-19','MKT_OTRTW'
'VEND_QTKS0',282,2.50,718210,838285,92505,10,2,'Basic','2025-02-07','MKT_9C8O8'
'VEND_9II3T',367,4.40,140843,725902,78205,6,3,'Premium','2025-02-11','MKT_39ETS'
'VEND_N3YWN',137,1.80,285668,397661,15741,1,5,'Premium','2025-02-01','MKT_WU7J9'
'VEND_98Z8I',270,4.20,343917,542066,72416,10,4,'Advanced','2025-02-06','MKT_AJ8LR'
'VEND_JYA3X',58,2.70,790865,382215,38630,5,6,'Advanced','2025-02-09','MKT_CCS5M'
'VEND_T8BX6',3,4.70,493210,726511,7200,9,10,'Advanced','2025-01-20','MKT_7I173'
'VEND_JY1EU',386,2.40,960702,653597,39169,6,8,'Advanced','2025-01-21','MKT_J02NF'
'VEND_B05ZQ',390,2.30,992066,786765,20648,8,5,'Premium','2025-01-27','MKT_U4YAP'
'VEND_9CXVU',142,3.20,843759,212918,16446,1,5,'Premium','2025-02-09','MKT_6XQ9D'
'VEND_Q7GLT',191,5.00,379287,353191,62890,6,5,'Basic','2025-02-08','MKT_6LCVI'
'VEND_318D0',327,3.70,153574,114122,69276,6,4,'Basic','2025-02-09','MKT_Y7PWA'
'VEND_1H3IS',477,1.60,487048,619067,97830,1,8,'Basic','2025-02-13','MKT_QX4VF'
'VEND_W3CN4',234,3.10,983503,516184,34368,8,3,'Basic','2025-01-25','MKT_W4DVX'
'VEND_5Q3HK',500,4.10,699473,495497,85215,7,4,'Advanced','2025-01-27','MKT_6IL3T'
'VEND_5GKIR',262,2.60,343258,808737,67091,9,7,'Basic','2025-02-10','MKT_J7G3Q'
'VEND_Q7UIH',450,1.20,824413,942155,24302,3,3,'Advanced','2025-02-06','MKT_ZPRGI'
'VEND_J7IJT',248,1.50,289167,59760,92403,7,6,'Premium','2025-02-14','MKT_4YJXJ'
'VEND_U1H5B',7,4.70,617262,667567,69108,7,3,'Advanced','2025-01-27','MKT_5ZQ3Q'
'VEND_JFNWT',102,2.70,859249,431840,53082,9,7,'Advanced','2025-01-28','MKT_3Y7M2'
'VEND_TFEFA',185,1.30,683360,132148,12021,5,3,'Advanced','2025-02-16','MKT_ARTG7'
'VEND_YH2WO',105,3.70,720350,22701,81832,4,6,'Premium','2025-01-20','MKT_I911L'
'VEND_USPTA',466,2.10,871232,342634,92629,7,4,'Premium','2025-02-16','MKT_970QV'
'VEND_0ZPGQ',5,5.00,811808,711721,86193,5,4,'Premium','2025-01-25','MKT_U86I6'
'VEND_2C4HW',150,3.30,254051,640329,80070,5,1,'Basic','2025-02-15','MKT_OR8F9'
'VEND_9QIOQ',326,2.00,524469,11459,64486,8,7,'Basic','2025-01-31','MKT_EH2MU'
'VEND_DDQ56',85,4.00,62357,14770,21898,4,9,'Premium','2025-02-19','MKT_AF73W'
'VEND_E55UM',263,2.20,36563,690358,86593,5,3,'Basic','2025-01-26','MKT_HDCEX'
'VEND_TIDY3',436,4.80,349827,413186,15153,2,7,'Basic','2025-02-14','MKT_D0LNX'
'VEND_EFGGM',394,2.00,746230,740690,60531,1,3,'Advanced','2025-02-07','MKT_7KV8G'
'VEND_S4MBF',451,4.10,578414,89325,55150,6,1,'Advanced','2025-02-11','MKT_STGGL'
'VEND_R265M',238,1.40,438508,910936,27155,1,6,'Premium','2025-01-23','MKT_4QISU'
'VEND_D10BD',389,1.90,908826,41577,4021,5,5,'Premium','2025-01-21','MKT_0KV14'
'VEND_SL31W',483,1.30,174948,561130,18257,4,9,'Basic','2025-02-11','MKT_45425'
'VEND_FIFCU',303,2.50,826198,215270,29841,4,4,'Basic','2025-01-26','MKT_OJQ4D'
'VEND_Y82AR',360,1.90,224440,707208,90479,4,9,'Basic','2025-01-25','MKT_LAXEA'
'VEND_A91PZ',62,3.50,462805,625679,62898,4,9,'Advanced','2025-02-02','MKT_OM1ID'
'VEND_18PLI',422,2.20,835251,505275,44605,7,9,'Advanced','2025-01-24','MKT_T64JB'
'VEND_MDJGJ',290,2.80,899241,90491,96078,9,7,'Premium','2025-01-28','MKT_N260K'
'VEND_PCQZM',262,1.80,478908,159069,54321,9,10,'Advanced','2025-01-20','MKT_DCHJB'
'VEND_NYJ1H',456,2.10,907828,454077,67290,5,5,'Advanced','2025-01-29','MKT_RT574'
'VEND_8L2LO',489,1.30,218763,94103,11292,4,10,'Advanced','2025-01-25','MKT_05GTU'
'VEND_JGEJQ',7,1.90,469645,979889,72584,3,6,'Premium','2025-01-21','MKT_20QNW'
'VEND_1T31D',83,4.40,707817,441998,79281,1,1,'Basic','2025-01-30','MKT_81LB2'
'VEND_SQFAA',353,3.20,374398,699946,25322,1,6,'Advanced','2025-02-08','MKT_G0QUG'
'VEND_BTFAH',387,3.30,722501,545566,43100,4,2,'Premium','2025-01-20','MKT_QZY8X'
'VEND_9I2HB',15,2.90,24160,46196,80723,3,5,'Advanced','2025-02-08','MKT_0DAGZ'
'VEND_XQGMV',315,4.40,211593,982807,26747,2,6,'Advanced','2025-02-10','MKT_VWFB3'
'VEND_86WCL',274,4.80,314332,350538,62120,4,6,'Basic','2025-02-04','MKT_BLL5A'
'VEND_4QJBM',273,1.10,901230,972784,70795,1,1,'Basic','2025-02-13','MKT_MZAIR'
'VEND_US772',368,4.70,899703,540437,78696,6,4,'Advanced','2025-02-16','MKT_CX6EI'
'VEND_YZHK5',306,4.60,413031,191958,41296,4,7,'Advanced','2025-02-10','MKT_UJ6ZZ'
'VEND_GAMFD',406,1.20,441718,170725,84918,10,7,'Advanced','2025-01-29','MKT_5RZIF'
'VEND_KDN0C',57,2.10,751083,413922,33384,2,2,'Basic','2025-02-06','MKT_W8YDP'
'VEND_X9RGD',24,1.90,500838,553536,26904,5,5,'Basic','2025-01-20','MKT_AE3IT'
'VEND_1JUMX',135,1.70,509831,963481,8235,5,6,'Basic','2025-02-16','MKT_R77DN'
'VEND_ALZYP',219,1.50,180053,560130,470,7,4,'Basic','2025-02-13','MKT_YO5SJ'
'VEND_9H6J6',71,1.50,818569,614461,86279,10,1,'Premium','2025-01-23','MKT_XKL0F'
'VEND_TMLQR',393,4.10,805820,94659,99535,1,1,'Basic','2025-01-30','MKT_8WDQK'
'VEND_0LG4V',358,2.20,896814,336447,73700,1,8,'Premium','2025-02-06','MKT_5E5G8'
'VEND_NFVPY',3,3.90,582164,329905,60472,5,2,'Basic','2025-02-16','MKT_8N6ON'
'VEND_CZAD1',406,2.60,608510,492753,49650,7,10,'Advanced','2025-02-05','MKT_2PC64'
'VEND_GTX0M',400,1.70,13280,133596,57950,1,3,'Advanced','2025-02-05','MKT_MZ54L'
'VEND_D293L',72,2.90,676180,410249,46023,2,6,'Advanced','2025-02-03','MKT_EC69L'
'VEND_MOVBK',320,3.20,234853,963006,79490,2,8,'Premium','2025-02-09','MKT_ZYQTS'
'VEND_KF41F',309,4.70,847452,836447,75430,7,2,'Premium','2025-01-25','MKT_RJAO8'
'VEND_MCBJZ',169,3.30,570496,13799,4517,10,4,'Basic','2025-01-25','MKT_H3G8N'
'VEND_I7EDE',468,3.80,686314,19812,26226,10,7,'Premium','2025-02-06','MKT_S2TT8'
'VEND_ALKRM',461,1.80,475043,153469,69121,1,5,'Premium','2025-01-30','MKT_GUS3A'
'VEND_G5DV3',254,1.30,993842,925395,581,10,8,'Advanced','2025-01-26','MKT_IYNSF'
'VEND_IYFC8',9,2.70,208082,300092,41309,3,2,'Basic','2025-02-02','MKT_IKN87'
'VEND_GMYRQ',62,4.00,285402,93370,37129,6,5,'Basic','2025-01-29','MKT_B9W4T'
'VEND_W1A2O',116,1.10,137668,836353,26050,1,9,'Premium','2025-02-11','MKT_GV5OG'
'VEND_EG6LI',151,1.20,15917,262411,53268,4,7,'Premium','2025-01-29','MKT_RUYOL'
