'TX_ZAEG4','DN889487','2025-10-26 22:42:38.000','Token',88857.16,69.09,'No',81,'No','Pending',75.90,'Custom','Unknown','Unknown','No','Medium','MKT_XC7VE','PROD_V8ZS1','BUY_3AY2E'
'TX_6GAWI','DN155263','2025-03-25 22:04:25.000','Crypto_A',29780.50,482.15,'Yes',92,'No','Completed',24.30,'Custom','Unknown','Unknown','No','Medium','MKT_2DPY3','PROD_OX7GY','BUY_6X0TN'
'TX_TKY7T','DN692344','2020-08-07 12:45:19.000','Crypto_C',32532.05,90.52,'No',38,'No','Disputed',131.90,'Express','Unknown','Region_Z','No','Complex','MKT_M3W7O','PROD_VSN9S','BUY_GVS1N'
'TX_AZCXJ','DN293731','2022-02-16 14:33:11.000','Crypto_B',57765.19,381.77,'Yes',86,'Yes','Cancelled',33.30,'Digital','Region_A','Region_Z','Yes','Medium','MKT_OM8B0','PROD_7CQHE','BUY_WSBDO'
'TX_WOAZ7','DN886818','2021-12-19 21:22:48.000','Crypto_C',6414.63,87.08,'Yes',76,'No','Completed',58.40,'Standard','Region_B','Region_X','No','Medium','MKT_BC3G3','PROD_1E7SV','BUY_IZMQD'
'TX_M9LXP','DN114809','2021-06-22 18:59:22.000','Token',44290.18,86.79,'No',124,'Yes','Cancelled',80.80,'Custom','Region_A','Unknown','No','Complex','MKT_I46S7','PROD_B0U34','BUY_FI0MQ'
'TX_MSY2C','DN302637','2025-12-13 11:13:18.000','Crypto_C',95935.05,79.59,'No',198,'Yes','Disputed',20.90,'Custom','Region_A','Region_Z','No','Medium','MKT_JS1TD','PROD_DXFYI','BUY_OX7H0'
'TX_TJERE','DN864415','2022-05-03 13:02:24.000','Token',69318.42,125.50,'No',173,'No','Pending',121.60,'Custom','Region_B','Region_Y','Yes','Complex','MKT_8V7FP','PROD_AJJ9A','BUY_77R2C'
'TX_JJAVL','DN676595','2025-11-02 16:02:11.000','Crypto_B',23176.95,277.28,'No',84,'Yes','Cancelled',80.20,'Express','Region_B','Region_Z','Yes','Medium','MKT_56O5U','PROD_CFP41','BUY_69YD4'
'TX_EOWTN','DN167153','2022-08-12 16:40:08.000','Crypto_A',94022.96,159.31,'Yes',107,'No','Completed',100.10,'Digital','Region_A','Region_Z','No','Complex','MKT_K97OC','PROD_YS84R','BUY_03ADE'
'TX_N4C9I','DN208669','2024-02-01 06:57:08.000','Crypto_A',77722.78,498.17,'Yes',29,'No','Disputed',112.90,'Custom','Region_A','Region_Y','Yes','Simple','MKT_PWKQH','PROD_B8E61','BUY_0AATW'
'TX_ZK7I4','DN816057','2025-12-17 13:45:14.000','Token',3334.96,129.40,'Yes',169,'No','Disputed',117.10,'Express','Unknown','Unknown','Yes','Complex','MKT_JEXE0','PROD_041MO','BUY_WNYFK'
'TX_3T1UN','DN643090','2025-06-20 12:51:46.000','Crypto_A',91326.22,443.19,'Yes',136,'Yes','Cancelled',4.50,'Digital','Region_B','Unknown','Yes','Simple','MKT_U0JL1','PROD_FTHGH','BUY_XPF6H'
'TX_67ZNZ','DN815742','2025-02-15 08:51:18.000','Token',56301.34,4.42,'Yes',103,'Yes','Pending',15.70,'Custom','Region_B','Region_Z','No','Complex','MKT_26MCX','PROD_F7PT2','BUY_IS3K8'
'TX_WFA9F',NULL,'2022-11-17 06:45:23.000','Crypto_B',29054.28,475.84,'No',24,'Yes','Pending',88.70,'Express','Region_C','Unknown','Yes','Simple','MKT_L2HTR','PROD_N1WDQ','BUY_FGDW0'
'TX_94S5P','DN808769','2024-04-19 20:56:03.000','Crypto_B',63607.11,302.11,'No',177,'Yes','Pending',110.40,'Express','Unknown','Unknown','Yes','Complex','MKT_VY3TS','PROD_N0X3O','BUY_SB1O8'
'TX_JNDUQ','DN642774','2024-03-24 13:57:37.000','Crypto_B',91171.18,77.96,'Yes',60,'Yes','Pending',90.60,'Standard','Unknown','Unknown','Yes','Simple','MKT_JGGPB','PROD_N7R15','BUY_L4YJM'
'TX_V4XNN','DN780839','2025-07-08 23:45:38.000','Crypto_A',24071.77,168.75,'No',59,'No','Cancelled',126.40,'Express','Region_C','Region_X','No','Complex','MKT_W8183','PROD_HE08I','BUY_APB66'
'TX_TH09A','DN227218','2020-12-26 08:28:22.000','Token',5597.60,495.14,'Yes',113,'No','Completed',32.70,'Custom','Unknown','Unknown','No','Simple','MKT_Q3OLN','PROD_1FI6P','BUY_51HXT'
'TX_I1HD5','DN800993','2020-06-20 07:56:46.000','Crypto_C',87447.23,138.51,'Yes',82,'No','Completed',137.40,'Digital','Region_A','Region_X','Yes','Simple','MKT_SZ179','PROD_H8DQU','BUY_K5TH6'
'TX_2HVEG','DN131266','2022-10-05 12:13:39.000','Crypto_A',25968.79,293.27,'No',148,'Yes','Cancelled',0.50,'Digital','Region_A','Region_Y','Yes','Complex','MKT_WBPFI','PROD_CMZNK','BUY_ZLJ08'
'TX_8BK9T','DN751391','2025-11-23 11:25:47.000','Crypto_C',88308.90,444.49,'Yes',35,'No','Disputed',101.00,'Standard','Region_B','Region_X','No','Simple','MKT_2ADEY','PROD_90QIO','BUY_E8M27'
'TX_CT17L','DN141151','2025-01-25 10:02:44.000','Token',27223.61,204.24,'No',193,'No','Cancelled',58.80,'Digital','Region_C','Region_Z','Yes','Complex','MKT_YA875','PROD_0LEZI','BUY_BPU8L'
'TX_B1ZFU','DN754725','2024-07-24 02:32:54.000','Crypto_C',26557.12,466.79,'No',44,'No','Completed',20.50,'Express','Unknown','Region_X','No','Medium','MKT_MZSIV','PROD_UV4KT','BUY_JRYIB'
'TX_LBZY9','DN149030','2022-02-27 20:49:34.000','Token',11762.41,242.58,'No',90,'Yes','Cancelled',57.70,'Digital','Region_C','Region_X','No','Simple','MKT_NB7BD','PROD_FRR00','BUY_60NQH'
'TX_8ZDI7',NULL,'2025-06-21 16:57:41.000','Crypto_A',7687.58,427.11,'No',50,'No','Completed',136.10,'Digital','Unknown','Region_Z','No','Simple','MKT_O574A','PROD_H2I6W','BUY_762WZ'
'TX_PLENW',NULL,'2022-12-22 19:08:59.000','Crypto_B',82282.96,125.00,'Yes',179,'No','Cancelled',64.00,'Express','Region_A','Region_Z','No','Complex','MKT_L7WBE','PROD_VFF3Q','BUY_C3759'
'TX_U4P6V','DN868329','2020-04-23 19:44:43.000','Token',86205.92,70.06,'No',50,'No','Pending',134.70,'Standard','Region_B','Region_Z','No','Simple','MKT_16GZZ','PROD_HBVM9','BUY_MQRXG'
'TX_B5MDB','DN107717','2022-02-17 11:52:45.000','Crypto_A',6902.53,443.57,'No',161,'Yes','Disputed',121.90,'Custom','Unknown','Region_X','Yes','Simple','MKT_CDEGG','PROD_07VF5','BUY_1587T'
'TX_YF9PC',NULL,'2022-10-05 01:55:18.000','Token',3939.75,156.50,'No',186,'No','Pending',164.90,'Custom','Region_B','Region_X','Yes','Complex','MKT_QFTUP','PROD_XDXZE','BUY_JOHFI'
'TX_RT41V','DN126379','2025-08-21 16:30:59.000','Token',22213.77,432.20,'Yes',111,'Yes','Completed',117.90,'Digital','Region_B','Unknown','No','Simple','MKT_5ZYWQ','PROD_59H8S','BUY_CYMAG'
'TX_46O7U',NULL,'2020-02-20 05:49:56.000','Crypto_A',30644.32,71.71,'Yes',125,'Yes','Completed',76.50,'Express','Region_C','Region_Z','No','Simple','MKT_9N4I6','PROD_4TH6D','BUY_AF5VQ'
'TX_KJVQV','DN467567','2020-10-02 07:04:23.000','Crypto_B',1408.34,177.28,'Yes',191,'No','Pending',143.20,'Custom','Region_C','Unknown','No','Simple','MKT_1XZ5D','PROD_R7TMF','BUY_21ZRN'
'TX_1S82Y','DN557189','2024-08-25 05:24:37.000','Crypto_C',48533.37,35.57,'No',100,'No','Cancelled',166.40,'Standard','Region_C','Region_X','Yes','Simple','MKT_9EQ7G','PROD_UYUKP','BUY_I7TLX'
'TX_PPB3Q','DN651632','2025-04-28 05:51:22.000','Crypto_A',24352.85,231.25,'No',57,'No','Pending',159.10,'Digital','Region_A','Unknown','No','Complex','MKT_Y3YXV','PROD_FO4WD','BUY_8HE89'
'TX_1JXA5','DN920157','2022-02-18 09:10:35.000','Crypto_C',79719.88,483.89,'Yes',49,'Yes','Cancelled',145.50,'Standard','Region_A','Region_X','No','Medium','MKT_BMIEL','PROD_2PCG9','BUY_5MDG8'
'TX_6A7M7',NULL,'2022-06-10 17:33:55.000','Crypto_A',2792.61,489.94,'Yes',23,'Yes','Pending',15.60,'Express','Region_C','Region_Z','No','Simple','MKT_SE3P7','PROD_BELH0','BUY_EZ4ZZ'
'TX_KINNG','DN871672','2021-08-16 10:51:36.000','Crypto_B',65156.29,54.91,'No',159,'No','Cancelled',80.30,'Express','Unknown','Region_Z','No','Medium','MKT_I7GFI','PROD_2XDGU','BUY_RE5NR'
'TX_AW4VQ','DN599592','2024-04-30 08:22:48.000','Crypto_C',84768.72,72.44,'Yes',100,'No','Disputed',150.40,'Digital','Region_A','Region_X','No','Complex','MKT_C4150','PROD_4FXKK','BUY_JTELA'
'TX_CLXXV','DN673958','2024-04-11 09:39:09.000','Crypto_B',90130.59,195.19,'Yes',41,'No','Disputed',144.80,'Express','Region_A','Region_X','Yes','Simple','MKT_V7ODY','PROD_J5CM5','BUY_QBT0S'
'TX_R9VI6','DN385417','2022-08-06 11:14:10.000','Crypto_A',76990.91,491.22,'Yes',174,'No','Completed',62.20,'Digital','Unknown','Region_Z','No','Complex','MKT_67JZ1','PROD_3X92C','BUY_N9UM2'
'TX_2CU1Y','DN554748','2023-05-05 04:51:44.000','Crypto_B',82526.77,392.53,'Yes',110,'Yes','Cancelled',84.20,'Digital','Unknown','Region_Y','No','Medium','MKT_T8GG8','PROD_XQ0X9','BUY_6Q7N0'
'TX_8DOO4','DN834273','2023-08-05 05:52:28.000','Token',18777.83,332.77,'No',24,'No','Cancelled',50.50,'Digital','Region_A','Region_Z','No','Medium','MKT_73NGG','PROD_7TYC4','BUY_MK3PX'
'TX_YYMCP','DN726707','2020-11-02 04:59:00.000','Crypto_A',31686.58,419.74,'No',122,'Yes','Completed',13.00,'Custom','Region_C','Region_X','Yes','Medium','MKT_ERNRB','PROD_ZYROK','BUY_MD2FB'
'TX_SQRW6','DN415036','2024-05-05 06:06:08.000','Crypto_B',29184.52,132.23,'No',189,'Yes','Pending',106.40,'Express','Region_C','Unknown','No','Complex','MKT_SLR74','PROD_VYYM3','BUY_6LHDT'
'TX_RRMSH','DN969463','2023-05-03 15:17:37.000','Token',83641.32,144.16,'Yes',41,'No','Completed',140.60,'Digital','Region_B','Region_X','No','Complex','MKT_2ZQXR','PROD_7LF7P','BUY_ZRYVQ'
'TX_WBHPQ','DN687112','2021-09-05 01:46:58.000','Crypto_A',53995.41,468.08,'Yes',30,'Yes','Disputed',17.10,'Express','Region_C','Region_X','No','Medium','MKT_Q8GKR','PROD_GD7LW','BUY_VHJFU'
'TX_YSRVB','DN818909','2024-07-21 11:16:16.000','Crypto_B',98269.23,369.07,'No',13,'No','Disputed',72.70,'Standard','Region_B','Region_Z','No','Simple','MKT_MLA0C','PROD_OKU6J','BUY_4M5G1'
'TX_2Y4RU','DN122031','2025-06-18 11:55:46.000','Crypto_A',80576.68,43.94,'No',94,'No','Disputed',51.00,'Custom','Unknown','Unknown','Yes','Simple','MKT_7EVBJ','PROD_2Y2D1','BUY_D2BWS'
'TX_PJNWI',NULL,'2022-10-19 16:28:52.000','Token',99826.03,383.12,'No',44,'No','Cancelled',115.60,'Digital','Unknown','Region_Y','No','Medium','MKT_C6RCK','PROD_3UUR2','BUY_5KKQ9'
'TX_UIA3Y','DN727888','2021-08-26 06:51:41.000','Token',77106.77,134.46,'Yes',59,'No','Cancelled',122.00,'Standard','Region_A','Unknown','Yes','Complex','MKT_9MQ48','PROD_WUPBM','BUY_LU6AJ'
'TX_KSJSG','DN497890','2022-03-08 11:51:43.000','Token',76925.88,416.78,'No',128,'Yes','Completed',18.30,'Standard','Unknown','Region_Y','No','Simple','MKT_Z39AX','PROD_VIO4Y','BUY_SNZCN'
'TX_XOMNS','DN349275','2022-07-31 08:57:43.000','Token',48828.62,28.39,'No',96,'No','Disputed',22.00,'Express','Unknown','Region_Y','No','Complex','MKT_IXX5E','PROD_XRNWJ','BUY_9KNWG'
'TX_09DEI','DN629251','2020-04-03 11:53:55.000','Token',80564.46,374.33,'Yes',168,'Yes','Cancelled',38.60,'Custom','Region_B','Region_X','No','Simple','MKT_RNS1I','PROD_6U7W3','BUY_AED65'
'TX_D1XIG','DN525221','2022-06-08 10:10:58.000','Crypto_C',20914.90,442.98,'No',190,'Yes','Pending',157.60,'Custom','Region_A','Unknown','No','Medium','MKT_GR8D5','PROD_CIF7H','BUY_X8TN4'
'TX_44IVA','DN609498','2022-06-13 16:44:28.000','Crypto_C',63672.04,314.62,'Yes',77,'No','Completed',151.10,'Express','Region_B','Region_Z','No','Medium','MKT_C9J59','PROD_HOYJ8','BUY_IFZM4'
'TX_QS8Z1','DN785709','2024-07-10 14:09:06.000','Crypto_B',77971.92,211.91,'Yes',88,'No','Pending',125.30,'Custom','Region_B','Region_Z','Yes','Complex','MKT_XLE24','PROD_YEWQ7','BUY_DBPVO'
'TX_IST8O','DN147417','2022-04-18 23:19:26.000','Crypto_C',74391.02,59.54,'Yes',99,'No','Completed',151.40,'Standard','Region_A','Region_X','Yes','Simple','MKT_7XZVD','PROD_43WAK','BUY_89MDK'
'TX_33YMB','DN237101','2023-04-24 12:09:26.000','Token',68177.47,305.00,'No',68,'No','Cancelled',121.00,'Custom','Region_B','Region_Y','Yes','Medium','MKT_KX4U0','PROD_0LRCI','BUY_YB2ZB'
'TX_0SRZB','DN825682','2022-07-24 01:23:34.000','Crypto_C',16954.85,23.76,'No',76,'Yes','Completed',76.90,'Express','Region_C','Region_X','Yes','Medium','MKT_U7GVN','PROD_9LKYV','BUY_CPUKN'
'TX_G6PB9','DN761808','2020-10-22 10:12:23.000','Crypto_B',3163.35,157.84,'Yes',74,'No','Cancelled',50.50,'Digital','Region_A','Unknown','No','Simple','MKT_XDEO3','PROD_33F54','BUY_N1N48'
'TX_10F4Y',NULL,'2023-08-11 17:11:51.000','Crypto_A',88142.78,369.62,'No',179,'Yes','Cancelled',98.20,'Digital','Unknown','Region_Z','Yes','Medium','MKT_T0MO2','PROD_X15BQ','BUY_K3RQB'
'TX_CYKRN','DN714439','2023-04-24 07:36:03.000','Crypto_C',51368.25,241.14,'No',81,'Yes','Cancelled',41.10,'Express','Region_B','Unknown','No','Simple','MKT_XXC02','PROD_2NWTO','BUY_SA1D2'
'TX_A3UKU','DN975853','2021-07-17 02:40:44.000','Crypto_C',65219.68,125.75,'Yes',134,'Yes','Cancelled',1.70,'Digital','Region_C','Region_X','No','Complex','MKT_7QB5Z','PROD_8FTVF','BUY_2194B'
'TX_SGRBV','DN475823','2022-01-17 14:09:39.000','Crypto_A',5439.06,404.50,'No',183,'Yes','Cancelled',56.40,'Digital','Region_C','Unknown','Yes','Simple','MKT_NG9KZ','PROD_XSJP1','BUY_OHQ1G'
'TX_LUSOE','DN211811','2023-08-24 04:16:47.000','Crypto_C',67351.21,11.23,'Yes',76,'No','Disputed',87.00,'Custom','Region_B','Region_Y','Yes','Simple','MKT_WXJEK','PROD_O39TA','BUY_ACZF0'
'TX_VY6TL',NULL,'2020-01-18 18:33:16.000','Crypto_B',77964.63,389.73,'No',96,'Yes','Cancelled',42.90,'Express','Region_A','Region_Z','No','Medium','MKT_SQ2XO','PROD_NAMU9','BUY_AT6UY'
'TX_197J5','DN763475','2024-08-18 19:34:52.000','Crypto_A',20370.24,114.26,'Yes',10,'Yes','Cancelled',56.40,'Custom','Region_B','Region_X','Yes','Complex','MKT_D9ZES','PROD_Q4A7P','BUY_EVIPB'
'TX_24PO0','DN357068','2023-04-24 12:07:24.000','Crypto_B',41810.63,356.32,'No',7,'No','Pending',18.50,'Express','Unknown','Unknown','Yes','Medium','MKT_EDKD5','PROD_85ID8','BUY_GNLE1'
'TX_7TQNF','DN123537','2022-03-16 22:40:08.000','Crypto_A',21806.00,490.56,'No',192,'No','Disputed',136.00,'Express','Region_C','Region_Y','No','Complex','MKT_CXAMB','PROD_XAXPH','BUY_F68GM'
'TX_2P02N','DN719640','2020-09-23 16:31:22.000','Token',13348.59,200.69,'No',78,'No','Cancelled',128.00,'Standard','Region_B','Region_X','No','Complex','MKT_H5EDB','PROD_3Q27O','BUY_8WNHX'
'TX_2XJUG','DN996595','2022-07-08 11:03:12.000','Token',88693.44,343.16,'Yes',15,'Yes','Cancelled',102.10,'Standard','Region_C','Region_X','No','Medium','MKT_1FZFD','PROD_G0WTS','BUY_32XIQ'
'TX_RSQ0Q','DN309121','2024-07-01 09:39:19.000','Crypto_B',86387.14,91.19,'Yes',43,'Yes','Disputed',80.70,'Express','Unknown','Unknown','No','Simple','MKT_G65Y3','PROD_3OEWH','BUY_J2T7Q'
'TX_AR11G','DN830665','2025-10-04 01:04:19.000','Token',42217.90,334.44,'Yes',191,'No','Pending',127.90,'Standard','Region_A','Region_Z','Yes','Simple','MKT_8SO1G','PROD_LR8MK','BUY_F1AIL'
'TX_MILDT','DN537054','2022-04-16 09:22:58.000','Crypto_C',9665.14,109.08,'No',23,'Yes','Cancelled',114.80,'Standard','Region_A','Region_Z','No','Medium','MKT_DPW9F','PROD_R76YC','BUY_DETPV'
'TX_8MTQ9','DN216381','2021-05-22 20:20:25.000','Token',4540.66,321.09,'No',123,'No','Cancelled',30.70,'Express','Region_C','Region_X','Yes','Simple','MKT_M5MGJ','PROD_EMOVP','BUY_1I9NA'
'TX_7054T','DN214098','2024-01-15 07:12:44.000','Crypto_A',23882.17,325.40,'Yes',178,'Yes','Disputed',4.80,'Standard','Region_C','Unknown','Yes','Medium','MKT_SZA77','PROD_YGEKR','BUY_6R7IG'
'TX_1H0CO','DN533601','2024-04-03 12:29:37.000','Crypto_B',79702.65,401.10,'Yes',157,'No','Pending',94.80,'Express','Region_C','Region_X','Yes','Medium','MKT_2EF6R','PROD_WRRBI','BUY_NU0O7'
'TX_U160C','DN735408','2020-01-02 21:04:32.000','Crypto_B',34723.28,24.35,'Yes',128,'Yes','Disputed',99.90,'Express','Region_A','Unknown','No','Medium','MKT_J35EI','PROD_MG0WS','BUY_FBXWO'
'TX_UVUG6','DN656456','2024-09-15 11:53:23.000','Crypto_C',20296.23,102.61,'Yes',79,'Yes','Pending',136.80,'Standard','Region_B','Region_Z','No','Complex','MKT_0W06Z','PROD_34INQ','BUY_LAPD6'
'TX_ANVKW','DN333827','2024-08-05 14:51:34.000','Crypto_B',59115.25,22.43,'No',76,'No','Cancelled',98.80,'Custom','Region_B','Unknown','No','Medium','MKT_69PSR','PROD_PDGJN','BUY_EZKX1'
'TX_UOI4T','DN584865','2025-01-30 06:43:06.000','Token',53642.45,88.89,'No',73,'No','Pending',87.60,'Custom','Region_A','Region_Z','Yes','Complex','MKT_938Y6','PROD_JCBW7','BUY_9MZXL'
'TX_FY4NU',NULL,'2022-12-05 16:39:25.000','Crypto_B',93340.54,413.28,'No',78,'Yes','Cancelled',86.00,'Standard','Region_A','Unknown','No','Medium','MKT_5K1PQ','PROD_VVBQK','BUY_FL3F0'
'TX_X91JU','DN433733','2024-01-08 09:26:17.000','Crypto_A',46875.64,212.41,'Yes',14,'Yes','Cancelled',31.90,'Custom','Unknown','Region_Y','No','Medium','MKT_4NRXF','PROD_SQO0D','BUY_XT1K3'
'TX_S33UW','DN921235','2025-11-10 18:53:18.000','Crypto_A',19088.02,7.61,'Yes',18,'Yes','Cancelled',151.00,'Digital','Unknown','Region_X','No','Medium','MKT_7MNKU','PROD_ZPZGG','BUY_YIR9X'
'TX_DWQCA','DN745103','2022-06-06 20:04:56.000','Crypto_B',10558.20,153.19,'No',175,'No','Completed',61.50,'Express','Region_B','Region_Y','Yes','Simple','MKT_WH5YX','PROD_UC6EO','BUY_A0E4E'
'TX_ICJEA','DN732814','2021-02-03 16:53:19.000','Crypto_B',37853.63,223.49,'No',38,'Yes','Completed',35.60,'Custom','Region_B','Region_Z','No','Complex','MKT_WYB3R','PROD_VC9GP','BUY_89FSH'
'TX_ML7KM','DN415912','2020-04-28 10:32:23.000','Crypto_B',80943.26,349.77,'No',22,'No','Completed',113.40,'Digital','Region_B','Unknown','No','Complex','MKT_JNU8W','PROD_BTK1S','BUY_1Q70M'
'TX_JERK7','DN864098','2020-01-24 12:04:04.000','Token',45464.64,186.55,'No',113,'Yes','Disputed',48.70,'Custom','Unknown','Region_Z','No','Medium','MKT_Y4NXP','PROD_VZTBF','BUY_6SDW6'
'TX_BQYXF','DN439093','2020-12-23 16:01:28.000','Crypto_A',81077.44,86.36,'No',25,'No','Pending',81.20,'Digital','Unknown','Unknown','No','Complex','MKT_68LC9','PROD_FFLZE','BUY_BY9V6'
'TX_4BALZ','DN442419','2025-11-26 12:37:11.000','Token',34839.87,87.98,'Yes',61,'Yes','Cancelled',49.60,'Custom','Region_C','Region_X','Yes','Complex','MKT_HVPC4','PROD_WZ856','BUY_EO7JL'
'TX_OYPEY','DN278116','2020-05-27 07:34:59.000','Token',70032.33,318.46,'Yes',71,'No','Completed',49.40,'Standard','Region_A','Region_Z','Yes','Medium','MKT_JTJVT','PROD_QC3EH','BUY_3MZS8'
'TX_GVWJR','DN413341','2025-10-08 06:43:07.000','Crypto_B',23683.31,160.58,'Yes',6,'No','Disputed',132.40,'Custom','Unknown','Region_Z','No','Simple','MKT_TIHC5','PROD_OP1B8','BUY_7T9LG'
'TX_D1D6R','DN130088','2025-03-06 03:47:06.000','Token',99484.50,398.63,'No',166,'Yes','Disputed',58.70,'Express','Region_C','Region_Y','Yes','Medium','MKT_CCWYF','PROD_4XOA0','BUY_AJZSU'
'TX_2GSOU','DN710554','2023-08-09 10:45:31.000','Crypto_C',49762.32,82.30,'Yes',96,'No','Cancelled',120.60,'Digital','Region_C','Region_X','Yes','Medium','MKT_WIG92','PROD_FIJ0O','BUY_WD1XL'
'TX_WRVAN','DN699854','2022-08-29 19:50:57.000','Token',5548.61,462.70,'Yes',186,'No','Completed',163.20,'Custom','Region_C','Region_X','Yes','Simple','MKT_Y1XJR','PROD_S5B94','BUY_HQL8C'
'TX_TMJ4O','DN173574','2022-01-15 04:41:28.000','Crypto_A',79396.22,290.92,'Yes',46,'No','Completed',96.80,'Digital','Region_C','Region_Z','No','Simple','MKT_VI9UX','PROD_XPQ22','BUY_TWG1A'
'TX_BICVD','DN411231','2020-10-07 15:29:28.000','Crypto_C',72781.05,251.92,'No',27,'No','Completed',118.50,'Standard','Region_C','Region_X','No','Complex','MKT_3CI1O','PROD_TP1DW','BUY_1OPS1'
'TX_UO5LR','DN190899','2020-04-17 03:51:34.000','Crypto_B',61661.56,400.71,'Yes',44,'Yes','Cancelled',61.30,'Custom','Region_B','Region_Z','No','Complex','MKT_DVRC9','PROD_SU9L5','BUY_VI16P'
'TX_BQK2M','DN354200','2025-05-24 02:16:17.000','Crypto_A',80887.52,28.28,'No',120,'Yes','Disputed',93.30,'Express','Region_C','Region_Z','Yes','Simple','MKT_31VT5','PROD_YE2WR','BUY_99AQE'
'TX_4UAWN','DN702810','2020-10-08 09:01:57.000','Crypto_C',33308.47,4.93,'Yes',187,'No','Pending',137.50,'Digital','Region_C','Region_Z','Yes','Simple','MKT_7FFC8','PROD_JUP47','BUY_UFDN6'
'TX_BRXO6','DN636251','2024-08-02 11:38:57.000','Crypto_C',45044.77,114.81,'No',128,'Yes','Cancelled',120.40,'Standard','Region_C','Region_Z','Yes','Simple','MKT_OQD61','PROD_75S2G','BUY_RH62A'
'TX_3741T','DN192333','2022-11-18 11:32:27.000','Crypto_B',12869.74,368.66,'No',53,'Yes','Completed',27.50,'Express','Region_B','Unknown','Yes','Medium','MKT_315V3','PROD_O2GHA','BUY_2MNK9'
