14,'ART23155  ','SC3079      ',14,'Active              ',12,19,'Standard','Custom','Special','Special','Special','Frequent  ','Frequent                 ','Frequent    ','Rare      ','Rare','Daily','Annually                 ','Quarterly                ','Monthly                  ','Annually                 ','Expired','Compliant','Failed','Passed'
15,'ART87883  ','SC8818      ',15,'Resting             ',7,15,'Standard','Custom','Special','Standard','Custom','Rare      ','Occasional               ','Frequent    ','Occasional','Frequent','Weekly','Quarterly                ','Weekly                   ','Monthly                  ','Monthly                  ','Current','Compliant','Failed','Review'
16,'ART44432  ','SC3545      ',16,'Resting             ',1,15,'Custom','Custom','Standard','Custom','Custom','Frequent  ','Rare                     ','Occasional  ','Occasional','Occasional','Weekly','Quarterly                ','Monthly                  ','Daily                    ','Monthly                  ','Expired','Compliant','Failed','Passed'
17,'ART77091  ','SC4696      ',17,'Active              ',4,10,'Standard','Special','Standard','Custom','Standard','Occasional','Frequent                 ','Frequent    ','Frequent  ','Occasional','Weekly','Monthly                  ','Quarterly                ','Weekly                   ','Quarterly                ','Current','Compliant','Failed','Passed'
18,'ART30247  ','SC7071      ',18,'Permanent           ',7,12,'Standard','Custom','Standard','Standard','Custom','Occasional','Occasional               ','Occasional  ','Occasional','Frequent','Monthly','Annually                 ','Monthly                  ','Weekly                   ','Monthly                  ','Current','Compliant','Failed','Passed'
19,'ART54391  ','SC1850      ',19,'Resting             ',10,12,'Standard','Standard','Custom','Special','Standard','Occasional','Frequent                 ','Frequent    ','Occasional','Rare','Weekly','Monthly                  ','Monthly                  ','Monthly                  ','Quarterly                ','Expired','Compliant','Passed','Failed'
20,'ART49538  ','SC4433      ',20,'Resting             ',5,23,'Standard','Custom','Custom','Special','Standard','Occasional','Frequent                 ','Occasional  ','Rare      ','Occasional','Daily','Annually                 ','Monthly                  ','Weekly                   ','Quarterly                ','Expired','Non-compliant','Pending','Review'
21,'ART79242  ','SC1893      ',21,'Resting             ',10,21,'Standard','Custom','Special','Custom','Standard','Frequent  ','Occasional               ','Rare        ','Occasional','Occasional','Weekly','Quarterly                ','Weekly                   ','Monthly                  ','Monthly                  ','Expired','Compliant','Failed','Failed'
22,'ART23455  ','SC9863      ',22,'Active              ',8,21,'Standard','Custom','Custom','Custom','Standard','Frequent  ','Rare                     ','Frequent    ','Frequent  ','Rare','Monthly','Monthly                  ','Monthly                  ','Weekly                   ','Annually                 ','Expired','Non-compliant','Failed','Review'
23,'ART75266  ','SC4299      ',23,'Active              ',2,10,'Standard','Standard','Custom','Custom','Standard','Rare      ','Frequent                 ','Frequent    ','Frequent  ','Occasional','Daily','Quarterly                ','Monthly                  ','Weekly                   ','Quarterly                ','Pending','Partial','Passed','Failed'
24,'ART85937  ','SC6687      ',24,'Active              ',12,17,'Special','Standard','Special','Standard','Special','Frequent  ','Occasional               ','Frequent    ','Occasional','Frequent','Monthly','Quarterly                ','Monthly                  ','Weekly                   ','Monthly                  ','Pending','Non-compliant','Pending','Passed'
25,'ART67347  ','SC5412      ',25,'Resting             ',11,14,'Standard','Custom','Standard','Standard','Special','Frequent  ','Frequent                 ','Occasional  ','Rare      ','Frequent','Daily','Monthly                  ','Quarterly                ','Monthly                  ','Quarterly                ','Pending','Partial','Passed','Review'
26,'ART89393  ','SC9342      ',26,'Active              ',10,20,'Special','Standard','Custom','Custom','Special','Occasional','Rare                     ','Occasional  ','Occasional','Frequent','Daily','Monthly                  ','Monthly                  ','Daily                    ','Quarterly                ','Expired','Partial','Passed','Failed'
27,'ART45377  ','SC7260      ',27,'Resting             ',10,22,'Custom','Custom','Special','Special','Special','Frequent  ','Rare                     ','Frequent    ','Occasional','Frequent','Weekly','Quarterly                ','Weekly                   ','Weekly                   ','Monthly                  ','Pending','Partial','Failed','Review'
28,'ART70054  ','SC2684      ',28,'Permanent           ',5,24,'Special','Custom','Special','Special','Standard','Frequent  ','Rare                     ','Rare        ','Rare      ','Rare','Daily','Annually                 ','Weekly                   ','Monthly                  ','Quarterly                ','Current','Partial','Pending','Failed'
29,'ART64175  ','SC5945      ',29,'Permanent           ',11,14,'Special','Custom','Standard','Special','Special','Occasional','Rare                     ','Rare        ','Frequent  ','Rare','Weekly','Quarterly                ','Quarterly                ','Monthly                  ','Quarterly                ','Pending','Non-compliant','Pending','Review'
30,'ART73040  ','SC4761      ',30,'Resting             ',1,20,'Custom','Standard','Custom','Special','Special','Rare      ','Frequent                 ','Frequent    ','Rare      ','Occasional','Weekly','Quarterly                ','Monthly                  ','Weekly                   ','Quarterly                ','Current','Partial','Failed','Review'
31,'ART97169  ','SC9271      ',31,'Resting             ',7,20,'Special','Custom','Standard','Special','Standard','Rare      ','Frequent                 ','Rare        ','Occasional','Frequent','Daily','Quarterly                ','Weekly                   ','Monthly                  ','Quarterly                ','Current','Compliant','Failed','Review'
32,'ART27258  ','SC8944      ',32,'Permanent           ',8,22,'Standard','Special','Special','Standard','Special','Occasional','Rare                     ','Frequent    ','Rare      ','Frequent','Weekly','Monthly                  ','Monthly                  ','Daily                    ','Quarterly                ','Current','Partial','Pending','Passed'
33,'ART19807  ','SC8624      ',33,'Active              ',10,13,'Custom','Standard','Custom','Standard','Standard','Rare      ','Rare                     ','Rare        ','Frequent  ','Frequent','Daily','Quarterly                ','Weekly                   ','Weekly                   ','Monthly                  ','Current','Non-compliant','Pending','Passed'
34,'ART56964  ','SC4871      ',34,'Resting             ',12,13,'Special','Standard','Special','Standard','Special','Occasional','Occasional               ','Occasional  ','Rare      ','Frequent','Monthly','Annually                 ','Monthly                  ','Monthly                  ','Monthly                  ','Pending','Non-compliant','Passed','Review'
35,'ART52327  ','SC6413      ',35,'Active              ',9,14,'Special','Special','Custom','Custom','Standard','Frequent  ','Rare                     ','Frequent    ','Frequent  ','Rare','Monthly','Quarterly                ','Quarterly                ','Weekly                   ','Quarterly                ','Pending','Non-compliant','Failed','Failed'
36,'ART95026  ','SC8654      ',36,'Active              ',7,10,'Special','Standard','Special','Special','Standard','Rare      ','Frequent                 ','Occasional  ','Rare      ','Rare','Monthly','Monthly                  ','Quarterly                ','Weekly                   ','Quarterly                ','Pending','Non-compliant','Passed','Failed'
37,'ART75963  ','SC7973      ',37,'Active              ',5,22,'Custom','Custom','Special','Special','Standard','Frequent  ','Frequent                 ','Frequent    ','Frequent  ','Frequent','Weekly','Monthly                  ','Monthly                  ','Weekly                   ','Quarterly                ','Expired','Non-compliant','Failed','Failed'
38,'ART74018  ','SC4879      ',38,'Resting             ',12,23,'Custom','Special','Standard','Standard','Standard','Rare      ','Occasional               ','Rare        ','Frequent  ','Frequent','Weekly','Quarterly                ','Monthly                  ','Daily                    ','Monthly                  ','Expired','Compliant','Pending','Passed'
39,'ART33769  ','SC4487      ',39,'Permanent           ',2,8,'Special','Standard','Custom','Special','Special','Frequent  ','Rare                     ','Frequent    ','Occasional','Frequent','Weekly','Monthly                  ','Monthly                  ','Monthly                  ','Quarterly                ','Expired','Non-compliant','Passed','Failed'
40,'ART49793  ','SC1906      ',40,'Resting             ',1,16,'Standard','Custom','Special','Standard','Custom','Occasional','Occasional               ','Occasional  ','Rare      ','Frequent','Weekly','Monthly                  ','Quarterly                ','Daily                    ','Annually                 ','Current','Partial','Passed','Failed'
41,'ART84247  ','SC7530      ',41,'Active              ',3,13,'Special','Custom','Special','Standard','Custom','Occasional','Occasional               ','Frequent    ','Rare      ','Rare','Weekly','Annually                 ','Monthly                  ','Daily                    ','Annually                 ','Pending','Compliant','Failed','Failed'
42,'ART35668  ','SC4920      ',42,'Resting             ',2,21,'Special','Standard','Special','Standard','Custom','Rare      ','Rare                     ','Rare        ','Frequent  ','Occasional','Weekly','Annually                 ','Quarterly                ','Monthly                  ','Quarterly                ','Pending','Non-compliant','Passed','Review'
43,'ART55333  ','SC8266      ',43,'Resting             ',1,9,'Standard','Custom','Custom','Standard','Special','Frequent  ','Frequent                 ','Occasional  ','Frequent  ','Frequent','Monthly','Annually                 ','Monthly                  ','Monthly                  ','Annually                 ','Expired','Partial','Pending','Passed'
44,'ART78189  ','SC6336      ',44,'Resting             ',3,23,'Custom','Special','Standard','Special','Custom','Occasional','Frequent                 ','Occasional  ','Occasional','Occasional','Daily','Quarterly                ','Monthly                  ','Monthly                  ','Monthly                  ','Expired','Partial','Failed','Review'
45,'ART98570  ','SC2048      ',45,'Permanent           ',1,21,'Custom','Custom','Standard','Special','Special','Rare      ','Rare                     ','Rare        ','Occasional','Frequent','Weekly','Monthly                  ','Monthly                  ','Daily                    ','Quarterly                ','Current','Compliant','Failed','Failed'
46,'ART86437  ','SC2124      ',46,'Permanent           ',4,16,'Custom','Special','Standard','Custom','Custom','Frequent  ','Rare                     ','Rare        ','Occasional','Frequent','Weekly','Annually                 ','Quarterly                ','Daily                    ','Annually                 ','Expired','Non-compliant','Pending','Failed'
47,'ART77193  ','SC2696      ',47,'Active              ',9,19,'Special','Custom','Special','Special','Special','Rare      ','Frequent                 ','Occasional  ','Occasional','Occasional','Weekly','Quarterly                ','Quarterly                ','Monthly                  ','Annually                 ','Current','Partial','Pending','Passed'
48,'ART11997  ','SC3523      ',48,'Active              ',2,21,'Special','Custom','Standard','Custom','Special','Rare      ','Rare                     ','Occasional  ','Occasional','Frequent','Daily','Quarterly                ','Monthly                  ','Monthly                  ','Quarterly                ','Expired','Partial','Pending','Review'
49,'ART71036  ','SC9478      ',49,'Resting             ',9,16,'Standard','Custom','Special','Special','Custom','Frequent  ','Frequent                 ','Frequent    ','Occasional','Occasional','Daily','Annually                 ','Quarterly                ','Daily                    ','Annually                 ','Pending','Compliant','Passed','Failed'
50,'ART74448  ','SC9183      ',50,'Active              ',11,8,'Standard','Standard','Custom','Special','Custom','Frequent  ','Rare                     ','Occasional  ','Frequent  ','Frequent','Monthly','Monthly                  ','Weekly                   ','Monthly                  ','Monthly                  ','Expired','Partial','Pending','Review'
51,'ART16032  ','SC8834      ',51,'Active              ',2,15,'Custom','Standard','Standard','Special','Special','Frequent  ','Occasional               ','Occasional  ','Rare      ','Rare','Weekly','Quarterly                ','Weekly                   ','Daily                    ','Annually                 ','Current','Compliant','Passed','Failed'
52,'ART75678  ','SC5901      ',52,'Active              ',11,23,'Standard','Special','Custom','Standard','Special','Rare      ','Frequent                 ','Rare        ','Frequent  ','Occasional','Monthly','Annually                 ','Monthly                  ','Weekly                   ','Annually                 ','Current','Non-compliant','Passed','Passed'
53,'ART62574  ','SC2185      ',53,'Active              ',12,11,'Custom','Custom','Custom','Custom','Custom','Frequent  ','Rare                     ','Rare        ','Rare      ','Occasional','Daily','Annually                 ','Weekly                   ','Daily                    ','Quarterly                ','Expired','Compliant','Pending','Review'
54,'ART74715  ','SC9797      ',54,'Resting             ',2,23,'Special','Standard','Special','Standard','Standard','Occasional','Rare                     ','Frequent    ','Occasional','Frequent','Weekly','Quarterly                ','Monthly                  ','Daily                    ','Annually                 ','Pending','Non-compliant','Pending','Review'
55,'ART15630  ','SC5775      ',55,'Active              ',1,8,'Standard','Special','Custom','Special','Standard','Frequent  ','Rare                     ','Frequent    ','Occasional','Rare','Weekly','Monthly                  ','Weekly                   ','Monthly                  ','Monthly                  ','Current','Compliant','Pending','Passed'
56,'ART71177  ','SC2127      ',56,'Permanent           ',6,16,'Standard','Custom','Special','Custom','Special','Frequent  ','Rare                     ','Occasional  ','Rare      ','Rare','Daily','Annually                 ','Monthly                  ','Weekly                   ','Quarterly                ','Pending','Compliant','Failed','Failed'
57,'ART34027  ','SC2989      ',57,'Permanent           ',6,11,'Special','Standard','Custom','Custom','Standard','Occasional','Rare                     ','Occasional  ','Frequent  ','Frequent','Daily','Monthly                  ','Quarterly                ','Monthly                  ','Quarterly                ','Expired','Non-compliant','Pending','Passed'
58,'ART66667  ','SC8994      ',58,'Resting             ',8,12,'Custom','Standard','Custom','Standard','Special','Occasional','Occasional               ','Occasional  ','Occasional','Occasional','Monthly','Annually                 ','Quarterly                ','Monthly                  ','Annually                 ','Current','Partial','Passed','Failed'
59,'ART32567  ','SC5706      ',59,'Resting             ',5,22,'Standard','Standard','Standard','Custom','Custom','Rare      ','Rare                     ','Occasional  ','Occasional','Occasional','Monthly','Annually                 ','Monthly                  ','Daily                    ','Monthly                  ','Current','Compliant','Passed','Review'
60,'ART32207  ','SC5043      ',60,'Active              ',9,17,'Special','Special','Custom','Custom','Special','Frequent  ','Occasional               ','Occasional  ','Frequent  ','Occasional','Monthly','Quarterly                ','Quarterly                ','Weekly                   ','Quarterly                ','Expired','Non-compliant','Failed','Review'
61,'ART89880  ','SC3219      ',61,'Active              ',7,13,'Special','Custom','Special','Special','Standard','Occasional','Rare                     ','Rare        ','Frequent  ','Occasional','Daily','Annually                 ','Weekly                   ','Monthly                  ','Monthly                  ','Pending','Partial','Pending','Review'
62,'ART41900  ','SC1885      ',62,'Resting             ',4,24,'Custom','Custom','Special','Standard','Standard','Rare      ','Rare                     ','Rare        ','Occasional','Rare','Weekly','Annually                 ','Monthly                  ','Monthly                  ','Quarterly                ','Current','Partial','Passed','Failed'
63,'ART51066  ','SC3005      ',63,'Permanent           ',10,14,'Custom','Custom','Standard','Special','Custom','Frequent  ','Occasional               ','Rare        ','Frequent  ','Rare','Monthly','Monthly                  ','Quarterly                ','Monthly                  ','Monthly                  ','Expired','Partial','Pending','Passed'
64,'ART96778  ','SC8682      ',64,'Resting             ',5,24,'Standard','Custom','Special','Custom','Special','Frequent  ','Rare                     ','Frequent    ','Rare      ','Rare','Weekly','Annually                 ','Weekly                   ','Weekly                   ','Quarterly                ','Pending','Compliant','Passed','Failed'
65,'ART14428  ','SC2601      ',65,'Resting             ',3,7,'Special','Standard','Special','Custom','Special','Frequent  ','Rare                     ','Frequent    ','Occasional','Frequent','Weekly','Quarterly                ','Weekly                   ','Monthly                  ','Annually                 ','Expired','Partial','Passed','Passed'
66,'ART24037  ','SC9937      ',66,'Permanent           ',9,16,'Custom','Special','Standard','Special','Standard','Rare      ','Rare                     ','Rare        ','Occasional','Rare','Weekly','Annually                 ','Quarterly                ','Monthly                  ','Monthly                  ','Expired','Compliant','Failed','Review'
67,'ART56119  ','SC4467      ',67,'Resting             ',12,16,'Special','Standard','Special','Special','Standard','Rare      ','Frequent                 ','Occasional  ','Occasional','Frequent','Monthly','Quarterly                ','Monthly                  ','Daily                    ','Quarterly                ','Current','Partial','Passed','Review'
68,'ART20918  ','SC6656      ',68,'Permanent           ',9,21,'Standard','Custom','Custom','Custom','Standard','Rare      ','Rare                     ','Frequent    ','Rare      ','Frequent','Daily','Monthly                  ','Weekly                   ','Weekly                   ','Monthly                  ','Expired','Compliant','Failed','Passed'
69,'ART72699  ','SC6504      ',69,'Permanent           ',2,16,'Custom','Special','Custom','Special','Standard','Occasional','Rare                     ','Frequent    ','Frequent  ','Rare','Daily','Monthly                  ','Quarterly                ','Monthly                  ','Monthly                  ','Pending','Non-compliant','Passed','Failed'
70,'ART71203  ','SC2922      ',70,'Active              ',4,20,'Special','Standard','Custom','Custom','Custom','Rare      ','Rare                     ','Rare        ','Rare      ','Rare','Monthly','Annually                 ','Quarterly                ','Daily                    ','Annually                 ','Pending','Partial','Pending','Failed'
71,'ART57819  ','SC7811      ',71,'Permanent           ',7,22,'Standard','Custom','Standard','Standard','Standard','Occasional','Rare                     ','Occasional  ','Occasional','Frequent','Daily','Monthly                  ','Weekly                   ','Monthly                  ','Annually                 ','Current','Partial','Pending','Failed'
72,'ART99720  ','SC3475      ',72,'Permanent           ',1,20,'Custom','Standard','Special','Standard','Custom','Rare      ','Frequent                 ','Occasional  ','Occasional','Frequent','Monthly','Annually                 ','Quarterly                ','Daily                    ','Monthly                  ','Pending','Partial','Pending','Passed'
73,'ART53791  ','SC6062      ',73,'Resting             ',4,24,'Custom','Special','Standard','Standard','Special','Rare      ','Rare                     ','Rare        ','Occasional','Frequent','Daily','Quarterly                ','Monthly                  ','Weekly                   ','Annually                 ','Expired','Compliant','Failed','Review'
74,'ART64791  ','SC8359      ',74,'Active              ',4,13,'Custom','Special','Standard','Special','Custom','Occasional','Rare                     ','Frequent    ','Occasional','Frequent','Weekly','Annually                 ','Monthly                  ','Daily                    ','Monthly                  ','Current','Non-compliant','Passed','Passed'
75,'ART63153  ','SC3065      ',75,'Permanent           ',2,6,'Special','Special','Custom','Special','Custom','Frequent  ','Frequent                 ','Occasional  ','Rare      ','Frequent','Weekly','Quarterly                ','Quarterly                ','Daily                    ','Annually                 ','Current','Partial','Failed','Review'
76,'ART99599  ','SC8486      ',76,'Permanent           ',5,22,'Custom','Standard','Special','Standard','Standard','Rare      ','Occasional               ','Frequent    ','Rare      ','Rare','Daily','Annually                 ','Quarterly                ','Daily                    ','Monthly                  ','Expired','Partial','Pending','Review'
77,'ART92270  ','SC1487      ',77,'Active              ',9,12,'Special','Custom','Standard','Standard','Custom','Rare      ','Rare                     ','Rare        ','Rare      ','Occasional','Daily','Annually                 ','Monthly                  ','Monthly                  ','Annually                 ','Current','Partial','Failed','Review'
78,'ART59106  ','SC9777      ',78,'Permanent           ',12,14,'Special','Special','Special','Standard','Custom','Frequent  ','Frequent                 ','Occasional  ','Rare      ','Rare','Weekly','Annually                 ','Quarterly                ','Weekly                   ','Monthly                  ','Expired','Partial','Passed','Failed'
79,'ART64367  ','SC8570      ',79,'Active              ',12,10,'Custom','Custom','Standard','Custom','Custom','Rare      ','Occasional               ','Occasional  ','Occasional','Occasional','Monthly','Quarterly                ','Monthly                  ','Daily                    ','Quarterly                ','Expired','Compliant','Pending','Passed'
80,'ART29176  ','SC1782      ',80,'Resting             ',6,18,'Custom','Special','Standard','Custom','Special','Occasional','Rare                     ','Occasional  ','Frequent  ','Occasional','Daily','Quarterly                ','Monthly                  ','Monthly                  ','Annually                 ','Current','Non-compliant','Failed','Passed'
81,'ART66971  ','SC2296      ',81,'Resting             ',2,14,'Custom','Custom','Standard','Standard','Custom','Frequent  ','Rare                     ','Occasional  ','Occasional','Occasional','Daily','Monthly                  ','Monthly                  ','Daily                    ','Monthly                  ','Expired','Non-compliant','Passed','Review'
82,'ART18099  ','SC9267      ',82,'Permanent           ',11,18,'Standard','Special','Standard','Custom','Special','Frequent  ','Occasional               ','Occasional  ','Rare      ','Frequent','Weekly','Quarterly                ','Monthly                  ','Monthly                  ','Annually                 ','Pending','Non-compliant','Pending','Passed'
83,'ART25088  ','SC3998      ',83,'Resting             ',4,14,'Standard','Standard','Standard','Special','Special','Rare      ','Occasional               ','Occasional  ','Rare      ','Rare','Daily','Monthly                  ','Quarterly                ','Weekly                   ','Annually                 ','Pending','Compliant','Pending','Failed'
84,'ART69692  ','SC1253      ',84,'Active              ',12,13,'Special','Standard','Custom','Custom','Special','Frequent  ','Occasional               ','Occasional  ','Frequent  ','Frequent','Weekly','Monthly                  ','Weekly                   ','Daily                    ','Annually                 ','Expired','Non-compliant','Failed','Failed'
85,'ART51762  ','SC3082      ',85,'Permanent           ',1,21,'Special','Custom','Custom','Custom','Standard','Frequent  ','Rare                     ','Occasional  ','Occasional','Rare','Weekly','Annually                 ','Monthly                  ','Weekly                   ','Monthly                  ','Expired','Non-compliant','Pending','Passed'
86,'ART47896  ','SC9086      ',86,'Permanent           ',3,17,'Custom','Custom','Standard','Standard','Standard','Frequent  ','Rare                     ','Occasional  ','Rare      ','Rare','Monthly','Quarterly                ','Weekly                   ','Weekly                   ','Annually                 ','Expired','Non-compliant','Passed','Passed'
87,'ART13944  ','SC9647      ',87,'Active              ',6,16,'Special','Custom','Custom','Standard','Standard','Frequent  ','Rare                     ','Rare        ','Occasional','Frequent','Weekly','Annually                 ','Quarterly                ','Weekly                   ','Annually                 ','Pending','Partial','Pending','Passed'
88,'ART45648  ','SC3066      ',88,'Resting             ',11,14,'Standard','Standard','Standard','Standard','Custom','Occasional','Occasional               ','Occasional  ','Rare      ','Occasional','Monthly','Monthly                  ','Weekly                   ','Weekly                   ','Monthly                  ','Current','Compliant','Pending','Passed'
89,'ART69396  ','SC7411      ',89,'Active              ',4,18,'Standard','Special','Custom','Standard','Standard','Frequent  ','Frequent                 ','Frequent    ','Frequent  ','Occasional','Weekly','Annually                 ','Quarterly                ','Daily                    ','Monthly                  ','Expired','Non-compliant','Pending','Passed'
90,'ART45572  ','SC4455      ',90,'Permanent           ',11,17,'Custom','Special','Custom','Special','Special','Frequent  ','Frequent                 ','Frequent    ','Occasional','Frequent','Weekly','Quarterly                ','Quarterly                ','Weekly                   ','Quarterly                ','Pending','Partial','Failed','Failed'
91,'ART94538  ','SC8883      ',91,'Resting             ',6,23,'Special','Custom','Special','Special','Standard','Occasional','Occasional               ','Rare        ','Frequent  ','Frequent','Monthly','Quarterly                ','Weekly                   ','Weekly                   ','Quarterly                ','Current','Compliant','Pending','Failed'
92,'ART14093  ','SC5142      ',92,'Resting             ',9,6,'Standard','Custom','Custom','Standard','Standard','Occasional','Occasional               ','Occasional  ','Frequent  ','Frequent','Daily','Annually                 ','Weekly                   ','Daily                    ','Annually                 ','Current','Non-compliant','Passed','Review'
93,'ART31333  ','SC3200      ',93,'Resting             ',6,20,'Standard','Special','Special','Standard','Custom','Rare      ','Rare                     ','Rare        ','Rare      ','Occasional','Daily','Annually                 ','Monthly                  ','Daily                    ','Monthly                  ','Current','Non-compliant','Failed','Passed'
94,'ART44866  ','SC9629      ',94,'Permanent           ',8,24,'Special','Custom','Standard','Standard','Standard','Occasional','Rare                     ','Rare        ','Occasional','Frequent','Daily','Monthly                  ','Weekly                   ','Monthly                  ','Annually                 ','Current','Non-compliant','Pending','Failed'
95,'ART22236  ','SC6557      ',95,'Permanent           ',6,21,'Special','Special','Special','Standard','Special','Occasional','Occasional               ','Frequent    ','Occasional','Frequent','Daily','Monthly                  ','Quarterly                ','Weekly                   ','Quarterly                ','Pending','Partial','Failed','Passed'
96,'ART24363  ','SC4283      ',96,'Permanent           ',11,11,'Special','Special','Custom','Special','Custom','Rare      ','Occasional               ','Rare        ','Occasional','Frequent','Monthly','Annually                 ','Weekly                   ','Weekly                   ','Quarterly                ','Pending','Partial','Passed','Failed'
97,'ART12970  ','SC3749      ',97,'Permanent           ',7,8,'Custom','Custom','Special','Custom','Special','Rare      ','Occasional               ','Frequent    ','Frequent  ','Frequent','Weekly','Quarterly                ','Weekly                   ','Weekly                   ','Quarterly                ','Current','Non-compliant','Failed','Passed'
98,'ART86696  ','SC8688      ',98,'Active              ',10,20,'Special','Special','Standard','Special','Custom','Frequent  ','Occasional               ','Rare        ','Rare      ','Rare','Monthly','Annually                 ','Quarterly                ','Weekly                   ','Annually                 ','Pending','Partial','Passed','Review'
99,'ART54193  ','SC1772      ',99,'Resting             ',6,10,'Custom','Standard','Custom','Custom','Standard','Frequent  ','Frequent                 ','Rare        ','Occasional','Frequent','Monthly','Monthly                  ','Monthly                  ','Daily                    ','Quarterly                ','Pending','Non-compliant','Failed','Passed'
100,'ART49076  ','SC6849      ',100,'Permanent           ',6,9,'Special','Custom','Custom','Standard','Custom','Occasional','Frequent                 ','Occasional  ','Rare      ','Frequent','Daily','Monthly                  ','Monthly                  ','Monthly                  ','Annually                 ','Current','Non-compliant','Failed','Review'
101,'ART43209  ','SC3251      ',101,'Resting             ',9,22,'Standard','Standard','Custom','Special','Special','Frequent  ','Occasional               ','Occasional  ','Rare      ','Occasional','Daily','Monthly                  ','Weekly                   ','Monthly                  ','Monthly                  ','Expired','Compliant','Pending','Failed'
102,'ART34850  ','SC9975      ',102,'Permanent           ',8,18,'Standard','Special','Special','Special','Standard','Frequent  ','Rare                     ','Frequent    ','Rare      ','Occasional','Monthly','Annually                 ','Weekly                   ','Daily                    ','Annually                 ','Pending','Partial','Failed','Passed'
103,'ART41552  ','SC6578      ',103,'Active              ',6,13,'Custom','Custom','Special','Special','Standard','Occasional','Frequent                 ','Frequent    ','Rare      ','Frequent','Weekly','Monthly                  ','Monthly                  ','Daily                    ','Annually                 ','Pending','Partial','Pending','Failed'
104,'ART19184  ','SC3232      ',104,'Permanent           ',6,17,'Standard','Custom','Custom','Standard','Custom','Rare      ','Occasional               ','Occasional  ','Rare      ','Frequent','Daily','Monthly                  ','Quarterly                ','Weekly                   ','Monthly                  ','Pending','Partial','Passed','Passed'
