41,'MM671386  ','2024-07-07 14:05:44.053','SC7530      ',21,0.85,54,4,1001.4
42,'MM526350  ','2024-12-22 07:26:23.053','SC4920      ',18,1.46,49,2,999.0
43,'MM541667  ','2024-04-24 00:47:09.053','SC8266      ',20,0.52,52,3,988.6
44,'MM284525  ','2025-01-09 18:05:25.053','SC6336      ',20,1.88,52,0,996.4
45,'MM666937  ','2024-06-15 05:03:16.054','SC2048      ',18,0.6,48,1,1010.4
46,'MM666001  ','2024-03-12 17:10:36.054','SC2124      ',21,1.89,49,0,1013.7
47,'MM359731  ','2025-01-12 11:52:31.054','SC2696      ',18,1.99,54,0,1002.3
48,'MM119827  ','2024-12-29 07:09:55.054','SC3523      ',18,1.35,54,4,1005.4
49,'MM414451  ','2025-01-28 20:55:41.054','SC9478      ',21,1.83,54,0,1012.5
50,'MM809050  ','2024-06-24 05:28:45.054','SC9183      ',20,1.88,51,4,992.7
51,'MM936912  ','2024-06-11 20:05:05.054','SC8834      ',21,0.53,51,3,1007.1
52,'MM487933  ','2024-06-14 21:35:26.054','SC5901      ',18,0.97,54,3,988.5
53,'MM880823  ','2024-09-09 06:55:12.054','SC2185      ',18,0.87,53,4,999.5
54,'MM532461  ','2024-03-18 10:43:15.054','SC9797      ',20,0.98,45,0,1001.6
55,'MM808706  ','2024-06-18 07:39:58.054','SC5775      ',20,1.59,54,3,1013.7
56,'MM654857  ','2024-07-21 19:30:14.054','SC2127      ',18,1.32,54,3,1015.3
57,'MM831611  ','2024-03-16 04:32:32.054','SC2989      ',18,1.22,52,4,1011.5
58,'MM792944  ','2024-02-26 22:40:12.055','SC8994      ',21,1.78,53,4,996.7
59,'MM272572  ','2024-03-27 20:30:47.055','SC5706      ',18,0.65,46,0,1011.3
60,'MM569524  ','2024-06-03 14:12:36.055','SC5043      ',18,0.89,46,2,1006.8
61,'MM614495  ','2024-03-27 12:47:10.055','SC3219      ',21,0.34,46,0,1015.8
62,'MM505620  ','2024-11-27 06:37:58.055','SC1885      ',19,1.13,54,0,1012.6
63,'MM339161  ','2025-01-18 18:13:20.055','SC3005      ',20,1.44,54,3,1002.9
64,'MM605500  ','2024-06-08 17:46:18.055','SC8682      ',18,0.55,47,4,996.9
65,'MM549209  ','2024-12-16 11:05:04.055','SC2601      ',21,1.59,54,2,988.3
66,'MM322726  ','2024-08-20 10:49:35.055','SC9937      ',20,1.73,48,4,1017.2
67,'MM109105  ','2025-01-09 05:46:10.055','SC4467      ',20,1.77,49,4,989.7
68,'MM547574  ','2024-04-12 23:24:15.055','SC6656      ',20,1.94,48,4,997.2
69,'MM156553  ','2024-05-19 09:10:20.055','SC6504      ',20,1.55,47,1,1012.6
70,'MM646820  ','2025-01-03 18:07:33.055','SC2922      ',20,1.75,45,1,1016.1
71,'MM557758  ','2025-01-19 06:00:40.055','SC7811      ',18,0.88,46,2,989.6
72,'MM799073  ','2024-06-05 17:31:14.056','SC3475      ',21,0.69,49,3,997.5
73,'MM794470  ','2024-12-28 23:46:04.056','SC6062      ',21,0.7,49,4,989.8
74,'MM572464  ','2024-08-15 15:45:45.056','SC8359      ',20,1.71,45,0,999.5
75,'MM211041  ','2024-09-03 23:12:54.056','SC3065      ',19,0.2,52,3,984.0
76,'MM258931  ','2024-07-12 16:18:58.056','SC8486      ',20,1.31,46,0,1018.8
77,'MM550898  ','2024-03-08 07:13:59.056','SC1487      ',19,0.06,52,1,1017.2
78,'MM163668  ','2024-10-31 17:36:26.056','SC9777      ',19,1.58,53,2,1011.8
79,'MM205017  ','2024-12-05 06:53:17.056','SC8570      ',20,0.75,53,2,1010.0
80,'MM587241  ','2024-09-25 22:20:40.056','SC1782      ',20,0.44,45,4,992.3
81,'MM603317  ','2024-06-09 00:33:39.056','SC2296      ',20,0.93,51,1,1010.0
82,'MM662059  ','2024-08-21 21:23:09.056','SC9267      ',19,0.55,54,2,981.8
83,'MM651965  ','2024-12-17 02:42:35.056','SC3998      ',20,0.82,52,4,1005.1
84,'MM106594  ','2024-04-29 12:10:23.056','SC1253      ',18,0.78,47,1,982.2
85,'MM968670  ','2024-05-06 10:55:42.056','SC3082      ',18,0.85,45,2,997.9
86,'MM690770  ','2025-02-17 17:04:30.057','SC9086      ',18,1.48,49,3,993.7
87,'MM614686  ','2024-04-30 04:17:22.057','SC9647      ',20,1.06,46,0,994.5
88,'MM925779  ','2024-11-08 16:27:16.057','SC3066      ',21,1.36,50,1,996.9
89,'MM561411  ','2024-11-26 05:42:27.057','SC7411      ',20,1.96,53,1,1008.7
90,'MM744087  ','2024-09-17 22:52:45.057','SC4455      ',18,1.18,51,2,1009.6
91,'MM887810  ','2025-02-10 00:11:18.057','SC8883      ',19,0.23,45,1,1018.7
92,'MM137672  ','2024-10-30 09:17:47.057','SC5142      ',18,0.29,48,1,1013.3
93,'MM711787  ','2024-10-06 07:47:27.057','SC3200      ',21,1.66,47,2,1012.2
94,'MM290703  ','2025-01-17 12:27:45.057','SC9629      ',20,1.48,46,3,990.8
95,'MM743187  ','2024-07-26 16:44:31.057','SC6557      ',18,1.2,54,2,1012.4
96,'MM876527  ','2024-08-26 06:04:42.057','SC4283      ',18,0.33,46,0,983.5
97,'MM839054  ','2025-02-10 23:39:46.057','SC3749      ',19,0.03,51,2,982.3
98,'MM752377  ','2024-05-04 04:26:35.057','SC8688      ',19,1.71,50,1,1011.4
99,'MM248870  ','2025-01-01 04:44:39.057','SC1772      ',20,1.67,51,0,1007.2
100,'MM277925  ','2024-07-05 09:27:32.057','SC6849      ',19,0.2,50,2,987.3
101,'MM601463  ','2024-07-05 08:37:18.057','SC3251      ',18,1.07,47,4,989.2
102,'MM619530  ','2024-10-02 03:51:17.057','SC9975      ',19,1.16,50,4,990.3
103,'MM576113  ','2024-12-14 12:45:29.057','SC6578      ',21,0.36,50,2,1011.0
104,'MM599403  ','2024-12-01 01:31:08.057','SC3232      ',21,0.53,48,1,1017.8
105,'MM750901  ','2024-12-19 09:21:41.057','SC9690      ',20,1.9,49,4,998.5
106,'MM370065  ','2024-08-23 10:28:16.057','SC3533      ',20,1.83,48,3,994.1
107,'MM312618  ','2024-11-03 17:29:18.057','SC3992      ',20,1.28,50,3,1014.7
108,'MM232672  ','2024-07-07 08:46:47.057','SC7972      ',21,0.47,54,4,1004.1
109,'MM841163  ','2024-04-13 14:12:30.057','SC1402      ',21,0.97,47,3,1009.7
110,'MM573633  ','2025-02-05 00:47:22.057','SC3257      ',18,0.42,47,1,1019.1
111,'MM137387  ','2025-02-17 08:08:18.057','SC8311      ',21,0.02,54,0,1011.0
112,'MM821226  ','2024-12-25 13:09:31.057','SC6544      ',20,0.17,52,0,989.5
113,'MM637416  ','2024-03-17 06:41:40.057','SC6905      ',18,1.02,49,3,997.8
114,'MM574119  ','2024-12-08 14:51:58.057','SC3309      ',19,0.81,49,2,996.3
115,'MM272589  ','2024-07-26 14:50:09.057','SC8064      ',21,0.85,51,3,1001.5
116,'MM438129  ','2024-11-23 22:10:56.057','SC5342      ',21,0.91,52,1,1011.3
117,'MM167107  ','2025-02-02 13:26:42.057','SC4915      ',21,0.97,52,4,1017.2
118,'MM119692  ','2024-05-29 19:19:56.057','SC6149      ',20,1.08,51,2,1015.8
119,'MM543648  ','2024-06-19 03:28:02.057','SC1997      ',18,1.83,45,4,1019.0
120,'MM309785  ','2024-11-05 11:35:22.057','SC5831      ',19,0.67,49,0,980.2
121,'MM917460  ','2024-10-12 13:25:47.057','SC7056      ',18,1.9,52,2,983.6
122,'MM439528  ','2025-01-08 12:35:08.057','SC9707      ',19,0.51,54,4,1016.6
123,'MM156805  ','2025-02-04 11:54:25.057','SC6547      ',18,0.36,47,3,1007.9
124,'MM592691  ','2024-07-17 14:17:28.057','SC7051      ',21,0.54,47,3,996.2
125,'MM232226  ','2024-09-10 06:44:33.057','SC1135      ',21,0.39,48,0,1019.3
126,'MM818567  ','2024-07-23 15:13:01.057','SC8888      ',20,0.47,46,3,983.9
127,'MM754102  ','2024-06-26 03:09:36.057','SC3932      ',18,0.64,48,1,982.2
128,'MM731907  ','2024-06-06 23:34:27.057','SC6892      ',21,0.06,48,4,1018.6
129,'MM467511  ','2025-02-10 09:14:31.057','SC7832      ',20,0.73,49,0,1018.6
130,'MM661163  ','2024-11-01 12:12:01.057','SC9829      ',18,0.51,47,0,983.0
131,'MM182072  ','2024-04-15 17:01:01.057','SC4873      ',19,1.68,46,1,984.6
132,'MM975097  ','2024-10-19 00:27:03.057','SC2890      ',18,0.32,46,0,1001.2
133,'MM134592  ','2024-06-14 03:12:26.057','SC7437      ',21,0.94,53,3,1008.4
134,'MM989393  ','2024-07-18 15:30:28.057','SC6791      ',19,1.63,47,4,998.1
135,'MM332890  ','2024-06-05 08:49:30.057','SC5477      ',20,1.93,50,1,986.6
136,'MM626967  ','2024-08-21 07:22:28.057','SC8626      ',20,0.49,49,1,999.9
137,'MM295132  ','2024-11-07 05:19:55.057','SC9849      ',18,0.12,46,0,987.9
138,'MM221962  ','2024-07-05 07:40:20.057','SC3738      ',21,0.13,46,1,996.9
139,'MM923617  ','2024-12-05 22:41:34.057','SC1982      ',19,0.12,54,0,992.9
140,'MM423479  ','2025-01-30 00:08:01.057','SC6455      ',20,1.35,50,0,980.2
141,'MM196963  ','2024-09-04 06:22:32.057','SC2211      ',18,0.17,47,2,993.9
142,'MM975361  ','2024-03-27 21:02:52.057','SC2239      ',19,1.68,50,0,1012.7
143,'MM717346  ','2024-11-03 18:24:39.057','SC3677      ',18,1.0,49,4,992.0
144,'MM478978  ','2024-04-12 02:47:18.057','SC4561      ',19,0.43,49,0,1011.0
145,'MM405431  ','2024-11-15 03:48:49.057','SC5286      ',21,0.38,45,0,988.3
146,'MM479586  ','2024-03-10 03:59:37.057','SC9846      ',20,1.29,50,4,986.1
147,'MM388282  ','2024-09-08 16:55:22.057','SC8100      ',21,1.19,52,0,1013.1
148,'MM286906  ','2024-12-26 20:02:37.057','SC5013      ',19,1.22,49,2,993.8
149,'MM413684  ','2025-02-04 23:58:39.057','SC9877      ',21,1.07,51,2,1013.6
150,'MM396337  ','2024-10-08 03:38:33.057','SC4007      ',19,1.18,47,1,1009.7
151,'MM108852  ','2024-12-09 15:36:30.057','SC1490      ',21,1.82,47,2,1012.1
152,'MM298519  ','2024-03-05 22:06:51.057','SC7147      ',20,1.12,52,0,996.2
153,'MM242864  ','2025-01-01 14:12:51.057','SC4345      ',19,0.6,54,0,1012.0
154,'MM816860  ','2024-07-16 05:39:13.057','SC2912      ',18,0.16,51,0,1018.8
155,'MM701272  ','2024-07-17 14:06:22.057','SC6822      ',21,0.02,45,0,983.7
156,'MM499141  ','2024-10-04 13:38:30.057','SC2551      ',18,0.39,53,1,1007.9
157,'MM775882  ','2024-12-15 10:47:31.057','SC9343      ',19,1.58,45,2,997.2
158,'MM852643  ','2024-08-15 11:45:38.057','SC3328      ',18,1.88,47,2,1001.0
159,'MM815118  ','2024-10-24 05:43:10.057','SC9447      ',20,1.5,48,2,986.5
160,'MM237589  ','2024-04-16 05:40:56.057','SC3681      ',20,0.1,52,2,1005.8
161,'MM464481  ','2024-11-21 01:40:50.057','SC5133      ',21,1.76,54,3,994.3
162,'MM733089  ','2024-11-17 15:48:29.057','SC8831      ',19,0.29,49,2,1014.9
163,'MM828618  ','2024-11-11 05:19:33.057','SC6636      ',19,0.7,52,2,1012.8
164,'MM538230  ','2024-07-19 00:45:15.057','SC7908      ',18,0.27,54,1,1014.3
165,'MM740367  ','2024-04-09 21:14:34.057','SC4182      ',20,1.8,45,4,1011.4
166,'MM449721  ','2024-04-09 20:07:33.057','SC6640      ',19,0.58,54,3,998.3
167,'MM257723  ','2024-10-29 14:52:56.057','SC4600      ',19,1.43,50,3,984.3
168,'MM779106  ','2024-08-13 16:21:52.057','SC5887      ',18,0.72,53,1,1015.0
169,'MM334333  ','2024-10-22 03:18:18.057','SC7215      ',21,0.53,48,0,982.4
170,'MM688959  ','2024-06-17 07:15:39.057','SC8680      ',19,0.3,54,1,989.4
171,'MM957224  ','2025-01-26 18:34:14.057','SC1934      ',21,1.11,48,3,1009.6
172,'MM611484  ','2024-12-05 13:44:22.057','SC2764      ',21,0.78,48,0,1018.4
173,'MM564288  ','2024-12-28 04:59:41.057','SC2801      ',18,0.4,53,4,982.9
174,'MM600503  ','2024-08-08 16:54:57.057','SC9401      ',18,1.02,48,0,989.0
175,'MM196157  ','2024-05-31 12:02:41.057','SC5080      ',18,1.77,50,0,1018.2
176,'MM264402  ','2024-05-09 01:58:41.057','SC5348      ',18,1.58,51,1,999.9
177,'MM470877  ','2024-02-25 07:24:39.057','SC1183      ',18,0.83,54,1,997.4
178,'MM752059  ','2024-11-01 13:15:06.057','SC5347      ',20,0.75,50,1,988.5
179,'MM986210  ','2024-08-01 05:03:55.057','SC1015      ',18,0.59,47,3,999.9
180,'MM812237  ','2024-10-15 05:51:01.057','SC3855      ',21,1.06,46,4,1001.5
181,'MM411605  ','2024-06-24 19:24:32.057','SC5109      ',21,1.42,52,1,999.8
182,'MM421359  ','2024-05-17 15:19:44.057','SC9412      ',20,0.71,54,3,989.8
183,'MM415181  ','2024-05-19 14:56:09.057','SC4646      ',20,1.23,53,1,999.0
184,'MM948026  ','2024-08-06 17:19:26.057','SC3163      ',20,0.02,45,0,986.7
185,'MM406140  ','2024-06-24 22:50:41.057','SC2442      ',19,1.16,49,4,983.2
186,'MM328360  ','2024-02-22 22:26:01.057','SC4364      ',21,0.27,51,0,984.7
187,'MM730412  ','2024-10-25 15:22:35.057','SC5111      ',20,1.17,48,3,990.0
188,'MM111688  ','2024-09-16 06:07:28.057','SC2146      ',18,1.88,46,3,981.0
189,'MM741880  ','2024-12-17 01:57:30.057','SC1260      ',21,0.11,53,0,999.8
190,'MM599189  ','2024-10-21 05:43:44.057','SC5271      ',21,0.45,48,0,989.9
191,'MM813277  ','2024-09-24 11:11:21.057','SC7626      ',20,0.46,46,3,989.8
192,'MM765624  ','2024-03-20 21:04:43.057','SC8437      ',18,0.38,49,0,1013.9
193,'MM664497  ','2024-02-29 07:49:14.057','SC6870      ',18,1.33,54,3,1017.5
194,'MM440816  ','2024-06-08 10:31:32.057','SC1806      ',21,1.1,47,0,998.3
195,'MM224201  ','2024-05-15 10:58:09.057','SC8163      ',18,1.19,54,3,1004.5
196,'MM589845  ','2024-05-24 14:51:38.057','SC6387      ',19,0.43,54,1,988.8
197,'MM660316  ','2024-05-03 09:24:53.057','SC8527      ',20,1.37,53,4,1006.6
198,'MM588777  ','2024-05-01 04:58:18.057','SC9601      ',20,1.25,47,1,1000.3
199,'MM227802  ','2024-03-23 22:12:03.057','SC5195      ',20,0.01,45,1,1007.4
200,'MM872242  ','2024-12-07 04:30:02.057','SC6802      ',19,1.08,45,0,986.1
201,'MM521427  ','2024-04-08 06:56:01.057','SC8622      ',18,1.8,54,3,1017.0
202,'MM371189  ','2025-02-10 23:42:07.057','SC3059      ',21,1.66,45,1,980.8
203,'MM772809  ','2024-12-24 04:22:38.057','SC2419      ',18,1.92,53,2,993.3
204,'MM334779  ','2024-04-27 19:29:00.057','SC6969      ',18,1.07,49,3,1000.4
205,'MM856277  ','2024-06-24 15:27:06.057','SC9878      ',19,1.45,53,4,989.3
206,'MM824699  ','2024-08-07 01:35:05.057','SC7099      ',21,0.03,51,1,1019.2
207,'MM666876  ','2024-09-24 05:31:37.057','SC8886      ',18,1.5,45,3,1019.0
208,'MM970059  ','2024-06-21 09:02:29.057','SC9476      ',18,0.58,54,1,1003.0
209,'MM197297  ','2024-09-10 06:44:53.057','SC5896      ',20,1.49,54,1,989.9
210,'MM712825  ','2024-10-15 20:53:58.057','SC9775      ',18,1.44,47,2,1011.2
211,'MM209208  ','2024-08-05 15:59:39.057','SC8877      ',18,0.16,50,4,996.3
212,'MM736343  ','2024-09-15 09:30:15.057','SC7372      ',19,1.82,49,4,990.8
213,'MM528978  ','2024-06-12 04:41:21.057','SC9952      ',20,0.76,46,1,1016.2
214,'MM247681  ','2024-11-07 13:58:10.057','SC2608      ',21,1.56,53,0,986.4
215,'MM992267  ','2024-10-16 08:03:30.057','SC3821      ',21,1.49,52,0,1001.5
216,'MM386641  ','2024-03-10 23:44:21.057','SC9736      ',18,0.14,49,3,987.3
217,'MM334898  ','2024-05-19 14:11:20.057','SC3053      ',18,0.16,52,0,1018.6
218,'MM144026  ','2024-05-07 23:37:38.057','SC6887      ',21,0.49,47,1,993.1
219,'MM846298  ','2024-09-24 08:17:35.073','SC1539      ',18,1.9,47,4,1002.2
220,'MM894100  ','2024-05-29 07:39:38.073','SC6699      ',20,0.62,49,2,1018.3
221,'MM729712  ','2024-03-11 07:57:10.073','SC9594      ',18,0.07,52,1,985.1
222,'MM599724  ','2024-08-09 09:52:59.073','SC6715      ',20,1.04,46,4,1017.8
223,'MM242101  ','2024-06-04 20:07:44.073','SC2870      ',21,0.52,50,2,1011.2
224,'MM321428  ','2024-09-09 08:58:49.073','SC2856      ',21,0.04,51,1,990.5
225,'MM518940  ','2024-08-29 19:40:39.073','SC7780      ',20,0.7,50,0,1002.4
226,'MM304697  ','2024-11-11 18:44:10.073','SC2350      ',20,1.04,46,1,1006.2
227,'MM414687  ','2024-12-11 05:08:35.073','SC5833      ',20,0.41,51,4,1013.6
228,'MM553038  ','2024-09-22 07:10:52.073','SC9823      ',20,0.73,52,1,995.6
229,'MM113114  ','2024-03-27 12:27:54.073','SC6667      ',19,0.42,51,0,1014.3
230,'MM776300  ','2025-02-14 12:25:04.073','SC6917      ',18,1.56,54,2,1001.9
231,'MM316420  ','2024-03-24 08:24:32.073','SC4380      ',20,1.66,51,3,1005.0
232,'MM464163  ','2024-11-13 01:21:13.073','SC5166      ',21,1.75,50,4,986.4
233,'MM971488  ','2024-11-09 18:47:02.073','SC4211      ',19,0.77,53,4,989.9
234,'MM916254  ','2024-09-14 21:11:12.073','SC9045      ',18,1.28,53,2,1017.3
235,'MM520990  ','2025-01-09 09:01:02.073','SC5171      ',19,1.87,50,4,1003.3
236,'MM905714  ','2024-04-09 19:22:30.073','SC5947      ',21,0.93,45,0,1007.8
237,'MM844486  ','2024-08-16 01:30:15.073','SC4250      ',21,1.75,52,2,998.7
238,'MM136859  ','2024-03-08 17:18:06.073','SC5992      ',21,1.04,49,1,995.9
239,'MM384539  ','2025-02-14 03:05:54.073','SC2171      ',18,1.26,51,2,998.6
240,'MM604139  ','2025-01-07 06:05:40.073','SC6079      ',19,1.3,54,4,983.4
241,'MM573962  ','2024-07-31 00:37:40.073','SC7700      ',21,1.22,52,0,991.7
242,'MM390767  ','2025-01-25 20:05:38.073','SC8222      ',19,0.35,52,3,986.3
243,'MM820642  ','2024-08-29 07:56:08.073','SC7009      ',18,0.02,54,0,986.8
244,'MM581624  ','2024-12-25 20:20:47.073','SC9109      ',20,1.85,49,4,1016.9
245,'MM115238  ','2025-01-07 21:03:26.073','SC7514      ',18,1.88,45,4,991.9
246,'MM674305  ','2024-04-22 13:01:45.073','SC2882      ',19,0.75,45,4,996.4
247,'MM768247  ','2024-10-02 22:24:31.073','SC4713      ',21,1.0,53,2,993.9
248,'MM862909  ','2024-06-29 08:54:39.073','SC1814      ',20,1.68,54,3,1014.9
249,'MM866036  ','2024-08-07 20:35:34.073','SC5420      ',21,1.31,48,0,1004.3
250,'MM746455  ','2025-01-19 19:21:55.073','SC5334      ',19,1.9,52,1,1004.1
251,'MM575322  ','2025-01-20 20:37:13.073','SC1807      ',19,1.35,49,3,1018.5
252,'MM454357  ','2024-06-23 01:54:20.073','SC3016      ',20,1.71,49,3,995.3
253,'MM573696  ','2025-02-04 10:21:14.073','SC5659      ',18,1.19,51,4,1005.9
254,'MM770748  ','2024-12-16 08:20:16.073','SC7117      ',21,0.73,49,1,996.2
255,'MM688165  ','2024-10-03 11:25:24.073','SC7967      ',21,0.06,45,2,985.9
256,'MM636412  ','2024-10-08 22:28:25.073','SC4346      ',18,1.86,45,0,1019.3
257,'MM553996  ','2024-04-02 11:21:07.073','SC6516      ',19,1.95,50,0,986.1
258,'MM404074  ','2024-06-07 21:51:34.073','SC3891      ',19,0.23,54,3,992.4
259,'MM146138  ','2024-05-29 23:36:18.073','SC3967      ',20,0.17,53,3,984.5
260,'MM465375  ','2024-12-31 10:42:07.073','SC9432      ',18,1.96,45,0,999.6
261,'MM212307  ','2024-04-10 07:37:21.073','SC8728      ',20,1.82,50,3,993.9
262,'MM810922  ','2024-07-01 23:25:14.073','SC4119      ',20,1.31,49,1,1017.6
263,'MM200548  ','2024-03-15 14:35:43.073','SC1112      ',18,1.51,52,0,1000.6
264,'MM808806  ','2024-06-19 10:45:29.073','SC2636      ',20,1.73,46,2,999.2
265,'MM446972  ','2025-01-28 15:04:15.073','SC5329      ',21,1.59,45,2,1000.4
266,'MM290714  ','2024-07-21 21:18:26.073','SC7242      ',20,0.22,48,3,1009.2
267,'MM289704  ','2024-03-29 14:48:08.073','SC5045      ',18,0.35,49,3,993.0
268,'MM377957  ','2024-08-12 07:28:39.073','SC7155      ',21,0.46,48,1,996.5
269,'MM460009  ','2024-04-26 10:44:12.073','SC8598      ',19,0.34,52,3,991.9
270,'MM446747  ','2024-07-03 13:07:52.073','SC3403      ',21,0.56,49,0,1015.4
271,'MM294317  ','2024-09-25 08:40:12.073','SC8351      ',21,0.21,47,4,1018.3
272,'MM303433  ','2024-08-09 05:17:44.073','SC5852      ',19,1.5,54,2,1004.5
273,'MM584213  ','2025-01-13 08:38:19.073','SC7808      ',18,0.38,49,3,1004.8
274,'MM943696  ','2025-02-03 02:17:12.073','SC6258      ',19,0.44,50,2,1015.2
275,'MM610754  ','2024-05-24 22:08:47.073','SC6527      ',18,1.74,51,3,989.9
276,'MM984604  ','2024-05-23 20:57:10.073','SC8435      ',19,0.98,52,1,983.1
277,'MM994228  ','2024-02-22 07:49:05.073','SC1326      ',19,1.09,47,1,1019.7
278,'MM593725  ','2024-12-11 00:44:35.073','SC2683      ',19,0.55,50,3,983.3
279,'MM976220  ','2024-11-06 11:15:20.073','SC6537      ',20,0.22,49,4,1014.8
280,'MM248133  ','2024-08-05 05:20:54.073','SC7031      ',18,0.82,50,0,995.9
281,'MM484439  ','2024-11-12 14:29:39.073','SC7576      ',20,0.51,46,2,1007.0
282,'MM346768  ','2024-05-11 19:53:51.073','SC3881      ',19,0.75,49,2,1002.2
283,'MM454861  ','2024-07-27 13:34:10.073','SC6054      ',18,1.32,47,2,995.9
284,'MM823941  ','2024-05-11 04:10:46.073','SC1062      ',19,0.09,47,0,1017.3
285,'MM731617  ','2024-08-11 11:37:46.073','SC1226      ',18,1.44,53,4,1016.0
286,'MM675822  ','2024-12-30 14:12:12.073','SC7992      ',19,1.04,47,0,1004.4
287,'MM727152  ','2024-08-03 07:48:13.073','SC9745      ',21,0.68,50,2,1016.9
288,'MM785748  ','2024-11-12 10:03:15.073','SC9292      ',19,1.85,51,1,1005.6
289,'MM313987  ','2025-01-16 00:36:51.073','SC8132      ',18,0.89,50,0,983.7
290,'MM122462  ','2024-07-07 02:29:47.073','SC8995      ',21,1.35,52,2,996.9
291,'MM643438  ','2024-02-22 07:45:25.073','SC9791      ',21,0.85,49,2,1014.1
292,'MM396072  ','2024-07-16 06:42:52.073','SC4441      ',21,1.52,45,0,994.4
293,'MM590494  ','2024-09-19 21:13:33.073','SC6041      ',20,0.64,50,3,987.7
294,'MM160627  ','2024-06-09 07:32:05.073','SC1376      ',18,1.63,51,4,993.8
295,'MM230198  ','2024-06-25 16:36:27.073','SC4125      ',20,0.59,47,3,989.8
296,'MM253573  ','2024-05-16 14:45:45.073','SC5304      ',21,0.88,53,0,1005.7
297,'MM927166  ','2024-03-18 01:21:14.073','SC8774      ',21,0.28,46,1,1002.4
298,'MM973498  ','2024-04-02 05:41:48.073','SC9074      ',18,0.66,54,1,994.1
299,'MM137882  ','2024-06-05 16:32:57.073','SC3140      ',20,0.07,49,4,1003.1
300,'MM433119  ','2024-12-17 19:54:13.073','SC3320      ',20,0.95,51,2,991.7
