'ART31758  ','Interview Manuscript','Han',2412,'Jade','Good'
'ART83252  ','Since Painting','Yuan',177,'Wood','Excellent'
'ART67613  ','Language Painting','Han',1865,'Textile','Good'
'ART27147  ','Friend Textile','Yuan',1471,'Bronze','Critical'
'ART60258  ','Two Manuscript','Song',2320,'Wood','Poor'
'ART50323  ','Stop Vase','Yuan',1258,'Stone','Good'
'ART74964  ','Blood Manuscript','Tang',1223,'Jade','Good'
'ART13446  ','Actually Textile','Han',1286,'Jade','Fair'
'ART71021  ','Special Sculpture','Tang',2216,'Stone','Fair'
'ART32811  ','Make Manuscript','Yuan',232,'Ceramic','Excellent'
'ART71301  ','Lay Painting','Yuan',2914,'Stone','Critical'
'ART12707  ','Specific Textile','Yuan',2116,'Bronze','Fair'
'ART37297  ','Officer Textile','Ming',973,'Bronze','Excellent'
'ART73892  ','A Sculpture','Tang',2853,'Stone','Excellent'
'ART50269  ','Protect Vase','Qing',2452,'Jade','Excellent'
'ART86574  ','Movement Vase','Tang',1918,'Paper','Fair'
'ART94976  ','Last Textile','Qing',102,'Ceramic','Good'
'ART11696  ','Everything Manuscript','Han',1695,'Paper','Poor'
'ART82931  ','Professor Sculpture','Han',2537,'Textile','Good'
'ART80111  ','Economic Sculpture','Ming',1213,'Jade','Fair'
'ART40717  ','Thousand Manuscript','Song',1225,'Paper','Poor'
'ART87584  ','Able Vase','Song',2369,'Wood','Poor'
'ART74379  ','College Textile','Qing',1755,'Wood','Good'
'ART42099  ','By Painting','Han',2648,'Paper','Excellent'
'ART95273  ','Debate Vase','Ming',1123,'Textile','Excellent'
'ART30207  ','Yard Sculpture','Ming',2629,'Bronze','Excellent'
'ART58660  ','Health Painting','Ming',2909,'Textile','Excellent'
'ART32258  ','Manager Textile','Tang',1665,'Wood','Critical'
'ART13670  ','Sport Vase','Tang',1226,'Bronze','Excellent'
'ART44828  ','Ok Painting','Ming',2436,'Ceramic','Critical'
'ART27188  ','Join Textile','Yuan',634,'Wood','Excellent'
'ART43891  ','Choose Textile','Yuan',587,'Bronze','Critical'
'ART76964  ','Rest Textile','Tang',2559,'Stone','Excellent'
'ART24532  ','Discuss Painting','Ming',874,'Jade','Poor'
'ART55249  ','Learn Textile','Tang',2661,'Jade','Fair'
'ART24931  ','Beautiful Sculpture','Yuan',1258,'Wood','Fair'
'ART73597  ','Toward Vase','Ming',1882,'Wood','Poor'
'ART45358  ','Child Manuscript','Yuan',1140,'Paper','Poor'
'ART71982  ','Join Painting','Tang',123,'Bronze','Critical'
'ART71172  ','Everyone Painting','Yuan',1497,'Jade','Good'
'ART55873  ','Energy Vase','Qing',2838,'Wood','Poor'
'ART38073  ','Bad Manuscript','Ming',1806,'Stone','Good'
'ART51883  ','Employee Manuscript','Tang',345,'Bronze','Fair'
'ART17559  ','Possible Sculpture','Qing',567,'Wood','Fair'
'ART15309  ','Before Painting','Ming',619,'Ceramic','Poor'
'ART39560  ','Thank Vase','Tang',568,'Wood','Fair'
'ART90960  ','Left Painting','Qing',1024,'Ceramic','Critical'
'ART63740  ','Eye Painting','Han',2669,'Stone','Poor'
'ART86498  ','Consumer Vase','Tang',2415,'Bronze','Fair'
'ART98285  ','Give Manuscript','Yuan',1321,'Jade','Excellent'
'ART43152  ','Provide Vase','Qing',239,'Stone','Good'
'ART17254  ','Low Manuscript','Qing',2549,'Jade','Excellent'
'ART22444  ','Their Manuscript','Qing',2581,'Wood','Critical'
'ART78343  ','Minute Painting','Yuan',1740,'Ceramic','Good'
'ART90427  ','Road Vase','Song',615,'Ceramic','Good'
'ART98320  ','Woman Manuscript','Song',1517,'Textile','Poor'
'ART41917  ','Main Vase','Tang',2025,'Paper','Poor'
'ART79729  ','Family Sculpture','Song',1708,'Paper','Excellent'
'ART15822  ','Technology Manuscript','Tang',2931,'Stone','Excellent'
'ART74169  ','None Painting','Han',2841,'Wood','Poor'
'ART43645  ','Drop Manuscript','Han',695,'Stone','Critical'
'ART60637  ','Look Painting','Han',1690,'Stone','Excellent'
'ART91265  ','Write Vase','Qing',1798,'Paper','Critical'
'ART13864  ','Situation Textile','Tang',786,'Bronze','Good'
'ART25931  ','Everyone Textile','Qing',240,'Wood','Fair'
'ART93236  ','Add Manuscript','Ming',361,'Ceramic','Excellent'
'ART99384  ','Network Vase','Tang',2408,'Wood','Excellent'
'ART53116  ','Ahead Painting','Ming',1557,'Bronze','Critical'
'ART85703  ','Trouble Textile','Tang',410,'Wood','Excellent'
'ART12943  ','Religious Painting','Han',1605,'Wood','Critical'
'ART78887  ','Strategy Sculpture','Tang',1262,'Textile','Critical'
'ART30190  ','Today Textile','Yuan',2461,'Stone','Critical'
'ART38721  ','Bit Sculpture','Song',2898,'Textile','Good'
'ART30217  ','Standard Textile','Yuan',2865,'Paper','Good'
'ART47243  ','Heavy Vase','Song',324,'Stone','Good'
'ART83882  ','Ball Sculpture','Ming',2627,'Paper','Critical'
'ART77801  ','Democrat Sculpture','Yuan',1956,'Paper','Good'
'ART45260  ','Camera Manuscript','Song',596,'Paper','Fair'
'ART73910  ','This Painting','Yuan',2000,'Paper','Poor'
'ART47531  ','Hear Vase','Yuan',946,'Paper','Poor'
'ART73091  ','Stage Vase','Tang',2075,'Jade','Good'
'ART45554  ','Audience Vase','Han',1438,'Textile','Fair'
'ART50718  ','Third Manuscript','Qing',296,'Stone','Excellent'
'ART47788  ','Try Sculpture','Ming',2887,'Bronze','Poor'
'ART37928  ','Serious Painting','Yuan',1704,'Textile','Excellent'
'ART38978  ','Lose Vase','Qing',628,'Ceramic','Poor'
'ART69605  ','Weight Manuscript','Song',1585,'Stone','Poor'
'ART31121  ','Us Sculpture','Song',1261,'Jade','Good'
'ART59264  ','Work Vase','Qing',2540,'Jade','Good'
'ART97827  ','Friend Textile','Song',2221,'Paper','Good'
'ART64402  ','Air Textile','Ming',541,'Bronze','Critical'
'ART15493  ','Between Painting','Qing',1969,'Paper','Poor'
'ART68755  ','Knowledge Vase','Han',438,'Ceramic','Excellent'
'ART28417  ','Fund Manuscript','Ming',1466,'Bronze','Poor'
'ART42781  ','Discuss Vase','Song',1313,'Bronze','Poor'
'ART66169  ','Him Painting','Song',654,'Jade','Fair'
'ART96280  ','Do Vase','Qing',2306,'Paper','Excellent'
'ART97495  ','Become Sculpture','Ming',810,'Wood','Fair'
'ART24396  ','Though Sculpture','Han',1700,'Textile','Poor'
'ART25032  ','Opportunity Textile','Yuan',2240,'Wood','Excellent'
'ART62961  ','Total Sculpture','Tang',2206,'Textile','Fair'
'ART77111  ','Produce Vase','Tang',639,'Ceramic','Poor'
'ART49476  ','Wife Painting','Han',2816,'Paper','Excellent'
'ART99394  ','Clear Manuscript','Han',876,'Textile','Excellent'
'ART50006  ','Stay Sculpture','Ming',2002,'Stone','Excellent'
'ART18330  ','Pay Sculpture','Tang',1049,'Paper','Poor'
'ART65641  ','Case Painting','Han',255,'Stone','Poor'
'ART85565  ','Security Painting','Han',376,'Stone','Good'
'ART90714  ','Affect Sculpture','Yuan',1639,'Ceramic','Excellent'
'ART14535  ','Source Sculpture','Qing',945,'Bronze','Fair'
'ART47326  ','Manage Vase','Yuan',734,'Textile','Poor'
'ART83116  ','Million Sculpture','Ming',2519,'Bronze','Fair'
'ART37946  ','Remain Vase','Tang',2902,'Paper','Excellent'
'ART18394  ','Evidence Textile','Song',223,'Textile','Fair'
'ART43678  ','With Painting','Qing',1837,'Wood','Good'
'ART93347  ','Right Painting','Yuan',2947,'Paper','Poor'
'ART54065  ','Protect Vase','Yuan',186,'Paper','Good'
'ART23045  ','Senior Painting','Song',952,'Wood','Good'
'ART44354  ','Accept Sculpture','Ming',1465,'Paper','Excellent'
'ART72253  ','Myself Sculpture','Song',1888,'Paper','Critical'
'ART10868  ','Thus Textile','Han',2033,'Bronze','Excellent'
'ART42503  ','Dream Sculpture','Tang',1174,'Paper','Poor'
'ART32176  ','Firm Painting','Yuan',1583,'Bronze','Fair'
'ART64633  ','Us Manuscript','Tang',1141,'Jade','Excellent'
'ART87910  ','Change Painting','Ming',243,'Paper','Fair'
'ART62028  ','Mission Vase','Qing',1986,'Ceramic','Good'
'ART75371  ','Also Vase','Tang',1944,'Wood','Poor'
'ART47766  ','Because Painting','Ming',668,'Textile','Fair'
'ART52069  ','Seek Painting','Qing',862,'Jade','Fair'
'ART57217  ','West Textile','Han',2033,'Jade','Excellent'
'ART67931  ','Miss Vase','Yuan',1007,'Wood','Excellent'
'ART93455  ','Two Sculpture','Tang',2230,'Stone','Good'
'ART89006  ','Kind Sculpture','Han',2726,'Textile','Fair'
'ART33345  ','Tough Vase','Ming',627,'Textile','Fair'
'ART22032  ','Purpose Painting','Song',2130,'Bronze','Fair'
'ART66995  ','Environmental Painting','Song',1145,'Textile','Fair'
'ART54879  ','Spring Sculpture','Tang',237,'Stone','Excellent'
'ART99458  ','American Textile','Ming',2812,'Jade','Good'
'ART18632  ','Result Vase','Qing',1905,'Textile','Good'
'ART16702  ','Enter Painting','Qing',2010,'Wood','Critical'
'ART10454  ','Fight Manuscript','Ming',1467,'Paper','Critical'
'ART57763  ','Own Vase','Qing',2650,'Textile','Critical'
'ART88421  ','Serve Manuscript','Yuan',2898,'Jade','Fair'
'ART89757  ','Certainly Vase','Han',2025,'Stone','Fair'
'ART92972  ','Agent Textile','Qing',1604,'Jade','Poor'
'ART60139  ','Hotel Vase','Yuan',712,'Wood','Critical'
'ART11238  ','Walk Vase','Tang',1914,'Ceramic','Excellent'
'ART10101  ','Direction Painting','Song',2578,'Textile','Good'
'ART31106  ','Method Vase','Qing',1579,'Jade','Fair'
'ART93115  ','Suffer Sculpture','Tang',686,'Wood','Good'
'ART24723  ','Nor Painting','Qing',452,'Stone','Excellent'
'ART59972  ','Set Vase','Tang',2218,'Ceramic','Fair'
'ART45346  ','Anything Textile','Han',2267,'Bronze','Poor'
'ART98793  ','Treatment Manuscript','Song',271,'Paper','Fair'
'ART69266  ','Edge Vase','Han',2962,'Stone','Poor'
'ART20924  ','Blood Manuscript','Yuan',799,'Bronze','Excellent'
'ART70901  ','Finally Painting','Song',1067,'Stone','Critical'
'ART20155  ','About Textile','Yuan',302,'Ceramic','Good'
'ART41568  ','Player Textile','Ming',947,'Ceramic','Critical'
'ART21920  ','Stage Painting','Tang',619,'Stone','Critical'
'ART83067  ','Cost Vase','Han',2534,'Bronze','Excellent'
'ART84330  ','Seem Sculpture','Ming',2334,'Wood','Critical'
'ART69450  ','Leg Manuscript','Qing',140,'Ceramic','Fair'
'ART46628  ','Close Textile','Ming',612,'Stone','Poor'
'ART66581  ','Blood Textile','Yuan',1762,'Textile','Fair'
'ART86761  ','Personal Painting','Yuan',521,'Wood','Excellent'
'ART22545  ','Tonight Painting','Qing',940,'Bronze','Excellent'
'ART76062  ','Prepare Textile','Song',1112,'Paper','Critical'
'ART93962  ','Practice Vase','Han',2665,'Bronze','Poor'
'ART30978  ','Prepare Painting','Ming',837,'Textile','Fair'
'ART28359  ','Theory Textile','Song',1040,'Jade','Poor'
'ART53309  ','Important Textile','Qing',852,'Wood','Fair'
'ART50684  ','Score Manuscript','Han',841,'Paper','Excellent'
'ART98005  ','Area Textile','Yuan',1753,'Ceramic','Good'
'ART96062  ','Information Manuscript','Qing',2108,'Bronze','Critical'
'ART43108  ','Ok Textile','Han',1814,'Stone','Excellent'
'ART73568  ','Available Sculpture','Han',2674,'Bronze','Excellent'
'ART31268  ','Station Manuscript','Han',638,'Jade','Fair'
'ART88648  ','That Manuscript','Qing',294,'Wood','Excellent'
'ART55795  ','Firm Textile','Tang',340,'Wood','Poor'
'ART70354  ','Hear Sculpture','Tang',241,'Wood','Critical'
'ART51915  ','Material Painting','Tang',242,'Ceramic','Fair'
'ART85171  ','Water Vase','Ming',229,'Wood','Good'
'ART42439  ','Scene Sculpture','Song',858,'Jade','Excellent'
'ART26707  ','In Sculpture','Yuan',2746,'Ceramic','Fair'
'ART63520  ','Point Manuscript','Song',2398,'Bronze','Good'
'ART80110  ','Social Manuscript','Yuan',979,'Paper','Poor'
'ART53554  ','Peace Painting','Qing',2584,'Jade','Critical'
'ART55648  ','Anything Vase','Tang',1729,'Jade','Critical'
'ART47609  ','You Painting','Tang',2469,'Paper','Good'
'ART77482  ','Care Manuscript','Song',489,'Jade','Critical'
'ART48269  ','Conference Painting','Tang',754,'Wood','Fair'
'ART46875  ','Set Sculpture','Yuan',401,'Paper','Excellent'
'ART63518  ','Attack Textile','Song',1752,'Ceramic','Poor'
'ART70034  ','Support Painting','Yuan',2234,'Jade','Critical'
'ART28711  ','Population Sculpture','Ming',883,'Wood','Good'
'ART48999  ','Serve Manuscript','Yuan',1417,'Ceramic','Good'
'ART28231  ','Son Sculpture','Ming',929,'Jade','Critical'
'ART53235  ','Argue Painting','Tang',1587,'Bronze','Fair'
'ART68953  ','Some Sculpture','Tang',1920,'Paper','Excellent'
'ART47293  ','Strong Painting','Ming',1768,'Wood','Good'
'ART65248  ','Walk Painting','Tang',1843,'Paper','Critical'
'ART31256  ','Increase Sculpture','Ming',251,'Paper','Critical'
'ART78039  ','Evidence Vase','Tang',1426,'Bronze','Fair'
'ART30501  ','Choose Painting','Yuan',2654,'Paper','Fair'
'ART42435  ','High Sculpture','Tang',2185,'Textile','Critical'
'ART81325  ','Site Textile','Ming',1102,'Ceramic','Fair'
'ART57335  ','Quality Textile','Song',618,'Stone','Poor'
'ART98663  ','Score Textile','Qing',2550,'Ceramic','Fair'
'ART16086  ','Development Painting','Han',1178,'Stone','Good'
'ART33827  ','Box Vase','Qing',992,'Stone','Critical'
'ART45622  ','Single Textile','Qing',1715,'Stone','Poor'
'ART30160  ','Unit Vase','Qing',2270,'Stone','Good'
'ART51359  ','Simple Textile','Song',1799,'Jade','Critical'
'ART64648  ','Man Manuscript','Song',261,'Stone','Good'
'ART74477  ','Success Manuscript','Song',483,'Stone','Good'
'ART97528  ','Food Manuscript','Yuan',311,'Ceramic','Good'
'ART17969  ','International Sculpture','Yuan',1740,'Textile','Critical'
'ART92812  ','Nothing Sculpture','Han',2410,'Ceramic','Excellent'
'ART83654  ','Agreement Manuscript','Tang',182,'Stone','Critical'
'ART39222  ','Traditional Sculpture','Qing',1476,'Bronze','Excellent'
'ART83109  ','Outside Manuscript','Qing',1962,'Jade','Good'
'ART99476  ','Soon Painting','Song',1439,'Bronze','Fair'
'ART91545  ','I Painting','Ming',1072,'Jade','Critical'
'ART18956  ','Test Textile','Qing',2059,'Paper','Critical'
'ART84236  ','Food Manuscript','Qing',2580,'Bronze','Poor'
'ART41693  ','More Sculpture','Song',1398,'Ceramic','Excellent'
'ART85466  ','Key Manuscript','Qing',2266,'Textile','Fair'
'ART51626  ','Bed Manuscript','Ming',1309,'Bronze','Critical'
'ART26984  ','Black Textile','Yuan',318,'Stone','Fair'
'ART90499  ','Involve Manuscript','Song',2690,'Jade','Poor'
'ART84173  ','Reach Manuscript','Ming',426,'Stone','Critical'
'ART18753  ','Third Textile','Ming',733,'Textile','Critical'
'ART49676  ','She Sculpture','Tang',2342,'Stone','Critical'
'ART10796  ','Trouble Painting','Tang',2621,'Bronze','Good'
'ART30608  ','Include Sculpture','Qing',347,'Paper','Good'
