148,'ART89376','SC5013',148,23,'2024-04-23','2025-03-05'
149,'ART21113','SC9877',149,30,'2024-05-18','2025-05-07'
150,'ART97628','SC4007',150,47,'2025-02-01','2025-11-22'
151,'ART30341','SC1490',151,13,'2024-08-30','2026-02-14'
152,'ART20790','SC7147',152,44,'2024-10-21','2025-05-11'
153,'ART18418','SC4345',153,53,'2024-08-11','2025-11-30'
154,'ART54038','SC2912',154,10,'2024-05-02','2025-10-01'
155,'ART97133','SC6822',155,38,'2024-10-06','2026-01-04'
156,'ART52809','SC2551',156,10,'2024-07-18','2026-01-27'
157,'ART75086','SC9343',157,41,'2024-03-14','2025-12-02'
158,'ART33042','SC3328',158,15,'2024-05-18','2025-11-30'
159,'ART10016','SC9447',159,77,'2024-10-01','2025-03-04'
160,'ART49884','SC3681',160,7,'2024-12-28','2025-05-15'
161,'ART66947','SC5133',161,24,'2024-07-30','2025-03-23'
162,'ART87110','SC8831',162,24,'2024-07-19','2025-10-17'
163,'ART16170','SC6636',163,80,'2024-04-04','2025-10-01'
164,'ART89792','SC7908',164,41,'2024-05-09','2025-08-07'
165,'ART92254','SC4182',165,14,'2024-02-25','2025-07-12'
166,'ART27324','SC6640',166,46,'2025-01-22','2025-05-25'
167,'ART42898','SC4600',167,26,'2024-03-30','2025-03-09'
168,'ART67567','SC5887',168,92,'2025-02-14','2025-03-30'
169,'ART70811','SC7215',169,19,'2024-03-28','2025-10-29'
170,'ART12836','SC8680',170,60,'2024-08-29','2025-03-18'
171,'ART99181','SC1934',171,72,'2024-10-19','2026-01-29'
172,'ART50461','SC2764',172,56,'2024-09-10','2025-05-15'
173,'ART87783','SC2801',173,52,'2024-06-21','2025-04-05'
174,'ART80978','SC9401',174,78,'2024-12-15','2025-12-18'
175,'ART23004','SC5080',175,30,'2024-08-04','2026-02-06'
176,'ART98449','SC5348',176,12,'2024-10-26','2025-09-28'
177,'ART25084','SC1183',177,34,'2024-11-16','2026-01-17'
178,'ART13491','SC5347',178,92,'2024-07-21','2026-01-24'
179,'ART24745','SC1015',179,67,'2024-12-04','2025-07-24'
180,'ART65719','SC3855',180,82,'2024-11-12','2025-09-25'
181,'ART91309','SC5109',181,78,'2024-07-12','2025-10-29'
182,'ART53019','SC9412',182,70,'2024-07-19','2025-10-15'
183,'ART14403','SC4646',183,62,'2024-05-11','2025-08-07'
184,'ART38276','SC3163',184,58,'2024-12-04','2025-04-28'
185,'ART42404','SC2442',185,64,'2024-11-16','2025-09-27'
186,'ART83629','SC4364',186,50,'2024-08-26','2025-04-22'
187,'ART13974','SC5111',187,2,'2024-08-21','2025-10-16'
188,'ART88917','SC2146',188,26,'2024-06-22','2025-11-24'
189,'ART41493','SC1260',189,87,'2024-09-28','2025-06-18'
190,'ART69240','SC5271',190,52,'2024-05-08','2025-09-10'
191,'ART49914','SC7626',191,62,'2024-11-01','2026-01-13'
192,'ART80033','SC8437',192,31,'2025-02-03','2025-08-11'
193,'ART94972','SC6870',193,22,'2024-03-14','2025-04-22'
194,'ART72194','SC1806',194,3,'2024-10-21','2025-05-22'
195,'ART84114','SC8163',195,3,'2024-12-06','2026-02-16'
196,'ART45437','SC6387',196,20,'2024-08-03','2025-04-23'
197,'ART31758','SC8527',197,90,'2024-05-02','2025-09-03'
198,'ART83252','SC9601',198,93,'2024-03-27','2025-12-28'
199,'ART67613','SC5195',199,88,'2024-04-20','2026-01-14'
200,'ART27147','SC6802',200,35,'2024-06-03','2025-05-23'
201,'ART60258','SC8622',201,72,'2024-07-06','2025-08-26'
202,'ART50323','SC3059',202,38,'2024-06-29','2025-08-20'
203,'ART74964','SC2419',203,4,'2024-03-22','2025-11-05'
204,'ART13446','SC6969',204,25,'2025-02-11','2025-09-26'
205,'ART71021','SC9878',205,64,'2024-05-22','2025-04-22'
206,'ART32811','SC7099',206,84,'2024-10-04','2025-04-18'
207,'ART71301','SC8886',207,74,'2024-12-03','2025-05-20'
208,'ART12707','SC9476',208,16,'2024-09-03','2025-10-10'
209,'ART37297','SC5896',209,8,'2025-02-05','2025-02-28'
210,'ART73892','SC9775',210,34,'2024-08-15','2026-02-11'
211,'ART50269','SC8877',211,39,'2024-09-13','2025-08-04'
212,'ART86574','SC7372',212,73,'2024-10-20','2025-06-26'
213,'ART94976','SC9952',213,100,'2024-04-27','2025-07-19'
214,'ART11696','SC2608',214,60,'2024-05-23','2025-08-24'
215,'ART82931','SC3821',215,17,'2024-04-03','2025-03-19'
216,'ART80111','SC9736',216,96,'2025-02-12','2025-04-03'
217,'ART40717','SC3053',217,95,'2024-04-22','2025-08-26'
218,'ART87584','SC6887',218,32,'2024-11-20','2025-03-31'
219,'ART74379','SC1539',219,34,'2024-07-21','2025-11-23'
220,'ART42099','SC6699',220,19,'2024-07-14','2025-09-28'
221,'ART95273','SC9594',221,46,'2024-10-04','2025-03-11'
222,'ART30207','SC6715',222,52,'2024-10-24','2025-07-26'
223,'ART58660','SC2870',223,75,'2025-02-08','2025-11-22'
224,'ART32258','SC2856',224,49,'2024-03-10','2025-07-31'
225,'ART13670','SC7780',225,61,'2024-03-26','2025-10-06'
226,'ART44828','SC2350',226,45,'2024-11-12','2025-11-22'
227,'ART27188','SC5833',227,97,'2024-09-11','2026-01-06'
228,'ART43891','SC9823',228,70,'2024-05-27','2025-04-04'
229,'ART76964','SC6667',229,81,'2024-10-30','2025-03-25'
230,'ART24532','SC6917',230,3,'2024-07-24','2025-05-25'
231,'ART55249','SC4380',231,50,'2024-11-13','2025-03-10'
232,'ART24931','SC5166',232,98,'2024-07-05','2025-06-05'
233,'ART73597','SC4211',233,97,'2025-01-03','2025-08-20'
234,'ART45358','SC9045',234,11,'2024-09-16','2025-06-19'
235,'ART71982','SC5171',235,8,'2024-04-21','2025-04-24'
236,'ART71172','SC5947',236,54,'2024-07-31','2025-06-13'
237,'ART55873','SC4250',237,97,'2024-02-24','2025-09-07'
238,'ART38073','SC5992',238,7,'2024-04-24','2025-04-29'
239,'ART51883','SC2171',239,98,'2024-05-29','2025-07-09'
240,'ART17559','SC6079',240,73,'2024-12-11','2025-08-13'
241,'ART15309','SC7700',241,66,'2024-07-28','2025-11-05'
242,'ART39560','SC8222',242,15,'2024-05-04','2025-11-04'
243,'ART90960','SC7009',243,2,'2024-12-20','2025-10-27'
244,'ART63740','SC9109',244,42,'2024-10-17','2026-01-02'
245,'ART86498','SC7514',245,68,'2024-06-11','2025-06-29'
246,'ART98285','SC2882',246,93,'2025-02-06','2025-12-08'
247,'ART43152','SC4713',247,41,'2024-03-20','2025-10-22'
248,'ART17254','SC1814',248,98,'2025-02-03','2025-08-10'
249,'ART22444','SC5420',249,3,'2024-05-29','2026-02-10'
250,'ART78343','SC5334',250,76,'2024-10-09','2025-10-16'
251,'ART90427','SC1807',251,61,'2024-05-09','2025-05-18'
252,'ART98320','SC3016',252,39,'2024-12-29','2026-02-02'
253,'ART41917','SC5659',253,73,'2025-01-19','2026-02-12'
254,'ART79729','SC7117',254,21,'2024-07-23','2025-03-07'
255,'ART15822','SC7967',255,99,'2024-10-08','2025-09-04'
256,'ART74169','SC4346',256,37,'2024-11-22','2025-07-22'
257,'ART43645','SC6516',257,46,'2025-01-04','2025-04-06'
258,'ART60637','SC3891',258,81,'2024-06-04','2025-12-05'
259,'ART91265','SC3967',259,91,'2024-05-16','2025-09-22'
260,'ART13864','SC9432',260,43,'2024-07-10','2025-06-15'
261,'ART25931','SC8728',261,12,'2024-08-17','2025-12-26'
262,'ART93236','SC4119',262,27,'2024-11-03','2025-06-21'
263,'ART99384','SC1112',263,15,'2025-01-24','2025-06-18'
264,'ART53116','SC2636',264,67,'2024-05-08','2025-04-02'
265,'ART85703','SC5329',265,18,'2024-12-04','2026-02-12'
266,'ART12943','SC7242',266,100,'2025-02-07','2026-01-07'
267,'ART78887','SC5045',267,6,'2024-09-16','2025-02-25'
268,'ART30190','SC7155',268,11,'2024-09-07','2025-08-26'
269,'ART38721','SC8598',269,37,'2024-05-08','2025-05-27'
270,'ART30217','SC3403',270,51,'2024-10-26','2026-01-12'
271,'ART47243','SC8351',271,41,'2024-05-20','2025-05-28'
272,'ART83882','SC5852',272,68,'2024-09-25','2025-09-30'
273,'ART77801','SC7808',273,95,'2024-09-21','2025-06-13'
274,'ART45260','SC6258',274,31,'2024-07-04','2025-06-17'
275,'ART73910','SC6527',275,77,'2025-02-17','2026-02-11'
276,'ART47531','SC8435',276,10,'2024-04-29','2025-04-07'
277,'ART73091','SC1326',277,20,'2024-08-06','2025-09-03'
278,'ART45554','SC2683',278,82,'2024-08-19','2025-05-15'
279,'ART50718','SC6537',279,88,'2024-03-04','2025-07-23'
280,'ART47788','SC7031',280,55,'2024-07-24','2025-10-30'
281,'ART37928','SC7576',281,43,'2024-12-08','2026-02-14'
282,'ART38978','SC3881',282,99,'2024-03-21','2025-04-03'
283,'ART69605','SC6054',283,10,'2024-03-21','2025-03-21'
284,'ART31121','SC1062',284,77,'2024-10-05','2025-07-06'
285,'ART59264','SC1226',285,96,'2024-10-16','2025-06-07'
286,'ART97827','SC7992',286,45,'2024-08-03','2025-07-12'
287,'ART64402','SC9745',287,41,'2025-01-18','2026-01-05'
288,'ART15493','SC9292',288,25,'2024-03-04','2025-04-18'
289,'ART68755','SC8132',289,22,'2024-11-06','2026-02-18'
290,'ART28417','SC8995',290,10,'2025-01-11','2025-12-15'
291,'ART42781','SC9791',291,25,'2024-08-06','2025-06-09'
292,'ART66169','SC4441',292,23,'2025-01-23','2025-09-01'
293,'ART96280','SC6041',293,59,'2024-06-20','2025-02-21'
294,'ART97495','SC1376',294,87,'2025-02-18','2025-12-10'
295,'ART24396','SC4125',295,89,'2024-03-08','2025-04-14'
296,'ART25032','SC5304',296,15,'2025-02-10','2026-01-09'
297,'ART62961','SC8774',297,20,'2024-03-13','2026-02-04'
298,'ART77111','SC9074',298,85,'2024-09-01','2025-08-14'
299,'ART49476','SC3140',299,93,'2024-05-26','2025-04-14'
300,'ART99394','SC3320',300,34,'2025-01-31','2025-11-07'
301,'ART50006','SC8483',301,8,'2024-04-09','2026-02-12'
302,'ART18330','SC6974',302,65,'2024-06-21','2026-02-14'
303,'ART65641','SC3217',303,100,'2024-06-19','2025-12-23'
304,'ART85565','SC5361',304,29,'2024-05-13','2026-01-09'
305,'ART90714','SC3947',305,24,'2024-07-01','2025-05-17'
306,'ART14535','SC5493',306,29,'2024-09-12','2025-11-16'
307,'ART47326','SC3806',307,54,'2024-04-17','2025-03-31'
308,'ART83116','SC6987',308,43,'2024-08-27','2025-09-01'
309,'ART37946','SC7787',309,84,'2024-09-30','2025-09-07'
310,'ART18394','SC1837',310,4,'2024-05-21','2026-02-14'
311,'ART43678','SC3235',311,51,'2025-01-18','2025-05-25'
312,'ART93347','SC6205',312,11,'2024-11-30','2025-06-17'
313,'ART54065','SC4844',313,13,'2024-12-16','2026-01-11'
314,'ART23045','SC7570',314,22,'2024-04-25','2026-01-23'
315,'ART44354','SC7449',315,97,'2024-09-16','2025-07-12'
316,'ART72253','SC5730',316,27,'2024-09-26','2026-01-21'
317,'ART10868','SC9414',317,94,'2024-06-19','2025-09-26'
318,'ART42503','SC7506',318,25,'2024-07-11','2025-10-29'
319,'ART32176','SC4212',319,40,'2025-01-04','2025-11-02'
320,'ART64633','SC4172',320,91,'2024-09-17','2025-08-12'
321,'ART87910','SC6432',321,70,'2024-11-18','2026-02-15'
322,'ART62028','SC3807',322,31,'2024-11-08','2025-04-30'
323,'ART75371','SC1214',323,2,'2024-04-16','2025-08-03'
324,'ART47766','SC9450',324,39,'2024-10-03','2025-10-08'
325,'ART52069','SC8164',325,64,'2024-02-29','2025-04-04'
326,'ART57217','SC4475',326,44,'2025-02-19','2025-09-26'
327,'ART93455','SC5083',327,57,'2024-06-14','2025-04-09'
328,'ART89006','SC3013',328,52,'2024-10-02','2025-12-07'
329,'ART33345','SC8298',329,82,'2025-01-09','2025-04-02'
330,'ART22032','SC5118',330,75,'2024-11-09','2025-08-29'
331,'ART66995','SC1603',331,36,'2024-05-06','2026-02-10'
332,'ART54879','SC3798',332,52,'2024-08-27','2025-04-15'
333,'ART99458','SC4680',333,4,'2025-01-09','2025-11-27'
334,'ART18632','SC4069',334,22,'2024-10-13','2025-04-15'
335,'ART16702','SC8002',335,6,'2024-06-27','2025-06-05'
336,'ART10454','SC1077',336,96,'2024-09-16','2025-07-06'
337,'ART57763','SC5090',337,47,'2025-02-17','2025-09-26'
338,'ART88421','SC5432',338,3,'2024-06-20','2025-07-11'
339,'ART89757','SC5113',339,44,'2024-05-20','2025-08-08'
340,'ART92972','SC8555',340,28,'2024-12-25','2025-09-03'
341,'ART60139','SC2622',341,56,'2025-01-15','2025-12-03'
342,'ART11238','SC2999',342,98,'2024-10-24','2025-03-23'
343,'ART10101','SC4229',343,50,'2024-04-29','2025-06-11'
344,'ART31106','SC4860',344,48,'2024-02-21','2025-08-27'
345,'ART93115','SC5469',345,49,'2024-09-22','2025-08-28'
346,'ART24723','SC2924',346,66,'2024-04-12','2025-03-02'
347,'ART59972','SC9054',347,77,'2025-01-01','2025-12-04'
348,'ART45346','SC6436',348,34,'2024-06-03','2025-10-03'
349,'ART98793','SC4002',349,26,'2024-11-08','2025-08-02'
350,'ART69266','SC3576',350,78,'2024-09-10','2025-10-01'
351,'ART20924','SC8894',351,90,'2024-09-30','2025-08-20'
352,'ART70901','SC7673',352,30,'2024-10-07','2025-04-12'
353,'ART20155','SC5052',353,21,'2024-11-03','2025-11-05'
354,'ART41568','SC8142',354,52,'2025-02-10','2026-01-24'
355,'ART21920','SC1672',355,43,'2024-04-15','2025-03-21'
356,'ART83067','SC2561',356,67,'2025-01-06','2025-07-21'
357,'ART84330','SC2505',357,99,'2024-08-31','2026-01-13'
358,'ART69450','SC3792',358,78,'2024-09-27','2025-05-18'
359,'ART46628','SC4658',359,81,'2024-04-06','2025-11-21'
360,'ART66581','SC7922',360,60,'2024-10-29','2025-05-05'
361,'ART86761','SC6300',361,97,'2024-08-20','2025-03-29'
362,'ART22545','SC4370',362,48,'2024-07-26','2026-01-15'
363,'ART76062','SC4330',363,31,'2024-07-12','2025-12-17'
364,'ART93962','SC2867',364,3,'2024-07-08','2025-06-15'
365,'ART30978','SC4308',365,40,'2024-02-23','2025-05-29'
366,'ART28359','SC9279',366,14,'2024-11-05','2025-09-16'
367,'ART53309','SC3060',367,48,'2024-08-24','2025-07-13'
368,'ART50684','SC5025',368,16,'2025-01-18','2025-12-21'
369,'ART98005','SC7452',369,90,'2024-12-15','2025-03-13'
370,'ART96062','SC9655',370,40,'2025-01-15','2025-04-27'
371,'ART43108','SC1498',371,92,'2024-02-28','2025-09-10'
372,'ART73568','SC7672',372,3,'2024-04-21','2025-07-18'
373,'ART31268','SC4256',373,71,'2024-03-19','2025-10-27'
374,'ART88648','SC4057',374,28,'2024-03-11','2026-02-09'
375,'ART55795','SC7968',375,48,'2024-08-04','2025-12-05'
376,'ART70354','SC4322',376,75,'2024-11-11','2025-12-22'
377,'ART51915','SC2065',377,48,'2024-03-02','2025-08-22'
378,'ART85171','SC8751',378,58,'2024-12-22','2025-07-22'
379,'ART42439','SC5708',379,70,'2024-06-29','2025-07-22'
380,'ART26707','SC1592',380,58,'2024-05-04','2025-04-02'
381,'ART63520','SC3147',381,53,'2025-01-04','2025-03-24'
382,'ART80110','SC7302',382,28,'2025-01-10','2025-03-26'
383,'ART53554','SC2101',383,46,'2024-06-07','2025-03-08'
384,'ART55648','SC1652',384,27,'2024-05-14','2025-12-22'
385,'ART47609','SC7431',385,55,'2024-08-17','2025-09-07'
386,'ART77482','SC7426',386,37,'2024-10-18','2025-10-20'
387,'ART48269','SC8459',387,62,'2024-07-24','2025-04-23'
388,'ART46875','SC6965',388,55,'2024-08-26','2025-12-05'
389,'ART63518','SC8306',389,59,'2025-01-27','2025-07-19'
390,'ART70034','SC9390',390,4,'2024-07-16','2026-01-23'
391,'ART28711','SC6835',391,40,'2024-04-18','2025-12-12'
392,'ART48999','SC8385',392,88,'2025-02-09','2026-01-17'
393,'ART28231','SC5063',393,23,'2024-09-10','2025-03-19'
394,'ART53235','SC8712',394,68,'2024-07-04','2025-05-11'
395,'ART68953','SC9141',395,32,'2024-03-09','2025-09-08'
396,'ART47293','SC1776',396,26,'2024-02-22','2025-05-03'
397,'ART65248','SC1802',397,69,'2025-01-22','2025-09-23'
398,'ART31256','SC9322',398,25,'2024-04-30','2025-11-14'
399,'ART78039','SC8733',399,6,'2024-08-03','2025-07-11'
400,'ART30501','SC3873',400,72,'2024-07-14','2025-08-19'
401,'ART42435','SC6073',401,32,'2024-12-30','2025-04-03'
402,'ART81325','SC4633',402,64,'2025-01-24','2025-07-02'
403,'ART57335','SC4943',403,58,'2024-12-20','2025-09-16'
404,'ART98663','SC2284',404,17,'2025-01-05','2025-04-16'
405,'ART16086','SC8047',405,15,'2024-10-11','2025-05-03'
406,'ART33827','SC2083',406,73,'2024-11-12','2025-06-13'
407,'ART45622','SC3100',407,83,'2024-12-26','2025-02-26'
408,'ART30160','SC7271',408,81,'2024-08-30','2025-04-28'
409,'ART51359','SC7604',409,43,'2024-10-01','2025-10-31'
410,'ART64648','SC4702',410,53,'2024-04-03','2025-10-29'
411,'ART74477','SC4014',411,45,'2024-05-03','2025-08-21'
412,'ART97528','SC4376',412,48,'2024-06-27','2025-05-10'
413,'ART17969','SC4006',413,46,'2024-12-08','2025-09-28'
414,'ART92812','SC4617',414,88,'2025-01-27','2025-08-13'
415,'ART83654','SC9463',415,95,'2024-06-30','2025-06-09'
416,'ART39222','SC3554',416,23,'2024-05-20','2025-06-04'
417,'ART83109','SC6456',417,93,'2024-04-22','2025-06-22'
418,'ART99476','SC1778',418,75,'2025-02-17','2025-12-17'
419,'ART91545','SC7505',419,91,'2024-06-17','2025-08-17'
420,'ART18956','SC2848',420,9,'2024-08-15','2025-12-17'
421,'ART84236','SC7617',421,74,'2024-03-07','2025-07-25'
422,'ART41693','SC4032',422,76,'2024-12-14','2026-02-10'
423,'ART85466','SC7987',423,85,'2024-11-19','2025-04-07'
424,'ART51626','SC3114',424,84,'2024-04-21','2025-02-25'
