'ART84247  ','Partial','Maintenance','Maintenance              ','Maintenance',33,'Medium',15,'Good'
'ART35668  ','Full','Active','Partial                  ','Partial',535,'High',14,'Fair'
'ART55333  ','Full','Partial','Armed                    ','Partial',151,'Low',8,'Fair'
'ART78189  ','Limited','Maintenance','Armed                    ','Active',32,'Medium',2,'Good'
'ART98570  ','Limited','Maintenance','Maintenance              ','Active',487,'High',15,'Good'
'ART86437  ','Limited','Maintenance','Armed                    ','Partial',992,'High',1,'Poor'
'ART77193  ','Partial','Partial','Armed                    ','Partial',759,'Low',13,'Good'
'ART11997  ','Full','Active','Maintenance              ','Active',194,'Medium',10,'Poor'
'ART71036  ','Limited','Active','Armed                    ','Partial',976,'High',23,'Fair'
'ART74448  ','Full','Active','Armed                    ','Partial',374,'High',30,'Poor'
'ART16032  ','Limited','Active','Maintenance              ','Partial',163,'High',5,'Fair'
'ART75678  ','Partial','Active','Armed                    ','Maintenance',424,'Low',22,'Poor'
'ART62574  ','Full','Partial','Armed                    ','Maintenance',275,'Low',7,'Fair'
'ART74715  ','Limited','Partial','Maintenance              ','Partial',379,'Low',24,'Poor'
'ART15630  ','Limited','Partial','Partial                  ','Active',146,'Low',19,'Fair'
'ART71177  ','Partial','Active','Armed                    ','Active',458,'Medium',12,'Fair'
'ART34027  ','Limited','Maintenance','Maintenance              ','Partial',83,'High',7,'Good'
'ART66667  ','Full','Partial','Armed                    ','Partial',396,'Low',16,'Poor'
'ART32567  ','Limited','Maintenance','Maintenance              ','Maintenance',969,'Low',6,'Fair'
'ART32207  ','Limited','Maintenance','Maintenance              ','Partial',758,'Medium',23,'Fair'
'ART89880  ','Limited','Partial','Partial                  ','Partial',60,'High',10,'Poor'
'ART41900  ','Full','Active','Maintenance              ','Maintenance',66,'Low',17,'Good'
'ART51066  ','Full','Maintenance','Partial                  ','Partial',203,'High',28,'Good'
'ART96778  ','Partial','Active','Partial                  ','Maintenance',259,'Low',29,'Poor'
'ART14428  ','Full','Partial','Maintenance              ','Active',802,'High',14,'Fair'
'ART24037  ','Full','Active','Partial                  ','Active',849,'Low',2,'Poor'
'ART56119  ','Partial','Active','Armed                    ','Maintenance',300,'Low',20,'Poor'
'ART20918  ','Partial','Maintenance','Armed                    ','Maintenance',413,'High',12,'Good'
'ART72699  ','Limited','Maintenance','Partial                  ','Partial',734,'High',27,'Poor'
'ART71203  ','Partial','Maintenance','Maintenance              ','Partial',4,'Medium',18,'Fair'
'ART57819  ','Full','Partial','Partial                  ','Active',143,'Low',8,'Good'
'ART99720  ','Partial','Active','Partial                  ','Partial',496,'Low',3,'Poor'
'ART53791  ','Full','Active','Partial                  ','Maintenance',993,'Low',12,'Fair'
'ART64791  ','Partial','Partial','Maintenance              ','Active',199,'High',15,'Poor'
'ART63153  ','Partial','Maintenance','Partial                  ','Partial',191,'Low',26,'Fair'
'ART99599  ','Partial','Partial','Armed                    ','Maintenance',185,'Medium',24,'Fair'
'ART92270  ','Full','Maintenance','Armed                    ','Partial',96,'High',23,'Poor'
'ART59106  ','Limited','Active','Armed                    ','Partial',748,'High',27,'Fair'
'ART64367  ','Partial','Partial','Maintenance              ','Active',744,'High',26,'Fair'
'ART29176  ','Partial','Active','Maintenance              ','Partial',520,'Low',23,'Good'
'ART66971  ','Limited','Partial','Maintenance              ','Partial',793,'High',6,'Fair'
'ART18099  ','Limited','Maintenance','Partial                  ','Partial',372,'Low',10,'Good'
'ART25088  ','Full','Partial','Maintenance              ','Partial',850,'Medium',18,'Fair'
'ART69692  ','Limited','Partial','Partial                  ','Partial',303,'Medium',14,'Good'
'ART51762  ','Partial','Partial','Partial                  ','Partial',933,'Medium',14,'Fair'
'ART47896  ','Partial','Active','Armed                    ','Partial',632,'Medium',28,'Fair'
'ART13944  ','Limited','Partial','Maintenance              ','Partial',604,'Low',23,'Fair'
'ART45648  ','Limited','Active','Armed                    ','Maintenance',583,'Low',6,'Fair'
'ART69396  ','Full','Active','Armed                    ','Maintenance',716,'Low',8,'Fair'
'ART45572  ','Limited','Maintenance','Maintenance              ','Active',951,'Low',26,'Good'
'ART94538  ','Full','Active','Maintenance              ','Active',504,'Medium',15,'Poor'
'ART14093  ','Full','Maintenance','Partial                  ','Active',247,'Low',24,'Poor'
'ART31333  ','Limited','Active','Maintenance              ','Active',513,'Medium',19,'Good'
'ART44866  ','Partial','Active','Partial                  ','Partial',572,'High',18,'Good'
'ART22236  ','Full','Active','Maintenance              ','Active',201,'High',6,'Good'
'ART24363  ','Partial','Maintenance','Maintenance              ','Active',955,'Low',19,'Poor'
'ART12970  ','Limited','Maintenance','Maintenance              ','Maintenance',802,'Medium',5,'Poor'
'ART86696  ','Partial','Partial','Armed                    ','Active',618,'Medium',20,'Good'
'ART54193  ','Limited','Maintenance','Maintenance              ','Partial',455,'Low',3,'Fair'
'ART49076  ','Limited','Maintenance','Maintenance              ','Active',935,'Medium',14,'Good'
'ART43209  ','Partial','Partial','Maintenance              ','Partial',584,'Low',18,'Fair'
'ART34850  ','Limited','Active','Armed                    ','Maintenance',385,'Low',22,'Fair'
'ART41552  ','Full','Maintenance','Maintenance              ','Maintenance',490,'High',7,'Good'
'ART19184  ','Limited','Active','Armed                    ','Maintenance',678,'Medium',1,'Poor'
'ART61296  ','Full','Active','Armed                    ','Maintenance',866,'Low',2,'Good'
'ART10877  ','Limited','Maintenance','Partial                  ','Active',927,'High',8,'Fair'
'ART20549  ','Limited','Partial','Partial                  ','Active',24,'Low',2,'Fair'
'ART98976  ','Limited','Active','Maintenance              ','Partial',241,'Low',23,'Poor'
'ART23101  ','Partial','Maintenance','Partial                  ','Partial',926,'High',8,'Poor'
'ART35857  ','Limited','Partial','Armed                    ','Partial',391,'Low',21,'Fair'
'ART32997  ','Limited','Active','Armed                    ','Active',373,'High',16,'Fair'
'ART15992  ','Partial','Partial','Armed                    ','Partial',951,'Low',3,'Poor'
'ART16961  ','Full','Active','Maintenance              ','Partial',758,'High',23,'Good'
'ART85062  ','Limited','Maintenance','Maintenance              ','Partial',399,'Low',3,'Poor'
'ART48891  ','Partial','Partial','Maintenance              ','Active',136,'Medium',21,'Good'
'ART19391  ','Limited','Active','Armed                    ','Maintenance',243,'Low',10,'Fair'
'ART45353  ','Full','Partial','Maintenance              ','Partial',133,'Low',6,'Fair'
'ART62822  ','Full','Maintenance','Maintenance              ','Partial',378,'Low',16,'Good'
'ART32952  ','Full','Partial','Partial                  ','Active',933,'Low',13,'Fair'
'ART75762  ','Partial','Maintenance','Maintenance              ','Partial',485,'Medium',4,'Good'
'ART68475  ','Full','Partial','Armed                    ','Partial',643,'Medium',27,'Poor'
'ART52132  ','Full','Maintenance','Armed                    ','Active',780,'High',18,'Fair'
'ART94790  ','Full','Maintenance','Maintenance              ','Maintenance',839,'Low',1,'Poor'
'ART61992  ','Partial','Partial','Maintenance              ','Active',851,'Low',22,'Poor'
'ART17018  ','Limited','Maintenance','Armed                    ','Maintenance',736,'Medium',22,'Fair'
'ART28471  ','Full','Active','Maintenance              ','Maintenance',617,'High',30,'Poor'
'ART33180  ','Partial','Partial','Maintenance              ','Partial',508,'Low',29,'Fair'
'ART11692  ','Partial','Active','Partial                  ','Active',871,'Low',7,'Fair'
'ART89295  ','Limited','Partial','Maintenance              ','Maintenance',942,'Medium',4,'Good'
'ART18814  ','Limited','Active','Maintenance              ','Active',377,'Low',4,'Good'
'ART51143  ','Full','Active','Armed                    ','Partial',952,'High',23,'Poor'
'ART99610  ','Full','Partial','Maintenance              ','Partial',722,'Low',27,'Good'
'ART16937  ','Partial','Maintenance','Maintenance              ','Maintenance',6,'Low',8,'Poor'
'ART51120  ','Full','Active','Maintenance              ','Active',211,'Medium',28,'Poor'
'ART65334  ','Full','Maintenance','Maintenance              ','Active',4,'Medium',29,'Good'
'ART70347  ','Partial','Maintenance','Partial                  ','Partial',901,'Medium',3,'Poor'
'ART33322  ','Limited','Partial','Armed                    ','Maintenance',759,'High',10,'Good'
'ART36172  ','Full','Maintenance','Partial                  ','Maintenance',106,'Low',1,'Fair'
'ART65274  ','Partial','Maintenance','Maintenance              ','Partial',275,'Low',4,'Poor'
'ART19319  ','Full','Maintenance','Maintenance              ','Partial',468,'High',8,'Fair'
'ART73961  ','Full','Maintenance','Maintenance              ','Active',553,'High',11,'Fair'
'ART81270  ','Limited','Active','Armed                    ','Partial',793,'Low',8,'Good'
'ART35714  ','Limited','Active','Armed                    ','Partial',86,'High',23,'Fair'
'ART82822  ','Limited','Active','Maintenance              ','Maintenance',229,'High',6,'Poor'
'ART60318  ','Partial','Maintenance','Armed                    ','Maintenance',944,'High',23,'Fair'
'ART30431  ','Limited','Partial','Partial                  ','Maintenance',335,'Low',20,'Poor'
'ART25584  ','Full','Partial','Armed                    ','Maintenance',381,'Low',27,'Poor'
'ART89376  ','Partial','Active','Maintenance              ','Active',50,'Medium',20,'Poor'
'ART21113  ','Partial','Active','Armed                    ','Partial',424,'Medium',17,'Fair'
'ART97628  ','Full','Active','Maintenance              ','Active',458,'Low',2,'Poor'
'ART30341  ','Partial','Maintenance','Partial                  ','Partial',581,'Low',5,'Fair'
'ART20790  ','Partial','Maintenance','Partial                  ','Active',938,'High',18,'Good'
'ART18418  ','Partial','Partial','Armed                    ','Partial',161,'Low',15,'Fair'
'ART54038  ','Limited','Active','Partial                  ','Maintenance',173,'Medium',23,'Good'
'ART97133  ','Limited','Partial','Partial                  ','Partial',931,'Medium',16,'Fair'
'ART52809  ','Full','Active','Maintenance              ','Maintenance',782,'Low',2,'Good'
'ART75086  ','Partial','Partial','Maintenance              ','Partial',426,'Low',6,'Fair'
'ART33042  ','Full','Partial','Maintenance              ','Partial',479,'Medium',27,'Poor'
'ART10016  ','Full','Partial','Partial                  ','Active',127,'Low',23,'Fair'
'ART49884  ','Limited','Partial','Partial                  ','Partial',970,'Medium',16,'Poor'
'ART66947  ','Partial','Maintenance','Maintenance              ','Active',730,'High',24,'Good'
'ART87110  ','Partial','Maintenance','Maintenance              ','Maintenance',118,'High',5,'Poor'
'ART16170  ','Limited','Active','Maintenance              ','Partial',385,'Medium',24,'Good'
'ART89792  ','Partial','Active','Partial                  ','Active',988,'Medium',17,'Fair'
'ART92254  ','Full','Maintenance','Maintenance              ','Active',18,'Medium',26,'Poor'
'ART27324  ','Partial','Active','Maintenance              ','Maintenance',268,'High',30,'Good'
'ART42898  ','Limited','Active','Maintenance              ','Active',544,'Medium',27,'Good'
'ART67567  ','Full','Maintenance','Maintenance              ','Maintenance',932,'Medium',16,'Fair'
'ART70811  ','Full','Partial','Partial                  ','Partial',197,'High',13,'Poor'
'ART12836  ','Full','Active','Maintenance              ','Maintenance',733,'High',23,'Good'
'ART99181  ','Partial','Partial','Maintenance              ','Active',738,'Low',3,'Poor'
'ART50461  ','Full','Partial','Armed                    ','Partial',113,'High',23,'Good'
'ART87783  ','Partial','Active','Armed                    ','Partial',97,'High',15,'Poor'
'ART80978  ','Partial','Maintenance','Partial                  ','Active',34,'High',16,'Fair'
'ART23004  ','Full','Maintenance','Maintenance              ','Active',116,'High',24,'Fair'
'ART98449  ','Partial','Maintenance','Partial                  ','Active',898,'High',20,'Poor'
'ART25084  ','Full','Active','Partial                  ','Active',204,'Medium',15,'Good'
'ART13491  ','Full','Active','Partial                  ','Maintenance',256,'Low',28,'Fair'
'ART24745  ','Full','Active','Maintenance              ','Maintenance',854,'Low',16,'Good'
'ART65719  ','Limited','Partial','Partial                  ','Maintenance',917,'Medium',28,'Fair'
'ART91309  ','Full','Partial','Maintenance              ','Maintenance',900,'Low',14,'Good'
'ART53019  ','Full','Partial','Maintenance              ','Partial',858,'Low',16,'Good'
'ART14403  ','Limited','Partial','Partial                  ','Partial',952,'Low',5,'Poor'
'ART38276  ','Partial','Partial','Partial                  ','Partial',731,'High',10,'Good'
'ART42404  ','Full','Maintenance','Armed                    ','Partial',750,'High',20,'Poor'
'ART83629  ','Full','Partial','Partial                  ','Partial',45,'High',9,'Good'
'ART13974  ','Partial','Partial','Maintenance              ','Partial',329,'Low',24,'Poor'
'ART88917  ','Limited','Partial','Armed                    ','Active',762,'Medium',7,'Poor'
'ART41493  ','Full','Active','Armed                    ','Active',923,'Medium',20,'Fair'
'ART69240  ','Limited','Maintenance','Partial                  ','Maintenance',4,'Low',18,'Good'
'ART49914  ','Partial','Active','Maintenance              ','Partial',717,'Medium',12,'Fair'
'ART80033  ','Partial','Active','Armed                    ','Maintenance',473,'High',24,'Good'
'ART94972  ','Full','Maintenance','Armed                    ','Active',947,'Medium',22,'Fair'
'ART72194  ','Full','Active','Armed                    ','Partial',72,'Low',26,'Good'
'ART84114  ','Full','Partial','Maintenance              ','Partial',224,'Medium',5,'Good'
'ART45437  ','Limited','Maintenance','Partial                  ','Maintenance',754,'Medium',27,'Poor'
'ART31758  ','Limited','Maintenance','Armed                    ','Maintenance',314,'Medium',19,'Good'
'ART83252  ','Partial','Partial','Maintenance              ','Active',163,'Medium',29,'Good'
'ART67613  ','Full','Active','Maintenance              ','Active',589,'Low',19,'Poor'
'ART27147  ','Partial','Partial','Maintenance              ','Maintenance',248,'Low',21,'Good'
'ART60258  ','Partial','Maintenance','Armed                    ','Maintenance',773,'High',5,'Good'
'ART50323  ','Full','Partial','Maintenance              ','Partial',79,'High',15,'Poor'
'ART74964  ','Partial','Active','Partial                  ','Maintenance',203,'Low',29,'Poor'
'ART13446  ','Full','Active','Partial                  ','Maintenance',771,'Medium',1,'Poor'
'ART71021  ','Limited','Maintenance','Partial                  ','Active',112,'High',10,'Poor'
'ART32811  ','Full','Partial','Armed                    ','Maintenance',984,'Low',10,'Good'
'ART71301  ','Full','Partial','Armed                    ','Partial',421,'Medium',13,'Fair'
'ART12707  ','Limited','Active','Partial                  ','Partial',760,'Low',10,'Fair'
'ART37297  ','Limited','Partial','Maintenance              ','Active',546,'Low',16,'Poor'
'ART73892  ','Full','Active','Partial                  ','Maintenance',989,'High',23,'Fair'
'ART50269  ','Full','Maintenance','Maintenance              ','Maintenance',212,'Low',8,'Fair'
'ART86574  ','Limited','Active','Partial                  ','Active',642,'High',18,'Good'
'ART94976  ','Limited','Active','Armed                    ','Maintenance',289,'Medium',14,'Poor'
'ART11696  ','Limited','Maintenance','Partial                  ','Active',368,'Medium',26,'Good'
'ART82931  ','Limited','Partial','Armed                    ','Partial',481,'Medium',21,'Poor'
'ART80111  ','Full','Maintenance','Armed                    ','Maintenance',994,'High',7,'Good'
'ART40717  ','Limited','Active','Maintenance              ','Active',158,'Low',16,'Poor'
'ART87584  ','Partial','Partial','Armed                    ','Maintenance',689,'High',14,'Good'
'ART74379  ','Partial','Maintenance','Partial                  ','Partial',657,'Medium',11,'Good'
'ART42099  ','Full','Maintenance','Partial                  ','Active',77,'Low',30,'Poor'
'ART95273  ','Partial','Active','Partial                  ','Maintenance',838,'High',26,'Fair'
'ART30207  ','Partial','Partial','Maintenance              ','Active',372,'Low',7,'Good'
'ART58660  ','Full','Partial','Maintenance              ','Maintenance',377,'High',2,'Poor'
'ART32258  ','Partial','Partial','Partial                  ','Active',655,'Low',28,'Good'
'ART13670  ','Partial','Active','Partial                  ','Active',868,'Low',14,'Good'
'ART44828  ','Full','Maintenance','Armed                    ','Maintenance',788,'Medium',19,'Good'
'ART27188  ','Limited','Partial','Maintenance              ','Partial',648,'High',11,'Good'
'ART43891  ','Limited','Maintenance','Partial                  ','Maintenance',360,'Low',9,'Poor'
'ART76964  ','Partial','Active','Partial                  ','Maintenance',276,'Medium',7,'Fair'
'ART24532  ','Limited','Active','Partial                  ','Active',88,'Low',16,'Fair'
'ART55249  ','Limited','Partial','Partial                  ','Partial',441,'Low',22,'Fair'
'ART24931  ','Full','Active','Armed                    ','Maintenance',481,'Low',30,'Poor'
'ART73597  ','Partial','Partial','Armed                    ','Maintenance',71,'Low',2,'Fair'
'ART45358  ','Partial','Maintenance','Maintenance              ','Maintenance',811,'Medium',8,'Fair'
'ART71982  ','Limited','Partial','Partial                  ','Maintenance',645,'Medium',13,'Good'
'ART71172  ','Partial','Maintenance','Maintenance              ','Partial',96,'High',7,'Poor'
'ART55873  ','Partial','Active','Partial                  ','Maintenance',617,'Low',30,'Good'
'ART38073  ','Limited','Active','Partial                  ','Partial',743,'Medium',8,'Fair'
'ART51883  ','Partial','Maintenance','Maintenance              ','Active',535,'High',23,'Fair'
'ART17559  ','Full','Partial','Armed                    ','Active',801,'High',27,'Good'
'ART15309  ','Partial','Maintenance','Maintenance              ','Maintenance',139,'Medium',4,'Good'
'ART39560  ','Full','Active','Partial                  ','Partial',428,'Low',3,'Good'
'ART90960  ','Limited','Maintenance','Armed                    ','Partial',687,'High',1,'Good'
'ART63740  ','Full','Active','Partial                  ','Active',742,'Medium',25,'Fair'
'ART86498  ','Partial','Partial','Armed                    ','Partial',230,'Medium',6,'Poor'
'ART98285  ','Limited','Active','Partial                  ','Maintenance',38,'High',27,'Fair'
'ART43152  ','Partial','Active','Partial                  ','Active',189,'Low',20,'Good'
'ART17254  ','Full','Maintenance','Armed                    ','Partial',627,'Medium',4,'Fair'
'ART22444  ','Limited','Partial','Armed                    ','Active',294,'High',29,'Poor'
'ART78343  ','Partial','Maintenance','Armed                    ','Active',955,'High',16,'Poor'
'ART90427  ','Full','Partial','Armed                    ','Partial',558,'High',6,'Poor'
'ART98320  ','Full','Maintenance','Maintenance              ','Active',418,'Medium',19,'Fair'
'ART41917  ','Partial','Partial','Armed                    ','Active',916,'Low',13,'Poor'
'ART79729  ','Partial','Partial','Partial                  ','Active',160,'Low',24,'Good'
'ART15822  ','Limited','Maintenance','Armed                    ','Maintenance',531,'Low',3,'Fair'
'ART74169  ','Limited','Maintenance','Partial                  ','Maintenance',129,'Low',15,'Poor'
'ART43645  ','Partial','Maintenance','Armed                    ','Partial',448,'High',28,'Poor'
'ART60637  ','Full','Partial','Armed                    ','Partial',646,'Medium',13,'Fair'
'ART91265  ','Limited','Maintenance','Armed                    ','Partial',464,'Medium',4,'Poor'
'ART13864  ','Limited','Active','Armed                    ','Partial',255,'High',15,'Fair'
'ART25931  ','Limited','Maintenance','Maintenance              ','Partial',228,'Medium',20,'Fair'
'ART93236  ','Limited','Partial','Armed                    ','Partial',637,'High',26,'Poor'
'ART99384  ','Full','Active','Armed                    ','Maintenance',509,'Medium',17,'Fair'
'ART53116  ','Partial','Partial','Armed                    ','Partial',421,'High',30,'Poor'
'ART85703  ','Full','Active','Maintenance              ','Partial',875,'Medium',18,'Good'
'ART12943  ','Limited','Active','Partial                  ','Maintenance',8,'Low',15,'Good'
'ART78887  ','Full','Partial','Armed                    ','Maintenance',383,'Medium',10,'Good'
'ART30190  ','Full','Partial','Maintenance              ','Partial',200,'Low',11,'Good'
'ART38721  ','Limited','Partial','Armed                    ','Active',858,'Medium',5,'Good'
'ART30217  ','Partial','Maintenance','Maintenance              ','Partial',781,'High',1,'Fair'
'ART47243  ','Full','Partial','Armed                    ','Active',612,'Low',25,'Poor'
'ART83882  ','Limited','Partial','Partial                  ','Partial',308,'High',21,'Good'
'ART77801  ','Partial','Partial','Maintenance              ','Partial',742,'High',6,'Poor'
'ART45260  ','Full','Maintenance','Maintenance              ','Active',649,'Low',9,'Fair'
'ART73910  ','Partial','Active','Partial                  ','Partial',921,'Low',26,'Fair'
'ART47531  ','Partial','Partial','Armed                    ','Partial',76,'High',26,'Good'
'ART73091  ','Limited','Partial','Maintenance              ','Maintenance',447,'High',23,'Fair'
'ART45554  ','Full','Partial','Armed                    ','Partial',801,'Medium',29,'Good'
'ART50718  ','Partial','Active','Armed                    ','Partial',795,'High',21,'Good'
'ART47788  ','Partial','Active','Maintenance              ','Maintenance',216,'Low',16,'Fair'
'ART37928  ','Partial','Maintenance','Partial                  ','Maintenance',698,'Medium',26,'Fair'
'ART38978  ','Partial','Partial','Partial                  ','Partial',432,'Low',23,'Poor'
'ART69605  ','Limited','Active','Maintenance              ','Active',344,'Medium',26,'Poor'
'ART31121  ','Partial','Active','Maintenance              ','Partial',86,'Low',18,'Good'
'ART59264  ','Limited','Partial','Armed                    ','Maintenance',474,'High',20,'Poor'
'ART97827  ','Limited','Active','Armed                    ','Maintenance',172,'Low',22,'Fair'
'ART64402  ','Partial','Active','Partial                  ','Partial',871,'High',25,'Good'
'ART15493  ','Limited','Active','Maintenance              ','Maintenance',458,'High',4,'Fair'
'ART68755  ','Limited','Maintenance','Maintenance              ','Maintenance',273,'Low',3,'Good'
'ART28417  ','Partial','Partial','Maintenance              ','Active',805,'High',19,'Good'
'ART42781  ','Full','Maintenance','Armed                    ','Active',81,'Low',22,'Poor'
'ART66169  ','Partial','Partial','Partial                  ','Partial',63,'Medium',23,'Fair'
'ART96280  ','Partial','Maintenance','Armed                    ','Partial',925,'Low',27,'Poor'
'ART97495  ','Full','Active','Armed                    ','Maintenance',187,'High',5,'Good'
'ART24396  ','Limited','Partial','Partial                  ','Active',435,'Medium',4,'Good'
'ART25032  ','Full','Partial','Maintenance              ','Maintenance',763,'Low',24,'Fair'
'ART62961  ','Partial','Maintenance','Partial                  ','Maintenance',940,'High',1,'Good'
'ART77111  ','Full','Maintenance','Armed                    ','Partial',938,'Medium',29,'Fair'
'ART49476  ','Partial','Maintenance','Partial                  ','Active',791,'Low',1,'Fair'
'ART99394  ','Partial','Partial','Armed                    ','Maintenance',830,'High',12,'Poor'
'ART50006  ','Partial','Maintenance','Armed                    ','Active',99,'High',10,'Poor'
'ART18330  ','Partial','Partial','Partial                  ','Active',969,'High',29,'Poor'
'ART65641  ','Full','Maintenance','Maintenance              ','Partial',18,'Low',12,'Poor'
'ART85565  ','Partial','Partial','Maintenance              ','Partial',796,'High',17,'Good'
'ART90714  ','Limited','Partial','Maintenance              ','Active',892,'Low',17,'Fair'
'ART14535  ','Partial','Maintenance','Partial                  ','Maintenance',358,'Low',14,'Poor'
'ART47326  ','Full','Maintenance','Partial                  ','Active',650,'High',3,'Good'
'ART83116  ','Limited','Active','Maintenance              ','Partial',955,'High',21,'Fair'
'ART37946  ','Full','Partial','Armed                    ','Partial',771,'High',12,'Good'
'ART18394  ','Limited','Partial','Armed                    ','Maintenance',952,'Low',2,'Fair'
'ART43678  ','Limited','Active','Partial                  ','Maintenance',125,'Medium',24,'Good'
'ART93347  ','Full','Active','Armed                    ','Active',65,'Medium',27,'Good'
'ART54065  ','Full','Active','Armed                    ','Partial',551,'Medium',8,'Good'
'ART23045  ','Partial','Active','Maintenance              ','Maintenance',5,'Low',8,'Fair'
'ART44354  ','Full','Maintenance','Armed                    ','Maintenance',533,'High',11,'Good'
'ART72253  ','Limited','Maintenance','Armed                    ','Partial',733,'High',11,'Fair'
'ART10868  ','Full','Partial','Armed                    ','Active',857,'Medium',10,'Fair'
'ART42503  ','Full','Active','Partial                  ','Active',906,'Medium',29,'Poor'
'ART32176  ','Limited','Active','Partial                  ','Maintenance',603,'Medium',23,'Fair'
'ART64633  ','Limited','Active','Armed                    ','Partial',885,'Medium',3,'Good'
'ART87910  ','Limited','Maintenance','Partial                  ','Partial',455,'High',18,'Poor'
'ART62028  ','Full','Partial','Armed                    ','Maintenance',774,'High',25,'Fair'
'ART75371  ','Partial','Maintenance','Maintenance              ','Maintenance',565,'High',5,'Good'
'ART47766  ','Partial','Partial','Armed                    ','Partial',114,'Medium',20,'Poor'
'ART52069  ','Limited','Maintenance','Partial                  ','Partial',253,'High',16,'Good'
'ART57217  ','Full','Partial','Maintenance              ','Maintenance',371,'High',7,'Fair'
'ART93455  ','Limited','Active','Armed                    ','Maintenance',976,'High',25,'Fair'
'ART89006  ','Limited','Active','Armed                    ','Active',80,'High',20,'Good'
'ART33345  ','Limited','Partial','Maintenance              ','Active',507,'Medium',4,'Poor'
'ART22032  ','Partial','Maintenance','Maintenance              ','Active',650,'Medium',13,'Good'
'ART66995  ','Limited','Maintenance','Armed                    ','Active',803,'Medium',22,'Good'
'ART54879  ','Full','Maintenance','Partial                  ','Partial',199,'Medium',19,'Poor'
'ART99458  ','Limited','Maintenance','Armed                    ','Partial',373,'Low',18,'Good'
'ART18632  ','Partial','Active','Partial                  ','Active',374,'Medium',22,'Poor'
'ART16702  ','Limited','Maintenance','Maintenance              ','Active',364,'Medium',24,'Good'
'ART10454  ','Full','Maintenance','Partial                  ','Partial',293,'High',21,'Poor'
'ART57763  ','Partial','Maintenance','Maintenance              ','Active',618,'High',18,'Good'
'ART88421  ','Partial','Maintenance','Armed                    ','Partial',520,'Low',1,'Good'
