58,58,988,374,32,1,3,22.8,48.20,0.0800,7.1,0.18
59,59,437,51,29,10,19,14.3,18.80,0.0390,4.6,0.17
60,60,597,292,34,16,14,9.0,42.90,0.0710,4.3,0.22
61,61,619,221,25,9,11,21.6,25.50,0.0200,4.9,0.19
62,62,872,446,5,17,20,13.0,35.50,0.0190,5.2,0.10
63,63,464,260,50,19,NULL,0.7,21.30,0.0920,7.3,0.28
64,64,992,370,42,3,12,24.8,49.80,0.0150,5.6,0.15
65,65,360,474,33,17,24,19.2,16.70,0.0530,5.2,0.25
66,66,989,424,34,13,24,1.5,7.20,0.0380,4.8,0.25
67,67,531,234,14,7,20,15.6,2.60,0.0250,4.5,0.20
68,68,616,233,2,17,17,23.8,13.80,0.0650,5.6,0.28
69,69,490,318,37,NULL,24,17.1,3.20,0.0070,5.4,0.11
70,70,633,73,11,6,1,11.5,49.70,0.0810,5.4,0.24
71,71,657,154,14,9,16,1.8,39.90,0.0390,7.6,0.17
72,72,443,254,31,7,5,21.0,18.60,0.0300,4.0,0.26
73,73,373,369,6,17,25,8.2,40.60,0.0710,4.6,0.24
74,74,547,445,20,7,30,0.6,35.30,0.0400,4.0,0.14
75,75,695,317,39,19,4,8.0,46.10,0.0420,4.6,0.27
76,76,532,246,39,13,17,20.5,16.90,0.0510,7.2,0.23
77,77,989,270,13,6,25,4.2,31.00,0.0960,7.0,0.11
78,78,958,327,12,11,2,26.3,14.90,0.0760,4.7,0.30
79,79,357,416,20,8,14,21.3,6.40,0.0500,6.4,0.19
80,80,954,361,12,15,1,20.9,9.40,0.0850,6.6,0.18
81,81,569,492,25,8,1,33.1,44.90,0.0440,5.6,0.11
82,82,532,145,1,17,8,2.4,3.90,0.0990,6.6,0.24
83,83,987,197,48,16,29,20.3,15.00,0.0250,4.6,0.28
84,84,615,186,23,16,2,6.7,18.10,0.0420,5.8,0.11
85,85,633,153,18,20,1,26.5,29.70,0.0380,6.2,0.20
86,86,920,161,30,5,10,27.3,18.40,0.0620,4.3,0.18
87,87,665,197,29,20,12,5.1,28.10,0.0030,4.0,0.28
88,88,718,183,25,10,10,0.6,42.00,0.0440,4.2,0.23
89,89,475,421,12,5,23,28.2,22.50,0.0520,5.8,0.11
90,90,591,483,32,12,18,22.6,39.90,0.0400,7.3,0.20
91,91,558,441,8,20,1,27.2,46.10,0.0740,6.1,0.15
92,92,793,241,8,9,7,1.2,10.60,0.0440,7.7,0.26
93,93,817,110,41,NULL,25,21.7,23.90,0.0980,4.7,0.20
94,94,772,100,2,13,28,6.2,24.20,0.0860,4.1,0.16
95,95,427,473,28,4,17,15.8,33.00,0.0510,4.4,0.23
96,96,358,351,28,11,11,33.5,47.10,0.0010,4.9,0.14
97,97,748,150,10,9,11,4.7,35.20,0.0940,5.3,0.25
98,98,422,134,44,15,5,5.3,1.40,0.0290,4.9,0.28
99,99,538,414,2,4,30,26.6,16.50,0.0740,5.7,0.21
100,100,543,197,NULL,13,12,25.8,24.50,0.0090,4.5,0.12
101,101,906,478,12,8,8,18.0,5.20,0.0040,7.6,0.26
102,102,497,70,17,14,14,0.6,7.40,0.0240,7.0,0.11
103,103,479,169,28,2,5,3.2,18.50,0.0290,7.5,0.15
104,104,944,213,NULL,9,19,10.4,11.00,0.0850,5.3,0.17
105,105,968,431,9,5,26,32.0,41.20,0.0110,7.6,0.29
106,106,919,440,40,10,10,7.1,17.40,0.0020,5.6,0.23
107,107,669,440,29,3,9,12.0,46.10,0.0810,7.0,0.25
108,108,497,454,34,15,29,15.5,10.50,0.0970,6.8,0.24
109,109,605,137,11,4,22,27.2,28.70,0.0400,7.2,0.16
110,110,899,349,2,20,NULL,2.3,3.70,0.0650,7.7,0.11
111,111,642,189,48,8,28,31.5,40.40,0.0610,7.4,0.28
112,112,785,459,10,1,5,11.4,31.00,0.0080,5.0,0.22
113,113,689,140,9,6,19,10.2,7.00,0.0710,6.2,0.30
114,114,612,464,26,4,26,5.1,45.40,0.0490,7.5,0.15
115,115,773,497,22,4,11,15.2,26.70,0.0240,5.6,0.13
116,116,747,158,23,NULL,14,23.9,48.90,0.0430,7.7,0.22
117,117,509,225,45,19,3,13.5,45.80,0.0710,4.6,0.30
118,118,846,54,16,20,15,24.3,49.20,0.0300,5.6,0.13
119,119,831,240,28,7,2,34.6,32.50,0.0540,5.8,0.12
120,120,751,190,13,NULL,16,34.5,34.40,0.0110,4.3,0.10
121,121,647,284,48,13,19,28.5,21.10,0.0890,5.1,0.11
122,122,540,77,7,11,13,12.8,38.00,0.0330,5.8,0.23
123,123,504,248,34,2,9,14.6,0.60,0.0320,4.4,0.18
124,124,648,492,16,14,3,24.7,7.90,0.0450,6.0,0.26
125,125,401,466,36,16,NULL,23.4,31.80,0.0610,7.2,0.17
126,126,515,335,48,8,23,10.1,6.80,0.0740,6.2,0.15
127,127,599,225,15,19,11,9.4,28.40,0.0480,5.1,0.26
128,128,644,490,22,9,NULL,17.6,24.30,0.0610,7.3,0.22
129,129,943,407,37,6,10,7.8,31.40,0.0380,6.3,0.25
130,130,986,357,41,5,24,5.8,1.30,0.0790,4.1,0.19
131,131,612,207,44,6,11,12.8,10.20,0.0580,5.8,0.20
132,132,515,277,30,10,19,2.5,44.50,0.0460,4.4,0.13
133,133,444,186,46,11,20,28.4,36.40,0.0310,5.7,0.11
134,134,822,230,32,11,6,20.4,47.40,0.0070,6.3,0.21
135,135,600,202,5,6,10,4.9,28.80,0.0550,7.8,0.19
136,136,831,475,17,14,30,25.6,4.70,0.0450,4.1,0.20
137,137,964,234,21,6,29,21.5,40.10,0.0760,7.1,0.15
138,138,966,202,33,14,2,8.1,28.40,0.0050,5.3,0.26
139,139,870,147,36,3,25,5.4,44.70,0.0490,4.5,0.25
140,140,869,200,21,20,15,5.4,30.60,0.0030,5.2,0.26
141,141,962,463,37,10,2,12.4,47.60,0.0200,4.6,0.23
142,142,990,310,25,14,11,25.3,40.10,0.0930,5.5,0.17
143,143,826,107,3,19,22,4.4,35.30,0.0620,5.7,0.15
144,144,484,423,17,5,7,8.3,25.40,0.0530,4.6,0.29
145,145,787,377,46,17,13,19.2,36.40,0.0110,4.4,0.25
146,146,579,479,4,8,27,8.7,0.50,0.0010,8.0,0.27
147,147,566,151,6,2,20,7.0,13.30,0.0760,4.9,0.19
148,148,875,417,45,13,NULL,14.1,4.50,0.0010,7.4,0.13
149,149,443,259,4,11,24,16.3,12.30,0.0700,7.2,0.24
150,150,908,399,32,9,NULL,19.9,48.30,0.0930,5.8,0.24
151,151,845,246,1,7,30,21.8,43.20,0.0820,4.1,0.10
152,152,589,484,22,13,22,32.0,38.10,0.0170,5.8,0.29
153,153,595,214,25,5,9,10.2,21.40,0.0250,6.5,0.29
154,154,750,399,12,9,30,14.6,31.70,0.0480,7.3,0.14
155,155,778,260,29,4,5,26.8,8.90,0.0020,4.5,0.23
156,156,848,344,40,3,24,21.1,46.00,0.0650,7.4,0.14
157,157,964,173,24,7,30,8.0,10.90,0.0080,4.0,0.29
158,158,636,395,27,15,20,2.8,28.20,0.0570,4.6,0.29
159,159,880,75,9,11,30,15.1,38.60,0.0360,4.2,0.23
160,160,508,241,15,2,11,21.0,6.80,0.0820,4.1,0.28
161,161,574,384,32,20,17,19.7,20.50,0.0800,5.3,0.24
162,162,690,206,7,17,10,13.1,36.20,0.0020,7.0,0.24
163,163,958,348,18,11,17,28.3,11.40,0.0850,5.6,0.14
164,164,911,85,49,13,6,12.6,26.70,0.0210,7.8,0.24
165,165,776,130,33,11,21,14.8,2.60,0.0840,7.8,0.17
166,166,538,284,40,7,24,13.4,7.50,0.0030,4.5,0.26
167,167,667,82,9,14,10,10.6,2.20,0.0060,7.6,0.27
168,168,874,77,12,5,22,9.6,41.10,0.0700,5.8,0.28
169,169,575,260,16,18,NULL,0.8,5.60,0.0680,5.6,0.21
170,170,974,137,42,1,28,32.1,33.70,0.0310,5.3,0.20
171,171,519,294,33,19,20,6.8,9.20,0.0950,5.1,0.20
172,172,574,247,18,9,16,5.7,11.70,0.0220,5.9,0.15
173,173,363,128,33,4,23,27.8,23.60,0.0870,5.9,0.21
174,174,408,349,42,15,18,29.4,19.80,0.0670,6.0,0.16
175,175,358,331,31,9,10,0.6,21.20,0.0090,6.6,0.25
176,176,423,170,34,14,29,7.6,31.60,0.0220,4.7,0.13
177,177,406,120,27,10,26,5.9,36.70,0.0330,5.0,0.26
178,178,432,426,1,7,30,26.1,46.50,0.0250,6.7,0.26
179,179,442,53,26,19,12,10.0,14.70,0.0750,5.4,0.22
180,180,791,73,32,10,18,15.7,10.90,0.0730,6.3,0.26
181,181,955,245,2,9,NULL,16.2,43.00,0.0910,5.1,0.17
182,182,435,205,25,17,18,32.3,32.00,0.0950,7.2,0.24
183,183,668,88,45,16,25,28.6,13.40,0.0390,7.9,0.29
184,184,575,346,44,17,29,19.0,29.40,0.0430,7.3,0.19
185,185,515,121,15,17,12,15.1,13.90,0.0500,6.6,0.18
186,186,657,155,40,2,22,30.9,18.30,0.0120,4.8,0.17
187,187,774,130,11,4,3,25.2,22.00,0.0260,4.5,0.15
188,188,583,128,39,NULL,18,30.3,43.00,0.0790,6.4,0.14
189,189,658,415,1,11,26,2.8,41.00,0.0970,6.4,0.11
190,190,460,351,4,3,29,27.0,7.20,0.0270,7.4,0.26
191,191,785,395,28,13,3,24.4,20.10,0.0610,5.8,0.29
192,192,642,359,39,NULL,14,0.9,10.80,0.0770,5.4,0.27
193,193,900,361,4,12,NULL,28.8,1.20,0.0600,7.8,0.19
194,194,927,178,40,18,26,15.8,21.40,0.0510,5.2,0.10
195,195,453,67,36,NULL,9,2.9,7.50,0.0250,4.1,0.21
196,196,891,352,35,8,21,8.1,39.90,0.0730,5.1,0.14
197,197,935,318,31,10,5,7.4,31.10,0.0200,6.7,0.22
198,198,772,51,8,6,30,7.1,33.60,0.0860,5.6,0.14
199,199,432,177,47,10,23,20.6,34.30,0.0730,8.0,0.16
200,200,365,294,3,20,NULL,18.0,49.60,0.0070,5.4,0.29
201,201,730,120,18,18,30,4.0,1.30,0.0060,5.5,0.13
202,202,510,494,46,4,8,7.5,11.60,0.0540,6.9,0.28
203,203,772,214,16,17,13,21.2,26.50,0.0070,5.2,0.25
204,204,784,172,14,11,12,7.3,3.20,0.0060,6.0,0.20
205,205,964,482,36,15,9,31.5,31.80,0.0450,6.1,0.19
206,206,390,499,16,13,7,8.2,38.20,0.0890,5.7,0.16
207,207,388,284,41,4,9,32.4,23.10,0.1000,7.7,0.12
208,208,837,310,38,18,26,14.4,22.80,0.0310,7.7,0.27
209,209,566,412,9,NULL,19,26.9,30.10,0.0770,4.9,0.24
210,210,459,54,37,NULL,23,11.7,36.70,0.0600,4.6,0.10
211,211,478,158,19,10,25,33.5,0.30,0.0770,4.5,0.28
212,212,705,360,16,7,27,25.2,30.40,0.0370,6.7,0.16
213,213,501,334,7,1,24,27.1,19.10,0.0350,4.8,0.16
214,214,613,264,23,17,24,15.2,46.50,0.0690,6.4,0.14
215,215,750,406,44,13,15,26.7,31.50,0.0400,5.9,0.24
216,216,354,192,49,13,30,24.2,14.50,0.0940,6.6,0.28
217,217,906,376,27,9,27,26.7,18.80,0.0610,6.6,0.16
218,218,366,137,36,9,25,34.0,31.30,0.0040,6.8,0.21
219,219,405,360,19,9,10,33.1,28.60,0.0720,7.6,0.20
220,220,889,245,39,18,29,10.6,24.50,0.0250,7.9,0.25
221,221,942,325,5,17,2,13.2,0.10,0.0350,7.3,0.12
222,222,617,382,14,NULL,16,13.6,33.70,0.0010,6.5,0.14
223,223,521,262,6,14,9,17.2,41.80,0.0190,4.4,0.26
224,224,366,54,44,13,6,22.5,35.00,0.0940,4.2,0.14
225,225,608,274,17,8,24,11.8,13.50,0.0330,6.1,0.20
226,226,403,247,14,13,12,14.4,16.80,0.0800,5.8,0.17
227,227,471,371,17,12,18,2.3,20.40,0.0550,5.8,0.22
228,228,926,212,39,1,15,8.4,25.50,0.0380,6.9,0.22
229,229,893,298,14,16,24,9.6,39.30,0.0090,5.5,0.13
230,230,775,376,43,1,NULL,15.8,32.40,0.0730,7.9,0.22
231,231,803,140,48,19,27,8.9,35.00,0.0900,8.0,0.19
232,232,983,81,2,16,25,8.5,22.50,0.0870,6.9,0.12
233,233,683,308,39,13,19,6.9,6.40,0.0160,6.4,0.28
234,234,756,310,20,10,23,10.1,42.20,0.0480,4.5,0.15
235,235,620,442,11,3,21,1.3,29.40,0.0480,4.4,0.20
236,236,703,194,20,16,25,1.1,6.20,0.0090,8.0,0.26
237,237,924,179,21,9,6,14.6,2.70,0.0060,5.4,0.17
238,238,896,210,26,5,12,15.3,33.80,0.0700,5.4,0.29
239,239,880,354,3,10,19,13.7,42.10,0.0080,4.5,0.19
240,240,767,407,34,13,25,25.5,35.60,0.0400,7.6,0.13
241,241,579,90,47,19,3,11.8,30.80,0.0900,7.3,0.11
242,242,405,135,23,8,17,5.6,32.40,0.0440,4.7,0.12
243,243,829,108,38,8,15,14.2,35.70,0.0890,4.5,0.12
244,244,393,443,NULL,19,5,29.0,28.60,0.1000,6.5,0.21
245,245,951,352,36,4,12,32.4,39.20,0.0050,5.3,0.13
246,246,776,203,33,6,15,31.6,9.10,0.0550,4.2,0.26
247,247,412,413,12,17,10,27.5,7.50,0.0050,6.6,0.24
248,248,561,76,13,5,2,26.3,35.80,0.0310,5.4,0.29
249,249,990,217,33,18,26,5.4,19.40,0.0430,6.1,0.25
250,250,446,291,2,6,1,22.3,39.70,0.0350,5.1,0.29
251,251,755,386,39,3,15,28.3,17.20,0.0450,6.3,0.26
252,252,480,350,13,4,23,9.5,19.10,0.0120,7.1,0.18
253,253,872,354,19,5,14,26.1,8.90,0.0150,5.4,0.15
254,254,505,344,26,20,18,23.6,21.10,0.0950,6.4,0.27
255,255,476,80,25,8,29,2.1,7.10,0.0170,7.1,0.20
256,256,990,236,35,NULL,16,17.0,14.90,0.0510,5.7,0.25
257,257,893,438,12,1,5,28.5,32.00,0.0900,6.1,0.14
258,258,481,156,6,18,19,34.8,NULL,0.0310,5.2,0.20
259,259,937,434,14,14,12,28.6,1.80,0.0660,5.4,0.10
260,260,515,63,18,18,3,33.9,5.20,0.0790,6.6,0.14
261,261,649,320,33,NULL,26,8.1,17.10,0.0700,5.5,0.14
262,262,933,410,45,17,10,8.7,12.70,0.0190,4.7,0.26
263,263,893,150,36,7,25,9.0,31.30,0.0530,7.6,0.28
264,264,933,483,4,10,24,0.6,11.50,0.0130,5.6,0.20
265,265,932,467,7,11,30,10.0,42.80,0.0620,4.1,0.16
266,266,551,86,37,15,6,5.8,20.60,0.0260,5.4,0.20
267,267,982,383,26,8,17,21.9,38.10,0.0100,7.2,0.19
268,268,862,63,4,15,24,8.9,28.50,0.0860,5.5,0.17
269,269,973,271,13,1,7,8.2,2.50,0.0480,4.4,0.23
270,270,367,196,33,6,1,26.6,39.70,0.0650,6.2,0.12
271,271,570,265,39,3,29,14.5,21.80,0.0840,7.9,0.23
272,272,666,320,50,18,1,11.9,18.40,0.0590,4.8,0.17
273,273,996,108,1,20,19,27.8,6.10,0.0670,7.5,0.26
274,274,582,55,45,4,7,32.0,49.30,0.0570,7.0,0.20
275,275,753,342,12,12,7,22.7,3.60,0.0830,5.7,0.12
276,276,473,298,43,5,7,19.2,33.00,0.0600,6.4,0.15
277,277,932,154,12,12,9,29.8,21.80,0.0050,4.2,0.17
278,278,957,253,44,18,9,28.5,47.40,0.0640,5.7,0.27
279,279,619,365,44,10,11,20.5,27.00,0.0550,4.2,0.18
280,280,849,357,42,NULL,10,24.8,40.30,0.0250,7.9,0.21
281,281,672,235,3,14,15,2.1,12.20,0.0220,7.9,0.22
282,282,998,419,40,8,14,3.7,0.90,0.0610,8.0,0.13
283,283,374,411,48,12,14,13.0,17.40,0.0050,7.9,0.11
284,284,853,390,7,14,26,7.7,4.30,0.0530,4.9,0.28
285,285,878,200,43,17,11,22.0,38.20,0.0750,4.3,0.11
286,286,606,286,37,9,18,16.4,21.40,0.0470,8.0,0.12
287,287,408,255,28,17,24,8.5,26.00,0.0850,4.1,0.14
288,288,400,109,1,17,8,8.3,14.20,0.0670,6.6,0.30
289,289,899,322,7,2,4,31.7,49.90,0.0910,4.5,0.11
290,290,387,438,11,11,28,34.8,40.00,0.0710,6.9,0.23
291,291,517,215,43,5,11,10.8,3.20,0.0410,7.7,0.16
292,292,786,271,31,12,18,33.8,33.80,0.0190,6.3,0.11
293,293,891,481,45,4,19,29.0,12.90,0.0670,4.6,0.16
294,294,761,320,45,20,6,9.4,32.10,0.0240,4.1,0.28
295,295,934,173,46,13,8,21.0,3.30,0.0520,7.5,0.26
296,296,902,336,47,NULL,14,20.2,40.30,0.0260,4.5,0.19
297,297,853,204,NULL,20,8,28.6,4.50,0.0190,6.1,0.28
298,298,598,181,50,13,3,18.0,18.30,0.0420,4.9,0.17
299,299,707,306,25,20,14,12.5,38.80,0.0270,4.0,0.19
300,300,778,122,23,10,25,16.4,18.30,0.0950,8.0,0.11
301,301,944,276,20,3,4,25.7,25.10,0.0850,6.8,0.11
302,302,539,449,8,NULL,29,30.7,13.30,0.0290,6.0,0.17
303,303,769,364,35,2,15,29.4,24.90,0.0350,5.2,0.14
304,304,389,63,28,8,13,5.2,40.90,0.0300,4.6,0.11
305,305,877,148,9,8,7,34.0,25.70,0.0840,6.6,0.11
306,306,982,71,44,9,NULL,25.2,1.50,0.0150,7.0,0.28
307,307,504,149,39,8,8,15.6,44.30,0.0850,7.1,0.25
308,308,434,396,4,8,10,2.5,27.60,0.0180,7.7,0.15
309,309,666,188,7,10,20,28.8,30.40,0.0850,4.7,0.18
310,310,629,81,21,11,13,33.4,30.10,0.0360,6.0,0.11
311,311,358,403,13,4,7,19.1,48.30,0.0980,7.9,0.26
312,312,438,285,44,1,10,23.9,25.10,0.0180,4.1,0.28
313,313,573,355,18,15,1,2.7,13.70,0.0090,7.1,0.22
314,314,874,334,10,4,10,3.8,1.80,0.0190,4.4,0.28
315,315,819,463,36,2,10,32.6,9.80,0.0190,4.9,0.27
316,316,607,259,12,8,4,3.3,15.40,0.0310,4.7,0.30
317,317,784,446,8,8,18,29.8,8.90,0.0980,5.8,0.23
318,318,898,330,8,5,6,21.8,15.40,0.0500,4.8,0.12
319,319,600,384,7,18,26,12.7,34.60,0.0120,5.0,0.17
320,320,803,360,37,10,24,14.8,49.60,0.0130,5.0,0.15
321,321,775,358,6,17,NULL,32.3,44.80,0.0910,7.3,0.21
322,322,371,174,12,17,30,17.7,21.60,0.0090,5.5,0.24
323,323,974,195,18,8,16,11.5,37.00,0.0070,7.5,0.17
324,324,982,473,12,3,22,14.1,15.30,0.0840,5.3,0.15
325,325,897,412,20,14,8,24.4,40.40,0.0030,6.2,0.19
326,326,358,311,41,1,9,19.5,37.70,0.0030,6.0,0.23
327,327,380,345,11,1,22,24.1,36.70,0.0970,5.4,0.23
328,328,892,334,16,NULL,2,31.0,12.30,0.0820,4.9,0.29
329,329,553,164,8,13,3,30.2,20.50,0.0440,7.7,0.21
330,330,633,359,7,18,7,24.6,1.00,0.0970,5.9,0.25
331,331,545,196,47,17,28,2.9,21.60,0.0280,5.7,0.18
332,332,491,184,10,2,4,4.6,35.80,0.0340,5.9,0.25
333,333,411,377,5,11,NULL,8.5,4.70,0.0090,5.1,0.28
334,334,732,232,28,11,24,14.3,0.20,0.0580,7.5,0.24
335,335,903,138,15,18,15,2.7,2.50,0.0840,4.7,0.15
336,336,778,416,23,18,14,23.1,20.40,0.0860,5.3,0.18
337,337,359,365,24,16,4,21.8,11.30,0.0370,6.9,0.25
338,338,898,171,27,19,7,2.5,41.30,0.0260,7.9,0.19
339,339,600,220,40,10,25,16.3,13.70,0.0510,5.6,0.29
340,340,478,115,12,7,25,1.0,48.60,0.0900,6.1,0.10
341,341,443,200,50,14,1,5.0,41.70,0.0990,5.0,0.26
342,342,370,73,44,18,2,11.9,31.30,0.0320,6.2,0.24
343,343,644,99,38,8,8,11.1,43.10,0.0770,7.8,0.27
344,344,571,363,19,4,12,25.5,43.50,0.0430,7.4,0.21
345,345,727,497,47,17,28,6.0,4.50,0.0610,7.3,0.17
346,346,460,196,10,15,22,12.1,25.00,0.0790,4.7,0.21
347,347,737,367,11,7,9,12.5,49.70,0.0420,7.2,0.11
348,348,815,468,45,6,19,11.6,35.30,0.0190,8.0,0.20
349,349,963,208,4,1,12,3.8,33.00,0.0810,4.0,0.26
350,350,445,59,17,9,29,25.5,3.60,0.0360,7.8,0.13
351,351,828,428,21,14,11,4.5,24.10,0.0660,7.3,0.20
352,352,975,446,34,8,30,7.0,36.80,0.0540,5.7,0.16
353,353,660,372,26,17,14,17.6,28.00,0.0760,6.1,0.29
354,354,638,202,3,15,25,15.9,24.10,0.0690,7.3,0.12
355,355,424,362,46,NULL,1,16.3,40.10,0.0390,4.2,0.21
356,356,404,103,33,17,6,7.9,3.90,0.0760,7.0,0.26
357,357,597,353,43,6,25,32.0,12.40,0.0690,6.9,0.17
358,358,351,160,2,16,18,9.9,42.70,0.0830,4.9,0.23
359,359,489,271,22,4,24,11.4,13.70,0.0290,6.5,0.24
360,360,638,346,31,13,27,34.7,48.70,0.0610,7.2,0.17
361,361,765,435,32,3,3,0.1,12.30,0.0550,7.2,0.17
362,362,806,402,38,10,25,3.1,24.70,0.0600,6.0,0.26
363,363,754,495,45,20,10,25.4,44.90,0.0930,4.9,0.21
364,364,788,323,45,18,12,19.3,23.90,0.0950,6.7,0.10
365,365,596,477,15,10,18,2.8,24.60,0.0390,7.5,0.11
366,366,808,64,31,8,21,18.2,37.20,0.0280,4.3,0.19
367,367,702,241,2,18,18,16.8,10.30,0.0400,4.8,0.25
368,368,982,172,29,8,30,18.1,36.70,0.0020,4.3,0.29
369,369,501,376,31,10,23,3.6,3.40,0.0920,7.8,0.22
370,370,760,210,23,4,15,21.5,16.70,0.0630,6.5,0.26
371,371,864,107,43,9,10,15.9,44.10,0.0610,4.7,0.14
372,372,925,340,41,12,22,18.4,21.50,0.0660,6.3,0.25
373,373,861,222,47,4,21,15.8,2.00,0.0920,5.3,0.13
374,374,609,143,11,17,5,29.0,22.40,0.0990,7.8,0.23
375,375,380,332,22,9,1,8.8,22.10,0.0020,5.5,0.12
376,376,434,335,36,10,20,14.9,13.10,0.0450,7.2,0.26
377,377,386,178,41,5,9,31.0,42.90,0.0720,5.9,0.20
378,378,501,53,NULL,8,NULL,33.8,44.00,0.0380,5.0,0.17
379,379,620,190,30,1,23,14.7,22.30,0.0900,7.6,0.21
380,380,406,343,44,NULL,14,26.7,4.40,0.0260,5.3,0.13
381,381,497,168,24,NULL,7,26.1,23.80,0.0470,6.6,0.24
382,382,510,132,4,14,14,25.2,20.80,0.0870,6.8,0.24
383,383,889,456,27,2,11,21.3,30.50,0.0760,7.7,0.22
384,384,772,345,35,17,16,25.6,22.70,0.0900,5.7,0.28
385,385,436,51,19,18,28,3.3,6.20,0.0230,4.7,0.30
386,386,807,64,48,7,8,7.6,43.70,0.0240,6.1,0.26
387,387,371,108,12,14,6,15.9,43.00,0.0130,7.0,0.14
388,388,736,52,2,16,25,19.6,37.30,0.0160,4.9,0.20
389,389,864,481,22,8,5,33.4,48.50,0.0380,4.8,0.25
390,390,927,178,7,NULL,21,7.3,17.80,0.0270,4.4,0.30
391,391,571,442,34,NULL,24,30.3,48.30,0.0410,6.3,0.13
392,392,784,286,20,8,30,27.2,0.20,0.0300,6.7,0.16
393,393,863,112,1,4,15,5.4,35.10,0.0040,7.4,0.25
394,394,523,234,9,7,12,16.9,49.80,0.0900,4.3,0.27
395,395,453,262,34,16,25,8.5,30.70,0.0870,5.7,0.29
396,396,649,104,45,12,23,21.5,10.60,0.0540,4.4,0.23
397,397,438,179,13,17,5,26.5,21.20,0.0570,5.5,0.17
