72,72,79,61.52,1.92,50780
73,73,98,15.85,4.79,51126
74,74,131,3.34,4.44,31835
75,75,116,19.56,3.80,12180
76,76,171,56.38,6.77,59012
77,77,169,35.60,5.27,33232
78,78,174,28.89,0.44,66370
79,79,58,16.03,5.18,15707
80,80,107,4.48,3.82,62358
81,81,191,72.69,1.33,83893
82,82,139,10.04,0.07,80194
83,83,200,17.75,1.51,67786
84,84,91,31.72,2.01,77538
85,85,126,26.35,8.76,65171
86,86,188,34.67,2.75,69089
87,87,168,51.34,2.73,17830
88,88,151,24.66,9.29,66755
89,89,134,50.35,5.46,72212
90,90,138,43.08,4.50,60096
91,91,74,63.62,0.17,28904
92,92,115,25.15,2.77,18301
93,93,180,61.96,5.17,52792
94,94,139,49.36,3.49,37645
95,95,70,71.60,2.43,29385
96,96,196,60.08,9.16,38335
97,97,165,26.89,7.99,83151
98,98,55,18.96,1.13,83794
99,99,116,32.05,5.35,66510
100,100,85,2.24,9.10,24060
101,101,165,19.55,4.63,48271
102,102,93,54.98,3.09,68948
103,103,51,56.53,4.01,74331
104,104,118,2.05,9.92,23105
105,105,69,12.55,6.72,34054
106,106,147,38.95,2.28,19073
107,107,177,74.38,8.07,74159
108,108,174,51.80,7.90,59266
109,109,142,50.42,8.57,62704
110,110,87,4.98,9.58,22589
111,111,62,7.70,1.18,66516
112,112,128,72.33,4.58,74053
113,113,141,29.76,1.79,28240
114,114,165,19.59,1.25,63404
115,115,101,70.61,2.48,42451
116,116,199,1.72,0.68,61323
117,117,146,57.05,4.34,32494
118,118,191,52.45,0.66,21802
119,119,110,16.92,1.52,68840
120,120,78,17.93,7.57,69559
121,121,88,4.46,1.62,38675
122,122,185,33.12,7.78,28579
123,123,141,32.64,8.94,63208
124,124,55,28.05,6.06,46589
125,125,171,43.91,6.00,19107
126,126,78,48.97,6.25,51947
127,127,51,49.87,0.95,52394
128,128,186,48.15,0.24,23750
129,129,122,21.70,0.64,31411
130,130,193,49.13,8.17,68796
131,131,191,8.73,1.36,41536
132,132,142,6.63,7.12,53063
133,133,84,46.57,3.91,19064
134,134,68,42.32,1.83,21751
135,135,154,64.38,9.77,72745
136,136,88,17.60,3.58,51706
137,137,90,60.92,5.54,18013
138,138,101,57.10,9.37,31600
139,139,50,32.01,4.37,22811
140,140,190,34.82,8.69,57443
141,141,195,49.16,7.96,58488
142,142,58,31.18,3.08,75570
143,143,126,31.14,5.07,33287
144,144,110,41.85,3.76,56339
145,145,127,2.95,6.59,32477
146,146,151,23.10,5.09,25398
147,147,129,18.33,9.17,70765
148,148,164,7.96,0.80,79043
149,149,81,50.20,8.46,48031
150,150,132,14.08,1.59,73176
151,151,191,10.81,0.61,57222
152,152,69,9.60,3.78,67065
153,153,59,7.44,7.29,20966
154,154,117,54.14,3.92,37283
155,155,175,35.29,0.64,75101
156,156,192,69.06,3.96,73036
157,157,195,71.19,0.59,80947
158,158,77,12.48,3.31,46862
159,159,74,6.98,4.04,14324
160,160,165,57.96,3.58,18104
161,161,59,44.10,5.09,54476
162,162,144,26.19,0.57,73866
163,163,64,33.92,5.34,78247
164,164,193,50.66,1.50,67111
165,165,130,56.92,8.77,40519
166,166,87,54.29,8.90,58158
167,167,150,32.87,4.08,77070
168,168,80,38.73,0.10,67540
169,169,95,74.40,2.66,12246
170,170,58,65.47,7.70,71061
171,171,59,32.69,5.26,46591
172,172,63,15.18,7.08,51797
173,173,188,30.52,8.93,12813
174,174,152,10.75,9.71,63075
175,175,197,71.62,2.85,69225
176,176,128,1.97,7.22,80830
177,177,131,59.70,6.57,48293
178,178,147,54.25,8.36,28636
179,179,138,45.48,2.95,49838
180,180,66,52.45,7.55,81913
181,181,153,63.45,5.00,71282
182,182,77,61.00,1.48,25229
183,183,110,61.37,2.23,13072
184,184,160,11.85,7.87,12052
185,185,113,15.54,7.22,42074
186,186,154,56.63,0.41,18077
187,187,198,53.07,4.41,34601
188,188,69,20.29,7.35,18613
189,189,71,32.11,0.74,42156
190,190,79,58.33,7.17,62953
191,191,160,67.28,2.33,38376
192,192,179,53.78,2.79,78440
193,193,97,7.84,8.97,32110
194,194,67,54.98,1.08,50625
195,195,138,66.17,4.18,27522
196,196,63,47.55,3.14,20999
197,197,93,23.33,0.33,56352
198,198,173,37.68,9.19,76274
199,199,79,33.65,3.19,57910
200,200,174,14.25,1.04,34826
201,201,159,5.07,7.36,48539
202,202,173,45.17,1.39,83996
203,203,180,67.22,2.60,46181
204,204,181,74.37,3.60,35460
205,205,193,49.52,4.33,49963
206,206,167,45.82,7.42,50732
207,207,157,24.63,0.87,66431
208,208,185,29.91,7.17,39783
209,209,106,27.51,5.09,50292
210,210,79,2.77,4.27,37785
211,211,193,48.39,8.66,23633
212,212,164,71.56,6.46,69580
213,213,182,50.71,3.81,13416
214,214,90,52.65,1.03,41481
215,215,181,66.95,5.00,71942
216,216,55,56.30,7.33,77503
217,217,117,15.10,3.53,26488
218,218,149,59.38,4.18,39349
219,219,184,68.14,2.23,80490
220,220,91,15.68,5.52,18907
221,221,110,46.31,0.06,38838
222,222,146,57.02,0.69,19191
223,223,119,8.48,0.75,64269
224,224,194,56.99,3.19,83955
225,225,87,54.08,6.91,17904
226,226,188,29.63,6.51,50280
227,227,135,12.95,2.64,82825
228,228,75,23.25,0.79,37155
229,229,126,43.25,3.65,74543
230,230,110,27.27,0.10,56364
231,231,50,64.14,1.70,15753
232,232,144,5.80,8.18,20744
233,233,75,27.56,6.89,13400
234,234,82,49.41,7.61,66248
235,235,89,32.85,9.07,66956
236,236,78,25.85,7.86,62090
237,237,113,29.66,5.48,37973
238,238,148,53.16,8.65,75317
239,239,186,32.84,9.19,25977
240,240,90,61.16,1.05,35547
241,241,171,52.49,5.23,18946
242,242,149,8.21,7.28,69708
243,243,117,21.95,6.60,43720
244,244,168,29.59,2.78,71413
245,245,124,52.26,6.10,34561
246,246,100,67.90,3.77,38174
247,247,68,17.53,5.17,64975
248,248,186,66.22,9.56,50430
249,249,185,33.59,1.00,23041
250,250,97,52.97,9.17,83444
251,251,73,55.45,2.69,43089
252,252,64,14.52,7.46,63798
253,253,81,43.49,3.36,16365
254,254,90,NULL,7.03,61855
255,255,185,52.56,9.90,18896
256,256,169,37.46,3.86,20450
257,257,189,4.46,7.04,36730
258,258,200,3.27,8.70,58360
259,259,131,65.67,5.11,63928
260,260,121,40.05,3.96,26284
261,261,198,19.61,3.42,76563
262,262,74,31.31,0.95,28721
263,263,156,23.21,2.41,46505
264,264,54,61.22,9.73,27629
265,265,75,54.07,1.42,29060
266,266,50,66.47,7.19,22929
267,267,72,20.08,2.02,65531
268,268,153,23.31,8.44,75373
269,269,200,8.19,6.74,62417
270,270,129,36.78,1.60,31956
271,271,199,0.39,9.03,69837
272,272,123,68.76,6.69,48624
273,273,105,47.62,5.11,65693
274,274,84,60.53,0.49,53938
275,275,69,74.86,3.68,22908
276,276,149,51.71,0.86,24263
277,277,186,4.89,4.44,76281
278,278,92,4.78,9.02,72932
279,279,91,45.44,1.00,22120
280,280,87,7.07,1.53,55940
281,281,75,31.45,7.27,43584
282,282,141,42.49,1.28,69024
283,283,67,74.70,0.62,17420
284,284,110,42.92,2.08,48387
285,285,196,6.34,1.02,17890
286,286,93,72.42,8.23,20417
287,287,164,24.90,8.13,34538
288,288,196,70.92,4.51,78466
289,289,152,66.51,3.90,68572
290,290,98,15.37,9.85,52496
291,291,62,29.40,5.23,39968
292,292,192,51.92,6.86,46090
293,293,183,43.77,3.71,42075
294,294,186,56.84,7.27,66111
295,295,64,12.87,0.43,64652
296,296,129,62.82,4.57,81465
297,297,129,36.13,7.20,31968
298,298,189,23.14,8.50,68880
299,299,190,61.29,5.54,46567
300,300,155,3.76,7.72,51158
301,301,115,48.49,4.47,25776
302,302,123,61.60,1.51,31327
303,303,50,21.00,8.04,12070
304,304,146,20.11,2.90,51418
305,305,197,55.96,5.51,23439
306,306,188,53.99,4.31,59971
307,307,96,39.27,3.21,80828
308,308,141,62.54,3.92,36115
309,309,178,59.92,3.59,28665
310,310,97,29.30,6.20,67102
311,311,156,36.81,2.87,78128
312,312,140,15.03,9.97,82836
313,313,94,18.25,2.00,13484
314,314,98,48.53,6.73,38199
315,315,66,13.45,3.46,56447
316,316,154,12.99,5.09,20099
317,317,95,35.36,9.46,36809
318,318,188,24.48,9.30,12041
319,319,183,22.65,9.61,61290
320,320,133,71.80,3.21,80401
321,321,111,24.53,2.26,39998
322,322,82,64.38,0.93,16565
323,323,97,71.83,4.20,67368
324,324,91,33.20,3.62,15617
325,325,59,39.48,7.83,48017
326,326,99,39.09,0.59,62772
327,327,121,52.99,0.90,79091
328,328,71,14.05,8.09,42573
329,329,150,63.56,8.46,64471
330,330,184,12.00,3.00,37269
331,331,184,31.40,2.46,16660
332,332,126,10.10,9.15,74659
333,333,140,35.04,2.65,51461
334,334,127,63.33,2.72,82274
335,335,105,27.29,1.19,70565
336,336,90,45.95,6.57,56098
337,337,130,56.93,8.64,59603
338,338,122,33.67,2.04,26265
339,339,191,51.67,3.03,62600
340,340,94,68.84,8.90,30100
341,341,123,56.81,0.04,55946
342,342,98,12.44,3.11,82800
343,343,185,72.40,9.31,74143
344,344,179,15.69,2.72,42507
345,345,133,39.89,2.78,26865
346,346,89,13.26,5.66,36925
347,347,199,34.40,1.27,48543
348,348,54,11.07,2.73,67859
349,349,125,62.78,9.73,79612
350,350,173,36.99,5.23,22186
351,351,90,49.45,4.01,43886
352,352,163,44.23,9.27,23705
353,353,142,42.24,7.22,64784
354,354,179,64.83,8.27,66960
355,355,90,37.34,8.85,60858
356,356,115,36.59,7.59,53283
357,357,95,28.01,4.12,35568
358,358,61,31.23,3.46,32072
359,359,171,67.11,8.12,59705
360,360,168,33.76,9.97,42731
361,361,173,51.14,0.10,80082
362,362,101,14.37,4.05,44264
363,363,147,67.96,4.03,59153
364,364,93,64.12,5.85,72493
365,365,77,28.57,0.13,12419
366,366,80,64.43,2.23,55834
367,367,131,5.68,9.42,23111
368,368,116,49.20,5.75,80648
369,369,183,1.86,7.69,23250
370,370,170,30.54,3.20,32770
371,371,161,4.08,7.06,81393
372,372,88,51.41,7.27,50299
373,373,188,44.05,5.82,79621
374,374,187,46.83,0.30,13949
375,375,156,31.81,3.85,77512
376,376,186,31.60,0.83,16516
377,377,134,56.97,1.55,22570
378,378,132,62.91,9.36,25306
379,379,170,38.49,4.09,21611
380,380,87,42.77,4.58,55726
381,381,138,59.27,2.22,43887
382,382,132,56.89,1.21,39862
383,383,77,12.13,7.02,81732
384,384,177,40.97,9.64,75453
385,385,162,26.13,4.15,45888
386,386,120,48.43,8.35,20112
387,387,149,27.03,9.82,41549
388,388,162,13.84,8.55,49512
389,389,106,44.84,2.81,47560
390,390,132,20.64,8.79,24073
391,391,177,60.38,4.34,72693
392,392,101,0.82,7.63,70004
393,393,84,26.20,9.91,65180
394,394,197,1.87,8.65,70482
395,395,189,0.77,6.92,55724
396,396,103,11.03,8.14,53738
397,397,110,9.16,4.24,80003
398,398,76,35.33,9.79,57296
399,399,112,14.69,7.92,24594
400,400,172,30.29,9.07,24665
401,401,126,4.01,2.69,70563
402,402,125,54.12,1.89,28394
403,403,173,17.13,7.34,15403
404,404,74,9.65,9.77,20632
405,405,196,8.31,3.90,77794
406,406,108,61.81,2.76,53672
407,407,135,31.48,6.86,57328
408,408,172,56.79,4.27,24950
409,409,157,56.58,0.08,64085
410,410,69,27.10,3.84,57591
411,411,112,10.15,7.28,38068
412,412,141,35.36,1.33,28307
413,413,91,18.75,0.04,55158
414,414,143,73.89,7.59,51015
415,415,101,72.56,8.91,19837
416,416,178,27.83,5.63,46637
417,417,50,43.75,4.92,50545
418,418,87,65.70,8.51,70080
419,419,90,5.31,6.64,41835
420,420,97,68.01,7.29,74009
421,421,155,48.79,6.52,45810
422,422,98,12.05,7.47,26378
423,423,192,26.05,3.47,25120
424,424,115,44.54,2.65,26171
425,425,141,7.81,1.56,75583
426,426,158,65.18,5.52,55913
427,427,92,20.55,1.83,79242
428,428,106,57.56,7.05,54952
429,429,64,7.20,1.44,23502
430,430,122,45.52,5.16,62041
431,431,55,66.56,2.94,49878
432,432,58,70.48,5.35,23071
433,433,124,65.50,5.10,76125
434,434,80,65.03,6.62,73226
435,435,183,50.41,8.47,12378
436,436,188,48.50,8.83,61965
437,437,175,17.16,6.78,25963
438,438,155,36.32,6.05,49072
439,439,130,48.46,9.27,59302
440,440,136,59.90,1.07,81343
441,441,118,40.56,3.48,31863
442,442,106,8.15,5.09,26002
443,443,65,74.43,0.20,74854
444,444,133,54.67,5.73,14714
445,445,63,71.61,8.61,52677
446,446,51,34.07,6.04,51253
447,447,189,13.88,1.13,66829
448,448,184,69.94,5.06,21208
449,449,136,20.79,5.47,54989
450,450,130,32.55,6.16,39114
451,451,60,56.28,2.94,77540
452,452,63,36.50,1.22,35702
453,453,106,19.75,5.45,63678
454,454,82,36.28,2.41,37013
455,455,108,8.71,2.06,14272
456,456,169,73.91,1.11,30216
457,457,85,54.97,2.34,32992
458,458,141,14.26,6.00,50394
459,459,55,61.42,4.24,78043
460,460,51,38.61,5.46,83964
461,461,159,72.82,1.14,37353
462,462,138,55.05,0.55,35534
463,463,153,54.23,2.59,43086
464,464,184,74.91,8.39,14109
465,465,129,65.52,3.38,51734
466,466,171,7.18,1.60,23640
467,467,113,17.26,6.50,56551
468,468,138,26.85,4.98,30791
469,469,70,46.43,7.37,34353
470,470,132,54.56,3.97,83876
471,471,197,6.41,6.17,52991
472,472,56,60.46,5.20,62071
473,473,108,0.07,3.38,79690
474,474,95,22.29,9.38,49076
475,475,171,34.91,9.78,34800
476,476,152,42.46,5.27,27488
477,477,151,32.64,7.03,38279
478,478,83,31.84,7.94,65793
479,479,99,16.81,2.75,68950
480,480,82,28.00,2.75,83691
481,481,119,20.82,6.83,28308
482,482,50,38.81,5.38,26128
483,483,196,32.91,5.97,70433
484,484,179,67.26,7.24,79620
485,485,75,61.12,7.48,66412
486,486,88,27.24,0.11,70757
487,487,200,74.39,5.57,81205
488,488,51,31.44,2.98,74005
489,489,133,34.08,2.46,67536
490,490,183,53.81,9.28,28223
491,491,129,11.82,8.75,54732
492,492,86,46.56,2.76,46851
493,493,116,39.36,7.22,77440
494,494,64,14.76,4.51,15417
495,495,168,66.28,9.94,45945
496,496,94,21.34,7.28,64040
497,497,141,13.11,4.67,69779
498,498,125,56.23,8.14,56285
499,499,69,2.76,6.07,64145
500,500,60,32.61,1.13,58117
501,501,145,68.38,8.52,51505
502,502,66,8.52,4.60,80276
503,503,132,67.01,5.79,51863
504,504,51,43.77,9.13,14771
505,505,130,4.17,4.55,32951
506,506,75,29.81,8.29,61272
507,507,186,51.73,9.40,80860
508,508,148,38.09,9.24,49917
509,509,96,7.56,1.43,63443
510,510,64,66.53,3.67,40652
511,511,78,7.73,2.83,78981
512,512,185,1.22,9.02,20557
513,513,140,35.44,9.75,80567
514,514,88,13.64,9.70,23961
515,515,92,3.37,4.87,43744
516,516,119,63.61,9.09,70070
517,517,86,74.84,8.39,63567
518,518,61,46.83,0.55,80152
519,519,158,35.04,5.86,33819
520,520,113,43.62,2.22,31951
521,521,173,23.50,6.30,24340
522,522,136,9.49,7.47,59187
523,523,142,27.12,2.08,72789
524,524,125,61.09,9.49,16216
525,525,164,51.24,7.22,80912
526,526,78,46.91,1.51,15173
527,527,65,48.35,6.33,30808
528,528,178,29.47,6.00,45858
529,529,177,8.91,3.07,26380
530,530,106,43.80,3.69,65943
531,531,92,4.96,7.79,75734
532,532,195,45.00,9.46,15098
533,533,71,27.57,7.46,52525
534,534,97,30.14,2.66,13111
535,535,165,32.60,6.49,46785
536,536,119,44.17,0.44,26917
537,537,157,67.80,4.61,34049
538,538,52,45.60,0.40,47159
539,539,163,72.78,1.12,21264
540,540,131,52.83,4.71,52032
541,541,165,53.13,8.60,27542
542,542,111,30.42,6.01,62488
543,543,75,25.09,9.21,16813
544,544,189,45.04,6.32,26565
545,545,108,61.18,8.91,58598
546,546,74,59.72,3.70,15691
547,547,109,30.39,4.51,44195
548,548,69,18.03,7.37,63772
549,549,145,22.43,7.88,62300
550,550,140,33.83,9.01,47553
551,551,131,2.01,9.11,32497
552,552,74,58.66,8.32,74173
553,553,64,9.83,4.40,18061
554,554,104,36.44,5.92,54761
555,555,51,68.79,2.15,80375
556,556,100,73.33,6.80,39711
557,557,62,42.78,4.99,39862
558,558,155,38.10,6.73,53833
559,559,191,24.12,4.49,56649
560,560,171,53.35,7.93,83624
561,561,99,52.06,7.33,22071
562,562,88,43.30,6.61,47994
563,563,174,26.05,0.03,39344
564,564,175,47.19,2.56,49061
565,565,165,9.60,0.40,73171
566,566,84,56.05,7.00,38110
567,567,54,55.56,6.54,77896
568,568,126,68.11,2.47,21503
569,569,143,58.30,8.64,24614
570,570,174,35.69,3.12,18137
571,571,103,73.92,7.17,65274
572,572,141,36.63,7.64,77981
573,573,66,13.49,7.50,26204
574,574,186,7.30,8.81,65740
575,575,61,35.48,7.61,21244
576,576,71,20.36,2.69,82076
577,577,133,25.22,5.86,35234
578,578,51,41.02,6.61,66150
579,579,101,43.60,0.72,57904
580,580,154,57.35,4.68,67145
581,581,181,3.54,0.87,65251
582,582,192,45.37,8.67,78536
583,583,199,12.56,9.54,43687
584,584,172,48.18,7.30,64218
585,585,181,37.11,5.54,15640
586,586,97,49.30,6.89,42469
587,587,110,64.68,3.22,52132
588,588,104,3.86,8.86,53230
589,589,189,73.11,8.15,23982
590,590,190,30.27,2.70,62290
591,591,193,42.99,2.54,14781
592,592,194,30.76,1.00,16313
593,593,166,46.55,7.34,35216
594,594,115,45.23,4.21,57087
595,595,116,46.94,7.66,55175
596,596,72,32.29,3.64,68696
597,597,98,31.57,6.19,26215
598,598,160,53.70,8.90,67742
599,599,105,19.81,5.29,28714
600,600,171,38.21,7.99,77760
601,601,131,13.25,7.32,82444
602,602,54,47.28,0.48,17026
603,603,103,44.23,6.86,22139
604,604,198,35.89,3.27,27939
605,605,91,52.54,6.90,17596
606,606,193,67.01,5.26,37865
607,607,192,5.20,2.44,58772
608,608,146,41.39,2.19,16560
609,609,76,69.16,9.86,38293
610,610,132,64.18,0.51,44133
611,611,62,26.21,1.30,68712
612,612,79,64.39,3.84,72903
613,613,104,69.89,2.04,51112
614,614,179,2.20,8.45,45662
615,615,193,47.79,6.53,52544
616,616,97,12.86,5.74,64519
617,617,157,39.57,6.37,30347
618,618,55,56.34,3.21,55366
619,619,75,70.11,0.35,20026
620,620,144,46.99,9.50,62031
621,621,134,26.68,6.39,41493
622,622,54,65.32,8.52,24445
623,623,114,42.44,9.12,47234
624,624,150,71.66,4.34,31420
625,625,81,74.74,3.60,80152
626,626,127,44.24,6.15,30285
627,627,59,54.95,0.79,58613
628,628,167,27.68,5.06,62812
629,629,75,27.94,0.67,40357
630,630,137,17.52,2.82,35579
631,631,106,64.74,9.68,38169
632,632,50,8.47,2.18,73789
633,633,54,1.82,1.42,72622
634,634,152,41.54,5.72,71844
635,635,170,18.23,3.77,60882
636,636,160,25.86,0.23,24755
637,637,174,60.16,9.91,55599
638,638,125,53.33,0.84,72853
639,639,131,9.29,3.69,21930
640,640,57,67.83,5.96,28938
641,641,120,12.10,6.35,13374
642,642,199,1.89,9.55,64412
643,643,56,24.49,7.58,15098
644,644,153,36.23,1.95,79529
645,645,157,0.06,7.48,36381
646,646,132,61.76,4.49,34738
647,647,116,31.34,1.47,20015
648,648,80,46.60,0.84,43385
649,649,164,58.30,1.33,26400
650,650,197,43.00,9.62,76024
651,651,85,41.58,4.40,70525
652,652,144,5.01,0.98,64729
653,653,186,70.52,6.85,31169
654,654,138,29.93,9.87,73914
655,655,63,12.35,3.97,19691
656,656,119,20.97,2.21,63268
657,657,194,14.68,6.76,78049
658,658,164,29.89,5.11,62085
659,659,153,43.18,2.66,36203
660,660,132,28.19,3.19,77813
661,661,152,43.24,6.35,42153
662,662,77,2.64,9.76,63681
663,663,140,41.47,1.95,45961
664,664,126,36.32,1.33,44825
665,665,184,5.93,7.45,77062
666,666,196,72.55,2.63,49410
667,667,151,15.94,3.31,82944
668,668,119,62.49,8.01,33484
669,669,106,66.69,9.04,76213
670,670,77,50.88,6.31,33145
671,671,126,57.90,2.73,83239
672,672,182,70.00,8.80,63110
673,673,52,20.81,5.60,58982
674,674,188,29.62,9.20,70020
675,675,53,36.39,4.37,70788
676,676,78,67.25,7.33,37850
677,677,193,42.38,4.68,22997
678,678,192,48.48,1.54,80469
679,679,119,21.33,6.07,48510
680,680,165,39.64,3.13,24662
681,681,140,44.43,1.81,21698
682,682,194,26.86,5.77,69982
683,683,109,5.90,6.77,80787
684,684,56,10.22,1.00,13524
685,685,137,55.04,0.21,43871
686,686,100,71.50,2.83,14812
687,687,68,15.84,8.57,35369
688,688,164,32.41,5.26,54664
689,689,60,24.17,4.78,47457
690,690,190,38.73,8.67,77374
691,691,115,54.98,7.26,67204
692,692,98,40.12,0.80,23639
693,693,89,38.04,2.90,40557
694,694,143,19.80,9.44,13012
695,695,78,65.58,7.66,56874
696,696,102,53.58,1.22,38327
697,697,138,46.31,3.27,31026
698,698,157,51.96,8.33,50576
699,699,55,29.98,8.47,31520
700,700,138,48.57,3.89,41022
701,701,148,2.78,3.77,65849
702,702,99,17.74,5.78,83953
703,703,107,23.22,6.35,15004
704,704,69,19.92,5.10,33624
705,705,57,5.30,4.47,67316
706,706,64,64.60,9.84,45193
707,707,149,57.45,4.39,80766
708,708,181,62.87,7.92,44771
709,709,178,46.22,5.20,25662
710,710,63,27.33,8.70,27515
711,711,138,4.07,0.94,83321
712,712,157,9.19,0.91,46875
713,713,200,17.72,2.28,25842
714,714,57,19.22,7.15,37021
715,715,52,57.68,8.52,20646
716,716,63,38.72,2.27,19812
717,717,182,28.57,9.95,74066
718,718,107,66.45,5.78,21292
719,719,58,54.86,8.85,14140
720,720,163,5.31,8.93,26840
721,721,136,66.01,1.05,57223
722,722,198,18.75,9.98,66426
723,723,89,51.59,6.18,83065
724,724,133,51.92,6.99,44778
725,725,131,49.00,8.99,83461
726,726,81,42.74,0.60,56412
727,727,130,64.42,7.72,78842
728,728,102,31.56,5.72,23181
729,729,198,21.70,9.20,55658
730,730,122,21.42,5.93,41880
731,731,125,61.14,1.29,81882
732,732,176,74.47,8.82,71554
733,733,102,32.55,8.66,65859
734,734,58,23.09,1.23,81776
735,735,116,48.82,4.91,61233
736,736,166,36.18,1.84,76230
737,737,72,32.23,3.31,16164
738,738,159,64.29,2.67,78076
739,739,177,15.04,3.45,40644
740,740,60,52.97,8.05,80730
741,741,77,64.38,7.27,62769
742,742,103,49.91,7.90,80045
743,743,135,7.41,7.75,62894
744,744,189,38.31,4.58,52892
745,745,93,34.02,9.10,73248
746,746,169,53.12,7.14,59485
747,747,84,49.45,8.68,80954
748,748,151,37.96,9.92,77171
749,749,133,7.55,1.05,51314
750,750,53,70.80,6.43,47992
751,751,82,9.57,2.67,52450
752,752,134,18.85,4.10,34768
753,753,55,68.74,0.83,20674
754,754,91,62.01,6.85,81971
755,755,165,57.27,5.22,28631
756,756,111,49.38,0.50,54012
757,757,70,43.80,7.78,18696
758,758,129,3.81,3.91,14731
759,759,55,25.88,2.27,61803
760,760,89,74.56,0.45,69927
761,761,125,60.33,6.89,76912
762,762,191,44.37,9.23,77725
763,763,174,50.34,5.10,49611
764,764,187,13.00,1.33,68091
765,765,98,24.54,7.65,48537
766,766,160,63.95,7.70,44277
767,767,171,49.76,4.95,75882
768,768,56,27.60,5.31,29451
769,769,195,51.27,6.16,31906
770,770,180,8.85,7.04,46262
771,771,153,42.17,7.47,80119
772,772,136,61.40,2.61,43164
773,773,58,61.69,5.37,54739
774,774,105,8.05,4.77,69724
775,775,122,11.84,4.81,51216
776,776,175,64.81,4.41,16350
777,777,81,8.80,9.34,16554
778,778,163,9.26,2.61,36490
779,779,161,60.32,6.13,35783
780,780,123,58.68,1.56,79627
781,781,81,11.02,7.56,30458
782,782,136,59.36,3.96,78799
783,783,53,37.19,5.37,57148
784,784,169,23.05,5.78,21014
785,785,181,70.39,2.08,46559
786,786,65,34.84,1.53,75900
787,787,65,63.89,4.55,62444
788,788,115,44.53,7.57,62525
789,789,186,47.10,5.97,43310
790,790,58,48.79,2.57,47989
791,791,166,39.40,7.04,40598
792,792,93,65.03,3.08,72821
793,793,82,33.78,4.91,46528
794,794,191,67.17,8.72,57274
795,795,112,48.29,8.87,71066
796,796,115,40.02,7.63,25610
797,797,168,23.90,2.87,31168
798,798,100,59.29,7.84,31771
799,799,163,43.17,3.53,31899
800,800,79,9.69,7.72,49635
801,801,68,31.37,3.66,20398
802,802,89,30.55,1.73,61009
803,803,189,30.65,9.99,23975
804,804,140,5.59,1.29,46542
805,805,196,37.70,6.38,47661
806,806,96,13.26,4.91,43371
807,807,95,53.57,0.95,17614
808,808,185,16.57,5.79,49581
809,809,83,20.17,4.44,55279
810,810,56,0.95,3.36,66357
811,811,124,49.52,7.58,66183
812,812,175,57.53,4.79,54753
813,813,63,22.41,3.91,63027
814,814,113,70.80,5.49,77021
815,815,89,28.15,0.15,18381
816,816,60,45.44,6.46,21575
817,817,196,28.39,5.34,39651
818,818,81,54.72,2.10,52550
819,819,85,49.80,5.19,38876
820,820,143,50.03,6.13,24991
821,821,170,33.27,4.44,43067
822,822,108,33.85,0.41,21680
823,823,162,16.45,0.96,51912
