40,40,0.112,50,1.82,36,0.12,'High',3,'Booklice',7.9,10.10,'Low                 ',0.06,0.83,1.41,19.73,53.3,'Medium','Normal                   ','Stable','Significant Changes',0.02,0.00300,8,20.07,78.81
41,41,0.189,57,4.06,146,0.02,'Medium',3,NULL,7.0,10.90,'High                ',0.01,0.32,1.33,18.87,47.0,'Low','Critical                 ','Major Issues','No Changes',0.01,-0.01400,2,20.11,78.67
42,42,0.067,43,0.14,279,0.42,NULL,3,'Silverfish',7.6,9.00,'Medium              ',0.06,0.67,0.6,19.50,45.2,'Low','Critical                 ','Stable','No Changes',0.12,0.07400,4,20.61,78.36
43,43,0.083,56,3.93,109,0.02,'Medium',1,NULL,6.2,6.80,'High                ',0.02,0.91,1.7,21.99,46.8,'Low','Critical                 ','Major Issues','Significant Changes',0.06,-0.08000,8,20.47,78.38
44,44,0.075,45,0.51,9,0.29,'Medium',1,'Beetles',7.3,9.20,'Low                 ',0.09,0.73,1.1,20.48,50.3,'High','Normal                   ','Stable','Significant Changes',0.45,0.08200,7,20.41,78.19
45,45,0.398,51,2.77,458,0.10,'Medium',10,'Silverfish',7.4,8.10,'High                ',0.08,0.25,1.93,19.67,51.2,'Low','Normal                   ','Stable','No Changes',0.23,0.00500,4,20.96,78.09
46,46,0.075,39,2.39,174,0.75,NULL,8,'Moths',7.2,6.20,'High                ',0.09,0.21,1.75,18.44,51.4,NULL,'Critical                 ','Minor Issues','Significant Changes',0.32,-0.00800,6,20.64,78.50
47,47,0.283,33,2.41,284,0.81,'Medium',3,'Booklice',7.1,7.00,'High                ',0.07,0.62,0.5,18.79,52.5,'High','Critical                 ','Minor Issues','Minor Changes',0.06,-0.10000,3,20.77,78.17
48,48,0.475,57,0.36,479,0.76,NULL,9,'Booklice',6.5,6.80,'Medium              ',0.09,0.54,0.73,20.32,48.1,'Low','Attention Required       ','Major Issues','Significant Changes',0.39,-0.07800,3,20.47,78.36
49,49,0.191,41,2.55,500,0.33,'Medium',6,NULL,6.1,8.20,'Medium              ',0.08,0.98,1.38,19.45,50.0,'Low','Normal                   ','Stable','Minor Changes',0.28,-0.09100,2,20.37,78.19
50,50,0.462,47,1.28,324,0.49,'Medium',4,'Beetles',6.3,9.80,'High                ',0.07,0.36,1.49,18.06,46.7,'High','Attention Required       ','Stable','Significant Changes',0.15,-0.00800,6,20.67,78.52
51,51,0.163,44,1.52,439,0.78,'Medium',2,NULL,7.8,11.40,'Low                 ',0.00,0.90,1.74,19.37,48.7,'High','Attention Required       ','Stable','Minor Changes',0.30,0.08600,4,20.12,78.50
52,52,0.227,50,0.96,214,0.36,'Medium',2,'Beetles',7.3,7.60,'Medium              ',0.05,0.73,0.15,18.32,53.1,'High','Attention Required       ','Stable','Minor Changes',0.06,-0.09200,8,20.41,78.66
53,53,0.292,41,1.41,105,0.24,NULL,2,'Silverfish',6.3,10.60,'Medium              ',0.07,0.13,1.41,20.63,50.4,NULL,'Critical                 ','Stable','Significant Changes',0.07,-0.03700,8,20.49,78.61
54,54,0.125,39,0.46,403,0.28,'High',3,'Moths',7.6,9.10,'Low                 ',0.01,0.56,1.32,19.87,48.8,'Low','Critical                 ','Minor Issues','Minor Changes',0.35,0.03900,2,20.88,78.46
55,55,0.326,38,3.16,65,0.42,'Low',2,NULL,6.1,6.80,'Medium              ',0.09,0.19,0.02,21.33,54.2,NULL,'Normal                   ','Stable','Minor Changes',0.14,0.01100,8,20.56,78.84
56,56,0.404,40,4.04,382,0.89,'Low',9,'Booklice',7.4,6.40,'Low                 ',0.04,0.38,0.06,21.32,54.2,'Low','Attention Required       ','Major Issues','Minor Changes',0.30,0.06300,6,20.59,78.38
57,57,0.001,47,3.20,483,0.82,'Low',3,NULL,7.6,9.80,'Low                 ',0.04,0.25,1.68,18.00,50.8,'Low','Normal                   ','Stable','No Changes',0.49,0.05900,1,20.52,78.84
58,58,0.11,49,4.49,98,0.37,'Medium',8,'Booklice',6.0,8.30,'High                ',0.10,0.30,0.22,19.10,53.4,NULL,'Attention Required       ','Major Issues','Minor Changes',0.32,0.08800,5,20.41,78.73
59,59,0.434,46,4.23,406,0.77,NULL,6,'Booklice',6.4,6.40,'Medium              ',0.01,0.43,0.11,21.00,45.7,'Medium','Normal                   ','Minor Issues','Significant Changes',0.27,-0.03200,6,20.25,78.83
60,60,0.12,57,0.05,139,0.53,NULL,7,'Beetles',7.4,9.00,'Low                 ',0.05,0.53,0.8,18.58,47.6,'Medium','Attention Required       ','Stable','Significant Changes',0.28,0.03800,6,20.77,78.18
61,61,0.101,32,2.06,138,0.88,'Medium',7,'Silverfish',6.1,7.90,'Medium              ',0.02,0.78,NULL,20.02,49.9,'Medium','Attention Required       ','Minor Issues','Minor Changes',0.39,-0.01900,0,20.75,78.91
62,62,0.26,60,4.02,33,0.79,'High',10,'Moths',7.4,6.50,'High                ',0.06,0.94,0.98,21.69,49.9,'Medium','Attention Required       ','Minor Issues','Minor Changes',0.18,0.01400,8,20.19,78.61
63,63,0.498,51,3.04,114,0.13,'Low',9,NULL,7.2,7.70,'High                ',0.04,0.72,0.52,18.09,49.2,'Medium','Normal                   ','Stable','No Changes',0.28,0.04500,4,20.25,78.46
64,64,0.294,60,4.45,374,0.26,'Medium',2,NULL,7.2,7.10,'Low                 ',0.02,0.70,0.38,20.67,52.4,'Low','Normal                   ','Major Issues','No Changes',0.42,-0.06800,3,20.40,78.37
65,65,0.245,38,4.35,349,0.60,'Medium',6,'Silverfish',7.2,7.80,'High                ',0.02,0.01,0.95,20.58,54.9,'Medium','Normal                   ','Stable','No Changes',0.08,0.05100,2,20.10,78.74
66,66,0.365,52,3.43,161,0.88,'Medium',5,'Booklice',6.5,7.70,'Medium              ',0.01,0.58,1.27,19.44,46.4,NULL,'Critical                 ','Stable','Minor Changes',0.11,0.06400,1,20.20,78.49
67,67,0.426,49,0.31,360,0.79,NULL,NULL,'Silverfish',6.6,10.40,'High                ',0.01,0.12,0.82,21.86,48.8,'High','Attention Required       ','Major Issues','No Changes',0.18,-0.05100,3,20.23,78.49
68,68,0.321,30,4.81,196,0.61,'Low',3,'Beetles',6.7,11.30,'Medium              ',0.10,0.66,0.1,21.15,51.6,'Medium','Normal                   ','Minor Issues','Significant Changes',0.39,0.07200,8,20.42,79.00
69,69,0.451,32,3.20,349,0.05,NULL,9,'Silverfish',6.6,6.60,'High                ',0.00,0.67,1.43,21.43,51.3,'High','Critical                 ','Minor Issues','Significant Changes',0.22,0.07600,0,20.04,78.23
70,70,0.286,34,0.02,309,0.86,'Low',10,'Moths',6.3,9.50,'Low                 ',0.10,0.82,0.13,21.19,49.7,'Medium','Normal                   ','Minor Issues','Significant Changes',0.23,0.08600,6,20.07,78.63
71,71,0.337,45,3.54,37,0.28,'Medium',NULL,'Beetles',7.6,11.00,'High                ',0.02,0.52,0.77,20.04,49.6,NULL,'Attention Required       ','Minor Issues','Minor Changes',0.25,0.06200,4,20.51,78.73
72,72,0.134,39,4.76,79,0.59,'Low',8,'Moths',6.7,8.80,'Medium              ',0.09,0.66,0.84,20.35,45.3,'Medium','Normal                   ','Stable','Significant Changes',0.08,-0.06200,7,20.37,78.39
73,73,0.085,39,0.72,55,1.00,'Medium',8,'Beetles',7.5,6.70,'High                ',0.02,0.75,0.32,18.34,53.2,'Low','Normal                   ','Minor Issues','No Changes',0.47,-0.07300,5,20.98,78.21
74,74,0.274,48,1.65,459,0.68,'Medium',10,'Booklice',6.9,7.10,'High                ',0.07,0.86,0.6,21.12,47.3,NULL,'Critical                 ','Major Issues','No Changes',0.19,0.09000,0,21.00,78.30
75,75,0.317,50,4.19,478,0.47,'Medium',4,NULL,6.8,9.00,'Low                 ',0.06,0.11,1.4,18.01,52.1,NULL,'Attention Required       ','Major Issues','No Changes',0.03,-0.01300,5,20.11,78.51
76,76,0.148,38,4.16,439,0.43,'Low',6,'Silverfish',6.2,8.50,'High                ',0.10,0.85,1.32,21.27,54.3,'Low','Normal                   ','Minor Issues','Minor Changes',0.30,-0.08800,7,20.73,78.97
77,77,0.13,48,0.31,321,0.47,'High',4,'Beetles',6.4,11.50,'High                ',0.05,0.55,1.57,21.54,50.2,'Medium','Critical                 ','Stable','Minor Changes',0.37,0.01000,2,20.99,78.67
78,78,0.069,41,2.09,12,0.12,'Medium',6,'Booklice',6.6,8.10,'Medium              ',0.06,0.28,0.38,21.76,52.6,NULL,'Attention Required       ','Stable','No Changes',0.26,0.04500,0,20.22,78.07
79,79,0.157,52,2.37,437,0.78,'Medium',10,NULL,6.6,11.90,'Low                 ',0.08,0.11,0.46,21.68,48.3,'Medium','Attention Required       ','Minor Issues','Significant Changes',0.19,-0.07100,8,20.31,78.32
80,80,0.068,46,4.71,135,0.24,'High',6,'Silverfish',6.4,8.10,'High                ',0.03,0.85,0.01,21.54,45.2,'High','Attention Required       ','Major Issues','Significant Changes',0.44,-0.06800,6,20.99,78.11
81,81,0.147,51,0.46,164,0.60,NULL,7,NULL,6.0,10.80,'High                ',0.05,0.81,1.83,20.73,54.4,'Low','Critical                 ','Minor Issues','Significant Changes',0.14,0.06600,0,20.59,78.36
82,82,0.09,30,1.50,147,0.20,'Low',7,'Moths',7.0,8.50,'Low                 ',0.08,0.09,0.74,21.06,53.3,'High','Critical                 ','Stable','Minor Changes',0.06,-0.05100,5,20.38,78.16
83,83,0.167,59,1.15,178,0.90,'Medium',10,NULL,6.0,10.00,'Medium              ',0.08,0.32,0.09,18.06,47.2,'High','Attention Required       ','Stable','No Changes',0.04,0.05200,6,20.27,78.64
84,84,0.132,39,3.04,249,0.13,'High',6,'Booklice',7.0,9.40,'Low                 ',0.06,0.41,0.63,20.00,52.4,'Medium','Critical                 ','Major Issues','No Changes',0.21,0.05300,7,20.59,78.30
85,85,0.44,49,3.37,136,0.09,'Low',5,NULL,6.3,11.80,'Low                 ',0.08,0.24,1.37,19.26,53.9,NULL,'Attention Required       ','Minor Issues','Significant Changes',0.50,-0.07400,3,20.60,78.40
86,86,0.284,49,1.49,410,0.46,'Low',10,'Booklice',6.9,11.50,'High                ',0.07,0.66,1.65,21.01,49.9,'Medium','Normal                   ','Stable','Minor Changes',0.15,0.07700,1,20.91,78.99
87,87,0.108,52,3.32,6,0.48,'Low',1,'Moths',7.6,8.20,'Low                 ',0.04,0.53,1.79,18.96,52.3,'Low','Critical                 ','Stable','No Changes',0.15,0.06400,3,20.50,78.85
88,88,0.314,35,3.97,141,0.33,NULL,2,'Moths',6.7,7.00,'High                ',0.08,0.31,1.1,21.06,49.4,'Medium','Critical                 ','Minor Issues','Significant Changes',0.14,-0.07800,1,20.08,78.72
89,89,0.34,56,1.45,436,0.86,'Medium',7,'Beetles',7.2,7.40,'High                ',0.06,0.17,0.76,21.56,53.2,'Low','Critical                 ','Major Issues','Minor Changes',0.19,0.03200,5,20.90,78.11
90,90,0.497,32,1.40,312,0.97,'High',7,'Silverfish',7.0,10.90,'High                ',0.06,0.88,0.39,19.15,52.0,'Medium','Critical                 ','Major Issues','Minor Changes',0.44,-0.05600,5,20.24,78.11
91,91,0.354,56,4.37,364,0.79,'Low',7,NULL,6.6,11.60,'Medium              ',0.06,0.94,0.39,20.61,52.2,'High','Normal                   ','Minor Issues','Significant Changes',0.09,0.00700,1,20.19,78.38
92,92,0.36,30,2.35,466,0.76,'Low',4,'Booklice',6.6,7.30,'Low                 ',0.07,0.70,0.34,18.48,49.3,'Low','Critical                 ','Major Issues','No Changes',0.14,0.03400,7,20.30,78.07
93,93,0.124,55,1.05,474,0.66,NULL,1,'Moths',7.1,10.40,'Medium              ',0.08,0.36,1.69,18.86,49.0,'Medium','Critical                 ','Minor Issues','No Changes',0.29,0.02200,1,20.23,78.74
94,94,0.446,49,1.82,198,0.33,NULL,6,'Beetles',6.0,10.10,'Medium              ',0.02,0.38,1.29,21.87,48.7,'Medium','Attention Required       ','Stable','No Changes',0.37,-0.02700,8,20.90,78.87
95,95,0.024,31,1.42,369,0.40,NULL,4,NULL,8.0,7.10,'Low                 ',0.00,0.94,0.01,19.66,48.1,'High','Normal                   ','Major Issues','Significant Changes',0.47,-0.00600,7,20.42,78.96
96,96,0.341,59,1.15,171,0.92,'High',4,'Silverfish',6.8,7.20,'Low                 ',0.03,0.42,1.09,20.41,47.4,NULL,'Normal                   ','Minor Issues','Significant Changes',0.15,-0.05200,2,20.47,78.24
97,97,0.467,53,0.81,37,0.11,NULL,4,'Booklice',7.7,11.40,'Low                 ',0.02,0.47,1.24,20.57,51.5,NULL,'Critical                 ','Major Issues','No Changes',0.08,0.06000,8,20.51,78.90
98,98,0.077,41,3.87,276,0.40,NULL,NULL,NULL,6.1,8.10,'High                ',0.08,0.51,1.1,19.55,49.1,NULL,'Attention Required       ','Stable','Minor Changes',0.03,-0.00300,1,20.78,78.01
99,99,0.429,47,3.73,459,0.57,'Low',5,NULL,6.9,6.40,'Low                 ',0.09,0.72,1.17,21.17,51.3,'High','Normal                   ','Major Issues','Significant Changes',0.17,-0.05800,9,20.58,78.55
100,100,0.207,56,3.13,299,0.87,NULL,6,'Booklice',6.3,11.10,'Low                 ',0.06,0.33,0.15,18.65,53.1,'High','Attention Required       ','Stable','No Changes',0.20,-0.02800,9,20.94,78.74
101,101,0.378,55,2.13,247,0.56,'Medium',10,'Moths',7.6,11.30,'Low                 ',0.07,0.08,0.71,18.63,49.5,'Low','Attention Required       ','Major Issues','Significant Changes',0.46,0.00400,6,20.52,78.59
102,102,0.238,32,2.42,423,0.55,'Medium',4,'Booklice',6.4,7.80,'High                ',0.01,0.67,0.28,20.11,52.5,'Medium','Normal                   ','Minor Issues','Minor Changes',0.21,0.02000,7,20.32,78.59
103,103,0.259,59,2.29,173,0.53,NULL,10,'Booklice',8.0,11.00,'Low                 ',0.03,0.82,1.92,19.19,54.9,NULL,'Critical                 ','Stable','Minor Changes',0.12,0.08000,5,20.53,78.49
104,104,0.233,35,2.24,410,0.16,'Low',2,'Beetles',7.2,7.50,'High                ',0.07,0.64,0.37,20.69,53.2,NULL,'Critical                 ','Major Issues','Minor Changes',0.06,0.06500,8,20.76,78.39
105,105,0.28,45,4.71,1,0.73,NULL,4,'Moths',6.0,11.40,'Low                 ',0.01,0.79,1.27,18.14,49.9,'Low','Critical                 ','Major Issues','No Changes',0.15,0.05100,4,20.51,78.50
106,106,0.333,50,0.67,494,0.06,'Medium',10,'Silverfish',7.9,8.50,'Low                 ',0.10,0.34,0.21,21.83,48.4,'High','Critical                 ','Stable','No Changes',0.28,-0.09000,1,20.62,78.52
107,107,0.376,59,1.72,295,0.36,'Low',4,'Booklice',7.9,9.70,'High                ',0.02,0.75,0.8,19.03,49.2,'High','Normal                   ','Stable','Significant Changes',0.40,-0.04000,4,20.59,78.48
108,108,0.442,31,1.23,277,0.32,'High',3,'Booklice',6.2,7.90,'Medium              ',0.05,0.70,1.72,20.87,52.0,'Medium','Critical                 ','Stable','Significant Changes',0.48,0.04200,2,20.68,78.91
109,109,0.393,40,2.63,443,0.83,'Low',NULL,'Silverfish',6.7,8.00,'Medium              ',0.09,0.98,0.14,20.30,51.9,'Medium','Critical                 ','Major Issues','Minor Changes',0.43,-0.04900,8,20.81,78.52
110,110,0.035,39,4.33,414,0.50,'Medium',2,'Moths',6.8,11.50,'Low                 ',0.04,0.62,1.6,19.05,49.2,NULL,'Attention Required       ','Major Issues','No Changes',0.23,0.06400,2,20.73,78.37
111,111,0.471,38,3.11,307,0.20,'Medium',9,NULL,6.2,7.00,'Medium              ',0.09,0.49,1.6,19.55,47.2,'Low','Attention Required       ','Stable','Minor Changes',0.30,0.07500,1,20.92,78.50
112,112,0.48,39,2.82,89,0.70,NULL,10,NULL,6.4,10.60,'Medium              ',0.05,0.05,0.82,18.88,54.8,'Low','Normal                   ','Minor Issues','Significant Changes',NULL,0.06600,4,20.43,78.42
113,113,0.22,47,0.45,340,0.66,'Medium',1,'Silverfish',7.2,6.50,'Low                 ',0.07,0.85,1.84,20.52,55.0,'Low','Normal                   ','Minor Issues','No Changes',0.41,-0.03500,5,20.64,78.64
114,114,0.389,57,3.18,127,0.99,'Medium',7,'Moths',7.2,6.40,'Medium              ',0.02,0.69,1.59,20.17,45.1,'High','Normal                   ','Major Issues','Minor Changes',0.01,-0.04900,5,20.20,78.26
115,115,0.159,46,2.50,161,0.46,'Low',6,'Silverfish',7.7,6.10,'High                ',0.01,0.65,0.46,19.93,45.9,NULL,'Critical                 ','Stable','No Changes',0.04,0.06700,1,20.43,78.77
116,116,0.017,52,2.63,445,0.42,'High',10,'Moths',7.6,11.90,'Medium              ',0.06,0.46,0.56,20.54,51.7,NULL,'Critical                 ','Minor Issues','Minor Changes',0.09,0.04100,3,20.89,78.40
117,117,0.421,56,0.95,180,0.44,'Low',8,'Booklice',7.2,10.60,'Medium              ',0.05,0.13,0.61,20.89,54.7,'Low','Normal                   ','Stable','No Changes',0.43,-0.08700,1,20.62,78.32
118,118,0.491,33,0.47,348,0.86,NULL,10,NULL,6.0,11.00,'Low                 ',0.02,0.17,1.78,19.42,49.3,'High','Attention Required       ','Stable','Minor Changes',0.24,0.09800,8,20.68,78.54
119,119,0.408,48,2.84,298,0.48,'Medium',6,'Silverfish',6.7,8.60,'Medium              ',0.05,0.10,0.95,21.65,54.0,'Low','Normal                   ','Major Issues','Minor Changes',0.21,-0.06100,4,20.55,78.09
120,120,0.229,42,3.86,248,0.72,'Medium',1,'Booklice',7.0,6.60,'Low                 ',0.01,0.91,1.31,19.51,54.6,'Medium','Normal                   ','Stable','No Changes',0.34,0.06600,6,20.74,78.58
121,121,0.358,59,0.52,7,0.60,NULL,8,'Beetles',6.8,10.00,'High                ',0.04,0.62,0.39,19.28,54.9,'Medium','Attention Required       ','Minor Issues','Minor Changes',0.01,-0.05300,2,20.75,78.94
122,122,0.11,37,1.40,410,0.20,'Medium',4,'Silverfish',7.7,8.20,'Medium              ',0.08,0.83,0.7,21.49,48.4,'High','Attention Required       ','Major Issues','Significant Changes',0.14,0.08500,2,20.26,78.44
123,123,0.376,43,1.56,249,0.70,'High',5,'Beetles',7.6,6.20,'High                ',0.07,0.48,1.77,19.11,54.0,NULL,'Attention Required       ','Stable','No Changes',0.18,0.02700,4,20.27,78.53
124,124,0.295,35,4.65,115,0.47,'High',6,'Booklice',8.0,6.40,'Medium              ',0.01,0.75,1.85,18.30,52.4,'High','Critical                 ','Stable','Minor Changes',0.01,-0.05000,7,20.53,78.83
125,125,0.34,51,4.39,100,0.34,'Medium',9,'Beetles',6.5,8.40,'Medium              ',0.03,0.49,0.44,21.45,54.7,'High','Attention Required       ','Stable','Significant Changes',0.46,0.03800,3,20.07,78.68
126,126,0.184,60,2.48,228,0.69,NULL,1,'Silverfish',7.9,7.60,'High                ',0.05,0.48,1.84,18.19,49.0,'Low','Attention Required       ','Minor Issues','No Changes',0.10,0.09700,9,20.06,78.95
127,127,0.449,46,0.46,384,0.61,'High',6,NULL,7.9,11.90,'Medium              ',0.00,0.13,1.14,19.11,52.2,'Medium','Normal                   ','Stable','No Changes',0.05,0.00800,4,20.11,78.65
128,128,0.166,43,0.21,152,0.86,'High',8,'Moths',7.2,8.70,'Medium              ',0.02,0.18,0.21,21.44,45.8,'High','Attention Required       ','Stable','Significant Changes',0.35,-0.07700,0,20.46,78.70
