'SC3079      ','ART23155',96.0,'Glass','Good','Good                     ','Replace Now','Replace Soon        ','2024-09-17',74,89.70,0.1,-4,'Maintenance','Active','Active    ','Testing'
'SC8818      ','ART87883',99.2,'Glass','Poor','Overdue                  ','Clean','Replace Soon        ','2025-02-09',76,94.20,0.42,-4,'Active','Standby','Testing   ','Ready'
'SC3545      ','ART44432',96.4,'Glass','Excellent','Good                     ','Replace Soon','Replace Now         ','2024-12-02',87,91.10,0.32,-2,'Active','Maintenance','Testing   ','Maintenance'
'SC4696      ','ART77091',91.4,'Tempered Glass','Fair','Good                     ','Replace Now','Replace Soon        ','2024-11-26',76,62.70,0.43,-2,'Active','Maintenance','Testing   ','Testing'
'SC7071      ','ART30247',90.1,'Glass','Poor','Good                     ','Replace Now','Replace Soon        ','2024-11-08',93,87.90,0.3,-3,'Standby','Standby','Standby   ','Ready'
'SC1850      ','ART54391',93.2,'Acrylic','Poor','Due                      ','Clean','Replace Soon        ','2024-12-17',91,66.70,0.21,1,'Maintenance','Standby','Standby   ','Ready'
'SC4433      ','ART49538',95.3,'Tempered Glass','Poor','Due                      ','Replace Now','Replace Now         ','2024-11-03',97,63.50,0.32,0,'Standby','Maintenance','Standby   ','Maintenance'
'SC1893      ','ART79242',98.6,'Tempered Glass','Fair','Overdue                  ','Clean','Replace Now         ','2024-09-07',86,79.90,0.3,0,'Standby','Maintenance','Testing   ','Ready'
'SC9863      ','ART23455',95.0,'Tempered Glass','Fair','Good                     ','Replace Soon','Replace Soon        ','2024-12-07',85,88.80,0.11,-1,'Maintenance','Active','Standby   ','Ready'
'SC4299      ','ART75266',97.1,'Acrylic','Excellent','Overdue                  ','Replace Soon','Replace Now         ','2024-11-04',82,68.80,0.44,0,'Maintenance','Active','Standby   ','Maintenance'
'SC6687      ','ART85937',99.5,'Tempered Glass','Fair','Good                     ','Clean','Replace Soon        ','2024-10-30',95,88.00,0.47,3,'Active','Standby','Active    ','Testing'
'SC5412      ','ART67347',97.6,'Glass','Fair','Due                      ','Replace Soon','Replace Now         ','2024-11-09',99,89.80,0.31,-3,'Maintenance','Active','Standby   ','Testing'
'SC9342      ','ART89393',91.7,'Acrylic','Good','Overdue                  ','Clean','Active              ','2024-10-31',84,90.00,0.31,3,'Active','Maintenance','Active    ','Maintenance'
'SC7260      ','ART45377',97.4,'Acrylic','Good','Good                     ','Replace Now','Replace Soon        ','2024-12-11',95,73.60,0.21,3,'Standby','Standby','Testing   ','Maintenance'
'SC2684      ','ART70054',96.1,'Tempered Glass','Fair','Overdue                  ','Replace Soon','Replace Soon        ','2024-10-07',81,86.00,0.42,-2,'Maintenance','Maintenance','Standby   ','Testing'
'SC5945      ','ART64175',93.1,'Glass','Poor','Good                     ','Replace Soon','Replace Soon        ','2024-09-18',99,70.80,0.2,NULL,'Active','Active','Testing   ','Maintenance'
'SC4761      ','ART73040',97.1,'Glass','Poor','Due                      ','Replace Soon','Replace Now         ','2024-11-28',88,73.10,0.14,0,'Maintenance','Standby','Testing   ','Maintenance'
'SC9271      ','ART97169',98.1,'Acrylic','Fair','Due                      ','Clean','Replace Now         ','2024-09-28',81,92.20,0.07,3,'Active','Standby','Active    ','Maintenance'
'SC8944      ','ART27258',99.8,'Glass','Excellent','Overdue                  ','Clean','Active              ','2024-09-25',80,82.30,0.22,2,'Maintenance','Active','Testing   ','Ready'
'SC8624      ','ART19807',90.6,'Acrylic','Fair','Good                     ','Replace Soon','Replace Now         ','2024-12-20',94,92.00,0.1,4,'Maintenance','Standby','Active    ','Maintenance'
'SC4871      ','ART56964',96.0,'Tempered Glass','Fair','Due                      ','Replace Soon','Active              ','2025-02-14',80,88.30,0.23,4,'Standby','Active','Standby   ','Ready'
'SC6413      ','ART52327',93.3,'Acrylic','Fair','Due                      ','Replace Now','Active              ','2024-11-15',92,74.90,0.04,3,'Active','Standby','Standby   ','Testing'
'SC8654      ','ART95026',90.9,'Acrylic','Fair','Good                     ','Replace Now','Replace Now         ','2025-01-04',91,87.20,0.39,-2,'Standby','Maintenance','Testing   ','Maintenance'
'SC7973      ','ART75963',92.7,'Glass','Poor','Due                      ','Clean','Replace Now         ','2024-08-23',79,82.30,0.11,4,'Standby','Standby','Standby   ','Maintenance'
'SC4879      ','ART74018',94.7,'Acrylic','Excellent','Due                      ','Clean','Replace Soon        ','2024-11-26',74,86.40,0.43,2,'Maintenance','Standby','Standby   ','Testing'
'SC4487      ','ART33769',90.1,'Tempered Glass','Good','Overdue                  ','Replace Soon','Replace Soon        ','2024-11-16',87,79.20,0.26,4,'Active','Active','Standby   ','Maintenance'
'SC1906      ','ART49793',93.4,'Tempered Glass','Fair','Overdue                  ','Clean','Replace Now         ','2024-09-26',97,75.10,0.11,-1,'Standby','Maintenance','Testing   ','Ready'
'SC7530      ','ART84247',90.2,'Tempered Glass','Fair','Due                      ','Clean','Active              ','2024-10-07',79,78.40,0.5,0,'Active','Standby','Testing   ','Maintenance'
'SC4920      ','ART35668',98.9,'Glass','Excellent','Due                      ','Replace Now','Active              ','2025-01-30',90,82.60,0.38,0,'Standby','Maintenance','Active    ','Maintenance'
'SC8266      ','ART55333',97.4,'Tempered Glass','Excellent','Due                      ','Replace Soon','Active              ','2024-11-09',97,81.60,0.28,0,'Maintenance','Standby','Standby   ','Ready'
'SC6336      ','ART78189',97.0,'Tempered Glass','Poor','Overdue                  ','Clean','Active              ','2024-11-14',86,61.30,0.31,1,'Maintenance','Active','Active    ','Ready'
'SC2048      ','ART98570',92.0,'Tempered Glass','Good','Overdue                  ','Replace Now','Replace Now         ','2024-11-12',96,91.20,0.32,3,'Maintenance','Maintenance','Testing   ','Ready'
'SC2124      ','ART86437',96.0,'Tempered Glass','Excellent','Due                      ','Replace Now','Active              ','2024-09-01',73,87.00,0.24,1,'Maintenance','Maintenance','Testing   ','Ready'
'SC2696      ','ART77193',92.6,'Glass','Excellent','Due                      ','Replace Soon','Replace Soon        ','2024-12-04',92,61.40,0.09,3,'Standby','Maintenance','Standby   ','Maintenance'
'SC3523      ','ART11997',91.5,'Tempered Glass','Excellent','Good                     ','Replace Now','Replace Now         ','2024-11-16',93,72.50,0.04,-4,'Active','Active','Testing   ','Maintenance'
'SC9478      ','ART71036',94.3,'Tempered Glass','Excellent','Overdue                  ','Replace Soon','Active              ','2024-12-07',95,83.30,0.4,-2,'Maintenance','Standby','Active    ','Ready'
'SC9183      ','ART74448',95.1,'Tempered Glass','Good','Due                      ','Replace Now','Replace Now         ','2025-01-17',70,76.70,0.27,-4,'Maintenance','Active','Testing   ','Ready'
'SC8834      ','ART16032',99.3,'Acrylic','Excellent','Overdue                  ','Replace Now','Replace Now         ','2024-12-12',79,90.20,0.25,-4,'Standby','Active','Testing   ','Ready'
'SC5901      ','ART75678',91.8,'Tempered Glass','Poor','Due                      ','Replace Now','Active              ','2024-11-06',89,69.70,0.38,1,'Maintenance','Maintenance','Testing   ','Testing'
'SC2185      ','ART62574',98.1,'Tempered Glass','Fair','Good                     ','Replace Now','Active              ','2024-09-01',77,99.40,0.22,2,'Standby','Maintenance','Standby   ','Testing'
'SC9797      ','ART74715',90.7,'Glass','Excellent','Overdue                  ','Replace Soon','Active              ','2024-10-18',74,87.10,0.4,1,'Standby','Standby','Testing   ','Ready'
'SC5775      ','ART15630',91.4,'Tempered Glass','Fair','Good                     ','Replace Now','Active              ','2025-01-07',70,68.10,0.03,4,'Standby','Maintenance','Active    ','Maintenance'
'SC2127      ','ART71177',94.1,'Glass','Excellent','Overdue                  ','Clean','Replace Soon        ','2025-02-01',75,92.00,0.31,-1,'Maintenance','Maintenance','Active    ','Maintenance'
'SC2989      ','ART34027',91.3,'Glass','Fair','Good                     ','Clean','Active              ','2025-01-07',87,64.40,0.09,0,'Standby','Active','Testing   ','Ready'
'SC8994      ','ART66667',94.5,'Glass','Excellent','Due                      ','Replace Now','Replace Soon        ','2025-01-10',75,70.20,0.14,-2,'Active','Active','Active    ','Ready'
'SC5706      ','ART32567',90.9,'Glass','Excellent','Due                      ','Replace Now','Replace Now         ','2024-11-11',90,62.50,0.14,-2,'Active','Standby','Active    ','Testing'
'SC5043      ','ART32207',92.6,'Glass','Fair','Good                     ','Clean','Replace Now         ','2024-10-03',80,93.10,0.3,3,'Standby','Maintenance','Standby   ','Ready'
'SC3219      ','ART89880',94.1,'Tempered Glass','Fair','Due                      ','Replace Now','Active              ','2024-09-28',84,60.20,0.37,-1,'Active','Maintenance','Active    ','Maintenance'
'SC1885      ','ART41900',99.2,'Acrylic','Excellent','Good                     ','Replace Soon','Replace Soon        ','2024-09-30',90,62.40,0.32,-2,'Active','Active','Standby   ','Testing'
'SC3005      ','ART51066',99.3,'Acrylic','Fair','Overdue                  ','Clean','Replace Now         ','2024-12-08',70,68.60,0.13,1,'Standby','Maintenance','Active    ','Ready'
'SC8682      ','ART96778',94.4,'Tempered Glass','Fair','Overdue                  ','Replace Now','Replace Soon        ','2024-11-30',96,67.10,0.43,2,'Active','Active','Testing   ','Maintenance'
'SC2601      ','ART14428',93.9,'Tempered Glass','Excellent','Good                     ','Clean','Replace Now         ','2024-11-22',83,64.10,0.14,-2,'Active','Active','Active    ','Ready'
'SC9937      ','ART24037',96.0,'Glass','Fair','Due                      ','Replace Soon','Replace Now         ','2024-11-21',90,87.00,0.02,-4,'Active','Standby','Testing   ','Maintenance'
'SC4467      ','ART56119',96.6,'Acrylic','Good','Overdue                  ','Replace Now','Replace Soon        ','2025-01-22',74,87.40,0.27,1,'Standby','Maintenance','Testing   ','Maintenance'
'SC6656      ','ART20918',93.0,'Glass','Fair','Due                      ','Replace Soon','Replace Now         ','2024-09-13',88,81.70,0.4,0,'Standby','Maintenance','Active    ','Ready'
'SC6504      ','ART72699',99.1,'Glass','Poor','Due                      ','Replace Soon','Active              ','2024-09-14',87,84.90,0.21,3,'Standby','Maintenance','Standby   ','Testing'
'SC2922      ','ART71203',95.9,'Glass','Fair','Good                     ','Replace Now','Replace Now         ','2024-12-17',77,87.80,0.48,3,'Active','Maintenance','Standby   ','Maintenance'
'SC7811      ','ART57819',90.7,'Glass','Fair','Due                      ','Clean','Replace Now         ','2024-11-06',71,99.90,0.15,5,'Standby','Standby','Testing   ','Ready'
'SC3475      ','ART99720',93.5,'Tempered Glass','Poor','Good                     ','Replace Soon','Replace Now         ','2025-01-29',94,77.90,0.24,2,'Standby','Active','Testing   ','Ready'
'SC6062      ','ART53791',94.2,'Acrylic','Fair','Overdue                  ','Replace Now','Replace Now         ','2024-10-27',75,96.00,0.3,-1,'Maintenance','Active','Testing   ','Maintenance'
'SC8359      ','ART64791',95.5,'Tempered Glass','Poor','Good                     ','Replace Now','Replace Soon        ','2024-11-20',87,61.40,0.44,-1,'Standby','Maintenance','Standby   ','Testing'
'SC3065      ','ART63153',91.0,'Glass','Excellent','Good                     ','Replace Soon','Replace Now         ','2024-11-12',92,85.20,0.33,-3,'Active','Maintenance','Testing   ','Maintenance'
'SC8486      ','ART99599',95.8,'Tempered Glass','Fair','Overdue                  ','Replace Now','Replace Soon        ','2025-02-04',73,91.30,0.43,-4,'Active','Standby','Testing   ','Ready'
'SC1487      ','ART92270',98.0,'Tempered Glass','Fair','Due                      ','Replace Now','Replace Soon        ','2025-02-11',76,67.60,0.05,0,'Standby','Active','Active    ','Testing'
'SC9777      ','ART59106',95.0,'Acrylic','Poor','Overdue                  ','Clean','Active              ','2024-11-26',87,70.80,0.35,-3,'Standby','Maintenance','Standby   ','Testing'
'SC8570      ','ART64367',90.9,'Glass','Excellent','Overdue                  ','Replace Soon','Replace Now         ','2024-08-30',96,64.50,0.22,-1,'Maintenance','Active','Active    ','Maintenance'
'SC1782      ','ART29176',98.8,'Tempered Glass','Excellent','Overdue                  ','Replace Now','Active              ','2025-01-09',75,87.50,0.25,-4,'Maintenance','Maintenance','Testing   ','Testing'
'SC2296      ','ART66971',98.8,'Tempered Glass','Poor','Good                     ','Replace Now','Replace Now         ','2024-10-17',99,93.80,0.16,-1,'Standby','Active','Active    ','Testing'
'SC9267      ','ART18099',90.7,'Glass','Good','Good                     ','Replace Now','Active              ','2024-10-09',75,84.00,0.06,-1,'Maintenance','Standby','Testing   ','Testing'
'SC3998      ','ART25088',95.2,'Glass','Good','Overdue                  ','Replace Soon','Replace Now         ','2024-11-17',88,76.30,0.19,-2,'Maintenance','Standby','Active    ','Ready'
'SC1253      ','ART69692',98.8,'Glass','Good','Due                      ','Replace Soon','Replace Soon        ','2024-11-02',93,93.70,0.06,3,'Active','Standby','Active    ','Maintenance'
'SC3082      ','ART51762',94.7,'Acrylic','Excellent','Good                     ','Replace Now','Active              ','2024-11-26',81,60.80,0.04,2,'Standby','Active','Testing   ','Testing'
'SC9086      ','ART47896',97.5,'Glass','Poor','Overdue                  ','Clean','Replace Now         ','2024-09-21',98,72.20,0.27,-3,'Standby','Active','Standby   ','Maintenance'
'SC9647      ','ART13944',95.4,'Glass','Fair','Good                     ','Clean','Active              ','2024-09-19',98,87.20,0.02,-4,'Standby','Standby','Testing   ','Maintenance'
'SC3066      ','ART45648',92.0,'Glass','Good','Overdue                  ','Replace Soon','Active              ','2025-01-14',78,72.90,0.41,3,'Standby','Standby','Active    ','Maintenance'
'SC7411      ','ART69396',91.3,'Glass','Good','Good                     ','Replace Soon','Replace Soon        ','2024-10-08',90,85.30,0.06,-4,'Maintenance','Active','Standby   ','Maintenance'
'SC4455      ','ART45572',91.4,'Glass','Excellent','Due                      ','Clean','Replace Now         ','2024-11-08',88,75.40,0.09,-1,'Active','Maintenance','Standby   ','Ready'
'SC8883      ','ART94538',96.2,'Acrylic','Good','Good                     ','Clean','Active              ','2025-02-12',73,83.20,0.36,-4,'Maintenance','Standby','Testing   ','Ready'
'SC5142      ','ART14093',98.5,'Glass','Good','Due                      ','Replace Soon','Replace Soon        ','2025-02-12',81,82.40,0.21,-1,'Standby','Maintenance','Standby   ','Ready'
'SC3200      ','ART31333',92.9,'Tempered Glass','Good','Due                      ','Clean','Replace Now         ','2025-02-13',86,69.20,0.31,-4,'Active','Standby','Active    ','Maintenance'
'SC9629      ','ART44866',91.4,'Tempered Glass','Fair','Due                      ','Clean','Replace Now         ','2025-01-11',83,99.30,0.15,-1,'Maintenance','Standby','Standby   ','Ready'
'SC6557      ','ART22236',97.1,'Glass','Fair','Good                     ','Replace Soon','Replace Soon        ','2024-11-22',80,99.70,0.2,-4,'Standby','Standby','Testing   ','Ready'
'SC4283      ','ART24363',96.8,'Glass','Poor','Due                      ','Replace Now','Replace Now         ','2025-01-02',94,84.10,0.34,-2,'Standby','Standby','Active    ','Ready'
'SC3749      ','ART12970',97.0,'Glass','Poor','Overdue                  ','Replace Now','Replace Soon        ','2025-01-03',86,60.50,0.06,-3,'Standby','Active','Testing   ','Testing'
'SC8688      ','ART86696',90.8,'Tempered Glass','Fair','Good                     ','Replace Soon','Replace Soon        ','2024-10-30',90,98.90,0.29,-2,'Active','Standby','Active    ','Ready'
'SC1772      ','ART54193',97.6,'Acrylic','Good','Good                     ','Replace Now','Replace Now         ','2024-12-04',77,79.90,0.08,2,'Standby','Maintenance','Standby   ','Ready'
'SC6849      ','ART49076',94.4,'Tempered Glass','Excellent','Overdue                  ','Clean','Replace Now         ','2024-09-12',98,70.70,0.14,-4,'Maintenance','Standby','Standby   ','Ready'
'SC3251      ','ART43209',98.9,'Glass','Poor','Due                      ','Replace Soon','Active              ','2025-02-02',94,95.40,0.15,4,'Standby','Active','Testing   ','Testing'
'SC9975      ','ART34850',95.8,'Tempered Glass','Excellent','Overdue                  ','Clean','Active              ','2024-09-17',91,90.50,0.36,4,'Maintenance','Maintenance','Active    ','Maintenance'
'SC6578      ','ART41552',91.2,'Glass','Fair','Overdue                  ','Replace Now','Replace Now         ','2024-11-15',93,82.30,0.11,-4,'Maintenance','Maintenance','Standby   ','Ready'
'SC3232      ','ART19184',93.5,'Acrylic','Good','Good                     ','Replace Now','Replace Soon        ','2025-01-04',79,67.10,0.25,0,'Standby','Standby','Standby   ','Testing'
'SC9690      ','ART61296',90.9,'Acrylic','Excellent','Due                      ','Clean','Replace Now         ','2024-12-04',98,94.00,0.35,-1,'Maintenance','Active','Standby   ','Ready'
'SC3533      ','ART10877',96.2,'Tempered Glass','Fair','Due                      ','Clean','Replace Now         ','2024-09-23',75,99.30,0.08,-3,'Standby','Maintenance','Testing   ','Ready'
'SC3992      ','ART20549',90.6,'Tempered Glass','Poor','Good                     ','Clean','Replace Now         ','2024-10-10',76,63.90,0.48,-4,'Maintenance','Standby','Standby   ','Ready'
'SC7972      ','ART98976',94.3,'Tempered Glass','Poor','Overdue                  ','Replace Soon','Replace Soon        ','2024-08-30',88,67.20,0.39,-2,'Active','Active','Testing   ','Maintenance'
'SC1402      ','ART23101',97.1,'Acrylic','Poor','Overdue                  ','Clean','Replace Now         ','2024-09-05',88,73.60,0.38,0,'Active','Maintenance','Active    ','Ready'
'SC3257      ','ART35857',97.5,'Tempered Glass','Excellent','Good                     ','Replace Soon','Replace Now         ','2024-12-02',70,76.20,0.4,-3,'Maintenance','Maintenance','Active    ','Maintenance'
'SC8311      ','ART32997',98.0,'Glass','Excellent','Good                     ','Clean','Replace Soon        ','2024-10-30',81,83.70,0.41,2,'Standby','Maintenance','Active    ','Maintenance'
'SC6544      ','ART15992',96.6,'Glass','Fair','Due                      ','Replace Now','Active              ','2024-11-08',83,86.20,0.1,3,'Active','Active','Testing   ','Maintenance'
'SC6905      ','ART16961',99.9,'Glass','Good','Overdue                  ','Replace Now','Active              ','2024-10-19',92,77.40,0.2,1,'Maintenance','Maintenance','Active    ','Ready'
'SC3309      ','ART85062',98.5,'Acrylic','Good','Due                      ','Replace Now','Active              ','2024-11-01',91,65.10,0.24,4,'Maintenance','Standby','Testing   ','Maintenance'
'SC8064      ','ART48891',93.8,'Glass','Fair','Good                     ','Replace Now','Active              ','2024-11-06',90,77.90,0.31,4,'Standby','Maintenance','Standby   ','Ready'
'SC5342      ','ART19391',100.0,'Glass','Poor','Good                     ','Replace Soon','Replace Now         ','2025-01-31',95,64.80,0.44,-1,'Maintenance','Standby','Active    ','Ready'
'SC4915      ','ART45353',96.6,'Acrylic','Fair','Good                     ','Replace Soon','Replace Now         ','2024-10-12',78,92.10,0.37,0,'Maintenance','Maintenance','Standby   ','Maintenance'
'SC6149      ','ART62822',96.3,'Acrylic','Fair','Good                     ','Clean','Replace Now         ','2024-12-02',84,78.40,0.38,4,'Standby','Active','Testing   ','Ready'
'SC1997      ','ART32952',96.4,'Acrylic','Good','Due                      ','Replace Now','Replace Soon        ','2025-01-28',89,74.70,0.37,0,'Standby','Maintenance','Standby   ','Ready'
'SC5831      ','ART75762',95.6,'Glass','Poor','Overdue                  ','Replace Now','Replace Now         ','2024-08-30',96,69.10,0.35,-1,'Maintenance','Maintenance','Active    ','Ready'
'SC7056      ','ART68475',92.0,'Tempered Glass','Fair','Good                     ','Replace Now','Replace Soon        ','2024-12-30',73,86.90,0.09,4,'Active','Maintenance','Testing   ','Ready'
'SC9707      ','ART52132',94.3,'Glass','Poor','Overdue                  ','Clean','Replace Soon        ','2024-11-02',94,73.50,0.43,-4,'Standby','Standby','Active    ','Ready'
'SC6547      ','ART94790',97.7,'Glass','Fair','Overdue                  ','Clean','Active              ','2024-09-24',78,60.60,0.49,NULL,'Standby','Maintenance','Active    ','Maintenance'
'SC7051      ','ART61992',95.5,'Tempered Glass','Poor','Good                     ','Replace Soon','Replace Now         ','2025-01-15',70,64.40,0.28,1,'Standby','Standby','Active    ','Testing'
'SC1135      ','ART17018',91.5,'Tempered Glass','Good','Due                      ','Replace Now','Active              ','2024-10-20',76,78.00,0.42,4,'Standby','Standby','Active    ','Ready'
'SC8888      ','ART28471',94.3,'Glass','Poor','Overdue                  ','Replace Now','Active              ','2024-11-07',96,95.80,0.43,0,'Maintenance','Maintenance','Active    ','Testing'
'SC3932      ','ART33180',95.7,'Tempered Glass','Good','Good                     ','Replace Now','Active              ','2024-12-31',76,63.50,0.34,2,'Active','Maintenance','Active    ','Testing'
'SC6892      ','ART11692',96.9,'Tempered Glass','Excellent','Good                     ','Replace Soon','Replace Soon        ','2024-09-15',82,81.80,0.33,-3,'Standby','Standby','Standby   ','Ready'
'SC7832      ','ART89295',93.7,'Acrylic','Excellent','Due                      ','Replace Now','Active              ','2025-02-16',72,97.80,0.49,2,'Active','Standby','Standby   ','Maintenance'
'SC9829      ','ART18814',96.9,'Glass','Excellent','Due                      ','Replace Now','Replace Now         ','2025-01-08',89,70.30,0.18,2,'Standby','Maintenance','Active    ','Testing'
'SC4873      ','ART51143',91.9,'Glass','Good','Due                      ','Replace Soon','Replace Soon        ','2024-12-22',78,86.30,0.05,4,'Active','Standby','Standby   ','Maintenance'
'SC2890      ','ART99610',93.0,'Tempered Glass','Fair','Overdue                  ','Replace Soon','Replace Soon        ','2024-08-23',76,82.50,0.4,-2,'Maintenance','Active','Testing   ','Ready'
'SC7437      ','ART16937',93.9,'Acrylic','Fair','Good                     ','Clean','Replace Now         ','2024-09-02',72,98.00,0.05,-1,'Active','Standby','Testing   ','Maintenance'
'SC6791      ','ART51120',95.7,'Tempered Glass','Poor','Due                      ','Replace Now','Replace Soon        ','2025-01-04',90,76.80,0.34,3,'Maintenance','Standby','Standby   ','Ready'
'SC5477      ','ART65334',97.1,'Glass','Excellent','Overdue                  ','Replace Now','Replace Soon        ','2025-02-17',70,62.50,0.03,-2,'Standby','Active','Standby   ','Maintenance'
'SC8626      ','ART70347',98.6,'Acrylic','Good','Good                     ','Replace Soon','Replace Soon        ','2024-10-05',94,60.30,0.16,-4,'Active','Maintenance','Active    ','Maintenance'
'SC9849      ','ART33322',99.4,'Tempered Glass','Excellent','Overdue                  ','Replace Soon','Active              ','2025-01-28',97,66.40,0.25,-2,'Maintenance','Maintenance','Standby   ','Maintenance'
'SC3738      ','ART36172',99.7,'Acrylic','Good','Due                      ','Replace Now','Replace Soon        ','2025-01-23',99,75.20,0.49,-4,'Active','Active','Testing   ','Maintenance'
'SC1982      ','ART65274',92.5,'Acrylic','Poor','Overdue                  ','Replace Now','Replace Now         ','2024-11-30',75,90.80,0.13,-1,'Standby','Active','Active    ','Testing'
'SC6455      ','ART19319',90.6,'Acrylic','Fair','Overdue                  ','Replace Now','Replace Now         ','2025-02-06',84,85.60,0.28,4,'Active','Active','Testing   ','Testing'
'SC2211      ','ART73961',99.3,'Tempered Glass','Excellent','Overdue                  ','Replace Now','Active              ','2024-10-08',94,60.30,0.06,-2,'Active','Standby','Testing   ','Testing'
'SC2239      ','ART81270',90.2,'Glass','Good','Due                      ','Clean','Replace Soon        ','2024-09-20',71,84.90,0.21,1,'Standby','Standby','Active    ','Testing'
'SC3677      ','ART35714',91.6,'Glass','Poor','Due                      ','Replace Soon','Replace Soon        ','2024-10-19',92,77.60,0.42,0,'Standby','Maintenance','Active    ','Ready'
'SC4561      ','ART82822',99.2,'Tempered Glass','Poor','Good                     ','Clean','Replace Now         ','2025-02-15',87,90.10,0.42,2,'Active','Standby','Testing   ','Ready'
'SC5286      ','ART60318',97.2,'Tempered Glass','Good','Good                     ','Replace Soon','Replace Now         ','2024-12-28',94,81.40,0.11,0,'Active','Standby','Active    ','Testing'
'SC9846      ','ART30431',95.2,'Tempered Glass','Good','Good                     ','Replace Soon','Replace Now         ','2024-11-23',86,68.10,0.47,2,'Standby','Active','Standby   ','Ready'
'SC8100      ','ART25584',90.6,'Tempered Glass','Good','Due                      ','Replace Soon','Replace Now         ','2024-11-04',74,78.40,NULL,2,'Maintenance','Standby','Testing   ','Testing'
'SC5013      ','ART89376',96.1,'Glass','Fair','Good                     ','Clean','Replace Soon        ','2025-02-06',99,93.10,0.08,0,'Maintenance','Maintenance','Active    ','Testing'
'SC9877      ','ART21113',90.6,'Glass','Poor','Overdue                  ','Replace Now','Replace Soon        ','2025-01-01',96,80.10,0.35,-1,'Active','Active','Testing   ','Maintenance'
'SC4007      ','ART97628',90.8,'Tempered Glass','Good','Good                     ','Replace Soon','Replace Soon        ','2024-12-07',97,78.30,0.24,-3,'Standby','Standby','Testing   ','Maintenance'
'SC1490      ','ART30341',95.9,'Glass','Fair','Overdue                  ','Clean','Replace Soon        ','2024-12-31',78,77.50,0.43,0,'Standby','Active','Active    ','Testing'
'SC7147      ','ART20790',96.9,'Acrylic','Excellent','Good                     ','Replace Now','Active              ','2024-10-15',76,65.90,0.09,0,'Standby','Standby','Testing   ','Testing'
'SC4345      ','ART18418',100.0,'Tempered Glass','Excellent','Due                      ','Replace Now','Active              ','2024-08-23',98,73.10,0.47,-1,'Maintenance','Standby','Standby   ','Maintenance'
'SC2912      ','ART54038',99.6,'Tempered Glass','Fair','Due                      ','Replace Soon','Active              ','2025-01-06',76,92.90,0.2,3,'Maintenance','Maintenance','Standby   ','Ready'
'SC6822      ','ART97133',99.4,'Tempered Glass','Poor','Due                      ','Replace Now','Replace Now         ','2024-09-15',72,75.70,0.11,4,'Maintenance','Standby','Testing   ','Ready'
'SC2551      ','ART52809',96.9,'Tempered Glass','Fair','Overdue                  ','Replace Now','Active              ','2024-11-09',92,77.70,0.47,2,'Active','Standby','Testing   ','Maintenance'
'SC9343      ','ART75086',96.1,'Acrylic','Poor','Good                     ','Replace Now','Active              ','2025-02-17',98,68.50,0.16,-3,'Active','Standby','Standby   ','Maintenance'
'SC3328      ','ART33042',90.5,'Glass','Fair','Overdue                  ','Replace Now','Active              ','2024-09-03',95,79.60,0.3,-4,'Active','Maintenance','Standby   ','Ready'
