35,'ART52327  ',2,2,4,19,3,7,'Low','Moderate  ','Unstable','Moderate'
36,'ART95026  ',1,8,9,98,2,8,'High','Simple    ','Stable','Rapid'
37,'ART75963  ',8,2,2,23,10,7,'Low','Simple    ','Stable','Slow'
38,'ART74018  ',1,6,7,30,7,2,'High','Simple    ','Moderate','Moderate'
39,'ART33769  ',8,2,9,85,5,10,'Medium','Moderate  ','Stable','Moderate'
40,'ART49793  ',7,7,2,45,1,3,'Medium','Moderate  ','Unstable','Rapid'
41,'ART84247  ',3,3,1,40,4,8,'Medium','Simple    ','Stable','Rapid'
42,'ART35668  ',6,1,8,95,4,8,'Medium','Moderate  ','Unstable','Slow'
43,'ART55333  ',6,5,6,40,9,10,'Medium','Simple    ','Moderate','Slow'
44,'ART78189  ',5,6,4,30,8,5,'Medium','Simple    ','Unstable','Slow'
45,'ART98570  ',5,7,4,37,7,6,'High','Simple    ','Unstable','Slow'
46,'ART86437  ',3,3,10,6,1,2,'High','Moderate  ','Unstable','Rapid'
47,'ART77193  ',10,7,10,15,5,1,'Low','Moderate  ','Unstable','Slow'
48,'ART11997  ',8,10,1,100,4,4,'High','Moderate  ','Unstable','Moderate'
49,'ART71036  ',8,9,5,79,1,8,'Medium','Complex   ','Unstable','Moderate'
50,'ART74448  ',2,10,4,90,4,10,'Medium','Moderate  ','Stable','Moderate'
51,'ART16032  ',3,2,10,77,6,7,'Medium','Complex   ','Stable','Moderate'
52,'ART75678  ',4,5,3,93,3,5,'High','Moderate  ','Unstable','Moderate'
53,'ART62574  ',8,1,2,16,9,9,'Low','Moderate  ','Unstable','Moderate'
54,'ART74715  ',2,1,10,45,1,10,'High','Simple    ','Stable','Rapid'
55,'ART15630  ',7,5,3,14,5,1,'Medium','Simple    ','Unstable','Rapid'
56,'ART71177  ',8,2,10,92,4,2,'Medium','Simple    ','Moderate','Slow'
57,'ART34027  ',10,4,3,55,4,2,'High','Simple    ','Moderate','Rapid'
58,'ART66667  ',10,8,5,90,7,8,'High','Complex   ','Unstable','Slow'
59,'ART32567  ',4,6,8,50,10,8,'Low','Simple    ','Moderate','Rapid'
60,'ART32207  ',3,7,3,91,8,9,'High','Complex   ','Moderate','Slow'
61,'ART89880  ',5,5,9,81,4,6,'High','Complex   ','Stable','Rapid'
62,'ART41900  ',7,5,9,87,7,9,'Medium','Complex   ','Unstable','Rapid'
63,'ART51066  ',10,10,8,58,8,8,'Low','Moderate  ','Stable','Slow'
64,'ART96778  ',8,1,2,47,6,1,'Low','Complex   ','Moderate','Slow'
65,'ART14428  ',6,5,10,91,4,1,'Medium','Simple    ','Unstable','Moderate'
66,'ART24037  ',10,10,5,5,4,4,'Medium','Moderate  ','Unstable','Slow'
67,'ART56119  ',1,7,4,18,6,2,'High','Moderate  ','Moderate','Moderate'
68,'ART20918  ',2,8,4,66,3,1,'Low','Simple    ','Moderate','Slow'
69,'ART72699  ',2,5,2,90,5,7,'Medium','Moderate  ','Moderate','Rapid'
70,'ART71203  ',6,3,2,48,4,3,'Medium','Moderate  ','Stable','Moderate'
71,'ART57819  ',4,8,3,69,7,7,'Medium','Simple    ','Unstable','Slow'
72,'ART99720  ',4,10,1,80,6,6,'Medium','Complex   ','Moderate','Rapid'
73,'ART53791  ',7,7,7,13,4,2,'Low','Complex   ','Stable','Slow'
74,'ART64791  ',7,1,6,14,2,9,'Low','Complex   ','Moderate','Moderate'
75,'ART63153  ',6,2,1,21,7,7,'Medium','Moderate  ','Stable','Slow'
76,'ART99599  ',8,6,8,58,6,7,'High','Complex   ','Unstable','Slow'
77,'ART92270  ',9,4,1,62,7,9,'High','Simple    ','Stable','Moderate'
78,'ART59106  ',8,8,5,33,10,4,'High','Complex   ','Unstable','Rapid'
79,'ART64367  ',5,8,3,46,5,5,'Medium','Moderate  ','Stable','Rapid'
80,'ART29176  ',4,5,4,30,7,7,'Medium','Moderate  ','Unstable','Slow'
81,'ART66971  ',4,1,2,20,1,7,'Low','Moderate  ','Moderate','Slow'
82,'ART18099  ',10,2,5,42,4,2,'Medium','Complex   ','Unstable','Moderate'
83,'ART25088  ',8,8,3,24,7,5,'Medium','Complex   ','Moderate','Slow'
84,'ART69692  ',9,8,6,10,6,7,'Medium','Complex   ','Moderate','Rapid'
85,'ART51762  ',9,2,1,47,6,10,'Low','Simple    ','Unstable','Rapid'
86,'ART47896  ',8,9,9,72,6,6,'Medium','Moderate  ','Unstable','Moderate'
87,'ART13944  ',2,10,2,45,2,6,'High','Moderate  ','Unstable','Rapid'
88,'ART45648  ',9,10,2,64,7,7,'Medium','Moderate  ','Moderate','Moderate'
89,'ART69396  ',6,3,10,43,4,8,'Low','Complex   ','Moderate','Slow'
90,'ART45572  ',4,9,5,89,7,3,'High','Simple    ','Stable','Moderate'
91,'ART94538  ',8,2,2,73,2,3,'High','Complex   ','Moderate','Slow'
92,'ART14093  ',2,2,8,31,4,1,'High','Moderate  ','Moderate','Slow'
93,'ART31333  ',1,5,1,13,6,2,'High','Complex   ','Unstable','Moderate'
94,'ART44866  ',1,5,6,48,3,8,'Medium','Moderate  ','Stable','Moderate'
95,'ART22236  ',4,7,4,93,6,9,'High','Moderate  ','Unstable','Rapid'
96,'ART24363  ',8,2,4,48,9,5,'Medium','Moderate  ','Unstable','Moderate'
97,'ART12970  ',2,6,9,41,1,3,'High','Moderate  ','Moderate','Rapid'
98,'ART86696  ',6,9,4,97,1,2,'Low','Complex   ','Unstable','Slow'
99,'ART54193  ',1,5,3,76,4,7,'Low','Moderate  ','Unstable','Moderate'
100,'ART49076  ',8,10,2,67,3,5,'Low','Simple    ','Unstable','Moderate'
101,'ART43209  ',2,3,1,56,5,2,'Low','Simple    ','Moderate','Moderate'
102,'ART34850  ',4,6,8,27,10,1,'Low','Moderate  ','Stable','Moderate'
103,'ART41552  ',7,7,7,35,1,2,'Medium','Complex   ','Moderate','Rapid'
104,'ART19184  ',8,9,7,70,10,8,'Medium','Complex   ','Moderate','Moderate'
105,'ART61296  ',2,3,7,40,8,1,'Medium','Complex   ','Stable','Rapid'
106,'ART10877  ',6,10,4,2,3,2,'High','Complex   ','Stable','Moderate'
107,'ART20549  ',9,9,3,75,9,9,'Medium','Simple    ','Stable','Slow'
108,'ART98976  ',6,7,1,21,5,8,'High','Moderate  ','Moderate','Slow'
109,'ART23101  ',2,10,6,19,7,4,'Low','Moderate  ','Moderate','Slow'
110,'ART35857  ',8,1,1,29,7,8,'Low','Simple    ','Unstable','Slow'
111,'ART32997  ',10,10,9,89,4,7,'High','Simple    ','Unstable','Moderate'
112,'ART15992  ',3,8,5,44,5,3,'Medium','Moderate  ','Stable','Slow'
113,'ART16961  ',3,10,7,45,5,6,'Low','Simple    ','Unstable','Slow'
114,'ART85062  ',4,8,10,92,6,6,'Medium','Complex   ','Unstable','Rapid'
115,'ART48891  ',1,1,9,83,3,4,'Low','Simple    ','Stable','Rapid'
116,'ART19391  ',7,10,3,82,8,1,'High','Complex   ','Moderate','Moderate'
117,'ART45353  ',1,1,6,40,7,7,'High','Moderate  ','Stable','Moderate'
118,'ART62822  ',6,10,4,74,10,9,'Low','Complex   ','Moderate','Moderate'
119,'ART32952  ',8,6,4,13,1,4,'High','Complex   ','Moderate','Slow'
120,'ART75762  ',1,1,5,91,9,9,'High','Moderate  ','Unstable','Rapid'
121,'ART68475  ',1,5,1,72,1,10,'Medium','Complex   ','Moderate','Slow'
122,'ART52132  ',10,7,8,16,10,5,'Low','Simple    ','Unstable','Rapid'
123,'ART94790  ',7,10,6,89,5,6,'High','Simple    ','Moderate','Slow'
124,'ART61992  ',5,3,1,57,6,9,'Medium','Simple    ','Moderate','Rapid'
125,'ART17018  ',10,1,6,14,7,9,'Low','Moderate  ','Stable','Moderate'
126,'ART28471  ',9,4,8,27,10,8,'High','Complex   ','Moderate','Slow'
127,'ART33180  ',2,2,9,70,7,9,'High','Simple    ','Unstable','Moderate'
128,'ART11692  ',4,3,5,82,7,10,'Low','Moderate  ','Unstable','Slow'
129,'ART89295  ',8,8,6,82,8,8,'Medium','Complex   ','Stable','Rapid'
130,'ART18814  ',9,1,8,82,10,2,'Medium','Complex   ','Stable','Slow'
131,'ART51143  ',5,5,8,54,6,5,'High','Moderate  ','Stable','Rapid'
132,'ART99610  ',7,8,7,26,3,6,'High','Complex   ','Stable','Moderate'
133,'ART16937  ',1,8,8,76,4,5,'Low','Simple    ','Moderate','Moderate'
134,'ART51120  ',3,6,6,43,7,9,'Low','Complex   ','Unstable','Slow'
135,'ART65334  ',10,1,5,82,9,10,'High','Moderate  ','Stable','Slow'
136,'ART70347  ',1,2,2,75,4,3,'High','Moderate  ','Stable','Moderate'
137,'ART33322  ',1,6,6,50,10,9,'Medium','Moderate  ','Moderate','Slow'
138,'ART36172  ',8,3,9,61,6,3,'Medium','Simple    ','Unstable','Slow'
139,'ART65274  ',2,8,9,45,9,7,'Medium','Moderate  ','Stable','Rapid'
140,'ART19319  ',7,2,6,36,8,5,'High','Moderate  ','Stable','Moderate'
141,'ART73961  ',10,4,10,95,8,8,'Medium','Complex   ','Stable','Rapid'
142,'ART81270  ',9,2,3,39,6,2,'High','Simple    ','Stable','Slow'
143,'ART35714  ',6,7,9,84,8,3,'Medium','Moderate  ','Stable','Slow'
144,'ART82822  ',10,8,7,1,8,8,'Medium','Complex   ','Unstable','Slow'
145,'ART60318  ',8,2,10,24,5,8,'High','Simple    ','Moderate','Slow'
146,'ART30431  ',4,2,10,97,9,6,'Low','Simple    ','Unstable','Rapid'
147,'ART25584  ',7,6,2,100,8,2,'High','Simple    ','Stable','Rapid'
148,'ART89376  ',8,2,1,91,8,8,'High','Simple    ','Moderate','Moderate'
149,'ART21113  ',3,10,5,56,2,6,'High','Moderate  ','Stable','Rapid'
150,'ART97628  ',7,4,2,12,7,8,'High','Complex   ','Stable','Moderate'
151,'ART30341  ',2,3,5,7,2,4,'Low','Complex   ','Moderate','Slow'
152,'ART20790  ',9,2,6,25,5,3,'Low','Complex   ','Unstable','Rapid'
153,'ART18418  ',6,10,3,96,7,5,'Medium','Moderate  ','Unstable','Slow'
154,'ART54038  ',10,9,10,46,6,6,'Medium','Moderate  ','Moderate','Slow'
155,'ART97133  ',10,6,5,16,10,9,'High','Simple    ','Stable','Slow'
156,'ART52809  ',7,7,8,86,8,7,'High','Moderate  ','Unstable','Moderate'
157,'ART75086  ',8,1,10,55,10,8,'Low','Complex   ','Stable','Rapid'
158,'ART33042  ',8,2,4,30,1,7,'Medium','Moderate  ','Unstable','Slow'
159,'ART10016  ',7,10,6,61,3,8,'Medium','Simple    ','Unstable','Slow'
160,'ART49884  ',9,3,3,58,10,6,'High','Moderate  ','Stable','Slow'
161,'ART66947  ',10,2,3,5,9,9,'Low','Moderate  ','Unstable','Slow'
162,'ART87110  ',7,3,1,48,8,7,'Low','Simple    ','Moderate','Moderate'
163,'ART16170  ',10,2,7,74,7,4,'Low','Moderate  ','Unstable','Moderate'
164,'ART89792  ',5,2,3,25,7,7,'Medium','Simple    ','Unstable','Rapid'
165,'ART92254  ',2,4,5,53,5,10,'Medium','Simple    ','Unstable','Moderate'
166,'ART27324  ',7,6,10,76,7,1,'Medium','Simple    ','Moderate','Rapid'
167,'ART42898  ',9,7,8,90,8,3,'High','Complex   ','Moderate','Moderate'
168,'ART67567  ',4,9,10,83,1,8,'Medium','Simple    ','Unstable','Rapid'
169,'ART70811  ',7,6,8,88,6,10,'Low','Moderate  ','Stable','Slow'
170,'ART12836  ',10,3,8,42,9,6,'High','Simple    ','Unstable','Moderate'
171,'ART99181  ',10,8,5,84,5,1,'Low','Moderate  ','Moderate','Slow'
172,'ART50461  ',10,5,8,53,2,9,'Medium','Moderate  ','Unstable','Slow'
173,'ART87783  ',3,4,10,35,5,10,'Low','Moderate  ','Stable','Rapid'
174,'ART80978  ',8,2,4,77,9,7,'Medium','Complex   ','Stable','Rapid'
175,'ART23004  ',9,9,6,17,6,3,'Low','Moderate  ','Unstable','Rapid'
176,'ART98449  ',10,5,2,37,6,3,'Low','Simple    ','Unstable','Rapid'
177,'ART25084  ',1,9,5,50,5,9,'Low','Simple    ','Moderate','Moderate'
178,'ART13491  ',2,1,8,100,6,4,'Low','Complex   ','Unstable','Moderate'
179,'ART24745  ',4,3,7,22,2,1,'High','Simple    ','Stable','Moderate'
180,'ART65719  ',5,3,8,57,4,10,'Low','Complex   ','Unstable','Rapid'
181,'ART91309  ',3,3,1,41,10,8,'Medium','Simple    ','Moderate','Slow'
182,'ART53019  ',4,10,1,51,9,1,'Medium','Complex   ','Stable','Slow'
183,'ART14403  ',6,2,8,6,8,5,'High','Moderate  ','Unstable','Rapid'
184,'ART38276  ',2,3,10,35,5,3,'Low','Simple    ','Unstable','Moderate'
185,'ART42404  ',5,4,9,11,4,5,'Low','Simple    ','Stable','Moderate'
186,'ART83629  ',9,9,4,61,2,1,'Medium','Complex   ','Unstable','Moderate'
187,'ART13974  ',1,8,5,98,5,8,'Low','Simple    ','Stable','Moderate'
188,'ART88917  ',9,1,8,93,4,1,'High','Simple    ','Moderate','Rapid'
189,'ART41493  ',6,10,1,28,9,1,'Medium','Moderate  ','Moderate','Slow'
190,'ART69240  ',8,8,10,26,6,4,'Low','Simple    ','Stable','Slow'
191,'ART49914  ',6,10,4,31,1,2,'High','Complex   ','Stable','Slow'
192,'ART80033  ',9,3,7,72,3,9,'High','Moderate  ','Stable','Rapid'
193,'ART94972  ',5,3,6,18,8,5,'Medium','Moderate  ','Stable','Slow'
194,'ART72194  ',6,5,2,83,7,9,'Low','Complex   ','Stable','Rapid'
195,'ART84114  ',4,2,6,56,9,7,'Medium','Complex   ','Unstable','Rapid'
196,'ART45437  ',10,10,10,13,2,2,'Medium','Moderate  ','Moderate','Slow'
197,'ART31758  ',7,5,8,51,1,8,'Medium','Simple    ','Moderate','Slow'
198,'ART83252  ',4,7,4,69,2,4,'Low','Simple    ','Stable','Rapid'
199,'ART67613  ',5,10,1,77,9,5,'High','Complex   ','Unstable','Moderate'
200,'ART27147  ',3,1,8,26,1,5,'Low','Moderate  ','Moderate','Moderate'
201,'ART60258  ',7,1,7,62,7,5,'Medium','Moderate  ','Stable','Slow'
202,'ART50323  ',4,7,8,97,3,3,'Low','Complex   ','Stable','Slow'
203,'ART74964  ',6,6,9,42,9,6,'High','Complex   ','Stable','Rapid'
204,'ART13446  ',9,4,5,17,8,8,'Low','Moderate  ','Stable','Rapid'
205,'ART71021  ',8,3,6,65,8,2,'Medium','Moderate  ','Moderate','Moderate'
206,'ART32811  ',10,2,2,29,5,8,'Medium','Simple    ','Unstable','Rapid'
207,'ART71301  ',1,8,10,17,9,6,'High','Complex   ','Unstable','Rapid'
208,'ART12707  ',6,2,7,77,8,10,'Low','Moderate  ','Unstable','Rapid'
209,'ART37297  ',6,6,10,58,8,8,'High','Moderate  ','Unstable','Moderate'
210,'ART73892  ',3,8,3,72,4,8,'High','Moderate  ','Stable','Moderate'
211,'ART50269  ',3,10,9,63,3,7,'Low','Moderate  ','Moderate','Moderate'
212,'ART86574  ',5,4,6,81,2,5,'High','Complex   ','Moderate','Slow'
213,'ART94976  ',6,3,3,100,3,1,'High','Complex   ','Stable','Moderate'
214,'ART11696  ',2,9,5,74,7,3,'High','Complex   ','Unstable','Rapid'
215,'ART82931  ',7,9,5,16,5,1,'High','Complex   ','Moderate','Slow'
216,'ART80111  ',4,8,6,53,10,6,'Low','Moderate  ','Unstable','Slow'
217,'ART40717  ',8,4,1,46,4,7,'Medium','Complex   ','Stable','Rapid'
218,'ART87584  ',2,9,2,89,6,5,'Low','Moderate  ','Unstable','Moderate'
219,'ART74379  ',5,10,10,22,3,9,'Low','Complex   ','Unstable','Slow'
220,'ART42099  ',7,10,6,37,8,7,'Medium','Moderate  ','Moderate','Slow'
221,'ART95273  ',7,1,5,92,2,5,'Medium','Simple    ','Unstable','Slow'
222,'ART30207  ',3,9,1,12,8,1,'Low','Moderate  ','Unstable','Rapid'
223,'ART58660  ',9,5,7,100,5,7,'Medium','Simple    ','Stable','Moderate'
224,'ART32258  ',8,8,2,41,3,3,'Low','Complex   ','Unstable','Rapid'
225,'ART13670  ',4,7,4,63,2,10,'High','Complex   ','Stable','Moderate'
226,'ART44828  ',9,2,10,26,9,6,'Medium','Simple    ','Moderate','Moderate'
227,'ART27188  ',5,3,4,46,3,9,'High','Simple    ','Moderate','Moderate'
228,'ART43891  ',9,5,6,46,10,9,'Low','Complex   ','Unstable','Rapid'
229,'ART76964  ',5,10,10,79,7,1,'Low','Complex   ','Moderate','Slow'
230,'ART24532  ',6,8,5,41,6,3,'High','Complex   ','Unstable','Slow'
231,'ART55249  ',2,2,5,15,4,4,'High','Simple    ','Unstable','Slow'
232,'ART24931  ',9,3,10,92,6,9,'Low','Moderate  ','Moderate','Slow'
233,'ART73597  ',10,2,10,14,10,7,'Low','Moderate  ','Unstable','Moderate'
234,'ART45358  ',8,6,10,34,5,3,'Medium','Moderate  ','Unstable','Rapid'
235,'ART71982  ',9,8,3,72,6,2,'Medium','Complex   ','Unstable','Moderate'
236,'ART71172  ',4,3,8,23,1,6,'High','Moderate  ','Moderate','Rapid'
237,'ART55873  ',1,7,3,86,6,4,'High','Moderate  ','Stable','Slow'
238,'ART38073  ',3,4,5,36,7,8,'Medium','Moderate  ','Moderate','Moderate'
239,'ART51883  ',8,5,10,34,10,8,'Medium','Moderate  ','Unstable','Rapid'
240,'ART17559  ',9,2,3,17,10,7,'High','Moderate  ','Moderate','Rapid'
241,'ART15309  ',8,2,2,57,6,8,'High','Complex   ','Stable','Moderate'
242,'ART39560  ',8,9,4,54,2,10,'Medium','Moderate  ','Stable','Moderate'
243,'ART90960  ',2,9,8,67,3,10,'High','Simple    ','Moderate','Slow'
244,'ART63740  ',5,2,9,81,6,4,'Medium','Simple    ','Moderate','Rapid'
245,'ART86498  ',10,5,4,76,9,10,'Low','Simple    ','Unstable','Moderate'
246,'ART98285  ',10,9,8,21,2,9,'Low','Simple    ','Unstable','Moderate'
247,'ART43152  ',10,1,3,8,5,2,'Medium','Moderate  ','Unstable','Rapid'
248,'ART17254  ',10,1,4,15,2,10,'High','Moderate  ','Stable','Moderate'
249,'ART22444  ',8,6,3,47,8,4,'Low','Simple    ','Stable','Moderate'
250,'ART78343  ',1,4,4,66,8,1,'High','Simple    ','Stable','Rapid'
251,'ART90427  ',8,9,2,16,9,10,'High','Simple    ','Moderate','Rapid'
252,'ART98320  ',1,9,2,9,10,7,'Low','Moderate  ','Stable','Slow'
253,'ART41917  ',5,8,1,47,4,3,'Low','Complex   ','Stable','Moderate'
254,'ART79729  ',9,4,7,49,1,5,'High','Complex   ','Moderate','Rapid'
255,'ART15822  ',4,6,1,42,7,6,'Low','Complex   ','Stable','Slow'
256,'ART74169  ',6,9,5,17,8,5,'High','Moderate  ','Moderate','Moderate'
257,'ART43645  ',9,3,9,87,5,4,'Medium','Moderate  ','Moderate','Slow'
258,'ART60637  ',7,2,5,66,6,7,'Medium','Moderate  ','Moderate','Slow'
259,'ART91265  ',2,5,3,77,6,10,'Low','Complex   ','Unstable','Slow'
260,'ART13864  ',2,5,8,74,1,3,'Low','Complex   ','Moderate','Moderate'
261,'ART25931  ',1,6,6,31,1,6,'Low','Simple    ','Moderate','Slow'
262,'ART93236  ',4,10,8,61,10,7,'Low','Simple    ','Moderate','Moderate'
263,'ART99384  ',4,3,1,81,1,6,'Low','Simple    ','Unstable','Moderate'
264,'ART53116  ',1,5,1,89,4,3,'Medium','Complex   ','Unstable','Slow'
265,'ART85703  ',9,8,1,87,4,7,'High','Complex   ','Unstable','Moderate'
266,'ART12943  ',9,10,6,38,3,8,'High','Moderate  ','Moderate','Moderate'
267,'ART78887  ',6,3,5,81,6,1,'Medium','Complex   ','Unstable','Moderate'
268,'ART30190  ',6,6,1,68,3,8,'High','Moderate  ','Stable','Moderate'
269,'ART38721  ',3,7,3,17,3,5,'High','Moderate  ','Moderate','Rapid'
270,'ART30217  ',10,6,1,16,1,1,'High','Moderate  ','Moderate','Moderate'
271,'ART47243  ',3,2,6,98,3,8,'Medium','Moderate  ','Stable','Moderate'
272,'ART83882  ',3,9,7,70,7,10,'High','Simple    ','Moderate','Moderate'
273,'ART77801  ',8,4,3,58,2,10,'Medium','Complex   ','Unstable','Slow'
274,'ART45260  ',7,5,3,69,5,5,'Medium','Simple    ','Moderate','Moderate'
275,'ART73910  ',10,2,5,57,1,7,'Medium','Simple    ','Unstable','Moderate'
276,'ART47531  ',3,7,4,28,2,8,'Medium','Moderate  ','Unstable','Slow'
277,'ART73091  ',2,6,9,74,7,10,'Medium','Moderate  ','Moderate','Moderate'
278,'ART45554  ',10,5,2,92,8,6,'Low','Complex   ','Stable','Rapid'
279,'ART50718  ',2,9,1,26,6,2,'High','Moderate  ','Unstable','Rapid'
280,'ART47788  ',3,10,3,49,1,7,'Medium','Moderate  ','Moderate','Rapid'
281,'ART37928  ',1,3,3,52,8,3,'Low','Simple    ','Moderate','Rapid'
282,'ART38978  ',5,10,9,80,5,2,'Low','Complex   ','Stable','Slow'
283,'ART69605  ',2,7,8,4,5,5,'High','Moderate  ','Stable','Slow'
284,'ART31121  ',1,5,6,35,10,8,'Medium','Moderate  ','Moderate','Moderate'
285,'ART59264  ',9,8,3,87,3,4,'High','Moderate  ','Unstable','Slow'
286,'ART97827  ',9,2,7,33,9,7,'Medium','Moderate  ','Unstable','Rapid'
287,'ART64402  ',8,10,4,4,1,6,'Medium','Moderate  ','Moderate','Moderate'
288,'ART15493  ',7,8,8,27,1,2,'High','Simple    ','Unstable','Moderate'
289,'ART68755  ',10,10,3,72,3,2,'Medium','Simple    ','Stable','Slow'
290,'ART28417  ',10,7,4,94,8,9,'Medium','Simple    ','Stable','Rapid'
291,'ART42781  ',7,10,1,11,6,5,'Low','Moderate  ','Unstable','Slow'
292,'ART66169  ',4,9,8,31,5,3,'Medium','Moderate  ','Stable','Slow'
293,'ART96280  ',8,2,1,54,5,10,'Medium','Moderate  ','Unstable','Moderate'
294,'ART97495  ',9,5,1,27,1,5,'Low','Moderate  ','Moderate','Rapid'
295,'ART24396  ',3,5,7,33,1,7,'Low','Moderate  ','Unstable','Moderate'
296,'ART25032  ',5,5,4,72,8,6,'Low','Simple    ','Stable','Slow'
297,'ART62961  ',9,10,9,38,9,4,'Low','Complex   ','Unstable','Rapid'
298,'ART77111  ',5,2,10,3,10,10,'Low','Complex   ','Moderate','Slow'
299,'ART49476  ',9,8,1,17,8,6,'High','Simple    ','Unstable','Slow'
300,'ART99394  ',2,9,10,8,7,6,'Low','Complex   ','Unstable','Slow'
301,'ART50006  ',4,10,2,87,5,8,'Medium','Simple    ','Unstable','Rapid'
302,'ART18330  ',1,7,2,84,7,10,'Low','Complex   ','Stable','Moderate'
303,'ART65641  ',2,4,4,93,2,2,'Medium','Simple    ','Moderate','Moderate'
304,'ART85565  ',9,8,6,7,2,8,'Medium','Simple    ','Stable','Moderate'
305,'ART90714  ',10,8,5,25,5,2,'High','Complex   ','Stable','Slow'
306,'ART14535  ',8,2,4,58,1,3,'High','Simple    ','Unstable','Rapid'
307,'ART47326  ',2,7,5,1,10,2,'High','Moderate  ','Moderate','Moderate'
308,'ART83116  ',3,5,1,11,5,7,'Medium','Simple    ','Stable','Slow'
309,'ART37946  ',1,9,1,34,2,6,'High','Moderate  ','Unstable','Rapid'
310,'ART18394  ',5,8,8,8,4,1,'Low','Complex   ','Stable','Rapid'
311,'ART43678  ',8,4,5,38,5,10,'Low','Complex   ','Moderate','Moderate'
312,'ART93347  ',9,9,2,39,10,10,'Low','Complex   ','Stable','Slow'
313,'ART54065  ',10,1,1,16,5,7,'High','Moderate  ','Unstable','Moderate'
314,'ART23045  ',6,2,7,14,7,10,'Low','Moderate  ','Moderate','Rapid'
315,'ART44354  ',2,7,4,78,4,4,'Low','Moderate  ','Unstable','Rapid'
316,'ART72253  ',2,4,10,100,9,8,'Low','Moderate  ','Unstable','Rapid'
317,'ART10868  ',9,3,10,67,6,1,'High','Complex   ','Moderate','Moderate'
318,'ART42503  ',6,10,9,77,1,7,'Low','Complex   ','Moderate','Rapid'
319,'ART32176  ',3,6,6,13,4,9,'Medium','Simple    ','Stable','Slow'
320,'ART64633  ',10,6,2,47,3,8,'High','Moderate  ','Stable','Rapid'
321,'ART87910  ',9,9,6,92,1,10,'Low','Simple    ','Unstable','Slow'
322,'ART62028  ',10,5,4,80,8,1,'High','Complex   ','Stable','Moderate'
323,'ART75371  ',1,4,10,99,3,3,'Medium','Complex   ','Unstable','Slow'
324,'ART47766  ',6,5,1,80,3,3,'Medium','Complex   ','Stable','Slow'
325,'ART52069  ',8,10,6,100,4,8,'Medium','Simple    ','Moderate','Moderate'
326,'ART57217  ',5,9,4,12,5,8,'High','Simple    ','Stable','Moderate'
327,'ART93455  ',4,3,7,77,3,5,'Low','Moderate  ','Moderate','Slow'
