30,'ART73040  ','ART73040','Medium','Updated','Priority 1','Minimal',95
31,'ART97169  ','ART97169','Low','Updated','Priority 1',NULL,88
32,'ART27258  ','ART27258','Low','Under Revision','Priority 2','Minimal',54
33,'ART19807  ','ART19807','Low','Under Revision','Priority 1',NULL,55
34,'ART56964  ','ART56964','High','Under Revision','Priority 3',NULL,76
35,'ART52327  ','ART52327','Medium','Updated','Priority 1','Minimal',2
36,'ART95026  ','ART95026','Low','Under Revision','Priority 3','Minimal',64
37,'ART75963  ','ART75963','Low','Review Required','Priority 3',NULL,87
38,'ART74018  ','ART74018','Medium','Under Revision','Priority 3','Minimal',95
39,'ART33769  ','ART33769','Low','Under Revision','Priority 3','Strict',25
40,'ART49793  ','ART49793','High','Under Revision','Priority 3','Minimal',86
41,'ART84247  ','ART84247','High','Under Revision','Priority 1','Strict',56
42,'ART35668  ','ART35668','Low','Review Required','Priority 2',NULL,83
43,'ART55333  ','ART55333','Medium','Under Revision','Priority 1','Minimal',14
44,'ART78189  ','ART78189','Low','Under Revision','Priority 3',NULL,59
45,'ART98570  ','ART98570','High','Review Required','Priority 1','Minimal',33
46,'ART86437  ','ART86437','Medium','Review Required','Priority 3','Minimal',73
47,'ART77193  ','ART77193','High','Review Required','Priority 2',NULL,20
48,'ART11997  ','ART11997','Medium','Review Required','Priority 1',NULL,87
49,'ART71036  ','ART71036','High','Review Required','Priority 3','Strict',46
50,'ART74448  ','ART74448','High','Updated','Priority 3','Strict',25
51,'ART16032  ','ART16032','Medium','Review Required','Priority 3',NULL,70
52,'ART75678  ','ART75678','Low','Under Revision','Priority 2',NULL,99
53,'ART62574  ','ART62574','Low','Under Revision','Priority 1','Minimal',83
54,'ART74715  ','ART74715','Medium','Updated','Priority 3',NULL,3
55,'ART15630  ','ART15630','Medium','Review Required','Priority 3',NULL,28
56,'ART71177  ','ART71177','Medium','Under Revision','Priority 1','Strict',88
57,'ART34027  ','ART34027','High','Updated','Priority 3','Strict',13
58,'ART66667  ','ART66667','Low','Under Revision','Priority 1','Strict',25
59,'ART32567  ','ART32567','Low','Updated','Priority 3',NULL,2
60,'ART32207  ','ART32207','Medium','Under Revision','Priority 2','Strict',52
61,'ART89880  ','ART89880','High','Under Revision','Priority 1','Strict',64
62,'ART41900  ','ART41900','Low','Updated','Priority 2',NULL,42
63,'ART51066  ','ART51066','Low','Review Required','Priority 1','Strict',37
64,'ART96778  ','ART96778','Medium','Review Required','Priority 2',NULL,45
65,'ART14428  ','ART14428','High','Updated','Priority 1',NULL,87
66,'ART24037  ','ART24037','Medium','Review Required','Priority 2','Strict',91
67,'ART56119  ','ART56119','High','Updated','Priority 3',NULL,3
68,'ART20918  ','ART20918','Medium','Updated','Priority 1',NULL,44
69,'ART72699  ','ART72699','Medium','Under Revision','Priority 3','Minimal',63
70,'ART71203  ','ART71203','Low','Updated','Priority 2',NULL,94
71,'ART57819  ','ART57819','High','Review Required','Priority 3','Strict',53
72,'ART99720  ','ART99720','High','Under Revision','Priority 1','Strict',31
73,'ART53791  ','ART53791','Low','Review Required','Priority 2',NULL,53
74,'ART64791  ','ART64791','High','Under Revision','Priority 1','Minimal',27
75,'ART63153  ','ART63153','Medium','Under Revision','Priority 2',NULL,60
76,'ART99599  ','ART99599','High','Updated','Priority 2',NULL,20
77,'ART92270  ','ART92270','Medium','Under Revision','Priority 2','Strict',75
78,'ART59106  ','ART59106','Medium','Updated','Priority 3','Strict',28
79,'ART64367  ','ART64367','Low','Under Revision','Priority 1',NULL,60
80,'ART29176  ','ART29176','High','Review Required','Priority 1','Minimal',76
81,'ART66971  ','ART66971','Medium','Under Revision','Priority 2',NULL,85
82,'ART18099  ','ART18099','Low','Review Required','Priority 1',NULL,22
83,'ART25088  ','ART25088','Medium','Under Revision','Priority 3','Minimal',43
84,'ART69692  ','ART69692','High','Review Required','Priority 1',NULL,7
85,'ART51762  ','ART51762','High','Under Revision','Priority 2','Minimal',84
86,'ART47896  ','ART47896','Low','Updated','Priority 3',NULL,67
87,'ART13944  ','ART13944','Medium','Under Revision','Priority 1','Strict',55
88,'ART45648  ','ART45648','Medium','Updated','Priority 2','Minimal',51
89,'ART69396  ','ART69396','Medium','Review Required','Priority 3',NULL,55
90,'ART45572  ','ART45572','High','Review Required','Priority 2',NULL,11
91,'ART94538  ','ART94538','Low','Under Revision','Priority 2',NULL,83
92,'ART14093  ','ART14093','Medium','Updated','Priority 3',NULL,19
93,'ART31333  ','ART31333','Low','Review Required','Priority 1','Strict',73
94,'ART44866  ','ART44866','Medium','Under Revision','Priority 3','Strict',77
95,'ART22236  ','ART22236','Low','Updated','Priority 3','Minimal',88
96,'ART24363  ','ART24363','Medium','Under Revision','Priority 3',NULL,30
97,'ART12970  ','ART12970','High','Review Required','Priority 1',NULL,76
98,'ART86696  ','ART86696','Low','Under Revision','Priority 2',NULL,11
99,'ART54193  ','ART54193','Medium','Review Required','Priority 2','Strict',44
100,'ART49076  ','ART49076','High','Under Revision','Priority 1','Strict',30
101,'ART43209  ','ART43209','Medium','Review Required','Priority 3',NULL,70
102,'ART34850  ','ART34850','Low','Under Revision','Priority 2','Strict',8
103,'ART41552  ','ART41552','Low','Under Revision','Priority 2',NULL,90
104,'ART19184  ','ART19184','Low','Under Revision','Priority 3','Strict',16
105,'ART61296  ','ART61296','High','Under Revision','Priority 1','Strict',82
106,'ART10877  ','ART10877','Low','Review Required','Priority 3',NULL,5
107,'ART20549  ','ART20549','High','Updated','Priority 2','Minimal',76
108,'ART98976  ','ART98976','High','Review Required','Priority 1',NULL,16
109,'ART23101  ','ART23101','Low','Review Required','Priority 2',NULL,6
110,'ART35857  ','ART35857','Low','Updated','Priority 3',NULL,62
111,'ART32997  ','ART32997','Low','Under Revision','Priority 2','Strict',68
112,'ART15992  ','ART15992','High','Review Required','Priority 3','Minimal',33
113,'ART16961  ','ART16961','High','Review Required','Priority 2','Minimal',16
114,'ART85062  ','ART85062','High','Review Required','Priority 1','Strict',38
115,'ART48891  ','ART48891','High','Review Required','Priority 1','Minimal',28
116,'ART19391  ','ART19391','High','Under Revision','Priority 3','Minimal',3
117,'ART45353  ','ART45353','Low','Updated','Priority 1','Strict',90
118,'ART62822  ','ART62822','Medium','Updated','Priority 3',NULL,13
119,'ART32952  ','ART32952','Medium','Updated','Priority 2',NULL,4
120,'ART75762  ','ART75762','Low','Updated','Priority 2',NULL,84
121,'ART68475  ','ART68475','High','Review Required','Priority 3','Minimal',16
122,'ART52132  ','ART52132','Low','Review Required','Priority 3','Minimal',79
123,'ART94790  ','ART94790','Low','Updated','Priority 3','Minimal',83
124,'ART61992  ','ART61992','Medium','Updated','Priority 1','Strict',65
125,'ART17018  ','ART17018','Medium','Under Revision','Priority 2','Minimal',38
126,'ART28471  ','ART28471','Medium','Under Revision','Priority 3',NULL,36
127,'ART33180  ','ART33180','Low','Updated','Priority 2',NULL,46
128,'ART11692  ','ART11692','Low','Review Required','Priority 1',NULL,87
129,'ART89295  ','ART89295','Medium','Review Required','Priority 1','Strict',81
130,'ART18814  ','ART18814','Medium','Under Revision','Priority 1','Minimal',82
131,'ART51143  ','ART51143','Low','Updated','Priority 2',NULL,88
132,'ART99610  ','ART99610','High','Updated','Priority 3',NULL,57
133,'ART16937  ','ART16937','High','Updated','Priority 1','Strict',85
134,'ART51120  ','ART51120','Low','Review Required','Priority 2','Minimal',82
135,'ART65334  ','ART65334','Low','Review Required','Priority 2','Minimal',14
136,'ART70347  ','ART70347','Low','Under Revision','Priority 2',NULL,47
137,'ART33322  ','ART33322','Medium','Review Required','Priority 2','Minimal',70
138,'ART36172  ','ART36172','Medium','Updated','Priority 3',NULL,28
139,'ART65274  ','ART65274','Low','Under Revision','Priority 3',NULL,76
140,'ART19319  ','ART19319','Medium','Updated','Priority 3',NULL,4
141,'ART73961  ','ART73961','Medium','Review Required','Priority 2',NULL,40
142,'ART81270  ','ART81270','Medium','Updated','Priority 3','Strict',62
143,'ART35714  ','ART35714','Low','Review Required','Priority 2',NULL,30
144,'ART82822  ','ART82822','Low','Updated','Priority 3','Strict',50
145,'ART60318  ','ART60318','Medium','Under Revision','Priority 1',NULL,39
146,'ART30431  ','ART30431','Medium','Updated','Priority 3','Minimal',60
147,'ART25584  ','ART25584','High','Updated','Priority 1',NULL,26
148,'ART89376  ','ART89376','High','Under Revision','Priority 3',NULL,22
149,'ART21113  ','ART21113','High','Review Required','Priority 1','Strict',70
150,'ART97628  ','ART97628','High','Updated','Priority 3','Strict',57
151,'ART30341  ','ART30341','Low','Under Revision','Priority 3','Strict',60
152,'ART20790  ','ART20790','Low','Under Revision','Priority 3',NULL,68
153,'ART18418  ','ART18418','Low','Updated','Priority 2','Minimal',59
154,'ART54038  ','ART54038','Low','Updated','Priority 3','Minimal',57
155,'ART97133  ','ART97133','High','Updated','Priority 2','Minimal',16
156,'ART52809  ','ART52809','High','Review Required','Priority 2',NULL,23
157,'ART75086  ','ART75086','High','Under Revision','Priority 3','Strict',18
158,'ART33042  ','ART33042','Medium','Under Revision','Priority 2',NULL,63
159,'ART10016  ','ART10016','Medium','Updated','Priority 1',NULL,84
160,'ART49884  ','ART49884','Low','Review Required','Priority 2','Minimal',7
161,'ART66947  ','ART66947','Low','Under Revision','Priority 3','Minimal',58
162,'ART87110  ','ART87110','Medium','Under Revision','Priority 2',NULL,49
163,'ART16170  ','ART16170','High','Updated','Priority 3','Minimal',31
164,'ART89792  ','ART89792','Medium','Updated','Priority 1','Strict',34
165,'ART92254  ','ART92254','Low','Under Revision','Priority 2',NULL,97
166,'ART27324  ','ART27324','High','Under Revision','Priority 1','Strict',20
167,'ART42898  ','ART42898','High','Updated','Priority 2','Minimal',36
168,'ART67567  ','ART67567','Low','Updated','Priority 2','Strict',52
169,'ART70811  ','ART70811','Medium','Review Required','Priority 1','Minimal',10
170,'ART12836  ','ART12836','High','Updated','Priority 3','Strict',31
171,'ART99181  ','ART99181','High','Under Revision','Priority 3','Minimal',18
172,'ART50461  ','ART50461','High','Updated','Priority 1','Strict',22
173,'ART87783  ','ART87783','High','Updated','Priority 2','Minimal',7
174,'ART80978  ','ART80978','Low','Under Revision','Priority 3',NULL,8
175,'ART23004  ','ART23004','Medium','Under Revision','Priority 3','Strict',31
176,'ART98449  ','ART98449','Medium','Under Revision','Priority 1',NULL,12
177,'ART25084  ','ART25084','Medium','Updated','Priority 3','Strict',44
178,'ART13491  ','ART13491','High','Review Required','Priority 3','Minimal',73
179,'ART24745  ','ART24745','Medium','Updated','Priority 2','Minimal',24
180,'ART65719  ','ART65719','Low','Review Required','Priority 3','Minimal',17
181,'ART91309  ','ART91309','Medium','Review Required','Priority 1','Strict',92
182,'ART53019  ','ART53019','Medium','Review Required','Priority 3',NULL,53
183,'ART14403  ','ART14403','Low','Under Revision','Priority 3',NULL,54
184,'ART38276  ','ART38276','Low','Under Revision','Priority 1','Minimal',83
185,'ART42404  ','ART42404','High','Under Revision','Priority 3',NULL,1
186,'ART83629  ','ART83629','High','Updated','Priority 2','Strict',38
187,'ART13974  ','ART13974','High','Under Revision','Priority 3','Minimal',36
188,'ART88917  ','ART88917','High','Updated','Priority 3','Strict',19
189,'ART41493  ','ART41493','Medium','Review Required','Priority 2',NULL,78
190,'ART69240  ','ART69240','High','Updated','Priority 2','Strict',95
191,'ART49914  ','ART49914','Medium','Updated','Priority 2',NULL,91
192,'ART80033  ','ART80033','Medium','Under Revision','Priority 1',NULL,83
193,'ART94972  ','ART94972','High','Under Revision','Priority 3',NULL,2
194,'ART72194  ','ART72194','Medium','Review Required','Priority 1',NULL,68
195,'ART84114  ','ART84114','Low','Updated','Priority 1',NULL,19
196,'ART45437  ','ART45437','High','Updated','Priority 2','Strict',67
197,'ART31758  ','ART31758','Medium','Under Revision','Priority 1','Strict',14
198,'ART83252  ','ART83252','High','Review Required','Priority 3',NULL,18
199,'ART67613  ','ART67613','High','Under Revision','Priority 2','Strict',80
200,'ART27147  ','ART27147','High','Under Revision','Priority 2','Strict',16
201,'ART60258  ','ART60258','Low','Under Revision','Priority 1','Minimal',19
202,'ART50323  ','ART50323','Medium','Review Required','Priority 3','Minimal',76
203,'ART74964  ','ART74964','High','Under Revision','Priority 1','Minimal',70
204,'ART13446  ','ART13446','Medium','Under Revision','Priority 3',NULL,35
205,'ART71021  ','ART71021','Medium','Under Revision','Priority 1',NULL,97
206,'ART32811  ','ART32811','High','Under Revision','Priority 1',NULL,35
207,'ART71301  ','ART71301','Low','Updated','Priority 2',NULL,33
208,'ART12707  ','ART12707','Low','Updated','Priority 3','Strict',19
209,'ART37297  ','ART37297','High','Updated','Priority 3','Strict',28
210,'ART73892  ','ART73892','Low','Updated','Priority 2','Strict',60
211,'ART50269  ','ART50269','Low','Under Revision','Priority 1',NULL,79
212,'ART86574  ','ART86574','Medium','Review Required','Priority 2',NULL,16
213,'ART94976  ','ART94976','High','Updated','Priority 1','Minimal',64
214,'ART11696  ','ART11696','High','Review Required','Priority 3','Minimal',79
215,'ART82931  ','ART82931','Medium','Updated','Priority 1','Minimal',14
216,'ART80111  ','ART80111','Low','Updated','Priority 2','Minimal',24
217,'ART40717  ','ART40717','Low','Under Revision','Priority 1',NULL,16
218,'ART87584  ','ART87584','Medium','Under Revision','Priority 2','Minimal',21
219,'ART74379  ','ART74379','High','Under Revision','Priority 2','Strict',1
220,'ART42099  ','ART42099','Low','Updated','Priority 1',NULL,90
221,'ART95273  ','ART95273','High','Review Required','Priority 2',NULL,4
222,'ART30207  ','ART30207','High','Review Required','Priority 1','Minimal',42
223,'ART58660  ','ART58660','Low','Review Required','Priority 1',NULL,41
224,'ART32258  ','ART32258','Low','Under Revision','Priority 1','Minimal',52
225,'ART13670  ','ART13670','Low','Updated','Priority 1',NULL,68
226,'ART44828  ','ART44828','Low','Review Required','Priority 3','Minimal',74
227,'ART27188  ','ART27188','Medium','Under Revision','Priority 3',NULL,24
228,'ART43891  ','ART43891','High','Review Required','Priority 1',NULL,23
229,'ART76964  ','ART76964','High','Updated','Priority 1',NULL,73
230,'ART24532  ','ART24532','Medium','Review Required','Priority 3','Minimal',67
231,'ART55249  ','ART55249','Medium','Under Revision','Priority 1','Minimal',16
232,'ART24931  ','ART24931','Low','Under Revision','Priority 1','Strict',43
233,'ART73597  ','ART73597','Medium','Updated','Priority 1','Minimal',69
234,'ART45358  ','ART45358','High','Updated','Priority 1',NULL,70
235,'ART71982  ','ART71982','High','Under Revision','Priority 2','Strict',86
236,'ART71172  ','ART71172','Medium','Under Revision','Priority 3','Minimal',73
237,'ART55873  ','ART55873','High','Review Required','Priority 1','Strict',54
238,'ART38073  ','ART38073','High','Updated','Priority 3',NULL,52
239,'ART51883  ','ART51883','Low','Under Revision','Priority 3',NULL,46
240,'ART17559  ','ART17559','High','Under Revision','Priority 2','Strict',91
241,'ART15309  ','ART15309','Medium','Under Revision','Priority 3','Minimal',61
242,'ART39560  ','ART39560','Medium','Review Required','Priority 2',NULL,41
243,'ART90960  ','ART90960','High','Under Revision','Priority 1','Strict',96
244,'ART63740  ','ART63740','Medium','Under Revision','Priority 1','Strict',36
245,'ART86498  ','ART86498','Medium','Under Revision','Priority 1',NULL,7
246,'ART98285  ','ART98285','Low','Updated','Priority 3','Minimal',25
247,'ART43152  ','ART43152','Medium','Under Revision','Priority 1','Strict',62
248,'ART17254  ','ART17254','Medium','Under Revision','Priority 3','Minimal',29
249,'ART22444  ','ART22444','Low','Under Revision','Priority 2','Strict',54
250,'ART78343  ','ART78343','High','Updated','Priority 2','Strict',55
251,'ART90427  ','ART90427','High','Under Revision','Priority 2','Strict',17
252,'ART98320  ','ART98320','Low','Updated','Priority 3','Minimal',66
253,'ART41917  ','ART41917','High','Updated','Priority 1',NULL,23
254,'ART79729  ','ART79729','High','Updated','Priority 3','Strict',80
255,'ART15822  ','ART15822','High','Updated','Priority 2','Strict',88
256,'ART74169  ','ART74169','Low','Updated','Priority 2','Strict',20
257,'ART43645  ','ART43645','Low','Under Revision','Priority 3',NULL,75
258,'ART60637  ','ART60637','High','Review Required','Priority 3',NULL,26
259,'ART91265  ','ART91265','Low','Under Revision','Priority 2','Minimal',47
260,'ART13864  ','ART13864','Low','Review Required','Priority 2','Minimal',53
261,'ART25931  ','ART25931','Low','Under Revision','Priority 1','Minimal',94
262,'ART93236  ','ART93236','Medium','Review Required','Priority 3','Minimal',80
263,'ART99384  ','ART99384','High','Updated','Priority 3','Strict',52
264,'ART53116  ','ART53116','Low','Under Revision','Priority 1','Minimal',64
265,'ART85703  ','ART85703','Medium','Under Revision','Priority 1',NULL,3
266,'ART12943  ','ART12943','Low','Review Required','Priority 3','Minimal',99
267,'ART78887  ','ART78887','Medium','Review Required','Priority 1','Minimal',66
268,'ART30190  ','ART30190','High','Review Required','Priority 3','Minimal',18
269,'ART38721  ','ART38721','High','Updated','Priority 1',NULL,20
270,'ART30217  ','ART30217','Low','Review Required','Priority 1','Minimal',27
271,'ART47243  ','ART47243','Medium','Updated','Priority 1',NULL,45
272,'ART83882  ','ART83882','High','Under Revision','Priority 2','Minimal',81
273,'ART77801  ','ART77801','High','Under Revision','Priority 1',NULL,82
274,'ART45260  ','ART45260','Medium','Under Revision','Priority 2',NULL,74
275,'ART73910  ','ART73910','Medium','Updated','Priority 2','Minimal',56
276,'ART47531  ','ART47531','Medium','Review Required','Priority 2','Strict',86
277,'ART73091  ','ART73091','High','Under Revision','Priority 1','Strict',25
278,'ART45554  ','ART45554','Low','Under Revision','Priority 3','Minimal',65
279,'ART50718  ','ART50718','Medium','Under Revision','Priority 2','Minimal',7
280,'ART47788  ','ART47788','High','Review Required','Priority 2','Minimal',76
281,'ART37928  ','ART37928','Low','Updated','Priority 3','Minimal',1
282,'ART38978  ','ART38978','Medium','Updated','Priority 3','Strict',87
283,'ART69605  ','ART69605','Medium','Under Revision','Priority 2','Minimal',39
284,'ART31121  ','ART31121','Low','Under Revision','Priority 2','Strict',22
285,'ART59264  ','ART59264','Low','Review Required','Priority 1','Minimal',17
286,'ART97827  ','ART97827','Medium','Under Revision','Priority 3',NULL,34
287,'ART64402  ','ART64402','Medium','Review Required','Priority 3','Minimal',98
288,'ART15493  ','ART15493','Low','Review Required','Priority 2','Minimal',100
289,'ART68755  ','ART68755','Medium','Review Required','Priority 3','Strict',99
290,'ART28417  ','ART28417','Medium','Review Required','Priority 2','Strict',16
291,'ART42781  ','ART42781','Low','Review Required','Priority 2',NULL,45
292,'ART66169  ','ART66169','High','Under Revision','Priority 3','Minimal',99
293,'ART96280  ','ART96280','High','Updated','Priority 3',NULL,19
294,'ART97495  ','ART97495','Low','Updated','Priority 1',NULL,73
295,'ART24396  ','ART24396','Low','Under Revision','Priority 2','Minimal',71
296,'ART25032  ','ART25032','High','Review Required','Priority 2',NULL,80
297,'ART62961  ','ART62961','Low','Updated','Priority 3',NULL,15
298,'ART77111  ','ART77111','Low','Under Revision','Priority 2','Minimal',16
299,'ART49476  ','ART49476','Medium','Under Revision','Priority 3',NULL,76
300,'ART99394  ','ART99394','Low','Updated','Priority 1','Strict',10
301,'ART50006  ','ART50006','Low','Updated','Priority 3','Strict',75
302,'ART18330  ','ART18330','High','Under Revision','Priority 3',NULL,49
303,'ART65641  ','ART65641','Low','Updated','Priority 2',NULL,24
304,'ART85565  ','ART85565','Low','Updated','Priority 1','Strict',85
305,'ART90714  ','ART90714','Medium','Review Required','Priority 1','Strict',69
306,'ART14535  ','ART14535','Low','Review Required','Priority 3',NULL,74
307,'ART47326  ','ART47326','Low','Under Revision','Priority 3',NULL,73
308,'ART83116  ','ART83116','Low','Review Required','Priority 3',NULL,85
309,'ART37946  ','ART37946','High','Under Revision','Priority 3',NULL,48
310,'ART18394  ','ART18394','High','Updated','Priority 3','Strict',58
311,'ART43678  ','ART43678','Low','Review Required','Priority 3',NULL,7
312,'ART93347  ','ART93347','Medium','Under Revision','Priority 2',NULL,17
313,'ART54065  ','ART54065','Low','Updated','Priority 1','Strict',100
314,'ART23045  ','ART23045','Medium','Updated','Priority 3',NULL,40
315,'ART44354  ','ART44354','High','Updated','Priority 1',NULL,33
316,'ART72253  ','ART72253','High','Under Revision','Priority 3','Strict',37
317,'ART10868  ','ART10868','Low','Under Revision','Priority 2','Minimal',70
318,'ART42503  ','ART42503','Medium','Under Revision','Priority 1',NULL,70
319,'ART32176  ','ART32176','Low','Under Revision','Priority 2','Minimal',20
320,'ART64633  ','ART64633','High','Review Required','Priority 2','Minimal',73
321,'ART87910  ','ART87910','Medium','Updated','Priority 2',NULL,74
322,'ART62028  ','ART62028','High','Review Required','Priority 1','Minimal',74
323,'ART75371  ','ART75371','High','Updated','Priority 3','Strict',33
324,'ART47766  ','ART47766','Low','Updated','Priority 1','Minimal',67
325,'ART52069  ','ART52069','Medium','Updated','Priority 1','Strict',56
326,'ART57217  ','ART57217','High','Updated','Priority 2',NULL,58
327,'ART93455  ','ART93455','Medium','Under Revision','Priority 3',NULL,59
328,'ART89006  ','ART89006','Low','Review Required','Priority 3',NULL,2
329,'ART33345  ','ART33345','Medium','Review Required','Priority 2',NULL,8
330,'ART22032  ','ART22032','Low','Under Revision','Priority 2',NULL,82
331,'ART66995  ','ART66995','High','Under Revision','Priority 3',NULL,42
332,'ART54879  ','ART54879','High','Review Required','Priority 3','Strict',29
333,'ART99458  ','ART99458','Low','Updated','Priority 3','Minimal',16
334,'ART18632  ','ART18632','Medium','Updated','Priority 2','Minimal',18
335,'ART16702  ','ART16702','High','Under Revision','Priority 2',NULL,65
336,'ART10454  ','ART10454','Low','Review Required','Priority 3','Strict',36
337,'ART57763  ','ART57763','Low','Updated','Priority 1','Strict',42
338,'ART88421  ','ART88421','Medium','Review Required','Priority 1',NULL,15
339,'ART89757  ','ART89757','High','Updated','Priority 3','Minimal',2
340,'ART92972  ','ART92972','Low','Review Required','Priority 3',NULL,44
341,'ART60139  ','ART60139','Low','Under Revision','Priority 1','Minimal',71
342,'ART11238  ','ART11238','Medium','Updated','Priority 3',NULL,82
343,'ART10101  ','ART10101','Low','Under Revision','Priority 1',NULL,22
344,'ART31106  ','ART31106','Low','Under Revision','Priority 3',NULL,36
345,'ART93115  ','ART93115','High','Review Required','Priority 3',NULL,70
346,'ART24723  ','ART24723','High','Under Revision','Priority 2','Minimal',90
347,'ART59972  ','ART59972','Medium','Updated','Priority 3','Strict',98
348,'ART45346  ','ART45346','High','Review Required','Priority 1','Minimal',17
349,'ART98793  ','ART98793','Medium','Review Required','Priority 1',NULL,45
350,'ART69266  ','ART69266','Medium','Under Revision','Priority 3','Strict',66
351,'ART20924  ','ART20924','Medium','Updated','Priority 2','Strict',81
352,'ART70901  ','ART70901','Medium','Review Required','Priority 3','Minimal',100
353,'ART20155  ','ART20155','Medium','Review Required','Priority 3','Strict',28
354,'ART41568  ','ART41568','Low','Under Revision','Priority 2','Strict',36
355,'ART21920  ','ART21920','High','Under Revision','Priority 3','Strict',62
356,'ART83067  ','ART83067','Low','Review Required','Priority 2','Minimal',5
357,'ART84330  ','ART84330','High','Review Required','Priority 3','Strict',26
358,'ART69450  ','ART69450','Low','Review Required','Priority 2','Strict',78
359,'ART46628  ','ART46628','Low','Updated','Priority 2','Minimal',62
360,'ART66581  ','ART66581','High','Updated','Priority 3','Strict',75
361,'ART86761  ','ART86761','High','Under Revision','Priority 2',NULL,100
362,'ART22545  ','ART22545','High','Review Required','Priority 2','Minimal',51
363,'ART76062  ','ART76062','High','Updated','Priority 3','Minimal',87
364,'ART93962  ','ART93962','Low','Updated','Priority 3','Minimal',41
365,'ART30978  ','ART30978','Medium','Review Required','Priority 3',NULL,51
366,'ART28359  ','ART28359','Low','Review Required','Priority 3',NULL,60
367,'ART53309  ','ART53309','High','Updated','Priority 3',NULL,64
368,'ART50684  ','ART50684','Low','Updated','Priority 1',NULL,22
369,'ART98005  ','ART98005','Medium','Under Revision','Priority 2','Strict',77
370,'ART96062  ','ART96062','Low','Review Required','Priority 2','Strict',67
371,'ART43108  ','ART43108','High','Under Revision','Priority 1',NULL,35
372,'ART73568  ','ART73568','Medium','Under Revision','Priority 1','Minimal',81
373,'ART31268  ','ART31268','High','Review Required','Priority 2',NULL,17
374,'ART88648  ','ART88648','Low','Under Revision','Priority 2','Minimal',75
375,'ART55795  ','ART55795','High','Under Revision','Priority 3','Minimal',8
376,'ART70354  ','ART70354','Medium','Under Revision','Priority 1','Strict',79
377,'ART51915  ','ART51915','High','Review Required','Priority 3','Minimal',54
378,'ART85171  ','ART85171','Low','Under Revision','Priority 2',NULL,33
379,'ART42439  ','ART42439','Low','Updated','Priority 1','Minimal',92
380,'ART26707  ','ART26707','Low','Under Revision','Priority 3','Minimal',77
381,'ART63520  ','ART63520','High','Updated','Priority 2','Strict',44
382,'ART80110  ','ART80110','Low','Under Revision','Priority 2','Minimal',85
383,'ART53554  ','ART53554','Medium','Review Required','Priority 2',NULL,89
384,'ART55648  ','ART55648','Low','Under Revision','Priority 2','Strict',1
385,'ART47609  ','ART47609','High','Updated','Priority 2','Minimal',43
386,'ART77482  ','ART77482','Medium','Review Required','Priority 1',NULL,23
387,'ART48269  ','ART48269','Medium','Updated','Priority 1','Strict',83
388,'ART46875  ','ART46875','High','Review Required','Priority 3','Strict',70
389,'ART63518  ','ART63518','High','Under Revision','Priority 3','Strict',89
390,'ART70034  ','ART70034','High','Updated','Priority 3',NULL,26
391,'ART28711  ','ART28711','Low','Updated','Priority 1','Strict',81
392,'ART48999  ','ART48999','Medium','Review Required','Priority 3','Strict',16
393,'ART28231  ','ART28231','Medium','Review Required','Priority 1','Minimal',5
394,'ART53235  ','ART53235','High','Under Revision','Priority 3','Strict',12
395,'ART68953  ','ART68953','Medium','Updated','Priority 1','Strict',58
