14,'ART23155  ','ART23155',14,'In Progress','Low       ','2025-01-10','2025-04-15',29,'Pending',NULL,'Current                  ','Overdue             ','Insufficient','Available                ','Occasional','Minimal',NULL,'Low','High'
15,'ART87883  ','ART87883',15,'In Progress','Low       ','2025-02-10','2025-05-17',56,'Pending','Open','Overdue                  ','Overdue             ','Review Required','Available                ','Frequent','Minimal',8,'Low','Medium'
16,'ART44432  ','ART44432',16,'In Progress','High      ','2025-02-10','2025-02-25',65,'Updated','Open','Due                      ','Current             ','Insufficient','Limited                  ','Rare','Extensive',NULL,'Low','Medium'
17,'ART77091  ','ART77091',17,'In Progress','High      ','2025-01-13','2025-05-05',26,'Review',NULL,'Due                      ','Overdue             ','Review Required','Limited                  ','Occasional','Minimal',9,'Medium','Medium'
18,'ART30247  ','ART30247',18,'Scheduled','Urgent    ','2024-12-04','2025-03-24',58,'Review','Open','Current                  ','Due                 ','Review Required','Depleted                 ','Occasional','Extensive',9,'High','Medium'
19,'ART54391  ','ART54391',19,'Not Required','Low       ','2025-02-14','2025-04-16',33,'Review',NULL,'Due                      ','Current             ','Insufficient','Available                ','Occasional','Minimal',9,'High','Medium'
20,'ART49538  ','ART49538',20,'Scheduled','Medium    ','2024-11-30','2025-05-14',11,'Updated',NULL,'Overdue                  ','Due                 ','Insufficient','Available                ','Frequent','Minimal',9,'High','Medium'
21,'ART79242  ','ART79242',21,'Scheduled','Medium    ','2025-01-11','2025-04-22',55,'Review',NULL,'Current                  ','Current             ','Review Required','Depleted                 ','Frequent','Extensive',9,'Low','Low'
22,'ART23455  ','ART23455',22,'Not Required','Medium    ','2025-01-01','2025-03-05',18,'Updated','Closed','Due                      ','Overdue             ','Adequate','Available                ','Frequent','Extensive',7,'Medium','Low'
23,'ART75266  ','ART75266',23,'Not Required','Low       ','2024-12-21','2025-04-10',15,'Updated',NULL,'Current                  ','Due                 ','Insufficient','Depleted                 ','Frequent','Extensive',8,'Medium','Low'
24,'ART85937  ','ART85937',24,'Scheduled','High      ','2025-02-13','2025-04-01',68,'Updated',NULL,'Current                  ','Overdue             ','Adequate','Available                ','Frequent','Extensive',3,'Medium','High'
25,'ART67347  ','ART67347',25,'Not Required','Urgent    ','2025-01-31','2025-05-07',10,'Updated',NULL,'Overdue                  ','Current             ','Insufficient','Depleted                 ','Occasional','Minimal',1,'Medium','Low'
26,'ART89393  ','ART89393',26,'Scheduled','High      ','2024-12-29','2025-02-23',17,'Review','Closed','Overdue                  ','Due                 ','Adequate','Limited                  ','Rare','Moderate',2,'High','Medium'
27,'ART45377  ','ART45377',27,'Scheduled','Medium    ','2025-01-24','2025-05-03',63,'Updated',NULL,'Overdue                  ','Due                 ','Adequate','Depleted                 ','Rare','Moderate',6,'Medium','Low'
28,'ART70054  ','ART70054',28,'In Progress','Urgent    ','2024-11-26','2025-04-14',18,'Review',NULL,'Overdue                  ','Due                 ','Review Required','Depleted                 ','Rare','Moderate',9,'Medium','High'
29,'ART64175  ','ART64175',29,'In Progress','Low       ','2025-01-20','2025-05-18',29,'Pending','Closed','Due                      ','Due                 ','Adequate','Available                ','Frequent','Extensive',7,'High','Low'
30,'ART73040  ','ART73040',30,'In Progress','Low       ','2025-01-23','2025-02-23',89,'Review','Open','Due                      ','Current             ','Insufficient','Depleted                 ','Frequent','Extensive',4,'Low','Medium'
31,'ART97169  ','ART97169',31,'In Progress','High      ','2025-01-26','2025-03-02',56,'Pending',NULL,'Overdue                  ','Current             ','Insufficient','Limited                  ','Frequent','Extensive',9,'Medium','Medium'
32,'ART27258  ','ART27258',32,'Not Required','High      ','2025-01-27','2025-03-15',74,'Review','Closed','Current                  ','Current             ','Review Required','Limited                  ','Occasional','Extensive',NULL,'Medium','Low'
33,'ART19807  ','ART19807',33,'In Progress','High      ','2025-02-15','2025-03-01',24,'Pending','Open','Current                  ','Overdue             ','Review Required','Available                ','Occasional','Extensive',NULL,'High','High'
34,'ART56964  ','ART56964',34,'In Progress','Medium    ','2025-02-11','2025-05-20',20,'Updated','Open','Overdue                  ','Due                 ','Adequate','Limited                  ','Frequent','Minimal',1,'High','Low'
35,'ART52327  ','ART52327',35,'Not Required','Low       ','2024-11-23','2025-05-12',87,'Pending',NULL,'Overdue                  ','Current             ','Adequate','Depleted                 ','Occasional','Extensive',4,'Low','Low'
36,'ART95026  ','ART95026',36,'Scheduled','Low       ','2025-01-21','2025-03-05',76,'Pending','Open','Current                  ','Due                 ','Adequate','Available                ','Rare','Extensive',10,'Medium','Low'
37,'ART75963  ','ART75963',37,'Scheduled','Urgent    ','2025-01-15','2025-05-09',13,'Review',NULL,'Overdue                  ','Current             ','Review Required','Limited                  ','Rare','Minimal',3,'High','Medium'
38,'ART74018  ','ART74018',38,'In Progress','Medium    ','2025-01-29','2025-04-13',49,'Updated',NULL,'Due                      ','Due                 ','Review Required','Available                ','Rare','Extensive',NULL,'Low','Medium'
39,'ART33769  ','ART33769',39,'Scheduled','High      ','2025-02-04','2025-02-25',61,'Review',NULL,'Overdue                  ','Current             ','Review Required','Limited                  ','Frequent','Minimal',10,'Low','Low'
40,'ART49793  ','ART49793',40,'Not Required','Low       ','2025-01-27','2025-05-01',52,'Pending','Closed','Overdue                  ','Current             ','Insufficient','Limited                  ','Rare','Moderate',8,'High','Low'
41,'ART84247  ','ART84247',41,'Scheduled','Urgent    ','2024-12-20','2025-03-06',71,'Review',NULL,'Current                  ','Current             ','Review Required','Depleted                 ','Occasional','Extensive',9,'High','High'
42,'ART35668  ','ART35668',42,'Not Required','High      ','2025-01-25','2025-04-01',27,'Updated',NULL,'Due                      ','Current             ','Insufficient','Depleted                 ','Occasional','Moderate',NULL,'Low','Medium'
43,'ART55333  ','ART55333',43,'Not Required','High      ','2024-12-28','2025-02-24',88,'Updated','Open','Due                      ','Due                 ','Review Required','Limited                  ','Frequent','Moderate',4,'High','High'
44,'ART78189  ','ART78189',44,'In Progress','Medium    ','2024-12-11','2025-03-10',15,'Pending','Open','Current                  ','Due                 ','Insufficient','Depleted                 ','Rare','Moderate',3,'High','High'
45,'ART98570  ','ART98570',45,'Scheduled','Low       ','2025-01-03','2025-02-25',15,'Pending','Open','Due                      ','Current             ','Insufficient','Limited                  ','Occasional','Extensive',3,'Medium','Medium'
46,'ART86437  ','ART86437',46,'In Progress','Medium    ','2025-02-05','2025-04-02',32,'Pending','Open','Current                  ','Due                 ','Review Required','Limited                  ','Occasional','Minimal',7,'Medium','Low'
47,'ART77193  ','ART77193',47,'Not Required','Urgent    ','2025-02-14','2025-04-19',89,'Updated',NULL,'Overdue                  ','Current             ','Adequate','Limited                  ','Frequent','Minimal',9,'Low','Low'
48,'ART11997  ','ART11997',48,'In Progress','Medium    ','2025-01-10','2025-04-01',11,'Review','Closed','Overdue                  ','Current             ','Insufficient','Available                ','Rare','Extensive',8,'High','Low'
49,'ART71036  ','ART71036',49,'Not Required','High      ','2024-12-11','2025-03-31',85,'Review','Closed','Due                      ','Overdue             ','Review Required','Depleted                 ','Rare','Extensive',4,'High','High'
50,'ART74448  ','ART74448',50,'In Progress','High      ','2025-02-16','2025-02-20',86,'Pending',NULL,'Current                  ','Due                 ','Insufficient','Available                ','Frequent','Minimal',3,'High','High'
51,'ART16032  ','ART16032',51,'Scheduled','Low       ','2024-12-26','2025-03-25',72,'Pending','Open','Overdue                  ','Due                 ','Review Required','Depleted                 ','Frequent','Moderate',3,'Medium','Low'
52,'ART75678  ','ART75678',52,'Scheduled','Medium    ','2024-11-26','2025-04-29',62,'Updated','Open','Due                      ','Due                 ','Insufficient','Available                ','Rare','Moderate',4,'Low','High'
53,'ART62574  ','ART62574',53,'Not Required','Medium    ','2025-01-27','2025-04-01',22,'Updated',NULL,'Overdue                  ','Due                 ','Insufficient','Available                ','Occasional','Extensive',7,'Medium','Medium'
54,'ART74715  ','ART74715',54,'Scheduled','Urgent    ','2025-01-20','2025-02-23',64,'Updated','Closed','Current                  ','Due                 ','Insufficient','Available                ','Frequent','Minimal',6,'High','High'
55,'ART15630  ','ART15630',55,'Scheduled','High      ','2024-12-26','2025-05-19',81,'Updated','Closed','Overdue                  ','Overdue             ','Review Required','Available                ','Frequent','Moderate',8,'Medium','High'
56,'ART71177  ','ART71177',56,'Not Required','Medium    ','2025-01-26','2025-04-08',70,'Pending','Closed','Current                  ','Overdue             ','Insufficient','Available                ','Frequent','Extensive',5,'Low','High'
57,'ART34027  ','ART34027',57,'In Progress','High      ','2025-01-03','2025-03-29',29,'Pending','Open','Overdue                  ','Overdue             ','Adequate','Limited                  ','Rare','Minimal',8,'Low','Medium'
58,'ART66667  ','ART66667',58,'Not Required','High      ','2024-11-22','2025-03-09',36,'Pending',NULL,'Due                      ','Due                 ','Insufficient','Depleted                 ','Occasional','Extensive',1,'Medium','Low'
59,'ART32567  ','ART32567',59,'Scheduled','Urgent    ','2025-01-23','2025-04-13',70,'Review','Open','Due                      ','Overdue             ','Adequate','Depleted                 ','Frequent','Moderate',1,'Medium','High'
60,'ART32207  ','ART32207',60,'Not Required','High      ','2024-12-14','2025-02-21',76,'Review','Closed','Due                      ','Due                 ','Review Required','Available                ','Frequent','Minimal',9,'Medium','Low'
61,'ART89880  ','ART89880',61,'Not Required','Medium    ','2025-02-10','2025-04-17',24,'Review','Open','Current                  ','Overdue             ','Adequate','Limited                  ','Frequent','Extensive',10,'Low','Medium'
62,'ART41900  ','ART41900',62,'In Progress','Medium    ','2024-11-28','2025-03-31',84,'Updated','Closed','Due                      ','Due                 ','Insufficient','Depleted                 ','Occasional','Extensive',8,'Low','High'
63,'ART51066  ','ART51066',63,'Not Required','Urgent    ','2025-02-10','2025-05-19',68,'Review','Open','Current                  ','Current             ','Adequate','Depleted                 ','Frequent','Extensive',10,'Low','High'
64,'ART96778  ','ART96778',64,'Scheduled','Medium    ','2025-02-08','2025-04-18',15,'Review',NULL,'Overdue                  ','Due                 ','Review Required','Limited                  ','Rare','Moderate',5,'High','Medium'
65,'ART14428  ','ART14428',65,'Scheduled','Low       ','2024-12-28','2025-05-16',44,'Review','Open','Due                      ','Overdue             ','Review Required','Limited                  ','Frequent','Minimal',8,'Low','Low'
66,'ART24037  ','ART24037',66,'In Progress','High      ','2024-12-16','2025-05-09',47,'Updated','Closed','Due                      ','Due                 ','Insufficient','Available                ','Rare','Extensive',NULL,'Low','Low'
67,'ART56119  ','ART56119',67,'In Progress','Urgent    ','2025-01-24','2025-03-05',49,'Pending','Open','Overdue                  ','Overdue             ','Review Required','Limited                  ','Rare','Moderate',8,'Low','Low'
68,'ART20918  ','ART20918',68,'Scheduled','Urgent    ','2024-12-18','2025-04-13',37,'Review','Closed','Overdue                  ','Overdue             ','Review Required','Limited                  ','Rare','Moderate',9,'High','High'
69,'ART72699  ','ART72699',69,'Scheduled','Urgent    ','2025-01-23','2025-04-02',32,'Review','Closed','Current                  ','Due                 ','Insufficient','Depleted                 ','Frequent','Minimal',7,'High','Low'
70,'ART71203  ','ART71203',70,'Scheduled','Low       ','2024-12-29','2025-02-21',54,'Pending',NULL,'Current                  ','Overdue             ','Review Required','Limited                  ','Rare','Extensive',10,'High','Low'
71,'ART57819  ','ART57819',71,'Scheduled','Medium    ','2025-02-17','2025-03-05',62,'Updated','Closed','Current                  ','Current             ','Review Required','Depleted                 ','Rare','Minimal',1,'Low','Low'
72,'ART99720  ','ART99720',72,'Scheduled','Urgent    ','2025-01-13','2025-04-10',7,'Pending',NULL,'Due                      ','Overdue             ','Insufficient','Available                ','Rare','Moderate',10,'Medium','Medium'
73,'ART53791  ','ART53791',73,'In Progress','Low       ','2024-12-07','2025-03-01',75,'Review','Closed','Overdue                  ','Overdue             ','Review Required','Depleted                 ','Rare','Extensive',3,'Low','Medium'
74,'ART64791  ','ART64791',74,'Not Required','Urgent    ','2024-12-23','2025-05-17',49,'Updated','Open','Current                  ','Overdue             ','Review Required','Available                ','Rare','Minimal',7,'Low','Medium'
75,'ART63153  ','ART63153',75,'In Progress','Medium    ','2025-01-16','2025-05-09',14,'Review','Open','Due                      ','Due                 ','Review Required','Depleted                 ','Rare','Moderate',2,'Low','Low'
76,'ART99599  ','ART99599',76,'Scheduled','Low       ','2024-12-11','2025-02-20',24,'Review','Open','Current                  ','Overdue             ','Insufficient','Available                ','Frequent','Extensive',NULL,'Low','High'
77,'ART92270  ','ART92270',77,'In Progress','Urgent    ','2024-12-25','2025-03-23',20,'Pending','Closed','Overdue                  ','Overdue             ','Adequate','Available                ','Frequent','Moderate',3,'Low','Medium'
78,'ART59106  ','ART59106',78,'In Progress','Urgent    ','2024-12-13','2025-05-20',30,'Pending',NULL,'Overdue                  ','Current             ','Review Required','Available                ','Occasional','Moderate',6,'High','Medium'
79,'ART64367  ','ART64367',79,'Scheduled','Low       ','2024-11-26','2025-04-25',33,'Updated','Open','Current                  ','Current             ','Insufficient','Depleted                 ','Occasional','Moderate',9,'Low','Medium'
80,'ART29176  ','ART29176',80,'Not Required','Low       ','2024-12-17','2025-03-22',88,'Updated',NULL,'Current                  ','Current             ','Review Required','Available                ','Frequent','Minimal',4,'Medium','Low'
81,'ART66971  ','ART66971',81,'In Progress','High      ','2024-12-01','2025-05-06',24,'Review','Closed','Overdue                  ','Current             ','Review Required','Available                ','Rare','Moderate',1,'High','Medium'
82,'ART18099  ','ART18099',82,'Scheduled','Urgent    ','2024-12-13','2025-04-16',28,'Review',NULL,'Overdue                  ','Current             ','Insufficient','Available                ','Occasional','Extensive',3,'Low','Medium'
83,'ART25088  ','ART25088',83,'Scheduled','Medium    ','2024-12-09','2025-05-03',45,'Updated','Open','Due                      ','Current             ','Adequate','Available                ','Frequent','Minimal',5,'High','High'
84,'ART69692  ','ART69692',84,'In Progress','Urgent    ','2025-01-13','2025-03-16',13,'Review','Closed','Current                  ','Due                 ','Review Required','Limited                  ','Occasional','Extensive',3,'Medium','High'
85,'ART51762  ','ART51762',85,'Not Required','Low       ','2025-01-10','2025-05-02',24,'Updated','Closed','Due                      ','Due                 ','Insufficient','Available                ','Rare','Extensive',6,'High','Medium'
86,'ART47896  ','ART47896',86,'Not Required','Medium    ','2024-11-29','2025-04-06',10,'Updated',NULL,'Overdue                  ','Overdue             ','Insufficient','Limited                  ','Rare','Minimal',9,'Medium','High'
87,'ART13944  ','ART13944',87,'Not Required','Low       ','2025-01-01','2025-04-24',88,'Updated','Open','Due                      ','Overdue             ','Review Required','Available                ','Frequent','Minimal',2,'Medium','Medium'
88,'ART45648  ','ART45648',88,'Scheduled','Urgent    ','2025-01-08','2025-04-06',81,'Review',NULL,'Due                      ','Overdue             ','Adequate','Available                ','Frequent','Minimal',10,'High','Low'
89,'ART69396  ','ART69396',89,'Scheduled','Medium    ','2024-11-23','2025-03-28',78,'Updated','Closed','Due                      ','Current             ','Insufficient','Depleted                 ','Frequent','Extensive',5,'High','High'
90,'ART45572  ','ART45572',90,'Not Required','Medium    ','2024-11-27','2025-02-21',34,'Updated','Closed','Overdue                  ','Due                 ','Insufficient','Limited                  ','Rare','Moderate',10,'Low','Medium'
91,'ART94538  ','ART94538',91,'Not Required','Medium    ','2025-01-18','2025-05-10',90,'Pending','Closed','Overdue                  ','Overdue             ','Review Required','Available                ','Rare','Moderate',2,'Medium','High'
92,'ART14093  ','ART14093',92,'In Progress','High      ','2025-01-14','2025-04-06',45,'Review',NULL,'Due                      ','Overdue             ','Review Required','Available                ','Frequent','Minimal',7,'High','Medium'
93,'ART31333  ','ART31333',93,'Not Required','Medium    ','2025-01-04','2025-04-01',87,'Updated','Open','Due                      ','Current             ','Review Required','Depleted                 ','Occasional','Moderate',7,'Low','High'
94,'ART44866  ','ART44866',94,'Not Required','Low       ','2025-02-14','2025-04-28',40,'Pending',NULL,'Current                  ','Overdue             ','Adequate','Depleted                 ','Occasional','Moderate',8,'High','High'
95,'ART22236  ','ART22236',95,'In Progress','Low       ','2025-02-02','2025-04-27',36,'Review','Open','Due                      ','Due                 ','Insufficient','Depleted                 ','Occasional','Minimal',6,'Low','High'
96,'ART24363  ','ART24363',96,'In Progress','Urgent    ','2025-01-13','2025-05-08',74,'Updated','Open','Current                  ','Overdue             ','Adequate','Depleted                 ','Occasional','Extensive',10,'High','Low'
97,'ART12970  ','ART12970',97,'Scheduled','Urgent    ','2025-01-01','2025-03-23',63,'Updated','Closed','Due                      ','Overdue             ','Adequate','Depleted                 ','Occasional','Moderate',2,'Medium','Medium'
98,'ART86696  ','ART86696',98,'Not Required','Medium    ','2024-11-21','2025-05-19',10,'Updated','Closed','Due                      ','Due                 ','Adequate','Depleted                 ','Rare','Moderate',4,'Medium','Medium'
99,'ART54193  ','ART54193',99,'In Progress','Medium    ','2025-01-20','2025-04-01',35,'Updated','Open','Due                      ','Due                 ','Insufficient','Available                ','Frequent','Extensive',NULL,'Low','High'
100,'ART49076  ','ART49076',100,'In Progress','Urgent    ','2025-02-05','2025-03-11',30,'Updated','Closed','Due                      ','Overdue             ','Review Required','Available                ','Frequent','Minimal',NULL,'Medium','Low'
101,'ART43209  ','ART43209',101,'In Progress','Medium    ','2024-12-06','2025-03-07',12,'Pending','Closed','Due                      ','Overdue             ','Insufficient','Depleted                 ','Frequent','Moderate',3,'Low','High'
102,'ART34850  ','ART34850',102,'Not Required','High      ','2025-02-13','2025-05-08',81,'Updated','Open','Overdue                  ','Due                 ','Insufficient','Available                ','Frequent','Extensive',7,'Low','Medium'
103,'ART41552  ','ART41552',103,'Not Required','Medium    ','2024-12-06','2025-04-13',27,'Review','Open','Overdue                  ','Overdue             ','Insufficient','Available                ','Frequent','Extensive',7,'High','Medium'
104,'ART19184  ','ART19184',104,'Not Required','Medium    ','2024-12-01','2025-03-25',47,'Updated','Closed','Current                  ','Due                 ','Adequate','Depleted                 ','Rare','Moderate',NULL,'Medium','Low'
105,'ART61296  ','ART61296',105,'Scheduled','Urgent    ','2025-02-03','2025-03-05',8,'Updated','Closed','Current                  ','Due                 ','Adequate','Depleted                 ','Frequent','Extensive',1,'Low','Medium'
106,'ART10877  ','ART10877',106,'Scheduled','High      ','2025-01-16','2025-03-24',82,'Review','Open','Current                  ','Current             ','Insufficient','Available                ','Occasional','Moderate',6,'Medium','Low'
107,'ART20549  ','ART20549',107,'Not Required','Medium    ','2024-12-18','2025-04-16',51,'Updated','Open','Current                  ','Current             ','Adequate','Available                ','Occasional','Moderate',9,'Low','Low'
108,'ART98976  ','ART98976',108,'Scheduled','Medium    ','2025-02-07','2025-05-04',61,'Pending','Closed','Current                  ','Current             ','Adequate','Available                ','Rare','Moderate',2,'Low','High'
109,'ART23101  ','ART23101',109,'In Progress','Medium    ','2025-01-09','2025-03-07',86,'Review',NULL,'Overdue                  ','Current             ','Adequate','Depleted                 ','Frequent','Minimal',6,'Medium','High'
110,'ART35857  ','ART35857',110,'Scheduled','Urgent    ','2024-11-28','2025-03-08',18,'Updated','Open','Current                  ','Due                 ','Review Required','Depleted                 ','Frequent','Extensive',6,'Medium','Low'
111,'ART32997  ','ART32997',111,'Scheduled','Medium    ','2025-01-28','2025-02-26',48,'Updated','Closed','Current                  ','Current             ','Adequate','Depleted                 ','Occasional','Minimal',9,'Medium','Medium'
112,'ART15992  ','ART15992',112,'In Progress','Medium    ','2024-11-30','2025-04-02',90,'Pending','Open','Current                  ','Current             ','Review Required','Available                ','Frequent','Extensive',10,'Low','Medium'
113,'ART16961  ','ART16961',113,'Not Required','Medium    ','2024-12-28','2025-05-16',84,'Pending','Open','Due                      ','Due                 ','Insufficient','Available                ','Frequent','Extensive',7,'Low','Medium'
114,'ART85062  ','ART85062',114,'Not Required','Low       ','2025-01-31','2025-02-26',21,'Review',NULL,'Overdue                  ','Current             ','Insufficient','Available                ','Occasional','Extensive',5,'Low','High'
115,'ART48891  ','ART48891',115,'Scheduled','Urgent    ','2024-12-22','2025-04-10',36,'Review','Closed','Current                  ','Due                 ','Insufficient','Limited                  ','Occasional','Extensive',8,'Low','Medium'
116,'ART19391  ','ART19391',116,'In Progress','Medium    ','2025-01-21','2025-04-13',75,'Review','Closed','Overdue                  ','Due                 ','Review Required','Limited                  ','Rare','Extensive',1,'High','Medium'
117,'ART45353  ','ART45353',117,'Not Required','Medium    ','2025-02-05','2025-03-11',56,'Review',NULL,'Due                      ','Due                 ','Review Required','Limited                  ','Occasional','Moderate',8,'Medium','High'
118,'ART62822  ','ART62822',118,'Not Required','High      ','2025-02-12','2025-03-15',79,'Review',NULL,'Current                  ','Current             ','Insufficient','Depleted                 ','Frequent','Minimal',10,'Low','High'
119,'ART32952  ','ART32952',119,'Not Required','High      ','2025-02-09','2025-05-04',29,'Pending','Closed','Current                  ','Due                 ','Review Required','Depleted                 ','Frequent','Extensive',6,'Low','Low'
120,'ART75762  ','ART75762',120,'In Progress','Medium    ','2025-01-17','2025-02-20',80,'Updated','Open','Overdue                  ','Current             ','Adequate','Depleted                 ','Frequent','Minimal',9,'High','High'
121,'ART68475  ','ART68475',121,'In Progress','High      ','2024-12-28','2025-03-10',11,'Review',NULL,'Overdue                  ','Overdue             ','Adequate','Available                ','Rare','Moderate',2,'Low','Medium'
122,'ART52132  ','ART52132',122,'Not Required','High      ','2024-12-31','2025-03-15',68,'Review','Open','Due                      ','Due                 ','Insufficient','Limited                  ','Occasional','Minimal',1,'High','High'
123,'ART94790  ','ART94790',123,'In Progress','Urgent    ','2024-11-27','2025-03-23',28,'Updated','Open','Due                      ','Due                 ','Adequate','Limited                  ','Rare','Extensive',1,'Medium','Low'
124,'ART61992  ','ART61992',124,'Not Required','High      ','2025-01-17','2025-04-23',35,'Review','Open','Overdue                  ','Due                 ','Review Required','Limited                  ','Occasional','Minimal',9,'Medium','Medium'
125,'ART17018  ','ART17018',125,'Not Required','Urgent    ','2025-01-10','2025-04-26',76,'Pending',NULL,'Overdue                  ','Overdue             ','Adequate','Depleted                 ','Rare','Extensive',10,'Low','Low'
126,'ART28471  ','ART28471',126,'In Progress','High      ','2025-01-11','2025-02-28',30,'Pending','Closed','Current                  ','Due                 ','Review Required','Limited                  ','Occasional','Extensive',3,'Medium','Low'
127,'ART33180  ','ART33180',127,'In Progress','High      ','2024-11-22','2025-03-15',23,'Pending','Closed','Current                  ','Current             ','Insufficient','Available                ','Occasional','Moderate',4,'High','High'
128,'ART11692  ','ART11692',128,'Scheduled','Low       ','2024-11-27','2025-04-30',89,'Pending','Closed','Overdue                  ','Current             ','Adequate','Depleted                 ','Occasional','Moderate',5,'Low','High'
129,'ART89295  ','ART89295',129,'In Progress','High      ','2025-01-28','2025-03-28',27,'Updated','Open','Current                  ','Due                 ','Review Required','Limited                  ','Frequent','Minimal',3,'Low','Medium'
130,'ART18814  ','ART18814',130,'Not Required','Urgent    ','2025-01-13','2025-04-20',16,'Updated',NULL,'Overdue                  ','Current             ','Insufficient','Depleted                 ','Frequent','Minimal',8,'Low','Low'
131,'ART51143  ','ART51143',131,'Scheduled','Low       ','2025-01-29','2025-05-06',37,'Pending',NULL,'Overdue                  ','Due                 ','Insufficient','Limited                  ','Occasional','Moderate',NULL,'Low','Low'
132,'ART99610  ','ART99610',132,'In Progress','Low       ','2024-12-14','2025-03-30',84,'Pending','Closed','Due                      ','Current             ','Adequate','Depleted                 ','Occasional','Extensive',7,'High','Medium'
133,'ART16937  ','ART16937',133,'In Progress','Urgent    ','2025-01-04','2025-03-29',83,'Pending',NULL,'Overdue                  ','Due                 ','Insufficient','Available                ','Frequent','Minimal',9,'Low','High'
134,'ART51120  ','ART51120',134,'Scheduled','Medium    ','2025-01-18','2025-02-24',82,'Updated','Open','Overdue                  ','Overdue             ','Review Required','Depleted                 ','Rare','Minimal',9,'High','Low'
135,'ART65334  ','ART65334',135,'In Progress','Urgent    ','2025-01-30','2025-05-17',65,'Pending',NULL,'Current                  ','Current             ','Adequate','Available                ','Rare','Extensive',10,'Medium','Medium'
136,'ART70347  ','ART70347',136,'In Progress','Medium    ','2024-12-18','2025-03-06',69,'Review','Open','Due                      ','Current             ','Insufficient','Available                ','Frequent','Extensive',9,'Low','Medium'
137,'ART33322  ','ART33322',137,'Not Required','High      ','2025-01-25','2025-03-07',53,'Review','Open','Overdue                  ','Due                 ','Insufficient','Available                ','Occasional','Moderate',NULL,'Low','Low'
138,'ART36172  ','ART36172',138,'Not Required','Low       ','2024-12-08','2025-03-07',73,'Pending','Closed','Due                      ','Overdue             ','Review Required','Depleted                 ','Occasional','Extensive',NULL,'High','Low'
139,'ART65274  ','ART65274',139,'Not Required','High      ','2024-11-23','2025-05-17',81,'Updated','Closed','Due                      ','Due                 ','Insufficient','Limited                  ','Occasional','Extensive',2,'High','Medium'
140,'ART19319  ','ART19319',140,'Not Required','Medium    ','2025-01-04','2025-02-22',12,'Updated',NULL,'Current                  ','Current             ','Adequate','Limited                  ','Occasional','Extensive',NULL,'High','High'
141,'ART73961  ','ART73961',141,'Not Required','Low       ','2025-01-11','2025-05-13',50,'Updated','Open','Due                      ','Due                 ','Adequate','Available                ','Rare','Moderate',3,'High','Low'
142,'ART81270  ','ART81270',142,'Scheduled','Low       ','2025-01-09','2025-03-16',73,'Review','Open','Overdue                  ','Overdue             ','Adequate','Depleted                 ','Occasional','Minimal',5,'Low','Medium'
