63,'ART51066  ','Medium              ','Low','High','Medium','High                ','Medium','Medium','High                ','Low','Low','High'
64,'ART96778  ','High                ','Low','High','High','Low                 ','Medium','High','High                ','High','Medium','High'
65,'ART14428  ','High                ','Medium','Medium','Low','High                ','Medium','Medium','Low                 ','Low','Low','High'
66,'ART24037  ','Medium              ','Low','Low','High','Medium              ','High','High','Low                 ','High','High','Low'
67,'ART56119  ','High                ','Medium','Low','Medium','High                ','Medium','High','Medium              ','Low','Low','Low'
68,'ART20918  ','High                ','High','Low','Medium','Low                 ','Medium','High','High                ','High','High','High'
69,'ART72699  ','Low                 ','High','High','Low','Medium              ','Medium','Medium','Medium              ','Low','High','Medium'
70,'ART71203  ','High                ','Medium','High','High','Medium              ','High','Medium','Low                 ','Medium','High','High'
71,'ART57819  ','High                ','Low','Low','Medium','High                ','Medium','Medium','Low                 ','Low','Medium','Medium'
72,'ART99720  ','Medium              ','Medium','High','Medium','Medium              ','High','Low','Medium              ','Medium','High','Medium'
73,'ART53791  ','High                ','Medium','High','Medium','High                ','Low','High','Low                 ','High','Low','High'
74,'ART64791  ','High                ','Medium','Low','Low','Low                 ','Low','Low','High                ','Low','High','Medium'
75,'ART63153  ','High                ','Medium','Medium','High','Medium              ','Low','Low','High                ','Low','High','Low'
76,'ART99599  ','High                ','Medium','High','High','High                ','Medium','Low','High                ','High','High','Low'
77,'ART92270  ','Medium              ','High','Medium','Low','Low                 ','High','Medium','High                ','Low','Low','High'
78,'ART59106  ','Medium              ','Medium','Medium','Medium','Medium              ','High','Medium','Medium              ','Medium','High','Low'
79,'ART64367  ','Medium              ','Low','Low','Low','Medium              ','High','Low','High                ','Medium','Low','Medium'
80,'ART29176  ','Low                 ','High','Medium','Low','High                ','Low','Low','Low                 ','Medium','Low','Medium'
81,'ART66971  ','Low                 ','High','High','High','Medium              ','Low','High','Low                 ','Low','Medium','High'
82,'ART18099  ','Low                 ','High','Low','Medium','Low                 ','Medium','Low','Medium              ','High','Medium','Low'
83,'ART25088  ','Medium              ','Low','Low','Medium','Medium              ','Low','Low','Low                 ','Low','Medium','Medium'
84,'ART69692  ','Low                 ','Medium','Medium','High','Low                 ','Medium','Low','High                ','Low','Low','Low'
85,'ART51762  ','High                ','Low','Low','High','High                ','Medium','Low','Low                 ','Medium','High','Low'
86,'ART47896  ','Medium              ','Low','High','High','High                ','Low','Low','Low                 ','Low','Medium','Medium'
87,'ART13944  ','Low                 ','Low','Medium','Low','Low                 ','Low','High','High                ','Medium','Low','Medium'
88,'ART45648  ','Medium              ','Low','High','Low','Low                 ','Low','Medium','High                ','Medium','Low','High'
89,'ART69396  ','Low                 ','Low','High','Low','Low                 ','Low','Medium','High                ','High','Low','Medium'
90,'ART45572  ','Low                 ','High','Medium','High','High                ','High','Low','Medium              ','High','Low','Low'
91,'ART94538  ','Medium              ','High','High','Medium','High                ','Medium','Medium','Low                 ','High','High','High'
92,'ART14093  ','High                ','Low','Medium','Low','Medium              ','High','High','Low                 ','Medium','High','High'
93,'ART31333  ','Low                 ','High','Medium','High','Medium              ','High','Medium','Low                 ','High','Low','Low'
94,'ART44866  ','Low                 ','Medium','Medium','Medium','Medium              ','Medium','High','Low                 ','High','Low','Low'
95,'ART22236  ','Low                 ','High','High','Medium','Medium              ','Medium','High','High                ','Medium','Low','Low'
96,'ART24363  ','High                ','Medium','Low','Medium','Medium              ','High','Medium','Medium              ','Medium','Medium','High'
97,'ART12970  ','Medium              ','High','Low','Medium','High                ','Low','Medium','High                ','Low','Low','Low'
98,'ART86696  ','Medium              ','High','Medium','Low','Low                 ','High','Low','Medium              ','High','Medium','Medium'
99,'ART54193  ','High                ','High','Low','Low','High                ','Low','Low','High                ','Medium','High','High'
100,'ART49076  ','Low                 ','Low','Low','Low','Medium              ','Medium','High','Medium              ','High','High','Low'
101,'ART43209  ','Low                 ','Low','High','Low','Medium              ','Low','Low','Low                 ','Low','Low','Medium'
102,'ART34850  ','Medium              ','Medium','Low','High','High                ','Medium','High','High                ','High','High','Low'
103,'ART41552  ','Low                 ','High','Medium','Low','High                ','High','Low','High                ','Medium','High','Medium'
104,'ART19184  ','Low                 ','Medium','Low','Medium','Medium              ','Medium','High','Medium              ','High','High','Low'
105,'ART61296  ','Medium              ','High','High','Low','Low                 ','Low','Medium','Low                 ','High','Low','Low'
106,'ART10877  ','Medium              ','High','Low','Medium','Medium              ','Medium','High','High                ','Low','Medium','Medium'
107,'ART20549  ','Low                 ','High','Medium','High','Low                 ','Medium','Low','Medium              ','Low','Low','High'
108,'ART98976  ','Low                 ','Low','Medium','Medium','Medium              ','Medium','Low','High                ','Medium','Low','High'
109,'ART23101  ','High                ','High','Low','Medium','Medium              ','Low','High','Low                 ','Medium','Medium','Medium'
110,'ART35857  ','Low                 ','Medium','Low','Medium','Medium              ','Medium','Low','High                ','Medium','High','High'
111,'ART32997  ','Low                 ','High','Medium','High','Low                 ','Medium','Low','Low                 ','Medium','High','Medium'
112,'ART15992  ','Medium              ','Low','Medium','Low','Medium              ','Low','Low','High                ','Low','Low','High'
113,'ART16961  ','High                ','Medium','High','Medium','Low                 ','Low','High','Low                 ','Medium','High','Low'
114,'ART85062  ','Low                 ','High','Low','Low','Low                 ','Low','Low','Low                 ','High','High','Medium'
115,'ART48891  ','Low                 ','Medium','High','Medium','Medium              ','High','High','Medium              ','Low','High','Low'
116,'ART19391  ','High                ','High','Medium','High','High                ','Low','Low','Low                 ','Medium','Low','Medium'
117,'ART45353  ','Low                 ','Low','Medium','High','High                ','Medium','Medium','High                ','High','Low','High'
118,'ART62822  ','High                ','Medium','Low','High','Medium              ','Medium','High','High                ','High','High','Low'
119,'ART32952  ','High                ','Low','High','High','Medium              ','Medium','Medium','High                ','Medium','Medium','Low'
120,'ART75762  ','Medium              ','High','High','Low','Low                 ','High','High','High                ','High','Low','High'
121,'ART68475  ','High                ','High','High','Low','High                ','Low','Low','Low                 ','Medium','Medium','High'
122,'ART52132  ','Medium              ','Low','High','Medium','Medium              ','Low','Medium','Medium              ','Low','High','Medium'
123,'ART94790  ','High                ','Low','High','High','High                ','Low','High','Low                 ','High','High','High'
124,'ART61992  ','Medium              ','Medium','Low','High','High                ','High','Medium','Medium              ','Medium','Medium','Medium'
125,'ART17018  ','High                ','High','Medium','High','High                ','High','Medium','Low                 ','Low','Low','Medium'
126,'ART28471  ','Medium              ','High','Low','Medium','Medium              ','Low','High','Medium              ','High','Medium','Medium'
127,'ART33180  ','Low                 ','Medium','Medium','Low','High                ','Low','Medium','Low                 ','Low','Low','High'
128,'ART11692  ','Medium              ','Medium','High','High','Low                 ','Low','Low','Low                 ','Low','High','High'
129,'ART89295  ','Medium              ','Medium','Low','Medium','Low                 ','Medium','Medium','Low                 ','High','Low','Low'
130,'ART18814  ','Medium              ','High','Medium','High','Medium              ','High','High','Low                 ','High','High','Low'
131,'ART51143  ','Low                 ','High','High','Low','High                ','Medium','High','High                ','Low','Medium','Medium'
132,'ART99610  ','High                ','Low','High','Low','High                ','High','Low','High                ','Medium','Medium','High'
133,'ART16937  ','Low                 ','Medium','Medium','Low','Medium              ','Low','Low','Low                 ','High','Medium','Medium'
134,'ART51120  ','Medium              ','High','High','Low','High                ','Low','High','High                ','Low','Low','Medium'
135,'ART65334  ','Low                 ','Low','High','Medium','Low                 ','Low','Low','Low                 ','High','Medium','Medium'
136,'ART70347  ','Low                 ','Low','Medium','High','Medium              ','High','Low','High                ','High','Medium','Low'
137,'ART33322  ','Medium              ','Low','Medium','Medium','Low                 ','High','Medium','Medium              ','Low','Medium','High'
138,'ART36172  ','Low                 ','Medium','Low','High','High                ','High','Medium','Medium              ','Medium','Low','High'
139,'ART65274  ','High                ','High','Low','Medium','Low                 ','High','High','High                ','High','Low','Low'
140,'ART19319  ','High                ','High','Medium','Low','Low                 ','Medium','High','Medium              ','Low','High','High'
141,'ART73961  ','Medium              ','Medium','Medium','High','High                ','Low','High','Medium              ','Low','Medium','Medium'
142,'ART81270  ','High                ','High','Low','Low','Low                 ','Low','Medium','Low                 ','High','Medium','Low'
143,'ART35714  ','High                ','Low','Low','Low','Low                 ','High','Medium','Medium              ','High','Medium','High'
144,'ART82822  ','High                ','Low','Medium','Low','High                ','High','High','Medium              ','High','Medium','High'
145,'ART60318  ','Low                 ','Medium','Medium','High','Medium              ','High','Low','Low                 ','Medium','Medium','High'
146,'ART30431  ','Low                 ','High','High','Low','Low                 ','Low','Low','Medium              ','Low','Low','Low'
147,'ART25584  ','High                ','Low','High','Medium','Medium              ','Medium','High','High                ','Low','Medium','Low'
148,'ART89376  ','Low                 ','Low','High','Medium','High                ','Medium','Low','Medium              ','Medium','Medium','High'
149,'ART21113  ','High                ','Medium','Low','Medium','Medium              ','High','Low','Low                 ','Medium','Medium','Medium'
150,'ART97628  ','High                ','Medium','Low','Medium','Medium              ','High','Low','Medium              ','Medium','Medium','Medium'
151,'ART30341  ','Medium              ','Medium','Low','Low','High                ','Low','Low','Low                 ','Low','High','High'
152,'ART20790  ','High                ','Medium','Medium','Low','Low                 ','High','High','High                ','High','Low','Low'
153,'ART18418  ','Low                 ','Medium','Medium','Medium','Low                 ','Low','Medium','Low                 ','Medium','High','Low'
154,'ART54038  ','Medium              ','Low','High','Low','Medium              ','Low','Medium','Low                 ','Low','Low','High'
155,'ART97133  ','Low                 ','Low','Medium','Medium','Low                 ','High','Low','High                ','Low','Low','High'
156,'ART52809  ','Low                 ','Medium','Low','Medium','High                ','High','Medium','High                ','Medium','Medium','Medium'
157,'ART75086  ','High                ','Medium','Low','Medium','Low                 ','High','Low','Low                 ','Medium','High','Low'
158,'ART33042  ','Medium              ','High','Low','Low','High                ','High','High','High                ','Medium','Medium','Medium'
159,'ART10016  ','Low                 ','Low','Low','Low','Medium              ','Low','Medium','High                ','High','Medium','High'
160,'ART49884  ','Medium              ','Medium','Low','Medium','Medium              ','Low','Low','Low                 ','Low','High','High'
161,'ART66947  ','Low                 ','Low','Low','Medium','Medium              ','High','Low','High                ','High','High','Low'
162,'ART87110  ','Low                 ','High','Low','Medium','High                ','High','High','Medium              ','High','Low','Medium'
163,'ART16170  ','Medium              ','Low','Low','Low','High                ','High','High','Medium              ','High','High','Low'
164,'ART89792  ','High                ','High','Low','High','Medium              ','Low','High','Medium              ','High','Medium','Low'
165,'ART92254  ','Low                 ','Medium','Low','High','Low                 ','Medium','High','Low                 ','High','Low','Medium'
166,'ART27324  ','Medium              ','Low','High','Low','Medium              ','High','High','Low                 ','High','Medium','High'
167,'ART42898  ','Medium              ','Low','High','Low','Medium              ','High','Low','High                ','Low','Medium','Low'
168,'ART67567  ','Low                 ','High','Low','High','Low                 ','Medium','Low','Medium              ','Medium','Medium','Medium'
169,'ART70811  ','High                ','Medium','Low','Low','Medium              ','High','Low','Low                 ','High','High','High'
170,'ART12836  ','High                ','High','Medium','High','High                ','High','High','Medium              ','Medium','Medium','Low'
171,'ART99181  ','Medium              ','Medium','High','Low','High                ','High','High','High                ','High','Medium','High'
172,'ART50461  ','High                ','High','Low','Medium','Low                 ','Low','High','Low                 ','High','Medium','Medium'
173,'ART87783  ','High                ','Medium','Medium','Low','Low                 ','High','Medium','Medium              ','Medium','High','Low'
174,'ART80978  ','Low                 ','High','Medium','Medium','Medium              ','High','Medium','High                ','Low','Low','High'
175,'ART23004  ','Low                 ','Low','Low','Medium','Low                 ','High','Low','Medium              ','Medium','Low','Medium'
176,'ART98449  ','Medium              ','Low','Medium','Medium','Low                 ','Medium','High','High                ','High','Medium','High'
177,'ART25084  ','Medium              ','Medium','Low','Medium','Low                 ','Medium','Medium','High                ','Medium','Medium','Medium'
178,'ART13491  ','High                ','Medium','High','High','Low                 ','Low','Low','Low                 ','High','Low','High'
179,'ART24745  ','High                ','Low','Low','High','Low                 ','Medium','Medium','High                ','Medium','Medium','High'
180,'ART65719  ','High                ','Medium','Medium','High','Low                 ','High','Low','Low                 ','Low','High','Low'
181,'ART91309  ','Medium              ','Medium','Low','Medium','Medium              ','Low','Medium','High                ','Low','Low','Medium'
182,'ART53019  ','Low                 ','Medium','High','High','High                ','Medium','Medium','Medium              ','Low','Low','Low'
183,'ART14403  ','Medium              ','High','High','Medium','Low                 ','Low','Medium','Low                 ','High','High','Low'
184,'ART38276  ','Medium              ','Low','Medium','Medium','Medium              ','High','Low','High                ','Low','Low','Medium'
185,'ART42404  ','High                ','Medium','Low','High','Medium              ','High','High','Medium              ','Medium','Medium','Low'
186,'ART83629  ','Medium              ','Medium','High','Low','High                ','Medium','Medium','Low                 ','High','Medium','High'
187,'ART13974  ','High                ','Low','Low','High','Medium              ','Low','Low','Low                 ','Low','Low','Medium'
188,'ART88917  ','Medium              ','Low','Low','Medium','Medium              ','High','High','Low                 ','Low','Low','Medium'
189,'ART41493  ','Medium              ','Low','Medium','Medium','Medium              ','High','High','Medium              ','Low','High','Medium'
190,'ART69240  ','Medium              ','Low','Medium','High','High                ','High','Low','Medium              ','High','High','High'
191,'ART49914  ','Medium              ','Medium','High','High','Medium              ','Low','Medium','High                ','Medium','Medium','Low'
192,'ART80033  ','Medium              ','High','Low','Low','Medium              ','Low','Medium','Medium              ','Medium','Low','Medium'
193,'ART94972  ','Low                 ','Low','Low','High','Medium              ','Medium','Medium','High                ','Medium','Medium','Low'
194,'ART72194  ','High                ','Low','Low','Low','Medium              ','Low','Low','High                ','High','Medium','Medium'
195,'ART84114  ','High                ','High','Medium','Medium','High                ','Medium','Medium','High                ','High','Low','High'
196,'ART45437  ','High                ','Low','Medium','Low','Medium              ','Medium','Low','High                ','Medium','Low','Low'
197,'ART31758  ','Low                 ','Medium','Medium','Medium','High                ','Low','High','Medium              ','Low','High','High'
198,'ART83252  ','Low                 ','High','Medium','Medium','Low                 ','Low','Medium','Low                 ','Medium','Low','Medium'
199,'ART67613  ','Low                 ','Medium','Medium','High','Low                 ','High','Medium','Medium              ','Low','Medium','Low'
200,'ART27147  ','Medium              ','High','Medium','High','High                ','Low','High','High                ','High','Low','Low'
201,'ART60258  ','Medium              ','Low','Medium','Medium','Medium              ','Medium','High','High                ','Low','Low','High'
202,'ART50323  ','Medium              ','High','Medium','High','Low                 ','Medium','Medium','Medium              ','High','Medium','High'
203,'ART74964  ','Low                 ','Low','Low','High','Low                 ','Medium','Medium','Medium              ','Medium','Medium','Medium'
204,'ART13446  ','Medium              ','High','High','High','Low                 ','Low','High','Low                 ','Low','Medium','Medium'
205,'ART71021  ','Medium              ','Low','High','Medium','High                ','Medium','Medium','Medium              ','Low','Medium','Medium'
206,'ART32811  ','Medium              ','Medium','Low','Low','Medium              ','Low','Medium','Low                 ','Low','Medium','Medium'
207,'ART71301  ','High                ','Medium','High','Low','Low                 ','High','Low','Medium              ','Low','Medium','High'
208,'ART12707  ','High                ','Medium','Low','Medium','High                ','High','Low','Low                 ','High','High','High'
209,'ART37297  ','High                ','Medium','Low','Medium','Medium              ','High','Medium','Medium              ','Low','Low','Low'
210,'ART73892  ','Medium              ','High','Medium','Low','High                ','High','High','Low                 ','Medium','High','Low'
211,'ART50269  ','Medium              ','Low','Medium','High','Medium              ','High','Low','Low                 ','Medium','Medium','Medium'
212,'ART86574  ','High                ','Medium','High','Medium','High                ','Medium','High','Medium              ','Medium','High','High'
213,'ART94976  ','Medium              ','High','Low','Low','Low                 ','High','High','High                ','Medium','Low','Medium'
214,'ART11696  ','High                ','High','High','High','Medium              ','High','High','Low                 ','High','Medium','Low'
215,'ART82931  ','High                ','High','Medium','Medium','Medium              ','High','Low','Medium              ','High','Low','Low'
216,'ART80111  ','High                ','Medium','Low','Low','High                ','High','Low','Medium              ','Low','High','Low'
217,'ART40717  ','Medium              ','High','Medium','Medium','Medium              ','High','Medium','High                ','High','Low','High'
218,'ART87584  ','High                ','Low','Medium','Medium','High                ','High','High','High                ','High','High','Medium'
219,'ART74379  ','High                ','High','Low','Low','Low                 ','High','Low','Low                 ','High','High','Low'
220,'ART42099  ','Low                 ','High','Low','High','Low                 ','Low','Low','High                ','Medium','Low','Medium'
221,'ART95273  ','Medium              ','High','High','Low','Low                 ','Medium','Low','Medium              ','High','Medium','Low'
222,'ART30207  ','High                ','Medium','Low','High','High                ','High','Low','High                ','High','Low','High'
223,'ART58660  ','Low                 ','Low','Medium','High','Medium              ','High','High','High                ','Medium','High','Low'
224,'ART32258  ','Medium              ','Medium','Medium','Low','Medium              ','High','Low','Medium              ','Low','Low','Low'
225,'ART13670  ','High                ','Low','Medium','High','High                ','Medium','Low','Medium              ','Medium','High','Medium'
226,'ART44828  ','Low                 ','Low','Medium','Medium','Low                 ','High','Medium','High                ','Medium','Low','Low'
227,'ART27188  ','High                ','High','Low','High','High                ','Medium','High','Low                 ','Medium','Low','High'
228,'ART43891  ','Medium              ','Low','Low','Low','Low                 ','High','Low','Low                 ','Medium','High','Low'
229,'ART76964  ','High                ','Low','Low','Low','Low                 ','High','Low','Medium              ','Low','Medium','Low'
230,'ART24532  ','High                ','Medium','Medium','Low','Medium              ','High','High','Medium              ','High','Low','High'
231,'ART55249  ','Medium              ','High','Low','Medium','Medium              ','Medium','Medium','Low                 ','Medium','High','Medium'
232,'ART24931  ','High                ','Low','High','Low','High                ','Medium','Medium','Low                 ','Low','High','Medium'
233,'ART73597  ','High                ','Low','High','Low','High                ','Medium','Low','Medium              ','Low','Medium','High'
234,'ART45358  ','High                ','High','Low','High','Medium              ','Medium','High','Medium              ','Low','Medium','High'
235,'ART71982  ','High                ','Low','Low','Medium','Medium              ','High','High','High                ','High','High','High'
236,'ART71172  ','Medium              ','High','Low','Medium','Low                 ','Medium','Low','Low                 ','Medium','Low','Medium'
237,'ART55873  ','Low                 ','High','Low','High','Medium              ','Low','High','Medium              ','Medium','Low','Medium'
238,'ART38073  ','High                ','High','Medium','Low','High                ','Low','Low','High                ','Low','Low','High'
239,'ART51883  ','Medium              ','High','Low','Low','Low                 ','Medium','Medium','Medium              ','Medium','Medium','High'
240,'ART17559  ','Medium              ','High','High','Medium','High                ','Medium','High','Medium              ','Low','Low','High'
241,'ART15309  ','High                ','Medium','Medium','Low','Low                 ','Medium','High','High                ','Medium','Low','High'
242,'ART39560  ','Medium              ','High','High','Low','Medium              ','High','Low','Medium              ','High','Low','Low'
243,'ART90960  ','Low                 ','Low','Medium','High','Medium              ','High','Low','Low                 ','Low','Low','Low'
244,'ART63740  ','Low                 ','Medium','High','Medium','Low                 ','High','Medium','High                ','Low','High','High'
245,'ART86498  ','Medium              ','High','High','High','Low                 ','Low','Low','Low                 ','Medium','High','High'
246,'ART98285  ','Medium              ','Low','High','Medium','High                ','High','Low','Low                 ','High','High','High'
247,'ART43152  ','High                ','Low','Medium','Low','High                ','Medium','Low','Medium              ','Medium','Medium','Medium'
248,'ART17254  ','Medium              ','Low','Medium','Low','Medium              ','Low','Low','High                ','High','Medium','Low'
249,'ART22444  ','Low                 ','Medium','Low','High','Medium              ','High','Medium','High                ','Medium','Medium','Low'
250,'ART78343  ','High                ','Low','Low','Low','Low                 ','Low','Low','Low                 ','Low','Low','Medium'
251,'ART90427  ','High                ','High','High','High','High                ','Low','High','Low                 ','Medium','High','High'
252,'ART98320  ','High                ','Medium','Medium','High','High                ','High','High','High                ','Low','Low','Medium'
253,'ART41917  ','Medium              ','Medium','Medium','Low','Medium              ','Medium','Medium','High                ','Medium','Low','High'
254,'ART79729  ','High                ','High','High','Medium','Medium              ','Medium','Medium','Medium              ','Medium','Low','Medium'
255,'ART15822  ','Low                 ','Low','Medium','Low','Medium              ','Medium','Low','Low                 ','Low','High','High'
256,'ART74169  ','Medium              ','High','High','Medium','Low                 ','Medium','High','Medium              ','High','High','Medium'
257,'ART43645  ','Medium              ','Low','Medium','Medium','Low                 ','High','High','Low                 ','Medium','Medium','Medium'
258,'ART60637  ','Low                 ','Medium','Medium','High','Medium              ','Medium','Low','Low                 ','High','High','Low'
259,'ART91265  ','Medium              ','High','High','Medium','Low                 ','Medium','High','Low                 ','Low','Low','High'
260,'ART13864  ','High                ','High','High','Medium','Medium              ','Low','Medium','Medium              ','High','High','High'
261,'ART25931  ','Low                 ','Medium','Medium','Medium','Medium              ','Low','High','Low                 ','High','Low','Low'
262,'ART93236  ','Low                 ','Medium','Medium','High','Low                 ','Low','Low','Medium              ','High','High','Low'
263,'ART99384  ','Low                 ','High','Medium','Medium','Low                 ','High','Low','Low                 ','Low','Low','Low'
264,'ART53116  ','High                ','High','Low','Low','Low                 ','Medium','Medium','High                ','Low','High','High'
265,'ART85703  ','High                ','Low','Medium','Medium','Medium              ','High','Medium','Medium              ','High','Low','High'
266,'ART12943  ','Low                 ','Medium','High','Low','High                ','High','High','Medium              ','Low','Low','Low'
267,'ART78887  ','High                ','Low','Medium','Medium','High                ','Medium','High','High                ','Medium','High','Low'
268,'ART30190  ','Low                 ','High','Low','Low','Medium              ','Medium','Low','High                ','Medium','Low','Medium'
269,'ART38721  ','Low                 ','Medium','Medium','High','High                ','Medium','Low','Low                 ','High','Low','Low'
270,'ART30217  ','Medium              ','Low','Medium','Medium','Medium              ','High','High','Medium              ','High','Low','Low'
271,'ART47243  ','Medium              ','High','Low','Low','High                ','Low','High','High                ','High','Medium','Medium'
272,'ART83882  ','Medium              ','Medium','Low','Medium','High                ','Low','Medium','High                ','High','Medium','High'
273,'ART77801  ','Low                 ','Medium','Low','Medium','Medium              ','High','High','Medium              ','High','Low','Medium'
274,'ART45260  ','Medium              ','High','Medium','Low','Low                 ','Low','High','Medium              ','Medium','High','Low'
