35,'ART52327  ',35,'Available                ',564140.00,'Level 1','Public','Complete','Recent','Overdue','Pending             ','Available','In Progress'
36,'ART95026  ',36,'Not Available            ',419059.00,'Level 3','Limited','Complete','Outdated','Due','Review Required     ','Limited','Complete'
37,'ART75963  ',37,'Available                ',794125.00,'Level 2','Limited','Updating','Required','Due','Pending             ','Available','Partial'
38,'ART74018  ',38,'Not Available            ',496811.00,'Level 2','Public','Updating','Outdated','Due','Updated             ','Limited','In Progress'
39,'ART33769  ',39,'On Loan                  ',94924.00,'Level 2','Limited','Updating','Outdated','Overdue','Pending             ','Available','Partial'
40,'ART49793  ',40,'On Loan                  ',850112.00,'Level 1','Limited','Partial','Recent','Overdue','Review Required     ','Available','Complete'
41,'ART84247  ',41,'Available                ',279938.00,'Level 3','Restricted','Partial','Outdated','Current','Pending             ','Available','Partial'
42,'ART35668  ',42,'On Loan                  ',330079.00,'Level 1','Public','Updating','Required','Current','Review Required     ','Limited','Partial'
43,'ART55333  ',43,'Not Available            ',994217.00,'Level 3','Limited','Partial','Recent','Due','Updated             ','Limited','In Progress'
44,'ART78189  ',44,'On Loan                  ',766382.00,'Level 2','Public','Complete','Required','Overdue','Updated             ','Limited','In Progress'
45,'ART98570  ',45,'Not Available            ',545460.00,'Level 3','Public','Updating','Recent','Overdue','Updated             ','Restricted','Complete'
46,'ART86437  ',46,'Not Available            ',729466.00,'Level 3','Limited','Partial','Recent','Current','Updated             ','Restricted','Partial'
47,'ART77193  ',47,'Not Available            ',131962.00,'Level 2','Restricted','Updating','Outdated','Current','Review Required     ','Available','Complete'
48,'ART11997  ',48,'On Loan                  ',513957.00,'Level 2','Restricted','Updating','Outdated','Overdue','Review Required     ','Limited','Partial'
49,'ART71036  ',49,'Available                ',391782.00,'Level 1','Limited','Updating','Required','Current','Pending             ','Limited','Complete'
50,'ART74448  ',50,'Available                ',70790.00,'Level 3','Limited','Updating','Outdated','Current','Review Required     ','Restricted','Complete'
51,'ART16032  ',51,'Not Available            ',116485.00,'Level 1','Restricted','Complete','Outdated','Due','Pending             ','Restricted','Partial'
52,'ART75678  ',52,'On Loan                  ',209451.00,'Level 3','Public','Updating','Recent','Due','Updated             ','Available','In Progress'
53,'ART62574  ',53,'Not Available            ',703837.00,'Level 3','Public','Complete','Required','Due','Pending             ','Limited','In Progress'
54,'ART74715  ',54,'On Loan                  ',54768.00,'Level 3','Limited','Complete','Recent','Current','Review Required     ','Limited','In Progress'
55,'ART15630  ',55,'On Loan                  ',886974.00,'Level 3','Restricted','Complete','Recent','Overdue','Updated             ','Restricted','In Progress'
56,'ART71177  ',56,'On Loan                  ',879788.00,'Level 1','Public','Partial','Recent','Current','Review Required     ','Available','Partial'
57,'ART34027  ',57,'On Loan                  ',265391.00,'Level 2','Limited','Complete','Outdated','Overdue','Updated             ','Limited','Complete'
58,'ART66667  ',58,'On Loan                  ',822219.00,'Level 1','Limited','Updating','Recent','Due','Pending             ','Available','In Progress'
59,'ART32567  ',59,'Available                ',987313.00,'Level 1','Restricted','Updating','Required','Current','Pending             ','Available','Partial'
60,'ART32207  ',60,'On Loan                  ',650261.00,'Level 1','Public','Complete','Recent','Overdue','Review Required     ','Limited','Partial'
61,'ART89880  ',61,'Not Available            ',171628.00,'Level 3','Public','Updating','Outdated','Overdue','Updated             ','Limited','Partial'
62,'ART41900  ',62,'On Loan                  ',366077.00,'Level 1','Restricted','Partial','Outdated','Overdue','Pending             ','Limited','Partial'
63,'ART51066  ',63,'Available                ',209169.00,'Level 1','Limited','Partial','Recent','Overdue','Pending             ','Available','Complete'
64,'ART96778  ',64,'On Loan                  ',448094.00,'Level 2','Public','Partial','Recent','Due','Pending             ','Restricted','Complete'
65,'ART14428  ',65,'Available                ',962834.00,'Level 3','Public','Partial','Outdated','Current','Pending             ','Restricted','In Progress'
66,'ART24037  ',66,'Available                ',295986.00,'Level 2','Public','Partial','Required','Current','Pending             ','Restricted','In Progress'
67,'ART56119  ',67,'On Loan                  ',310701.00,'Level 2','Restricted','Partial','Required','Current','Pending             ','Limited','In Progress'
68,'ART20918  ',68,'Available                ',120549.00,'Level 2','Restricted','Partial','Outdated','Overdue','Pending             ','Restricted','Complete'
69,'ART72699  ',69,'Available                ',455195.00,'Level 2','Restricted','Partial','Recent','Due','Review Required     ','Available','Complete'
70,'ART71203  ',70,'Not Available            ',95280.00,'Level 3','Public','Updating','Required','Due','Pending             ','Available','In Progress'
71,'ART57819  ',71,'Not Available            ',334321.00,'Level 3','Restricted','Updating','Outdated','Due','Updated             ','Limited','Complete'
72,'ART99720  ',72,'Not Available            ',781542.00,'Level 3','Limited','Partial','Recent','Due','Pending             ','Available','Partial'
73,'ART53791  ',73,'Not Available            ',491664.00,'Level 2','Limited','Updating','Recent','Overdue','Updated             ','Limited','Complete'
74,'ART64791  ',74,'Available                ',238690.00,'Level 3','Restricted','Updating','Required','Overdue','Review Required     ','Limited','Partial'
75,'ART63153  ',75,'On Loan                  ',953257.00,'Level 2','Public','Updating','Recent','Overdue','Review Required     ','Limited','Partial'
76,'ART99599  ',76,'Not Available            ',644308.00,'Level 3','Limited','Complete','Recent','Current','Updated             ','Available','Complete'
77,'ART92270  ',77,'On Loan                  ',538766.00,'Level 2','Limited','Updating','Outdated','Overdue','Pending             ','Limited','Partial'
78,'ART59106  ',78,'Available                ',623271.00,'Level 3','Public','Complete','Recent','Overdue','Review Required     ','Limited','Partial'
79,'ART64367  ',79,'Not Available            ',401454.00,'Level 3','Limited','Partial','Required','Current','Review Required     ','Restricted','In Progress'
80,'ART29176  ',80,'On Loan                  ',787745.00,'Level 2','Limited','Complete','Recent','Due','Review Required     ','Available','Partial'
81,'ART66971  ',81,'On Loan                  ',677612.00,'Level 2','Limited','Partial','Outdated','Overdue','Updated             ','Available','Complete'
82,'ART18099  ',82,'On Loan                  ',345460.00,'Level 1','Restricted','Updating','Required','Current','Pending             ','Restricted','In Progress'
83,'ART25088  ',83,'Not Available            ',479395.00,'Level 1','Restricted','Complete','Required','Due','Pending             ','Restricted','In Progress'
84,'ART69692  ',84,'On Loan                  ',263341.00,'Level 2','Limited','Complete','Outdated','Overdue','Pending             ','Restricted','In Progress'
85,'ART51762  ',85,'On Loan                  ',304864.00,'Level 1','Restricted','Complete','Recent','Current','Updated             ','Limited','Complete'
86,'ART47896  ',86,'Available                ',788273.00,'Level 3','Public','Partial','Required','Current','Pending             ','Limited','In Progress'
87,'ART13944  ',87,'Not Available            ',153418.00,'Level 3','Restricted','Complete','Outdated','Due','Review Required     ','Available','Complete'
88,'ART45648  ',88,'Available                ',981552.00,'Level 3','Restricted','Updating','Outdated','Current','Review Required     ','Limited','In Progress'
89,'ART69396  ',89,'On Loan                  ',545942.00,'Level 2','Restricted','Partial','Recent','Overdue','Updated             ','Limited','Complete'
90,'ART45572  ',90,'Not Available            ',644799.00,'Level 1','Restricted','Partial','Outdated','Due','Review Required     ','Restricted','In Progress'
91,'ART94538  ',91,'Not Available            ',120505.00,'Level 2','Limited','Updating','Required','Current','Pending             ','Available','Partial'
92,'ART14093  ',92,'Not Available            ',100579.00,'Level 2','Public','Updating','Outdated','Due','Review Required     ','Restricted','In Progress'
93,'ART31333  ',93,'Available                ',941737.00,'Level 2','Public','Partial','Required','Due','Updated             ','Available','Partial'
94,'ART44866  ',94,'On Loan                  ',767255.00,'Level 3','Limited','Updating','Recent','Current','Updated             ','Restricted','Complete'
95,'ART22236  ',95,'On Loan                  ',838811.00,'Level 1','Limited','Partial','Required','Overdue','Review Required     ','Limited','Complete'
96,'ART24363  ',96,'Not Available            ',167206.00,'Level 3','Limited','Complete','Required','Current','Updated             ','Limited','Partial'
97,'ART12970  ',97,'Available                ',991233.00,'Level 3','Restricted','Complete','Recent','Due','Updated             ','Available','Complete'
98,'ART86696  ',98,'Available                ',423932.00,'Level 3','Public','Complete','Required','Due','Review Required     ','Available','Partial'
99,'ART54193  ',99,'On Loan                  ',59202.00,'Level 2','Restricted','Updating','Outdated','Current','Pending             ','Available','In Progress'
100,'ART49076  ',100,'Not Available            ',467101.00,'Level 2','Restricted','Complete','Recent','Current','Review Required     ','Available','Partial'
101,'ART43209  ',101,'Available                ',915414.00,'Level 3','Public','Complete','Outdated','Overdue','Updated             ','Limited','In Progress'
102,'ART34850  ',102,'On Loan                  ',932514.00,'Level 1','Limited','Updating','Outdated','Current','Review Required     ','Restricted','In Progress'
103,'ART41552  ',103,'Not Available            ',433077.00,'Level 3','Limited','Complete','Outdated','Current','Pending             ','Restricted','Partial'
104,'ART19184  ',104,'On Loan                  ',984613.00,'Level 2','Public','Partial','Outdated','Overdue','Pending             ','Limited','In Progress'
105,'ART61296  ',105,'Available                ',318757.00,'Level 1','Public','Updating','Required','Overdue','Review Required     ','Available','In Progress'
106,'ART10877  ',106,'Available                ',525981.00,'Level 1','Limited','Updating','Outdated','Due','Review Required     ','Limited','Complete'
107,'ART20549  ',107,'On Loan                  ',393500.00,'Level 3','Restricted','Complete','Outdated','Due','Review Required     ','Limited','Partial'
108,'ART98976  ',108,'On Loan                  ',457179.00,'Level 3','Restricted','Partial','Recent','Due','Updated             ','Limited','Complete'
109,'ART23101  ',109,'On Loan                  ',678254.00,'Level 1','Limited','Partial','Outdated','Overdue','Pending             ','Restricted','Partial'
110,'ART35857  ',110,'On Loan                  ',443793.00,'Level 1','Restricted','Partial','Recent','Due','Review Required     ','Restricted','In Progress'
111,'ART32997  ',111,'Not Available            ',97576.00,'Level 1','Restricted','Updating','Recent','Overdue','Updated             ','Limited','In Progress'
112,'ART15992  ',112,'On Loan                  ',301098.00,'Level 2','Restricted','Updating','Outdated','Current','Review Required     ','Restricted','Partial'
113,'ART16961  ',113,'On Loan                  ',787674.00,'Level 2','Public','Updating','Recent','Current','Pending             ','Limited','Partial'
114,'ART85062  ',114,'On Loan                  ',846364.00,'Level 1','Limited','Partial','Recent','Due','Updated             ','Restricted','Complete'
115,'ART48891  ',115,'Not Available            ',449540.00,'Level 1','Public','Complete','Outdated','Current','Review Required     ','Available','Partial'
116,'ART19391  ',116,'On Loan                  ',539767.00,'Level 1','Restricted','Updating','Required','Current','Updated             ','Restricted','In Progress'
117,'ART45353  ',117,'Not Available            ',359119.00,'Level 1','Limited','Partial','Recent','Current','Updated             ','Limited','Partial'
118,'ART62822  ',118,'On Loan                  ',649764.00,'Level 1','Public','Complete','Recent','Current','Pending             ','Available','Complete'
119,'ART32952  ',119,'On Loan                  ',194250.00,'Level 3','Public','Partial','Recent','Overdue','Pending             ','Restricted','Complete'
120,'ART75762  ',120,'Not Available            ',525160.00,'Level 1','Restricted','Partial','Recent','Overdue','Updated             ','Available','Complete'
121,'ART68475  ',121,'Available                ',593577.00,'Level 2','Public','Partial','Required','Current','Pending             ','Limited','In Progress'
122,'ART52132  ',122,'Not Available            ',957812.00,'Level 2','Restricted','Partial','Recent','Current','Pending             ','Available','Partial'
123,'ART94790  ',123,'On Loan                  ',193128.00,'Level 1','Restricted','Updating','Recent','Overdue','Updated             ','Limited','In Progress'
124,'ART61992  ',124,'On Loan                  ',868639.00,'Level 3','Limited','Partial','Outdated','Current','Pending             ','Limited','In Progress'
125,'ART17018  ',125,'On Loan                  ',240260.00,'Level 3','Public','Partial','Outdated','Overdue','Review Required     ','Limited','Complete'
126,'ART28471  ',126,'On Loan                  ',385175.00,'Level 1','Public','Updating','Required','Due','Pending             ','Available','Complete'
127,'ART33180  ',127,'Not Available            ',327421.00,'Level 2','Restricted','Updating','Recent','Due','Updated             ','Available','Partial'
128,'ART11692  ',128,'Not Available            ',987571.00,'Level 2','Restricted','Partial','Outdated','Due','Updated             ','Restricted','In Progress'
129,'ART89295  ',129,'On Loan                  ',985465.00,'Level 2','Limited','Updating','Required','Due','Pending             ','Limited','In Progress'
130,'ART18814  ',130,'Not Available            ',191377.00,'Level 3','Public','Complete','Required','Due','Updated             ','Limited','Partial'
131,'ART51143  ',131,'Not Available            ',205288.00,'Level 2','Public','Complete','Recent','Due','Updated             ','Limited','In Progress'
132,'ART99610  ',132,'On Loan                  ',34437.00,'Level 1','Public','Complete','Recent','Overdue','Pending             ','Available','Partial'
133,'ART16937  ',133,'Available                ',594548.00,'Level 2','Limited','Updating','Outdated','Due','Review Required     ','Available','Partial'
134,'ART51120  ',134,'Available                ',889561.00,'Level 2','Restricted','Updating','Outdated','Due','Updated             ','Available','Partial'
135,'ART65334  ',135,'Not Available            ',153429.00,'Level 1','Limited','Complete','Recent','Overdue','Updated             ','Available','Complete'
136,'ART70347  ',136,'Not Available            ',531167.00,'Level 3','Limited','Updating','Recent','Due','Updated             ','Limited','Complete'
137,'ART33322  ',137,'Available                ',285449.00,'Level 1','Limited','Partial','Recent','Due','Updated             ','Available','Partial'
138,'ART36172  ',138,'Available                ',695781.00,'Level 3','Public','Updating','Outdated','Overdue','Updated             ','Restricted','Partial'
139,'ART65274  ',139,'Not Available            ',656232.00,'Level 3','Limited','Complete','Outdated','Current','Updated             ','Available','Complete'
140,'ART19319  ',140,'Available                ',499429.00,'Level 1','Restricted','Updating','Outdated','Due','Updated             ','Available','Partial'
141,'ART73961  ',141,'Available                ',530951.00,'Level 3','Restricted','Complete','Recent','Current','Pending             ','Limited','In Progress'
142,'ART81270  ',142,'Not Available            ',923869.00,'Level 3','Public','Updating','Outdated','Overdue','Review Required     ','Available','Complete'
143,'ART35714  ',143,'Available                ',110261.00,'Level 2','Restricted','Updating','Outdated','Overdue','Review Required     ','Limited','Complete'
144,'ART82822  ',144,'Available                ',651862.00,'Level 2','Limited','Partial','Recent','Current','Pending             ','Restricted','Partial'
145,'ART60318  ',145,'Not Available            ',534252.00,'Level 3','Limited','Updating','Required','Overdue','Pending             ','Available','Partial'
146,'ART30431  ',146,'Not Available            ',899239.00,'Level 2','Public','Partial','Recent','Due','Updated             ','Available','In Progress'
147,'ART25584  ',147,'Available                ',534562.00,'Level 3','Restricted','Updating','Recent','Overdue','Pending             ','Available','Partial'
148,'ART89376  ',148,'On Loan                  ',245024.00,'Level 2','Limited','Complete','Required','Due','Review Required     ','Limited','In Progress'
149,'ART21113  ',149,'On Loan                  ',360176.00,'Level 2','Restricted','Updating','Outdated','Overdue','Review Required     ','Limited','In Progress'
150,'ART97628  ',150,'Not Available            ',542638.00,'Level 1','Public','Complete','Required','Due','Updated             ','Available','Complete'
151,'ART30341  ',151,'Not Available            ',167831.00,'Level 3','Limited','Updating','Outdated','Due','Updated             ','Limited','Partial'
152,'ART20790  ',152,'On Loan                  ',126083.00,'Level 1','Restricted','Complete','Outdated','Due','Pending             ','Limited','Partial'
153,'ART18418  ',153,'On Loan                  ',985158.00,'Level 3','Limited','Partial','Required','Overdue','Pending             ','Restricted','Complete'
154,'ART54038  ',154,'Not Available            ',629873.00,'Level 2','Public','Updating','Required','Current','Review Required     ','Restricted','Partial'
155,'ART97133  ',155,'On Loan                  ',439060.00,'Level 1','Restricted','Partial','Outdated','Due','Pending             ','Available','In Progress'
156,'ART52809  ',156,'Available                ',784647.00,'Level 1','Limited','Updating','Outdated','Current','Review Required     ','Available','Complete'
157,'ART75086  ',157,'Available                ',759031.00,'Level 3','Limited','Updating','Required','Due','Updated             ','Available','In Progress'
158,'ART33042  ',158,'Available                ',841625.00,'Level 3','Limited','Updating','Required','Overdue','Pending             ','Limited','Partial'
159,'ART10016  ',159,'Available                ',243247.00,'Level 2','Public','Updating','Outdated','Overdue','Pending             ','Restricted','In Progress'
160,'ART49884  ',160,'On Loan                  ',701409.00,'Level 2','Public','Updating','Recent','Due','Review Required     ','Limited','Complete'
161,'ART66947  ',161,'Not Available            ',798048.00,'Level 1','Limited','Updating','Required','Overdue','Review Required     ','Restricted','Partial'
162,'ART87110  ',162,'Not Available            ',317085.00,'Level 1','Public','Complete','Recent','Overdue','Review Required     ','Limited','Complete'
163,'ART16170  ',163,'Available                ',370521.00,'Level 1','Public','Partial','Required','Current','Review Required     ','Restricted','Partial'
164,'ART89792  ',164,'On Loan                  ',700391.00,'Level 3','Restricted','Partial','Required','Due','Updated             ','Available','In Progress'
165,'ART92254  ',165,'On Loan                  ',462111.00,'Level 1','Limited','Complete','Required','Current','Pending             ','Limited','Partial'
166,'ART27324  ',166,'On Loan                  ',66397.00,'Level 2','Public','Complete','Outdated','Due','Updated             ','Restricted','Partial'
167,'ART42898  ',167,'Available                ',798443.00,'Level 1','Restricted','Partial','Outdated','Overdue','Updated             ','Restricted','In Progress'
168,'ART67567  ',168,'On Loan                  ',877498.00,'Level 3','Public','Partial','Recent','Current','Pending             ','Limited','In Progress'
169,'ART70811  ',169,'Available                ',371470.00,'Level 1','Limited','Complete','Required','Current','Updated             ','Restricted','Complete'
170,'ART12836  ',170,'Not Available            ',678977.00,'Level 1','Public','Complete','Required','Due','Pending             ','Limited','In Progress'
171,'ART99181  ',171,'Not Available            ',488390.00,'Level 3','Limited','Partial','Recent','Current','Pending             ','Limited','Partial'
172,'ART50461  ',172,'Available                ',537265.00,'Level 3','Limited','Partial','Outdated','Current','Pending             ','Limited','In Progress'
173,'ART87783  ',173,'Available                ',871957.00,'Level 3','Limited','Partial','Recent','Current','Review Required     ','Limited','Partial'
174,'ART80978  ',174,'On Loan                  ',611613.00,'Level 1','Public','Complete','Outdated','Current','Updated             ','Restricted','Complete'
175,'ART23004  ',175,'Available                ',619515.00,'Level 2','Limited','Complete','Recent','Overdue','Review Required     ','Limited','Complete'
176,'ART98449  ',176,'Available                ',181746.00,'Level 3','Public','Partial','Required','Due','Review Required     ','Available','Complete'
177,'ART25084  ',177,'Available                ',885832.00,'Level 3','Restricted','Updating','Required','Current','Updated             ','Limited','In Progress'
178,'ART13491  ',178,'Not Available            ',856648.00,'Level 3','Restricted','Partial','Outdated','Due','Updated             ','Available','Complete'
179,'ART24745  ',179,'On Loan                  ',885300.00,'Level 2','Public','Partial','Outdated','Current','Pending             ','Limited','In Progress'
180,'ART65719  ',180,'Available                ',86244.00,'Level 2','Public','Complete','Outdated','Due','Review Required     ','Limited','In Progress'
181,'ART91309  ',181,'Not Available            ',330207.00,'Level 1','Limited','Partial','Outdated','Current','Pending             ','Restricted','Partial'
182,'ART53019  ',182,'Available                ',761435.00,'Level 3','Restricted','Partial','Required','Current','Updated             ','Restricted','Partial'
183,'ART14403  ',183,'Available                ',328852.00,'Level 1','Limited','Complete','Required','Due','Pending             ','Limited','Complete'
184,'ART38276  ',184,'On Loan                  ',567517.00,'Level 2','Limited','Complete','Recent','Overdue','Updated             ','Limited','Partial'
185,'ART42404  ',185,'Not Available            ',397102.00,'Level 2','Public','Complete','Outdated','Current','Updated             ','Restricted','Partial'
186,'ART83629  ',186,'Available                ',127952.00,'Level 3','Limited','Updating','Outdated','Current','Updated             ','Limited','Complete'
187,'ART13974  ',187,'Not Available            ',331386.00,'Level 3','Restricted','Updating','Recent','Current','Updated             ','Limited','Partial'
188,'ART88917  ',188,'Not Available            ',861736.00,'Level 2','Limited','Complete','Recent','Due','Review Required     ','Limited','In Progress'
189,'ART41493  ',189,'On Loan                  ',197238.00,'Level 3','Restricted','Partial','Required','Due','Pending             ','Available','In Progress'
190,'ART69240  ',190,'On Loan                  ',821638.00,'Level 1','Restricted','Partial','Outdated','Current','Pending             ','Limited','In Progress'
191,'ART49914  ',191,'On Loan                  ',273078.00,'Level 2','Restricted','Updating','Outdated','Due','Updated             ','Restricted','Complete'
192,'ART80033  ',192,'On Loan                  ',326744.00,'Level 1','Public','Partial','Required','Overdue','Review Required     ','Limited','Complete'
193,'ART94972  ',193,'Not Available            ',574384.00,'Level 1','Public','Complete','Recent','Overdue','Updated             ','Restricted','Partial'
194,'ART72194  ',194,'Not Available            ',321865.00,'Level 1','Public','Partial','Outdated','Due','Updated             ','Available','In Progress'
195,'ART84114  ',195,'On Loan                  ',248417.00,'Level 2','Restricted','Complete','Required','Overdue','Pending             ','Restricted','Partial'
196,'ART45437  ',196,'Not Available            ',176752.00,'Level 1','Restricted','Complete','Recent','Overdue','Updated             ','Limited','Complete'
197,'ART31758  ',197,'On Loan                  ',172183.00,'Level 2','Restricted','Partial','Recent','Overdue','Updated             ','Restricted','Partial'
198,'ART83252  ',198,'Available                ',471874.00,'Level 1','Restricted','Complete','Recent','Overdue','Updated             ','Available','Partial'
199,'ART67613  ',199,'On Loan                  ',276039.00,'Level 2','Restricted','Updating','Recent','Due','Review Required     ','Restricted','Partial'
200,'ART27147  ',200,'Not Available            ',137022.00,'Level 2','Restricted','Updating','Required','Current','Updated             ','Restricted','Partial'
201,'ART60258  ',201,'Available                ',196003.00,'Level 1','Public','Updating','Outdated','Overdue','Pending             ','Available','Complete'
202,'ART50323  ',202,'On Loan                  ',434479.00,'Level 3','Restricted','Complete','Outdated','Due','Updated             ','Restricted','In Progress'
203,'ART74964  ',203,'Not Available            ',587964.00,'Level 1','Public','Partial','Required','Overdue','Updated             ','Restricted','Complete'
204,'ART13446  ',204,'Not Available            ',839053.00,'Level 3','Public','Partial','Recent','Current','Review Required     ','Restricted','Partial'
205,'ART71021  ',205,'On Loan                  ',619670.00,'Level 3','Limited','Partial','Outdated','Current','Review Required     ','Restricted','Complete'
206,'ART32811  ',206,'Available                ',210899.00,'Level 1','Public','Partial','Recent','Overdue','Review Required     ','Restricted','Complete'
207,'ART71301  ',207,'Available                ',155864.00,'Level 2','Public','Partial','Outdated','Due','Updated             ','Available','Partial'
208,'ART12707  ',208,'Not Available            ',30113.00,'Level 2','Limited','Partial','Outdated','Overdue','Updated             ','Available','Complete'
209,'ART37297  ',209,'Available                ',726920.00,'Level 2','Public','Complete','Outdated','Overdue','Pending             ','Available','Partial'
210,'ART73892  ',210,'Not Available            ',10055.00,'Level 2','Restricted','Partial','Required','Current','Review Required     ','Restricted','In Progress'
211,'ART50269  ',211,'On Loan                  ',522369.00,'Level 2','Public','Partial','Outdated','Overdue','Updated             ','Restricted','Complete'
212,'ART86574  ',212,'On Loan                  ',49046.00,'Level 1','Limited','Partial','Outdated','Overdue','Review Required     ','Limited','In Progress'
213,'ART94976  ',213,'Not Available            ',310278.00,'Level 1','Restricted','Complete','Required','Overdue','Updated             ','Restricted','Complete'
214,'ART11696  ',214,'Available                ',434761.00,'Level 3','Restricted','Complete','Outdated','Current','Review Required     ','Limited','Partial'
215,'ART82931  ',215,'Available                ',921372.00,'Level 2','Public','Updating','Outdated','Overdue','Review Required     ','Available','In Progress'
216,'ART80111  ',216,'Not Available            ',193534.00,'Level 2','Restricted','Updating','Outdated','Current','Updated             ','Restricted','Complete'
217,'ART40717  ',217,'On Loan                  ',16605.00,'Level 1','Limited','Partial','Recent','Due','Updated             ','Limited','Partial'
218,'ART87584  ',218,'Available                ',596113.00,'Level 1','Public','Complete','Required','Due','Pending             ','Available','Partial'
219,'ART74379  ',219,'Not Available            ',279171.00,'Level 1','Restricted','Updating','Required','Current','Pending             ','Available','In Progress'
220,'ART42099  ',220,'Available                ',438312.00,'Level 1','Limited','Updating','Outdated','Current','Pending             ','Available','Complete'
221,'ART95273  ',221,'On Loan                  ',370480.00,'Level 2','Limited','Complete','Recent','Overdue','Review Required     ','Limited','Complete'
222,'ART30207  ',222,'On Loan                  ',490792.00,'Level 2','Public','Partial','Required','Due','Updated             ','Restricted','Complete'
223,'ART58660  ',223,'Available                ',237927.00,'Level 2','Restricted','Partial','Outdated','Overdue','Review Required     ','Restricted','Complete'
224,'ART32258  ',224,'Available                ',781291.00,'Level 1','Restricted','Updating','Outdated','Current','Pending             ','Restricted','Complete'
225,'ART13670  ',225,'On Loan                  ',693086.00,'Level 3','Public','Partial','Required','Due','Pending             ','Available','Complete'
