'ENV_EFE0','DIST_CYPNX','Medium','Critical',68.4,866.800,55.50,40.30,71.000,'Medium','Limited',95.900,'Available'
'ENV_D48Y','DIST_U3VET','Low','Limited',61.8,95.800,31.30,2.80,35.700,'High','Critical',83.300,'Available'
'ENV_CGJJ','DIST_SJW8E','Low','Critical',89.8,446.400,64.80,72.50,47.900,'High','Critical',61.900,'Available'
'ENV_T746','DIST_JIICP','High','Adequate',16.7,837.200,67.60,57.60,76.200,'Low','Adequate',47.800,'Limited'
'ENV_SXPG','DIST_0EP81','High','Limited',55.6,455.700,98.10,48.30,93.500,'Low','Critical',35.000,'Limited'
'ENV_F58T','DIST_IBM4M','Medium','Limited',30.5,63.500,65.70,81.90,94.000,'Low','Adequate',88.200,'Available'
'ENV_RIRD','DIST_YB15N','High','Critical',51.5,917.600,84.10,27.50,93.700,'Medium','Adequate',42.600,'Available'
'ENV_BGER','DIST_9MF66','Low','Limited',6.0,384.200,99.60,30.30,86.400,'Medium','Limited',96.600,'Available'
'ENV_3YZ7','DIST_QK7B5','Medium','Limited',54.7,707.800,71.60,10.70,18.800,'Low','Critical',3.600,'Available'
'ENV_S978','DIST_T4PIW','High','Critical',21.3,844.100,62.20,40.20,70.800,'Low','Adequate',96.700,'Limited'
'ENV_F49W','DIST_PRCD9','Medium','Adequate',31.3,65.900,51.50,21.90,85.700,'Low','Critical',0.300,'Available'
'ENV_OCRY','DIST_WF7Q3','Low','Adequate',69.8,673.500,64.00,21.00,83.300,'Low','Limited',58.700,'Available'
'ENV_7SO6','DIST_WVD9E','High','Adequate',29.7,651.100,78.40,56.00,60.700,'Medium','Adequate',67.400,'Limited'
'ENV_X483','DIST_PKX8Z','High','Adequate',64.9,766.900,86.40,4.00,28.300,'Low','Adequate',52.800,'Available'
'ENV_01BN','DIST_VU1S9','Medium','Adequate',17.9,580.100,1.10,99.90,18.200,'Low','Adequate',91.700,'Available'
'ENV_L22U','DIST_FSB54','High','Critical',31.5,328.400,63.80,43.90,54.700,'Low','Adequate',50.500,'Limited'
'ENV_V57L','DIST_S9I7V','Medium','Critical',79.9,424.900,81.90,35.00,28.900,'Medium','Critical',71.400,'Available'
'ENV_NWAD','DIST_PBAVU','Low','Limited',6.2,905.100,70.20,42.60,61.300,'Low','Critical',24.200,'Available'
'ENV_1RYQ','DIST_Z0YXO','High','Limited',37.5,764.100,1.70,68.60,69.400,'Low','Critical',67.700,'Available'
'ENV_8G9F','DIST_DI100','Low','Adequate',26.9,657.800,31.50,47.40,17.300,'High','Critical',92.900,'Available'
'ENV_0SXI','DIST_SX8VA','High','Adequate',80.8,645.200,21.50,23.20,84.800,'Low','Critical',72.200,'Available'
'ENV_HST3','DIST_3R3TZ','Medium','Critical',74.3,299.100,77.70,87.00,68.800,'Medium','Adequate',35.500,'Available'
'ENV_R0VE','DIST_0IW4C','Medium','Critical',23.7,48.400,38.60,4.40,1.500,'Medium','Limited',65.300,'Available'
'ENV_3AH6','DIST_SJZ4Q','Medium','Critical',72.0,570.600,69.00,89.40,99.900,'High','Critical',24.800,'Available'
'ENV_GC07','DIST_412JC','High','Limited',67.4,401.800,6.00,46.40,91.500,'High','Adequate',96.600,'Available'
'ENV_N7E0','DIST_5PIJW','High','Limited',49.0,218.000,87.10,14.50,6.900,'Medium','Critical',71.700,'Available'
'ENV_ZEK6','DIST_FAXKO','Medium','Adequate',25.4,344.600,17.60,83.90,28.400,'High','Adequate',38.600,'Available'
'ENV_DFQM','DIST_58D9C','High','Adequate',77.0,289.000,3.10,85.80,93.600,'Medium','Critical',4.500,'Limited'
'ENV_PHHG','DIST_WSNUM','Medium','Critical',24.8,868.700,42.90,49.70,45.200,'Medium','Limited',87.600,'Available'
'ENV_RHQ6','DIST_MF3A9','High','Limited',14.1,91.600,91.30,38.60,8.700,'High','Adequate',13.000,'Available'
'ENV_OSEA','DIST_C95FA','High','Limited',78.0,497.100,27.00,53.10,51.900,'High','Limited',37.400,'Available'
'ENV_8OE9','DIST_TGGCK','High','Critical',42.1,64.600,1.00,82.80,29.300,'Low','Critical',90.900,'Limited'
'ENV_8QV8','DIST_65NNR','Low','Adequate',79.2,268.500,19.30,30.10,13.600,'Medium','Limited',82.200,'Available'
'ENV_1Y35','DIST_YL96F','Medium','Adequate',78.2,578.000,23.70,54.20,72.800,'Medium','Critical',49.400,'Limited'
'ENV_YN1K','DIST_WZM4U','Medium','Adequate',81.8,659.500,90.70,31.40,22.300,'Medium','Adequate',9.200,'Limited'
'ENV_RF27','DIST_SCJBD','High','Adequate',54.9,851.100,34.40,77.20,8.500,'Low','Critical',66.300,'Limited'
'ENV_ZH5S','DIST_DPG05','Medium','Adequate',98.9,202.700,11.00,44.30,59.000,'Low','Critical',91.100,'Available'
'ENV_XJP7','DIST_298U3','Low','Adequate',5.9,976.400,26.20,78.20,86.100,'High','Limited',63.100,'Available'
'ENV_CMGK','DIST_X5Y5B','Medium','Critical',22.2,480.200,97.30,40.20,9.900,'High','Critical',34.000,'Available'
'ENV_P6LG','DIST_6OW33','Medium','Adequate',70.5,985.200,27.30,31.90,45.200,'Low','Adequate',59.400,'Limited'
'ENV_BTWM','DIST_VU5I1','High','Critical',94.3,448.600,8.10,48.90,43.800,'Medium','Limited',41.100,'Available'
'ENV_8T9E','DIST_0PLQT','Low','Limited',19.4,212.400,87.30,98.50,33.800,'High','Limited',8.700,'Available'
'ENV_48HB','DIST_I0NZU','Low','Adequate',10.0,75.700,77.60,58.90,5.400,'Low','Critical',62.100,'Limited'
'ENV_DL30','DIST_P4L0L','High','Adequate',29.9,391.900,17.30,97.00,95.200,'Low','Limited',93.700,'Available'
'ENV_F7EH','DIST_GHSAY','Low','Critical',12.1,247.500,25.70,58.80,74.300,'Medium','Critical',72.900,'Limited'
'ENV_R0J7','DIST_9QCXW','Medium','Adequate',56.1,429.600,47.80,69.90,43.700,'Medium','Limited',29.900,'Available'
'ENV_SEXF','DIST_X0ZPY','Medium','Adequate',57.7,554.800,2.00,9.10,92.600,'High','Adequate',97.700,'Available'
'ENV_ITKL','DIST_BOI88','Medium','Limited',15.4,674.500,61.70,67.10,35.500,'Medium','Critical',38.700,'Available'
'ENV_W7VA','DIST_HLDBN','Medium','Limited',68.7,494.100,57.30,19.90,58.800,'Medium','Adequate',66.700,'Limited'
'ENV_VLNZ','DIST_08EGN','Low','Critical',96.0,989.000,43.60,75.70,8.900,'Medium','Adequate',81.600,'Available'
'ENV_LXV8','DIST_FXBMC','High','Adequate',23.0,152.700,82.50,67.70,36.200,'Medium','Adequate',73.800,'Available'
'ENV_6D7T','DIST_1ZQIC','Low','Adequate',87.3,450.800,46.50,79.60,84.000,'Medium','Adequate',2.300,'Available'
'ENV_MQIJ','DIST_FEN31','High','Critical',4.2,506.000,18.80,42.00,34.100,'Low','Limited',25.800,'Available'
'ENV_UYRM','DIST_USM2H','High','Adequate',26.3,439.200,43.00,12.60,47.600,'Medium','Adequate',24.300,'Available'
'ENV_NXU6','DIST_FGQE7','Medium','Adequate',26.7,431.400,65.90,87.20,11.000,'Medium','Limited',66.100,'Available'
'ENV_3MCL','DIST_4767D','Medium','Adequate',45.1,569.600,9.20,62.00,41.100,'Medium','Adequate',15.400,'Available'
'ENV_VPWL','DIST_TXERW','Low','Limited',28.8,933.900,47.80,79.40,91.600,'High','Limited',42.800,'Available'
'ENV_DM4C','DIST_IPWCS','Low','Limited',75.2,372.100,28.70,56.10,44.700,'Low','Adequate',44.300,'Available'
'ENV_MG65','DIST_S12MX','Low','Limited',95.8,736.000,46.40,70.90,39.300,'Medium','Adequate',41.500,'Limited'
'ENV_WBR0','DIST_FJ5CR','Medium','Critical',45.7,44.000,23.50,62.30,73.300,'Medium','Critical',88.300,'Available'
'ENV_61RG','DIST_ZY4O2','High','Limited',5.4,741.100,40.20,26.40,95.800,'High','Limited',35.600,'Available'
'ENV_GM0K','DIST_40HHV','Low','Limited',31.6,196.200,63.70,38.20,20.200,'High','Adequate',0.700,'Available'
'ENV_AVI8','DIST_8NVU3','High','Limited',48.3,737.200,82.70,62.70,37.100,'Low','Critical',44.100,'Available'
'ENV_WE4P','DIST_B6KD2','Low','Limited',57.7,450.800,33.90,19.10,43.100,'Low','Limited',52.800,'Available'
'ENV_JAYM','DIST_UDW6O','High','Adequate',15.6,736.400,60.80,55.90,62.900,'Medium','Limited',95.400,'Available'
'ENV_LY8X','DIST_F3C7C','High','Adequate',13.9,272.800,9.60,51.40,84.500,'High','Adequate',79.300,'Available'
'ENV_531X','DIST_XWD9L','Medium','Adequate',11.2,202.300,70.20,55.50,40.200,'High','Critical',77.200,'Available'
'ENV_OLZ7','DIST_4KMHF','High','Critical',69.8,181.600,19.60,57.90,45.500,'Low','Limited',7.900,'Available'
'ENV_PXKB','DIST_DGJUK','High','Adequate',49.6,726.200,48.10,58.80,59.600,'High','Limited',55.800,'Available'
'ENV_MXS3','DIST_ZM7RW','Low','Limited',75.9,773.900,54.20,43.20,27.100,'Medium','Limited',90.300,'Available'
'ENV_506M','DIST_NN0DN','Medium','Critical',18.4,783.700,91.10,60.50,14.000,'High','Limited',66.500,'Available'
'ENV_QJX6','DIST_12696','Medium','Adequate',38.4,741.100,51.00,0.90,98.200,'Low','Limited',38.700,'Limited'
'ENV_2Y0S','DIST_WWOEQ','High','Limited',64.9,614.700,81.30,51.50,22.200,'Low','Critical',92.400,'Limited'
'ENV_4RW0','DIST_NZ4AW','Low','Critical',48.7,948.600,48.30,84.10,11.000,'Low','Limited',53.200,'Limited'
'ENV_YWGX','DIST_RH2YN','High','Critical',77.8,422.800,93.90,24.80,51.100,'Medium','Limited',94.800,'Limited'
'ENV_852F','DIST_VXJOY','Medium','Adequate',21.2,290.600,18.30,32.80,24.900,'Medium','Limited',67.700,'Limited'
'ENV_0Z3I','DIST_8XWAW','Low','Critical',87.2,308.500,32.30,92.70,68.300,'Medium','Adequate',87.300,'Limited'
'ENV_Q4KY','DIST_HPJTY','High','Adequate',49.6,281.000,84.30,78.40,85.500,'Low','Limited',32.500,'Available'
'ENV_SZ4A','DIST_KNSKE','Low','Adequate',47.9,512.800,52.80,55.30,56.900,'High','Limited',13.500,'Available'
'ENV_C80T','DIST_ELWVM','Low','Adequate',51.6,491.100,3.80,13.70,8.900,'Medium','Critical',81.600,'Available'
'ENV_KNNS','DIST_GBPM4','High','Limited',95.7,549.300,95.00,0.90,16.000,'Low','Limited',13.300,'Limited'
'ENV_5EH3','DIST_85Y8T','High','Adequate',81.9,445.700,0.60,15.50,6.300,'High','Adequate',19.600,'Available'
'ENV_EHHT','DIST_JFH3B','Low','Adequate',23.4,95.700,53.90,90.70,29.700,'Medium','Limited',10.400,'Limited'
'ENV_ECX6','DIST_VROV7','High','Limited',13.4,480.500,45.20,18.60,19.200,'Medium','Adequate',68.500,'Available'
'ENV_IICW','DIST_Z45B8','Medium','Limited',20.6,238.600,48.10,96.10,31.300,'Medium','Adequate',60.100,'Limited'
'ENV_2MLI','DIST_VXVVX','High','Adequate',88.0,99.800,75.10,80.40,32.100,'High','Limited',9.700,'Limited'
'ENV_2K0A','DIST_W7E16','Low','Adequate',76.7,772.900,62.80,71.70,30.200,'Low','Limited',76.200,'Available'
'ENV_8NDI','DIST_O9ZOZ','High','Limited',62.6,951.400,74.20,38.00,3.400,'Low','Critical',71.700,'Available'
'ENV_IYGT','DIST_Y64Y8','Medium','Critical',72.5,709.700,18.30,36.70,37.900,'High','Limited',9.900,'Limited'
'ENV_VR05','DIST_RB2I3','Medium','Critical',11.6,24.800,51.80,3.40,62.500,'Medium','Adequate',17.700,'Limited'
'ENV_OABI','DIST_208Z8','Low','Critical',15.5,40.000,65.30,52.80,98.200,'Low','Adequate',31.900,'Available'
'ENV_E515','DIST_DTGUB','Medium','Limited',65.4,498.100,85.70,21.70,58.800,'Low','Limited',36.900,'Available'
'ENV_NQNE','DIST_AK4OC','Low','Critical',33.6,611.300,1.00,69.40,25.400,'High','Adequate',94.400,'Available'
'ENV_OZXK','DIST_98AHN','Low','Critical',85.8,93.400,31.90,85.70,65.600,'High','Critical',72.200,'Available'
'ENV_OYD7','DIST_70M8K','Medium','Limited',64.2,142.400,73.90,39.70,86.000,'Medium','Limited',89.700,'Available'
'ENV_KB6V','DIST_66M21','Low','Critical',72.1,463.100,95.90,4.20,34.300,'High','Limited',50.100,'Available'
'ENV_LFVW','DIST_3BCCE','Medium','Limited',16.8,509.300,51.30,39.90,8.200,'High','Critical',72.800,'Available'
'ENV_6AH4','DIST_SLUOT','High','Critical',20.7,116.200,64.30,46.20,90.100,'Low','Limited',63.300,'Available'
'ENV_MV0V','DIST_TJKXW','Low','Limited',96.0,178.000,74.50,78.00,83.800,'Medium','Critical',69.900,'Available'
'ENV_YJ1P','DIST_R968X','High','Limited',99.6,258.300,95.90,31.90,17.200,'Low','Adequate',44.600,'Limited'
'ENV_7GPT','DIST_NZBXP','Medium','Critical',66.3,212.800,41.90,22.50,20.700,'High','Critical',4.500,'Limited'
'ENV_E0UG','DIST_P3IOH','Medium','Critical',30.0,751.800,56.90,77.60,75.200,'High','Critical',55.600,'Limited'
'ENV_ZKNI','DIST_OW0UF','Medium','Critical',16.0,693.900,65.80,19.80,52.000,'High','Critical',7.200,'Available'
'ENV_ZK72','DIST_F7UX4','Medium','Critical',12.8,111.200,53.30,10.40,62.000,'Medium','Critical',51.600,'Limited'
'ENV_Z1U2','DIST_XM10T','High','Critical',56.5,162.900,29.10,31.10,0.200,'Medium','Limited',28.100,'Available'
'ENV_1OHW','DIST_1F3D0','Low','Adequate',66.1,522.400,69.10,58.40,27.400,'Medium','Critical',0.600,'Available'
'ENV_BHFA','DIST_U1NZ9','Low','Limited',75.3,845.800,15.60,40.10,69.700,'Medium','Adequate',99.600,'Available'
'ENV_Z58V','DIST_F0N5W','High','Limited',47.9,776.200,62.40,5.00,40.600,'Low','Critical',73.100,'Available'
'ENV_28XA','DIST_OECJ9','Medium','Limited',33.6,619.000,97.00,1.60,80.800,'Low','Limited',3.500,'Limited'
'ENV_SAHO','DIST_GMHYO','High','Limited',75.1,71.300,95.10,84.20,52.600,'High','Limited',69.400,'Available'
'ENV_A7NK','DIST_QIIL8','Low','Limited',13.7,849.700,73.70,12.40,1.000,'Medium','Critical',64.400,'Available'
'ENV_YC7P','DIST_N2PRB','Low','Adequate',95.6,324.900,74.70,41.70,46.900,'Low','Adequate',7.800,'Available'
'ENV_XW7M','DIST_9YTKI','Low','Critical',49.8,371.100,61.70,64.60,47.500,'Low','Adequate',27.300,'Available'
'ENV_P1B0','DIST_1M8ZO','High','Limited',19.0,839.700,58.50,95.60,39.400,'Low','Critical',35.400,'Available'
'ENV_BDBQ','DIST_54P27','Low','Limited',9.9,319.000,59.70,71.00,9.100,'High','Critical',14.800,'Limited'
'ENV_JJAU','DIST_KVXU1','Medium','Limited',47.2,680.600,78.30,21.00,82.100,'Low','Critical',53.200,'Available'
'ENV_NPXP','DIST_T72NW','Low','Adequate',35.0,761.400,19.70,53.80,64.900,'Medium','Limited',72.300,'Available'
'ENV_VO1T','DIST_Y0F55','Medium','Limited',93.7,751.700,69.50,28.50,11.500,'Medium','Limited',44.200,'Available'
'ENV_SIT4','DIST_SPVHZ','Medium','Limited',83.6,722.600,55.40,34.00,81.400,'Medium','Limited',47.000,'Available'
'ENV_ZNSK','DIST_GPBTE','Medium','Adequate',27.8,233.100,32.60,96.00,84.800,'Low','Limited',51.200,'Available'
'ENV_992P','DIST_2CQ8R','Low','Critical',39.9,788.000,88.50,93.30,87.300,'Medium','Adequate',81.700,'Available'
'ENV_OSCB','DIST_YZIDL','High','Adequate',95.1,997.700,52.30,14.80,56.100,'Low','Critical',73.700,'Available'
'ENV_RMQU','DIST_RY6QJ','Low','Limited',83.5,167.100,25.10,66.70,79.400,'High','Adequate',17.600,'Limited'
'ENV_V5VG','DIST_FK37U','Low','Adequate',42.2,849.500,36.90,36.40,6.200,'High','Limited',10.200,'Available'
'ENV_6D56','DIST_Z1O7C','Medium','Critical',9.5,950.200,78.60,69.20,69.800,'High','Adequate',2.600,'Available'
'ENV_N96G','DIST_CX0JQ','High','Critical',28.0,645.800,91.50,21.10,6.000,'Medium','Critical',85.000,'Available'
'ENV_CWRU','DIST_XMIM6','Low','Critical',79.1,675.500,40.50,11.40,68.000,'Medium','Adequate',7.100,'Available'
'ENV_SAPP','DIST_H0J6B','Medium','Critical',74.2,519.100,25.90,29.50,77.800,'Medium','Adequate',85.500,'Limited'
'ENV_2ID0','DIST_1VM8X','Medium','Adequate',63.3,25.400,33.90,30.50,42.700,'Low','Limited',19.500,'Available'
'ENV_BW2C','DIST_07EN1','Low','Critical',3.4,65.700,62.40,90.30,99.100,'Medium','Limited',84.500,'Available'
'ENV_LJMV','DIST_VS4LS','High','Adequate',73.8,594.700,45.30,13.60,82.600,'High','Limited',18.300,'Available'
'ENV_NJGO','DIST_RZW7U','Low','Adequate',14.4,162.000,23.70,15.90,48.000,'Medium','Critical',49.100,'Limited'
'ENV_1B78','DIST_2LPYL','Low','Limited',90.8,931.800,87.10,59.10,28.200,'High','Limited',53.900,'Available'
'ENV_UXBH','DIST_5R59R','Low','Critical',89.3,181.100,0.20,97.80,29.900,'High','Limited',73.900,'Available'
'ENV_ARO8','DIST_0HTHP','High','Limited',72.0,852.100,33.30,43.80,8.900,'Low','Adequate',74.700,'Limited'
'ENV_IUMF','DIST_HS367','High','Critical',54.8,20.200,22.50,46.10,43.500,'Low','Critical',97.900,'Limited'
'ENV_KV0Y','DIST_FS88C','Low','Adequate',50.6,903.200,32.50,58.10,21.000,'Low','Limited',91.200,'Limited'
'ENV_5N7L','DIST_I3X6A','Low','Adequate',19.4,473.900,66.20,54.90,23.100,'High','Critical',41.100,'Limited'
'ENV_BNIC','DIST_8O6W9','Medium','Adequate',58.6,841.600,18.40,76.30,98.900,'Low','Adequate',52.100,'Available'
'ENV_MB8Q','DIST_M1STJ','High','Adequate',68.7,852.700,40.90,11.20,89.700,'High','Limited',3.000,'Available'
'ENV_007X','DIST_DNJ38','High','Adequate',16.8,839.400,11.10,84.10,59.200,'Medium','Adequate',39.100,'Available'
'ENV_NFFJ','DIST_Y3SKJ','High','Limited',14.8,286.500,15.50,29.00,56.300,'Low','Adequate',92.700,'Available'
'ENV_1AE4','DIST_5E9LA','High','Adequate',1.1,128.100,41.20,10.10,31.300,'Low','Limited',99.300,'Available'
'ENV_8KHU','DIST_EQY4O','High','Adequate',1.6,382.300,27.30,43.30,87.000,'Low','Adequate',53.000,'Available'
'ENV_6QFN','DIST_823EV','High','Critical',45.8,150.700,67.90,17.00,56.600,'High','Critical',14.800,'Available'
'ENV_LQE0','DIST_GM3MR','Medium','Limited',24.8,176.600,95.70,57.30,48.400,'Medium','Limited',75.400,'Available'
'ENV_B4BB','DIST_P9J7X','Medium','Limited',14.8,74.900,10.90,82.00,27.400,'High','Adequate',33.000,'Available'
'ENV_TCQQ','DIST_MX05U','High','Critical',58.4,636.000,60.70,54.10,89.300,'Low','Adequate',97.600,'Available'
'ENV_0V9P','DIST_K3H3W','Low','Limited',74.6,471.900,23.50,30.90,3.400,'Medium','Adequate',31.500,'Available'
'ENV_3XO9','DIST_QVCU8','High','Adequate',61.7,240.400,64.50,81.60,2.300,'Medium','Adequate',11.400,'Limited'
'ENV_TUR5','DIST_SX6U5','High','Limited',57.4,257.400,85.20,53.00,22.000,'Low','Critical',77.100,'Available'
'ENV_JHFY','DIST_VO7NT','Medium','Limited',12.3,281.700,62.70,96.70,74.800,'Low','Critical',39.600,'Available'
'ENV_73NY','DIST_JEU3K','Low','Critical',70.4,347.800,60.80,85.40,17.700,'High','Limited',18.400,'Limited'
'ENV_MOLU','DIST_BADU2','Low','Limited',86.7,426.000,59.10,56.70,33.900,'High','Adequate',70.600,'Limited'
'ENV_Z7XU','DIST_KOYZ7','Low','Critical',74.8,520.200,78.10,14.90,25.500,'Low','Limited',94.200,'Available'
'ENV_YMWL','DIST_L7BTD','Low','Adequate',24.6,839.300,59.00,82.20,3.900,'Medium','Limited',10.000,'Available'
'ENV_AT09','DIST_HLGIL','Medium','Adequate',62.9,775.100,93.20,12.10,71.900,'Medium','Limited',94.800,'Available'
'ENV_8M95','DIST_012PI','Medium','Limited',76.6,109.900,51.00,27.30,40.200,'High','Critical',8.500,'Limited'
'ENV_P81O','DIST_6IKTR','High','Critical',65.3,39.100,15.30,46.20,50.500,'Low','Limited',19.700,'Available'
'ENV_2DZQ','DIST_073OS','High','Limited',54.9,234.400,57.00,55.10,28.700,'Low','Critical',65.900,'Limited'
'ENV_MRZV','DIST_NXF2R','Medium','Critical',65.0,107.200,1.80,43.30,60.700,'Low','Critical',6.000,'Limited'
'ENV_9KHS','DIST_2RFUS','Low','Critical',10.3,216.600,96.80,93.60,72.400,'High','Critical',11.500,'Limited'
'ENV_M1YC','DIST_EM3UV','Medium','Critical',51.2,860.000,74.20,56.40,32.200,'High','Critical',32.400,'Available'
'ENV_QY6Q','DIST_BWUXG','High','Limited',69.5,800.000,40.20,41.90,68.600,'Low','Critical',8.600,'Available'
'ENV_Y6U1','DIST_VD0PC','High','Limited',96.9,36.500,29.70,35.10,6.000,'Medium','Adequate',33.200,'Available'
'ENV_EX79','DIST_4YDWT','Medium','Limited',65.3,984.600,59.70,31.80,35.200,'High','Limited',69.300,'Available'
'ENV_ZYG1','DIST_CW0OE','High','Limited',41.7,533.800,73.50,57.00,55.500,'Low','Critical',82.800,'Available'
'ENV_D07K','DIST_65VVB','High','Critical',47.7,890.900,33.50,2.80,81.900,'Low','Critical',55.000,'Available'
'ENV_E3Y8','DIST_XMUHK','Medium','Critical',71.9,179.300,55.70,28.50,80.700,'Low','Adequate',91.500,'Available'
'ENV_FNT6','DIST_IBTMQ','High','Critical',48.7,79.400,25.30,43.80,42.000,'Low','Limited',54.800,'Available'
'ENV_USB1','DIST_87EZI','High','Critical',1.6,191.300,66.80,5.40,2.600,'High','Critical',74.800,'Limited'
'ENV_Q6GR','DIST_2CZ3E','High','Critical',87.5,279.800,51.50,92.90,5.700,'Medium','Critical',61.400,'Available'
'ENV_DPOE','DIST_3HN49','High','Adequate',63.9,646.800,73.00,43.00,25.400,'Low','Adequate',49.400,'Limited'
'ENV_CWFZ','DIST_XZ6CM','High','Adequate',97.0,833.900,30.10,11.70,33.900,'Medium','Limited',9.000,'Limited'
'ENV_TJSO','DIST_QA0AW','High','Critical',75.4,833.200,57.80,72.50,69.400,'Low','Adequate',67.800,'Available'
'ENV_YTWH','DIST_XJAX2','Medium','Critical',12.7,184.000,72.70,12.40,63.700,'Medium','Adequate',27.800,'Available'
'ENV_813E','DIST_YD4K3','High','Critical',71.1,788.300,49.00,78.90,95.500,'High','Adequate',43.100,'Available'
'ENV_IRA8','DIST_BVDAI','Low','Adequate',10.5,242.700,69.90,40.50,20.100,'Medium','Adequate',97.400,'Available'
'ENV_GC6C','DIST_PFP37','High','Critical',63.0,308.200,43.40,24.00,50.000,'High','Limited',17.700,'Available'
'ENV_MNCP','DIST_L3JDN','Low','Adequate',92.7,642.700,71.40,13.40,4.700,'Medium','Critical',62.800,'Limited'
'ENV_KKXB','DIST_C153I','Medium','Adequate',92.4,333.000,77.50,76.90,21.900,'High','Adequate',50.900,'Limited'
'ENV_ZKCU','DIST_YZMPJ','High','Critical',29.5,185.300,83.50,29.50,20.900,'Low','Adequate',89.600,'Limited'
'ENV_T6CT','DIST_4CT9D','Low','Critical',25.4,478.300,60.10,87.70,42.400,'Medium','Limited',31.400,'Available'
