'FIN_JYHH','DIST_6OW33','OPS_YRBN1',9214807.000,64.100,356.800,649280.00,536521,386248.000,870259.0000,'Adequate',1119788.00,83664
'FIN_TIML','DIST_VU5I1','OPS_LZR7J',2630129.000,78.100,540.000,102607.00,680902,394805.000,765660.0000,'Critical',1940558.00,920665
'FIN_9K0W','DIST_0PLQT','OPS_ZTREC',7197336.000,46.800,535.960,567704.00,628022,36410.000,377899.0000,'Adequate',2560330.00,208743
'FIN_PKO9','DIST_I0NZU','OPS_MT0DK',9800650.000,46.200,997.180,722774.00,296719,98282.000,103424.0000,'Limited',138894.00,413522
'FIN_T5L4','DIST_P4L0L','OPS_KX76V',7598692.000,45.000,756.680,290636.00,125446,173881.000,555468.0000,'Critical',4565360.00,967337
'FIN_7XKZ','DIST_GHSAY','OPS_F61E1',9822300.000,85.700,638.370,290472.00,53660,333087.000,264054.0000,'Limited',1292695.00,239819
'FIN_B3EW','DIST_9QCXW','OPS_2PQ2X',9555604.000,88.300,689.740,965629.00,37059,341968.000,102673.0000,'Limited',5885810.00,589034
'FIN_KCHU','DIST_X0ZPY','OPS_Z1CLI',7762270.000,22.100,910.140,749614.00,323148,42214.000,585419.0000,'Limited',529178.00,999154
'FIN_CI2R','DIST_BOI88','OPS_DYMOB',6045372.000,81.400,681.960,731158.00,338143,434341.000,422645.0000,'Adequate',4196699.00,968499
'FIN_BP35','DIST_HLDBN','OPS_DOH5T',3176522.000,35.700,500.320,831049.00,68132,413437.000,618369.0000,'Critical',7897604.00,653486
'FIN_ZPGG','DIST_08EGN','OPS_MXG97',7089802.000,33.500,372.790,267968.00,729610,402640.000,277399.0000,'Adequate',599837.00,520908
'FIN_NN75','DIST_FXBMC','OPS_6HN2Z',9295605.000,50.400,518.650,917280.00,251651,443581.000,997897.0000,'Adequate',5850348.00,352263
'FIN_JY7Z','DIST_1ZQIC','OPS_NBP5M',4284845.000,22.500,20.650,267660.00,435861,197286.000,47150.0000,'Adequate',2888983.00,655056
'FIN_4R0F','DIST_FEN31','OPS_XAJZ3',320717.000,5.600,458.080,804199.00,970510,360396.000,32242.0000,'Critical',4904271.00,173311
'FIN_7MU4','DIST_USM2H','OPS_2Q091',4388973.000,88.000,320.030,360512.00,54041,104631.000,753250.0000,'Adequate',9360561.00,331964
'FIN_G5UK','DIST_FGQE7','OPS_LKU33',7483638.000,72.900,935.250,541896.00,705798,52788.000,49733.0000,'Critical',3679086.00,952038
'FIN_KUO9','DIST_4767D','OPS_NQVE7',936710.000,14.600,736.370,393002.00,428262,368607.000,129156.0000,'Limited',715712.00,625161
'FIN_3ICA','DIST_TXERW','OPS_9BS8O',1756047.000,23.100,481.380,582131.00,468532,271763.000,884551.0000,'Critical',6703839.00,848789
'FIN_B98U','DIST_IPWCS','OPS_4QBZG',2896526.000,64.500,363.370,200573.00,661743,196845.000,463140.0000,'Adequate',1872759.00,396238
'FIN_OMV8','DIST_S12MX','OPS_7NO9W',9070402.000,56.100,170.630,403760.00,657289,187570.000,678394.0000,'Adequate',7085870.00,867550
'FIN_Q4HC','DIST_FJ5CR','OPS_CFK7P',6558096.000,99.600,263.550,82440.00,949865,9796.000,473293.0000,'Adequate',7466084.00,478678
'FIN_GVZD','DIST_ZY4O2','OPS_W115R',8327232.000,17.000,894.830,996411.00,291849,376227.000,322409.0000,'Limited',3799215.00,370252
'FIN_TG0D','DIST_40HHV','OPS_BDV2X',7472283.000,89.600,252.500,387260.00,14303,439056.000,145562.0000,'Critical',4800017.00,813946
'FIN_XUQV','DIST_8NVU3','OPS_CLZS1',4263287.000,34.800,119.750,129494.00,581631,329833.000,124938.0000,'Limited',1315954.00,156279
'FIN_GJS1','DIST_B6KD2','OPS_2ZFVI',5735382.000,40.800,908.940,552450.00,769716,420283.000,741603.0000,'Limited',3657989.00,358671
'FIN_RDHQ','DIST_UDW6O','OPS_T8CQE',558473.000,69.700,565.020,937517.00,879506,356866.000,371499.0000,'Critical',5873732.00,423135
'FIN_TSW9','DIST_F3C7C','OPS_6MQ9Y',3191609.000,32.200,650.740,656724.00,354993,104940.000,866973.0000,'Critical',9621333.00,826150
'FIN_KCIR','DIST_XWD9L','OPS_KW06C',3915120.000,20.000,858.020,554233.00,527765,43172.000,687750.0000,'Limited',9343588.00,85383
'FIN_0OKE','DIST_4KMHF','OPS_3OZ3P',7493700.000,70.000,831.350,174169.00,845354,381668.000,793043.0000,'Critical',9477136.00,433414
'FIN_5KZ9','DIST_DGJUK','OPS_EHSQX',8000667.000,15.000,428.440,181915.00,103135,193420.000,95305.0000,'Critical',1094761.00,384623
'FIN_UN71','DIST_ZM7RW','OPS_1H4Q6',5680755.000,82.700,808.340,66114.00,993225,52655.000,774515.0000,'Adequate',3573439.00,258565
'FIN_RLBY','DIST_NN0DN','OPS_VJVFV',2894324.000,0.200,932.920,184897.00,601775,102732.000,142902.0000,'Critical',4986108.00,912120
'FIN_674A','DIST_12696','OPS_XIZBD',4641341.000,62.800,531.520,484002.00,865180,392871.000,388141.0000,'Adequate',3633478.00,232332
'FIN_70S3','DIST_WWOEQ','OPS_P4AN1',7568829.000,4.800,69.070,756734.00,113778,257544.000,849727.0000,'Limited',1326750.00,910657
'FIN_5A0S','DIST_NZ4AW','OPS_HQABB',5611742.000,0.300,895.040,980050.00,311008,384795.000,364891.0000,'Adequate',626167.00,630977
'FIN_70VS','DIST_RH2YN','OPS_M4KFX',5385361.000,12.400,701.020,745827.00,683846,230694.000,694897.0000,'Limited',6445832.00,263701
'FIN_1IN3','DIST_VXJOY','OPS_5ZFOQ',6698077.000,23.300,894.350,810509.00,527846,167380.000,908668.0000,'Critical',9122474.00,907916
'FIN_MDVF','DIST_8XWAW','OPS_1BBAK',5698499.000,53.100,597.990,57437.00,658902,286191.000,112697.0000,'Adequate',1887155.00,611008
'FIN_4BMY','DIST_HPJTY','OPS_MIB8Q',8330485.000,41.000,80.960,826870.00,675900,248060.000,389064.0000,'Critical',130549.00,762435
'FIN_EY6S','DIST_KNSKE','OPS_N42KB',2454866.000,79.200,983.890,934123.00,403496,374874.000,725148.0000,'Limited',4966726.00,88601
'FIN_YJ08','DIST_ELWVM','OPS_AQQZA',4190034.000,32.500,475.370,550949.00,102115,186301.000,651278.0000,'Adequate',4974354.00,378616
'FIN_V4JN','DIST_GBPM4','OPS_329RG',4343891.000,17.100,47.010,732236.00,242230,233193.000,821107.0000,'Adequate',374526.00,952889
'FIN_RYLT','DIST_85Y8T','OPS_SXC0M',9693549.000,16.200,191.920,322254.00,652648,428889.000,537579.0000,'Adequate',1802772.00,454610
'FIN_6SZK','DIST_JFH3B','OPS_DPUWP',489267.000,72.700,444.430,469977.00,93481,220951.000,826626.0000,'Limited',8782310.00,812044
'FIN_8OOP','DIST_VROV7','OPS_O4XU3',6778142.000,30.000,143.680,724985.00,796178,101741.000,952248.0000,'Limited',9353602.00,783550
'FIN_XW04','DIST_Z45B8','OPS_EQ585',1133900.000,59.000,60.970,696803.00,416184,465338.000,881461.0000,'Limited',2406237.00,368124
'FIN_DY4Q','DIST_VXVVX','OPS_A8LSQ',8880787.000,15.800,311.340,676628.00,416796,343355.000,612935.0000,'Critical',5639613.00,877084
'FIN_OAH7','DIST_W7E16','OPS_DU9FA',2513055.000,81.700,999.420,232377.00,560486,129440.000,924908.0000,'Adequate',5574759.00,455395
'FIN_5A1S','DIST_O9ZOZ','OPS_H5PDK',9696919.000,57.700,719.210,318241.00,776838,451163.000,779880.0000,'Limited',4691774.00,206300
'FIN_TFX7','DIST_Y64Y8','OPS_XMVP2',2425992.000,62.300,743.650,706479.00,849762,179889.000,553682.0000,'Limited',6944876.00,582635
'FIN_4SVN','DIST_RB2I3','OPS_RJDMY',7028204.000,27.800,186.050,353407.00,636504,390668.000,587281.0000,'Critical',4495430.00,583045
'FIN_B9QP','DIST_208Z8','OPS_276UE',9594900.000,74.600,540.540,401932.00,216913,92861.000,927821.0000,'Limited',9643539.00,202979
'FIN_Q8JF','DIST_DTGUB','OPS_MXAZB',7467192.000,42.400,130.210,404994.00,705784,391208.000,474756.0000,'Adequate',8898395.00,684831
'FIN_0GTR','DIST_AK4OC','OPS_GBDK0',8646962.000,20.900,738.640,221467.00,688319,215275.000,899874.0000,'Limited',9333117.00,176720
'FIN_JTYG','DIST_98AHN','OPS_T7M3V',337779.000,55.300,770.000,550757.00,941102,144139.000,704940.0000,'Critical',1497139.00,257033
'FIN_WGOJ','DIST_70M8K','OPS_ZQ0VL',4623194.000,84.700,602.370,580452.00,269847,258964.000,125452.0000,'Limited',337538.00,495621
'FIN_8NQO','DIST_66M21','OPS_OLUN8',869229.000,31.000,653.420,482351.00,611561,190588.000,401649.0000,'Critical',7279784.00,649802
'FIN_JOHB','DIST_3BCCE','OPS_FSD6D',3533481.000,51.100,955.960,81456.00,976628,62815.000,811803.0000,'Critical',4757695.00,813270
'FIN_KVVI','DIST_SLUOT','OPS_SMDMV',9365235.000,22.000,476.560,511346.00,735752,415519.000,132835.0000,'Limited',6142729.00,676864
'FIN_0FET','DIST_TJKXW','OPS_ZIEYX',8997446.000,33.600,629.740,982472.00,38634,152665.000,237812.0000,'Limited',7747375.00,32244
'FIN_6VXI','DIST_R968X','OPS_SZZ3H',8900849.000,41.700,984.810,968326.00,232347,51357.000,172556.0000,'Critical',6450599.00,620785
'FIN_JLFQ','DIST_NZBXP','OPS_B9D2M',9587766.000,99.900,123.910,854838.00,979080,484798.000,216995.0000,'Critical',3178849.00,176729
'FIN_IF5X','DIST_P3IOH','OPS_UZKPN',6262854.000,12.200,939.770,273907.00,677521,26516.000,328594.0000,'Critical',881615.00,457289
'FIN_B0E9','DIST_OW0UF','OPS_OE31S',1020115.000,25.400,414.800,864607.00,163898,6164.000,359371.0000,'Adequate',4067014.00,397412
'FIN_01BX','DIST_F7UX4','OPS_SXKHK',8344856.000,1.200,198.560,56763.00,585360,444916.000,516663.0000,'Adequate',9379620.00,652700
'FIN_DKNJ','DIST_XM10T','OPS_EA80N',805497.000,41.600,593.280,104361.00,106339,185164.000,199495.0000,'Limited',9277607.00,324942
'FIN_M632','DIST_1F3D0','OPS_CACVN',6298035.000,98.000,188.530,905278.00,91873,121631.000,618413.0000,'Limited',1104702.00,529074
'FIN_JUH6','DIST_U1NZ9','OPS_CQI4G',4529843.000,45.800,272.500,573098.00,740555,61685.000,363059.0000,'Limited',1812711.00,863078
'FIN_GWDM','DIST_F0N5W','OPS_XLVYS',8102909.000,45.800,496.140,571912.00,725539,201382.000,843944.0000,'Adequate',6465797.00,107388
'FIN_EM8L','DIST_OECJ9','OPS_TM58J',6231691.000,97.000,660.220,755569.00,579709,253885.000,311544.0000,'Critical',9892256.00,901144
'FIN_HNVU','DIST_GMHYO','OPS_972YX',8461528.000,44.500,591.640,699560.00,359199,29013.000,959456.0000,'Limited',7228386.00,491785
'FIN_5D0J','DIST_QIIL8','OPS_BGDT9',7731423.000,40.400,800.310,532556.00,389229,450943.000,341948.0000,'Adequate',7809615.00,725638
'FIN_OZN2','DIST_N2PRB','OPS_VNLT4',9547149.000,26.400,216.740,244705.00,166517,195388.000,388897.0000,'Adequate',4902157.00,771759
'FIN_CDAG','DIST_9YTKI','OPS_JF9GI',9553647.000,73.000,191.860,164513.00,752673,255344.000,238146.0000,'Adequate',5254125.00,140268
'FIN_5LIL','DIST_1M8ZO','OPS_PYR6U',507322.000,44.500,61.470,921197.00,350792,407679.000,289621.0000,'Limited',3428077.00,927401
'FIN_56AH','DIST_54P27','OPS_GEIFO',5763389.000,44.000,639.750,223045.00,907849,379296.000,899983.0000,'Critical',2501246.00,862593
'FIN_33C9','DIST_KVXU1','OPS_MXB2G',9245303.000,59.800,999.710,51312.00,920647,251274.000,468565.0000,'Limited',3888731.00,263225
'FIN_EK4S','DIST_T72NW','OPS_MUMFS',242342.000,27.700,90.770,606504.00,952941,149997.000,516096.0000,'Critical',2050747.00,419177
'FIN_7RAU','DIST_Y0F55','OPS_0K0JF',3322270.000,60.700,344.360,232095.00,301473,109893.000,327043.0000,'Limited',7208326.00,732142
'FIN_7DDD','DIST_SPVHZ','OPS_2JQ06',8777301.000,18.500,215.780,845607.00,716140,128513.000,673691.0000,'Limited',8657848.00,235803
'FIN_9ARA','DIST_GPBTE','OPS_B7NVC',2780692.000,61.100,230.170,68992.00,943285,166560.000,562147.0000,'Critical',7926929.00,731612
'FIN_ZWQJ','DIST_2CQ8R','OPS_IWU87',9113029.000,79.500,868.570,386668.00,195873,112221.000,495414.0000,'Limited',7358206.00,24491
'FIN_D2VJ','DIST_YZIDL','OPS_YWT6L',9263573.000,32.900,472.320,205999.00,640910,28831.000,441088.0000,'Critical',7556887.00,750732
'FIN_0HX4','DIST_RY6QJ','OPS_JOXXB',4493854.000,25.700,389.770,580481.00,130275,180893.000,770365.0000,'Critical',4205587.00,923548
'FIN_1EEJ','DIST_FK37U','OPS_786JX',9214265.000,97.800,21.590,306318.00,213383,86401.000,245891.0000,'Critical',4016078.00,501585
'FIN_IBGL','DIST_Z1O7C','OPS_GA6DD',3665663.000,17.800,23.800,776760.00,813801,34719.000,248297.0000,'Adequate',8372915.00,90963
'FIN_CNL7','DIST_CX0JQ','OPS_LKDVZ',2380468.000,59.900,967.020,570828.00,609554,37323.000,245591.0000,'Critical',6193134.00,674078
'FIN_V318','DIST_XMIM6','OPS_EA5UK',4134495.000,73.700,149.360,494325.00,599390,418838.000,440104.0000,'Limited',3149422.00,477743
'FIN_WIPT','DIST_H0J6B','OPS_A4MQC',8307623.000,14.500,68.050,26082.00,118279,12386.000,336879.0000,'Critical',1199810.00,870765
'FIN_653Q','DIST_1VM8X','OPS_4TRF8',850868.000,43.800,244.600,115063.00,178158,167423.000,914204.0000,'Critical',9017739.00,697445
'FIN_E98F','DIST_07EN1','OPS_2H3BR',6411954.000,65.100,786.520,23188.00,878533,231029.000,574326.0000,'Adequate',4866217.00,867397
'FIN_IRDI','DIST_VS4LS','OPS_LDPON',6769192.000,44.800,623.710,794264.00,425652,87083.000,172420.0000,'Limited',6152226.00,825997
'FIN_R93X','DIST_RZW7U','OPS_PROK6',8168471.000,19.800,959.920,537663.00,973668,148699.000,936229.0000,'Limited',2264509.00,492128
'FIN_BBL0','DIST_2LPYL','OPS_X7346',2183583.000,89.000,384.860,337759.00,589858,199530.000,547450.0000,'Limited',6645522.00,519143
'FIN_JR4M','DIST_5R59R','OPS_NK8ZV',6560048.000,76.300,985.370,67497.00,711623,82026.000,577473.0000,'Limited',3623426.00,76251
'FIN_YE8T','DIST_0HTHP','OPS_8P9WE',9185287.000,55.600,527.190,981603.00,613434,331053.000,357049.0000,'Adequate',4434655.00,478555
'FIN_LMIO','DIST_HS367','OPS_NQ0KK',4552425.000,15.700,957.380,939574.00,651742,291279.000,778670.0000,'Limited',989542.00,871162
'FIN_G5TF','DIST_FS88C','OPS_TOF5H',2499604.000,91.900,366.030,446969.00,830904,209072.000,911846.0000,'Limited',7165899.00,547702
'FIN_K9FM','DIST_I3X6A','OPS_DRGU0',9151290.000,49.500,213.930,96930.00,404764,382000.000,22316.0000,'Adequate',8300519.00,289560
'FIN_ZI7P','DIST_8O6W9','OPS_6C527',2645748.000,2.600,369.440,772644.00,66724,493992.000,388691.0000,'Limited',1232986.00,209313
'FIN_THS4','DIST_M1STJ','OPS_HLKZ8',6898889.000,51.600,595.380,496727.00,952740,164298.000,498779.0000,'Adequate',9239693.00,255808
'FIN_QYT4','DIST_DNJ38','OPS_NN44D',2309181.000,58.900,335.380,78767.00,431587,377158.000,515162.0000,'Adequate',2837618.00,667107
'FIN_0AOR','DIST_Y3SKJ','OPS_UGBWX',2478518.000,94.300,774.140,89485.00,585357,85213.000,651405.0000,'Critical',2579750.00,51465
'FIN_YB2J','DIST_5E9LA','OPS_FIHFQ',7168713.000,50.800,811.020,527922.00,938373,311086.000,783227.0000,'Limited',6697446.00,760668
'FIN_U63Q','DIST_EQY4O','OPS_3NT21',9896824.000,75.100,653.380,50285.00,570356,417611.000,891144.0000,'Adequate',7027135.00,652931
'FIN_GX8T','DIST_823EV','OPS_98QA3',6514490.000,64.600,801.200,191170.00,423002,240698.000,632044.0000,'Adequate',2429337.00,33770
'FIN_502U','DIST_GM3MR','OPS_49C2B',6089387.000,98.200,13.070,470036.00,311557,447157.000,464505.0000,'Adequate',8084302.00,271485
'FIN_LFF7','DIST_P9J7X','OPS_4ZSE6',9189302.000,68.100,182.350,824285.00,74146,120260.000,424725.0000,'Critical',328126.00,540532
'FIN_MV4Q','DIST_MX05U','OPS_ZAYXN',4890734.000,93.800,645.650,447416.00,646409,449304.000,291787.0000,'Limited',2013391.00,685069
'FIN_2S3B','DIST_K3H3W','OPS_8O0Z5',5600685.000,75.000,691.480,61754.00,204464,95240.000,79132.0000,'Adequate',4747159.00,972598
