'HR_6FZM','DIST_GENII','OPS_8H272','{"personnel": {"total": 456, "medical": 62, "security": 52, "logistics": 101, "volunteers": 631}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 83.50}}'
'HR_K5N3','DIST_YJKGX','OPS_L8CE7','{"personnel": {"total": 80, "medical": 62, "security": 35, "logistics": 113, "volunteers": 442}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 94.00}}'
'HR_4MHF','DIST_MQQRJ','OPS_98L84','{"personnel": {"total": 86, "medical": 56, "security": 32, "logistics": 152, "volunteers": 653}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 95.00}}'
'HR_974H','DIST_WNPAW','OPS_NTV3F','{"personnel": {"total": 175, "medical": 54, "security": 81, "logistics": 118, "volunteers": 508}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 88.80}}'
'HR_3861','DIST_VNRFT','OPS_TY0F9','{"personnel": {"total": 423, "medical": 36, "security": 58, "logistics": 171, "volunteers": 737}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 91.30}}'
'HR_3YIQ','DIST_ZUZIO','OPS_JF4Y9','{"personnel": {"total": 391, "medical": 91, "security": 14, "logistics": 114, "volunteers": 599}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 95.70}}'
'HR_8E53','DIST_1CQCG','OPS_9D43O','{"personnel": {"total": 169, "medical": 77, "security": 98, "logistics": 151, "volunteers": 467}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 74.40}}'
'HR_FS0A','DIST_LUHW9','OPS_9DGPQ','{"personnel": {"total": 240, "medical": 32, "security": 55, "logistics": 154, "volunteers": 811}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 72.40}}'
'HR_N7GF','DIST_G79HI','OPS_QKZIB','{"personnel": {"total": 327, "medical": 65, "security": 17, "logistics": 114, "volunteers": 436}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 80.90}}'
'HR_2GSC','DIST_D5VXU','OPS_LXI6P','{"personnel": {"total": 136, "medical": 32, "security": 42, "logistics": 186, "volunteers": 791}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 95.50}}'
'HR_E5UW','DIST_0ZKCS','OPS_YLJSL','{"personnel": {"total": 433, "medical": 13, "security": 33, "logistics": 43, "volunteers": 473}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 79.80}}'
'HR_5SPA','DIST_1Y0YN','OPS_JBGPD','{"personnel": {"total": 432, "medical": 85, "security": 44, "logistics": 174, "volunteers": 449}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 84.30}}'
'HR_BAY3','DIST_D8IX7','OPS_WG1H2','{"personnel": {"total": 117, "medical": 79, "security": 22, "logistics": 111, "volunteers": 681}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 86.60}}'
'HR_E501','DIST_CYPNX','OPS_4PC0C','{"personnel": {"total": 465, "medical": 80, "security": 28, "logistics": 185, "volunteers": 195}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 77.70}}'
'HR_QYPT','DIST_U3VET','OPS_XAZ4V','{"personnel": {"total": 54, "medical": 23, "security": 12, "logistics": 187, "volunteers": 692}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 75.00}}'
'HR_1W98','DIST_SJW8E','OPS_3H2UI','{"personnel": {"total": 486, "medical": 61, "security": 93, "logistics": 54, "volunteers": 576}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 74.90}}'
'HR_UVE8','DIST_JIICP','OPS_09MZT','{"personnel": {"total": 164, "medical": 76, "security": 64, "logistics": 102, "volunteers": 374}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 79.20}}'
'HR_KY0F','DIST_0EP81','OPS_VCPJM','{"personnel": {"total": 218, "medical": 65, "security": 31, "logistics": 127, "volunteers": 319}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 98.80}}'
'HR_IOB4','DIST_IBM4M','OPS_WG4BH','{"personnel": {"total": 430, "medical": 82, "security": 43, "logistics": 194, "volunteers": 890}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 79.30}}'
'HR_P2VA','DIST_YB15N','OPS_UUNU4','{"personnel": {"total": 73, "medical": 20, "security": 36, "logistics": 170, "volunteers": 809}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 85.10}}'
'HR_WMQG','DIST_9MF66','OPS_LHQC4','{"personnel": {"total": 480, "medical": 24, "security": 76, "logistics": 122, "volunteers": 813}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 95.70}}'
'HR_YQWB','DIST_QK7B5','OPS_VD9CX','{"personnel": {"total": 140, "medical": 63, "security": 91, "logistics": 47, "volunteers": 792}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 88.70}}'
'HR_NI8E','DIST_T4PIW','OPS_YGQB3','{"personnel": {"total": 382, "medical": 37, "security": 70, "logistics": 78, "volunteers": 751}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 74.40}}'
'HR_BXOH','DIST_PRCD9','OPS_TS1YR','{"personnel": {"total": 171, "medical": 93, "security": 43, "logistics": 122, "volunteers": 429}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 98.70}}'
'HR_B3IM','DIST_WF7Q3','OPS_C5XOS','{"personnel": {"total": 180, "medical": 45, "security": 52, "logistics": 169, "volunteers": 332}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 76.10}}'
'HR_NRHN','DIST_WVD9E','OPS_XMIZI','{"personnel": {"total": 70, "medical": 51, "security": 71, "logistics": 69, "volunteers": 225}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 80.30}}'
'HR_KZOD','DIST_PKX8Z','OPS_OL6RF','{"personnel": {"total": 245, "medical": 75, "security": 77, "logistics": 41, "volunteers": 897}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 91.00}}'
'HR_AS6U','DIST_VU1S9','OPS_OQ27A','{"personnel": {"total": 499, "medical": 28, "security": 88, "logistics": 139, "volunteers": 625}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 70.20}}'
'HR_30FI','DIST_FSB54','OPS_LENGE','{"personnel": {"total": 435, "medical": 63, "security": 14, "logistics": 183, "volunteers": 862}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 88.40}}'
'HR_VWYA','DIST_S9I7V','OPS_6E321','{"personnel": {"total": 311, "medical": 33, "security": 19, "logistics": 176, "volunteers": 793}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 92.60}}'
'HR_9YJE','DIST_PBAVU','OPS_XQIL8','{"personnel": {"total": 141, "medical": 66, "security": 47, "logistics": 192, "volunteers": 350}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 89.20}}'
'HR_SWR9','DIST_Z0YXO','OPS_1LOAI','{"personnel": {"total": 51, "medical": 19, "security": 81, "logistics": 194, "volunteers": 701}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 82.20}}'
'HR_RQV2','DIST_DI100','OPS_97ZLG','{"personnel": {"total": 245, "medical": 47, "security": 33, "logistics": 35, "volunteers": 673}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 89.30}}'
'HR_5W2J','DIST_SX8VA','OPS_SB6OL','{"personnel": {"total": 248, "medical": 75, "security": 38, "logistics": 104, "volunteers": 232}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 95.00}}'
'HR_EW36','DIST_3R3TZ','OPS_VMVX6','{"personnel": {"total": 391, "medical": 26, "security": 86, "logistics": 164, "volunteers": 236}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 98.30}}'
'HR_Y68L','DIST_0IW4C','OPS_Z3AKR','{"personnel": {"total": 425, "medical": 87, "security": 38, "logistics": 186, "volunteers": 409}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 88.10}}'
'HR_UQKS','DIST_SJZ4Q','OPS_FQG24','{"personnel": {"total": 131, "medical": 27, "security": 40, "logistics": 82, "volunteers": 229}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 73.50}}'
'HR_CUAT','DIST_412JC','OPS_ROC04','{"personnel": {"total": 346, "medical": 86, "security": 48, "logistics": 137, "volunteers": 65}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 79.90}}'
'HR_SZM2','DIST_5PIJW','OPS_GVCRC','{"personnel": {"total": 257, "medical": 20, "security": 41, "logistics": 79, "volunteers": 291}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 89.80}}'
'HR_GXFV','DIST_FAXKO','OPS_7SVOD','{"personnel": {"total": 304, "medical": 57, "security": 66, "logistics": 98, "volunteers": 751}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 84.70}}'
'HR_PPCE','DIST_58D9C','OPS_B49AB','{"personnel": {"total": 258, "medical": 39, "security": 55, "logistics": 125, "volunteers": 909}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 98.40}}'
'HR_XTIC','DIST_WSNUM','OPS_E5955','{"personnel": {"total": 253, "medical": 11, "security": 52, "logistics": 197, "volunteers": 528}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 90.10}}'
'HR_P60Z','DIST_MF3A9','OPS_D0HLM','{"personnel": {"total": 166, "medical": 56, "security": 94, "logistics": 132, "volunteers": 746}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 98.50}}'
'HR_MMVO','DIST_C95FA','OPS_H8R68','{"personnel": {"total": 59, "medical": 45, "security": 24, "logistics": 54, "volunteers": 104}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 79.40}}'
'HR_YNET','DIST_TGGCK','OPS_IR06A','{"personnel": {"total": 236, "medical": 75, "security": 78, "logistics": 23, "volunteers": 362}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 71.10}}'
'HR_K32Y','DIST_65NNR','OPS_TZZ73','{"personnel": {"total": 358, "medical": 66, "security": 16, "logistics": 93, "volunteers": 425}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 94.20}}'
'HR_AVJT','DIST_YL96F','OPS_9BOFC','{"personnel": {"total": 253, "medical": 51, "security": 50, "logistics": 28, "volunteers": 667}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 99.20}}'
'HR_YXJM','DIST_WZM4U','OPS_PA1A8','{"personnel": {"total": 280, "medical": 12, "security": 14, "logistics": 46, "volunteers": 744}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 82.60}}'
'HR_RQZN','DIST_SCJBD','OPS_M8IZU','{"personnel": {"total": 452, "medical": 84, "security": 20, "logistics": 168, "volunteers": 885}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 74.10}}'
'HR_GCTV','DIST_DPG05','OPS_6XF1V','{"personnel": {"total": 480, "medical": 82, "security": 36, "logistics": 77, "volunteers": 233}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 92.00}}'
'HR_8S81','DIST_298U3','OPS_D14PW','{"personnel": {"total": 249, "medical": 69, "security": 58, "logistics": 23, "volunteers": 994}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 72.10}}'
'HR_T9BX','DIST_X5Y5B','OPS_AI0LK','{"personnel": {"total": 55, "medical": 10, "security": 34, "logistics": 90, "volunteers": 969}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 92.60}}'
'HR_484I','DIST_6OW33','OPS_YRBN1','{"personnel": {"total": 115, "medical": 88, "security": 65, "logistics": 92, "volunteers": 727}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 87.10}}'
'HR_606W','DIST_VU5I1','OPS_LZR7J','{"personnel": {"total": 282, "medical": 83, "security": 89, "logistics": 53, "volunteers": 784}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 91.80}}'
'HR_882B','DIST_0PLQT','OPS_ZTREC','{"personnel": {"total": 230, "medical": 56, "security": 32, "logistics": 108, "volunteers": 59}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 70.40}}'
'HR_O8NI','DIST_I0NZU','OPS_MT0DK','{"personnel": {"total": 108, "medical": 50, "security": 70, "logistics": 109, "volunteers": 235}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 80.90}}'
'HR_WPWC','DIST_P4L0L','OPS_KX76V','{"personnel": {"total": 107, "medical": 69, "security": 94, "logistics": 66, "volunteers": 999}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 89.10}}'
'HR_YSE4','DIST_GHSAY','OPS_F61E1','{"personnel": {"total": 193, "medical": 88, "security": 72, "logistics": 157, "volunteers": 60}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 79.10}}'
'HR_AZP2','DIST_9QCXW','OPS_2PQ2X','{"personnel": {"total": 142, "medical": 69, "security": 21, "logistics": 50, "volunteers": 198}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 90.00}}'
'HR_5A97','DIST_X0ZPY','OPS_Z1CLI','{"personnel": {"total": 80, "medical": 43, "security": 55, "logistics": 47, "volunteers": 152}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 71.70}}'
'HR_LDAE','DIST_BOI88','OPS_DYMOB','{"personnel": {"total": 454, "medical": 44, "security": 91, "logistics": 190, "volunteers": 727}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 90.80}}'
'HR_5KZY','DIST_HLDBN','OPS_DOH5T','{"personnel": {"total": 464, "medical": 64, "security": 68, "logistics": 68, "volunteers": 708}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 96.30}}'
'HR_T27W','DIST_08EGN','OPS_MXG97','{"personnel": {"total": 496, "medical": 97, "security": 100, "logistics": 198, "volunteers": 983}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Required", "availability_percent": 71.00}}'
'HR_AFGO','DIST_FXBMC','OPS_6HN2Z','{"personnel": {"total": 455, "medical": 47, "security": 11, "logistics": 181, "volunteers": 241}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 84.80}}'
'HR_AHK2','DIST_1ZQIC','OPS_NBP5M','{"personnel": {"total": 137, "medical": 41, "security": 93, "logistics": 69, "volunteers": 552}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 94.80}}'
'HR_WTSJ','DIST_FEN31','OPS_XAJZ3','{"personnel": {"total": 150, "medical": 69, "security": 26, "logistics": 98, "volunteers": 412}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 87.80}}'
'HR_FNX1','DIST_USM2H','OPS_2Q091','{"personnel": {"total": 461, "medical": 89, "security": 62, "logistics": 59, "volunteers": 545}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 93.80}}'
'HR_8LX0','DIST_FGQE7','OPS_LKU33','{"personnel": {"total": 213, "medical": 93, "security": 32, "logistics": 32, "volunteers": 754}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 70.70}}'
'HR_KMW4','DIST_4767D','OPS_NQVE7','{"personnel": {"total": 69, "medical": 92, "security": 10, "logistics": 186, "volunteers": 589}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Limited", "training_status": "In Progress", "availability_percent": 85.60}}'
'HR_4XQB','DIST_TXERW','OPS_9BS8O','{"personnel": {"total": 474, "medical": 58, "security": 48, "logistics": 171, "volunteers": 573}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 72.40}}'
'HR_AXAO','DIST_IPWCS','OPS_4QBZG','{"personnel": {"total": 390, "medical": 62, "security": 49, "logistics": 75, "volunteers": 544}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 88.40}}'
'HR_JA0V','DIST_S12MX','OPS_7NO9W','{"personnel": {"total": 64, "medical": 85, "security": 65, "logistics": 41, "volunteers": 258}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 76.50}}'
'HR_1M8E','DIST_FJ5CR','OPS_CFK7P','{"personnel": {"total": 484, "medical": 79, "security": 38, "logistics": 88, "volunteers": 252}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 82.80}}'
'HR_AWQ4','DIST_ZY4O2','OPS_W115R','{"personnel": {"total": 495, "medical": 53, "security": 10, "logistics": 57, "volunteers": 633}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 83.70}}'
'HR_TE7G','DIST_40HHV','OPS_BDV2X','{"personnel": {"total": 185, "medical": 54, "security": 77, "logistics": 74, "volunteers": 775}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 85.30}}'
'HR_WD9X','DIST_8NVU3','OPS_CLZS1','{"personnel": {"total": 171, "medical": 79, "security": 99, "logistics": 51, "volunteers": 911}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 77.20}}'
'HR_7YPL','DIST_B6KD2','OPS_2ZFVI','{"personnel": {"total": 380, "medical": 72, "security": 74, "logistics": 116, "volunteers": 978}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 80.30}}'
'HR_4D96','DIST_UDW6O','OPS_T8CQE','{"personnel": {"total": 139, "medical": 53, "security": 71, "logistics": 167, "volunteers": 621}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 96.60}}'
'HR_XH9Z','DIST_F3C7C','OPS_6MQ9Y','{"personnel": {"total": 100, "medical": 67, "security": 83, "logistics": 194, "volunteers": 211}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Limited", "training_status": "Required", "availability_percent": 82.60}}'
'HR_7JMI','DIST_XWD9L','OPS_KW06C','{"personnel": {"total": 115, "medical": 32, "security": 13, "logistics": 139, "volunteers": 580}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 98.20}}'
'HR_XKSD','DIST_4KMHF','OPS_3OZ3P','{"personnel": {"total": 196, "medical": 12, "security": 47, "logistics": 169, "volunteers": 271}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "Complete", "availability_percent": 99.20}}'
'HR_BWQE','DIST_DGJUK','OPS_EHSQX','{"personnel": {"total": 254, "medical": 17, "security": 28, "logistics": 180, "volunteers": 683}, "readiness": {"ppe_status": "Limited", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 71.30}}'
'HR_K372','DIST_ZM7RW','OPS_1H4Q6','{"personnel": {"total": 59, "medical": 42, "security": 90, "logistics": 166, "volunteers": 178}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Limited", "training_status": "Complete", "availability_percent": 85.50}}'
'HR_KEAC','DIST_NN0DN','OPS_VJVFV','{"personnel": {"total": 498, "medical": 94, "security": 98, "logistics": 169, "volunteers": 89}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Insufficient", "training_status": "In Progress", "availability_percent": 70.40}}'
'HR_G7UR','DIST_12696','OPS_XIZBD','{"personnel": {"total": 369, "medical": 69, "security": 65, "logistics": 141, "volunteers": 955}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "In Progress", "availability_percent": 89.40}}'
'HR_DCEM','DIST_WWOEQ','OPS_P4AN1','{"personnel": {"total": 307, "medical": 87, "security": 32, "logistics": 196, "volunteers": 320}, "readiness": {"ppe_status": "Adequate", "comm_equipment": "Sufficient", "training_status": "Complete", "availability_percent": 81.20}}'
'HR_TU97','DIST_NZ4AW','OPS_HQABB','{"personnel": {"total": 239, "medical": 90, "security": 69, "logistics": 103, "volunteers": 112}, "readiness": {"ppe_status": "Critical", "comm_equipment": "Insufficient", "training_status": "Required", "availability_percent": 74.10}}'
