'HUB_CMI0','DIST_YJKGX',5957.00,78.900,20983.00,280.000,836.000,3.3,'Excellent',91.70,1.42
'HUB_YTKE','DIST_MQQRJ',2144.00,51.200,40038.00,5442.000,619.000,3.3,'Excellent',99.30,3.10
'HUB_3UH7','DIST_WNPAW',2624.00,86.600,46854.00,6996.000,643.000,4.9,'Good',94.60,4.91
'HUB_VZF4','DIST_VNRFT',9859.00,73.600,98434.00,8539.000,843.000,7.4,'Fair',94.00,0.79
'HUB_GE7Y','DIST_ZUZIO',9474.00,42.500,76858.00,8135.000,669.000,7.9,'Excellent',96.50,3.36
'HUB_2SEM','DIST_1CQCG',3850.00,9.700,83948.00,3201.000,777.000,6.8,'Excellent',100.00,0.82
'HUB_XMWV','DIST_LUHW9',9778.00,99.600,15804.00,2022.000,367.000,5.2,'Fair',90.10,0.86
'HUB_LZP0','DIST_G79HI',5170.00,10.400,49418.00,5753.000,187.000,3.0,'Good',97.80,2.29
'HUB_QVSW','DIST_D5VXU',7470.00,10.000,14029.00,3663.000,363.000,6.2,'Poor',94.30,4.90
'HUB_EZ9P','DIST_0ZKCS',8344.00,19.000,59361.00,5591.000,359.000,4.7,'Excellent',90.50,4.37
'HUB_1RLX','DIST_1Y0YN',6679.00,89.400,28946.00,7769.000,724.000,3.5,'Excellent',97.30,2.82
'HUB_52DY','DIST_D8IX7',9877.00,0.300,95787.00,9186.000,753.000,6.5,'Good',93.10,3.84
'HUB_8C70','DIST_CYPNX',2794.00,51.500,97701.00,1553.000,877.000,7.2,'Poor',98.40,2.29
'HUB_GA95','DIST_U3VET',4354.00,79.600,73209.00,3024.000,162.000,2.8,'Fair',90.40,2.80
'HUB_K63A','DIST_SJW8E',9347.00,4.800,79129.00,6284.000,897.000,3.8,'Fair',95.70,0.72
'HUB_FEKY','DIST_JIICP',8728.00,20.800,51026.00,504.000,809.000,3.0,'Poor',92.60,2.19
'HUB_7T3P','DIST_0EP81',8097.00,72.900,11554.00,2484.000,579.000,5.2,'Fair',92.30,2.42
'HUB_GXGC','DIST_IBM4M',6302.00,21.800,47405.00,4063.000,917.000,4.3,'Excellent',97.20,1.13
'HUB_CVN9','DIST_YB15N',2977.00,79.600,59013.00,8129.000,320.000,2.3,'Good',93.60,4.79
'HUB_3FHQ','DIST_9MF66',3356.00,69.700,47782.00,3954.000,223.000,6.0,'Good',90.10,2.60
'HUB_XRHF','DIST_QK7B5',2584.00,67.700,18654.00,906.000,145.000,2.3,'Excellent',98.00,3.72
'HUB_VCLI','DIST_T4PIW',4917.00,97.900,40651.00,1234.000,599.000,2.2,'Poor',91.10,0.62
'HUB_YF8U','DIST_PRCD9',8606.00,41.100,64869.00,8203.000,808.000,7.0,'Good',91.70,4.42
'HUB_S0QU','DIST_WF7Q3',6878.00,99.100,46881.00,1387.000,472.000,7.7,'Excellent',96.20,1.75
'HUB_COY6','DIST_WVD9E',6147.00,23.800,47480.00,9075.000,350.000,2.9,'Poor',95.50,2.17
'HUB_8O92','DIST_PKX8Z',3140.00,54.400,51514.00,6346.000,518.000,3.4,'Fair',99.80,4.51
'HUB_8WG9','DIST_VU1S9',1057.00,71.700,7124.00,2116.000,275.000,3.1,'Good',99.50,2.40
'HUB_WVHY','DIST_FSB54',9701.00,82.800,59310.00,8883.000,544.000,7.0,'Excellent',92.00,1.97
'HUB_0OCN','DIST_S9I7V',1556.00,22.400,40135.00,9902.000,948.000,5.7,'Excellent',98.80,3.70
'HUB_V596','DIST_PBAVU',4253.00,76.200,46643.00,5926.000,257.000,3.3,'Poor',99.90,4.64
'HUB_8JGG','DIST_Z0YXO',5535.00,50.400,15624.00,4283.000,594.000,4.4,'Excellent',98.40,1.75
'HUB_MFN4','DIST_DI100',3041.00,52.100,70968.00,3923.000,722.000,2.3,'Poor',97.50,3.58
'HUB_XT44','DIST_SX8VA',2972.00,61.900,71425.00,220.000,127.000,5.0,'Excellent',91.20,1.47
'HUB_T2EM','DIST_3R3TZ',7883.00,84.800,91377.00,1389.000,155.000,4.1,'Fair',92.70,0.95
'HUB_WMYF','DIST_0IW4C',8498.00,34.900,42457.00,953.000,540.000,6.6,'Fair',99.70,4.13
'HUB_D7US','DIST_SJZ4Q',3427.00,14.500,17716.00,9826.000,255.000,4.6,'Poor',93.30,0.54
'HUB_1Y36','DIST_412JC',2097.00,13.900,79058.00,1651.000,956.000,7.6,'Poor',90.30,1.59
'HUB_9PS9','DIST_5PIJW',9257.00,7.600,27094.00,2944.000,831.000,4.0,'Excellent',95.60,2.01
'HUB_BTXX','DIST_FAXKO',8075.00,24.300,74923.00,618.000,444.000,4.4,'Excellent',93.90,1.61
'HUB_PPL2','DIST_58D9C',2106.00,94.000,16834.00,3468.000,620.000,5.5,'Fair',91.20,3.03
'HUB_8RY2','DIST_WSNUM',3108.00,34.100,91070.00,7486.000,248.000,5.9,'Fair',91.10,4.29
'HUB_HMMA','DIST_MF3A9',9874.00,76.500,73964.00,9519.000,117.000,3.3,'Excellent',91.60,3.25
'HUB_AZ0K','DIST_C95FA',1126.00,97.000,67009.00,2983.000,241.000,5.8,'Excellent',93.00,4.02
'HUB_C9EN','DIST_TGGCK',7071.00,78.000,4802.00,8066.000,278.000,4.9,'Poor',99.00,0.74
'HUB_VMZA','DIST_65NNR',2542.00,11.100,1797.00,968.000,479.000,2.1,'Good',98.50,3.35
'HUB_APXT','DIST_YL96F',7950.00,76.700,40872.00,1872.000,950.000,5.4,'Excellent',90.10,1.38
'HUB_ACWR','DIST_WZM4U',5443.00,60.900,19038.00,3893.000,850.000,5.1,'Excellent',95.00,1.43
'HUB_OGZ9','DIST_SCJBD',6893.00,39.900,42434.00,437.000,397.000,2.3,'Good',99.50,3.50
'HUB_BR4D','DIST_DPG05',1988.00,79.200,7514.00,9112.000,417.000,3.7,'Fair',92.70,4.06
'HUB_5604','DIST_298U3',3082.00,48.100,24731.00,1113.000,346.000,4.2,'Fair',99.60,4.35
'HUB_JAD4','DIST_X5Y5B',6021.00,84.800,66645.00,2813.000,282.000,7.6,'Poor',98.00,2.79
'HUB_6BEJ','DIST_6OW33',9041.00,10.700,47034.00,1516.000,942.000,6.0,'Poor',94.70,0.82
'HUB_Q6U8','DIST_VU5I1',1528.00,57.500,58288.00,821.000,756.000,4.5,'Excellent',94.90,2.60
'HUB_09F1','DIST_0PLQT',9442.00,78.600,3898.00,8277.000,695.000,3.1,'Excellent',95.20,4.24
'HUB_CXGU','DIST_I0NZU',8634.00,75.300,46523.00,7679.000,168.000,5.0,'Excellent',96.10,2.17
'HUB_A30Z','DIST_P4L0L',7279.00,98.500,42140.00,5925.000,179.000,7.4,'Good',98.80,0.67
'HUB_7I46','DIST_GHSAY',8800.00,63.200,70614.00,4728.000,921.000,3.1,'Excellent',99.60,4.76
'HUB_R3T7','DIST_9QCXW',3530.00,86.200,30315.00,4512.000,787.000,6.9,'Fair',98.00,0.87
'HUB_6ZYP','DIST_X0ZPY',9200.00,49.100,62419.00,9535.000,263.000,3.4,'Poor',90.20,0.83
'HUB_NG97','DIST_BOI88',2429.00,57.300,81944.00,4504.000,942.000,5.5,'Good',94.70,4.10
'HUB_1SNF','DIST_HLDBN',8887.00,22.300,10477.00,2441.000,691.000,2.9,'Good',92.50,1.22
'HUB_S0DA','DIST_08EGN',5007.00,46.800,60032.00,4134.000,426.000,5.9,'Good',99.40,0.95
'HUB_2WZ1','DIST_FXBMC',4797.00,83.500,54498.00,6213.000,174.000,5.3,'Poor',96.00,1.23
'HUB_0IHW','DIST_1ZQIC',2017.00,43.800,24172.00,5658.000,847.000,5.0,'Excellent',91.60,0.40
'HUB_PI5V','DIST_FEN31',1173.00,17.200,18775.00,5426.000,995.000,5.8,'Poor',98.00,2.11
'HUB_HX7K','DIST_USM2H',8228.00,90.300,9509.00,3197.000,525.000,6.7,'Fair',99.80,4.94
'HUB_M5A0','DIST_FGQE7',3753.00,92.200,98134.00,5874.000,364.000,4.5,'Poor',96.70,4.79
'HUB_T4Z0','DIST_4767D',801.00,14.400,3657.00,8980.000,502.000,6.2,'Excellent',98.40,2.33
'HUB_FLAQ','DIST_TXERW',7791.00,67.300,22263.00,1102.000,973.000,4.5,'Poor',97.80,3.30
'HUB_ZJJK','DIST_IPWCS',8611.00,46.600,4112.00,2108.000,754.000,6.5,'Excellent',92.90,2.11
'HUB_SP68','DIST_S12MX',7648.00,59.100,59536.00,8949.000,164.000,6.3,'Poor',90.90,1.69
'HUB_VXJ6','DIST_FJ5CR',4109.00,42.700,89718.00,6590.000,688.000,2.7,'Fair',96.60,2.60
'HUB_H6WQ','DIST_ZY4O2',5194.00,92.900,62931.00,1360.000,523.000,7.7,'Good',93.30,2.70
'HUB_EFNW','DIST_40HHV',9642.00,40.500,44067.00,5802.000,403.000,6.8,'Excellent',91.30,0.74
'HUB_DO3J','DIST_8NVU3',257.00,81.500,63221.00,6626.000,951.000,2.1,'Good',99.50,3.75
'HUB_7UPY','DIST_B6KD2',1472.00,27.000,18773.00,621.000,493.000,7.9,'Poor',98.40,4.82
'HUB_RESH','DIST_UDW6O',5985.00,85.500,18690.00,5244.000,619.000,2.1,'Fair',90.40,4.38
'HUB_SUY5','DIST_F3C7C',7901.00,73.000,4816.00,6351.000,513.000,3.8,'Poor',97.00,3.72
'HUB_XLRX','DIST_XWD9L',6566.00,2.100,62377.00,5998.000,634.000,7.0,'Poor',95.00,3.24
'HUB_KBCM','DIST_4KMHF',4495.00,11.900,29169.00,4474.000,290.000,5.1,'Poor',92.20,4.66
'HUB_4XC8','DIST_DGJUK',7040.00,31.100,14060.00,8104.000,149.000,4.2,'Good',91.10,2.95
'HUB_LMBC','DIST_ZM7RW',3678.00,36.800,96309.00,6919.000,200.000,4.3,'Poor',91.20,3.38
'HUB_DMWB','DIST_NN0DN',4481.00,32.500,99820.00,3031.000,180.000,2.4,'Fair',98.20,4.44
'HUB_T0F7','DIST_12696',4969.00,15.800,54692.00,5332.000,978.000,6.6,'Good',92.50,2.47
'HUB_ZN03','DIST_WWOEQ',473.00,49.600,13903.00,1358.000,368.000,4.2,'Excellent',98.60,2.89
'HUB_N8NO','DIST_NZ4AW',3222.00,30.800,41652.00,1245.000,108.000,4.5,'Poor',93.60,1.66
'HUB_17RP','DIST_RH2YN',6209.00,35.300,18892.00,5486.000,899.000,6.4,'Good',94.30,0.10
'HUB_WY5A','DIST_VXJOY',9139.00,78.800,17293.00,1371.000,397.000,5.6,'Fair',97.60,3.97
'HUB_E5R7','DIST_8XWAW',279.00,5.000,17238.00,3914.000,569.000,4.8,'Excellent',95.30,2.90
'HUB_MG14','DIST_HPJTY',3628.00,34.500,18138.00,2341.000,852.000,5.8,'Excellent',91.80,3.19
'HUB_XY8E','DIST_KNSKE',4668.00,89.300,9411.00,1158.000,850.000,4.5,'Good',99.70,1.48
'HUB_AT02','DIST_ELWVM',7935.00,64.200,47883.00,5928.000,883.000,6.9,'Poor',94.60,4.06
'HUB_6LJF','DIST_GBPM4',4079.00,66.500,82230.00,1885.000,639.000,2.4,'Poor',97.00,4.57
'HUB_72U3','DIST_85Y8T',2042.00,9.700,77587.00,1645.000,429.000,7.5,'Good',93.60,4.35
'HUB_B0YO','DIST_JFH3B',920.00,38.500,28850.00,392.000,511.000,7.6,'Poor',98.40,2.98
'HUB_BEIF','DIST_VROV7',1805.00,15.300,23281.00,4460.000,542.000,2.3,'Good',93.30,3.88
'HUB_GPRT','DIST_Z45B8',1829.00,40.100,53561.00,1258.000,505.000,2.2,'Good',99.40,0.94
'HUB_EP1M','DIST_VXVVX',1619.00,59.500,96361.00,9197.000,832.000,3.5,'Good',99.30,2.68
'HUB_NGQ9','DIST_W7E16',4961.00,95.100,83914.00,6586.000,544.000,2.2,'Poor',90.60,0.11
'HUB_476P','DIST_O9ZOZ',2830.00,56.600,90110.00,7759.000,180.000,6.6,'Excellent',99.00,0.40
'HUB_SF6U','DIST_Y64Y8',2651.00,45.100,32790.00,9124.000,892.000,2.8,'Excellent',96.00,3.90
'HUB_UZMZ','DIST_RB2I3',5292.00,48.300,96540.00,8308.000,252.000,6.0,'Excellent',93.90,0.94
'HUB_ZN8F','DIST_208Z8',5028.00,64.700,45574.00,8156.000,740.000,5.1,'Fair',98.30,3.22
'HUB_WQ11','DIST_DTGUB',2016.00,12.600,42381.00,6724.000,669.000,6.6,'Excellent',95.00,4.72
'HUB_0FAU','DIST_AK4OC',7299.00,28.800,68631.00,9094.000,137.000,2.6,'Excellent',92.80,4.35
'HUB_M6IH','DIST_98AHN',4589.00,4.300,50610.00,3434.000,780.000,7.2,'Excellent',91.70,3.26
'HUB_UCM7','DIST_70M8K',7892.00,58.300,82359.00,4952.000,604.000,3.4,'Good',94.60,2.85
'HUB_JVCB','DIST_66M21',1694.00,82.500,58607.00,8239.000,604.000,3.8,'Good',99.50,0.18
'HUB_CCTU','DIST_3BCCE',880.00,46.400,24108.00,3588.000,811.000,3.3,'Excellent',91.30,3.71
'HUB_8ICJ','DIST_SLUOT',745.00,19.800,97417.00,7058.000,199.000,4.9,'Good',91.80,4.92
'HUB_GRQC','DIST_TJKXW',7269.00,85.200,99851.00,2234.000,126.000,3.8,'Poor',96.60,3.98
'HUB_B4QZ','DIST_R968X',5461.00,42.000,54910.00,4058.000,839.000,5.1,'Poor',97.30,1.78
'HUB_I1OV','DIST_NZBXP',1840.00,94.700,3792.00,6687.000,527.000,6.0,'Poor',90.20,2.20
'HUB_KDWZ','DIST_P3IOH',5069.00,1.200,61663.00,5221.000,250.000,5.6,'Poor',94.10,3.52
'HUB_LC7V','DIST_OW0UF',6421.00,8.300,98288.00,4064.000,907.000,2.6,'Fair',98.90,4.21
'HUB_K9TJ','DIST_F7UX4',463.00,20.500,74501.00,9836.000,729.000,8.0,'Excellent',96.50,1.30
'HUB_TDPH','DIST_XM10T',6822.00,71.600,58282.00,5948.000,564.000,7.3,'Poor',90.10,1.30
'HUB_AU74','DIST_1F3D0',9141.00,49.400,61335.00,1469.000,290.000,7.8,'Poor',94.10,2.32
'HUB_RH2J','DIST_U1NZ9',4920.00,12.300,35241.00,635.000,651.000,3.4,'Poor',92.30,4.84
'HUB_BTBP','DIST_F0N5W',1643.00,45.600,83087.00,2441.000,478.000,4.4,'Fair',98.80,1.76
'HUB_YTRK','DIST_OECJ9',2142.00,36.400,7519.00,8141.000,808.000,5.2,'Good',98.60,3.67
'HUB_GNF9','DIST_GMHYO',3223.00,47.000,3771.00,4801.000,684.000,4.7,'Fair',99.70,1.60
'HUB_8IXS','DIST_QIIL8',5191.00,11.700,62421.00,3894.000,800.000,7.3,'Poor',98.50,3.94
'HUB_DIR0','DIST_N2PRB',2589.00,14.900,28691.00,6711.000,828.000,2.0,'Poor',99.70,4.99
'HUB_Q44N','DIST_9YTKI',2677.00,57.400,49457.00,3794.000,272.000,4.6,'Good',94.00,2.16
'HUB_ZJ6C','DIST_1M8ZO',1763.00,82.400,82812.00,4087.000,347.000,6.5,'Good',90.60,3.91
'HUB_UYNQ','DIST_54P27',7559.00,83.700,65540.00,7172.000,674.000,7.2,'Poor',99.50,2.88
'HUB_Q8LT','DIST_KVXU1',5019.00,20.400,17264.00,2915.000,764.000,5.8,'Excellent',95.90,3.68
'HUB_GLA5','DIST_T72NW',4563.00,89.900,29507.00,9419.000,360.000,3.6,'Excellent',96.00,4.82
'HUB_8BE3','DIST_Y0F55',2209.00,58.400,65241.00,435.000,734.000,6.5,'Excellent',93.20,1.43
'HUB_FX5J','DIST_SPVHZ',5218.00,33.100,24303.00,9554.000,496.000,4.5,'Excellent',96.80,2.76
'HUB_1OYB','DIST_GPBTE',3688.00,46.300,6766.00,8617.000,659.000,7.4,'Fair',94.60,1.96
'HUB_2DVX','DIST_2CQ8R',9331.00,93.500,67630.00,5595.000,527.000,7.9,'Poor',94.20,0.62
'HUB_WMJV','DIST_YZIDL',1221.00,67.500,59535.00,8930.000,284.000,5.0,'Excellent',91.10,3.31
'HUB_9Y2H','DIST_RY6QJ',5064.00,94.700,67525.00,7549.000,206.000,4.3,'Fair',93.50,4.70
'HUB_9PKP','DIST_FK37U',6552.00,15.000,86835.00,719.000,588.000,3.6,'Good',100.00,1.51
'HUB_WFK6','DIST_Z1O7C',9028.00,47.700,43394.00,5332.000,797.000,6.7,'Poor',95.40,3.86
'HUB_FB9C','DIST_CX0JQ',4077.00,29.100,18072.00,9002.000,613.000,3.0,'Excellent',90.00,2.23
'HUB_RGQX','DIST_XMIM6',4740.00,32.000,97979.00,911.000,399.000,6.3,'Fair',91.50,4.39
'HUB_ADMP','DIST_H0J6B',2278.00,83.600,11625.00,9737.000,461.000,3.7,'Fair',97.80,2.48
'HUB_28BM','DIST_1VM8X',6517.00,73.000,58883.00,8537.000,938.000,4.9,'Poor',96.00,4.00
'HUB_5RGT','DIST_07EN1',1043.00,23.000,80733.00,6912.000,607.000,4.4,'Poor',99.70,2.83
'HUB_J680','DIST_VS4LS',3517.00,31.900,20282.00,3088.000,672.000,5.1,'Fair',94.70,3.15
'HUB_S1SE','DIST_RZW7U',4697.00,58.600,76230.00,1473.000,281.000,4.7,'Good',96.60,1.31
'HUB_L5Q8','DIST_2LPYL',4636.00,95.100,60377.00,603.000,218.000,4.0,'Excellent',95.20,3.70
'HUB_SWU8','DIST_5R59R',1919.00,10.500,80849.00,4245.000,328.000,2.4,'Excellent',93.60,3.70
'HUB_U1BF','DIST_0HTHP',1801.00,38.800,87398.00,4747.000,781.000,2.2,'Excellent',96.00,2.26
'HUB_ZECM','DIST_HS367',9290.00,80.200,31703.00,6674.000,234.000,6.1,'Good',90.70,4.65
'HUB_V85Q','DIST_FS88C',3284.00,63.300,21526.00,1205.000,189.000,3.8,'Fair',93.90,2.49
'HUB_NNRF','DIST_I3X6A',9077.00,38.800,64135.00,6775.000,315.000,3.8,'Excellent',90.60,0.92
'HUB_VDF4','DIST_8O6W9',7385.00,51.200,11361.00,3066.000,328.000,5.5,'Poor',93.30,2.30
'HUB_HFR0','DIST_M1STJ',9060.00,1.100,95236.00,2600.000,278.000,7.3,'Good',99.10,0.33
'HUB_PEPH','DIST_DNJ38',5657.00,22.200,28602.00,8395.000,545.000,5.0,'Good',92.30,4.43
'HUB_QCAT','DIST_Y3SKJ',1360.00,81.000,14263.00,3064.000,803.000,7.3,'Good',96.40,3.16
'HUB_KV5J','DIST_5E9LA',6348.00,24.000,95520.00,5209.000,715.000,5.3,'Good',92.30,3.39
'HUB_4IOT','DIST_EQY4O',636.00,38.600,61127.00,5986.000,372.000,6.1,'Fair',94.60,0.23
'HUB_H1CK','DIST_823EV',6188.00,38.600,71584.00,4553.000,232.000,2.4,'Poor',97.20,3.04
'HUB_5LKE','DIST_GM3MR',7565.00,47.700,73948.00,3919.000,667.000,5.5,'Good',92.20,2.09
'HUB_PGDP','DIST_P9J7X',7962.00,21.500,97929.00,8322.000,684.000,6.8,'Good',92.90,1.42
'HUB_O5UJ','DIST_MX05U',8407.00,41.800,94840.00,3959.000,178.000,4.9,'Excellent',97.40,3.01
'HUB_LVMN','DIST_K3H3W',6785.00,84.900,6756.00,5177.000,499.000,6.9,'Poor',91.70,3.26
'HUB_FCLJ','DIST_QVCU8',6363.00,85.500,3375.00,6019.000,458.000,2.3,'Excellent',92.40,2.06
'HUB_ETNW','DIST_SX6U5',5243.00,6.100,69333.00,9052.000,290.000,7.5,'Good',94.60,3.50
'HUB_GVSW','DIST_VO7NT',3868.00,51.000,38000.00,2551.000,943.000,4.7,'Good',99.00,0.62
'HUB_UFRL','DIST_JEU3K',250.00,46.300,93650.00,3991.000,770.000,3.5,'Poor',94.30,4.92
'HUB_FB1F','DIST_BADU2',9969.00,72.900,98975.00,5962.000,583.000,5.8,'Poor',94.10,0.18
'HUB_OB5B','DIST_KOYZ7',1330.00,18.200,96273.00,2188.000,855.000,5.3,'Good',93.60,1.51
'HUB_04CO','DIST_L7BTD',9635.00,64.200,56727.00,363.000,493.000,3.7,'Poor',91.40,1.51
'HUB_B17G','DIST_HLGIL',8694.00,58.200,50812.00,6098.000,646.000,5.4,'Poor',91.50,3.91
'HUB_JYLV','DIST_012PI',6108.00,41.100,61390.00,5934.000,846.000,5.7,'Excellent',99.40,4.32
'HUB_7GN9','DIST_6IKTR',3658.00,62.400,11007.00,9277.000,140.000,2.5,'Good',97.10,4.08
'HUB_3VMQ','DIST_073OS',1886.00,13.300,70444.00,9381.000,534.000,5.7,'Good',97.30,1.94
'HUB_50H8','DIST_NXF2R',9583.00,61.100,28857.00,1678.000,441.000,5.0,'Excellent',94.60,1.30
'HUB_LWBC','DIST_2RFUS',8406.00,41.100,12068.00,4178.000,838.000,4.6,'Excellent',90.80,4.11
'HUB_A2HY','DIST_EM3UV',4566.00,0.500,52858.00,9334.000,420.000,5.2,'Poor',90.30,3.63
'HUB_01WF','DIST_BWUXG',7788.00,53.300,56107.00,9538.000,838.000,7.0,'Fair',94.20,1.84
'HUB_YQ9H','DIST_VD0PC',8957.00,67.800,27200.00,8557.000,952.000,2.6,'Excellent',97.40,1.12
'HUB_NBCK','DIST_4YDWT',5891.00,62.400,66861.00,1219.000,226.000,5.5,'Poor',90.40,0.61
'HUB_SU42','DIST_CW0OE',2721.00,17.100,10184.00,421.000,489.000,5.2,'Good',94.20,3.40
'HUB_WBDF','DIST_65VVB',1860.00,12.500,16434.00,7586.000,988.000,4.1,'Poor',90.10,4.88
'HUB_9X64','DIST_XMUHK',2223.00,29.900,83323.00,1547.000,386.000,3.0,'Poor',90.70,0.66
'HUB_VKQB','DIST_IBTMQ',8696.00,20.300,9483.00,938.000,658.000,5.0,'Poor',91.80,3.01
'HUB_VGS0','DIST_87EZI',1505.00,88.600,80652.00,7365.000,591.000,3.3,'Fair',90.60,4.54
'HUB_DJLV','DIST_2CZ3E',4130.00,55.000,90756.00,4595.000,882.000,3.5,'Fair',94.90,0.27
'HUB_YEBJ','DIST_3HN49',776.00,60.800,4459.00,1829.000,742.000,6.0,'Excellent',90.50,4.80
'HUB_W16F','DIST_XZ6CM',769.00,84.700,62562.00,6038.000,813.000,2.2,'Good',92.90,2.02
'HUB_U8G8','DIST_QA0AW',978.00,69.900,36090.00,1542.000,805.000,2.8,'Fair',98.80,1.16
'HUB_CN32','DIST_XJAX2',567.00,27.600,59654.00,8765.000,505.000,5.3,'Excellent',98.30,4.79
'HUB_W0DC','DIST_YD4K3',2567.00,8.400,93006.00,6566.000,507.000,3.2,'Fair',93.50,0.76
'HUB_1FKC','DIST_BVDAI',801.00,2.000,9108.00,6494.000,876.000,5.3,'Excellent',93.20,1.82
'HUB_WIAI','DIST_PFP37',3104.00,52.800,70461.00,5560.000,640.000,4.0,'Good',100.00,0.62
'HUB_VJOF','DIST_L3JDN',2797.00,42.300,52110.00,6638.000,466.000,6.7,'Fair',90.40,3.78
'HUB_JAIE','DIST_C153I',7645.00,87.700,47505.00,1097.000,228.000,5.7,'Fair',91.20,2.96
'HUB_1DRE','DIST_YZMPJ',3383.00,6.900,12696.00,4818.000,979.000,5.8,'Poor',93.60,2.21
'HUB_UF07','DIST_4CT9D',7164.00,70.200,78238.00,9357.000,795.000,4.3,'Fair',92.20,3.31
'HUB_2R4R','DIST_3LJ3S',5469.00,32.700,40952.00,2394.000,364.000,3.5,'Poor',97.10,2.31
'HUB_07DU','DIST_WQXDW',9565.00,43.500,31573.00,4872.000,256.000,2.9,'Excellent',96.10,0.37
'HUB_ZCMU','DIST_0PLGM',7034.00,57.500,92401.00,6241.000,164.000,7.7,'Excellent',99.00,2.41
'HUB_3M9Q','DIST_YD771',1776.00,52.800,84455.00,6386.000,647.000,6.8,'Poor',94.90,2.45
'HUB_J3II','DIST_Q8BUY',2566.00,55.200,84529.00,2082.000,861.000,6.8,'Excellent',93.70,1.01
'HUB_MU3T','DIST_6W75V',4651.00,36.500,17922.00,1997.000,513.000,6.8,'Poor',90.30,1.26
'HUB_Z0BX','DIST_YEMSO',8780.00,67.400,61089.00,1971.000,990.000,4.2,'Fair',95.10,1.19
'HUB_C644','DIST_QXBKZ',9997.00,78.000,84773.00,4390.000,385.000,4.8,'Poor',98.40,1.12
'HUB_3O09','DIST_NNXTH',3718.00,83.200,70438.00,9032.000,189.000,4.0,'Fair',95.50,4.66
'HUB_XWV1','DIST_6ATB4',9439.00,35.500,22873.00,8010.000,759.000,4.8,'Fair',97.30,4.73
'HUB_19X5','DIST_YGVYJ',3856.00,52.100,5319.00,7675.000,469.000,6.0,'Good',91.30,3.91
'HUB_QXQO','DIST_90GIZ',7980.00,24.300,71898.00,7328.000,508.000,7.6,'Poor',91.80,0.13
'HUB_1WNI','DIST_GKE94',3832.00,28.400,42066.00,768.000,468.000,5.9,'Good',98.00,1.42
'HUB_O8FT','DIST_GZAH0',3073.00,42.300,84170.00,1882.000,963.000,3.8,'Poor',94.40,0.27
'HUB_4618','DIST_83J7Y',6259.00,96.100,43454.00,7750.000,639.000,4.8,'Excellent',93.10,4.36
'HUB_OGF8','DIST_M2CJ6',2054.00,57.200,23074.00,3595.000,184.000,5.3,'Poor',90.20,1.32
'HUB_X5RL','DIST_F3WNH',5021.00,32.400,45914.00,4266.000,981.000,5.2,'Poor',99.70,4.74
'HUB_YGRO','DIST_LCFOO',180.00,83.200,80653.00,4681.000,591.000,5.3,'Good',98.50,4.86
