'TRANS_P5Q14','DIST_DI100','HUB_MFN4','SUP_XUVB3',180,91,3,20,4896.000,81.00,'Delayed',29,31.20,81.500,'In Progress',15.200,'Up to Date',9.5
'TRANS_4WP8S','DIST_SX8VA','HUB_XT44','SUP_IC009',53,71,9,16,2926.000,415.00,'Suspended',33,33.90,95.900,'In Progress',13.200,'Up to Date',2.7
'TRANS_UR1ZF','DIST_3R3TZ','HUB_T2EM','SUP_G7631',154,49,9,8,2375.000,361.00,'Suspended',7,6.60,90.200,'Required',5.400,'Due',3.7
'TRANS_GMXZB','DIST_0IW4C','HUB_WMYF','SUP_CW693',56,32,9,2,844.000,80.00,'Delayed',11,34.60,80.200,'In Progress',6.900,'Due',4.9
'TRANS_12EN5','DIST_SJZ4Q','HUB_D7US','SUP_Z8GPB',11,77,3,18,661.000,296.00,'Suspended',42,40.00,96.500,'Optimized',19.000,'Up to Date',6.3
'TRANS_JM2I5','DIST_412JC','HUB_1Y36','SUP_J3SFI',101,74,3,14,3334.000,172.00,'Delayed',49,54.20,71.000,'In Progress',7.800,'Due',2.1
'TRANS_LSQCT','DIST_5PIJW','HUB_9PS9','SUP_19BB0',75,97,4,14,1375.000,184.00,'Delayed',36,39.90,85.500,'In Progress',6.500,'Due',5.8
'TRANS_LU2NH','DIST_FAXKO','HUB_BTXX','SUP_G1T4T',100,92,2,17,907.000,236.00,'Suspended',26,58.80,90.300,'Required',9.300,'Due',4.7
'TRANS_4N9P0','DIST_58D9C','HUB_PPL2','SUP_2GUFN',153,98,9,12,4911.000,293.00,'Suspended',37,5.90,81.700,'Required',10.900,'Overdue',1.0
'TRANS_ZKUHG','DIST_WSNUM','HUB_8RY2','SUP_1BODU',114,87,0,2,905.000,186.00,'Delayed',26,29.10,91.000,'Required',14.800,'Up to Date',0.2
'TRANS_FE0CW','DIST_MF3A9','HUB_HMMA','SUP_ETNFW',118,16,8,4,2562.000,288.00,'Suspended',25,48.90,72.400,'Required',11.700,'Due',0.6
'TRANS_LAAM3','DIST_C95FA','HUB_AZ0K','SUP_TD635',17,86,4,14,368.000,462.00,'On Track',21,61.10,71.300,'Required',9.800,'Overdue',4.9
'TRANS_D82BC','DIST_TGGCK','HUB_C9EN','SUP_C6EXS',68,47,8,13,2004.000,219.00,'Delayed',12,11.70,77.600,'Optimized',13.200,'Overdue',1.9
'TRANS_FWDFH','DIST_65NNR','HUB_VMZA','SUP_TB05Y',127,38,4,0,337.000,318.00,'Delayed',43,39.60,78.800,'Optimized',18.900,'Up to Date',9.2
'TRANS_K1HUQ','DIST_YL96F','HUB_APXT','SUP_J00O7',195,27,0,20,3279.000,319.00,'Delayed',14,11.40,86.200,'Optimized',8.300,'Overdue',5.8
'TRANS_71GGS','DIST_WZM4U','HUB_ACWR','SUP_MFWZV',112,53,7,6,3297.000,485.00,'Delayed',39,42.80,80.600,'In Progress',8.800,'Due',6.8
'TRANS_UJ6XA','DIST_SCJBD','HUB_OGZ9','SUP_HPZUK',176,72,0,9,214.000,126.00,'On Track',15,33.50,84.200,'Required',12.400,'Overdue',6.2
'TRANS_UVL4Q','DIST_DPG05','HUB_BR4D','SUP_QWNA9',92,21,9,2,1722.000,222.00,'Suspended',21,68.20,98.600,'Required',12.800,'Due',7.3
'TRANS_2ES2W','DIST_298U3','HUB_5604','SUP_YG6DG',196,39,7,15,3260.000,367.00,'Delayed',14,19.00,95.400,'Optimized',19.100,'Overdue',1.4
'TRANS_ACN15','DIST_X5Y5B','HUB_JAD4','SUP_KWC55',72,16,2,1,2468.000,470.00,'Delayed',26,57.40,73.100,'Required',8.100,'Due',9.0
'TRANS_8AQ7N','DIST_6OW33','HUB_6BEJ','SUP_VQN62',199,21,1,1,1370.000,431.00,'On Track',48,52.10,88.100,'Required',7.700,'Due',6.3
'TRANS_4GSGH','DIST_VU5I1','HUB_Q6U8','SUP_RBEWE',39,51,8,16,778.000,160.00,'On Track',22,24.80,97.700,'In Progress',13.500,'Overdue',0.1
'TRANS_IN2VB','DIST_0PLQT','HUB_09F1','SUP_8G5M9',111,21,2,20,2130.000,284.00,'On Track',10,58.30,73.600,'Required',20.000,'Due',2.9
'TRANS_TK3ID','DIST_I0NZU','HUB_CXGU','SUP_RWFIB',129,93,1,12,909.000,433.00,'On Track',34,45.30,75.000,'In Progress',18.100,'Up to Date',4.9
'TRANS_TPXRV','DIST_P4L0L','HUB_A30Z','SUP_NYM5M',186,72,4,3,2722.000,381.00,'On Track',8,51.40,88.600,'Required',14.200,'Overdue',2.7
'TRANS_Q3CB0','DIST_GHSAY','HUB_7I46','SUP_ESTI8',80,32,4,15,1904.000,263.00,'Delayed',22,66.90,89.000,'Required',16.100,'Up to Date',8.3
'TRANS_84VF7','DIST_9QCXW','HUB_R3T7','SUP_1JH3S',99,73,1,15,2370.000,181.00,'Suspended',36,41.60,99.200,'Required',18.900,'Due',0.6
'TRANS_07L9T','DIST_X0ZPY','HUB_6ZYP','SUP_ZP5MJ',54,49,0,10,4177.000,361.00,'On Track',50,15.40,75.500,'Optimized',17.500,'Up to Date',2.7
'TRANS_E37KJ','DIST_BOI88','HUB_NG97','SUP_5WHIN',157,32,0,14,3555.000,79.00,'Suspended',12,5.80,80.000,'Optimized',10.500,'Up to Date',1.7
'TRANS_D7XXD','DIST_HLDBN','HUB_1SNF','SUP_3HIUM',112,59,10,8,3409.000,426.00,'Suspended',13,66.50,84.500,'In Progress',6.600,'Up to Date',8.1
'TRANS_18YKT','DIST_08EGN','HUB_S0DA','SUP_Z4N3L',198,25,4,20,2685.000,129.00,'On Track',41,8.20,76.200,'Required',6.500,'Overdue',9.2
'TRANS_L6099','DIST_FXBMC','HUB_2WZ1','SUP_WX52U',109,96,7,14,1934.000,463.00,'Delayed',10,9.20,90.300,'Required',5.700,'Due',3.2
'TRANS_CEQCU','DIST_1ZQIC','HUB_0IHW','SUP_FHLBJ',127,33,8,2,2604.000,79.00,'On Track',28,71.80,76.100,'Required',6.000,'Up to Date',3.0
'TRANS_ZFE2N','DIST_FEN31','HUB_PI5V','SUP_74OEJ',25,29,2,1,3840.000,86.00,'Suspended',38,22.20,71.400,'Required',19.500,'Overdue',7.4
'TRANS_YFGQY','DIST_USM2H','HUB_HX7K','SUP_J0BIS',38,28,7,12,2075.000,374.00,'Delayed',32,12.90,82.000,'Required',18.600,'Overdue',8.1
'TRANS_L8GRJ','DIST_FGQE7','HUB_M5A0','SUP_CYQFK',12,39,9,9,2242.000,239.00,'On Track',15,35.70,89.500,'Optimized',10.600,'Due',0.0
'TRANS_82GX8','DIST_4767D','HUB_T4Z0','SUP_6QNAI',17,84,7,11,4793.000,321.00,'Suspended',20,12.30,89.000,'Required',5.100,'Overdue',9.8
'TRANS_VVYPR','DIST_TXERW','HUB_FLAQ','SUP_91K9A',130,100,9,5,774.000,403.00,'On Track',20,70.40,75.200,'Optimized',19.100,'Overdue',5.9
'TRANS_NNB70','DIST_IPWCS','HUB_ZJJK','SUP_1NSBM',99,66,10,12,4865.000,66.00,'Delayed',6,24.40,81.200,'Required',19.000,'Due',9.9
'TRANS_PGYNV','DIST_S12MX','HUB_SP68','SUP_FVXZ0',72,69,9,4,3092.000,173.00,'On Track',6,47.70,83.100,'In Progress',16.100,'Up to Date',7.4
'TRANS_EK12G','DIST_FJ5CR','HUB_VXJ6','SUP_LKVMP',145,75,7,7,4323.000,155.00,'Suspended',23,30.10,87.100,'In Progress',7.700,'Due',1.6
'TRANS_PSI8G','DIST_ZY4O2','HUB_H6WQ','SUP_C90QO',194,66,6,12,794.000,162.00,'Delayed',47,48.90,76.400,'Required',7.300,'Due',6.1
'TRANS_O09W4','DIST_40HHV','HUB_EFNW','SUP_67LSA',108,17,9,14,4519.000,262.00,'On Track',30,53.80,77.100,'Required',9.800,'Due',7.3
'TRANS_EMXEA','DIST_8NVU3','HUB_DO3J','SUP_2J8GP',39,37,10,19,977.000,89.00,'On Track',26,46.70,93.700,'In Progress',18.200,'Up to Date',8.1
'TRANS_L2TVU','DIST_B6KD2','HUB_7UPY','SUP_DDZAI',67,63,3,17,912.000,321.00,'Suspended',19,54.10,89.700,'In Progress',11.600,'Due',9.6
'TRANS_UNFM3','DIST_UDW6O','HUB_RESH','SUP_BQFUH',191,77,5,11,1085.000,40.00,'On Track',18,65.00,93.900,'Optimized',14.700,'Due',9.6
'TRANS_JMY32','DIST_F3C7C','HUB_SUY5','SUP_KXHBC',13,31,5,16,1986.000,82.00,'Suspended',35,27.90,96.300,'In Progress',5.500,'Overdue',5.3
'TRANS_Z7L9I','DIST_XWD9L','HUB_XLRX','SUP_MCFGW',86,97,10,5,4465.000,496.00,'Suspended',30,59.00,86.800,'Optimized',11.400,'Due',6.6
'TRANS_4LK6J','DIST_4KMHF','HUB_KBCM','SUP_VMKG3',147,18,2,10,1074.000,337.00,'Suspended',44,11.70,83.200,'In Progress',11.200,'Up to Date',0.2
'TRANS_0CE30','DIST_DGJUK','HUB_4XC8','SUP_G41XX',88,40,9,2,2644.000,162.00,'Suspended',24,26.60,89.600,'Required',9.800,'Due',3.0
'TRANS_03HBF','DIST_ZM7RW','HUB_LMBC','SUP_BAH1O',29,45,7,18,2415.000,360.00,'On Track',9,16.60,94.700,'Required',18.600,'Overdue',8.9
'TRANS_DCZ1S','DIST_NN0DN','HUB_DMWB','SUP_UTEAE',183,45,6,1,2779.000,412.00,'On Track',36,52.00,88.300,'In Progress',18.600,'Up to Date',2.4
'TRANS_U3SVZ','DIST_12696','HUB_T0F7','SUP_A5788',177,80,6,2,873.000,476.00,'Delayed',18,3.20,91.000,'In Progress',5.800,'Up to Date',4.9
'TRANS_4737H','DIST_WWOEQ','HUB_ZN03','SUP_00UO6',77,47,6,6,1915.000,285.00,'On Track',40,33.80,89.300,'Optimized',9.900,'Overdue',8.5
'TRANS_A5EU7','DIST_NZ4AW','HUB_N8NO','SUP_GIC6N',98,83,6,0,1502.000,348.00,'Delayed',34,19.30,97.600,'Optimized',14.900,'Overdue',7.7
'TRANS_CFYP3','DIST_RH2YN','HUB_17RP','SUP_Z0D3H',140,43,10,0,1517.000,58.00,'Suspended',45,50.40,83.900,'Required',10.500,'Due',6.6
'TRANS_MXHGE','DIST_VXJOY','HUB_WY5A','SUP_DS2D6',104,98,7,6,2642.000,254.00,'Delayed',33,43.40,80.500,'In Progress',8.600,'Due',1.7
'TRANS_OSZ4P','DIST_8XWAW','HUB_E5R7','SUP_YBULX',80,100,2,19,3877.000,402.00,'Delayed',13,39.40,71.400,'Required',15.800,'Overdue',5.1
'TRANS_JCB8J','DIST_HPJTY','HUB_MG14','SUP_MNBJA',149,45,3,7,3319.000,441.00,'On Track',23,61.60,95.100,'In Progress',19.400,'Overdue',7.4
'TRANS_XCMY5','DIST_KNSKE','HUB_XY8E','SUP_R2IT3',45,67,2,13,4392.000,117.00,'Delayed',20,6.40,95.300,'Optimized',16.600,'Overdue',2.7
'TRANS_OXWFT','DIST_ELWVM','HUB_AT02','SUP_LBWEV',144,9,0,17,3807.000,405.00,'Suspended',9,39.50,89.700,'Required',13.900,'Overdue',1.0
'TRANS_8P75M','DIST_GBPM4','HUB_6LJF','SUP_9AYQJ',32,89,8,20,2693.000,172.00,'Suspended',49,36.10,91.000,'Required',6.800,'Due',1.8
'TRANS_87G0N','DIST_85Y8T','HUB_72U3','SUP_OYMG9',117,66,0,3,3626.000,130.00,'On Track',37,62.90,71.200,'Required',8.900,'Up to Date',3.8
'TRANS_8X4NG','DIST_JFH3B','HUB_B0YO','SUP_0ZMMU',182,64,9,17,728.000,88.00,'Suspended',32,20.40,70.800,'In Progress',17.500,'Due',5.2
'TRANS_VV1BE','DIST_VROV7','HUB_BEIF','SUP_W3VOW',65,64,7,12,233.000,168.00,'Delayed',5,59.40,72.800,'In Progress',7.700,'Up to Date',7.4
'TRANS_00436','DIST_Z45B8','HUB_GPRT','SUP_U8FYD',64,8,3,5,1392.000,467.00,'On Track',31,44.60,72.300,'Optimized',10.400,'Overdue',4.9
'TRANS_F0SY8','DIST_VXVVX','HUB_EP1M','SUP_5PBMC',31,57,5,0,4894.000,458.00,'Delayed',50,15.50,79.600,'Required',10.300,'Overdue',3.0
'TRANS_BPZ63','DIST_W7E16','HUB_NGQ9','SUP_LC4ZX',129,15,10,3,1411.000,176.00,'Suspended',34,7.30,83.200,'Optimized',10.800,'Up to Date',5.1
'TRANS_J9UTE','DIST_O9ZOZ','HUB_476P','SUP_9HQJ0',126,74,6,2,1594.000,393.00,'Suspended',9,1.80,90.300,'Optimized',10.000,'Overdue',8.2
'TRANS_YHVJ8','DIST_Y64Y8','HUB_SF6U','SUP_AQL8A',164,43,3,20,4159.000,60.00,'On Track',29,37.00,96.400,'Required',17.200,'Up to Date',7.0
'TRANS_BKKE6','DIST_RB2I3','HUB_UZMZ','SUP_E04G3',71,98,7,1,3914.000,252.00,'On Track',20,12.90,94.200,'Optimized',11.400,'Overdue',1.5
'TRANS_5W2UU','DIST_208Z8','HUB_ZN8F','SUP_T7R0Z',25,71,0,13,1569.000,86.00,'On Track',15,36.20,71.900,'In Progress',6.200,'Due',5.1
'TRANS_35LBX','DIST_DTGUB','HUB_WQ11','SUP_8UAED',65,85,1,4,530.000,176.00,'Suspended',21,9.10,97.100,'Required',5.200,'Due',8.2
'TRANS_0BDSG','DIST_AK4OC','HUB_0FAU','SUP_E4DDJ',133,66,6,13,3492.000,72.00,'Suspended',8,62.90,81.700,'Required',9.700,'Overdue',3.4
'TRANS_0WMKS','DIST_98AHN','HUB_M6IH','SUP_WJRDT',172,76,2,8,4540.000,229.00,'Delayed',16,63.60,96.400,'In Progress',12.800,'Due',1.1
'TRANS_4B8VB','DIST_70M8K','HUB_UCM7','SUP_QNRVI',58,34,6,2,3096.000,179.00,'Delayed',31,11.00,82.600,'In Progress',19.100,'Up to Date',5.3
'TRANS_N3AVE','DIST_66M21','HUB_JVCB','SUP_B8KRT',92,76,3,18,3297.000,42.00,'On Track',47,38.70,79.000,'Optimized',18.200,'Overdue',4.0
'TRANS_14GWH','DIST_3BCCE','HUB_CCTU','SUP_WF1W7',105,91,5,16,322.000,312.00,'Suspended',9,22.30,73.800,'Required',17.600,'Overdue',7.8
'TRANS_4UPT0','DIST_SLUOT','HUB_8ICJ','SUP_WFG7Y',91,53,4,6,3802.000,12.00,'On Track',47,58.80,96.700,'Required',12.000,'Overdue',5.2
'TRANS_LLE8X','DIST_TJKXW','HUB_GRQC','SUP_43EZ8',19,10,2,15,4502.000,171.00,'On Track',36,12.20,81.400,'Required',7.300,'Due',5.3
'TRANS_GY4OT','DIST_R968X','HUB_B4QZ','SUP_X6GCT',13,62,5,9,3446.000,379.00,'Suspended',13,27.70,99.400,'Optimized',8.800,'Due',0.3
'TRANS_B0KLJ','DIST_NZBXP','HUB_I1OV','SUP_CKNKQ',37,55,9,12,1144.000,482.00,'On Track',11,62.10,86.700,'Required',19.100,'Overdue',4.3
'TRANS_ZCTBA','DIST_P3IOH','HUB_KDWZ','SUP_79ATU',104,64,3,5,4601.000,445.00,'Delayed',12,29.70,82.500,'Optimized',14.200,'Due',7.8
'TRANS_XKW1N','DIST_OW0UF','HUB_LC7V','SUP_N7XVU',48,36,4,4,4365.000,226.00,'Suspended',43,67.70,90.300,'Required',6.800,'Due',3.0
'TRANS_AOXEY','DIST_F7UX4','HUB_K9TJ','SUP_JQV5M',114,84,8,12,3102.000,360.00,'Suspended',10,8.30,77.700,'In Progress',9.700,'Overdue',6.0
'TRANS_2XS4D','DIST_XM10T','HUB_TDPH','SUP_ATTR8',140,79,7,6,936.000,61.00,'On Track',47,22.90,86.500,'In Progress',5.400,'Due',2.4
'TRANS_RJN7Z','DIST_1F3D0','HUB_AU74','SUP_HN959',54,45,10,20,2781.000,42.00,'Suspended',27,3.00,70.600,'In Progress',19.100,'Overdue',5.7
'TRANS_BI3P8','DIST_U1NZ9','HUB_RH2J','SUP_4D3TR',124,29,5,8,417.000,97.00,'Delayed',38,50.20,75.300,'Optimized',9.700,'Up to Date',9.4
'TRANS_5WUEX','DIST_F0N5W','HUB_BTBP','SUP_YNYMO',76,72,1,18,1567.000,25.00,'Suspended',25,31.50,97.500,'Optimized',13.800,'Up to Date',2.8
'TRANS_Y89RP','DIST_OECJ9','HUB_YTRK','SUP_49XK9',24,16,4,14,4455.000,83.00,'Suspended',48,24.90,79.500,'Optimized',15.500,'Up to Date',7.5
'TRANS_RYG88','DIST_GMHYO','HUB_GNF9','SUP_TGKZ3',108,35,3,4,843.000,121.00,'Suspended',26,69.20,75.000,'Required',11.200,'Overdue',8.2
'TRANS_DKBFI','DIST_QIIL8','HUB_8IXS','SUP_7HC5J',192,6,3,13,3292.000,224.00,'Delayed',47,66.90,97.500,'In Progress',19.300,'Overdue',5.7
'TRANS_EWS79','DIST_N2PRB','HUB_DIR0','SUP_UPE8R',110,79,1,11,2281.000,169.00,'On Track',31,54.60,83.900,'In Progress',19.000,'Up to Date',6.2
'TRANS_UDZQI','DIST_9YTKI','HUB_Q44N','SUP_GWI6Y',24,79,9,7,4590.000,169.00,'Suspended',44,10.30,93.600,'In Progress',17.200,'Due',6.5
'TRANS_ZUPFE','DIST_1M8ZO','HUB_ZJ6C','SUP_V01L2',115,9,2,8,1363.000,264.00,'Suspended',23,55.40,89.800,'In Progress',17.100,'Overdue',8.7
'TRANS_UKF85','DIST_54P27','HUB_UYNQ','SUP_M2HYH',154,42,0,6,1302.000,278.00,'Delayed',24,45.60,74.100,'In Progress',11.400,'Up to Date',4.4
'TRANS_XZMW1','DIST_KVXU1','HUB_Q8LT','SUP_QC1D3',152,97,10,11,1356.000,358.00,'On Track',11,4.00,88.600,'In Progress',16.300,'Due',8.1
'TRANS_2HRKY','DIST_T72NW','HUB_GLA5','SUP_JSIFG',120,29,9,15,3802.000,423.00,'Delayed',11,64.40,90.300,'Optimized',5.100,'Overdue',2.2
'TRANS_A38LZ','DIST_Y0F55','HUB_8BE3','SUP_VP56Q',36,100,10,11,4632.000,435.00,'Suspended',50,47.00,72.900,'Required',9.500,'Overdue',6.6
'TRANS_W626H','DIST_SPVHZ','HUB_FX5J','SUP_KHULC',180,19,6,4,4537.000,29.00,'On Track',18,60.20,97.300,'Required',6.700,'Up to Date',2.1
