'OPS_XAZ4V','DIST_U3VET','HUB_GA95','Black','Initial','Completed','CC6219','2025-01-22',235,'Medium','Limited','Strained'
'OPS_3H2UI','DIST_SJW8E','HUB_K63A','Orange','Initial','Completed','CC7046','2025-01-22',207,'Medium','Critical','Stable'
'OPS_09MZT','DIST_JIICP','HUB_FEKY','Yellow','Recovery','Planning','CC2976','2025-01-26',266,'Low','Critical','Stable'
'OPS_VCPJM','DIST_0EP81','HUB_7T3P','Black','Recovery','Completed','CC6936','2025-02-11',220,'High','Limited','Strained'
'OPS_WG4BH','DIST_IBM4M','HUB_GXGC','Black','Initial','Active','CC6444','2025-01-24',361,'Low','Sufficient','Disrupted'
'OPS_UUNU4','DIST_YB15N','HUB_CVN9','Black','Reconstruction','Completed','CC9504','2025-02-03',168,'Low','Sufficient','Stable'
'OPS_LHQC4','DIST_9MF66','HUB_3FHQ','Yellow','Recovery','Completed','CC3176','2025-02-10',180,'Medium','Sufficient','Disrupted'
'OPS_VD9CX','DIST_QK7B5','HUB_XRHF','Red','Reconstruction','Active','CC9547','2025-02-16',350,'High','Critical','Strained'
'OPS_YGQB3','DIST_T4PIW','HUB_VCLI','Yellow','Reconstruction','Active','CC9088','2025-01-23',354,'Critical','Critical','Strained'
'OPS_TS1YR','DIST_PRCD9','HUB_YF8U','Orange','Initial','Planning','CC5090','2025-01-25',233,'Critical','Sufficient','Strained'
'OPS_C5XOS','DIST_WF7Q3','HUB_S0QU','Orange','Reconstruction','Planning','CC5681','2025-02-12',228,'High','Limited','Stable'
'OPS_XMIZI','DIST_WVD9E','HUB_COY6','Black','Initial','Planning','CC9064','2025-02-16',191,'Medium','Limited','Strained'
'OPS_OL6RF','DIST_PKX8Z','HUB_8O92','Black','Emergency','Scaling Down','CC6643','2025-01-28',289,'Medium','Critical','Disrupted'
'OPS_OQ27A','DIST_VU1S9','HUB_8WG9','Yellow','Initial','Planning','CC7428','2025-02-11',311,'Medium','Sufficient','Stable'
'OPS_LENGE','DIST_FSB54','HUB_WVHY','Red','Recovery','Planning','CC4065','2025-02-16',268,'Medium','Sufficient','Stable'
'OPS_6E321','DIST_S9I7V','HUB_0OCN','Orange','Emergency','Completed','CC7541','2025-01-27',38,'Low','Critical','Disrupted'
'OPS_XQIL8','DIST_PBAVU','HUB_V596','Black','Reconstruction','Active','CC6007','2025-02-18',194,'Low','Critical','Stable'
'OPS_1LOAI','DIST_Z0YXO','HUB_8JGG','Red','Initial','Scaling Down','CC8903','2025-01-29',191,'High','Sufficient','Strained'
'OPS_97ZLG','DIST_DI100','HUB_MFN4','Black','Recovery','Planning','CC6212','2025-02-13',39,'Critical','Critical','Stable'
'OPS_SB6OL','DIST_SX8VA','HUB_XT44','Black','Recovery','Completed','CC6787','2025-02-11',37,'Medium','Sufficient','Strained'
'OPS_VMVX6','DIST_3R3TZ','HUB_T2EM','Orange','Initial','Planning','CC8419','2025-01-22',149,'Medium','Sufficient','Strained'
'OPS_Z3AKR','DIST_0IW4C','HUB_WMYF','Black','Emergency','Completed','CC2050','2025-02-09',289,'Critical','Sufficient','Disrupted'
'OPS_FQG24','DIST_SJZ4Q','HUB_D7US','Black','Reconstruction','Completed','CC4364','2025-02-05',168,'Low','Limited','Disrupted'
'OPS_ROC04','DIST_412JC','HUB_1Y36','Orange','Recovery','Scaling Down','CC9792','2025-02-13',254,'High','Sufficient','Stable'
'OPS_GVCRC','DIST_5PIJW','HUB_9PS9','Yellow','Reconstruction','Active','CC3602','2025-02-07',53,'Critical','Sufficient','Strained'
'OPS_7SVOD','DIST_FAXKO','HUB_BTXX','Yellow','Reconstruction','Planning','CC2099','2025-01-21',97,'Low','Critical','Disrupted'
'OPS_B49AB','DIST_58D9C','HUB_PPL2','Yellow','Reconstruction','Planning','CC5220','2025-02-08',135,'Low','Limited','Disrupted'
'OPS_E5955','DIST_WSNUM','HUB_8RY2','Black','Emergency','Completed','CC6969','2025-01-29',176,'Medium','Critical','Stable'
'OPS_D0HLM','DIST_MF3A9','HUB_HMMA','Black','Reconstruction','Completed','CC5963','2025-02-08',29,'Low','Sufficient','Strained'
'OPS_H8R68','DIST_C95FA','HUB_AZ0K','Black','Emergency','Active','CC1788','2025-02-10',89,'Medium','Sufficient','Disrupted'
'OPS_IR06A','DIST_TGGCK','HUB_C9EN','Yellow','Recovery','Planning','CC2114','2025-01-31',182,'Medium','Sufficient','Disrupted'
'OPS_TZZ73','DIST_65NNR','HUB_VMZA','Red','Emergency','Scaling Down','CC4736','2025-02-09',8,'Medium','Critical','Disrupted'
'OPS_9BOFC','DIST_YL96F','HUB_APXT','Red','Recovery','Scaling Down','CC8139','2025-02-04',287,'Low','Critical','Disrupted'
'OPS_PA1A8','DIST_WZM4U','HUB_ACWR','Orange','Initial','Planning','CC6089','2025-02-12',46,'Low','Sufficient','Strained'
'OPS_M8IZU','DIST_SCJBD','HUB_OGZ9','Red','Initial','Completed','CC3174','2025-01-30',197,'High','Critical','Strained'
'OPS_6XF1V','DIST_DPG05','HUB_BR4D','Red','Reconstruction','Planning','CC6402','2025-01-23',99,'High','Limited','Strained'
'OPS_D14PW','DIST_298U3','HUB_5604','Orange','Initial','Completed','CC7603','2025-02-16',193,'High','Limited','Strained'
'OPS_AI0LK','DIST_X5Y5B','HUB_JAD4','Orange','Initial','Scaling Down','CC2203','2025-02-01',140,'Medium','Sufficient','Stable'
'OPS_YRBN1','DIST_6OW33','HUB_6BEJ','Black','Recovery','Planning','CC9387','2025-01-23',203,'Medium','Sufficient','Stable'
'OPS_LZR7J','DIST_VU5I1','HUB_Q6U8','Red','Recovery','Planning','CC3554','2025-01-29',33,'Critical','Limited','Disrupted'
'OPS_ZTREC','DIST_0PLQT','HUB_09F1','Yellow','Recovery','Completed','CC9066','2025-02-01',33,'Medium','Limited','Strained'
'OPS_MT0DK','DIST_I0NZU','HUB_CXGU','Red','Initial','Completed','CC3909','2025-01-21',205,'Critical','Limited','Strained'
'OPS_KX76V','DIST_P4L0L','HUB_A30Z','Orange','Reconstruction','Planning','CC5139','2025-02-09',316,'Low','Critical','Strained'
'OPS_F61E1','DIST_GHSAY','HUB_7I46','Black','Recovery','Planning','CC6219','2025-01-22',336,'Medium','Critical','Stable'
'OPS_2PQ2X','DIST_9QCXW','HUB_R3T7','Red','Emergency','Active','CC6681','2025-02-13',329,'Low','Sufficient','Disrupted'
'OPS_Z1CLI','DIST_X0ZPY','HUB_6ZYP','Red','Emergency','Planning','CC4484','2025-01-22',92,'Low','Sufficient','Stable'
'OPS_DYMOB','DIST_BOI88','HUB_NG97','Orange','Initial','Scaling Down','CC3396','2025-02-04',334,'High','Critical','Stable'
'OPS_DOH5T','DIST_HLDBN','HUB_1SNF','Orange','Reconstruction','Completed','CC9647','2025-02-08',218,'High','Limited','Disrupted'
'OPS_MXG97','DIST_08EGN','HUB_S0DA','Orange','Emergency','Active','CC6759','2025-02-09',216,'Critical','Limited','Stable'
'OPS_6HN2Z','DIST_FXBMC','HUB_2WZ1','Red','Reconstruction','Completed','CC1351','2025-01-26',14,'High','Limited','Disrupted'
'OPS_NBP5M','DIST_1ZQIC','HUB_0IHW','Red','Recovery','Completed','CC7128','2025-02-15',288,'Critical','Sufficient','Stable'
'OPS_XAJZ3','DIST_FEN31','HUB_PI5V','Red','Recovery','Scaling Down','CC6272','2025-01-23',149,'Medium','Critical','Disrupted'
'OPS_2Q091','DIST_USM2H','HUB_HX7K','Black','Initial','Planning','CC9446','2025-02-10',255,'Low','Critical','Strained'
'OPS_LKU33','DIST_FGQE7','HUB_M5A0','Black','Initial','Completed','CC2095','2025-02-14',344,'Medium','Limited','Disrupted'
'OPS_NQVE7','DIST_4767D','HUB_T4Z0','Orange','Recovery','Completed','CC7802','2025-02-10',32,'Low','Limited','Disrupted'
'OPS_9BS8O','DIST_TXERW','HUB_FLAQ','Yellow','Recovery','Completed','CC5461','2025-02-06',173,'Critical','Critical','Stable'
'OPS_4QBZG','DIST_IPWCS','HUB_ZJJK','Black','Recovery','Planning','CC5300','2025-01-28',22,'Critical','Sufficient','Strained'
'OPS_7NO9W','DIST_S12MX','HUB_SP68','Yellow','Emergency','Completed','CC2329','2025-01-26',342,'High','Limited','Disrupted'
'OPS_CFK7P','DIST_FJ5CR','HUB_VXJ6','Black','Initial','Scaling Down','CC6517','2025-02-07',350,'High','Limited','Disrupted'
'OPS_W115R','DIST_ZY4O2','HUB_H6WQ','Orange','Reconstruction','Scaling Down','CC9006','2025-01-31',236,'Low','Limited','Stable'
'OPS_BDV2X','DIST_40HHV','HUB_EFNW','Red','Recovery','Scaling Down','CC5148','2025-01-21',130,'Medium','Critical','Disrupted'
'OPS_CLZS1','DIST_8NVU3','HUB_DO3J','Yellow','Initial','Completed','CC9010','2025-01-25',127,'High','Sufficient','Stable'
'OPS_2ZFVI','DIST_B6KD2','HUB_7UPY','Red','Emergency','Active','CC1117','2025-02-01',281,'High','Limited','Stable'
'OPS_T8CQE','DIST_UDW6O','HUB_RESH','Yellow','Emergency','Scaling Down','CC9187','2025-01-23',37,'High','Critical','Stable'
'OPS_6MQ9Y','DIST_F3C7C','HUB_SUY5','Orange','Reconstruction','Completed','CC4649','2025-02-15',186,'Medium','Critical','Stable'
'OPS_KW06C','DIST_XWD9L','HUB_XLRX','Yellow','Recovery','Scaling Down','CC9466','2025-01-28',363,'High','Limited','Strained'
'OPS_3OZ3P','DIST_4KMHF','HUB_KBCM','Black','Reconstruction','Planning','CC7746','2025-01-27',240,'Medium','Critical','Stable'
'OPS_EHSQX','DIST_DGJUK','HUB_4XC8','Black','Initial','Active','CC2021','2025-02-17',211,'Low','Critical','Stable'
'OPS_1H4Q6','DIST_ZM7RW','HUB_LMBC','Yellow','Emergency','Active','CC2934','2025-02-01',37,'Low','Limited','Stable'
'OPS_VJVFV','DIST_NN0DN','HUB_DMWB','Orange','Emergency','Active','CC5997','2025-01-24',143,'Low','Critical','Disrupted'
'OPS_XIZBD','DIST_12696','HUB_T0F7','Black','Initial','Scaling Down','CC1611','2025-02-11',364,'High','Critical','Strained'
'OPS_P4AN1','DIST_WWOEQ','HUB_ZN03','Yellow','Emergency','Scaling Down','CC1148','2025-02-16',278,'Medium','Limited','Disrupted'
'OPS_HQABB','DIST_NZ4AW','HUB_N8NO','Yellow','Emergency','Planning','CC7536','2025-02-18',265,'Medium','Critical','Disrupted'
'OPS_M4KFX','DIST_RH2YN','HUB_17RP','Red','Emergency','Active','CC1360','2025-02-19',346,'High','Critical','Strained'
'OPS_5ZFOQ','DIST_VXJOY','HUB_WY5A','Red','Initial','Active','CC7456','2025-02-02',338,'Medium','Limited','Stable'
'OPS_1BBAK','DIST_8XWAW','HUB_E5R7','Black','Recovery','Scaling Down','CC8217','2025-02-03',183,'High','Limited','Strained'
'OPS_MIB8Q','DIST_HPJTY','HUB_MG14','Yellow','Reconstruction','Scaling Down','CC2511','2025-02-07',40,'High','Critical','Disrupted'
'OPS_N42KB','DIST_KNSKE','HUB_XY8E','Red','Recovery','Scaling Down','CC2732','2025-01-20',164,'High','Critical','Strained'
'OPS_AQQZA','DIST_ELWVM','HUB_AT02','Orange','Initial','Planning','CC8116','2025-02-04',253,'Critical','Critical','Strained'
'OPS_329RG','DIST_GBPM4','HUB_6LJF','Red','Emergency','Planning','CC6483','2025-02-16',102,'Medium','Limited','Stable'
'OPS_SXC0M','DIST_85Y8T','HUB_72U3','Yellow','Recovery','Active','CC6769','2025-01-25',358,'High','Critical','Strained'
'OPS_DPUWP','DIST_JFH3B','HUB_B0YO','Orange','Emergency','Scaling Down','CC3431','2025-01-23',127,'Low','Critical','Disrupted'
'OPS_O4XU3','DIST_VROV7','HUB_BEIF','Red','Reconstruction','Completed','CC8154','2025-01-22',255,'Critical','Critical','Disrupted'
'OPS_EQ585','DIST_Z45B8','HUB_GPRT','Black','Emergency','Planning','CC2878','2025-01-26',75,'High','Limited','Disrupted'
'OPS_A8LSQ','DIST_VXVVX','HUB_EP1M','Red','Emergency','Scaling Down','CC8888','2025-01-22',94,'High','Critical','Stable'
'OPS_DU9FA','DIST_W7E16','HUB_NGQ9','Black','Recovery','Active','CC9638','2025-02-04',40,'Medium','Sufficient','Stable'
'OPS_H5PDK','DIST_O9ZOZ','HUB_476P','Red','Reconstruction','Planning','CC6382','2025-01-23',196,'Low','Limited','Stable'
'OPS_XMVP2','DIST_Y64Y8','HUB_SF6U','Red','Reconstruction','Scaling Down','CC7064','2025-02-14',295,'High','Critical','Stable'
'OPS_RJDMY','DIST_RB2I3','HUB_UZMZ','Black','Emergency','Active','CC8557','2025-02-01',337,'High','Critical','Disrupted'
'OPS_276UE','DIST_208Z8','HUB_ZN8F','Black','Initial','Active','CC3520','2025-02-18',115,'High','Sufficient','Stable'
'OPS_MXAZB','DIST_DTGUB','HUB_WQ11','Red','Emergency','Scaling Down','CC2514','2025-02-15',169,'High','Limited','Stable'
'OPS_GBDK0','DIST_AK4OC','HUB_0FAU','Red','Recovery','Active','CC7118','2025-01-21',210,'Critical','Critical','Disrupted'
'OPS_T7M3V','DIST_98AHN','HUB_M6IH','Yellow','Emergency','Active','CC4650','2025-02-01',156,'Critical','Limited','Disrupted'
'OPS_ZQ0VL','DIST_70M8K','HUB_UCM7','Red','Emergency','Planning','CC8698','2025-02-13',19,'High','Critical','Stable'
'OPS_OLUN8','DIST_66M21','HUB_JVCB','Red','Recovery','Scaling Down','CC5077','2025-02-16',150,'Critical','Critical','Strained'
'OPS_FSD6D','DIST_3BCCE','HUB_CCTU','Yellow','Emergency','Planning','CC5581','2025-01-27',160,'Critical','Sufficient','Disrupted'
'OPS_SMDMV','DIST_SLUOT','HUB_8ICJ','Yellow','Reconstruction','Scaling Down','CC1635','2025-01-29',106,'High','Sufficient','Stable'
'OPS_ZIEYX','DIST_TJKXW','HUB_GRQC','Black','Reconstruction','Completed','CC4266','2025-02-07',130,'Low','Critical','Disrupted'
'OPS_SZZ3H','DIST_R968X','HUB_B4QZ','Black','Recovery','Completed','CC7593','2025-02-07',119,'Critical','Critical','Disrupted'
'OPS_B9D2M','DIST_NZBXP','HUB_I1OV','Black','Emergency','Scaling Down','CC6761','2025-01-25',313,'High','Sufficient','Strained'
'OPS_UZKPN','DIST_P3IOH','HUB_KDWZ','Red','Recovery','Active','CC3197','2025-01-25',86,'High','Limited','Disrupted'
'OPS_OE31S','DIST_OW0UF','HUB_LC7V','Orange','Recovery','Planning','CC8115','2025-01-25',58,'Low','Sufficient','Disrupted'
'OPS_SXKHK','DIST_F7UX4','HUB_K9TJ','Orange','Reconstruction','Completed','CC9447','2025-02-12',58,'Low','Sufficient','Strained'
'OPS_EA80N','DIST_XM10T','HUB_TDPH','Yellow','Recovery','Active','CC7154','2025-01-29',29,'Critical','Critical','Stable'
'OPS_CACVN','DIST_1F3D0','HUB_AU74','Red','Emergency','Completed','CC4754','2025-02-15',290,'High','Critical','Disrupted'
'OPS_CQI4G','DIST_U1NZ9','HUB_RH2J','Red','Initial','Active','CC7833','2025-01-28',79,'Low','Critical','Disrupted'
'OPS_XLVYS','DIST_F0N5W','HUB_BTBP','Black','Initial','Active','CC9124','2025-01-24',352,'Medium','Critical','Stable'
'OPS_TM58J','DIST_OECJ9','HUB_YTRK','Yellow','Recovery','Completed','CC4044','2025-02-06',362,'Medium','Critical','Stable'
'OPS_972YX','DIST_GMHYO','HUB_GNF9','Red','Recovery','Completed','CC7332','2025-01-22',76,'High','Limited','Stable'
'OPS_BGDT9','DIST_QIIL8','HUB_8IXS','Orange','Reconstruction','Active','CC8215','2025-01-29',184,'Medium','Critical','Strained'
'OPS_VNLT4','DIST_N2PRB','HUB_DIR0','Black','Initial','Completed','CC1421','2025-02-10',75,'High','Limited','Strained'
'OPS_JF9GI','DIST_9YTKI','HUB_Q44N','Orange','Reconstruction','Completed','CC5411','2025-02-11',115,'High','Critical','Stable'
'OPS_PYR6U','DIST_1M8ZO','HUB_ZJ6C','Red','Initial','Active','CC6640','2025-02-11',15,'Critical','Sufficient','Disrupted'
'OPS_GEIFO','DIST_54P27','HUB_UYNQ','Yellow','Recovery','Completed','CC6585','2025-02-14',98,'High','Sufficient','Strained'
'OPS_MXB2G','DIST_KVXU1','HUB_Q8LT','Orange','Reconstruction','Completed','CC2724','2025-02-14',55,'Low','Critical','Strained'
'OPS_MUMFS','DIST_T72NW','HUB_GLA5','Red','Recovery','Completed','CC4923','2025-02-10',177,'Low','Sufficient','Strained'
'OPS_0K0JF','DIST_Y0F55','HUB_8BE3','Orange','Reconstruction','Active','CC3160','2025-01-22',14,'Critical','Sufficient','Stable'
'OPS_2JQ06','DIST_SPVHZ','HUB_FX5J','Black','Reconstruction','Planning','CC1545','2025-02-08',133,'Medium','Sufficient','Strained'
'OPS_B7NVC','DIST_GPBTE','HUB_1OYB','Red','Initial','Completed','CC2706','2025-02-14',308,'Medium','Limited','Stable'
'OPS_IWU87','DIST_2CQ8R','HUB_2DVX','Red','Reconstruction','Completed','CC4376','2025-01-25',341,'Critical','Sufficient','Strained'
'OPS_YWT6L','DIST_YZIDL','HUB_WMJV','Yellow','Emergency','Planning','CC9940','2025-02-07',77,'High','Limited','Stable'
'OPS_JOXXB','DIST_RY6QJ','HUB_9Y2H','Red','Reconstruction','Scaling Down','CC5596','2025-01-24',292,'High','Limited','Stable'
'OPS_786JX','DIST_FK37U','HUB_9PKP','Yellow','Reconstruction','Planning','CC2202','2025-01-27',136,'Critical','Limited','Strained'
'OPS_GA6DD','DIST_Z1O7C','HUB_WFK6','Orange','Reconstruction','Planning','CC2377','2025-02-03',253,'Critical','Sufficient','Stable'
'OPS_LKDVZ','DIST_CX0JQ','HUB_FB9C','Yellow','Recovery','Completed','CC7022','2025-01-24',41,'Low','Sufficient','Disrupted'
'OPS_EA5UK','DIST_XMIM6','HUB_RGQX','Orange','Initial','Planning','CC7045','2025-02-18',251,'Medium','Critical','Stable'
'OPS_A4MQC','DIST_H0J6B','HUB_ADMP','Orange','Reconstruction','Completed','CC6074','2025-01-23',222,'High','Limited','Strained'
'OPS_4TRF8','DIST_1VM8X','HUB_28BM','Black','Recovery','Active','CC5787','2025-01-24',125,'Critical','Critical','Disrupted'
'OPS_2H3BR','DIST_07EN1','HUB_5RGT','Black','Recovery','Active','CC5504','2025-02-18',269,'Critical','Limited','Stable'
'OPS_LDPON','DIST_VS4LS','HUB_J680','Yellow','Recovery','Scaling Down','CC3701','2025-02-12',126,'High','Limited','Stable'
'OPS_PROK6','DIST_RZW7U','HUB_S1SE','Yellow','Reconstruction','Planning','CC7620','2025-02-03',208,'Critical','Limited','Disrupted'
'OPS_X7346','DIST_2LPYL','HUB_L5Q8','Red','Reconstruction','Active','CC9373','2025-02-18',107,'Medium','Critical','Disrupted'
'OPS_NK8ZV','DIST_5R59R','HUB_SWU8','Red','Recovery','Scaling Down','CC2106','2025-01-31',72,'High','Sufficient','Disrupted'
'OPS_8P9WE','DIST_0HTHP','HUB_U1BF','Yellow','Emergency','Active','CC7938','2025-01-23',260,'High','Critical','Disrupted'
'OPS_NQ0KK','DIST_HS367','HUB_ZECM','Black','Initial','Scaling Down','CC4855','2025-01-30',84,'High','Critical','Stable'
'OPS_TOF5H','DIST_FS88C','HUB_V85Q','Yellow','Recovery','Active','CC1042','2025-01-25',83,'Critical','Sufficient','Stable'
'OPS_DRGU0','DIST_I3X6A','HUB_NNRF','Red','Initial','Planning','CC3772','2025-02-12',280,'Low','Sufficient','Strained'
'OPS_6C527','DIST_8O6W9','HUB_VDF4','Orange','Initial','Scaling Down','CC7687','2025-01-25',282,'Medium','Sufficient','Stable'
'OPS_HLKZ8','DIST_M1STJ','HUB_HFR0','Orange','Recovery','Completed','CC1532','2025-01-25',184,'Medium','Sufficient','Strained'
'OPS_NN44D','DIST_DNJ38','HUB_PEPH','Red','Recovery','Active','CC1550','2025-01-26',224,'High','Limited','Stable'
'OPS_UGBWX','DIST_Y3SKJ','HUB_QCAT','Orange','Emergency','Scaling Down','CC3570','2025-02-18',365,'Low','Limited','Disrupted'
'OPS_FIHFQ','DIST_5E9LA','HUB_KV5J','Orange','Emergency','Scaling Down','CC1746','2025-02-09',58,'High','Critical','Strained'
'OPS_3NT21','DIST_EQY4O','HUB_4IOT','Red','Emergency','Planning','CC4236','2025-02-06',244,'Medium','Critical','Strained'
'OPS_98QA3','DIST_823EV','HUB_H1CK','Black','Emergency','Scaling Down','CC8429','2025-01-25',269,'Medium','Sufficient','Strained'
'OPS_49C2B','DIST_GM3MR','HUB_5LKE','Orange','Initial','Active','CC7578','2025-01-26',363,'Medium','Critical','Stable'
'OPS_4ZSE6','DIST_P9J7X','HUB_PGDP','Yellow','Initial','Active','CC6663','2025-01-26',76,'Critical','Limited','Stable'
'OPS_ZAYXN','DIST_MX05U','HUB_O5UJ','Red','Initial','Scaling Down','CC7121','2025-02-01',221,'Medium','Limited','Strained'
'OPS_8O0Z5','DIST_K3H3W','HUB_LVMN','Orange','Reconstruction','Planning','CC6100','2025-02-06',215,'Critical','Critical','Disrupted'
'OPS_9YLAG','DIST_QVCU8','HUB_FCLJ','Black','Reconstruction','Active','CC1691','2025-02-18',44,'High','Sufficient','Strained'
'OPS_V9JLU','DIST_SX6U5','HUB_ETNW','Orange','Emergency','Scaling Down','CC9766','2025-01-31',221,'Medium','Sufficient','Strained'
'OPS_5QHQ3','DIST_VO7NT','HUB_GVSW','Orange','Initial','Completed','CC8761','2025-02-01',321,'High','Critical','Disrupted'
'OPS_OTT5T','DIST_JEU3K','HUB_UFRL','Red','Emergency','Scaling Down','CC4064','2025-01-26',59,'High','Critical','Strained'
'OPS_RJ4PE','DIST_BADU2','HUB_FB1F','Orange','Initial','Active','CC2924','2025-02-09',9,'High','Sufficient','Disrupted'
'OPS_RNKBG','DIST_KOYZ7','HUB_OB5B','Black','Initial','Planning','CC5524','2025-02-19',24,'High','Limited','Disrupted'
'OPS_1HL4K','DIST_L7BTD','HUB_04CO','Red','Recovery','Scaling Down','CC8590','2025-01-24',151,'Critical','Critical','Disrupted'
'OPS_57BU7','DIST_HLGIL','HUB_B17G','Red','Recovery','Planning','CC4911','2025-01-26',253,'Critical','Sufficient','Strained'
'OPS_MJRUA','DIST_012PI','HUB_JYLV','Red','Initial','Completed','CC6803','2025-02-10',239,'Medium','Sufficient','Strained'
'OPS_0GNQK','DIST_6IKTR','HUB_7GN9','Yellow','Emergency','Completed','CC9155','2025-01-26',19,'High','Sufficient','Stable'
'OPS_AMPE7','DIST_073OS','HUB_3VMQ','Black','Recovery','Scaling Down','CC5395','2025-02-11',219,'Low','Critical','Strained'
'OPS_XLKXG','DIST_NXF2R','HUB_50H8','Yellow','Recovery','Planning','CC4162','2025-01-28',219,'High','Sufficient','Stable'
'OPS_679RA','DIST_2RFUS','HUB_LWBC','Orange','Recovery','Active','CC5309','2025-01-30',104,'Medium','Limited','Strained'
'OPS_Q6IU2','DIST_EM3UV','HUB_A2HY','Yellow','Recovery','Active','CC4576','2025-01-30',252,'High','Limited','Strained'
