'BENE_62Y5','DIST_X5Y5B','OPS_AI0LK','Partial','Pending','Updated',0.72,3.50,'High','Limited'
'BENE_E3ID','DIST_6OW33','OPS_YRBN1','Complete','Pending','Due',0.58,1.80,'Medium','Active'
'BENE_DPJ1','DIST_VU5I1','OPS_LZR7J','Complete','In Progress','Overdue',0.76,2.80,'Low','Limited'
'BENE_WWLN','DIST_0PLQT','OPS_ZTREC','Complete','Pending','Overdue',0.82,2.10,'High','Limited'
'BENE_VVJI','DIST_I0NZU','OPS_MT0DK','Complete','Complete','Updated',0.67,2.90,'High','Limited'
'BENE_K9Y8','DIST_P4L0L','OPS_KX76V','Complete','Pending','Updated',0.90,4.40,'Medium','Active'
'BENE_49W1','DIST_GHSAY','OPS_F61E1','Partial','In Progress','Overdue',0.61,1.10,'High','Limited'
'BENE_66L7','DIST_9QCXW','OPS_2PQ2X','Pending','Pending','Overdue',0.81,1.20,'High','Limited'
'BENE_W6M3','DIST_X0ZPY','OPS_Z1CLI','Complete','Complete','Overdue',0.72,4.90,'High','Limited'
'BENE_PXLB','DIST_BOI88','OPS_DYMOB','Partial','In Progress','Updated',0.57,2.40,'Medium','Limited'
'BENE_CB29','DIST_HLDBN','OPS_DOH5T','Complete','Complete','Overdue',0.69,4.00,'Medium','Active'
'BENE_OS5C','DIST_08EGN','OPS_MXG97','Pending','Pending','Overdue',0.75,2.80,'Medium','Limited'
'BENE_EOQ0','DIST_FXBMC','OPS_6HN2Z','Complete','Pending','Due',0.97,4.30,'Medium','Limited'
'BENE_CHMZ','DIST_1ZQIC','OPS_NBP5M','Partial','Pending','Updated',0.60,3.30,'High','Active'
'BENE_336K','DIST_FEN31','OPS_XAJZ3','Partial','Pending','Overdue',0.54,4.70,'High','Limited'
'BENE_A5BK','DIST_USM2H','OPS_2Q091','Pending','Pending','Updated',0.84,4.00,'High','Limited'
'BENE_QVJ6','DIST_FGQE7','OPS_LKU33','Partial','Complete','Updated',0.51,2.10,'Medium','Limited'
'BENE_HSCG','DIST_4767D','OPS_NQVE7','Complete','Pending','Overdue',0.88,2.30,'Low','Limited'
'BENE_SB4X','DIST_TXERW','OPS_9BS8O','Complete','In Progress','Updated',0.82,1.80,'High','Limited'
'BENE_F90C','DIST_IPWCS','OPS_4QBZG','Partial','Pending','Due',0.71,2.40,'Medium','Limited'
'BENE_5FI3','DIST_S12MX','OPS_7NO9W','Pending','Complete','Overdue',0.96,1.80,'Low','Limited'
'BENE_S9E6','DIST_FJ5CR','OPS_CFK7P','Pending','Complete','Overdue',0.75,1.40,'High','Active'
'BENE_MU10','DIST_ZY4O2','OPS_W115R','Pending','In Progress','Due',0.63,2.40,'High','Limited'
'BENE_AE69','DIST_40HHV','OPS_BDV2X','Complete','Complete','Overdue',0.55,4.70,'Medium','Limited'
'BENE_UXKN','DIST_8NVU3','OPS_CLZS1','Partial','In Progress','Updated',0.73,1.00,'Medium','Limited'
'BENE_YM49','DIST_B6KD2','OPS_2ZFVI','Complete','Complete','Updated',0.89,3.40,'High','Limited'
'BENE_QVA6','DIST_UDW6O','OPS_T8CQE','Partial','Complete','Due',0.87,2.40,'Medium','Limited'
'BENE_CPGD','DIST_F3C7C','OPS_6MQ9Y','Partial','Pending','Overdue',0.88,2.80,'High','Active'
'BENE_JS1H','DIST_XWD9L','OPS_KW06C','Pending','Pending','Due',0.71,3.10,'Medium','Limited'
'BENE_2JF4','DIST_4KMHF','OPS_3OZ3P','Complete','Complete','Overdue',0.59,4.90,'Medium','Limited'
'BENE_9IBR','DIST_DGJUK','OPS_EHSQX','Complete','In Progress','Due',0.82,3.90,'Medium','Limited'
'BENE_ATIE','DIST_ZM7RW','OPS_1H4Q6','Complete','Complete','Due',0.52,3.10,'Medium','Active'
'BENE_OXOS','DIST_NN0DN','OPS_VJVFV','Pending','Complete','Due',0.78,3.30,'Medium','Limited'
'BENE_T4H2','DIST_12696','OPS_XIZBD','Partial','Pending','Due',0.59,4.40,'Medium','Limited'
'BENE_BZNM','DIST_WWOEQ','OPS_P4AN1','Complete','Pending','Overdue',0.94,3.20,'Medium','Limited'
'BENE_UZA0','DIST_NZ4AW','OPS_HQABB','Partial','In Progress','Overdue',0.64,1.30,'High','Limited'
'BENE_4BFN','DIST_RH2YN','OPS_M4KFX','Partial','Complete','Due',0.95,4.50,'High','Limited'
'BENE_4WIX','DIST_VXJOY','OPS_5ZFOQ','Partial','In Progress','Due',0.88,3.80,'High','Active'
'BENE_D2TP','DIST_8XWAW','OPS_1BBAK','Partial','Pending','Due',0.92,2.60,'Low','Limited'
'BENE_C9YA','DIST_HPJTY','OPS_MIB8Q','Partial','Complete','Due',0.77,1.90,'Medium','Limited'
'BENE_841P','DIST_KNSKE','OPS_N42KB','Pending','Pending','Updated',0.51,3.00,'Medium','Active'
'BENE_5SHV','DIST_ELWVM','OPS_AQQZA','Pending','In Progress','Due',0.60,2.80,'High','Limited'
'BENE_2URR','DIST_GBPM4','OPS_329RG','Complete','Complete','Due',0.71,1.80,'High','Limited'
'BENE_8QCG','DIST_85Y8T','OPS_SXC0M','Complete','Pending','Updated',0.91,1.00,'Low','Limited'
'BENE_46AF','DIST_JFH3B','OPS_DPUWP','Complete','Pending','Overdue',0.50,3.30,'High','Limited'
'BENE_XEBP','DIST_VROV7','OPS_O4XU3','Complete','Pending','Updated',0.70,4.70,'Medium','Limited'
'BENE_3GY4','DIST_Z45B8','OPS_EQ585','Partial','Pending','Overdue',0.51,3.40,'Low','Active'
'BENE_MYHZ','DIST_VXVVX','OPS_A8LSQ','Partial','Complete','Updated',0.88,4.50,'Medium','Limited'
'BENE_C3NH','DIST_W7E16','OPS_DU9FA','Partial','In Progress','Due',0.61,3.30,'Low','Active'
'BENE_DOGC','DIST_O9ZOZ','OPS_H5PDK','Partial','Pending','Due',0.91,4.00,'High','Active'
'BENE_D8WK','DIST_Y64Y8','OPS_XMVP2','Partial','Complete','Due',0.91,4.20,'Medium','Limited'
'BENE_SODN','DIST_RB2I3','OPS_RJDMY','Partial','Pending','Due',0.85,2.70,'High','Limited'
'BENE_WO5P','DIST_208Z8','OPS_276UE','Partial','Complete','Overdue',0.71,3.50,'Medium','Limited'
'BENE_0ZGM','DIST_DTGUB','OPS_MXAZB','Complete','Pending','Updated',0.61,3.70,'Low','Active'
'BENE_251N','DIST_AK4OC','OPS_GBDK0','Partial','Complete','Overdue',0.89,4.70,'High','Active'
'BENE_MGL7','DIST_98AHN','OPS_T7M3V','Partial','In Progress','Overdue',0.87,3.70,'Low','Limited'
'BENE_3NQ5','DIST_70M8K','OPS_ZQ0VL','Complete','Pending','Updated',0.92,2.70,'Low','Limited'
'BENE_CUIX','DIST_66M21','OPS_OLUN8','Partial','Pending','Updated',0.87,2.50,'High','Active'
'BENE_N2OI','DIST_3BCCE','OPS_FSD6D','Complete','In Progress','Overdue',0.52,4.40,'Low','Limited'
'BENE_S9FV','DIST_SLUOT','OPS_SMDMV','Partial','Pending','Due',0.81,3.60,'Low','Active'
'BENE_TLUA','DIST_TJKXW','OPS_ZIEYX','Complete','In Progress','Updated',0.93,3.30,'High','Limited'
'BENE_MUMD','DIST_R968X','OPS_SZZ3H','Pending','Pending','Updated',0.92,3.40,'Low','Limited'
'BENE_E99L','DIST_NZBXP','OPS_B9D2M','Pending','Complete','Updated',0.57,1.10,'Low','Limited'
'BENE_WO35','DIST_P3IOH','OPS_UZKPN','Complete','In Progress','Due',0.99,4.60,'Low','Limited'
'BENE_KT0C','DIST_OW0UF','OPS_OE31S','Pending','In Progress','Due',0.93,2.50,'Low','Active'
'BENE_O37Q','DIST_F7UX4','OPS_SXKHK','Pending','Complete','Updated',0.95,1.90,'Medium','Limited'
'BENE_8OZO','DIST_XM10T','OPS_EA80N','Pending','Pending','Due',0.77,1.70,'Medium','Active'
'BENE_4L5Y','DIST_1F3D0','OPS_CACVN','Pending','Pending','Updated',0.52,3.40,'Medium','Limited'
'BENE_9CN7','DIST_U1NZ9','OPS_CQI4G','Pending','Complete','Updated',0.53,1.00,'Medium','Active'
'BENE_LYM8','DIST_F0N5W','OPS_XLVYS','Complete','In Progress','Updated',0.84,1.90,'High','Limited'
'BENE_G3Q6','DIST_OECJ9','OPS_TM58J','Partial','Pending','Updated',0.59,2.40,'High','Limited'
'BENE_1FPR','DIST_GMHYO','OPS_972YX','Complete','Complete','Due',0.71,4.60,'Medium','Limited'
'BENE_6L9Y','DIST_QIIL8','OPS_BGDT9','Partial','Pending','Updated',0.83,3.80,'High','Limited'
'BENE_TBPA','DIST_N2PRB','OPS_VNLT4','Complete','In Progress','Updated',0.70,1.80,'Medium','Active'
'BENE_NBOX','DIST_9YTKI','OPS_JF9GI','Partial','Pending','Overdue',0.91,4.40,'High','Limited'
'BENE_XIE4','DIST_1M8ZO','OPS_PYR6U','Complete','In Progress','Overdue',0.87,3.60,'Medium','Active'
'BENE_O13F','DIST_54P27','OPS_GEIFO','Pending','Complete','Overdue',0.70,2.30,'Low','Limited'
'BENE_1P66','DIST_KVXU1','OPS_MXB2G','Partial','In Progress','Overdue',0.69,4.00,'Medium','Limited'
'BENE_SRAQ','DIST_T72NW','OPS_MUMFS','Partial','Pending','Updated',0.59,1.80,'Medium','Limited'
'BENE_HARA','DIST_Y0F55','OPS_0K0JF','Pending','Complete','Due',0.66,3.90,'High','Active'
'BENE_2K0A','DIST_SPVHZ','OPS_2JQ06','Pending','In Progress','Due',0.84,1.50,'Medium','Limited'
'BENE_EF6U','DIST_GPBTE','OPS_B7NVC','Complete','Complete','Updated',0.83,4.80,'High','Active'
'BENE_FP58','DIST_2CQ8R','OPS_IWU87','Complete','In Progress','Overdue',0.67,3.30,'Low','Limited'
'BENE_DK6P','DIST_YZIDL','OPS_YWT6L','Complete','In Progress','Overdue',0.60,3.00,'Low','Active'
'BENE_EIJ7','DIST_RY6QJ','OPS_JOXXB','Complete','Complete','Due',0.50,1.90,'Low','Limited'
'BENE_JR6G','DIST_FK37U','OPS_786JX','Pending','Pending','Due',0.61,3.00,'High','Active'
'BENE_F0GL','DIST_Z1O7C','OPS_GA6DD','Complete','Pending','Due',0.99,1.10,'High','Limited'
'BENE_3OZ2','DIST_CX0JQ','OPS_LKDVZ','Partial','Pending','Overdue',0.62,2.90,'High','Limited'
'BENE_L8DT','DIST_XMIM6','OPS_EA5UK','Complete','In Progress','Due',0.96,3.50,'Low','Limited'
'BENE_A1X1','DIST_H0J6B','OPS_A4MQC','Partial','Complete','Overdue',0.71,1.70,'Low','Limited'
'BENE_ECF7','DIST_1VM8X','OPS_4TRF8','Pending','Complete','Due',0.89,2.30,'High','Active'
'BENE_PGNC','DIST_07EN1','OPS_2H3BR','Pending','Pending','Due',0.54,3.90,'Medium','Limited'
'BENE_SYY0','DIST_VS4LS','OPS_LDPON','Complete','Complete','Overdue',0.97,1.10,'Low','Limited'
'BENE_XIZE','DIST_RZW7U','OPS_PROK6','Partial','In Progress','Overdue',0.75,1.80,'Medium','Active'
'BENE_KFI3','DIST_2LPYL','OPS_X7346','Pending','Complete','Updated',0.57,4.30,'Medium','Active'
'BENE_SPYG','DIST_5R59R','OPS_NK8ZV','Complete','In Progress','Overdue',0.54,3.70,'High','Limited'
'BENE_ZFSW','DIST_0HTHP','OPS_8P9WE','Pending','Complete','Due',0.58,1.70,'High','Active'
'BENE_07MX','DIST_HS367','OPS_NQ0KK','Complete','Complete','Overdue',0.94,2.80,'Medium','Limited'
'BENE_6L03','DIST_FS88C','OPS_TOF5H','Pending','In Progress','Overdue',0.84,4.30,'Low','Limited'
'BENE_5EY0','DIST_I3X6A','OPS_DRGU0','Complete','Pending','Updated',0.90,2.20,'Low','Limited'
'BENE_Y36U','DIST_8O6W9','OPS_6C527','Complete','Complete','Updated',0.87,1.00,'High','Limited'
'BENE_5SZO','DIST_M1STJ','OPS_HLKZ8','Complete','Pending','Due',0.99,4.40,'High','Active'
'BENE_UYKO','DIST_DNJ38','OPS_NN44D','Pending','In Progress','Updated',0.93,1.60,'Low','Limited'
'BENE_Z3N1','DIST_Y3SKJ','OPS_UGBWX','Pending','In Progress','Overdue',0.92,2.80,'Low','Limited'
'BENE_P0DW','DIST_5E9LA','OPS_FIHFQ','Pending','Pending','Updated',0.98,2.60,'Medium','Active'
'BENE_RSY9','DIST_EQY4O','OPS_3NT21','Complete','Complete','Overdue',0.55,1.50,'Low','Limited'
'BENE_ZYH9','DIST_823EV','OPS_98QA3','Partial','Complete','Updated',0.79,3.50,'Low','Active'
'BENE_EEMK','DIST_GM3MR','OPS_49C2B','Partial','Pending','Due',0.80,3.60,'High','Active'
'BENE_YRYY','DIST_P9J7X','OPS_4ZSE6','Partial','Pending','Overdue',0.76,4.60,'Medium','Limited'
'BENE_S8Z3','DIST_MX05U','OPS_ZAYXN','Complete','In Progress','Updated',0.97,2.80,'High','Limited'
'BENE_HHNS','DIST_K3H3W','OPS_8O0Z5','Partial','Complete','Updated',0.54,3.60,'Medium','Active'
'BENE_GQI7','DIST_QVCU8','OPS_9YLAG','Partial','Pending','Due',0.56,3.70,'Low','Limited'
'BENE_YGA0','DIST_SX6U5','OPS_V9JLU','Complete','Complete','Updated',0.84,2.90,'Low','Limited'
'BENE_YP9S','DIST_VO7NT','OPS_5QHQ3','Partial','Complete','Updated',0.78,2.20,'High','Limited'
'BENE_UJXR','DIST_JEU3K','OPS_OTT5T','Complete','Pending','Due',0.96,4.00,'High','Limited'
'BENE_539Y','DIST_BADU2','OPS_RJ4PE','Complete','In Progress','Updated',0.92,2.20,'Medium','Active'
'BENE_4XDR','DIST_KOYZ7','OPS_RNKBG','Pending','Pending','Updated',0.57,2.80,'High','Limited'
'BENE_UPD8','DIST_L7BTD','OPS_1HL4K','Pending','Complete','Due',0.66,1.10,'High','Limited'
'BENE_OD71','DIST_HLGIL','OPS_57BU7','Pending','In Progress','Due',0.72,1.40,'High','Active'
'BENE_TCMU','DIST_012PI','OPS_MJRUA','Partial','Complete','Overdue',0.82,4.60,'Medium','Active'
'BENE_8MOX','DIST_6IKTR','OPS_0GNQK','Pending','In Progress','Updated',0.57,3.80,'Low','Limited'
'BENE_T0U3','DIST_073OS','OPS_AMPE7','Pending','Pending','Due',0.68,4.60,'Low','Limited'
'BENE_GHPZ','DIST_NXF2R','OPS_XLKXG','Pending','Complete','Overdue',1.00,4.00,'Low','Limited'
'BENE_8RLD','DIST_2RFUS','OPS_679RA','Complete','In Progress','Overdue',0.75,4.50,'Medium','Limited'
'BENE_WHQ7','DIST_EM3UV','OPS_Q6IU2','Pending','In Progress','Updated',0.58,4.80,'Low','Limited'
'BENE_L9JL','DIST_BWUXG','OPS_BYCRW','Partial','In Progress','Overdue',0.81,3.00,'High','Limited'
'BENE_67QZ','DIST_VD0PC','OPS_T9E6N','Complete','In Progress','Overdue',0.52,2.30,'Medium','Limited'
'BENE_80WN','DIST_4YDWT','OPS_UE0V2','Pending','In Progress','Updated',0.60,2.70,'Low','Limited'
'BENE_GWBZ','DIST_CW0OE','OPS_5R8VV','Partial','Pending','Updated',0.73,3.40,'Medium','Limited'
'BENE_WBAT','DIST_65VVB','OPS_FCHH1','Pending','Pending','Updated',0.61,2.70,'Medium','Limited'
'BENE_FJ21','DIST_XMUHK','OPS_7W4KK','Pending','Pending','Due',0.90,3.20,'Low','Limited'
'BENE_V4FS','DIST_IBTMQ','OPS_1X183','Partial','Complete','Overdue',0.98,2.90,'High','Active'
'BENE_6RB7','DIST_87EZI','OPS_SX4I5','Pending','Complete','Updated',0.92,3.30,'High','Active'
'BENE_734L','DIST_2CZ3E','OPS_ORQHM','Pending','In Progress','Updated',0.55,1.90,'Medium','Limited'
'BENE_VVQW','DIST_3HN49','OPS_WYKCT','Partial','Pending','Due',0.61,1.90,'Low','Active'
'BENE_V6II','DIST_XZ6CM','OPS_V4XG1','Complete','Complete','Overdue',0.93,3.30,'Low','Active'
'BENE_BCN8','DIST_QA0AW','OPS_20ERT','Pending','In Progress','Overdue',0.90,4.00,'Low','Limited'
'BENE_B8FO','DIST_XJAX2','OPS_EJRTJ','Complete','Complete','Due',0.82,3.90,'Medium','Limited'
'BENE_6HQZ','DIST_YD4K3','OPS_ZKQ00','Complete','Complete','Updated',0.50,3.30,'Low','Limited'
'BENE_B1MO','DIST_BVDAI','OPS_6WWD3','Pending','Pending','Overdue',0.91,4.40,'High','Limited'
'BENE_1CD9','DIST_PFP37','OPS_1352S','Pending','Complete','Overdue',0.59,1.60,'Medium','Active'
'BENE_XIIM','DIST_L3JDN','OPS_1NTL1','Pending','In Progress','Updated',0.54,2.10,'High','Limited'
'BENE_93RX','DIST_C153I','OPS_KRE0S','Complete','Complete','Overdue',0.80,2.20,'Low','Limited'
'BENE_740Q','DIST_YZMPJ','OPS_QR0CN','Partial','In Progress','Updated',0.66,2.50,'Medium','Limited'
'BENE_ISLV','DIST_4CT9D','OPS_E4RFE','Pending','Pending','Due',0.97,4.40,'Low','Limited'
'BENE_J56C','DIST_3LJ3S','OPS_M0Z1H','Pending','Complete','Updated',0.50,4.20,'Medium','Active'
'BENE_SQMB','DIST_WQXDW','OPS_H5EPY','Pending','Pending','Overdue',0.61,2.50,'High','Limited'
'BENE_N7RD','DIST_0PLGM','OPS_L33H5','Partial','In Progress','Updated',0.63,2.30,'High','Limited'
'BENE_WK4B','DIST_YD771','OPS_UNMOO','Pending','Complete','Overdue',0.97,4.80,'Low','Limited'
'BENE_Z4MS','DIST_Q8BUY','OPS_CTGKC','Complete','Complete','Updated',0.98,2.10,'High','Limited'
'BENE_ZJN9','DIST_6W75V','OPS_BJ7YR','Complete','Complete','Due',0.63,2.30,'High','Limited'
'BENE_FT03','DIST_YEMSO','OPS_T72V1','Pending','In Progress','Due',0.86,2.70,'High','Limited'
'BENE_SMYJ','DIST_QXBKZ','OPS_CM0DI','Complete','In Progress','Due',0.76,4.90,'Low','Limited'
'BENE_E24N','DIST_NNXTH','OPS_8XNCY','Partial','Complete','Updated',0.53,4.10,'Low','Active'
'BENE_HSX5','DIST_6ATB4','OPS_JIR20','Complete','Pending','Due',0.64,4.30,'Low','Limited'
'BENE_XCUY','DIST_YGVYJ','OPS_IW6JC','Complete','In Progress','Due',0.59,4.00,'High','Active'
'BENE_M4PE','DIST_90GIZ','OPS_8OD48','Complete','Pending','Overdue',0.80,1.40,'Medium','Limited'
'BENE_S3K0','DIST_GKE94','OPS_L5QSH','Pending','Pending','Due',0.60,2.40,'Low','Limited'
'BENE_BB9Z','DIST_GZAH0','OPS_RVBDF','Pending','Complete','Overdue',0.61,1.40,'Medium','Limited'
'BENE_J510','DIST_83J7Y','OPS_5TKRD','Pending','Complete','Due',0.57,2.60,'High','Limited'
'BENE_0N9N','DIST_M2CJ6','OPS_CPK2N','Pending','In Progress','Overdue',0.73,3.60,'Low','Limited'
'BENE_03ZG','DIST_F3WNH','OPS_CPYA1','Partial','In Progress','Due',0.52,5.00,'High','Limited'
'BENE_7UOY','DIST_LCFOO','OPS_CKY8M','Pending','Complete','Due',0.98,2.50,'Medium','Limited'
'BENE_B266','DIST_7V1GP','OPS_J2SLX','Pending','Pending','Due',0.84,4.00,'Medium','Limited'
'BENE_B8KU','DIST_41NC7','OPS_BP78Y','Partial','Pending','Due',0.61,3.10,'High','Limited'
'BENE_OGBU','DIST_FHTQ6','OPS_29S0M','Partial','Pending','Overdue',0.68,4.90,'High','Limited'
'BENE_1B1H','DIST_GXTK1','OPS_UO57J','Pending','Pending','Due',0.51,2.60,'Low','Limited'
