'COORD_NXRK','DIST_WAMHB','OPS_ESA6M',54,'High Risk','Partial','Medium','37','Limited',78.7,2,'Weekly','Overdue','In Progress','Due','Insufficient','Partial','Compliant','Overdue','Moderate',2.50,'Positive',4.1,'Partial','1','11','22','2025-08-11','Military over office success down career though.'
'COORD_19ZE','DIST_ZDZPV','OPS_EPPYW',77,'Safe','Partial','High','20','Poor',82.9,5,'Monthly','Overdue','In Progress','Due','Adequate','Partial','Non-Compliant','Due','Weak',2.50,'Positive',5.0,'Complete','7','5','34','2025-06-12',''
'COORD_MO1H','DIST_EHQIN','OPS_IKZLQ',49,'Safe','Partial','Low','49','Effective',80.2,2,'Daily','Due','In Progress','Updated','Insufficient','Full','Compliant','Overdue','Moderate',1.10,'Negative',4.5,'Complete','30','18','15','2025-07-02',''
'COORD_BNIO','DIST_3BRGU','OPS_MZ946',72,'High Risk','Severe','Medium','47','Poor',97.7,4,'Monthly','Current','Pending','Overdue','Partial','Partial','Compliant','Completed','Weak',2.20,'Negative',2.9,'Complete','10','20','29','2025-04-17',''
'COORD_LJL6','DIST_MLGPV','OPS_774UP',95,'High Risk','Partial','Low','42','Effective',79.6,3,'Monthly','Current','In Progress','Overdue','Partial','Full','Compliant','Overdue','Weak',2.10,'Positive',3.8,'Incomplete','5','1','11','2025-03-16',''
'COORD_FPRO','DIST_61FG5','OPS_H53JW',33,'High Risk','Partial','Medium','26','Poor',78.4,4,'Weekly','Overdue','Pending','Updated','Partial','Full','Partial','Completed','Strong',4.80,'Neutral',2.1,'Complete','44','23','19','2025-07-24',''
'COORD_21R0','DIST_7KRW1','OPS_B2J2G',83,'Moderate','Severe','High','41','Limited',92.2,4,'Daily','Current','Pending','Due','Insufficient','Full','Partial','Overdue','Moderate',4.00,'Negative',3.6,'Partial','21','18','28','2025-06-08','Require left keep remain discover recent.'
'COORD_1CUC','DIST_4R8AD','OPS_XZC12',17,'Moderate','Severe','High','21','Effective',94.3,5,'Monthly','Overdue','In Progress','Overdue','Insufficient','Partial','Partial','Due','Strong',4.50,'Negative',2.2,'Partial','48','1','28','2025-03-27',''
'COORD_6ZHT','DIST_N732S','OPS_SZVS1',98,'Moderate','Partial','Medium','37','Effective',90.7,4,'Monthly','Overdue','In Progress','Updated','Partial','Partial','Compliant','Completed','Strong',2.30,'Negative',1.4,'Partial','47','7','15','2025-04-28','Indeed appear front.'
'COORD_VAP5','DIST_1AHFF','OPS_CYCTV',4,'Moderate','Severe','High','11','Poor',71.9,2,'Monthly','Due','In Progress','Due','Adequate','Full','Partial','Overdue','Moderate',1.80,'Positive',1.9,'Incomplete','41','17','34','2025-06-25','Heart tough compare method eight until section late.'
'COORD_CJ50','DIST_GENII','OPS_8H272',46,'Moderate','Partial','Medium','5','Limited',96.2,3,'Monthly','Overdue','In Progress','Overdue','Adequate','Partial','Compliant','Overdue','Weak',3.60,'Negative',1.6,'Incomplete','14','9','37','2025-03-07',''
'COORD_AVF0','DIST_YJKGX','OPS_L8CE7',79,'High Risk','Partial','Medium','39','Effective',81.5,4,'Daily','Current','Pending','Overdue','Insufficient','Partial','Compliant','Overdue','Weak',3.70,'Positive',2.5,'Complete','34','18','36','2025-04-15',''
'COORD_WLLM','DIST_MQQRJ','OPS_98L84',38,'Moderate','Severe','Low','9','Effective',78.7,2,'Monthly','Due','Documented','Updated','Adequate','Full','Compliant','Due','Moderate',4.70,'Negative',1.8,'Complete','31','2','9','2025-08-11','Republican recently senior cause rich will.'
'COORD_SRUX','DIST_WNPAW','OPS_NTV3F',57,'Moderate','Partial','Low','42','Limited',77.1,4,'Monthly','Overdue','Pending','Updated','Adequate','Partial','Compliant','Completed','Moderate',4.20,'Positive',4.2,'Complete','3','6','0','2025-03-16','Cut level church than.'
'COORD_KNYA','DIST_VNRFT','OPS_TY0F9',71,'High Risk','Partial','Medium','23','Limited',77.0,4,'Daily','Due','In Progress','Due','Insufficient','Full','Non-Compliant','Due','Strong',4.40,'Negative',2.3,'Partial','38','30','22','2025-03-14',''
'COORD_LANK','DIST_ZUZIO','OPS_JF4Y9',2,'High Risk','Partial','Low','25','Effective',86.0,3,'Daily','Current','In Progress','Overdue','Insufficient','Partial','Non-Compliant','Completed','Moderate',1.50,'Neutral',2.1,'Complete','2','10','2','2025-02-28',''
'COORD_4IYM','DIST_1CQCG','OPS_9D43O',87,'High Risk','Partial','Medium','42','Limited',81.1,4,'Weekly','Current','Pending','Due','Insufficient','Full','Non-Compliant','Overdue','Weak',5.00,'Positive',2.4,'Incomplete','4','14','17','2025-02-22','Structure teacher usually speak.'
'COORD_KEK2','DIST_LUHW9','OPS_9DGPQ',4,'High Risk','Severe','Medium','41','Effective',88.3,4,'Daily','Current','Documented','Updated','Adequate','Partial','Compliant','Overdue','Weak',4.50,'Neutral',1.1,'Partial','15','7','39','2025-05-09','Assume too instead detail without.'
'COORD_97T5','DIST_G79HI','OPS_QKZIB',19,'High Risk','Partial','High','50','Poor',99.0,2,'Daily','Due','Pending','Updated','Partial','Full','Compliant','Overdue','Moderate',2.90,'Neutral',4.4,'Partial','28','5','13','2025-02-27','Interesting land see oil.'
'COORD_5VWU','DIST_D5VXU','OPS_LXI6P',59,'Moderate','Partial','Low','38','Limited',93.2,2,'Daily','Current','Documented','Updated','Partial','Partial','Compliant','Overdue','Strong',3.00,'Positive',2.3,'Partial','43','15','3','2025-03-07',''
'COORD_4SNY','DIST_0ZKCS','OPS_YLJSL',20,'High Risk','Partial','Medium','34','Effective',79.5,3,'Daily','Overdue','Documented','Due','Partial','Partial','Partial','Due','Weak',3.60,'Negative',1.1,'Complete','38','11','0','2025-04-10',''
'COORD_FO3N','DIST_1Y0YN','OPS_JBGPD',88,'High Risk','Partial','Medium','14','Poor',86.7,2,'Monthly','Due','Documented','Due','Insufficient','Full','Partial','Overdue','Weak',4.80,'Negative',1.1,'Incomplete','0','5','4','2025-03-09','Pick hospital attorney development type.'
'COORD_R38R','DIST_D8IX7','OPS_WG1H2',71,'High Risk','Partial','Medium','43','Poor',91.5,2,'Daily','Overdue','Pending','Overdue','Insufficient','Full','Compliant','Overdue','Weak',2.90,'Positive',2.6,'Incomplete','3','28','32','2025-02-23',''
'COORD_RQHV','DIST_CYPNX','OPS_4PC0C',91,'High Risk','Severe','Medium','37','Limited',86.8,2,'Daily','Due','In Progress','Due','Insufficient','Partial','Partial','Due','Moderate',4.50,'Neutral',1.8,'Incomplete','20','29','15','2025-02-21',''
'COORD_N0TP','DIST_U3VET','OPS_XAZ4V',15,'High Risk','Partial','Low','6','Poor',75.7,3,'Weekly','Due','Documented','Due','Adequate','Full','Partial','Due','Moderate',1.10,'Negative',4.0,'Partial','29','22','31','2025-04-14','Whom policy particularly hand economic still stop.'
'COORD_SFBB','DIST_SJW8E','OPS_3H2UI',46,'Safe','Partial','Low','48','Limited',79.2,4,'Daily','Overdue','Pending','Overdue','Partial','Partial','Non-Compliant','Due','Moderate',3.30,'Neutral',1.4,'Partial','41','26','10','2025-03-18',''
'COORD_WWOB','DIST_JIICP','OPS_09MZT',9,'High Risk','Partial','Medium','37','Limited',74.1,2,'Weekly','Due','Documented','Due','Adequate','Partial','Partial','Overdue','Moderate',2.00,'Positive',2.2,'Incomplete','23','23','17','2025-05-25',''
'COORD_IEQL','DIST_0EP81','OPS_VCPJM',7,'Moderate','Partial','High','49','Poor',98.7,3,'Weekly','Due','Pending','Updated','Partial','Partial','Compliant','Completed','Weak',1.00,'Positive',1.2,'Incomplete','36','0','38','2025-08-16',''
'COORD_6H3D','DIST_IBM4M','OPS_WG4BH',29,'Safe','Partial','Medium','14','Effective',71.8,4,'Daily','Overdue','Pending','Overdue','Insufficient','Partial','Compliant','Completed','Strong',1.40,'Negative',2.0,'Incomplete','41','6','20','2025-04-18',''
'COORD_FH8D','DIST_YB15N','OPS_UUNU4',90,'Moderate','Partial','Low','25','Poor',96.6,4,'Monthly','Overdue','In Progress','Due','Insufficient','Full','Partial','Completed','Strong',3.10,'Negative',4.4,'Partial','0','29','15','2025-02-24',''
'COORD_GFT0','DIST_9MF66','OPS_LHQC4',86,'Safe','Severe','Medium','42','Poor',91.7,4,'Daily','Current','Documented','Overdue','Insufficient','Partial','Compliant','Completed','Strong',1.60,'Neutral',4.8,'Incomplete','36','30','26','2025-04-08',''
'COORD_LYME','DIST_QK7B5','OPS_VD9CX',22,'Moderate','Partial','Medium','21','Limited',70.2,5,'Weekly','Overdue','Documented','Due','Adequate','Partial','Non-Compliant','Due','Weak',1.70,'Positive',3.3,'Partial','25','29','36','2025-07-31','Happy risk news race something choice forward.'
'COORD_JRAN','DIST_T4PIW','OPS_YGQB3',15,'Moderate','Severe','Medium','39','Limited',81.0,2,'Monthly','Current','Documented','Due','Partial','Partial','Non-Compliant','Due','Weak',3.70,'Positive',3.2,'Complete','11','5','26','2025-07-06',''
'COORD_1DQM','DIST_PRCD9','OPS_TS1YR',77,'Safe','Partial','High','43','Limited',82.9,2,'Monthly','Due','Pending','Due','Adequate','Partial','Partial','Completed','Strong',2.80,'Positive',2.4,'Incomplete','41','26','3','2025-06-11',''
'COORD_L520','DIST_WF7Q3','OPS_C5XOS',5,'Safe','Severe','Low','14','Poor',70.5,3,'Monthly','Due','Pending','Updated','Adequate','Full','Non-Compliant','Overdue','Strong',4.00,'Positive',4.7,'Incomplete','45','6','3','2025-08-06','Best offer true two production situation.'
'COORD_QZ22','DIST_WVD9E','OPS_XMIZI',26,'High Risk','Partial','Low','16','Limited',78.0,2,'Daily','Due','Pending','Updated','Insufficient','Full','Non-Compliant','Completed','Weak',2.70,'Positive',2.3,'Partial','9','23','23','2025-07-11','Stop final choose positive research poor leave.'
'COORD_U05H','DIST_PKX8Z','OPS_OL6RF',53,'Safe','Partial','High','22','Effective',80.2,2,'Monthly','Overdue','In Progress','Overdue','Adequate','Partial','Compliant','Due','Strong',1.60,'Negative',1.1,'Incomplete','23','12','26','2025-07-14','Light half maintain father.'
'COORD_5E56','DIST_VU1S9','OPS_OQ27A',92,'Safe','Severe','High','9','Poor',98.3,1,'Monthly','Overdue','Documented','Due','Partial','Partial','Non-Compliant','Overdue','Moderate',1.80,'Neutral',1.8,'Incomplete','2','0','33','2025-03-09',''
'COORD_B5XZ','DIST_FSB54','OPS_LENGE',24,'Moderate','Partial','High','24','Limited',83.5,2,'Weekly','Current','In Progress','Due','Partial','Full','Partial','Completed','Weak',4.10,'Negative',3.3,'Partial','47','18','9','2025-07-19',''
'COORD_FIPE','DIST_S9I7V','OPS_6E321',38,'Safe','Partial','Medium','49','Limited',89.3,5,'Weekly','Overdue','In Progress','Overdue','Insufficient','Partial','Non-Compliant','Overdue','Strong',3.90,'Neutral',1.5,'Partial','14','21','2','2025-06-02',''
'COORD_ED1I','DIST_PBAVU','OPS_XQIL8',16,'High Risk','Severe','Medium','16','Limited',88.6,3,'Monthly','Current','In Progress','Updated','Insufficient','Partial','Non-Compliant','Completed','Strong',3.10,'Negative',1.9,'Complete','31','6','40','2025-06-19',''
'COORD_W2FY','DIST_Z0YXO','OPS_1LOAI',7,'Moderate','Partial','Medium','19','Limited',72.6,2,'Daily','Current','Pending','Overdue','Insufficient','Partial','Non-Compliant','Overdue','Strong',1.30,'Neutral',1.4,'Partial','16','21','35','2025-03-06','Develop interview away economy.'
'COORD_8ZZT','DIST_DI100','OPS_97ZLG',60,'Moderate','Partial','High','19','Poor',73.2,4,'Monthly','Due','Pending','Due','Partial','Partial','Partial','Completed','Weak',1.10,'Negative',2.8,'Incomplete','10','8','15','2025-07-15','Gun chair evening particular stand.'
'COORD_KU2X','DIST_SX8VA','OPS_SB6OL',78,'Safe','Partial','Low','41','Effective',80.2,5,'Daily','Overdue','Documented','Due','Insufficient','Full','Partial','Overdue','Weak',1.40,'Neutral',2.2,'Incomplete','2','19','38','2025-04-06',''
'COORD_0G3J','DIST_3R3TZ','OPS_VMVX6',57,'Moderate','Partial','Medium','15','Poor',98.6,4,'Weekly','Due','Pending','Overdue','Adequate','Partial','Compliant','Due','Weak',4.80,'Negative',1.7,'Complete','18','6','17','2025-04-24',''
'COORD_AMT0','DIST_0IW4C','OPS_Z3AKR',61,'High Risk','Severe','Low','31','Effective',96.3,1,'Monthly','Due','Documented','Updated','Partial','Full','Non-Compliant','Completed','Moderate',2.20,'Negative',2.4,'Partial','49','7','3','2025-05-16','Eat small dark politics only.'
'COORD_TCDX','DIST_SJZ4Q','OPS_FQG24',89,'Safe','Partial','High','40','Poor',98.2,4,'Monthly','Overdue','In Progress','Updated','Insufficient','Partial','Compliant','Due','Moderate',2.00,'Negative',4.5,'Partial','4','6','30','2025-04-18','Candidate live assume practice.'
'COORD_0H76','DIST_412JC','OPS_ROC04',70,'Safe','Partial','High','17','Limited',71.7,2,'Monthly','Overdue','Pending','Updated','Partial','Full','Non-Compliant','Overdue','Moderate',1.20,'Negative',4.0,'Incomplete','29','13','38','2025-04-24',''
'COORD_5G95','DIST_5PIJW','OPS_GVCRC',71,'Moderate','Partial','Low','5','Effective',84.2,3,'Weekly','Current','In Progress','Due','Partial','Partial','Non-Compliant','Due','Moderate',4.30,'Negative',1.9,'Incomplete','32','15','7','2025-07-15',''
'COORD_062T','DIST_FAXKO','OPS_7SVOD',55,'Moderate','Partial','Low','28','Effective',89.0,4,'Monthly','Current','Documented','Due','Partial','Full','Non-Compliant','Overdue','Moderate',2.00,'Positive',1.4,'Partial','45','19','28','2025-04-06',''
'COORD_7XG5','DIST_58D9C','OPS_B49AB',43,'Moderate','Partial','Medium','32','Poor',76.1,4,'Daily','Current','In Progress','Due','Partial','Partial','Compliant','Due','Strong',3.80,'Neutral',3.7,'Complete','26','29','31','2025-04-17','Ready box do education movement rise remember.'
'COORD_HM0G','DIST_WSNUM','OPS_E5955',89,'High Risk','Partial','Low','35','Poor',90.3,3,'Monthly','Due','Pending','Overdue','Adequate','Partial','Non-Compliant','Overdue','Strong',3.80,'Neutral',4.9,'Partial','5','8','10','2025-03-05','Notice out fast policy prepare control first brother.'
'COORD_1KZM','DIST_MF3A9','OPS_D0HLM',82,'Moderate','Partial','High','14','Poor',72.2,4,'Weekly','Current','Pending','Updated','Insufficient','Partial','Non-Compliant','Due','Strong',4.40,'Positive',3.8,'Complete','46','12','7','2025-06-19','Wait begin method audience sport church science write.'
'COORD_A8F4','DIST_C95FA','OPS_H8R68',33,'Safe','Severe','Low','24','Limited',81.1,2,'Monthly','Overdue','Documented','Due','Partial','Full','Partial','Due','Weak',1.50,'Positive',2.8,'Partial','48','0','23','2025-05-12',''
'COORD_Z1H1','DIST_TGGCK','OPS_IR06A',95,'Moderate','Severe','Low','40','Poor',84.0,2,'Monthly','Due','In Progress','Updated','Insufficient','Partial','Compliant','Due','Moderate',1.40,'Positive',1.7,'Partial','15','26','18','2025-03-24','Including drive food message.'
'COORD_0TAA','DIST_65NNR','OPS_TZZ73',8,'High Risk','Partial','Low','13','Effective',94.4,4,'Monthly','Due','Documented','Updated','Partial','Partial','Non-Compliant','Completed','Weak',2.00,'Positive',3.9,'Complete','21','20','15','2025-05-10','Of also most improve pattern campaign matter.'
'COORD_6STJ','DIST_YL96F','OPS_9BOFC',28,'High Risk','Severe','High','38','Limited',80.6,3,'Daily','Current','In Progress','Overdue','Partial','Partial','Non-Compliant','Overdue','Moderate',1.90,'Positive',4.2,'Incomplete','0','6','25','2025-05-14','Hand section run fire everything store since.'
'COORD_5VIQ','DIST_WZM4U','OPS_PA1A8',100,'High Risk','Partial','Medium','41','Effective',74.3,4,'Monthly','Due','Pending','Updated','Insufficient','Partial','Non-Compliant','Completed','Moderate',2.70,'Negative',1.2,'Partial','44','13','18','2025-02-25',''
'COORD_U0IX','DIST_SCJBD','OPS_M8IZU',68,'Safe','Severe','Low','6','Limited',86.4,2,'Monthly','Current','Pending','Updated','Adequate','Full','Partial','Overdue','Strong',5.00,'Neutral',4.9,'Partial','48','12','10','2025-06-26',''
'COORD_3A64','DIST_DPG05','OPS_6XF1V',89,'Safe','Partial','Low','31','Poor',85.0,2,'Weekly','Current','In Progress','Due','Partial','Full','Non-Compliant','Overdue','Strong',2.50,'Positive',4.4,'Complete','17','23','25','2025-03-15','Plant do green event.'
'COORD_724H','DIST_298U3','OPS_D14PW',39,'Moderate','Severe','High','28','Effective',89.0,1,'Weekly','Current','In Progress','Due','Insufficient','Partial','Partial','Due','Strong',3.70,'Neutral',4.4,'Complete','46','1','0','2025-04-05','Including guess huge.'
'COORD_F91U','DIST_X5Y5B','OPS_AI0LK',39,'Safe','Partial','High','10','Limited',87.6,1,'Monthly','Current','Pending','Due','Partial','Partial','Non-Compliant','Overdue','Moderate',4.10,'Negative',4.5,'Partial','29','0','10','2025-03-28','Control leave ability boy wait.'
'COORD_3CJM','DIST_6OW33','OPS_YRBN1',38,'Moderate','Partial','Medium','20','Effective',77.0,2,'Weekly','Due','In Progress','Due','Insufficient','Partial','Non-Compliant','Due','Weak',4.60,'Neutral',2.8,'Complete','20','24','40','2025-03-06','Those cut rest science.'
'COORD_B5VA','DIST_VU5I1','OPS_LZR7J',0,'High Risk','Partial','Low','30','Poor',71.8,2,'Monthly','Overdue','Pending','Due','Insufficient','Full','Compliant','Completed','Moderate',3.00,'Negative',4.2,'Partial','47','26','7','2025-07-31',''
'COORD_FWWQ','DIST_0PLQT','OPS_ZTREC',71,'Safe','Severe','High','20','Poor',78.5,3,'Daily','Overdue','Pending','Overdue','Partial','Full','Compliant','Due','Weak',3.90,'Positive',4.6,'Partial','47','9','24','2025-07-30',''
'COORD_MRPY','DIST_I0NZU','OPS_MT0DK',10,'Moderate','Partial','High','34','Poor',83.9,5,'Daily','Current','Documented','Due','Insufficient','Full','Partial','Due','Strong',3.30,'Negative',2.9,'Partial','28','26','37','2025-03-10',''
'COORD_8W1W','DIST_P4L0L','OPS_KX76V',18,'High Risk','Severe','Medium','46','Effective',73.2,4,'Daily','Current','Documented','Overdue','Insufficient','Partial','Compliant','Completed','Weak',3.30,'Positive',1.9,'Partial','16','29','6','2025-07-17','Bed industry child him still weight bad street.'
'COORD_VGMH','DIST_GHSAY','OPS_F61E1',71,'Moderate','Partial','Medium','10','Effective',75.0,2,'Monthly','Current','Documented','Due','Adequate','Full','Non-Compliant','Due','Moderate',3.80,'Negative',4.2,'Partial','31','0','30','2025-04-07',''
'COORD_N30X','DIST_9QCXW','OPS_2PQ2X',16,'Moderate','Partial','Medium','20','Limited',90.7,1,'Monthly','Overdue','In Progress','Due','Insufficient','Full','Compliant','Completed','Moderate',1.50,'Negative',1.4,'Complete','29','4','7','2025-05-10',''
'COORD_NOKK','DIST_X0ZPY','OPS_Z1CLI',5,'High Risk','Partial','Low','27','Effective',73.2,4,'Daily','Current','Pending','Due','Adequate','Full','Non-Compliant','Completed','Strong',4.70,'Negative',2.0,'Complete','12','3','3','2025-05-14',''
'COORD_U5NH','DIST_BOI88','OPS_DYMOB',88,'High Risk','Partial','High','7','Limited',81.8,2,'Monthly','Overdue','In Progress','Overdue','Insufficient','Full','Compliant','Completed','Strong',3.10,'Positive',2.3,'Complete','39','15','9','2025-06-22','Over outside main.'
'COORD_L03M','DIST_HLDBN','OPS_DOH5T',80,'Moderate','Severe','Low','13','Effective',74.5,5,'Monthly','Due','In Progress','Overdue','Adequate','Partial','Partial','Due','Weak',3.30,'Positive',4.3,'Incomplete','3','12','34','2025-02-23',''
'COORD_UZQI','DIST_08EGN','OPS_MXG97',75,'High Risk','Severe','High','16','Effective',88.6,4,'Daily','Current','In Progress','Due','Partial','Partial','Non-Compliant','Completed','Moderate',3.80,'Negative',4.9,'Incomplete','35','12','40','2025-03-10','Fast even arm democratic budget our whole.'
'COORD_195L','DIST_FXBMC','OPS_6HN2Z',16,'Safe','Severe','High','31','Effective',77.9,4,'Weekly','Due','Documented','Overdue','Adequate','Partial','Partial','Completed','Moderate',1.40,'Neutral',2.2,'Complete','36','12','24','2025-07-14',''
'COORD_9JTL','DIST_1ZQIC','OPS_NBP5M',45,'Moderate','Severe','Medium','28','Poor',91.4,5,'Daily','Overdue','In Progress','Overdue','Insufficient','Partial','Compliant','Overdue','Moderate',4.20,'Positive',1.6,'Incomplete','16','2','17','2025-08-18',''
'COORD_R8U4','DIST_FEN31','OPS_XAJZ3',12,'Moderate','Severe','High','34','Limited',82.8,4,'Daily','Current','In Progress','Updated','Adequate','Partial','Compliant','Overdue','Weak',1.30,'Negative',1.5,'Complete','42','11','20','2025-04-14',''
'COORD_IC9S','DIST_USM2H','OPS_2Q091',55,'Moderate','Severe','Low','33','Effective',70.3,4,'Monthly','Due','Pending','Due','Partial','Partial','Compliant','Due','Weak',4.00,'Negative',1.9,'Partial','24','29','17','2025-03-03',''
'COORD_Z8QE','DIST_FGQE7','OPS_LKU33',94,'Moderate','Partial','Medium','27','Effective',70.2,4,'Monthly','Overdue','Documented','Overdue','Adequate','Full','Partial','Overdue','Moderate',4.70,'Neutral',3.7,'Complete','23','16','2','2025-04-18','Image which pressure surface security reason.'
'COORD_HP8C','DIST_4767D','OPS_NQVE7',64,'Moderate','Severe','Medium','45','Poor',85.2,2,'Weekly','Current','In Progress','Updated','Adequate','Partial','Compliant','Completed','Strong',3.70,'Neutral',4.1,'Incomplete','6','10','35','2025-05-15','Necessary newspaper hold item too him could.'
'COORD_EVLX','DIST_TXERW','OPS_9BS8O',40,'High Risk','Partial','High','43','Effective',94.5,2,'Weekly','Current','In Progress','Due','Partial','Full','Compliant','Completed','Weak',4.40,'Positive',2.4,'Partial','42','2','37','2025-07-23','Study surface Republican soon return spring whether.'
'COORD_TBGS','DIST_IPWCS','OPS_4QBZG',75,'Moderate','Partial','High','24','Poor',79.7,1,'Monthly','Due','In Progress','Updated','Insufficient','Partial','Non-Compliant','Overdue','Strong',4.80,'Neutral',3.6,'Complete','31','23','31','2025-05-17',''
'COORD_UPS0','DIST_S12MX','OPS_7NO9W',64,'Moderate','Partial','Low','28','Effective',83.1,4,'Daily','Current','Pending','Overdue','Adequate','Partial','Partial','Due','Strong',3.10,'Positive',2.6,'Incomplete','27','27','20','2025-07-18','Fire cell sport condition enjoy see.'
'COORD_F66J','DIST_FJ5CR','OPS_CFK7P',49,'High Risk','Severe','Medium','15','Effective',76.5,4,'Monthly','Overdue','Documented','Updated','Partial','Full','Non-Compliant','Overdue','Weak',1.90,'Negative',2.5,'Incomplete','46','2','8','2025-07-21','Game weight season wear something herself.'
'COORD_CSYR','DIST_ZY4O2','OPS_W115R',46,'Moderate','Partial','Medium','13','Limited',97.8,1,'Monthly','Overdue','Documented','Due','Partial','Partial','Partial','Due','Weak',4.60,'Neutral',1.4,'Partial','22','3','24','2025-04-21','Yourself pick record ask produce about less.'
'COORD_VHK3','DIST_40HHV','OPS_BDV2X',63,'Moderate','Partial','Low','23','Poor',74.4,2,'Weekly','Overdue','Pending','Overdue','Adequate','Partial','Partial','Completed','Weak',4.80,'Positive',3.0,'Partial','25','16','3','2025-06-30','Us produce enter rise read third office.'
'COORD_JD1R','DIST_8NVU3','OPS_CLZS1',2,'High Risk','Severe','Low','46','Effective',96.9,1,'Monthly','Due','In Progress','Overdue','Adequate','Full','Non-Compliant','Due','Moderate',3.90,'Positive',1.6,'Incomplete','32','17','19','2025-07-21',''
'COORD_HW58','DIST_B6KD2','OPS_2ZFVI',90,'Moderate','Severe','Low','6','Poor',86.5,2,'Monthly','Current','Pending','Overdue','Insufficient','Partial','Partial','Due','Moderate',2.00,'Neutral',1.3,'Incomplete','1','2','32','2025-06-04','Major pretty figure let begin.'
'COORD_W4TK','DIST_UDW6O','OPS_T8CQE',7,'Safe','Partial','Medium','43','Poor',90.0,4,'Daily','Overdue','Pending','Due','Insufficient','Full','Compliant','Due','Moderate',3.30,'Positive',1.2,'Partial','47','22','32','2025-06-17','Amount civil area character time recognize discuss Democrat.'
'COORD_ONQU','DIST_F3C7C','OPS_6MQ9Y',23,'Safe','Severe','Low','24','Limited',79.3,5,'Daily','Current','Pending','Due','Insufficient','Full','Compliant','Completed','Weak',4.70,'Neutral',1.1,'Complete','11','30','4','2025-08-08','Every relationship difficult spring again agent natural.'
'COORD_I9ZJ','DIST_XWD9L','OPS_KW06C',15,'Safe','Partial','Medium','44','Effective',71.6,5,'Monthly','Current','Documented','Overdue','Insufficient','Full','Non-Compliant','Due','Strong',1.70,'Positive',3.4,'Complete','41','3','0','2025-06-01','Wide TV free card sound.'
'COORD_20GR','DIST_4KMHF','OPS_3OZ3P',79,'Moderate','Partial','High','11','Effective',84.6,1,'Weekly','Overdue','Pending','Due','Insufficient','Full','Compliant','Completed','Strong',4.10,'Positive',2.8,'Partial','48','4','31','2025-04-26',''
'COORD_Z9NO','DIST_DGJUK','OPS_EHSQX',53,'Moderate','Severe','High','24','Limited',70.5,2,'Monthly','Current','Documented','Due','Partial','Partial','Partial','Due','Weak',3.70,'Neutral',1.7,'Partial','21','25','25','2025-07-05','Decade his ago agent peace beyond.'
