'RF977036','RF977036','RF977036','RF977036',590.23,1843.85,78.19,-93.64,74.34,-146.16,40.30,5.89,0.444,0.388,0.026,8.12,6.61,2.41,19.07,0.3,1.17,10.36,10.49,14.62,25.59,21.88,45.04,41.84,32.46
'RF616012','RF616012','RF616012','RF616012',-1112.60,369.41,1921.36,64.79,-62.05,-111.35,246.98,0.35,0.629,0.478,0.28,3.96,7.28,3.43,1.01,17.86,7.32,10.65,13.3,39.07,20.17,47.87,39.57,37.47,43.79
'RF997271','RF997271','RF997271','RF997271',-1933.52,-132.93,1078.23,116.41,-6.88,129.34,752.91,8.75,0.274,0.097,0.419,9.99,0.61,6.03,7.48,13.1,8.64,14.86,10.2,22.09,40.0,11.48,17.32,28.26,47.05
'RF789089','RF789089','RF789089','RF789089',-582.80,-1064.38,651.8,68.22,156.97,-38.59,281.98,1.26,0.642,0.018,0.385,4.05,8.06,12.57,12.86,11.03,0.47,5.73,3.66,36.22,15.45,5.12,1.73,0.83,6.95
'RF258464','RF258464','RF258464','RF258464',-1664.43,1265.07,1279.09,-85.24,162.89,-4.06,1082.09,8.07,0.376,0.112,0.123,9.33,2.03,14.81,1.08,2.02,18.97,14.03,8.43,38.01,26.33,7.95,27.03,10.42,38.06
'RF527980','RF527980','RF527980','RF527980',-190.25,1339.81,1584.79,-120.15,173.07,-80.2,417.88,1.17,0.052,0.133,0.449,10.27,0.06,3.11,18.5,10.46,14.39,7.81,9.15,46.69,2.26,33.92,32.71,15.49,33.19
'RF369276','RF369276','RF369276','RF369276',1662.42,1326.85,1751.94,38.28,-116.24,140.01,1115.70,4.53,0.788,0.259,0.296,94.12,6.16,7.38,13.26,7.77,17.61,6.0,1.33,27.18,30.08,37.81,30.27,40.75,40.51
'RF399618','RF399618','RF399618','RF399618',-599.30,-1708.56,1640.49,76.29,-99.46,-142.9,992.04,7.47,0.987,0.059,0.073,26.24,0.79,0.98,2.58,14.64,12.73,8.21,0.51,23.22,30.38,22.02,8.33,36.69,46.84
'RF221032','RF221032','RF221032','RF221032',-1212.28,-350.14,647.46,-10.61,16.56,-139.46,361.01,9.91,0.033,0.451,0.224,0.97,7.46,12.70,12.29,16.32,9.38,4.75,17.32,42.79,30.54,43.12,27.62,25.76,37.58
'RF316276','RF316276','RF316276','RF316276',1434.08,658.7,1322.82,-159.18,-139.13,-172.88,1907.40,0.83,0.316,0.093,0.165,2.69,0.65,17.14,0.06,10.77,19.37,11.28,9.1,42.87,15.18,46.72,43.65,30.7,11.19
'RF659402','RF659402','RF659402','RF659402',1272.31,904.5,1225.41,-26.90,-165.53,-175.84,42.06,8.28,0.832,0.108,0.26,0.87,5.73,3.42,16.97,3.38,16.58,19.93,19.07,14.30,7.55,9.51,42.06,45.12,44.18
'RF365945','RF365945','RF365945','RF365945',177.60,1945.4,324.36,27.84,152.46,-97.06,291.44,7.29,0.273,0.294,0.185,53.33,9.57,19.48,10.97,4.25,0.59,4.34,17.96,23.22,21.6,9.17,23.44,36.38,47.74
'RF274021','RF274021','RF274021','RF274021',1365.79,-1007.6,439.81,-59.03,-57.0,1.74,1609.42,6.53,0.193,0.385,0.496,3.08,4.26,5.12,6.48,17.12,4.24,15.8,11.08,18.35,12.75,27.42,34.46,19.83,4.03
'RF936479','RF936479','RF936479','RF936479',-166.96,-52.7,1499.29,-61.90,153.27,176.21,1366.82,7.45,0.556,0.237,0.122,41.73,9.52,1.09,16.12,13.43,19.36,12.33,17.97,9.26,31.76,26.72,43.25,0.81,32.28
'RF132253','RF132253','RF132253','RF132253',-1861.40,1490.98,1711.14,74.16,-76.77,41.89,21.14,4.41,0.066,0.052,0.125,7.76,5.84,6.74,13.73,12.69,10.22,15.62,16.9,3.81,7.88,12.59,27.39,18.45,37.87
'RF619014','RF619014','RF619014','RF619014',1109.92,-1719.99,24.45,-107.35,-146.46,136.15,1763.16,5.73,0.638,0.077,0.305,4.93,7.39,10.45,2.14,3.51,1.37,3.61,15.02,12.51,22.18,43.34,4.18,41.52,10.15
'RF708196','RF708196','RF708196','RF708196',-1366.11,1066.55,1802.03,-16.85,-41.67,107.21,471.11,2.51,0.381,0.201,0.063,2.54,1.58,14.23,0.88,1.36,5.65,4.21,9.02,12.77,35.88,39.77,19.07,25.35,35.79
'RF850168','RF850168','RF850168','RF850168',601.03,428.62,969.01,-22.79,-14.02,-10.58,314.67,9.19,0.226,0.023,0.156,3.20,5.49,5.99,19.9,9.6,15.10,8.75,8.7,12.73,16.39,16.73,15.76,12.35,11.54
'RF644501','RF644501','RF644501','RF644501',822.40,-1156.28,331.88,127.31,-56.74,107.34,340.66,1.69,0.335,0.325,0.197,61.69,NULL,16.52,18.44,11.65,16.03,1.36,7.18,4.53,14.65,21.92,45.46,22.7,9.95
'RF937310','RF937310','RF937310','RF937310',-193.09,108.25,1722.08,-170.89,-170.89,41.45,386.81,9.04,0.051,0.049,0.174,166.19,4.1,0.25,17.03,11.9,16.99,15.49,2.22,2.30,36.77,6.52,34.51,40.86,21.32
'RF886638','RF886638','RF886638','RF886638',-304.00,1713.27,1143.42,139.09,153.01,-175.55,586.65,7.81,0.544,0.477,0.297,14.65,9.63,7.73,4.08,0.66,2.75,17.81,4.76,9.92,1.47,30.72,24.18,8.43,38.76
'RF403411','RF403411','RF403411','RF403411',1358.65,598.79,1388.18,-98.06,44.25,122.04,1567.53,2.53,0.256,0.263,0.153,2.24,5.27,4.78,16.05,19.16,9.84,17.66,18.56,47.99,31.35,19.77,20.76,19.3,17.99
'RF994878','RF994878','RF994878','RF994878',196.02,-917.13,791.45,-66.09,-24.48,57.77,1388.91,2.13,0.932,0.15,0.096,2.10,3.4,12.43,19.58,7.72,18.13,14.75,11.4,25.33,37.36,19.77,10.11,22.28,31.62
'RF504159','RF504159','RF504159','RF504159',-1519.77,1248.15,264.37,53.78,-177.07,55.38,697.01,1.93,0.166,0.5,0.406,0.79,2.14,9.90,14.56,5.83,19.70,1.91,17.91,1.80,44.4,8.62,5.72,45.38,2.76
'RF747386','RF747386','RF747386','RF747386',-1014.02,803.69,728.52,115.88,118.34,-70.75,834.81,5.97,0.614,0.25,0.135,2.99,1.03,2.51,14.6,9.35,16.89,11.78,14.04,33.53,28.2,11.26,18.54,38.41,4.04
'RF891634','RF891634','RF891634','RF891634',1345.62,-582.89,697.47,-142.77,141.54,-10.14,2.09,5.52,0.895,0.447,0.494,11.97,6.07,10.10,8.11,12.68,0.39,10.0,5.26,24.01,31.23,41.0,4.62,17.89,35.02
'RF216105','RF216105','RF216105','RF216105',316.52,1257.31,1460.18,19.70,170.48,160.54,1534.29,3.8,0.417,0.279,0.111,4.43,1.85,18.57,8.56,2.89,14.78,5.73,5.56,28.54,28.94,34.47,30.11,1.49,23.91
'RF634500','RF634500','RF634500','RF634500',1064.65,1143.72,1872.13,-121.57,-137.35,70.81,1336.14,4.59,0.310,0.014,0.436,4.84,0.63,1.31,9.11,7.81,3.30,7.99,19.54,40.00,19.99,39.88,1.84,11.68,12.53
'RF180250','RF180250','RF180250','RF180250',-1832.87,1482.2,1211.47,-111.05,-106.57,35.84,161.45,5.83,0.855,0.495,0.137,3.38,3.31,7.87,17.88,7.31,18.30,4.01,10.31,15.20,28.01,9.73,13.34,32.73,21.25
'RF372917','RF372917','RF372917','RF372917',-87.36,605.19,1119.96,-64.64,-147.83,116.54,1172.57,4.0,0.723,0.017,0.366,87.38,1.04,17.70,12.32,16.23,4.01,17.42,0.66,16.73,18.73,41.69,31.06,21.12,43.76
'RF288975','RF288975','RF288975','RF288975',-315.77,-560.82,1459.41,-125.13,-11.91,-77.33,947.52,2.71,0.305,0.321,0.331,7.40,6.94,0.06,14.71,9.41,14.71,5.25,16.8,31.52,15.14,46.07,36.89,28.85,22.84
'RF672279','RF672279','RF672279','RF672279',748.18,1790.85,150.55,82.75,116.68,-34.22,1138.13,2.55,0.514,0.052,0.058,87.59,2.86,6.17,11.7,14.91,0.99,1.44,4.91,46.35,40.61,8.29,4.84,16.99,11.85
'RF161301','RF161301','RF161301','RF161301',-981.83,-208.2,36.87,-172.77,-90.55,53.43,305.05,2.8,0.024,0.073,0.312,47.53,2.16,4.30,2.94,12.76,9.36,18.08,6.34,4.95,16.21,15.6,43.89,21.09,4.95
'RF365550','RF365550','RF365550','RF365550',442.41,1884.97,1306.6,107.50,23.45,-96.84,1430.48,9.52,0.403,0.034,0.118,4.58,2.29,12.75,18.0,11.15,0.99,3.73,8.6,14.24,10.21,5.05,42.94,23.44,18.23
'RF360664','RF360664','RF360664','RF360664',-1983.48,-911.28,942.48,33.61,-52.19,56.81,1441.45,5.59,0.107,0.178,0.375,4.77,3.67,1.47,2.58,11.94,10.43,3.35,16.26,36.52,43.98,34.17,30.61,34.54,19.13
'RF741454','RF741454','RF741454','RF741454',184.79,-660.35,239.23,-179.28,-163.85,46.82,937.32,5.08,0.126,0.24,0.163,0.16,8.17,0.57,7.8,9.92,10.53,15.62,19.77,3.40,42.8,38.99,37.31,45.62,2.55
'RF542180','RF542180','RF542180','RF542180',-103.97,-670.7,1629.72,11.97,137.26,-123.61,20.04,5.99,0.493,0.436,0.47,46.20,7.44,6.17,9.61,19.94,7.33,16.02,16.5,41.87,31.51,23.83,9.86,5.36,45.73
'RF154227','RF154227','RF154227','RF154227',1524.64,-1048.92,1934.8,30.87,-104.6,-159.28,1112.27,0.21,0.477,0.248,0.394,16.20,9.12,16.21,1.83,11.95,18.64,5.96,9.16,22.13,22.91,10.77,18.01,33.35,20.64
'RF146348','RF146348','RF146348','RF146348',1978.14,-1476.47,115.89,-120.43,-56.2,61.02,715.54,6.14,0.668,0.289,0.038,4.84,7.47,4.37,1.97,12.03,15.69,9.82,18.8,46.31,13.17,38.44,27.72,23.56,43.61
'RF216516','RF216516','RF216516','RF216516',-441.31,-1712.27,1993.04,37.76,86.95,175.52,118.36,9.15,0.122,0.397,0.282,7.87,7.04,6.80,5.68,2.84,3.94,14.72,2.12,37.60,41.67,35.5,5.90,26.78,8.74
'RF914542','RF914542','RF914542','RF914542',-1846.96,-1520.73,445.99,113.60,-78.27,-13.41,1974.19,8.09,0.349,0.102,0.38,1.81,5.49,2.02,16.44,19.68,13.63,14.22,7.81,6.07,4.88,28.69,26.68,21.86,1.21
'RF698685','RF698685','RF698685','RF698685',-15.92,-30.89,1896.58,-177.04,73.35,161.4,700.30,1.42,0.655,0.049,0.357,122.41,5.53,12.92,9.35,9.29,17.10,2.05,11.16,0.18,31.14,21.82,15.13,7.25,41.93
'RF907457','RF907457','RF907457','RF907457',-492.55,-1240.34,1596.6,124.92,-91.07,171.77,80.12,3.86,0.484,0.237,0.382,0.66,3.02,8.25,7.45,7.5,0.29,17.22,11.5,47.60,24.14,2.34,14.30,8.61,36.75
'RF737644','RF737644','RF737644','RF737644',-1210.01,-1548.18,1471.71,9.07,-146.63,-61.37,1205.35,3.56,0.221,0.05,0.335,1.68,0.69,7.61,13.54,2.87,9.27,5.45,13.95,36.50,8.52,28.76,8.64,16.9,34.64
'RF157692','RF157692','RF157692','RF157692',145.55,1037.55,1581.12,-82.96,165.75,-80.53,531.97,2.92,0.001,0.002,0.292,8.69,1.46,5.10,19.74,10.0,16.26,3.62,18.23,3.46,17.29,39.01,40.87,20.95,10.02
'RF916551','RF916551','RF916551','RF916551',1858.63,-1582.49,400.27,-22.34,-7.73,98.59,1674.87,7.09,0.199,0.3,0.095,43.80,4.95,15.97,16.5,4.17,18.49,7.41,1.58,22.69,38.84,0.62,24.41,14.31,9.17
'RF168527','RF168527','RF168527','RF168527',-66.00,-1924.97,654.39,-91.58,90.19,-59.05,1816.31,8.35,0.366,0.002,0.213,6.69,2.61,6.36,19.16,19.86,19.40,17.23,11.6,22.95,9.28,16.95,34.13,17.64,29.9
'RF343649','RF343649','RF343649','RF343649',-394.71,1902.43,1573.94,-85.34,-95.15,-153.66,1514.36,3.07,0.130,0.083,0.14,0.20,7.59,1.37,12.34,0.55,13.78,0.91,1.85,31.57,43.83,21.82,20.25,39.72,7.87
'RF498433','RF498433','RF498433','RF498433',-1321.81,-592.73,1631.26,-80.47,-143.8,-123.92,1629.34,2.9,0.718,0.173,0.212,46.80,9.38,4.21,18.51,13.69,8.37,14.54,18.0,31.14,3.22,9.3,46.83,41.16,3.86
'RF557809','RF557809','RF557809','RF557809',-131.05,59.45,1568.97,125.13,34.56,-172.88,1692.83,3.63,0.286,0.144,0.412,90.27,5.41,6.12,15.07,19.84,8.59,4.78,1.38,25.54,31.26,23.37,34.96,40.01,4.86
'RF775638','RF775638','RF775638','RF775638',1415.59,-800.23,1913.6,115.66,-130.99,-11.73,692.95,0.63,0.028,0.048,0.157,1.57,0.77,12.27,0.62,7.02,3.21,17.2,7.21,37.55,44.97,7.78,29.38,0.42,19.5
'RF607890','RF607890','RF607890','RF607890',1835.66,715.98,240.86,172.58,-151.07,-105.38,618.78,9.54,0.437,0.473,0.42,65.89,9.34,13.39,12.9,8.15,11.32,1.93,2.39,45.17,15.67,4.11,18.82,7.4,40.1
'RF712636','RF712636','RF712636','RF712636',51.08,1606.5,704.33,51.58,64.46,138.62,1844.47,2.4,0.061,0.07,0.155,8.73,2.8,15.07,11.24,5.29,0.53,12.36,13.37,47.31,26.7,10.53,42.31,5.5,24.9
'RF965516','RF965516','RF965516','RF965516',-1375.79,1562.29,886.33,-62.05,-28.68,-59.69,1751.72,1.71,0.060,0.419,0.422,12.05,2.37,17.08,12.08,4.13,10.05,18.62,3.36,0.27,39.58,20.12,32.20,21.24,34.09
'RF184167','RF184167','RF184167','RF184167',1268.78,-461.46,506.32,-15.72,-177.43,53.55,1490.77,5.94,0.098,0.388,0.112,10.64,0.17,14.25,9.97,4.08,5.67,6.79,10.76,15.85,34.67,21.99,6.31,30.53,6.11
'RF527754','RF527754','RF527754','RF527754',-144.24,-1447.53,1539.48,-114.89,-121.54,25.11,1778.83,9.89,0.801,0.148,0.04,77.48,6.89,14.18,12.02,18.61,9.88,0.49,17.65,23.49,31.46,22.91,7.37,7.9,39.43
'RF391526','RF391526','RF391526','RF391526',1902.54,750.49,1269.02,40.63,45.88,38.49,799.34,1.2,0.692,0.23,0.272,2.84,4.86,7.42,18.55,8.12,17.82,0.39,10.18,12.64,36.99,39.73,5.62,44.81,20.46
'RF665005','RF665005','RF665005','RF665005',-522.18,2.0,547.11,-61.26,6.27,-147.89,345.47,4.35,0.691,0.099,0.13,24.58,8.17,4.89,0.25,5.63,12.45,0.34,16.29,9.97,24.55,2.92,24.03,7.83,27.95
'RF952308','RF952308','RF952308','RF952308',-339.69,1637.75,1402.33,18.96,59.93,-32.82,1883.28,3.71,0.056,0.045,0.158,3.15,5.68,3.10,2.54,15.1,7.02,4.17,5.24,27.91,33.32,40.26,21.00,1.63,10.75
'RF109008','RF109008','RF109008','RF109008',1911.36,-589.85,1347.23,59.18,-85.99,15.76,1087.21,6.7,0.536,0.473,0.449,19.76,7.4,14.66,17.57,15.65,7.18,11.77,18.23,39.85,31.84,34.08,10.18,2.71,30.33
'RF855214','RF855214','RF855214','RF855214',1859.18,590.73,405.44,-70.31,-111.86,-130.78,1795.48,4.13,0.898,0.132,0.37,11.86,9.94,9.83,1.87,9.69,14.47,13.71,0.15,37.82,22.95,36.44,36.69,34.47,22.07
'RF293543','RF293543','RF293543','RF293543',-695.24,1562.44,1536.31,-42.25,132.64,-59.91,1868.02,4.63,0.655,0.354,0.342,56.64,0.78,17.87,7.16,15.5,14.81,9.48,11.44,36.07,20.29,3.52,17.13,31.79,39.05
'RF674555','RF674555','RF674555','RF674555',616.14,1054.8,930.83,-41.89,-46.88,179.63,1269.60,7.92,0.303,0.305,0.448,147.93,6.42,10.41,9.8,10.02,9.99,11.53,8.82,24.75,23.36,17.38,15.36,33.03,23.87
'RF904171','RF904171','RF904171','RF904171',540.67,-134.22,385.93,-28.91,-98.99,-47.43,833.52,8.48,0.224,0.073,0.497,2.74,8.56,3.78,8.84,18.5,13.98,1.7,3.09,38.04,17.46,46.45,36.12,35.87,1.15
'RF609947','RF609947','RF609947','RF609947',-1005.05,-1158.72,237.57,74.77,87.51,-96.75,812.83,0.8,0.835,0.326,0.001,7.00,5.86,5.23,12.71,0.26,2.59,19.1,15.63,41.98,36.33,1.8,43.15,26.58,36.69
'RF324255','RF324255','RF324255','RF324255',-187.85,1645.88,1154.74,26.61,-168.29,138.47,898.62,7.73,0.372,0.237,0.083,9.96,3.92,2.98,2.88,1.94,13.06,13.58,15.75,21.11,11.95,46.27,5.02,30.38,31.47
'RF675281','RF675281','RF675281','RF675281',-1549.16,1379.28,1768.07,151.28,7.6,-92.74,197.60,7.53,0.030,0.063,0.227,123.01,1.14,18.72,8.26,3.53,18.88,12.71,15.27,14.99,39.74,41.83,7.57,8.89,34.38
'RF895348','RF895348','RF895348','RF895348',1971.73,84.9,1223.58,-109.00,145.54,-149.4,911.50,0.6,0.192,0.472,0.332,2.88,7.61,16.12,14.66,16.96,13.14,8.92,2.38,33.15,4.5,38.54,15.78,21.71,11.79
'RF472878','RF472878','RF472878','RF472878',376.31,822.57,633.33,-165.99,96.49,-38.09,1371.16,9.71,0.452,0.229,0.126,16.42,3.55,15.76,19.02,11.93,4.71,7.4,6.48,17.76,17.7,22.76,2.52,26.66,1.77
'RF814700','RF814700','RF814700','RF814700',-1785.52,257.74,230.78,-120.57,-100.04,-83.02,989.93,7.47,0.131,0.303,0.158,0.06,1.51,2.23,6.77,8.76,14.76,1.78,7.15,22.91,17.66,31.58,18.36,27.39,10.12
'RF593300','RF593300','RF593300','RF593300',936.56,-1216.56,1055.18,121.04,142.01,-108.14,1383.85,0.04,0.767,0.212,0.343,99.28,1.59,13.24,4.6,5.39,9.63,17.41,16.33,22.65,45.75,45.78,35.42,35.86,24.8
'RF874684','RF874684','RF874684','RF874684',366.11,-1127.78,4.41,-125.96,43.28,98.72,1579.00,6.65,0.104,0.275,0.496,89.92,8.84,12.17,1.94,10.95,14.76,11.67,15.33,25.92,44.46,30.89,14.93,43.59,6.0
'RF911158','RF911158','RF911158','RF911158',1931.71,-1955.93,1435.0,-163.72,-167.37,-96.27,1774.16,0.93,0.393,0.341,0.453,17.29,3.31,5.87,18.0,17.87,3.88,14.77,1.65,38.37,5.42,14.33,42.19,42.44,26.45
'RF275152','RF275152','RF275152','RF275152',1750.02,1448.26,288.45,-10.86,102.67,-17.58,1043.76,5.64,0.695,0.411,0.278,0.64,5.84,10.57,16.19,11.62,12.14,8.51,4.35,28.91,8.56,21.61,29.22,36.42,17.34
'RF125808','RF125808','RF125808','RF125808',-198.90,365.12,593.42,11.44,51.3,5.69,1315.08,9.04,0.655,0.412,0.077,13.78,9.77,11.92,8.93,18.87,15.51,12.37,8.88,28.81,45.25,44.51,46.86,23.96,0.84
'RF390255','RF390255','RF390255','RF390255',-147.41,-1413.97,1618.27,-124.43,117.42,99.81,1700.79,0.83,0.896,0.43,0.371,4.47,0.75,16.10,3.21,9.78,1.28,8.33,0.17,5.49,42.73,39.88,19.11,22.66,26.19
'RF954883','RF954883','RF954883','RF954883',-456.90,238.33,1628.28,-54.34,-25.82,-178.79,938.19,0.35,0.184,0.347,0.144,96.27,9.53,9.32,12.58,11.14,18.64,4.16,6.94,30.62,17.63,44.14,25.63,13.71,30.83
'RF726861','RF726861','RF726861','RF726861',973.46,-732.12,257.99,149.81,178.79,14.51,310.25,7.62,0.570,0.008,0.187,0.81,7.05,6.19,5.13,17.48,14.56,18.52,14.83,2.68,28.36,7.93,29.34,30.32,14.33
'RF480448','RF480448','RF480448','RF480448',460.23,-1203.53,791.14,-96.71,-155.32,41.67,1615.39,3.2,0.846,0.119,0.406,0.56,7.11,5.10,14.13,2.07,3.98,3.01,9.87,27.27,17.56,34.92,30.41,5.05,11.53
'RF938675','RF938675','RF938675','RF938675',-648.08,451.86,1786.21,-169.03,81.43,-177.23,565.44,2.28,0.625,0.311,0.156,41.90,2.5,3.53,14.57,0.78,4.06,16.58,13.16,37.71,32.03,7.11,18.01,10.4,36.9
'RF769341','RF769341','RF769341','RF769341',1364.40,1744.22,866.45,130.72,-132.95,17.02,398.33,4.06,0.293,0.494,0.061,2.94,9.64,18.95,18.2,4.61,13.05,6.42,1.93,24.18,28.42,41.87,4.08,19.2,33.37
'RF867327','RF867327','RF867327','RF867327',-392.17,678.06,1405.73,-48.51,127.45,48.95,539.98,5.05,0.591,0.049,0.065,41.24,6.03,9.08,18.08,4.33,9.21,11.89,5.72,1.33,39.37,11.84,9.06,40.94,21.58
'RF844824','RF844824','RF844824','RF844824',1057.46,-1993.86,950.97,165.47,-19.98,-44.67,299.58,1.24,0.805,0.331,0.2,43.20,0.48,1.04,5.79,2.67,5.23,0.58,16.93,15.03,18.07,8.43,29.98,8.1,25.2
'RF522167','RF522167','RF522167','RF522167',1562.11,-1567.29,1156.6,-33.04,59.51,65.85,1311.47,9.44,0.131,0.449,0.295,15.02,9.99,0.97,0.34,6.15,2.81,14.53,13.22,44.97,40.95,32.3,22.54,14.81,35.89
'RF241959','RF241959','RF241959','RF241959',-654.80,-272.16,1377.67,-150.04,-29.76,-83.12,832.93,0.69,0.418,0.348,0.271,2.55,3.37,7.11,9.55,19.86,18.54,4.67,5.91,18.83,26.1,10.61,18.60,38.75,38.95
'RF989040','RF989040','RF989040','RF989040',554.94,547.48,210.64,150.06,-45.59,26.75,1753.93,7.48,0.044,0.195,0.45,9.31,4.62,1.60,9.33,5.32,9.54,9.17,18.92,20.25,37.76,15.99,10.61,6.43,38.13
'RF414946','RF414946','RF414946','RF414946',807.27,1262.7,770.49,-105.75,98.54,46.08,52.00,3.53,0.999,0.186,0.438,1.84,3.44,5.24,12.84,17.98,7.43,11.6,13.6,44.20,3.82,6.04,21.96,27.66,22.37
'RF261738','RF261738','RF261738','RF261738',-872.57,995.06,1167.44,-100.47,-69.09,173.6,1809.56,3.25,0.390,0.3,0.279,0.80,6.56,8.67,3.12,3.35,3.39,4.11,2.42,43.13,9.45,20.83,2.73,42.82,39.18
'RF818311','RF818311','RF818311','RF818311',670.66,-334.18,821.63,0.76,36.27,-159.54,493.51,3.31,0.512,0.017,0.189,1.61,1.59,1.42,10.8,6.6,10.89,13.41,3.47,25.73,47.6,31.85,24.54,19.75,38.72
'RF181945','RF181945','RF181945','RF181945',-377.05,711.48,1820.04,102.66,31.09,-48.67,995.85,4.58,0.682,0.263,0.013,5.06,9.9,15.37,16.27,10.8,0.23,3.68,9.69,24.03,32.11,16.1,15.60,12.79,10.15
'RF866159','RF866159','RF866159','RF866159',-1125.79,211.41,89.76,160.22,105.03,173.42,199.26,2.28,0.791,0.186,0.172,8.32,0.02,3.92,19.17,19.44,16.42,1.17,3.91,30.36,13.33,18.62,15.82,15.4,40.01
'RF977071','RF977071','RF977071','RF977071',-353.01,-666.35,385.53,57.78,70.25,-0.6,1646.08,2.28,0.137,0.263,0.366,14.51,3.91,11.76,17.84,17.87,3.42,2.27,0.21,0.43,30.31,40.47,26.65,0.79,3.05
'RF509160','RF509160','RF509160','RF509160',-1798.17,-1821.76,849.89,-110.69,5.05,-92.92,1938.26,8.26,0.080,0.169,0.356,1.23,9.67,14.56,8.87,17.6,10.91,11.62,6.67,38.52,17.23,36.56,23.34,29.89,25.02
'RF761759','RF761759','RF761759','RF761759',-365.46,-1584.56,63.55,26.61,63.11,27.4,650.00,2.99,0.814,0.108,0.486,156.93,3.69,1.18,17.15,0.24,1.00,11.84,3.71,13.79,7.81,14.96,42.85,3.85,16.6
'RF644045','RF644045','RF644045','RF644045',1518.13,-990.87,84.06,110.13,59.36,29.28,1868.36,3.79,0.283,0.369,0.158,37.79,5.08,11.43,7.98,10.23,14.66,2.33,15.77,1.04,13.4,35.68,32.45,30.63,45.26
'RF972390','RF972390','RF972390','RF972390',1748.88,1878.7,1372.86,-169.76,-62.47,-112.95,735.49,6.82,0.840,0.41,0.21,5.33,3.69,8.88,5.81,2.71,12.73,11.26,16.09,25.52,44.57,33.93,42.76,42.72,1.48
'RF901915','RF901915','RF901915','RF901915',-400.25,-1018.64,316.93,92.14,62.89,-166.64,1234.38,5.62,0.443,0.437,0.158,45.56,8.13,11.57,4.98,8.15,7.29,16.54,8.22,8.86,13.65,12.3,34.07,35.39,12.66
'RF837425','RF837425','RF837425','RF837425',537.87,1244.38,1842.64,38.45,-85.54,-86.35,1984.50,6.69,0.093,0.472,0.49,5.02,6.07,10.72,4.02,9.16,17.18,18.74,14.17,17.11,47.95,44.71,45.31,25.29,37.34
'RF639884','RF639884','RF639884','RF639884',760.25,311.77,1424.19,148.18,-73.14,-150.92,461.02,4.55,0.355,0.454,0.281,16.13,0.64,13.82,14.88,4.36,11.20,15.89,0.09,11.81,26.65,25.98,0.82,33.89,44.66
'RF565641','RF565641','RF565641','RF565641',-1258.77,-1008.77,1862.01,24.70,-40.07,-39.25,402.30,7.83,0.703,0.101,0.29,0.88,9.49,0.45,10.26,8.32,9.73,18.49,9.91,22.14,36.19,6.58,18.96,42.92,9.49
'RF422866','RF422866','RF422866','RF422866',1895.73,-467.57,1234.86,-45.36,17.73,-86.16,1125.76,9.36,0.663,0.041,0.336,1.93,1.27,8.86,5.09,17.59,14.14,2.06,16.01,6.80,40.56,14.06,33.13,10.87,46.68
