'RF161301','RF161301','RF161301',20394.00,'Assembly','Programming              ','PRG_7603',61790,76.030,7
'RF365550','RF365550','RF365550',25357.00,'Assembly','Programming              ','PRG_8965',579061,156.740,7
'RF360664','RF360664','RF360664',45866.00,'Welding','Maintenance              ','PRG_1001',261950,248.450,5
'RF741454','RF741454','RF741454',39873.00,'Painting','Maintenance              ','PRG_2199',357232,284.610,7
'RF542180','RF542180','RF542180',9686.00,'Material Handling','Auto                     ','PRG_9995',929532,201.390,5
'RF154227','RF154227','RF154227',22962.00,'Assembly','Programming              ','PRG_8956',879576,154.300,7
'RF146348','RF146348','RF146348',17123.00,'Assembly','Manual                   ','PRG_4704',71178,261.120,5
'RF216516','RF216516','RF216516',10785.00,'Assembly','Programming              ','PRG_2209',581688,20.490,7
'RF914542','RF914542','RF914542',44321.00,'Assembly','Maintenance              ','PRG_3160',547520,236.400,4
'RF698685','RF698685','RF698685',17434.00,'Welding','Auto                     ','PRG_2087',36210,150.080,6
'RF907457','RF907457','RF907457',19112.00,'Welding','Maintenance              ','PRG_3560',501371,133.710,7
'RF737644','RF737644','RF737644',22526.00,'Painting','Auto                     ','PRG_7230',487555,161.570,7
'RF157692','RF157692','RF157692',33769.00,'Assembly','Maintenance              ','PRG_9702',191682,280.990,5
'RF916551','RF916551','RF916551',41453.00,'Assembly','Programming              ','PRG_1193',49826,299.680,6
'RF168527','RF168527','RF168527',37915.00,'Palletizing','Programming              ','PRG_8629',977732,243.850,6
'RF343649','RF343649','RF343649',49921.00,'Painting','Maintenance              ','PRG_1258',928831,72.340,7
'RF498433','RF498433','RF498433',35317.00,'Palletizing','Maintenance              ','PRG_2984',434353,282.130,4
'RF557809','RF557809','RF557809',23916.00,'Painting','Maintenance              ','PRG_4158',636220,78.850,5
'RF775638','RF775638','RF775638',39216.00,'Welding','Maintenance              ','PRG_9312',464068,61.710,4
'RF607890','RF607890','RF607890',9602.00,'Welding','Maintenance              ','PRG_8176',960379,127.830,5
'RF712636','RF712636','RF712636',38863.00,'Welding','Programming              ','PRG_6555',19778,116.100,6
'RF965516','RF965516','RF965516',20083.00,'Assembly','Maintenance              ','PRG_4204',938243,120.810,7
'RF184167','RF184167','RF184167',13140.00,'Welding','Maintenance              ','PRG_7386',522907,166.390,6
'RF527754','RF527754','RF527754',3130.00,'Assembly','Manual                   ','PRG_3152',656737,265.920,4
'RF391526','RF391526','RF391526',27458.00,'Painting','Auto                     ','PRG_7066',964947,18.810,6
'RF665005','RF665005','RF665005',22820.00,'Palletizing','Maintenance              ','PRG_7311',761326,255.900,4
'RF952308','RF952308','RF952308',22657.00,'Welding','Maintenance              ','PRG_1713',770995,61.110,7
'RF109008','RF109008','RF109008',48292.00,'Material Handling','Programming              ','PRG_8089',789586,136.780,6
'RF855214','RF855214','RF855214',48455.00,'Palletizing','Programming              ','PRG_4567',536143,261.660,4
'RF293543','RF293543','RF293543',11763.00,'Material Handling','Maintenance              ','PRG_3809',341627,102.260,6
'RF674555','RF674555','RF674555',23636.00,'Palletizing','Auto                     ','PRG_1070',507070,83.250,4
'RF904171','RF904171','RF904171',49410.00,'Welding','Maintenance              ','PRG_8013',763218,235.220,4
'RF609947','RF609947','RF609947',23436.00,'Assembly','Manual                   ','PRG_6307',641243,184.980,4
'RF324255','RF324255','RF324255',30709.00,'Assembly','Programming              ','PRG_7005',509555,212.280,5
'RF675281','RF675281','RF675281',29106.00,'Assembly','Maintenance              ','PRG_8384',999055,27.470,5
'RF895348','RF895348','RF895348',24039.00,'Welding','Maintenance              ','PRG_2386',595692,174.480,6
'RF472878','RF472878','RF472878',43307.00,'Painting','Maintenance              ','PRG_4038',642585,118.460,4
'RF814700','RF814700','RF814700',43196.00,'Welding','Manual                   ','PRG_6344',493003,277.810,7
'RF593300','RF593300','RF593300',5304.00,'Welding','Manual                   ','PRG_9995',488336,176.040,5
'RF874684','RF874684','RF874684',46429.00,'Assembly','Maintenance              ','PRG_9725',304301,26.740,4
'RF911158','RF911158','RF911158',13743.00,'Welding','Manual                   ','PRG_7832',624719,255.840,6
'RF275152','RF275152','RF275152',21427.00,'Palletizing','Auto                     ','PRG_8921',39856,273.310,6
'RF125808','RF125808','RF125808',40377.00,'Welding','Programming              ','PRG_2047',972792,206.030,4
'RF390255','RF390255','RF390255',19823.00,'Material Handling','Auto                     ','PRG_4992',400996,177.340,4
'RF954883','RF954883','RF954883',29823.00,'Palletizing','Programming              ','PRG_1815',848891,28.960,4
'RF726861','RF726861','RF726861',19236.00,'Painting','Programming              ','PRG_1829',364809,142.390,7
'RF480448','RF480448','RF480448',3782.00,'Painting','Programming              ','PRG_5827',297065,205.250,6
'RF938675','RF938675','RF938675',11660.00,'Painting','Programming              ','PRG_3016',248923,139.270,7
'RF769341','RF769341','RF769341',21785.00,'Material Handling','Manual                   ','PRG_2862',648561,186.380,5
'RF867327','RF867327','RF867327',40463.00,'Material Handling','Maintenance              ','PRG_3599',776717,281.570,4
'RF844824','RF844824','RF844824',11730.00,'Palletizing','Programming              ','PRG_1413',604888,196.270,4
'RF522167','RF522167','RF522167',49807.00,'Painting','Auto                     ','PRG_9726',206171,105.770,5
'RF241959','RF241959','RF241959',5277.00,'Palletizing','Auto                     ','PRG_4608',377272,42.200,7
'RF989040','RF989040','RF989040',14118.00,'Palletizing','Maintenance              ','PRG_6870',260095,180.680,4
'RF414946','RF414946','RF414946',22652.00,'Material Handling','Maintenance              ','PRG_7821',171877,77.960,4
'RF261738','RF261738','RF261738',31717.00,'Welding','Manual                   ','PRG_5111',901604,125.330,5
'RF818311','RF818311','RF818311',43836.00,'Material Handling','Auto                     ','PRG_2348',881123,280.400,7
'RF181945','RF181945','RF181945',33412.00,'Welding','Auto                     ','PRG_3168',801185,227.620,7
'RF866159','RF866159','RF866159',21489.00,'Welding','Programming              ','PRG_3706',613011,104.950,6
'RF977071','RF977071','RF977071',17834.00,'Painting','Auto                     ','PRG_1750',367694,205.070,5
'RF509160','RF509160','RF509160',24845.00,'Palletizing','Manual                   ','PRG_3950',763217,96.360,5
'RF761759','RF761759','RF761759',16034.00,'Welding','Maintenance              ','PRG_7957',254302,18.140,7
'RF644045','RF644045','RF644045',23271.00,'Material Handling','Auto                     ','PRG_1445',412352,289.070,4
'RF972390','RF972390','RF972390',11727.00,'Palletizing','Manual                   ','PRG_7789',101915,123.140,6
'RF901915','RF901915','RF901915',29319.00,'Welding','Programming              ','PRG_2540',404968,156.150,4
'RF837425','RF837425','RF837425',40674.00,'Welding','Manual                   ','PRG_5943',882647,292.700,4
'RF639884','RF639884','RF639884',3575.00,'Painting','Manual                   ','PRG_5858',77190,179.690,7
'RF565641','RF565641','RF565641',16652.00,'Material Handling','Programming              ','PRG_5804',567529,138.960,6
'RF422866','RF422866','RF422866',43344.00,'Palletizing','Maintenance              ','PRG_7792',650572,295.400,7
'RF193695','RF193695','RF193695',12861.00,'Assembly','Programming              ','PRG_7526',891969,235.060,7
'RF453473','RF453473','RF453473',26834.00,'Material Handling','Auto                     ','PRG_4445',460443,48.560,6
'RF416555','RF416555','RF416555',16548.00,'Material Handling','Maintenance              ','PRG_8031',56117,75.420,4
'RF863248','RF863248','RF863248',24876.00,'Assembly','Manual                   ','PRG_7426',55534,224.890,4
'RF431080','RF431080','RF431080',48715.00,'Painting','Auto                     ','PRG_8401',548579,42.240,4
'RF166053','RF166053','RF166053',40272.00,'Assembly','Programming              ','PRG_7729',508580,125.040,6
'RF194669','RF194669','RF194669',35614.00,'Welding','Auto                     ','PRG_3163',824881,126.370,4
'RF784515','RF784515','RF784515',25782.00,'Painting','Auto                     ','PRG_3686',322173,214.220,6
'RF292373','RF292373','RF292373',32231.00,'Palletizing','Programming              ','PRG_6992',344195,54.810,5
'RF973159','RF973159','RF973159',22854.00,'Painting','Auto                     ','PRG_4436',735145,65.990,7
'RF402055','RF402055','RF402055',16794.00,'Palletizing','Programming              ','PRG_9287',129194,52.310,6
'RF468052','RF468052','RF468052',3829.00,'Palletizing','Maintenance              ','PRG_2720',783392,191.760,6
'RF649638','RF649638','RF649638',18287.00,'Assembly','Auto                     ','PRG_4443',682112,206.920,5
'RF246937','RF246937','RF246937',36849.00,'Material Handling','Maintenance              ','PRG_5686',165150,236.170,6
'RF763549','RF763549','RF763549',48788.00,'Painting','Programming              ','PRG_9519',599640,233.700,7
'RF790777','RF790777','RF790777',11941.00,'Welding','Auto                     ','PRG_4284',128663,284.900,5
'RF765469','RF765469','RF765469',49418.00,'Welding','Programming              ','PRG_1977',832850,146.620,4
'RF146599','RF146599','RF146599',41198.00,'Assembly','Auto                     ','PRG_8230',208983,156.320,6
'RF889499','RF889499','RF889499',47819.00,'Material Handling','Programming              ','PRG_6701',203871,274.110,6
'RF757573','RF757573','RF757573',44927.00,'Assembly','Programming              ','PRG_2935',994974,189.140,5
'RF710334','RF710334','RF710334',26338.00,'Welding','Maintenance              ','PRG_8215',120648,47.080,4
'RF721820','RF721820','RF721820',5867.00,'Welding','Programming              ','PRG_5129',174599,223.780,7
'RF129103','RF129103','RF129103',4428.00,'Palletizing','Programming              ','PRG_4170',186989,108.810,4
'RF614476','RF614476','RF614476',39676.00,'Palletizing','Auto                     ','PRG_3132',289351,217.860,6
'RF347750','RF347750','RF347750',24231.00,'Palletizing','Manual                   ','PRG_8684',897029,14.210,7
'RF522841','RF522841','RF522841',22039.00,'Painting','Auto                     ','PRG_4269',279377,91.910,4
'RF838539','RF838539','RF838539',40580.00,'Material Handling','Maintenance              ','PRG_7299',414607,112.330,4
'RF761653','RF761653','RF761653',44321.00,'Welding','Programming              ','PRG_7894',500798,299.410,4
'RF860842','RF860842','RF860842',16942.00,'Assembly','Maintenance              ','PRG_2336',40896,174.860,4
'RF961916','RF961916','RF961916',4548.00,'Assembly','Programming              ','PRG_6403',989138,268.500,4
'RF679044','RF679044','RF679044',18068.00,'Material Handling','Auto                     ','PRG_8153',956694,210.780,5
'RF228505','RF228505','RF228505',27049.00,'Welding','Manual                   ','PRG_4365',730241,28.400,4
'RF745094','RF745094','RF745094',10695.00,'Assembly','Maintenance              ','PRG_2132',597322,261.870,4
'RF389121','RF389121','RF389121',14441.00,'Palletizing','Auto                     ','PRG_7354',651552,61.540,7
'RF622966','RF622966','RF622966',8465.00,'Palletizing','Programming              ','PRG_6169',157890,44.690,7
'RF235081','RF235081','RF235081',24399.00,'Material Handling','Maintenance              ','PRG_8485',421563,161.280,7
'RF456090','RF456090','RF456090',47854.00,'Welding','Programming              ','PRG_3900',786053,285.400,5
'RF212399','RF212399','RF212399',23622.00,'Welding','Maintenance              ','PRG_5753',44168,107.400,5
'RF184997','RF184997','RF184997',41655.00,'Welding','Auto                     ','PRG_2850',784854,60.240,5
'RF884879','RF884879','RF884879',29392.00,'Material Handling','Maintenance              ','PRG_2526',644279,55.390,7
'RF772409','RF772409','RF772409',21442.00,'Material Handling','Manual                   ','PRG_3638',1632,132.880,7
'RF948855','RF948855','RF948855',46844.00,'Material Handling','Auto                     ','PRG_9409',666887,68.440,7
'RF816767','RF816767','RF816767',6064.00,'Palletizing','Programming              ','PRG_8754',605718,66.300,5
'RF364852','RF364852','RF364852',29116.00,'Material Handling','Maintenance              ','PRG_2050',189853,202.750,4
'RF307325','RF307325','RF307325',17380.00,'Painting','Manual                   ','PRG_1079',715670,113.920,5
'RF707494','RF707494','RF707494',41260.00,'Painting','Auto                     ','PRG_1970',17293,277.780,6
'RF993498','RF993498','RF993498',14085.00,'Welding','Auto                     ','PRG_3031',733332,76.450,7
'RF453137','RF453137','RF453137',34379.00,'Assembly','Auto                     ','PRG_7834',5272,160.970,6
'RF143407','RF143407','RF143407',24768.00,'Assembly','Programming              ','PRG_8769',65467,286.440,4
'RF458769','RF458769','RF458769',24640.00,'Material Handling','Programming              ','PRG_2429',451247,22.240,4
'RF532802','RF532802','RF532802',15680.00,'Material Handling','Programming              ','PRG_2100',534338,247.790,6
'RF307427','RF307427','RF307427',33758.00,'Material Handling','Manual                   ','PRG_6997',956696,108.990,7
'RF933983','RF933983','RF933983',7724.00,'Palletizing','Manual                   ','PRG_2462',523753,147.080,4
'RF265996','RF265996','RF265996',48973.00,'Welding','Programming              ','PRG_5555',444924,282.430,6
'RF385705','RF385705','RF385705',49494.00,'Assembly','Maintenance              ','PRG_6467',8646,207.490,6
'RF249745','RF249745','RF249745',18751.00,'Welding','Manual                   ','PRG_2567',506678,24.930,4
'RF108748','RF108748','RF108748',6098.00,'Palletizing','Auto                     ','PRG_9551',290835,232.330,7
'RF114876','RF114876','RF114876',19580.00,'Palletizing','Auto                     ','PRG_9438',8206,264.530,6
'RF246372','RF246372','RF246372',9157.00,'Material Handling','Programming              ','PRG_8719',519409,94.560,5
'RF112007','RF112007','RF112007',18969.00,'Palletizing','Maintenance              ','PRG_9587',779375,98.680,5
'RF962402','RF962402','RF962402',36037.00,'Material Handling','Maintenance              ','PRG_6921',957512,73.920,7
'RF479735','RF479735','RF479735',39227.00,'Palletizing','Programming              ','PRG_6360',248707,299.620,7
'RF482914','RF482914','RF482914',23162.00,'Painting','Maintenance              ','PRG_5643',229402,166.660,6
'RF748135','RF748135','RF748135',37043.00,'Painting','Auto                     ','PRG_4672',757606,262.730,7
'RF798508','RF798508','RF798508',13634.00,'Welding','Programming              ','PRG_4419',660858,80.110,6
'RF516789','RF516789','RF516789',23298.00,'Painting','Maintenance              ','PRG_7280',723232,263.740,4
'RF441540','RF441540','RF441540',37616.00,'Material Handling','Auto                     ','PRG_5995',606574,13.410,7
'RF589755','RF589755','RF589755',25809.00,'Painting','Manual                   ','PRG_8855',861362,60.160,4
'RF692698','RF692698','RF692698',32721.00,'Palletizing','Programming              ','PRG_2125',307048,37.020,4
'RF613768','RF613768','RF613768',14130.00,'Assembly','Maintenance              ','PRG_6199',246828,295.640,6
'RF451741','RF451741','RF451741',40162.00,'Palletizing','Auto                     ','PRG_3013',479031,240.120,7
'RF456794','RF456794','RF456794',30194.00,'Material Handling','Auto                     ','PRG_9487',869781,209.800,7
'RF824654','RF824654','RF824654',45305.00,'Assembly','Programming              ','PRG_5774',368230,172.400,5
'RF769126','RF769126','RF769126',16359.00,'Assembly','Auto                     ','PRG_7452',542703,67.550,4
'RF282904','RF282904','RF282904',9044.00,'Material Handling','Programming              ','PRG_3222',491627,164.740,7
'RF817104','RF817104','RF817104',7208.00,'Material Handling','Manual                   ','PRG_4520',597187,108.450,6
'RF390397','RF390397','RF390397',41925.00,'Material Handling','Programming              ','PRG_6486',199284,64.790,7
'RF568912','RF568912','RF568912',30495.00,'Welding','Manual                   ','PRG_1954',919491,116.680,6
'RF523254','RF523254','RF523254',34920.00,'Assembly','Maintenance              ','PRG_9046',193579,158.790,7
'RF568529','RF568529','RF568529',24792.00,'Palletizing','Manual                   ','PRG_5941',993774,293.510,5
'RF936996','RF936996','RF936996',38993.00,'Painting','Auto                     ','PRG_2475',882782,268.790,4
'RF842731','RF842731','RF842731',34239.00,'Assembly','Auto                     ','PRG_7794',278311,148.980,4
'RF119413','RF119413','RF119413',10603.00,'Assembly','Manual                   ','PRG_4570',305789,191.810,5
'RF533172','RF533172','RF533172',16913.00,'Welding','Maintenance              ','PRG_1528',409467,48.190,4
'RF508118','RF508118','RF508118',19813.00,'Material Handling','Auto                     ','PRG_4488',805721,275.700,7
'RF446603','RF446603','RF446603',49489.00,'Material Handling','Maintenance              ','PRG_4522',754735,237.750,6
'RF674694','RF674694','RF674694',38093.00,'Palletizing','Auto                     ','PRG_1591',991675,215.150,7
'RF883079','RF883079','RF883079',17091.00,'Welding','Auto                     ','PRG_7626',737598,150.750,7
'RF353782','RF353782','RF353782',43767.00,'Material Handling','Maintenance              ','PRG_8442',95869,97.200,5
'RF398795','RF398795','RF398795',19425.00,'Material Handling','Manual                   ','PRG_8989',822791,24.340,4
'RF109148','RF109148','RF109148',16437.00,'Welding','Auto                     ','PRG_4967',38583,189.480,4
'RF658083','RF658083','RF658083',11721.00,'Painting','Auto                     ','PRG_8919',305093,142.920,5
'RF337442','RF337442','RF337442',8930.00,'Palletizing','Auto                     ','PRG_3948',547487,11.610,4
'RF738130','RF738130','RF738130',30308.00,'Palletizing','Programming              ','PRG_5106',372382,82.290,7
'RF766123','RF766123','RF766123',32568.00,'Welding','Programming              ','PRG_6765',996078,43.630,5
'RF872198','RF872198','RF872198',18934.00,'Welding','Auto                     ','PRG_9144',909059,224.090,4
'RF861539','RF861539','RF861539',13971.00,'Painting','Manual                   ','PRG_9435',590647,226.210,4
'RF231656','RF231656','RF231656',12430.00,'Painting','Maintenance              ','PRG_2363',78839,67.230,4
'RF697096','RF697096','RF697096',3096.00,'Painting','Auto                     ','PRG_6086',701073,127.570,6
'RF845318','RF845318','RF845318',44607.00,'Painting','Auto                     ','PRG_3859',335831,92.910,5
'RF750508','RF750508','RF750508',11491.00,'Palletizing','Auto                     ','PRG_1739',165818,153.530,7
'RF979434','RF979434','RF979434',24867.00,'Welding','Auto                     ','PRG_3241',907349,279.510,5
'RF115822','RF115822','RF115822',41779.00,'Welding','Manual                   ','PRG_3868',261667,257.190,5
'RF478228','RF478228','RF478228',41840.00,'Material Handling','Auto                     ','PRG_2562',765770,63.520,4
'RF680971','RF680971','RF680971',36490.00,'Material Handling','Manual                   ','PRG_4811',582663,53.580,5
'RF606916','RF606916','RF606916',42637.00,'Painting','Programming              ','PRG_3348',383024,77.440,6
'RF237927','RF237927','RF237927',49133.00,'Material Handling','Programming              ','PRG_7934',867675,245.020,6
'RF425049','RF425049','RF425049',16718.00,'Material Handling','Auto                     ','PRG_9124',23228,83.620,6
'RF299810','RF299810','RF299810',30767.00,'Welding','Programming              ','PRG_7168',241773,269.770,7
'RF346305','RF346305','RF346305',40105.00,'Welding','Maintenance              ','PRG_9324',395082,118.750,4
'RF722692','RF722692','RF722692',33731.00,'Assembly','Programming              ','PRG_9142',261281,27.380,4
'RF848953','RF848953','RF848953',22739.00,'Palletizing','Programming              ','PRG_5621',585529,285.510,4
'RF900950','RF900950','RF900950',6107.00,'Painting','Manual                   ','PRG_2553',229267,39.950,6
'RF759729','RF759729','RF759729',17406.00,'Welding','Maintenance              ','PRG_8936',458372,206.940,7
'RF624828','RF624828','RF624828',32936.00,'Material Handling','Auto                     ','PRG_7206',500163,70.830,4
'RF203555','RF203555','RF203555',14837.00,'Painting','Programming              ','PRG_2754',14781,78.590,7
'RF743685','RF743685','RF743685',15020.00,'Painting','Programming              ','PRG_3979',6454,240.220,4
'RF621762','RF621762','RF621762',1809.00,'Assembly','Programming              ','PRG_3431',618348,161.760,5
'RF966482','RF966482','RF966482',25689.00,'Assembly','Auto                     ','PRG_3906',338615,251.180,4
'RF636249','RF636249','RF636249',12185.00,'Painting','Manual                   ','PRG_4417',300367,114.280,7
'RF101634','RF101634','RF101634',20694.00,'Palletizing','Programming              ','PRG_1534',794087,136.800,4
'RF332024','RF332024','RF332024',35805.00,'Material Handling','Programming              ','PRG_7803',547096,111.360,5
'RF640825','RF640825','RF640825',49700.00,'Assembly','Maintenance              ','PRG_6134',21569,180.720,5
'RF287320','RF287320','RF287320',18230.00,'Material Handling','Programming              ','PRG_3786',374065,259.150,5
'RF898490','RF898490','RF898490',27464.00,'Material Handling','Auto                     ','PRG_5627',180343,235.050,6
'RF498733','RF498733','RF498733',21003.00,'Palletizing','Programming              ','PRG_9405',611829,182.770,6
'RF246188','RF246188','RF246188',18420.00,'Material Handling','Auto                     ','PRG_9587',254860,296.780,5
'RF632611','RF632611','RF632611',24879.00,'Assembly','Auto                     ','PRG_4965',736217,230.770,5
'RF132376','RF132376','RF132376',38642.00,'Assembly','Manual                   ','PRG_1972',937714,102.090,6
'RF258719','RF258719','RF258719',31464.00,'Painting','Programming              ','PRG_7543',93167,86.210,7
'RF575911','RF575911','RF575911',33344.00,'Material Handling','Manual                   ','PRG_3476',724448,221.820,6
'RF853928','RF853928','RF853928',18702.00,'Assembly','Maintenance              ','PRG_1494',373247,263.600,6
'RF838923','RF838923','RF838923',37367.00,'Material Handling','Auto                     ','PRG_7720',533774,272.730,4
'RF839341','RF839341','RF839341',42356.00,'Palletizing','Maintenance              ','PRG_2211',694910,148.100,5
'RF953879','RF953879','RF953879',35625.00,'Palletizing','Programming              ','PRG_7352',235362,58.170,5
'RF131152','RF131152','RF131152',4009.00,'Material Handling','Manual                   ','PRG_3969',230778,45.930,6
'RF888669','RF888669','RF888669',20233.00,'Palletizing','Programming              ','PRG_4154',174879,154.540,7
'RF429445','RF429445','RF429445',48479.00,'Material Handling','Manual                   ','PRG_1881',790942,284.520,5
'RF333798','RF333798','RF333798',29525.00,'Material Handling','Manual                   ','PRG_7478',744481,80.030,6
'RF614567','RF614567','RF614567',27257.00,'Painting','Maintenance              ','PRG_8387',414924,106.490,4
'RF739212','RF739212','RF739212',11780.00,'Palletizing','Manual                   ','PRG_1434',216043,101.020,5
'RF150993','RF150993','RF150993',14865.00,'Material Handling','Programming              ','PRG_7148',648486,147.260,5
'RF125914','RF125914','RF125914',5865.00,'Material Handling','Auto                     ','PRG_9610',461508,206.740,7
'RF189963','RF189963','RF189963',21423.00,'Painting','Auto                     ','PRG_9786',685131,187.310,7
'RF842554','RF842554','RF842554',45148.00,'Painting','Programming              ','PRG_8167',393492,62.150,6
'RF250840','RF250840','RF250840',47200.00,'Assembly','Maintenance              ','PRG_7764',688726,91.500,4
'RF657012','RF657012','RF657012',26375.00,'Painting','Manual                   ','PRG_9808',504936,56.510,7
'RF545816','RF545816','RF545816',11303.00,'Painting','Manual                   ','PRG_8815',30632,196.200,7
'RF171712','RF171712','RF171712',31363.00,'Palletizing','Manual                   ','PRG_7523',694962,42.030,4
'RF816580','RF816580','RF816580',38293.00,'Painting','Maintenance              ','PRG_4523',638784,140.480,4
'RF306587','RF306587','RF306587',10005.00,'Material Handling','Maintenance              ','PRG_4963',135738,221.140,4
'RF604902','RF604902','RF604902',21378.00,'Material Handling','Programming              ','PRG_9304',74376,81.270,4
'RF439654','RF439654','RF439654',19164.00,'Material Handling','Programming              ','PRG_9464',981775,46.930,5
'RF479636','RF479636','RF479636',35183.00,'Assembly','Maintenance              ','PRG_4895',863758,154.190,4
'RF528813','RF528813','RF528813',2528.00,'Material Handling','Manual                   ','PRG_5967',227044,89.130,7
'RF787159','RF787159','RF787159',26515.00,'Welding','Maintenance              ','PRG_5569',106490,165.660,7
'RF420504','RF420504','RF420504',14471.00,'Assembly','Manual                   ','PRG_8279',73122,187.930,7
'RF332281','RF332281','RF332281',31026.00,'Painting','Programming              ','PRG_2937',617799,226.040,5
'RF687152','RF687152','RF687152',48143.00,'Welding','Auto                     ','PRG_7591',63989,66.730,5
'RF261351','RF261351','RF261351',27849.00,'Material Handling','Maintenance              ','PRG_8545',371559,145.790,7
'RF711693','RF711693','RF711693',3372.00,'Painting','Manual                   ','PRG_3731',265167,195.110,7
'RF506726','RF506726','RF506726',17487.00,'Material Handling','Maintenance              ','PRG_6347',37587,58.750,4
'RF344580','RF344580','RF344580',15300.00,'Assembly','Programming              ','PRG_7444',198546,88.340,4
'RF879722','RF879722','RF879722',13443.00,'Welding','Maintenance              ','PRG_1724',169779,148.360,5
'RF979531','RF979531','RF979531',43154.00,'Assembly','Programming              ','PRG_8300',161057,192.940,7
'RF931536','RF931536','RF931536',16508.00,'Assembly','Auto                     ','PRG_7941',52724,63.310,5
'RF666264','RF666264','RF666264',29301.00,'Welding','Manual                   ','PRG_7253',203113,77.790,4
'RF218240','RF218240','RF218240',8117.00,'Painting','Manual                   ','PRG_9353',743509,50.520,4
'RF356095','RF356095','RF356095',21994.00,'Material Handling','Programming              ','PRG_4437',316283,29.000,5
