'RF936479','RF936479','RF936479','Normal','Warning','Warning','Warning','Error','Normal','Warning','Error','Warning','Warning','Warning','Warning',69.44,33.79,77.52,41.950,50.1,38.64,6.676,3.608,1.446,2.797,7.838,2.814
'RF132253','RF132253','RF132253','Error','Warning','Normal','Normal','Error','Normal','Normal','Warning','Warning','Warning','Error','Error',50.01,43.15,79.15,50.990,76.08,61.56,3.110,3.567,7.922,8.034,5.266,6.581
'RF619014','RF619014','RF619014','Warning','Error','Normal','Normal','Error','Normal','Normal','Error','Error','Normal','Warning','Warning',55.62,35.25,50.41,68.990,29.54,35.81,2.319,0.778,6.514,6.395,2.004,1.405
'RF708196','RF708196','RF708196','Warning','Error','Normal','Normal','Normal','Normal','Normal','Warning','Error','Normal','Normal','Normal',37.10,44.1,35.17,38.880,76.03,47.43,2.998,5.954,6.635,1.152,0.829,1.637
'RF850168','RF850168','RF850168','Warning','Error','Normal','Normal','Error','Warning','Error','Normal','Normal','Normal','Error','Normal',48.75,36.79,26.94,53.940,70.5,29.14,7.115,5.181,8.122,6.978,2.202,6.892
'RF644501','RF644501','RF644501','Warning','Warning','Warning','Normal','Normal','Error','Normal','Warning','Warning','Normal','Normal','Error',58.63,55.96,50.58,79.990,72.74,73.18,6.703,5.003,9.02,4.250,3.619,9.549
'RF937310','RF937310','RF937310','Normal','Normal','Error','Warning','Warning','Normal','Normal','Error','Normal','Warning','Warning','Error',49.06,40.91,24.8,26.220,69.47,22.29,3.555,3.672,0.773,3.297,9.272,9.623
'RF886638','RF886638','RF886638','Normal','Normal','Warning','Warning','Warning','Normal','Error','Warning','Normal','Error','Warning','Error',29.66,74.46,76.66,65.090,72.36,61.47,6.925,1.639,1.524,0.172,7.6,5.033
'RF403411','RF403411','RF403411','Normal','Error','Warning','Warning','Error','Warning','Warning','Normal','Warning','Normal','Normal','Warning',67.45,49.99,29.0,68.180,27.14,63.7,6.950,2.503,1.658,4.882,4.766,0.574
'RF994878','RF994878','RF994878','Warning','Warning','Error','Warning','Error','Normal','Normal','Warning','Error','Error','Warning','Error',79.11,63.74,70.16,42.810,51.01,51.39,8.202,8.841,1.261,8.585,7.804,6.676
'RF504159','RF504159','RF504159','Warning','Error','Normal','Normal','Normal','Error','Warning','Normal','Warning','Warning','Warning','Warning',60.16,48.61,47.58,79.830,68.56,41.81,7.756,0.812,3.305,0.436,1.39,1.793
'RF747386','RF747386','RF747386','Error','Warning','Warning','Normal','Error','Warning','Normal','Error','Normal','Normal','Normal','Error',23.65,55.75,32.5,41.300,68.43,66.5,0.384,9.334,4.817,7.757,9.188,6.956
'RF891634','RF891634','RF891634','Error','Warning','Error','Error','Warning','Warning','Error','Warning','Normal','Warning','Warning','Warning',34.45,52.52,66.47,27.870,60.13,63.48,1.072,7.165,4.5,0.284,9.174,7.454
'RF216105','RF216105','RF216105','Normal','Warning','Error','Error','Normal','Normal','Warning','Warning','Warning','Error','Normal','Warning',73.93,65.7,79.59,28.590,32.3,40.78,5.057,5.275,1.664,1.897,7.669,1.206
'RF634500','RF634500','RF634500','Error','Normal','Error','Warning','Normal','Warning','Error','Warning','Error','Warning','Error','Error',62.62,62.38,46.06,62.840,21.28,43.8,3.413,6.074,0.399,5.475,6.658,8.855
'RF180250','RF180250','RF180250','Normal','Error','Error','Normal','Warning','Error','Normal','Error','Error','Error','Normal','Warning',30.89,57.94,47.9,51.230,28.11,78.94,9.036,6.705,5.509,5.314,1.067,5.84
'RF372917','RF372917','RF372917','Error','Error','Error','Error','Warning','Warning','Normal','Warning','Normal','Warning','Warning','Warning',62.48,34.44,78.56,45.850,76.67,74.03,8.460,8.372,3.36,7.272,4.291,9.061
'RF288975','RF288975','RF288975','Normal','Warning','Warning','Warning','Warning','Normal','Warning','Error','Warning','Normal','Normal','Normal',53.07,30.22,50.14,22.840,37.31,75.23,4.647,4.16,6.955,3.211,3.844,9.935
'RF672279','RF672279','RF672279','Warning','Error','Normal','Warning','Error','Normal','Error','Error','Normal','Warning','Error','Normal',25.89,67.4,70.0,50.780,46.44,36.18,6.485,1.949,4.277,9.553,5.51,9.939
'RF161301','RF161301','RF161301','Error','Warning','Normal','Error','Normal','Error','Normal','Error','Normal','Error','Normal','Warning',27.36,53.4,47.94,36.400,71.28,51.85,9.955,4.685,3.403,4.302,5.521,8.383
'RF365550','RF365550','RF365550','Error','Error','Normal','Error','Warning','Normal','Warning','Error','Error','Warning','Normal','Error',44.43,69.27,52.77,46.170,38.3,34.13,6.287,0.141,4.297,4.690,2.834,0.914
'RF360664','RF360664','RF360664','Normal','Warning','Normal','Normal','Error','Normal','Error','Error','Warning','Warning','Warning','Error',64.63,20.21,68.9,33.370,48.11,51.07,1.198,9.93,3.153,3.552,6.709,2.884
'RF741454','RF741454','RF741454','Warning','Normal','Error','Warning','Normal','Normal','Error','Warning','Normal','Error','Error','Warning',37.29,51.82,76.52,69.460,68.16,67.13,0.203,4.283,2.787,5.499,1.727,3.375
'RF542180','RF542180','RF542180','Warning','Warning','Warning','Warning','Warning','Warning','Normal','Warning','Normal','Normal','Normal','Error',38.43,38.45,73.76,28.120,42.19,35.32,3.034,1.24,4.414,3.561,7.811,9.196
'RF154227','RF154227','RF154227','Normal','Error','Warning','Normal','Error','Normal','Error','Normal','Normal','Error','Normal','Normal',49.55,23.25,79.64,37.200,71.36,34.78,7.859,0.498,0.546,6.660,1.826,9.417
'RF146348','RF146348','RF146348','Normal','Error','Error','Normal','Warning','Warning','Error','Warning','Error','Error','Warning','Warning',49.84,27.86,54.99,29.170,64.74,66.61,7.920,4.973,5.813,7.688,6.878,4.135
'RF216516','RF216516','RF216516','Warning','Normal','Normal','Normal','Normal','Warning','Error','Error','Normal','Normal','Error','Error',25.28,29.47,53.61,67.480,57.31,27.72,7.765,9.048,5.334,4.267,1.522,4.131
'RF914542','RF914542','RF914542','Error','Normal','Warning','Normal','Error','Error','Warning','Warning','Normal','Warning','Normal','Normal',72.91,32.54,63.65,63.650,30.4,67.99,9.909,7.297,5.997,2.512,8.707,7.723
'RF698685','RF698685','RF698685','Normal','Error','Warning','Warning','Error','Error','Warning','Normal','Normal','Error','Normal','Normal',31.14,29.54,48.93,65.720,51.64,54.37,8.293,1.038,9.492,7.989,9.286,9.77
'RF907457','RF907457','RF907457','Warning','Warning','Error','Error','Normal','Error','Error','Error','Warning','Warning','Normal','Error',38.81,67.49,68.76,79.280,62.03,26.26,7.743,5.977,1.769,3.190,8.074,4.344
'RF737644','RF737644','RF737644','Error','Normal','Normal','Normal','Normal','Error','Error','Error','Normal','Error','Normal','Error',75.37,61.73,31.67,33.750,33.16,48.06,8.264,8.28,4.742,0.876,6.066,5.763
'RF157692','RF157692','RF157692','Error','Error','Normal','Error','Warning','Error','Error','Normal','Error','Normal','Error','Normal',42.18,55.85,55.69,51.650,24.02,32.7,1.850,3.821,6.053,6.697,4.324,4.313
'RF916551','RF916551','RF916551','Warning','Normal','Error','Error','Normal','Normal','Normal','Error','Error','Warning','Normal','Error',49.89,55.96,62.39,70.730,20.34,47.31,3.869,0.49,7.561,7.240,0.285,9.405
'RF168527','RF168527','RF168527','Warning','Error','Normal','Warning','Error','Normal','Normal','Warning','Error','Error','Error','Warning',29.27,72.88,53.76,46.330,44.24,47.98,7.955,3.143,6.953,4.060,5.138,9.164
'RF343649','RF343649','RF343649','Error','Normal','Normal','Normal','Error','Normal','Error','Warning','Error','Warning','Normal','Warning',56.75,56.33,25.08,62.350,30.31,28.32,5.621,3.404,6.147,7.228,1.06,2.452
'RF498433','RF498433','RF498433','Warning','Normal','Normal','Normal','Error','Warning','Normal','Warning','Normal','Warning','Error','Warning',35.22,68.33,23.34,73.780,23.71,69.57,3.122,8.499,2.694,0.436,3.981,2.715
'RF557809','RF557809','RF557809','Error','Warning','Warning','Normal','Warning','Warning','Warning','Normal','Error','Normal','Error','Error',75.52,48.47,30.33,57.520,50.24,71.2,9.329,2.438,1.091,4.482,0.831,6.774
'RF775638','RF775638','RF775638','Warning','Warning','Normal','Warning','Error','Error','Warning','Warning','Error','Normal','Warning','Normal',72.72,47.2,38.8,67.250,25.47,61.69,9.778,9.966,9.653,1.835,7.585,1.366
'RF607890','RF607890','RF607890','Normal','Normal','Normal','Warning','Error','Normal','Warning','Error','Normal','Warning','Normal','Warning',78.17,59.07,54.2,75.940,31.43,69.6,9.128,5.084,2.852,1.983,5.688,7.591
'RF712636','RF712636','RF712636','Warning','Normal','Error','Normal','Warning','Error','Normal','Error','Normal','Normal','Warning','Error',71.06,59.42,72.71,48.030,23.26,63.93,6.207,6.718,0.765,5.433,2.726,6.293
'RF965516','RF965516','RF965516','Warning','Warning','Error','Warning','Warning','Error','Normal','Warning','Warning','Warning','Normal','Normal',37.07,41.94,25.55,57.830,79.45,37.05,9.030,5.26,2.514,4.808,3.233,5.792
'RF184167','RF184167','RF184167','Warning','Normal','Normal','Error','Normal','Error','Error','Warning','Error','Warning','Warning','Error',62.92,37.54,42.41,45.670,54.55,48.39,1.413,2.742,9.626,0.833,8.217,9.17
'RF527754','RF527754','RF527754','Warning','Error','Error','Normal','Warning','Error','Error','Normal','Normal','Error','Normal','Error',34.84,56.86,20.83,78.930,75.36,68.84,4.198,4.059,8.19,7.100,7.974,5.606
'RF391526','RF391526','RF391526','Warning','Error','Warning','Normal','Normal','Warning','Warning','Warning','Warning','Warning','Normal','Error',64.81,74.93,24.57,53.980,47.8,58.32,0.559,2.067,2.628,7.374,5.599,9.242
'RF665005','RF665005','RF665005','Warning','Normal','Normal','Warning','Normal','Warning','Error','Error','Error','Error','Warning','Warning',54.45,49.68,33.36,46.780,29.89,21.76,5.408,1.154,0.5,7.415,5.335,5.574
'RF952308','RF952308','RF952308','Normal','Warning','Warning','Error','Warning','Error','Error','Warning','Error','Error','Warning','Warning',33.81,78.63,49.01,25.780,31.56,22.76,4.507,7.111,4.324,0.569,8.116,3.648
'RF109008','RF109008','RF109008','Error','Warning','Error','Error','Error','Normal','Warning','Error','Error','Normal','Error','Warning',40.35,67.06,79.54,39.300,65.7,32.97,6.214,6.422,8.692,0.188,2.088,6.206
'RF855214','RF855214','RF855214','Warning','Normal','Normal','Normal','Warning','Warning','Normal','Normal','Warning','Error','Error','Error',44.29,51.27,64.26,23.640,47.9,67.85,1.066,9.398,0.355,3.666,9.009,8.34
'RF293543','RF293543','RF293543','Error','Normal','Error','Error','Warning','Warning','Normal','Error','Normal','Error','Warning','Warning',78.48,56.97,21.14,49.930,31.41,62.39,5.111,8.659,0.77,5.581,4.73,4.235
'RF674555','RF674555','RF674555','Warning','Warning','Normal','Error','Normal','Error','Normal','Warning','Normal','Normal','Normal','Normal',68.79,39.16,47.74,69.110,56.01,39.85,2.296,2.641,9.21,2.131,4.513,5.56
'RF904171','RF904171','RF904171','Error','Error','Normal','Error','Error','Error','Error','Error','Error','Warning','Error','Normal',22.08,65.9,47.64,37.370,61.13,40.84,9.958,8.019,1.699,8.400,7.052,4.102
'RF609947','RF609947','RF609947','Warning','Error','Warning','Normal','Warning','Error','Warning','Error','Error','Warning','Normal','Normal',26.05,27.16,56.19,72.020,78.19,62.32,9.526,5.155,1.611,5.920,2.033,7.021
'RF324255','RF324255','RF324255','Normal','Error','Error','Error','Normal','Normal','Error','Warning','Warning','Error','Warning','Normal',60.51,35.35,54.86,55.760,73.65,63.19,2.580,2.794,4.454,5.774,1.457,4.207
'RF675281','RF675281','RF675281','Error','Error','Normal','Error','Warning','Normal','Error','Warning','Warning','Error','Warning','Warning',57.31,29.21,42.89,53.410,32.09,41.52,7.070,9.032,4.088,7.749,7.937,0.515
'RF895348','RF895348','RF895348','Normal','Normal','Normal','Normal','Warning','Normal','Normal','Warning','Normal','Error','Warning','Warning',72.46,48.9,39.16,46.960,32.45,32.66,1.969,6.71,3.854,3.170,8.433,8.923
'RF472878','RF472878','RF472878','Normal','Error','Warning','Normal','Error','Warning','Normal','Warning','Error','Normal','Error','Warning',27.89,38.58,68.93,71.330,26.01,56.66,3.915,7.643,1.791,0.481,0.351,9.917
'RF814700','RF814700','RF814700','Error','Error','Error','Normal','Warning','Normal','Normal','Warning','Error','Error','Error','Error',57.35,54.04,56.15,21.480,54.04,32.21,2.561,8.967,2.928,7.073,4.54,2.604
'RF593300','RF593300','RF593300','Normal','Normal','Warning','Error','Normal','Error','Error','Normal','Error','Warning','Error','Warning',51.34,25.23,66.0,39.170,51.56,75.51,0.253,9.877,8.072,9.284,0.271,0.051
'RF874684','RF874684','RF874684','Error','Warning','Error','Error','Warning','Error','Normal','Normal','Normal','Error','Normal','Error',61.50,30.95,25.68,39.800,73.22,30.17,5.837,7.746,5.668,6.376,8.81,3.661
'RF911158','RF911158','RF911158','Warning','Normal','Error','Normal','Error','Normal','Error','Normal','Error','Error','Error','Warning',76.57,24.34,45.04,79.610,23.95,59.36,7.002,3.543,5.833,2.938,8.072,2.998
'RF275152','RF275152','RF275152','Normal','Normal','Error','Warning','Warning','Normal','Warning','Error','Warning','Normal','Normal','Normal',63.70,41.62,46.86,24.850,43.54,58.91,0.490,5.382,5.746,8.120,2.446,8.454
'RF125808','RF125808','RF125808','Warning','Warning','Error','Normal','Warning','Warning','Normal','Normal','Normal','Warning','Normal','Warning',68.70,25.64,43.17,53.290,67.35,32.13,4.388,2.149,0.34,1.203,7.183,1.807
'RF390255','RF390255','RF390255','Warning','Warning','Error','Error','Error','Normal','Error','Normal','Error','Warning','Warning','Normal',78.89,24.31,34.17,73.880,74.07,72.14,7.354,8.566,0.654,6.992,2.469,9.063
'RF954883','RF954883','RF954883','Warning','Normal','Normal','Error','Normal','Warning','Normal','Warning','Error','Normal','Error','Normal',42.04,78.01,47.48,63.570,62.71,76.8,3.093,8.252,7.197,5.353,1.892,2.501
'RF726861','RF726861','RF726861','Error','Normal','Warning','Warning','Error','Error','Warning','Error','Warning','Error','Error','Error',67.51,42.6,79.85,68.900,70.72,36.9,8.412,8.168,9.017,1.099,8.637,0.03
'RF480448','RF480448','RF480448','Error','Warning','Error','Error','Normal','Warning','Normal','Warning','Error','Warning','Warning','Warning',60.75,42.35,75.43,62.920,60.58,58.0,3.062,6.968,0.543,7.960,7.377,3.857
'RF938675','RF938675','RF938675','Error','Error','Error','Error','Warning','Error','Warning','Error','Warning','Error','Warning','Error',28.01,33.16,42.44,54.820,44.67,63.54,5.027,2.33,9.806,4.397,6.597,9.351
'RF769341','RF769341','RF769341','Warning','Normal','Error','Warning','Error','Normal','Normal','Error','Warning','Error','Normal','Warning',52.80,79.26,31.02,44.410,48.86,44.35,6.745,8.501,5.697,2.044,1.326,8.985
'RF867327','RF867327','RF867327','Normal','Warning','Error','Normal','Normal','Warning','Warning','Normal','Warning','Warning','Warning','Error',45.19,24.68,42.29,34.490,79.27,56.29,6.473,3.999,3.812,7.414,0.214,7.822
'RF844824','RF844824','RF844824','Error','Warning','Error','Normal','Normal','Normal','Warning','Error','Warning','Warning','Error','Warning',62.26,71.68,21.04,50.300,53.22,28.34,0.052,2.011,0.953,9.130,7.312,7.028
'RF522167','RF522167','RF522167','Warning','Warning','Error','Error','Error','Warning','Normal','Warning','Error','Error','Normal','Error',45.93,73.62,59.55,22.020,22.44,21.86,9.374,4.92,9.895,5.901,0.652,8.46
'RF241959','RF241959','RF241959','Error','Normal','Error','Normal','Normal','Warning','Error','Normal','Warning','Normal','Error','Error',30.72,58.28,44.88,60.490,40.06,40.45,3.789,8.343,1.198,6.584,2.747,2.881
'RF989040','RF989040','RF989040','Error','Normal','Normal','Normal','Error','Error','Warning','Error','Warning','Normal','Error','Warning',54.18,23.88,67.05,62.230,62.46,50.94,1.268,2.348,3.473,7.511,6.526,5.416
'RF414946','RF414946','RF414946','Normal','Warning','Error','Normal','Warning','Normal','Normal','Normal','Warning','Warning','Error','Error',71.77,32.96,43.36,53.150,74.74,43.91,1.363,0.519,5.267,7.567,5.097,7.959
'RF261738','RF261738','RF261738','Warning','Warning','Warning','Normal','Error','Warning','Normal','Error','Normal','Normal','Error','Warning',22.46,59.39,69.92,54.240,44.26,68.62,4.783,6.81,7.799,9.174,7.289,6.72
'RF818311','RF818311','RF818311','Normal','Normal','Error','Normal','Normal','Normal','Normal','Normal','Error','Warning','Error','Warning',70.56,48.66,26.84,46.090,23.91,70.95,8.678,0.017,8.962,6.684,3.344,4.695
'RF181945','RF181945','RF181945','Error','Normal','Normal','Warning','Normal','Warning','Error','Error','Normal','Error','Warning','Error',38.27,44.04,72.22,56.070,61.03,68.31,4.033,7.208,3.055,1.987,9.1,4.086
'RF866159','RF866159','RF866159','Normal','Normal','Error','Error','Warning','Warning','Warning','Error','Warning','Error','Normal','Error',49.61,46.34,75.63,43.420,60.08,49.58,1.427,8.305,0.743,0.882,9.67,5.618
'RF977071','RF977071','RF977071','Error','Warning','Error','Error','Warning','Error','Normal','Warning','Warning','Warning','Normal','Warning',43.94,48.9,60.62,49.330,28.31,62.16,4.496,6.727,2.083,4.824,6.963,9.553
'RF509160','RF509160','RF509160','Normal','Warning','Error','Warning','Error','Warning','Normal','Warning','Error','Error','Warning','Normal',67.32,52.86,37.19,39.950,55.02,52.61,9.493,3.204,5.388,5.599,4.32,5.466
'RF761759','RF761759','RF761759','Normal','Warning','Error','Warning','Normal','Normal','Warning','Warning','Normal','Error','Normal','Error',34.72,79.07,38.89,66.620,70.55,40.71,6.023,3.622,0.57,4.937,4.398,9.079
'RF644045','RF644045','RF644045','Warning','Normal','Normal','Warning','Warning','Warning','Warning','Normal','Normal','Warning','Error','Error',68.24,74.16,70.28,49.060,49.52,58.43,1.782,3.77,2.493,6.484,4.328,0.353
'RF972390','RF972390','RF972390','Warning','Warning','Normal','Error','Error','Warning','Error','Error','Warning','Error','Warning','Error',23.76,31.94,45.15,42.200,40.83,53.43,7.377,1.241,4.962,1.137,5.068,8.098
'RF901915','RF901915','RF901915','Warning','Error','Error','Error','Warning','Warning','Error','Normal','Warning','Warning','Error','Normal',44.68,37.1,71.71,39.780,44.83,38.65,3.580,4.802,5.892,0.768,5.352,7.37
'RF837425','RF837425','RF837425','Normal','Error','Error','Normal','Normal','Error','Normal','Warning','Warning','Normal','Normal','Normal',28.15,52.9,75.02,57.370,54.54,59.2,3.296,1.476,9.948,7.521,6.78,4.95
'RF639884','RF639884','RF639884','Error','Normal','Error','Warning','Warning','Warning','Normal','Error','Warning','Error','Error','Normal',40.65,64.6,22.74,34.410,21.8,29.76,7.042,1.266,4.244,5.820,9.776,1.649
'RF565641','RF565641','RF565641','Error','Error','Warning','Normal','Normal','Normal','Normal','Error','Normal','Normal','Normal','Warning',68.54,28.47,20.46,31.080,48.83,60.87,7.480,9.966,4.903,4.561,0.244,1.981
'RF422866','RF422866','RF422866','Warning','Normal','Warning','Warning','Normal','Warning','Normal','Normal','Normal','Error','Warning','Normal',20.40,24.74,47.68,56.510,31.11,61.04,9.818,5.549,7.694,2.374,3.722,0.072
'RF193695','RF193695','RF193695','Error','Warning','Normal','Normal','Normal','Normal','Error','Warning','Warning','Normal','Error','Normal',33.09,74.49,36.72,26.660,71.2,53.38,1.988,6.522,1.378,5.047,5.011,4.302
'RF453473','RF453473','RF453473','Error','Error','Error','Error','Warning','Error','Normal','Normal','Normal','Normal','Normal','Warning',45.02,21.39,69.74,72.980,44.9,28.01,6.743,7.447,9.347,6.798,5.882,8.221
'RF416555','RF416555','RF416555','Error','Error','Normal','Error','Error','Normal','Error','Warning','Error','Warning','Normal','Warning',39.63,50.17,35.08,21.120,29.18,36.76,1.349,7.065,6.154,4.207,4.833,4.171
'RF863248','RF863248','RF863248','Error','Normal','Warning','Error','Warning','Normal','Error','Error','Error','Warning','Error','Normal',64.10,59.51,78.76,66.070,35.86,55.74,0.428,4.421,0.356,8.091,3.691,9.898
'RF431080','RF431080','RF431080','Error','Warning','Error','Error','Warning','Warning','Normal','Warning','Normal','Warning','Warning','Normal',49.55,40.88,76.75,39.610,68.12,65.42,2.750,3.289,4.971,7.062,7.511,0.717
'RF166053','RF166053','RF166053','Warning','Normal','Warning','Error','Warning','Error','Error','Error','Error','Error','Warning','Warning',40.60,63.25,45.46,64.910,50.52,45.29,7.651,2.492,0.241,2.406,4.967,5.09
'RF194669','RF194669','RF194669','Error','Normal','Error','Error','Warning','Error','Error','Normal','Normal','Error','Error','Error',54.76,38.73,75.63,76.390,33.54,69.97,2.901,1.041,9.531,9.624,5.854,7.933
'RF784515','RF784515','RF784515','Warning','Error','Error','Warning','Error','Normal','Normal','Error','Warning','Error','Normal','Error',73.48,49.66,52.68,41.310,46.16,41.09,6.438,1.723,3.696,5.015,2.501,7.239
'RF292373','RF292373','RF292373','Warning','Error','Normal','Normal','Error','Normal','Error','Error','Normal','Warning','Normal','Normal',29.69,37.77,24.82,45.070,33.03,25.71,8.571,7.228,3.769,1.810,5.305,1.793
'RF973159','RF973159','RF973159','Error','Error','Normal','Normal','Warning','Error','Error','Error','Normal','Normal','Warning','Normal',33.45,23.22,44.63,70.380,41.15,20.35,9.653,9.523,3.378,3.159,1.162,0.998
'RF402055','RF402055','RF402055','Warning','Normal','Error','Normal','Normal','Error','Error','Normal','Warning','Error','Error','Error',47.12,27.36,26.9,79.050,63.01,78.56,6.902,2.469,7.333,5.415,0.448,5.64
'RF468052','RF468052','RF468052','Warning','Normal','Error','Warning','Error','Normal','Error','Normal','Error','Error','Normal','Warning',68.78,35.91,36.1,79.380,48.02,36.69,0.457,5.602,1.728,6.992,2.746,2.919
'RF649638','RF649638','RF649638','Warning','Warning','Normal','Normal','Warning','Normal','Warning','Normal','Warning','Error','Warning','Error',50.46,55.03,23.17,79.460,67.77,68.79,10.000,2.221,9.883,8.406,8.441,0.079
'RF246937','RF246937','RF246937','Normal','Error','Normal','Error','Error','Normal','Warning','Error','Warning','Warning','Error','Error',42.12,41.88,72.68,23.770,22.62,31.44,6.540,5.065,5.668,7.268,4.251,2.626
'RF763549','RF763549','RF763549','Warning','Normal','Normal','Warning','Normal','Normal','Normal','Normal','Error','Error','Normal','Normal',74.13,78.94,35.43,32.030,39.69,27.63,0.871,8.792,4.099,6.764,2.26,0.73
'RF790777','RF790777','RF790777','Error','Normal','Normal','Warning','Normal','Warning','Normal','Warning','Normal','Warning','Warning','Error',48.48,25.5,72.13,55.210,51.55,67.54,7.103,2.573,8.558,3.623,2.577,8.046
'RF765469','RF765469','RF765469','Warning','Normal','Error','Warning','Error','Error','Error','Error','Error','Normal','Normal','Normal',78.29,20.08,31.8,77.160,53.43,47.98,1.640,3.503,4.476,8.792,2.711,9.166
'RF146599','RF146599','RF146599','Warning','Normal','Warning','Warning','Warning','Warning','Normal','Normal','Normal','Error','Warning','Error',65.33,64.25,78.5,39.920,47.51,46.6,1.975,6.989,5.692,4.404,6.665,5.184
