'RF504159','RF504159','RF504159','{"load_value": 84.62, "memory_usage": 67.27, "thermal_level": 55.66, "cabinet_humidity": 38.44, "cabinet_temperature": 43.290}'
'RF747386','RF747386','RF747386','{"load_value": 6.73, "memory_usage": 57.3, "thermal_level": 56.52, "cabinet_humidity": 43.66, "cabinet_temperature": 21.340}'
'RF891634','RF891634','RF891634','{"load_value": 1.90, "memory_usage": 25.7, "thermal_level": 26.11, "cabinet_humidity": 48.11, "cabinet_temperature": 23.940}'
'RF216105','RF216105','RF216105','{"load_value": 61.12, "memory_usage": 11.93, "thermal_level": 37.76, "cabinet_humidity": 30.49, "cabinet_temperature": 22.960}'
'RF634500','RF634500','RF634500','{"load_value": 12.77, "memory_usage": 74.49, "thermal_level": 44.77, "cabinet_humidity": 34.28, "cabinet_temperature": 26.580}'
'RF180250','RF180250','RF180250','{"load_value": 72.55, "memory_usage": 7.33, "thermal_level": 26.35, "cabinet_humidity": 45.62, "cabinet_temperature": 34.950}'
'RF372917','RF372917','RF372917','{"load_value": 97.40, "memory_usage": 70.32, "thermal_level": 52.98, "cabinet_humidity": 39.63, "cabinet_temperature": 47.810}'
'RF288975','RF288975','RF288975','{"load_value": 78.10, "memory_usage": 96.41, "thermal_level": 45.26, "cabinet_humidity": 37.77, "cabinet_temperature": 28.410}'
'RF672279','RF672279','RF672279','{"load_value": 22.22, "memory_usage": 28.63, "thermal_level": 45.2, "cabinet_humidity": 34.06, "cabinet_temperature": 27.160}'
'RF161301','RF161301','RF161301','{"load_value": 64.90, "memory_usage": 41.61, "thermal_level": 36.52, "cabinet_humidity": 36.38, "cabinet_temperature": 39.310}'
'RF365550','RF365550','RF365550','{"load_value": 17.91, "memory_usage": 51.44, "thermal_level": 32.19, "cabinet_humidity": 41.58, "cabinet_temperature": 42.480}'
'RF360664','RF360664','RF360664','{"load_value": 64.52, "memory_usage": 90.17, "thermal_level": 38.33, "cabinet_humidity": 52.48, "cabinet_temperature": 21.450}'
'RF741454','RF741454','RF741454','{"load_value": 85.80, "memory_usage": 77.62, "thermal_level": 45.55, "cabinet_humidity": 31.80, "cabinet_temperature": 33.990}'
'RF542180','RF542180','RF542180','{"load_value": 83.18, "memory_usage": 38.95, "thermal_level": 24.05, "cabinet_humidity": 62.95, "cabinet_temperature": 23.090}'
'RF154227','RF154227','RF154227','{"load_value": 78.95, "memory_usage": 13.69, "thermal_level": 37.15, "cabinet_humidity": 59.27, "cabinet_temperature": 30.340}'
'RF146348','RF146348','RF146348','{"load_value": 80.29, "memory_usage": 43.63, "thermal_level": 42.1, "cabinet_humidity": 65.45, "cabinet_temperature": 48.400}'
'RF216516','RF216516','RF216516','{"load_value": 79.37, "memory_usage": 47.56, "thermal_level": 37.65, "cabinet_humidity": 55.56, "cabinet_temperature": 21.650}'
'RF914542','RF914542','RF914542','{"load_value": 37.35, "memory_usage": 6.79, "thermal_level": 49.27, "cabinet_humidity": 47.18, "cabinet_temperature": 40.710}'
'RF698685','RF698685','RF698685','{"load_value": 69.38, "memory_usage": 94.67, "thermal_level": 24.92, "cabinet_humidity": 49.17, "cabinet_temperature": 26.130}'
'RF907457','RF907457','RF907457','{"load_value": 83.46, "memory_usage": 24.66, "thermal_level": 54.32, "cabinet_humidity": 59.92, "cabinet_temperature": 33.070}'
'RF737644','RF737644','RF737644','{"load_value": 90.24, "memory_usage": 36.86, "thermal_level": 54.39, "cabinet_humidity": 57.12, "cabinet_temperature": 26.940}'
'RF157692','RF157692','RF157692','{"load_value": 32.61, "memory_usage": 71.67, "thermal_level": 31.44, "cabinet_humidity": 59.99, "cabinet_temperature": 32.080}'
'RF916551','RF916551','RF916551','{"load_value": 35.58, "memory_usage": 75.37, "thermal_level": 59.99, "cabinet_humidity": 49.40, "cabinet_temperature": 46.100}'
'RF168527','RF168527','RF168527','{"load_value": 83.44, "memory_usage": 61.57, "thermal_level": 54.31, "cabinet_humidity": 48.49, "cabinet_temperature": 21.680}'
'RF343649','RF343649','RF343649','{"load_value": 85.42, "memory_usage": 7.92, "thermal_level": 40.32, "cabinet_humidity": 56.04, "cabinet_temperature": 29.770}'
'RF498433','RF498433','RF498433','{"load_value": 78.94, "memory_usage": 70.67, "thermal_level": 32.48, "cabinet_humidity": 39.00, "cabinet_temperature": 37.600}'
'RF557809','RF557809','RF557809','{"load_value": 5.85, "memory_usage": 56.61, "thermal_level": 39.66, "cabinet_humidity": 57.28, "cabinet_temperature": 37.190}'
'RF775638','RF775638','RF775638','{"load_value": 60.48, "memory_usage": 46.16, "thermal_level": 47.36, "cabinet_humidity": 36.17, "cabinet_temperature": 32.390}'
'RF607890','RF607890','RF607890','{"load_value": 66.31, "memory_usage": 22.6, "thermal_level": 55.37, "cabinet_humidity": 33.08, "cabinet_temperature": 28.390}'
'RF712636','RF712636','RF712636','{"load_value": 85.57, "memory_usage": 89.36, "thermal_level": 27.45, "cabinet_humidity": 64.21, "cabinet_temperature": 41.490}'
'RF965516','RF965516','RF965516','{"load_value": 6.98, "memory_usage": 6.8, "thermal_level": 51.66, "cabinet_humidity": 47.00, "cabinet_temperature": 48.700}'
'RF184167','RF184167','RF184167','{"load_value": 53.36, "memory_usage": 87.63, "thermal_level": 55.37, "cabinet_humidity": 57.20, "cabinet_temperature": 36.510}'
'RF527754','RF527754','RF527754','{"load_value": 57.76, "memory_usage": 53.45, "thermal_level": 36.54, "cabinet_humidity": 50.78, "cabinet_temperature": 39.850}'
'RF391526','RF391526','RF391526','{"load_value": 83.32, "memory_usage": 19.92, "thermal_level": 56.67, "cabinet_humidity": 55.30, "cabinet_temperature": 46.110}'
'RF665005','RF665005','RF665005','{"load_value": 92.33, "memory_usage": 5.58, "thermal_level": 49.67, "cabinet_humidity": 41.85, "cabinet_temperature": 27.530}'
'RF952308','RF952308','RF952308','{"load_value": 98.09, "memory_usage": 92.92, "thermal_level": 24.61, "cabinet_humidity": 41.88, "cabinet_temperature": 38.330}'
'RF109008','RF109008','RF109008','{"load_value": 64.33, "memory_usage": 93.82, "thermal_level": 30.91, "cabinet_humidity": 62.00, "cabinet_temperature": 35.610}'
'RF855214','RF855214','RF855214','{"load_value": 44.61, "memory_usage": 53.97, "thermal_level": 36.7, "cabinet_humidity": 31.53, "cabinet_temperature": 37.580}'
'RF293543','RF293543','RF293543','{"load_value": 15.75, "memory_usage": 67.27, "thermal_level": 36.34, "cabinet_humidity": 45.44, "cabinet_temperature": 40.060}'
'RF674555','RF674555','RF674555','{"load_value": 68.30, "memory_usage": 50.66, "thermal_level": 48.15, "cabinet_humidity": 66.84, "cabinet_temperature": 40.330}'
'RF904171','RF904171','RF904171','{"load_value": 77.93, "memory_usage": 95.54, "thermal_level": 51.62, "cabinet_humidity": 67.55, "cabinet_temperature": 23.950}'
'RF609947','RF609947','RF609947','{"load_value": 16.90, "memory_usage": 7.56, "thermal_level": 53.65, "cabinet_humidity": 42.14, "cabinet_temperature": 34.010}'
'RF324255','RF324255','RF324255','{"load_value": 87.71, "memory_usage": 57.33, "thermal_level": 36.85, "cabinet_humidity": 44.77, "cabinet_temperature": 36.130}'
'RF675281','RF675281','RF675281','{"load_value": 49.22, "memory_usage": 63.74, "thermal_level": 59.88, "cabinet_humidity": 54.74, "cabinet_temperature": 20.500}'
'RF895348','RF895348','RF895348','{"load_value": 54.30, "memory_usage": 30.21, "thermal_level": 36.67, "cabinet_humidity": 30.19, "cabinet_temperature": 40.400}'
'RF472878','RF472878','RF472878','{"load_value": 69.97, "memory_usage": 47.8, "thermal_level": 40.36, "cabinet_humidity": 64.73, "cabinet_temperature": 36.930}'
'RF814700','RF814700','RF814700','{"load_value": 68.77, "memory_usage": 94.22, "thermal_level": 59.49, "cabinet_humidity": 36.93, "cabinet_temperature": 26.330}'
'RF593300','RF593300','RF593300','{"load_value": 65.46, "memory_usage": 53.22, "thermal_level": 58.99, "cabinet_humidity": 50.41, "cabinet_temperature": 21.380}'
'RF874684','RF874684','RF874684','{"load_value": 51.93, "memory_usage": 69.28, "thermal_level": 45.62, "cabinet_humidity": 31.29, "cabinet_temperature": 24.040}'
'RF911158','RF911158','RF911158','{"load_value": 96.06, "memory_usage": 59.56, "thermal_level": 28.06, "cabinet_humidity": 46.43, "cabinet_temperature": 26.390}'
'RF275152','RF275152','RF275152','{"load_value": 31.30, "memory_usage": 39.6, "thermal_level": 29.36, "cabinet_humidity": 43.73, "cabinet_temperature": 38.000}'
'RF125808','RF125808','RF125808','{"load_value": 0.79, "memory_usage": 68.22, "thermal_level": 53.73, "cabinet_humidity": 51.07, "cabinet_temperature": 42.220}'
'RF390255','RF390255','RF390255','{"load_value": 21.50, "memory_usage": 78.15, "thermal_level": 58.48, "cabinet_humidity": 30.02, "cabinet_temperature": 45.830}'
'RF954883','RF954883','RF954883','{"load_value": 17.33, "memory_usage": 58.75, "thermal_level": 53.14, "cabinet_humidity": 44.09, "cabinet_temperature": 24.270}'
'RF726861','RF726861','RF726861','{"load_value": 80.26, "memory_usage": 72.77, "thermal_level": 53.6, "cabinet_humidity": 53.22, "cabinet_temperature": 32.600}'
'RF480448','RF480448','RF480448','{"load_value": 30.29, "memory_usage": 84.72, "thermal_level": 52.67, "cabinet_humidity": 36.04, "cabinet_temperature": 32.420}'
'RF938675','RF938675','RF938675','{"load_value": 76.56, "memory_usage": 10.89, "thermal_level": 47.05, "cabinet_humidity": 50.09, "cabinet_temperature": 27.710}'
'RF769341','RF769341','RF769341','{"load_value": 38.30, "memory_usage": 18.38, "thermal_level": 32.33, "cabinet_humidity": 31.14, "cabinet_temperature": 24.370}'
'RF867327','RF867327','RF867327','{"load_value": 27.76, "memory_usage": 20.37, "thermal_level": 34.02, "cabinet_humidity": 68.04, "cabinet_temperature": 37.400}'
'RF844824','RF844824','RF844824','{"load_value": 49.63, "memory_usage": 33.44, "thermal_level": 23.78, "cabinet_humidity": 51.40, "cabinet_temperature": 25.110}'
'RF522167','RF522167','RF522167','{"load_value": 23.01, "memory_usage": 89.85, "thermal_level": 55.82, "cabinet_humidity": 40.98, "cabinet_temperature": 25.910}'
'RF241959','RF241959','RF241959','{"load_value": 24.66, "memory_usage": 63.92, "thermal_level": 38.74, "cabinet_humidity": 51.58, "cabinet_temperature": 42.920}'
'RF989040','RF989040','RF989040','{"load_value": 44.32, "memory_usage": 69.14, "thermal_level": 28.29, "cabinet_humidity": 61.08, "cabinet_temperature": 28.880}'
'RF414946','RF414946','RF414946','{"load_value": 85.31, "memory_usage": 78.22, "thermal_level": 47.72, "cabinet_humidity": 55.85, "cabinet_temperature": 28.270}'
'RF261738','RF261738','RF261738','{"load_value": 36.35, "memory_usage": 38.16, "thermal_level": 20.35, "cabinet_humidity": 65.06, "cabinet_temperature": 36.930}'
'RF818311','RF818311','RF818311','{"load_value": 44.81, "memory_usage": 64.48, "thermal_level": 31.67, "cabinet_humidity": 43.28, "cabinet_temperature": 34.590}'
'RF181945','RF181945','RF181945','{"load_value": 17.82, "memory_usage": 15.44, "thermal_level": 50.92, "cabinet_humidity": 52.59, "cabinet_temperature": 20.230}'
'RF866159','RF866159','RF866159','{"load_value": 81.45, "memory_usage": 89.58, "thermal_level": 57.81, "cabinet_humidity": 57.86, "cabinet_temperature": 47.710}'
'RF977071','RF977071','RF977071','{"load_value": 31.60, "memory_usage": 8.56, "thermal_level": 59.06, "cabinet_humidity": 69.88, "cabinet_temperature": 42.240}'
'RF509160','RF509160','RF509160','{"load_value": 86.98, "memory_usage": 19.61, "thermal_level": 50.31, "cabinet_humidity": 60.78, "cabinet_temperature": 29.910}'
'RF761759','RF761759','RF761759','{"load_value": 67.29, "memory_usage": 84.67, "thermal_level": 38.53, "cabinet_humidity": 38.32, "cabinet_temperature": 28.630}'
'RF644045','RF644045','RF644045','{"load_value": 43.53, "memory_usage": 1.24, "thermal_level": 42.73, "cabinet_humidity": 54.88, "cabinet_temperature": 33.400}'
'RF972390','RF972390','RF972390','{"load_value": 99.05, "memory_usage": 64, "thermal_level": 20.12, "cabinet_humidity": 59.91, "cabinet_temperature": 20.380}'
'RF901915','RF901915','RF901915','{"load_value": 64.84, "memory_usage": 85.09, "thermal_level": 33.41, "cabinet_humidity": 44.76, "cabinet_temperature": 33.220}'
'RF837425','RF837425','RF837425','{"load_value": 78.86, "memory_usage": 46.7, "thermal_level": 23.04, "cabinet_humidity": 60.32, "cabinet_temperature": 46.060}'
'RF639884','RF639884','RF639884','{"load_value": 33.79, "memory_usage": 92.37, "thermal_level": 51.29, "cabinet_humidity": 38.95, "cabinet_temperature": 31.040}'
'RF565641','RF565641','RF565641','{"load_value": 16.07, "memory_usage": 55.68, "thermal_level": 43.9, "cabinet_humidity": 61.25, "cabinet_temperature": 47.200}'
'RF422866','RF422866','RF422866','{"load_value": 32.76, "memory_usage": 55.38, "thermal_level": 47.03, "cabinet_humidity": 57.46, "cabinet_temperature": 26.590}'
'RF193695','RF193695','RF193695','{"load_value": 97.39, "memory_usage": 76.08, "thermal_level": 58.29, "cabinet_humidity": 56.85, "cabinet_temperature": 29.290}'
'RF453473','RF453473','RF453473','{"load_value": 76.01, "memory_usage": 3.04, "thermal_level": 46.05, "cabinet_humidity": 47.69, "cabinet_temperature": 25.310}'
'RF416555','RF416555','RF416555','{"load_value": 98.55, "memory_usage": 25.63, "thermal_level": 54.98, "cabinet_humidity": 49.14, "cabinet_temperature": 43.190}'
'RF863248','RF863248','RF863248','{"load_value": 0.82, "memory_usage": 78.09, "thermal_level": 41.34, "cabinet_humidity": 42.35, "cabinet_temperature": 46.570}'
'RF431080','RF431080','RF431080','{"load_value": 25.70, "memory_usage": 31.52, "thermal_level": 37.78, "cabinet_humidity": 30.96, "cabinet_temperature": 26.510}'
'RF166053','RF166053','RF166053','{"load_value": 39.02, "memory_usage": 47.67, "thermal_level": 42.73, "cabinet_humidity": 65.19, "cabinet_temperature": 39.100}'
'RF194669','RF194669','RF194669','{"load_value": 62.49, "memory_usage": 7.67, "thermal_level": 25.86, "cabinet_humidity": 60.60, "cabinet_temperature": 41.270}'
'RF784515','RF784515','RF784515','{"load_value": 90.25, "memory_usage": 14.14, "thermal_level": 24.47, "cabinet_humidity": 59.15, "cabinet_temperature": 40.480}'
'RF292373','RF292373','RF292373','{"load_value": 73.79, "memory_usage": 46.91, "thermal_level": 25.2, "cabinet_humidity": 66.35, "cabinet_temperature": 44.590}'
'RF973159','RF973159','RF973159','{"load_value": 97.35, "memory_usage": 32.74, "thermal_level": 21.32, "cabinet_humidity": 58.32, "cabinet_temperature": 46.660}'
'RF402055','RF402055','RF402055','{"load_value": 9.29, "memory_usage": 26.84, "thermal_level": 40.7, "cabinet_humidity": 37.46, "cabinet_temperature": 42.830}'
'RF468052','RF468052','RF468052','{"load_value": 79.27, "memory_usage": 8.95, "thermal_level": 48.56, "cabinet_humidity": 69.88, "cabinet_temperature": 22.940}'
'RF649638','RF649638','RF649638','{"load_value": 35.98, "memory_usage": 93.22, "thermal_level": 25.51, "cabinet_humidity": 65.01, "cabinet_temperature": 41.030}'
'RF246937','RF246937','RF246937','{"load_value": 52.93, "memory_usage": 12.41, "thermal_level": 28.96, "cabinet_humidity": 53.60, "cabinet_temperature": 49.130}'
'RF763549','RF763549','RF763549','{"load_value": 95.60, "memory_usage": 59.45, "thermal_level": 33, "cabinet_humidity": 43.35, "cabinet_temperature": 27.230}'
'RF790777','RF790777','RF790777','{"load_value": 71.35, "memory_usage": 18.85, "thermal_level": 22.12, "cabinet_humidity": 58.91, "cabinet_temperature": 20.190}'
'RF765469','RF765469','RF765469','{"load_value": 71.71, "memory_usage": 51.72, "thermal_level": 36.32, "cabinet_humidity": 67.06, "cabinet_temperature": 24.900}'
'RF146599','RF146599','RF146599','{"load_value": 54.77, "memory_usage": 18.51, "thermal_level": 27.23, "cabinet_humidity": 60.83, "cabinet_temperature": 35.130}'
'RF889499','RF889499','RF889499','{"load_value": 48.30, "memory_usage": 40.53, "thermal_level": 35.04, "cabinet_humidity": 34.77, "cabinet_temperature": 37.290}'
'RF757573','RF757573','RF757573','{"load_value": 6.82, "memory_usage": 3.14, "thermal_level": 38.63, "cabinet_humidity": 56.35, "cabinet_temperature": 48.420}'
'RF710334','RF710334','RF710334','{"load_value": 95.44, "memory_usage": 78, "thermal_level": 52.42, "cabinet_humidity": 32.20, "cabinet_temperature": 36.950}'
'RF721820','RF721820','RF721820','{"load_value": 43.95, "memory_usage": 62.36, "thermal_level": 55.53, "cabinet_humidity": 44.43, "cabinet_temperature": 42.320}'
'RF129103','RF129103','RF129103','{"load_value": 35.57, "memory_usage": 26.51, "thermal_level": 32.33, "cabinet_humidity": 68.06, "cabinet_temperature": 34.220}'
'RF614476','RF614476','RF614476','{"load_value": 41.70, "memory_usage": 67.96, "thermal_level": 43.58, "cabinet_humidity": 50.49, "cabinet_temperature": 29.160}'
'RF347750','RF347750','RF347750','{"load_value": 74.54, "memory_usage": 44.95, "thermal_level": 29.01, "cabinet_humidity": 31.44, "cabinet_temperature": 34.680}'
'RF522841','RF522841','RF522841','{"load_value": 35.07, "memory_usage": 43.62, "thermal_level": 34.89, "cabinet_humidity": 58.54, "cabinet_temperature": 29.820}'
'RF838539','RF838539','RF838539','{"load_value": 11.58, "memory_usage": 51, "thermal_level": 21.52, "cabinet_humidity": 43.40, "cabinet_temperature": 35.480}'
'RF761653','RF761653','RF761653','{"load_value": 94.14, "memory_usage": 96.24, "thermal_level": 59.79, "cabinet_humidity": 46.26, "cabinet_temperature": 29.130}'
'RF860842','RF860842','RF860842','{"load_value": 35.84, "memory_usage": 29.97, "thermal_level": 57.12, "cabinet_humidity": 47.48, "cabinet_temperature": 44.170}'
'RF961916','RF961916','RF961916','{"load_value": 78.95, "memory_usage": 64.07, "thermal_level": 29.75, "cabinet_humidity": 58.18, "cabinet_temperature": 44.510}'
'RF679044','RF679044','RF679044','{"load_value": 4.89, "memory_usage": 63.84, "thermal_level": 45.66, "cabinet_humidity": 67.39, "cabinet_temperature": 39.060}'
'RF228505','RF228505','RF228505','{"load_value": 58.79, "memory_usage": 23.78, "thermal_level": 58.62, "cabinet_humidity": 43.36, "cabinet_temperature": 44.440}'
'RF745094','RF745094','RF745094','{"load_value": 21.48, "memory_usage": 22.55, "thermal_level": 20.03, "cabinet_humidity": 59.70, "cabinet_temperature": 48.160}'
'RF389121','RF389121','RF389121','{"load_value": 62.96, "memory_usage": 98.84, "thermal_level": 22.44, "cabinet_humidity": 52.02, "cabinet_temperature": 36.840}'
'RF622966','RF622966','RF622966','{"load_value": 0.18, "memory_usage": 46.02, "thermal_level": 25.9, "cabinet_humidity": 61.58, "cabinet_temperature": 30.780}'
'RF235081','RF235081','RF235081','{"load_value": 61.98, "memory_usage": 2.63, "thermal_level": 21.19, "cabinet_humidity": 42.16, "cabinet_temperature": 46.140}'
'RF456090','RF456090','RF456090','{"load_value": 6.36, "memory_usage": 23.45, "thermal_level": 34.83, "cabinet_humidity": 65.93, "cabinet_temperature": 34.510}'
'RF212399','RF212399','RF212399','{"load_value": 52.99, "memory_usage": 11.93, "thermal_level": 30.6, "cabinet_humidity": 47.85, "cabinet_temperature": 25.810}'
'RF184997','RF184997','RF184997','{"load_value": 53.02, "memory_usage": 87.73, "thermal_level": 29.16, "cabinet_humidity": 32.26, "cabinet_temperature": 25.760}'
'RF884879','RF884879','RF884879','{"load_value": 28.06, "memory_usage": 62.69, "thermal_level": 33.03, "cabinet_humidity": 68.08, "cabinet_temperature": 26.810}'
'RF772409','RF772409','RF772409','{"load_value": 57.18, "memory_usage": 97.2, "thermal_level": 54.08, "cabinet_humidity": 38.17, "cabinet_temperature": 33.550}'
'RF948855','RF948855','RF948855','{"load_value": 2.11, "memory_usage": 73.28, "thermal_level": 49.07, "cabinet_humidity": 63.37, "cabinet_temperature": 40.800}'
'RF816767','RF816767','RF816767','{"load_value": 14.56, "memory_usage": 62.66, "thermal_level": 56.14, "cabinet_humidity": 40.61, "cabinet_temperature": 47.700}'
'RF364852','RF364852','RF364852','{"load_value": 99.42, "memory_usage": 42.45, "thermal_level": 28.46, "cabinet_humidity": 59.40, "cabinet_temperature": 39.250}'
'RF307325','RF307325','RF307325','{"load_value": 18.04, "memory_usage": 41.24, "thermal_level": 56.77, "cabinet_humidity": 61.79, "cabinet_temperature": 31.340}'
'RF707494','RF707494','RF707494','{"load_value": 28.01, "memory_usage": 99.66, "thermal_level": 53.05, "cabinet_humidity": 41.49, "cabinet_temperature": 33.890}'
'RF993498','RF993498','RF993498','{"load_value": 53.11, "memory_usage": 25.28, "thermal_level": 22.61, "cabinet_humidity": 37.76, "cabinet_temperature": 33.460}'
'RF453137','RF453137','RF453137','{"load_value": 21.79, "memory_usage": 40.61, "thermal_level": 29.68, "cabinet_humidity": 43.70, "cabinet_temperature": 41.470}'
'RF143407','RF143407','RF143407','{"load_value": 3.31, "memory_usage": 52.2, "thermal_level": 56.33, "cabinet_humidity": 64.12, "cabinet_temperature": 25.690}'
'RF458769','RF458769','RF458769','{"load_value": 76.22, "memory_usage": 22.77, "thermal_level": 32.88, "cabinet_humidity": 61.20, "cabinet_temperature": 34.290}'
'RF532802','RF532802','RF532802','{"load_value": 59.92, "memory_usage": 11.12, "thermal_level": 41, "cabinet_humidity": 41.13, "cabinet_temperature": 21.020}'
'RF307427','RF307427','RF307427','{"load_value": 51.47, "memory_usage": 58.1, "thermal_level": 43.49, "cabinet_humidity": 31.81, "cabinet_temperature": 42.770}'
'RF933983','RF933983','RF933983','{"load_value": 44.02, "memory_usage": 50.99, "thermal_level": 28.72, "cabinet_humidity": 49.26, "cabinet_temperature": 34.940}'
'RF265996','RF265996','RF265996','{"load_value": 72.53, "memory_usage": 49.78, "thermal_level": 44.87, "cabinet_humidity": 32.99, "cabinet_temperature": 33.830}'
'RF385705','RF385705','RF385705','{"load_value": 90.98, "memory_usage": 45.36, "thermal_level": 31.36, "cabinet_humidity": 61.24, "cabinet_temperature": 24.730}'
'RF249745','RF249745','RF249745','{"load_value": 24.24, "memory_usage": 18.06, "thermal_level": 56.42, "cabinet_humidity": 61.41, "cabinet_temperature": 21.090}'
'RF108748','RF108748','RF108748','{"load_value": 83.62, "memory_usage": 1.55, "thermal_level": 48.23, "cabinet_humidity": 46.36, "cabinet_temperature": 24.080}'
'RF114876','RF114876','RF114876','{"load_value": 92.38, "memory_usage": 74.83, "thermal_level": 51.37, "cabinet_humidity": 55.24, "cabinet_temperature": 41.190}'
'RF246372','RF246372','RF246372','{"load_value": 30.47, "memory_usage": 56.77, "thermal_level": 54.52, "cabinet_humidity": 53.77, "cabinet_temperature": 31.880}'
'RF112007','RF112007','RF112007','{"load_value": 21.49, "memory_usage": 15.37, "thermal_level": 33.32, "cabinet_humidity": 36.90, "cabinet_temperature": 30.070}'
'RF962402','RF962402','RF962402','{"load_value": 53.63, "memory_usage": 25.05, "thermal_level": 44.53, "cabinet_humidity": 57.55, "cabinet_temperature": 24.090}'
'RF479735','RF479735','RF479735','{"load_value": 7.58, "memory_usage": 31.07, "thermal_level": 35.65, "cabinet_humidity": 60.04, "cabinet_temperature": 24.420}'
'RF482914','RF482914','RF482914','{"load_value": 81.25, "memory_usage": 89.04, "thermal_level": 51.32, "cabinet_humidity": 58.94, "cabinet_temperature": 44.960}'
'RF748135','RF748135','RF748135','{"load_value": 90.08, "memory_usage": 57.88, "thermal_level": 34.47, "cabinet_humidity": 45.06, "cabinet_temperature": 24.720}'
'RF798508','RF798508','RF798508','{"load_value": 60.47, "memory_usage": 41.69, "thermal_level": 45.74, "cabinet_humidity": 67.53, "cabinet_temperature": 20.020}'
'RF516789','RF516789','RF516789','{"load_value": 81.21, "memory_usage": 96.54, "thermal_level": 35.09, "cabinet_humidity": 63.87, "cabinet_temperature": 27.710}'
'RF441540','RF441540','RF441540','{"load_value": 48.51, "memory_usage": 5.04, "thermal_level": 20.25, "cabinet_humidity": 38.52, "cabinet_temperature": 20.280}'
