'RF634500','RF634500','RF634500','E5054','Software','Critical',0.557,'Motor',4054,30,7351.590
'RF180250','RF180250','RF180250',NULL,'Communication','Medium',0.901,'Controller',3373,176,3163.530
'RF372917','RF372917','RF372917','E8985','Communication','High',0.016,'Gearbox',2957,39,5295.550
'RF288975','RF288975','RF288975',NULL,'Communication','Critical',0.821,'Controller',954,110,5322.430
'RF672279','RF672279','RF672279','E9079','Communication','Low',0.746,'Motor',272,91,5445.230
'RF161301','RF161301','RF161301',NULL,'Mechanical','Critical',0.593,'Motor',2063,165,4613.730
'RF365550','RF365550','RF365550',NULL,'Electrical','Medium',0.78,'Controller',1221,148,1169.430
'RF360664','RF360664','RF360664',NULL,'Electrical','High',0.918,'Gearbox',1215,126,3800.510
'RF741454','RF741454','RF741454',NULL,'Software','High',0.314,'Motor',1012,43,3814.250
'RF542180','RF542180','RF542180',NULL,NULL,'Low',0.52,NULL,713,26,8815.940
'RF154227','RF154227','RF154227',NULL,NULL,NULL,0.798,'Gearbox',2782,133,1393.400
'RF146348','RF146348','RF146348','E7159','Communication','Critical',0.314,'Joint',959,138,6583.460
'RF216516','RF216516','RF216516',NULL,'Software','Critical',0.45,'Controller',4522,170,2658.740
'RF914542','RF914542','RF914542','E7845','Electrical',NULL,0.044,'Controller',335,109,9172.570
'RF698685','RF698685','RF698685',NULL,'Electrical','Medium',0.391,'Gearbox',4085,173,9904.030
'RF907457','RF907457','RF907457',NULL,'Communication','High',0.231,'Controller',2390,149,5568.350
'RF737644','RF737644','RF737644','E2525','Electrical','Critical',0.98,'Gearbox',3811,126,4892.610
'RF157692','RF157692','RF157692',NULL,'Mechanical','Low',0.49,'Joint',4406,115,8639.230
'RF916551','RF916551','RF916551','E8739','Communication','High',0.48,'Joint',2029,15,3037.780
'RF168527','RF168527','RF168527',NULL,'Mechanical','Low',0.536,'Controller',1348,159,8156.760
'RF343649','RF343649','RF343649',NULL,'Software','Low',0.464,'Gearbox',1701,163,262.960
'RF498433','RF498433','RF498433','E6449','Software','Critical',0.505,'Controller',4267,68,2233.490
'RF557809','RF557809','RF557809',NULL,NULL,'High',0.278,NULL,3621,157,9611.520
'RF775638','RF775638','RF775638',NULL,'Electrical','Low',0.651,'Controller',785,137,2811.980
'RF607890','RF607890','RF607890','E2317','Communication','High',0.098,'Joint',3609,59,178.090
'RF712636','RF712636','RF712636','E7564',NULL,'Critical',0.78,'Motor',4028,48,4205.910
'RF965516','RF965516','RF965516',NULL,NULL,'Critical',0.194,'Controller',900,13,9066.550
'RF184167','RF184167','RF184167',NULL,'Communication',NULL,0.483,'Controller',3838,45,3085.840
'RF527754','RF527754','RF527754','E3702','Mechanical','Medium',0.417,'Motor',2924,160,1507.960
'RF391526','RF391526','RF391526','E9770','Software','Low',0.021,'Gearbox',2740,113,7072.800
'RF665005','RF665005','RF665005','E3776','Electrical','Medium',0.867,'Motor',1528,80,9357.580
'RF952308','RF952308','RF952308','E6352','Electrical','High',0.508,'Motor',1607,121,7813.330
'RF109008','RF109008','RF109008',NULL,'Communication','Medium',0.186,'Controller',4634,114,7071.800
'RF855214','RF855214','RF855214','E2541','Mechanical','Critical',0.657,'Joint',368,119,3493.790
'RF293543','RF293543','RF293543','E8255',NULL,'Low',0.639,NULL,4123,50,3065.620
'RF674555','RF674555','RF674555',NULL,'Software','Critical',0.901,'Gearbox',2717,149,4722.730
'RF904171','RF904171','RF904171','E5271','Electrical',NULL,0.118,'Joint',1080,158,5255.770
'RF609947','RF609947','RF609947',NULL,'Mechanical','Medium',0.447,'Motor',2765,119,6595.950
'RF324255','RF324255','RF324255',NULL,'Electrical','Low',0.618,'Joint',2853,39,7868.390
'RF675281','RF675281','RF675281','E7898','Communication','High',0.353,'Motor',1009,38,9770.930
'RF895348','RF895348','RF895348',NULL,NULL,NULL,0.167,'Joint',1383,172,1472.770
'RF472878','RF472878','RF472878','E6984','Communication','Medium',0.801,NULL,4549,111,884.250
'RF814700','RF814700','RF814700',NULL,NULL,NULL,0.088,NULL,490,146,5448.910
'RF593300','RF593300','RF593300','E3156','Mechanical','Low',0.238,'Motor',4193,75,2478.850
'RF874684','RF874684','RF874684',NULL,'Mechanical',NULL,0.768,'Joint',503,74,7722.290
'RF911158','RF911158','RF911158','E8901','Communication','Critical',0.739,'Motor',1083,105,274.380
'RF275152','RF275152','RF275152','E7452','Mechanical','Low',0.696,'Gearbox',1068,72,7099.640
'RF125808','RF125808','RF125808','E9655','Electrical','Critical',0.314,'Motor',2642,42,2707.260
'RF390255','RF390255','RF390255',NULL,NULL,'Low',0.096,'Controller',2674,168,5789.780
'RF954883','RF954883','RF954883','E9146','Electrical','Low',0.872,'Gearbox',2308,42,5211.010
'RF726861','RF726861','RF726861','E8888','Electrical','Medium',0.014,'Gearbox',2429,31,1413.720
'RF480448','RF480448','RF480448',NULL,'Software','Low',0.627,NULL,4448,45,6872.930
'RF938675','RF938675','RF938675','E1942','Software','High',0.396,'Gearbox',1331,108,3311.080
'RF769341','RF769341','RF769341','E2474','Mechanical','Low',0.378,'Gearbox',2736,112,787.290
'RF867327','RF867327','RF867327','E4092','Software','Critical',0.457,'Controller',458,5,8569.040
'RF844824','RF844824','RF844824',NULL,'Electrical','High',0.996,'Controller',1434,104,2890.020
'RF522167','RF522167','RF522167','E9928','Mechanical','Critical',0.294,'Joint',3481,9,3029.870
'RF241959','RF241959','RF241959','E4643','Communication','Critical',0.72,'Motor',2659,50,9298.810
'RF989040','RF989040','RF989040',NULL,'Communication','Low',0.106,'Joint',4355,83,300.310
'RF414946','RF414946','RF414946','E2255','Software','High',0.886,NULL,1598,111,6807.200
'RF261738','RF261738','RF261738',NULL,'Communication','High',0.372,'Controller',3866,164,2084.130
'RF818311','RF818311','RF818311',NULL,'Communication','Medium',0.817,'Joint',4938,90,1377.910
'RF181945','RF181945','RF181945','E9608','Mechanical','Medium',0.551,'Motor',845,47,2095.160
'RF866159','RF866159','RF866159','E5515','Communication',NULL,0.646,'Controller',1596,14,2711.520
'RF977071','RF977071','RF977071','E4942','Communication',NULL,0.682,'Controller',2703,177,6823.010
'RF509160','RF509160','RF509160',NULL,'Communication',NULL,0.68,'Motor',1426,123,3733.010
'RF761759','RF761759','RF761759',NULL,'Mechanical','High',0.057,'Joint',906,24,8835.350
'RF644045','RF644045','RF644045',NULL,'Software','High',0.178,NULL,2067,174,7033.430
'RF972390','RF972390','RF972390','E2945','Communication','Medium',0.485,'Motor',480,90,5686.870
'RF901915','RF901915','RF901915',NULL,NULL,'Low',0.5,'Gearbox',4903,121,5659.030
'RF837425','RF837425','RF837425','E3998','Mechanical','Medium',0.012,'Joint',885,35,8414.840
'RF639884','RF639884','RF639884',NULL,'Electrical','Medium',0.076,'Gearbox',2145,142,3666.120
'RF565641','RF565641','RF565641',NULL,'Mechanical',NULL,0.283,'Controller',2524,90,5499.540
'RF422866','RF422866','RF422866','E9614','Communication','Low',0.914,'Joint',4963,169,107.320
'RF193695','RF193695','RF193695',NULL,NULL,'Low',0.795,'Motor',4923,86,6572.920
'RF453473','RF453473','RF453473',NULL,'Mechanical',NULL,0.343,'Joint',4201,122,4581.290
'RF416555','RF416555','RF416555',NULL,'Mechanical','Medium',0.154,'Motor',3152,56,1353.020
'RF863248','RF863248','RF863248','E5267','Mechanical',NULL,0.208,'Gearbox',1642,107,1899.300
'RF431080','RF431080','RF431080','E6939','Mechanical',NULL,0.506,'Gearbox',3709,150,1432.490
'RF166053','RF166053','RF166053','E2502',NULL,'Critical',0.085,'Controller',3079,31,304.840
'RF194669','RF194669','RF194669',NULL,NULL,'Medium',0.082,'Joint',3284,52,7853.210
'RF784515','RF784515','RF784515','E9835','Mechanical','Medium',0.21,'Controller',2261,155,5648.090
'RF292373','RF292373','RF292373','E6578',NULL,'High',0.769,'Gearbox',2934,57,2554.350
'RF973159','RF973159','RF973159',NULL,'Electrical','High',0.518,'Motor',437,155,8570.060
'RF402055','RF402055','RF402055',NULL,'Software','Low',0.173,'Gearbox',573,149,5926.840
'RF468052','RF468052','RF468052','E7311','Electrical','Critical',0.32,'Gearbox',3319,161,9091.950
'RF649638','RF649638','RF649638',NULL,'Electrical','Medium',0.174,'Gearbox',353,62,759.450
'RF246937','RF246937','RF246937',NULL,'Software',NULL,0.522,'Gearbox',4916,94,9380.000
'RF763549','RF763549','RF763549',NULL,'Communication','Low',0.191,'Joint',4432,58,9338.870
'RF790777','RF790777','RF790777','E6626','Mechanical',NULL,0.98,NULL,3455,104,9866.800
'RF765469','RF765469','RF765469','E6502',NULL,'Low',0.328,NULL,222,122,9798.400
'RF146599','RF146599','RF146599',NULL,'Electrical','Medium',0.813,'Joint',1033,29,990.550
'RF889499','RF889499','RF889499',NULL,'Electrical','Medium',0.693,'Gearbox',1208,146,3344.190
'RF757573','RF757573','RF757573',NULL,'Communication','Medium',0.111,'Controller',2222,71,8462.030
'RF710334','RF710334','RF710334',NULL,NULL,NULL,0.03,'Controller',3477,97,7469.400
'RF721820','RF721820','RF721820','E8333','Mechanical','Critical',0.237,'Controller',8,55,9992.430
'RF129103','RF129103','RF129103',NULL,'Electrical','High',0.817,NULL,2207,121,1857.550
'RF614476','RF614476','RF614476',NULL,NULL,'High',0.239,'Joint',2222,105,7368.350
'RF347750','RF347750','RF347750',NULL,'Electrical','Low',0.139,NULL,970,85,5706.040
'RF522841','RF522841','RF522841','E3461',NULL,'High',0.889,'Gearbox',971,77,6159.810
'RF838539','RF838539','RF838539',NULL,'Communication','Critical',0.132,'Controller',3875,153,7703.040
'RF761653','RF761653','RF761653',NULL,'Mechanical','High',0.309,'Controller',2718,134,7028.930
'RF860842','RF860842','RF860842','E3596','Mechanical',NULL,0.144,'Gearbox',1764,112,8992.400
'RF961916','RF961916','RF961916','E7540','Electrical','Medium',0.907,NULL,2779,95,6353.250
'RF679044','RF679044','RF679044',NULL,'Electrical','Medium',0.904,NULL,1885,83,6259.230
'RF228505','RF228505','RF228505',NULL,NULL,'Critical',0.04,'Controller',2406,32,1162.820
'RF745094','RF745094','RF745094','E6125','Mechanical','Medium',0.563,'Gearbox',2979,88,9924.380
'RF389121','RF389121','RF389121','E6871','Communication',NULL,0.434,'Gearbox',4905,19,4374.410
'RF622966','RF622966','RF622966','E5223',NULL,'Medium',0.081,'Motor',1340,97,9088.710
'RF235081','RF235081','RF235081',NULL,'Communication',NULL,0.45,'Gearbox',3753,29,2193.030
'RF456090','RF456090','RF456090',NULL,'Communication','Medium',0.045,NULL,4536,115,2208.650
'RF212399','RF212399','RF212399',NULL,'Mechanical','Medium',0.841,'Motor',2925,53,916.840
'RF184997','RF184997','RF184997','E4725','Communication','High',0.53,'Gearbox',3786,164,6815.500
'RF884879','RF884879','RF884879',NULL,'Electrical','Low',0.074,'Gearbox',556,19,7384.960
'RF772409','RF772409','RF772409','E6614','Software','Low',0.05,'Joint',3420,117,9949.380
'RF948855','RF948855','RF948855','E3161','Mechanical','Low',0.528,'Gearbox',4768,122,1472.220
'RF816767','RF816767','RF816767',NULL,'Mechanical','Low',0.428,'Gearbox',2793,7,3882.410
'RF364852','RF364852','RF364852',NULL,'Mechanical','Medium',0.837,'Motor',1594,11,4254.370
'RF307325','RF307325','RF307325',NULL,'Electrical','Critical',0.954,'Gearbox',2884,171,415.300
'RF707494','RF707494','RF707494',NULL,'Communication','Low',0.937,NULL,2338,173,6002.780
'RF993498','RF993498','RF993498','E3236','Electrical','High',0.188,'Motor',1283,46,1504.230
'RF453137','RF453137','RF453137','E4779','Mechanical','Medium',0.219,NULL,1527,132,7729.540
'RF143407','RF143407','RF143407','E3527','Electrical','Medium',0.717,'Motor',4344,15,2346.780
'RF458769','RF458769','RF458769','E1632',NULL,'High',0.831,'Joint',859,131,8723.850
'RF532802','RF532802','RF532802','E7432','Mechanical','Medium',0.1,'Gearbox',3268,99,2268.530
'RF307427','RF307427','RF307427',NULL,'Electrical','Medium',0.213,'Gearbox',2196,142,9547.410
'RF933983','RF933983','RF933983',NULL,'Communication','Critical',0.967,'Controller',1359,3,8541.020
'RF265996','RF265996','RF265996','E8170','Software','High',0.058,'Motor',4023,5,4668.630
'RF385705','RF385705','RF385705',NULL,'Mechanical','Critical',0.891,'Joint',677,46,6955.950
'RF249745','RF249745','RF249745',NULL,'Software',NULL,0.108,'Joint',1477,136,1556.650
'RF108748','RF108748','RF108748','E2393',NULL,'High',0.183,'Gearbox',1669,154,2814.560
'RF114876','RF114876','RF114876',NULL,'Communication','Medium',0.903,'Motor',2828,114,9071.730
'RF246372','RF246372','RF246372','E5045','Communication','Critical',0.681,'Controller',1060,127,1996.920
'RF112007','RF112007','RF112007',NULL,'Electrical','Medium',0.19,'Motor',4683,68,2354.800
'RF962402','RF962402','RF962402','E2209',NULL,NULL,0.974,'Joint',1097,40,6540.070
'RF479735','RF479735','RF479735',NULL,'Communication','Critical',0.832,'Motor',2808,158,2682.890
'RF482914','RF482914','RF482914',NULL,'Software','Low',0.142,'Gearbox',1084,117,2342.410
'RF748135','RF748135','RF748135','E2933','Communication','Low',0.61,'Motor',4714,104,7142.840
'RF798508','RF798508','RF798508',NULL,'Mechanical',NULL,0.322,NULL,1211,161,4292.410
'RF516789','RF516789','RF516789',NULL,'Mechanical',NULL,0.601,NULL,1632,91,6849.280
'RF441540','RF441540','RF441540',NULL,'Electrical','Low',0.122,'Joint',4245,125,4984.120
'RF589755','RF589755','RF589755',NULL,'Mechanical',NULL,0.279,'Gearbox',2326,73,9621.130
'RF692698','RF692698','RF692698',NULL,'Communication','Low',0.436,'Motor',3507,119,2730.210
'RF613768','RF613768','RF613768',NULL,NULL,NULL,0.353,'Motor',3414,108,424.290
'RF451741','RF451741','RF451741',NULL,'Electrical','Medium',0.624,'Controller',2351,158,5072.520
'RF456794','RF456794','RF456794',NULL,'Communication','High',0.134,NULL,468,162,7837.370
'RF824654','RF824654','RF824654','E4857','Electrical','Low',0.458,NULL,3644,80,4162.710
'RF769126','RF769126','RF769126',NULL,'Mechanical','Medium',0.596,'Joint',3595,84,3713.740
'RF282904','RF282904','RF282904',NULL,'Software','High',0.823,'Gearbox',1931,51,8674.080
'RF817104','RF817104','RF817104',NULL,NULL,'High',0.365,NULL,565,156,4955.610
'RF390397','RF390397','RF390397','E9948','Communication','Medium',0.937,'Controller',1887,159,1134.130
'RF568912','RF568912','RF568912','E8996',NULL,NULL,0.609,NULL,3866,90,2421.200
'RF523254','RF523254','RF523254',NULL,'Communication','Low',0.608,'Gearbox',4448,9,1661.500
'RF568529','RF568529','RF568529',NULL,'Communication','Medium',0.049,'Motor',3573,137,9921.520
'RF936996','RF936996','RF936996','E7338','Electrical','High',0.995,'Motor',3470,45,4856.590
'RF842731','RF842731','RF842731','E8490',NULL,'High',0.994,'Joint',2216,121,5051.340
'RF119413','RF119413','RF119413',NULL,'Electrical','High',0.901,'Controller',3258,162,2527.350
'RF533172','RF533172','RF533172',NULL,'Electrical','Critical',0.682,'Gearbox',4706,17,5800.300
'RF508118','RF508118','RF508118',NULL,NULL,'High',0.94,'Motor',1162,39,2915.360
'RF446603','RF446603','RF446603','E6235',NULL,'Low',0.14,'Motor',2570,34,9850.680
'RF674694','RF674694','RF674694',NULL,NULL,NULL,0.948,NULL,3228,24,6037.230
'RF883079','RF883079','RF883079','E6484','Software','High',0.172,'Gearbox',3691,71,764.550
'RF353782','RF353782','RF353782',NULL,'Software','Medium',0.521,NULL,262,4,4605.990
'RF398795','RF398795','RF398795',NULL,'Mechanical',NULL,0.616,NULL,790,71,9049.520
'RF109148','RF109148','RF109148',NULL,'Electrical',NULL,0.025,'Controller',547,7,1666.730
'RF658083','RF658083','RF658083','E3203','Mechanical','Low',0.255,'Gearbox',1093,80,9665.630
'RF337442','RF337442','RF337442',NULL,'Mechanical','Medium',0.75,'Controller',1268,117,4536.370
'RF738130','RF738130','RF738130','E5573','Electrical','High',0.655,'Joint',208,52,1144.460
'RF766123','RF766123','RF766123',NULL,'Software','High',0.908,NULL,1541,78,5292.370
'RF872198','RF872198','RF872198',NULL,'Software',NULL,0.315,'Controller',1768,35,564.550
'RF861539','RF861539','RF861539',NULL,NULL,'Low',0.322,'Controller',4328,121,7069.450
'RF231656','RF231656','RF231656','E4081','Software','Critical',0.001,'Controller',2438,157,7153.060
'RF697096','RF697096','RF697096','E8659','Communication','Medium',0.754,'Gearbox',3458,133,3675.330
'RF845318','RF845318','RF845318',NULL,'Communication','Medium',0.868,'Gearbox',3057,40,116.380
'RF750508','RF750508','RF750508',NULL,'Software','Low',0.671,NULL,1416,128,2641.490
'RF979434','RF979434','RF979434',NULL,'Electrical','High',0.086,'Joint',2938,123,4244.140
'RF115822','RF115822','RF115822',NULL,'Communication','Medium',0.024,'Gearbox',4628,128,6432.010
'RF478228','RF478228','RF478228','E1603',NULL,'Medium',0.766,'Controller',3006,103,2926.640
'RF680971','RF680971','RF680971','E4565','Software',NULL,0.484,'Motor',3716,42,6650.800
'RF606916','RF606916','RF606916',NULL,'Software',NULL,0.203,'Motor',3759,50,8248.920
'RF237927','RF237927','RF237927','E1626','Software',NULL,0.888,'Motor',287,111,2855.940
'RF425049','RF425049','RF425049','E6392','Mechanical','Medium',0.886,'Gearbox',4822,85,4869.140
'RF299810','RF299810','RF299810','E8305','Mechanical','Medium',0.755,'Controller',518,142,6666.210
'RF346305','RF346305','RF346305','E3546',NULL,NULL,0.868,'Controller',4089,14,7207.620
'RF722692','RF722692','RF722692','E4731','Electrical','Critical',0.494,'Joint',3781,166,3203.920
'RF848953','RF848953','RF848953','E1072',NULL,'High',0.064,NULL,2651,28,6369.570
'RF900950','RF900950','RF900950',NULL,NULL,'Medium',0.293,'Controller',2365,165,3963.590
'RF759729','RF759729','RF759729','E1236','Communication',NULL,0.519,'Controller',1727,92,6389.300
'RF624828','RF624828','RF624828','E9156','Software','Low',0.011,'Motor',965,166,3524.890
'RF203555','RF203555','RF203555',NULL,'Mechanical',NULL,0.376,'Joint',4778,56,5727.830
'RF743685','RF743685','RF743685',NULL,'Software','High',0.673,'Gearbox',565,157,8723.780
'RF621762','RF621762','RF621762','E2274','Communication','Low',0.851,'Controller',4288,28,4941.170
'RF966482','RF966482','RF966482',NULL,'Communication',NULL,0.549,'Gearbox',1903,177,7180.260
'RF636249','RF636249','RF636249','E5721','Communication','Low',0.499,'Motor',1935,28,8325.620
'RF101634','RF101634','RF101634','E1438','Software','High',0.77,'Joint',3193,94,4210.880
'RF332024','RF332024','RF332024','E4892','Electrical',NULL,0.325,'Motor',2900,89,874.910
'RF640825','RF640825','RF640825','E6322','Communication','Critical',0.284,'Controller',2266,142,4631.970
'RF287320','RF287320','RF287320',NULL,'Electrical','High',0.918,'Gearbox',3080,120,5409.030
'RF898490','RF898490','RF898490',NULL,'Mechanical',NULL,0.327,'Motor',3012,125,9076.280
'RF498733','RF498733','RF498733',NULL,NULL,NULL,0.955,NULL,1566,117,6341.280
'RF246188','RF246188','RF246188',NULL,'Electrical','Low',0.832,'Gearbox',1775,63,2345.700
'RF632611','RF632611','RF632611',NULL,'Software','High',0.811,'Controller',3202,148,257.850
'RF132376','RF132376','RF132376','E7630','Electrical','Low',0.858,'Controller',751,79,2103.440
'RF258719','RF258719','RF258719',NULL,'Mechanical','High',0.459,'Motor',3585,1,1026.710
'RF575911','RF575911','RF575911',NULL,'Mechanical','Low',0.235,'Joint',1034,72,2115.950
'RF853928','RF853928','RF853928','E2617','Mechanical','Critical',0.195,'Motor',4455,52,2959.820
'RF838923','RF838923','RF838923','E4166','Electrical',NULL,0.242,'Joint',2737,146,3558.770
'RF839341','RF839341','RF839341','E1667','Electrical','Medium',0.822,NULL,1122,149,1631.640
'RF953879','RF953879','RF953879',NULL,'Mechanical','Medium',0.873,'Motor',1555,39,5454.880
'RF131152','RF131152','RF131152',NULL,'Mechanical',NULL,0.445,'Joint',2303,13,2500.070
'RF888669','RF888669','RF888669',NULL,'Software','Low',0.573,'Motor',2809,162,9858.580
'RF429445','RF429445','RF429445','E2142','Mechanical','Critical',0.813,'Gearbox',2339,15,2911.620
'RF333798','RF333798','RF333798','E3535','Communication','Critical',0.227,'Gearbox',397,39,3269.200
'RF614567','RF614567','RF614567','E9129','Electrical',NULL,0.353,NULL,3934,167,4758.850
'RF739212','RF739212','RF739212','E9063','Mechanical',NULL,0.853,'Controller',3857,73,3298.100
'RF150993','RF150993','RF150993',NULL,'Communication','Medium',0.612,'Controller',3464,145,3356.000
'RF125914','RF125914','RF125914',NULL,'Software','Low',0.228,'Joint',2342,56,3914.430
'RF189963','RF189963','RF189963',NULL,NULL,'Medium',0.626,'Joint',2190,80,9132.730
'RF842554','RF842554','RF842554','E9263','Communication',NULL,0.546,'Motor',4505,157,6514.810
'RF250840','RF250840','RF250840','E3538','Communication',NULL,0.918,'Gearbox',1925,150,1507.700
'RF657012','RF657012','RF657012',NULL,NULL,'High',0.346,'Motor',3063,116,3319.370
'RF545816','RF545816','RF545816','E7824','Electrical','Medium',0.524,'Gearbox',3054,28,716.570
'RF171712','RF171712','RF171712',NULL,NULL,'Low',0.684,'Motor',3211,134,5621.530
'RF816580','RF816580','RF816580',NULL,'Communication','Medium',0.775,NULL,649,158,3918.770
'RF306587','RF306587','RF306587',NULL,'Communication','Critical',0.9,'Gearbox',4774,143,8067.940
'RF604902','RF604902','RF604902','E9594','Electrical','Low',0.504,'Controller',794,78,2119.440
'RF439654','RF439654','RF439654','E8598','Software','Medium',0.938,'Gearbox',2954,1,4502.590
'RF479636','RF479636','RF479636','E2280',NULL,'Medium',0.716,'Controller',2476,40,7869.160
'RF528813','RF528813','RF528813','E4183','Software','Medium',0.376,'Gearbox',3996,61,8379.850
'RF787159','RF787159','RF787159',NULL,NULL,'Low',0.229,'Controller',3827,79,1369.530
'RF420504','RF420504','RF420504',NULL,'Software','Critical',0.887,'Motor',1751,55,5319.120
'RF332281','RF332281','RF332281',NULL,NULL,'Critical',0.939,'Controller',2600,105,177.110
'RF687152','RF687152','RF687152','E1176','Mechanical','Medium',0.289,'Joint',890,167,2201.190
'RF261351','RF261351','RF261351',NULL,'Electrical','Medium',0.924,'Joint',241,95,2342.500
'RF711693','RF711693','RF711693',NULL,NULL,NULL,0.613,NULL,4981,57,2419.610
'RF506726','RF506726','RF506726',NULL,'Software','Critical',0.134,NULL,4909,116,4748.790
'RF344580','RF344580','RF344580',NULL,'Communication','High',0.458,'Joint',3782,140,7736.310
'RF879722','RF879722','RF879722',NULL,'Mechanical',NULL,0.368,'Motor',1727,45,3951.650
'RF979531','RF979531','RF979531',NULL,'Communication',NULL,0.564,NULL,844,131,7964.700
'RF931536','RF931536','RF931536',NULL,'Mechanical','Critical',0.213,'Gearbox',2240,60,4417.690
'RF666264','RF666264','RF666264',NULL,NULL,'Critical',0.907,'Motor',3736,112,8647.930
'RF218240','RF218240','RF218240','E7861',NULL,'Low',0.897,NULL,2613,116,3808.680
'RF356095','RF356095','RF356095','E9811','Software','High',0.915,NULL,1533,145,1141.120
'RF380441','RF380441','RF380441',NULL,NULL,NULL,0.712,'Joint',4394,22,8866.540
'RF685178','RF685178','RF685178',NULL,'Mechanical','Medium',0.355,'Controller',1505,137,765.610
'RF741009','RF741009','RF741009',NULL,'Electrical','Low',0.987,NULL,1395,150,632.450
'RF388557','RF388557','RF388557','E4842','Software','High',0.755,NULL,9,105,8125.720
'RF833861','RF833861','RF833861','E5663','Software',NULL,0.377,'Motor',1705,154,2570.410
'RF697583','RF697583','RF697583','E6936','Software','Critical',0.487,NULL,1322,80,2451.750
'RF626528','RF626528','RF626528',NULL,NULL,'Medium',0.477,'Motor',4757,105,4246.900
'RF685646','RF685646','RF685646',NULL,'Communication','High',0.527,'Gearbox',4987,157,9005.050
'RF378099','RF378099','RF378099','E6909',NULL,'Critical',0.453,'Joint',1272,146,2149.660
'RF622512','RF622512','RF622512',NULL,NULL,'Critical',0.649,'Gearbox',3851,20,4731.850
'RF305880','RF305880','RF305880','E5618','Mechanical','Medium',0.371,'Joint',3631,52,5122.840
'RF477454','RF477454','RF477454',NULL,'Communication','Low',0.226,'Controller',2790,92,2853.640
'RF850212','RF850212','RF850212',NULL,'Mechanical','Medium',0.117,'Gearbox',1509,92,344.720
'RF929806','RF929806','RF929806','E8284','Electrical','Medium',0.152,'Gearbox',2821,106,6130.680
