'RF364852','ABB','Series_662','Delta          ',5.00,2145,'2023-05-16','3.0.1','Controller_B1'
'RF307325','FANUC','Series_603','Articulated    ',100.00,1466,'2024-03-11','5.9.3','Controller_B3'
'RF707494','Yaskawa','Series_840','SCARA          ',50.00,2043,'2023-01-12','8.4.8','Controller_A3'
'RF993498','ABB','Series_573','Articulated    ',3.00,2490,'2022-08-28','1.1.4','Controller_A1'
'RF453137','KUKA','Series_391','Articulated    ',100.00,1483,'2023-05-08','3.2.7','Controller_B5'
'RF143407','Yaskawa','Series_728','Cartesian      ',5.00,985,'2023-06-17','9.7.9','Controller_A2'
'RF458769','KUKA','Series_239','Articulated    ',100.00,1739,'2022-06-05','6.0.5','Controller_C2'
'RF532802','ABB','Series_150','Delta          ',100.00,2386,'2023-12-05','6.3.1','Controller_A1'
'RF307427','KUKA','Series_810','Delta          ',5.00,790,'2023-01-20','6.0.8','Controller_C1'
'RF933983','FANUC','Series_204','Delta          ',50.00,595,'2022-11-10','5.5.4','Controller_A2'
'RF265996','KUKA','Series_721','Collaborative  ',10.00,625,'2024-02-27','5.9.2','Controller_C5'
'RF385705','FANUC','Series_912','Cartesian      ',100.00,1005,'2023-07-30','8.3.2','Controller_C2'
'RF249745','KUKA','Series_833','Cartesian      ',20.00,576,'2023-03-19','9.1.5','Controller_B3'
'RF108748','KUKA','Series_129','Delta          ',10.00,682,'2023-04-23','9.1.6','Controller_C1'
'RF114876','KUKA','Series_696','SCARA          ',100.00,1558,'2024-04-13','7.3.6','Controller_C4'
'RF246372','ABB','Series_721','SCARA          ',5.00,1760,'2023-09-01','7.1.1','Controller_A5'
'RF112007','ABB','Series_664','Articulated    ',20.00,2126,'2022-11-23','9.2.5','Controller_C2'
'RF962402','Yaskawa','Series_649','Cartesian      ',3.00,585,'2024-08-02','4.1.5','Controller_C2'
'RF479735','KUKA','Series_457','Collaborative  ',10.00,2054,'2023-10-14','3.2.6','Controller_C5'
'RF482914','Universal Robots','Series_663','Cartesian      ',200.00,1032,'2023-06-02','4.7.4','Controller_B1'
'RF748135','Yaskawa','Series_760','Cartesian      ',10.00,2416,'2024-08-16','6.7.2','Controller_B1'
'RF798508','KUKA','Series_869','Cartesian      ',50.00,1731,'2024-09-05','1.4.4','Controller_A5'
'RF516789','FANUC','Series_373','Articulated    ',3.00,1576,'2022-10-07','6.5.8','Controller_C2'
'RF441540','Yaskawa','Series_909','Delta          ',50.00,1688,'2023-04-13','3.3.5','Controller_A4'
'RF589755','FANUC','Series_340','Delta          ',200.00,1629,'2023-05-26','5.6.4','Controller_B4'
'RF692698','FANUC','Series_652','SCARA          ',50.00,2349,'2022-11-28','1.2.0','Controller_C2'
'RF613768','FANUC','Series_999','Delta          ',50.00,1878,'2023-09-12','6.5.9','Controller_A4'
'RF451741','ABB','Series_254','Articulated    ',20.00,626,'2024-04-28','5.7.3','Controller_C2'
'RF456794','FANUC','Series_350','SCARA          ',200.00,1285,'2023-04-03','4.5.8','Controller_C3'
'RF824654','ABB','Series_643','Cartesian      ',20.00,733,'2022-07-30','2.3.3','Controller_C2'
'RF769126','ABB','Series_108','Collaborative  ',3.00,2368,'2024-06-03','8.3.5','Controller_A5'
'RF282904','FANUC','Series_203','Articulated    ',100.00,591,'2023-12-10','2.9.6','Controller_B1'
'RF817104','Yaskawa','Series_594','Delta          ',100.00,871,'2022-08-25','7.3.6','Controller_B4'
'RF390397','ABB','Series_416','Cartesian      ',10.00,2085,'2022-12-26','4.7.6','Controller_A2'
'RF568912','KUKA','Series_328','Cartesian      ',200.00,2327,'2023-03-10','4.9.3','Controller_C2'
'RF523254','Universal Robots','Series_601','Articulated    ',10.00,1902,'2023-04-06','6.2.5','Controller_C5'
'RF568529','Universal Robots','Series_953','SCARA          ',3.00,1490,'2023-03-18','1.5.5','Controller_C3'
'RF936996','KUKA','Series_330','SCARA          ',5.00,2483,'2022-12-11','9.1.6','Controller_C2'
'RF842731','KUKA','Series_464','Articulated    ',50.00,1239,'2023-05-23','5.8.2','Controller_B5'
'RF119413','Universal Robots','Series_353','SCARA          ',3.00,2268,'2022-08-16','5.4.6','Controller_A5'
'RF533172','Universal Robots','Series_919','SCARA          ',100.00,864,'2022-08-08','5.3.3','Controller_C5'
'RF508118','Universal Robots','Series_203','SCARA          ',5.00,1960,'2022-09-15','3.2.7','Controller_A2'
'RF446603','KUKA','Series_826','SCARA          ',5.00,2160,'2024-05-11','5.4.5','Controller_C2'
'RF674694','ABB','Series_660','Collaborative  ',5.00,903,'2022-07-23','1.8.1','Controller_C3'
'RF883079','Universal Robots','Series_130','SCARA          ',200.00,2171,'2022-10-23','4.6.1','Controller_C2'
'RF353782','Universal Robots','Series_366','Delta          ',20.00,2385,'2023-03-15','5.0.4','Controller_B2'
'RF398795','KUKA','Series_440','Delta          ',5.00,726,'2023-07-18','7.6.5','Controller_C5'
'RF109148','Yaskawa','Series_323','Cartesian      ',5.00,1570,'2022-11-11','4.8.7','Controller_A3'
'RF658083','KUKA','Series_544','Collaborative  ',200.00,1231,'2023-01-01','3.7.4','Controller_C3'
'RF337442','Universal Robots','Series_192','SCARA          ',5.00,646,'2023-05-06','6.4.6','Controller_B1'
'RF738130','KUKA','Series_899','Delta          ',50.00,649,'2023-08-29','3.1.1','Controller_A4'
'RF766123','Universal Robots','Series_788','Collaborative  ',50.00,1782,'2023-09-05','3.2.7','Controller_A5'
'RF872198','KUKA','Series_593','Collaborative  ',3.00,1286,'2023-06-25','9.1.9','Controller_A3'
'RF861539','KUKA','Series_774','Cartesian      ',3.00,2032,'2023-12-24','7.9.9','Controller_C1'
'RF231656','Universal Robots','Series_285','Collaborative  ',200.00,1860,'2024-10-27','5.3.2','Controller_C4'
'RF697096','Universal Robots','Series_514','Collaborative  ',20.00,2434,'2023-12-22','4.0.0','Controller_C4'
'RF845318','ABB','Series_430','Cartesian      ',20.00,1523,'2023-06-08','3.2.1','Controller_B5'
'RF750508','Yaskawa','Series_281','Delta          ',50.00,2204,'2023-05-20','1.0.4','Controller_A5'
'RF979434','Universal Robots','Series_630','Delta          ',5.00,758,'2022-07-08','7.6.9','Controller_C5'
'RF115822','Yaskawa','Series_571','Articulated    ',100.00,676,'2024-02-20','9.0.4','Controller_B4'
'RF478228','KUKA','Series_871','Articulated    ',200.00,2178,'2024-11-10','6.6.2','Controller_C3'
'RF680971','FANUC','Series_103','SCARA          ',200.00,1950,'2022-06-07','2.6.6','Controller_A5'
'RF606916','KUKA','Series_635','Cartesian      ',50.00,647,'2024-10-02','9.5.1','Controller_A3'
'RF237927','ABB','Series_967','Cartesian      ',10.00,1719,'2024-03-13','8.0.7','Controller_A4'
'RF425049','ABB','Series_764','Cartesian      ',10.00,1766,'2023-09-05','7.5.1','Controller_B2'
'RF299810','FANUC','Series_366','Articulated    ',10.00,1362,'2023-03-24','1.5.6','Controller_B1'
'RF346305','FANUC','Series_113','SCARA          ',3.00,1507,'2023-06-04','9.0.7','Controller_A2'
'RF722692','KUKA','Series_876','Articulated    ',200.00,1451,'2023-12-01','1.6.5','Controller_C4'
'RF848953','KUKA','Series_906','Delta          ',3.00,1401,'2024-10-11','3.5.4','Controller_B2'
'RF900950','Universal Robots','Series_472','Collaborative  ',20.00,1905,'2024-05-05','9.1.1','Controller_B5'
'RF759729','KUKA','Series_981','Collaborative  ',10.00,888,'2023-06-24','5.4.8','Controller_A2'
'RF624828','Universal Robots','Series_598','Delta          ',50.00,2113,'2023-10-20','5.7.3','Controller_A5'
'RF203555','Yaskawa','Series_864','Cartesian      ',10.00,2295,'2022-06-25','6.6.6','Controller_C2'
'RF743685','Yaskawa','Series_300','Cartesian      ',20.00,1064,'2024-09-25','8.4.5','Controller_B2'
'RF621762','FANUC','Series_493','Cartesian      ',5.00,1462,'2024-07-23','2.4.9','Controller_B4'
'RF966482','KUKA','Series_529','Cartesian      ',5.00,2424,'2023-05-31','3.9.6','Controller_A3'
'RF636249','ABB','Series_172','Collaborative  ',5.00,2086,'2024-10-26','8.6.2','Controller_C5'
'RF101634','Universal Robots','Series_355','Articulated    ',10.00,1693,'2023-08-30','9.8.7','Controller_C1'
'RF332024','Yaskawa','Series_170','Cartesian      ',100.00,2142,'2023-10-16','1.0.9','Controller_B1'
'RF640825','Yaskawa','Series_125','SCARA          ',100.00,1897,'2024-10-06','9.9.3','Controller_B3'
'RF287320','ABB','Series_542','Delta          ',5.00,1748,'2022-11-01','2.2.5','Controller_C2'
'RF898490','FANUC','Series_916','Articulated    ',3.00,1959,'2024-03-14','1.0.5','Controller_C3'
'RF498733','FANUC','Series_117','SCARA          ',50.00,1071,'2023-02-08','9.4.9','Controller_C5'
'RF246188','ABB','Series_838','SCARA          ',3.00,1503,'2024-04-26','3.4.2','Controller_B3'
'RF632611','Universal Robots','Series_742','Cartesian      ',5.00,717,'2023-11-20','8.6.4','Controller_A4'
'RF132376','Yaskawa','Series_753','Delta          ',20.00,1362,'2023-06-04','6.6.2','Controller_C5'
'RF258719','ABB','Series_481','Collaborative  ',10.00,840,'2022-07-13','1.7.3','Controller_C4'
'RF575911','KUKA','Series_528','SCARA          ',200.00,1953,'2024-04-10','9.3.8','Controller_A4'
'RF853928','Universal Robots','Series_206','Cartesian      ',10.00,1319,'2024-02-29','8.8.0','Controller_B2'
'RF838923','Yaskawa','Series_314','SCARA          ',200.00,972,'2024-09-13','2.0.9','Controller_A2'
'RF839341','ABB','Series_686','Collaborative  ',10.00,1779,'2023-03-13','2.4.9','Controller_A4'
'RF953879','FANUC','Series_466','SCARA          ',5.00,1189,'2024-05-15','3.4.9','Controller_A1'
'RF131152','Yaskawa','Series_832','Articulated    ',20.00,2275,'2024-05-21','8.3.9','Controller_B3'
'RF888669','Universal Robots','Series_892','Collaborative  ',50.00,912,'2024-11-08','2.7.3','Controller_C4'
'RF429445','KUKA','Series_486','Cartesian      ',10.00,1942,'2023-12-07','6.5.1','Controller_B3'
'RF333798','FANUC','Series_302','SCARA          ',20.00,1716,'2023-06-25','1.1.4','Controller_B4'
'RF614567','Yaskawa','Series_137','Cartesian      ',20.00,906,'2024-03-19','4.9.6','Controller_C2'
'RF739212','ABB','Series_514','Cartesian      ',20.00,2451,'2024-03-24','1.5.3','Controller_C1'
'RF150993','Yaskawa','Series_172','SCARA          ',20.00,572,'2024-06-08','8.3.3','Controller_B5'
'RF125914','ABB','Series_702','Delta          ',10.00,1659,'2023-11-30','2.0.1','Controller_B2'
'RF189963','KUKA','Series_532','SCARA          ',200.00,1997,'2024-05-21','8.7.2','Controller_A2'
'RF842554','Yaskawa','Series_364','Cartesian      ',50.00,1150,'2022-09-02','6.9.9','Controller_B4'
'RF250840','KUKA','Series_753','Delta          ',3.00,1845,'2022-09-09','9.2.0','Controller_C1'
'RF657012','KUKA','Series_446','SCARA          ',200.00,1702,'2024-04-19','6.7.2','Controller_C4'
'RF545816','FANUC','Series_384','SCARA          ',5.00,2321,'2022-11-19','2.4.3','Controller_A5'
'RF171712','KUKA','Series_190','SCARA          ',200.00,1920,'2024-04-28','1.2.5','Controller_A3'
'RF816580','Universal Robots','Series_431','SCARA          ',50.00,1574,'2023-12-24','1.4.0','Controller_A4'
'RF306587','KUKA','Series_861','Cartesian      ',50.00,1590,'2024-02-07','1.8.9','Controller_A2'
'RF604902','Universal Robots','Series_674','Cartesian      ',3.00,2006,'2024-08-11','9.1.0','Controller_A4'
'RF439654','FANUC','Series_627','Articulated    ',50.00,1388,'2023-07-20','3.7.3','Controller_C2'
'RF479636','Yaskawa','Series_583','Collaborative  ',20.00,871,'2024-02-14','1.5.8','Controller_B4'
'RF528813','Universal Robots','Series_911','SCARA          ',100.00,2372,'2024-07-23','1.0.8','Controller_C3'
