'RF997271','RF997271','RF997271',32.03,56.55,26.900,37.22,45.83,45.25,5.730,5.513,9.898,8.881,3.721,3.291,0.0725,0.036,0.0395,0.0032,0.0343,0.0884
'RF789089','RF789089','RF789089',30.58,38.39,58.810,41.0,22.34,63.57,6.372,4.334,6.188,0.852,1.955,5.579,0.0466,0.001,0.0602,0.0724,0.0791,0.0268
'RF258464','RF258464','RF258464',22.09,78.86,50.370,72.54,39.76,23.08,0.817,3.809,6.283,9.835,8.553,7.028,0.0221,0.009,0.0153,0.0535,0.0332,0.02
'RF527980','RF527980','RF527980',59.09,39.3,47.350,38.95,59.48,22.29,2.913,0.354,4.546,0.535,8.305,7.027,0.0496,0.067,0.0636,0.0626,0.0176,0.0601
'RF369276','RF369276','RF369276',26.37,70.32,55.370,69.32,37.97,26.33,3.462,2.192,2.885,9.582,1.988,6.612,0.0454,0.074,0.078,0.0021,0.0455,0.0851
'RF399618','RF399618','RF399618',44.71,29.76,40.490,79.93,46.19,42.91,0.754,7.902,9.458,8.279,6.659,1.303,0.0413,0.017,0.0293,0.0198,0.0118,0.0244
'RF221032','RF221032','RF221032',68.83,36.46,47.680,42.55,44.33,50.02,1.200,6.991,7.665,1.457,6.721,2.426,0.0486,0.034,0.0955,0.0599,0.0637,0.097
'RF316276','RF316276','RF316276',34.47,67.94,72.140,55.76,65.75,62.11,1.163,3.604,0.64,0.376,9.765,3.2,0.0176,0.028,0.0053,0.0159,0.0437,0.0543
'RF659402','RF659402','RF659402',34.59,76.59,39.160,56.97,65.95,64.21,1.594,5.398,4.262,8.031,6.941,8.062,0.0051,0.096,0.0686,0.0896,0.0029,0.0375
'RF365945','RF365945','RF365945',69.92,25.09,49.970,20.64,71.20,69.42,5.045,3.749,6.522,9.784,6.767,0.821,0.0421,0.036,0.0175,0.0274,0.0376,0.0593
'RF274021','RF274021','RF274021',56.26,59.6,64.640,76.3,67.27,34.35,7.542,0.204,0.909,0.834,6.786,8.667,0.0217,0.038,0.0729,0.0243,0.0853,0.0985
'RF936479','RF936479','RF936479',76.00,37.75,48.930,53.27,29.86,44.79,6.145,6.868,4.44,5.614,4.977,6.944,0.0904,0.069,0.0462,0.0961,0.0513,0.0853
'RF132253','RF132253','RF132253',41.25,72.77,79.470,75.41,25.61,65.11,8.068,5.618,2.552,1.232,8.942,6.706,0.0003,0.073,0.0417,0.0505,0.0347,0.0871
'RF619014','RF619014','RF619014',64.96,64.89,64.780,33.65,21.24,42.17,7.563,0.52,0.052,8.960,5.91,5.409,0.0695,0.072,0.0331,0.0184,0.0140,0.0447
'RF708196','RF708196','RF708196',69.34,35.81,48.170,42.42,52.65,52.56,9.180,6.541,3.888,5.888,4.493,8.174,0.0563,0.059,0.0071,0.0836,0.0297,0.0619
'RF850168','RF850168','RF850168',74.39,67.63,67.250,28.57,57.24,65.79,5.265,0.571,8.596,1.678,3.496,4.122,0.0868,0.053,0.0255,0.0305,0.0900,0.0038
'RF644501','RF644501','RF644501',27.62,41.57,76.140,46.83,35.59,50.07,0.800,5.597,5.43,9.406,9.398,4.769,0.0216,0.062,0.0652,0.0197,0.0284,0.0874
'RF937310','RF937310','RF937310',39.28,71.2,66.500,39.03,58.42,62.87,0.511,0.46,7.954,8.258,4.474,5.052,0.0735,0.049,0.0438,0.0187,0.0232,0.0426
'RF886638','RF886638','RF886638',26.45,62.15,70.900,72.65,40.34,71.38,7.207,6.167,9.271,2.074,1.497,3.916,0.0138,0.019,0.0062,0.0554,0.0119,0.0096
'RF403411','RF403411','RF403411',74.01,78.26,24.950,58.98,57.70,34.05,3.292,3.734,8.345,3.615,9.266,2.289,0.0498,0.039,0.0726,0.0086,0.0402,0.0128
'RF994878','RF994878','RF994878',36.25,37.47,35.620,26.61,59.83,31.32,2.759,9.152,6.454,0.110,4.506,3.619,0.0269,0.001,0.0182,0.0449,0.0587,0.0668
'RF504159','RF504159','RF504159',35.96,63.18,38.830,23.99,56.24,28.49,6.821,3.066,1.879,2.460,5.344,9.357,0.0418,0.062,0.0544,0.0697,0.0605,0.0547
'RF747386','RF747386','RF747386',30.59,33.22,35.610,55.43,21.25,54.27,1.745,9.733,4.65,1.841,8.267,3.153,0.0123,0.098,0.0343,0.0724,0.0187,0.0422
'RF891634','RF891634','RF891634',42.36,67.87,42.880,42.24,37.69,53.5,9.840,9.467,4.914,3.172,2.853,1.303,0.0570,0.034,0.0027,0.0638,0.0597,0.008
'RF216105','RF216105','RF216105',51.53,55.46,30.450,76.59,25.77,34.04,9.482,4.688,1.749,3.670,0.536,1.987,0.0905,0.086,0.0366,0.0568,0.0356,0.0797
'RF634500','RF634500','RF634500',59.85,70.24,77.800,35.62,48.60,42.8,6.431,7.344,8.719,8.911,4.627,3.982,0.0870,0.015,0.0055,0.0153,0.0807,0.0144
'RF180250','RF180250','RF180250',73.89,77.92,27.910,48.87,30.02,40.43,0.326,9.498,0.803,5.434,8.899,7.106,0.0081,0.030,0.0732,0.0672,0.0542,0.0254
'RF372917','RF372917','RF372917',74.45,61.61,29.320,46.65,56.78,77.95,5.780,4.751,6.852,8.189,4.341,8.651,0.0464,0.083,0.0995,0.083,0.0119,0.0761
'RF288975','RF288975','RF288975',62.80,35.95,79.240,64.42,63.75,78.9,9.486,6.881,4.013,1.722,4.411,1.015,0.0538,0.029,0.0469,0.0985,0.0772,0.0386
'RF672279','RF672279','RF672279',25.71,25.4,21.210,47.59,57.37,76.78,6.608,7.41,1.514,3.650,5.227,9.908,0.0845,0.025,0.021,0.0839,0.0268,0.0899
'RF161301','RF161301','RF161301',73.72,76.03,24.900,23.33,62.76,26.42,6.903,7.587,7.921,9.347,3.764,1.566,0.0292,0.004,0.0139,0.0635,0.0626,0.0934
'RF365550','RF365550','RF365550',52.96,29.84,58.310,63.79,36.16,41.49,1.810,9.571,5.554,1.308,0.878,2.686,0.0602,0.008,0.0431,0.0806,0.0282,0.0529
'RF360664','RF360664','RF360664',22.96,55.55,50.450,39.0,76.01,73.51,8.174,5.96,3.881,9.248,3.358,0.341,0.0739,0.006,0.0885,0.0203,0.0330,0.0037
'RF741454','RF741454','RF741454',31.82,65.04,33.640,57.04,78.34,40.77,6.423,2.164,2.069,1.829,4.334,2.405,0.0692,0.027,0.0408,0.0675,0.0590,0.0115
'RF542180','RF542180','RF542180',33.40,39.84,71.040,21.77,38.06,36.77,4.469,1.085,1.437,4.407,0.383,3.304,0.0613,0.040,0.0143,0.0529,0.0710,0.07
'RF154227','RF154227','RF154227',22.12,67.6,40.160,48.45,54.28,37.41,4.265,0.986,9.88,1.445,4.602,3.506,0.0801,0.013,0.0877,0.0252,0.0376,0.0239
'RF146348','RF146348','RF146348',36.94,21.38,47.460,39.4,22.38,21.6,7.866,1.31,5.177,9.211,6.599,6.958,0.0183,0.090,0.0101,0.0858,0.0800,0.0259
'RF216516','RF216516','RF216516',40.65,64.68,46.910,28.29,67.42,53.61,4.174,4.891,4.921,6.171,5.444,9.566,0.0980,0.091,0.0476,0.0982,0.0135,0.045
'RF914542','RF914542','RF914542',25.12,79.21,79.750,26.54,55.88,47.37,7.794,1.171,0.111,8.524,2.383,2.298,0.0998,0.026,0.0047,0.0585,0.0570,0.0869
'RF698685','RF698685','RF698685',76.65,22.6,64.760,47.28,22.26,78.36,8.042,6.261,1.99,5.065,9.379,6.499,0.0134,0.000,0.0124,0.0052,0.0423,0.0313
'RF907457','RF907457','RF907457',40.22,22.09,31.260,35.89,43.54,42.18,9.400,4.618,9.535,8.690,0.778,7.645,0.0333,0.051,0.0189,0.0745,0.0996,0.0483
'RF737644','RF737644','RF737644',62.10,50.14,27.050,30.31,42.75,57.69,3.912,8.839,2.254,2.565,8.866,4.299,0.0536,0.017,0.0508,0.017,0.0286,0.005
'RF157692','RF157692','RF157692',73.45,51.81,44.020,20.72,36.85,59.85,1.832,6.442,7.899,0.234,7.808,0.007,0.0102,0.079,0.0199,0.0051,0.0471,0.0365
'RF916551','RF916551','RF916551',76.28,45.74,20.560,23.04,67.37,32.17,3.746,9.918,6.975,8.374,2.541,0.654,0.0737,0.090,0.0229,0.0548,0.0083,0.0318
'RF168527','RF168527','RF168527',75.65,35.06,72.650,71.59,61.66,30.2,2.310,8.388,1.509,9.166,3.367,0.032,0.0817,0.019,0.0562,0.0094,0.0936,0.0804
'RF343649','RF343649','RF343649',50.77,23.62,21.790,47.33,48.13,61.63,7.929,2.019,9.705,3.803,7.278,8.759,0.0957,0.053,0.0178,0.0124,0.0824,0.0811
'RF498433','RF498433','RF498433',67.99,22.64,61.140,38.67,63.52,31.01,7.171,2.055,7.426,8.388,1.892,2.302,0.0634,0.092,0.0645,0.09,0.0685,0.0561
'RF557809','RF557809','RF557809',62.19,72.18,72.290,64.7,38.08,33.62,9.022,4.176,1.42,4.591,4.235,0.792,0.0995,0.074,0.0614,0.0961,0.0892,0.0262
'RF775638','RF775638','RF775638',69.36,71.35,40.700,25.1,21.68,20.1,4.659,9.536,8.933,5.198,0.772,2.639,0.0729,0.024,0.0561,0.0188,0.0852,0.0503
'RF607890','RF607890','RF607890',35.62,23.65,48.120,40.9,52.01,67.01,7.885,2.56,8.947,6.436,0.641,6.983,0.0180,0.087,0.0168,0.0232,0.0926,0.0917
'RF712636','RF712636','RF712636',39.50,54.55,33.060,44.69,20.33,47.35,5.999,4.13,6.092,2.467,8.529,4.66,0.0215,0.095,0.0176,0.0853,0.0062,0.0786
'RF965516','RF965516','RF965516',52.60,49.7,47.480,57.22,51.64,41.03,6.039,9.335,0.379,1.465,3.537,3.445,0.0946,0.085,0.007,0.0213,0.0972,0.0077
'RF184167','RF184167','RF184167',67.93,32.95,34.440,53.29,47.58,41.51,6.424,3.468,2.196,4.145,4.542,7.66,0.0088,0.093,0.0842,0.0162,0.0308,0.0566
'RF527754','RF527754','RF527754',77.79,49.37,47.050,70.55,44.73,56.54,3.940,4.94,5.63,7.231,0.649,1.624,0.0348,0.060,0.0086,0.0672,0.0433,0.0096
'RF391526','RF391526','RF391526',57.93,28.03,34.280,71.59,40.96,52.4,6.991,3.374,0.073,8.768,7.385,5.615,0.0513,0.009,0.0661,0.034,0.0920,0.0804
'RF665005','RF665005','RF665005',36.30,68.15,30.620,53.09,38.02,38.28,3.884,0.526,8.878,5.120,9.989,0.991,0.0555,0.060,0.0799,0.0289,0.0499,0.0033
'RF952308','RF952308','RF952308',34.29,65.73,21.280,48.64,38.76,40.91,6.666,6.868,3.251,8.684,8.507,8.489,0.0950,0.075,0.0713,0.0753,0.0058,0.0021
'RF109008','RF109008','RF109008',54.10,40.17,41.480,57.46,70.29,20.96,8.076,0.729,0.415,5.067,8.629,7.947,0.0172,0.069,0.0183,0.0635,0.0358,0.0633
'RF855214','RF855214','RF855214',72.99,36.03,40.840,55.46,46.49,29.37,0.107,1.228,7.698,2.610,9.33,8.042,0.0574,0.020,0.0384,0.0775,0.0409,0.0556
'RF293543','RF293543','RF293543',71.55,59.87,68.960,52.88,47.81,34.44,5.980,1.277,3.128,1.023,3.261,1.382,0.0320,0.074,0.0558,0.0661,0.0125,0.0652
'RF674555','RF674555','RF674555',25.06,45.81,42.400,70.59,41.08,66.67,3.163,5.083,8.373,0.188,1.208,3.209,0.0200,0.020,0.0117,0.0687,0.0876,0.0025
'RF904171','RF904171','RF904171',20.56,65.36,56.470,55.09,65.32,71.95,9.729,7.4,9.118,5.729,8.675,0.074,0.0205,0.068,0.0614,0.0549,0.0174,0.0805
'RF609947','RF609947','RF609947',21.51,55.09,64.310,50.42,45.26,21.42,6.990,4.026,6.957,3.612,9.94,1.131,0.0585,0.070,0.0517,0.048,0.0697,0.0073
'RF324255','RF324255','RF324255',48.27,29.57,42.130,46.57,35.28,67.17,4.466,3.233,8.214,9.803,6.662,1.35,0.0285,0.094,0.0015,0.0194,0.0526,0.0854
'RF675281','RF675281','RF675281',65.37,39.58,28.340,46.8,42.07,52.57,4.130,7.736,8.742,3.165,7.39,5.719,0.0709,0.012,0.0575,0.0403,0.0832,0.0955
'RF895348','RF895348','RF895348',64.08,79.61,28.750,25.84,74.36,64.44,3.609,9.371,2.55,7.532,3.122,4.27,0.0270,0.062,0.0929,0.0708,0.0601,0.0253
'RF472878','RF472878','RF472878',48.36,55.79,58.540,64.69,34.53,45.43,7.823,2.772,2.841,4.568,5.262,5.852,0.0930,0.001,0.0226,0.0057,0.0887,0.023
'RF814700','RF814700','RF814700',75.22,56.02,59.440,67.88,53.76,41.71,5.314,8.889,7.399,2.518,1.222,0.736,0.0111,0.006,0.0705,0.0601,0.0008,0.0458
'RF593300','RF593300','RF593300',60.33,61.88,55.360,43.87,56.74,59.47,0.158,2.36,3.477,1.387,4.892,5.066,0.0473,0.014,0.0398,0.0959,0.0595,0.0611
'RF874684','RF874684','RF874684',75.24,27.31,35.500,34.81,64.82,68.59,2.933,9.742,9.88,7.917,8.611,5.852,0.0157,0.075,0.0754,0.0968,0.0242,0.0798
'RF911158','RF911158','RF911158',70.78,36.63,39.440,54.08,20.99,72.44,2.275,8.825,4.653,7.561,7.082,4.677,0.0133,0.095,0.0653,0.0481,0.0755,0.0517
'RF275152','RF275152','RF275152',45.41,23.95,21.750,35.84,35.18,42.35,7.301,8.209,9.818,7.977,3.814,5.887,0.0614,0.079,0.0896,0.008,0.0672,0.0084
'RF125808','RF125808','RF125808',57.55,63.73,64.020,60.82,21.60,27.57,3.827,8.976,9.132,5.249,1.009,3.268,0.0916,0.073,0.0508,0.0327,0.0888,0.0668
'RF390255','RF390255','RF390255',71.91,32.1,72.440,22.5,46.31,41.87,1.287,9.375,7.274,7.846,2.649,3.119,0.0894,0.039,0.012,0.0006,0.0688,0.0324
'RF954883','RF954883','RF954883',29.53,37.36,49.340,51.1,38.50,71.65,8.736,1.319,2.534,0.444,4.115,9.305,0.0438,0.035,0.0515,0.0638,0.0465,0.0112
'RF726861','RF726861','RF726861',67.09,42.15,30.040,42.43,56.89,77.42,2.737,8.172,8.532,2.106,1.266,6.883,0.0788,0.097,0.0933,0.0785,0.0111,0.0137
'RF480448','RF480448','RF480448',73.72,47.48,58.200,24.21,20.27,67.96,8.206,5.509,4.268,6.419,2.465,1.708,0.0500,0.069,0.0615,0.0819,0.0263,0.0843
'RF938675','RF938675','RF938675',68.60,24.2,24.230,79.35,65.34,47.05,2.928,2.83,8.439,7.747,9.051,0.612,0.0868,0.045,0.0928,0.0904,0.0522,0.0266
'RF769341','RF769341','RF769341',60.66,36.82,29.960,71.64,68.90,24.71,5.998,0.11,1.817,0.946,3.486,6.159,0.0061,0.023,0.0342,0.0513,0.0676,0.0523
'RF867327','RF867327','RF867327',71.80,71.36,68.200,25.96,20.53,37.76,7.902,8.026,2.981,5.633,2.974,4.389,0.0743,0.022,0.076,0.0329,0.0798,0.0074
'RF844824','RF844824','RF844824',38.47,47.79,58.200,79.4,49.59,33.5,5.574,3.748,2.865,9.881,9.38,4.595,0.0030,0.063,0.0478,0.0552,0.0716,0.0268
'RF522167','RF522167','RF522167',77.23,33.85,67.590,32.65,66.99,52.34,2.271,0.024,1.332,3.720,4.558,3.39,0.0855,0.078,0.0892,0.0759,0.0986,0.0147
'RF241959','RF241959','RF241959',45.72,54.66,47.380,39.45,68.80,41.05,7.710,9.532,3.335,2.387,4.034,7.756,0.0693,0.005,0.0157,0.0968,0.0634,0.0494
'RF989040','RF989040','RF989040',36.85,43.1,79.280,21.31,53.16,75.73,7.363,6.052,9.656,0.390,1.032,4.112,0.0745,0.082,0.0027,0.0502,0.0753,0.0487
'RF414946','RF414946','RF414946',23.01,57.77,47.230,43.77,67.45,57.93,9.126,2.119,4.333,6.171,2.562,4.933,0.0569,0.064,0.0534,0.0293,0.0380,0.0269
'RF261738','RF261738','RF261738',57.70,68.12,50.990,50.47,48.06,22.88,9.332,1.878,2.826,1.243,5.982,4.27,0.0944,0.077,0.0982,0.0176,0.0629,0.0968
'RF818311','RF818311','RF818311',65.94,39.2,57.710,35.82,42.76,54.1,5.385,6.791,1.054,9.211,8.315,1.991,0.0515,0.010,0.0987,0.0423,0.0195,0.0565
'RF181945','RF181945','RF181945',31.73,73.77,35.280,44.54,28.44,33.69,0.111,3.954,8.833,0.956,1.167,9.819,0.0077,0.069,0.0213,0.0933,0.0937,0.0158
'RF866159','RF866159','RF866159',45.70,69.19,63.990,56.27,37.10,20.35,6.099,8.166,4.471,4.405,6.274,7.785,0.0161,0.094,0.0305,0.0102,0.0273,0.0223
'RF977071','RF977071','RF977071',61.44,37.94,28.070,39.07,49.21,49.7,9.737,1.262,0.717,5.706,0.18,5.828,0.0290,0.042,0.0558,0.0518,0.0396,0.0853
'RF509160','RF509160','RF509160',33.05,46.82,67.330,69.2,54.42,29.02,5.346,8.095,3.264,6.724,8.866,5.624,0.0915,0.044,0.0481,0.0981,0.0961,0.0995
'RF761759','RF761759','RF761759',65.64,33.38,53.640,51.26,37.31,49.99,8.708,3.095,8.958,6.639,6.571,3.401,0.0988,0.038,0.0567,0.0637,0.0714,0.096
'RF644045','RF644045','RF644045',72.00,60.93,36.010,33.07,61.80,75.53,1.545,0.259,4.405,8.623,5.768,4.793,0.0101,0.013,0.0932,0.0396,0.0569,0.0643
'RF972390','RF972390','RF972390',73.67,76.83,73.740,76.78,74.73,29.17,3.274,1.198,5.945,4.943,3.68,6.272,0.0585,0.098,0.098,0.0954,0.0819,0.0507
'RF901915','RF901915','RF901915',29.19,30.45,31.930,61.62,64.68,60.27,8.480,0.021,7.133,8.718,9.866,1.028,0.0097,0.070,0.0526,0.0178,0.0377,0.0778
'RF837425','RF837425','RF837425',22.33,31.95,74.550,54.91,71.12,41.29,1.359,5.39,9.262,9.790,8.396,8.431,0.0433,0.046,0.0006,0.036,0.0381,0.0087
'RF639884','RF639884','RF639884',31.08,43.14,74.080,75.68,63.55,37.91,1.991,0.985,5.326,8.092,1.576,2.891,0.0586,0.076,0.0208,0.068,0.0038,0.0592
'RF565641','RF565641','RF565641',25.39,61.67,77.800,31.14,72.42,56.19,3.573,9.558,2.243,2.864,5.686,5.268,0.0437,0.041,0.038,0.0482,0.0038,0.0914
'RF422866','RF422866','RF422866',27.72,38.56,67.750,57.27,49.47,57.2,3.305,7.472,4.607,2.678,8.942,1.51,0.0441,0.094,0.0933,0.0237,0.0503,0.0346
'RF193695','RF193695','RF193695',37.55,44.83,43.990,56.74,72.47,39.14,8.734,1.42,8.521,1.180,0.288,1.96,0.0979,0.042,0.023,0.071,0.0914,0.0438
'RF453473','RF453473','RF453473',61.12,79.74,38.310,26.23,40.76,46.24,9.527,7.416,4.774,6.203,4.729,0.619,0.0142,0.032,0.0248,0.0083,0.0313,0.0323
'RF416555','RF416555','RF416555',21.22,70.28,65.220,68.64,63.04,39.79,4.595,5.865,8.612,3.947,5.808,5.756,0.0729,0.056,0.0324,0.0933,0.0763,0.0203
'RF863248','RF863248','RF863248',63.37,74.32,50.880,56.08,68.61,52.2,9.340,0.359,9.933,5.951,9.712,0.042,0.0575,0.021,0.0567,0.0438,0.0787,0.0354
'RF431080','RF431080','RF431080',71.05,66.17,35.520,71.33,63.95,73.54,5.862,5.591,5.51,4.547,8.918,7.037,0.0020,0.094,0.0442,0.0177,0.0039,0.0343
'RF166053','RF166053','RF166053',24.46,45.24,21.930,32.74,72.97,22.1,1.254,1.912,6.06,4.556,0.929,1.329,0.0525,0.005,0.0366,0.064,0.0855,0.03
'RF194669','RF194669','RF194669',55.04,59.84,62.990,56.15,69.93,63.6,3.528,5.293,4.45,3.923,4.805,8.875,0.0447,0.044,0.0323,0.0309,0.0369,0.0923
'RF784515','RF784515','RF784515',32.65,33.95,62.270,34.27,75.29,40.45,7.394,3.683,8.249,2.378,3.521,6.869,0.0439,0.063,0.0861,0.0079,0.0508,0.0197
'RF292373','RF292373','RF292373',64.23,51.6,41.910,25.13,70.75,75.47,6.425,7.819,7.805,7.787,8.763,0.889,0.0911,0.047,0.0472,0.0937,0.0666,0.086
'RF973159','RF973159','RF973159',55.92,28.47,61.120,64.59,67.51,78.34,0.261,6.934,5.129,7.916,7.514,1.576,0.0755,0.076,0.0046,0.0205,0.0722,0.0639
'RF402055','RF402055','RF402055',32.80,61.73,23.010,71.73,28.09,78.06,8.951,8.849,3.567,5.652,5.49,7.428,0.0544,0.043,0.0368,0.0728,0.0314,0.0615
'RF468052','RF468052','RF468052',44.43,45.65,43.320,66.73,32.27,51.65,7.769,5.962,8.751,8.984,0.206,4.759,0.0182,0.006,0.0602,0.055,0.0874,0.0524
'RF649638','RF649638','RF649638',64.56,75.12,22.320,26.72,46.73,47.22,1.470,2.483,7.558,5.300,4.141,7.059,0.0366,0.056,0.0012,0.0714,0.0413,0.0932
'RF246937','RF246937','RF246937',26.21,78.2,22.180,78.17,25.32,63.89,8.969,1.491,0.239,7.208,9.764,7.096,0.0048,0.056,0.0432,0.0693,0.0758,0.0562
'RF763549','RF763549','RF763549',70.15,45.03,24.340,54.04,27.43,49.48,8.211,6.824,9.654,2.756,6.591,5.244,0.0073,0.094,0.0761,0.0459,0.0942,0.03
'RF790777','RF790777','RF790777',29.54,57.82,56.180,55.5,60.16,63.61,7.850,3.797,6.022,4.457,7.952,0.889,0.0216,0.023,0.0033,0.0691,0.0947,0.0803
'RF765469','RF765469','RF765469',65.90,77.67,25.620,53.31,68.28,21.9,2.003,6.334,7.386,9.288,7.049,0.823,0.0616,0.001,0.0745,0.0939,0.0376,0.0613
'RF146599','RF146599','RF146599',55.83,31.98,44.030,27.65,79.78,21.81,6.912,3.256,1.668,4.970,7.981,5.329,0.0094,0.098,0.089,0.0195,0.0384,0.0055
'RF889499','RF889499','RF889499',40.14,33.25,77.810,38.53,59.43,42.25,6.422,5.077,0.703,7.849,7.631,9.438,0.0221,0.077,0.0486,0.024,0.0113,0.0514
'RF757573','RF757573','RF757573',59.45,79.09,41.290,46.38,78.07,69.28,5.388,8.653,9.998,0.139,9.91,2.77,0.0497,0.045,0.0608,0.07,0.0289,0.0863
'RF710334','RF710334','RF710334',27.65,29.26,56.510,25.51,51.84,25.64,8.594,7.125,2.897,8.702,1.1,6.494,0.0091,0.089,0.0323,0.0202,0.0135,0.0488
'RF721820','RF721820','RF721820',49.89,60.98,44.280,39.06,75.45,43.22,3.350,7.777,8.552,3.721,4.525,9.85,0.0614,0.035,0.0486,0.0274,0.0658,0.0453
'RF129103','RF129103','RF129103',78.65,36.62,47.580,38.88,68.28,59.64,4.089,6.121,1.491,4.668,4.625,9.297,0.0282,0.093,0.0413,0.089,0.0459,0.0476
'RF614476','RF614476','RF614476',75.32,50.58,37.920,52.11,29.28,40.98,7.972,0.502,6.862,9.354,6.071,9.607,0.0148,0.027,0.0084,0.0995,0.0121,0.0226
'RF347750','RF347750','RF347750',30.05,67.78,22.180,28.02,42.83,77.57,7.052,6.805,9.488,4.493,9.995,0.922,0.0434,0.081,0.092,0.0832,0.0370,0.0322
'RF522841','RF522841','RF522841',66.59,78.88,45.990,66.42,55.98,42.8,2.853,9.702,2.051,0.507,9.17,5.597,0.0068,0.044,0.0478,0.0471,0.0957,0.0943
'RF838539','RF838539','RF838539',20.61,35.23,62.960,54.75,40.42,51.44,1.204,2.146,0.869,8.070,7.348,5.816,0.0761,0.024,0.0301,0.04,0.0153,0.0655
'RF761653','RF761653','RF761653',44.95,62.59,57.190,46.79,29.37,40.02,2.114,9.675,7.767,8.777,9.775,4.054,0.0024,0.032,0.0309,0.008,0.0504,0.0007
'RF860842','RF860842','RF860842',28.06,44.78,56.900,27.06,45.59,77.21,7.651,8.908,7.983,2.608,2.224,8.267,0.0859,0.035,0.0006,0.0295,0.0410,0.0748
'RF961916','RF961916','RF961916',60.16,78.05,20.880,65.18,31.34,53.06,7.583,3.564,5.361,0.707,6.487,5.312,0.0049,0.074,0.0928,0.0204,0.0404,0.0202
'RF679044','RF679044','RF679044',79.39,37.04,77.780,62.94,74.59,32.65,6.150,9.756,6.413,4.862,3.105,2.205,0.0968,0.080,0.0436,0.0558,0.0992,0.0794
'RF228505','RF228505','RF228505',70.31,43.13,64.290,38.28,72.32,61.2,7.998,0.424,1.086,5.660,4.45,6.284,0.0953,0.057,0.0406,0.0819,0.0548,0.0965
'RF745094','RF745094','RF745094',23.56,52.71,61.810,63.26,44.31,59.47,1.042,1.213,6.806,2.531,7.434,4.566,0.0590,0.069,0.0231,0.069,0.0964,0.0253
'RF389121','RF389121','RF389121',35.35,39.32,42.060,30.13,71.06,20.1,6.995,2.734,0.689,3.410,3.199,0.005,0.0234,0.076,0.0265,0.0192,0.0351,0.0738
'RF622966','RF622966','RF622966',72.70,77.44,74.860,30.47,23.34,28.07,0.081,0.434,8.867,3.074,9.045,3.848,0.0773,0.051,0.0938,0.0354,0.0584,0.0304
'RF235081','RF235081','RF235081',61.79,78.76,44.160,25.33,44.55,31.57,0.098,0.471,3.853,9.228,2.237,8.402,0.0120,0.007,0.0982,0.0291,0.0793,0.0339
'RF456090','RF456090','RF456090',54.99,43.66,34.670,72.04,22.02,73.13,8.414,8.904,8.62,5.579,6.0,9.202,0.0592,0.042,0.0667,0.0298,0.0637,0.0073
'RF212399','RF212399','RF212399',53.63,32.02,60.280,37.37,53.11,56.66,4.164,2.036,7.438,4.509,3.666,1.69,0.0863,0.089,0.0743,0.0742,0.0736,0.0623
'RF184997','RF184997','RF184997',35.80,21.35,36.900,58.82,37.26,55.78,7.771,8.714,8.97,7.907,4.788,2.233,0.0204,0.021,0.0227,0.0211,0.0053,0.0999
'RF884879','RF884879','RF884879',43.61,31.41,33.920,79.69,22.72,45.92,0.825,7.448,0.909,4.439,2.341,8.12,0.0626,0.085,0.0184,0.0647,0.0146,0.0432
