'RF789089','RF789089','RF789089',0.3220,0.36,0.886,46.27,0.808,6.500,324,81.26,'{"overloads": 3, "collisions": 2, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": 6, "speed_violations": 7, "calibration_state": "Valid               "}'
'RF258464','RF258464','RF258464',0.1850,0.61,0.028,70.46,0.834,5.220,642,87.78,'{"overloads": 4, "collisions": 3, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 8, "speed_violations": 3, "calibration_state": "Valid               "}'
'RF527980','RF527980','RF527980',0.1590,0.97,0.152,69.42,0.887,5.120,160,90.79,'{"overloads": null, "collisions": 3, "safety_state": "Warning", "emergency_stops": 2, "zone_violations": 8, "speed_violations": 1, "calibration_state": "Invalid             "}'
'RF369276','RF369276','RF369276',0.6020,0.71,0.404,12.95,0.826,5.770,451,63.77,'{"overloads": 4, "collisions": 3, "safety_state": "Warning", "emergency_stops": 1, "zone_violations": 3, "speed_violations": 5, "calibration_state": "Valid               "}'
'RF399618','RF399618','RF399618',0.7980,1.00,0.546,13.01,0.87,6.520,92,76.21,'{"overloads": 3, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 1, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF221032','RF221032','RF221032',0.5330,0.87,0.229,44.66,0.892,6.890,640,35.07,'{"overloads": 5, "collisions": 2, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 7, "speed_violations": 4, "calibration_state": "Valid               "}'
'RF316276','RF316276','RF316276',0.0320,0.34,0.743,3.48,0.887,5.550,527,63.38,'{"overloads": 5, "collisions": 1, "safety_state": "Warning", "emergency_stops": 3, "zone_violations": null, "speed_violations": null, "calibration_state": "Valid               "}'
'RF659402','RF659402','RF659402',0.7770,0.69,0.32,28.35,0.9,6.270,502,97.45,'{"overloads": 3, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 2, "zone_violations": 3, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF365945','RF365945','RF365945',0.8840,0.66,0.808,66.75,0.87,5.480,852,80.43,'{"overloads": 1, "collisions": null, "safety_state": "Warning", "emergency_stops": 1, "zone_violations": 5, "speed_violations": 4, "calibration_state": "Valid               "}'
'RF274021','RF274021','RF274021',0.8350,0.51,0.748,70.26,0.936,5.680,864,19.05,'{"overloads": null, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 1, "zone_violations": 7, "speed_violations": 9, "calibration_state": "Valid               "}'
'RF936479','RF936479','RF936479',0.5010,0.99,0.126,14.91,0.978,6.800,982,44.33,'{"overloads": 3, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 7, "speed_violations": 3, "calibration_state": "Due                 "}'
'RF132253','RF132253','RF132253',0.4110,0.21,0.902,65.92,0.906,6.990,658,69.55,'{"overloads": null, "collisions": 3, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 10, "speed_violations": null, "calibration_state": "Invalid             "}'
'RF619014','RF619014','RF619014',0.3020,0.78,0.342,58.68,0.823,6.580,457,2.31,'{"overloads": 5, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 2, "speed_violations": 5, "calibration_state": "Due                 "}'
'RF708196','RF708196','RF708196',0.3240,0.45,0.493,24.62,0.872,5.290,413,35.92,'{"overloads": 1, "collisions": 2, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 10, "speed_violations": 5, "calibration_state": "Due                 "}'
'RF850168','RF850168','RF850168',0.9060,0.51,0.948,64.30,0.974,5.950,950,48.62,'{"overloads": null, "collisions": 2, "safety_state": "Normal", "emergency_stops": 5, "zone_violations": 8, "speed_violations": 2, "calibration_state": "Due                 "}'
'RF644501','RF644501','RF644501',0.5060,0.23,0.696,54.87,0.903,5.760,973,46.0,'{"overloads": 5, "collisions": 2, "safety_state": "Normal", "emergency_stops": 5, "zone_violations": 7, "speed_violations": 6, "calibration_state": "Invalid             "}'
'RF937310','RF937310','RF937310',0.6480,0.58,0.488,49.44,0.959,6.270,563,46.21,'{"overloads": null, "collisions": 1, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 6, "speed_violations": 6, "calibration_state": "Due                 "}'
'RF886638','RF886638','RF886638',0.1240,0.71,0.519,63.92,0.922,5.320,520,40.32,'{"overloads": null, "collisions": 3, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 4, "speed_violations": 5, "calibration_state": "Invalid             "}'
'RF403411','RF403411','RF403411',0.9200,0.49,0.282,45.42,0.968,6.490,232,36.42,'{"overloads": 4, "collisions": null, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 2, "speed_violations": 4, "calibration_state": "Valid               "}'
'RF994878','RF994878','RF994878',0.9950,0.11,0.596,97.56,0.915,6.280,81,45.79,'{"overloads": null, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 3, "speed_violations": 7, "calibration_state": "Invalid             "}'
'RF504159','RF504159','RF504159',0.6310,0.22,0.374,68.33,0.831,7.000,862,80.57,'{"overloads": 2, "collisions": 3, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 3, "speed_violations": 6, "calibration_state": "Valid               "}'
'RF747386','RF747386','RF747386',0.0730,0.53,0.443,51.28,0.943,5.150,80,91.67,'{"overloads": 5, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 3, "speed_violations": 9, "calibration_state": "Invalid             "}'
'RF891634','RF891634','RF891634',0.4110,0.12,0.724,54.32,0.839,5.210,165,61.74,'{"overloads": 1, "collisions": null, "safety_state": "Emergency", "emergency_stops": null, "zone_violations": 3, "speed_violations": 3, "calibration_state": "Valid               "}'
'RF216105','RF216105','RF216105',0.2920,0.73,0.398,88.73,0.96,5.670,761,28.55,'{"overloads": 5, "collisions": 1, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 10, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF634500','RF634500','RF634500',0.7200,0.18,0.343,42.20,0.831,5.140,293,75.65,'{"overloads": 2, "collisions": 1, "safety_state": "Emergency", "emergency_stops": null, "zone_violations": 5, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF180250','RF180250','RF180250',0.0870,0.10,0.645,85.21,0.986,6.620,745,85.8,'{"overloads": 2, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 1, "speed_violations": 9, "calibration_state": "Valid               "}'
'RF372917','RF372917','RF372917',0.9200,0.83,0.542,44.66,0.973,5.900,549,26.22,'{"overloads": null, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": null, "speed_violations": 2, "calibration_state": "Valid               "}'
'RF288975','RF288975','RF288975',0.1120,0.09,0.027,82.18,0.861,6.420,463,76.42,'{"overloads": null, "collisions": null, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 5, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF672279','RF672279','RF672279',0.5690,0.41,0.577,79.58,0.988,6.930,526,53.98,'{"overloads": 5, "collisions": 1, "safety_state": "Normal", "emergency_stops": 4, "zone_violations": 7, "speed_violations": null, "calibration_state": "Due                 "}'
'RF161301','RF161301','RF161301',0.4140,0.34,0.075,28.04,0.98,5.510,733,16.37,'{"overloads": null, "collisions": 3, "safety_state": "Normal", "emergency_stops": 4, "zone_violations": 3, "speed_violations": 7, "calibration_state": "Valid               "}'
'RF365550','RF365550','RF365550',0.5730,0.37,0.632,99.97,0.8,5.560,428,61.0,'{"overloads": 3, "collisions": null, "safety_state": "Emergency", "emergency_stops": 2, "zone_violations": 8, "speed_violations": 6, "calibration_state": "Valid               "}'
'RF360664','RF360664','RF360664',0.8170,0.62,0.488,94.23,0.862,5.700,716,59.63,'{"overloads": 4, "collisions": null, "safety_state": "Warning", "emergency_stops": null, "zone_violations": 6, "speed_violations": 8, "calibration_state": "Valid               "}'
'RF741454','RF741454','RF741454',0.2290,0.71,0.342,23.21,0.858,5.950,140,9.5,'{"overloads": 2, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 1, "zone_violations": 9, "speed_violations": 1, "calibration_state": "Valid               "}'
'RF542180','RF542180','RF542180',0.9870,0.31,0.029,22.56,0.862,6.820,464,16.19,'{"overloads": null, "collisions": 2, "safety_state": "Normal", "emergency_stops": 4, "zone_violations": 5, "speed_violations": 7, "calibration_state": "Invalid             "}'
'RF154227','RF154227','RF154227',0.2020,0.53,0.13,3.05,0.802,6.720,377,31.55,'{"overloads": 5, "collisions": null, "safety_state": "Emergency", "emergency_stops": 2, "zone_violations": 3, "speed_violations": 1, "calibration_state": "Invalid             "}'
'RF146348','RF146348','RF146348',0.3050,0.54,0.03,53.48,0.809,6.360,775,78.41,'{"overloads": null, "collisions": null, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": 4, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF216516','RF216516','RF216516',0.0800,0.56,0.056,61.06,0.841,6.720,98,78.6,'{"overloads": 3, "collisions": 2, "safety_state": "Normal", "emergency_stops": 2, "zone_violations": 4, "speed_violations": 2, "calibration_state": "Valid               "}'
'RF914542','RF914542','RF914542',0.0120,0.23,0.913,0.47,0.811,6.530,850,16.33,'{"overloads": 4, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 2, "zone_violations": 7, "speed_violations": 3, "calibration_state": "Valid               "}'
'RF698685','RF698685','RF698685',0.4390,0.02,0.873,28.35,0.995,5.220,493,17.83,'{"overloads": 1, "collisions": null, "safety_state": "Normal", "emergency_stops": 2, "zone_violations": 8, "speed_violations": 5, "calibration_state": "Due                 "}'
'RF907457','RF907457','RF907457',0.1840,0.93,0.937,84.87,0.923,6.540,277,66.23,'{"overloads": 4, "collisions": 1, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 10, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF737644','RF737644','RF737644',0.1070,0.23,0.3,27.08,0.976,5.710,43,71.02,'{"overloads": null, "collisions": 2, "safety_state": "Warning", "emergency_stops": 1, "zone_violations": 9, "speed_violations": 6, "calibration_state": "Due                 "}'
'RF157692','RF157692','RF157692',0.9510,0.34,0.674,44.19,0.882,6.470,403,76.32,'{"overloads": 5, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": null, "speed_violations": 9, "calibration_state": "Invalid             "}'
'RF916551','RF916551','RF916551',0.3530,0.36,0.199,29.81,0.971,5.560,857,98.6,'{"overloads": 2, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": 5, "speed_violations": 6, "calibration_state": "Valid               "}'
'RF168527','RF168527','RF168527',0.5690,0.64,0.589,2.66,0.95,5.830,630,47.24,'{"overloads": 2, "collisions": null, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 3, "speed_violations": 7, "calibration_state": "Invalid             "}'
'RF343649','RF343649','RF343649',0.7250,0.12,0.61,86.97,0.965,6.930,108,86.65,'{"overloads": 3, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 1, "speed_violations": 9, "calibration_state": "Invalid             "}'
'RF498433','RF498433','RF498433',0.6840,0.36,0.621,52.94,0.822,6.180,901,75.07,'{"overloads": null, "collisions": 2, "safety_state": "Emergency", "emergency_stops": null, "zone_violations": 10, "speed_violations": 10, "calibration_state": "Due                 "}'
'RF557809','RF557809','RF557809',0.7710,0.43,0.358,12.90,0.908,6.880,515,96.44,'{"overloads": 1, "collisions": 3, "safety_state": "Warning", "emergency_stops": 3, "zone_violations": 8, "speed_violations": 3, "calibration_state": "Invalid             "}'
'RF775638','RF775638','RF775638',0.7600,0.59,0.139,93.70,0.959,6.380,724,51.31,'{"overloads": 4, "collisions": 1, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 9, "speed_violations": 9, "calibration_state": "Valid               "}'
'RF607890','RF607890','RF607890',0.7840,0.85,0.649,72.27,0.994,5.640,931,69.11,'{"overloads": 2, "collisions": 3, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 10, "speed_violations": 5, "calibration_state": "Valid               "}'
'RF712636','RF712636','RF712636',0.2460,0.71,0.975,12.02,0.882,5.960,772,12.85,'{"overloads": 2, "collisions": 3, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 8, "speed_violations": 6, "calibration_state": "Valid               "}'
'RF965516','RF965516','RF965516',0.0420,0.73,0.496,35.72,0.891,5.860,605,69.96,'{"overloads": 3, "collisions": 2, "safety_state": "Warning", "emergency_stops": 2, "zone_violations": 9, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF184167','RF184167','RF184167',0.2220,0.53,0.951,22.02,0.833,6.890,554,0.44,'{"overloads": 5, "collisions": null, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": 4, "speed_violations": null, "calibration_state": "Invalid             "}'
'RF527754','RF527754','RF527754',0.3090,0.11,0.443,68.10,0.853,5.100,990,81.11,'{"overloads": 4, "collisions": 1, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": 7, "speed_violations": 8, "calibration_state": "Invalid             "}'
'RF391526','RF391526','RF391526',0.0430,0.45,0.409,18.42,0.803,6.120,623,43.38,'{"overloads": 4, "collisions": null, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 2, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF665005','RF665005','RF665005',0.5740,0.41,0.448,20.83,0.831,6.660,557,51.33,'{"overloads": 4, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": 7, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF952308','RF952308','RF952308',0.3800,0.81,0.917,21.97,0.933,5.800,720,81.58,'{"overloads": 2, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": 1, "speed_violations": 2, "calibration_state": "Invalid             "}'
'RF109008','RF109008','RF109008',0.4990,0.55,0.468,95.67,0.959,5.830,818,44.74,'{"overloads": null, "collisions": null, "safety_state": "Warning", "emergency_stops": 1, "zone_violations": null, "speed_violations": 1, "calibration_state": "Invalid             "}'
'RF855214','RF855214','RF855214',0.2600,0.28,0.29,22.45,0.923,5.420,373,22.16,'{"overloads": 1, "collisions": null, "safety_state": "Normal", "emergency_stops": 4, "zone_violations": 3, "speed_violations": 5, "calibration_state": "Valid               "}'
'RF293543','RF293543','RF293543',0.7470,0.49,0.821,86.94,0.989,5.800,493,49.22,'{"overloads": 3, "collisions": 3, "safety_state": "Warning", "emergency_stops": 2, "zone_violations": 4, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF674555','RF674555','RF674555',0.4740,0.22,0.037,93.50,0.848,5.450,623,26.43,'{"overloads": 2, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 10, "speed_violations": null, "calibration_state": "Due                 "}'
'RF904171','RF904171','RF904171',0.2070,0.31,0.748,33.78,0.923,6.360,603,99.33,'{"overloads": 3, "collisions": 2, "safety_state": "Normal", "emergency_stops": 5, "zone_violations": 3, "speed_violations": 8, "calibration_state": "Due                 "}'
'RF609947','RF609947','RF609947',0.9530,0.63,0.071,1.38,0.935,6.930,202,13.42,'{"overloads": 5, "collisions": 3, "safety_state": "Warning", "emergency_stops": null, "zone_violations": 10, "speed_violations": 2, "calibration_state": "Due                 "}'
'RF324255','RF324255','RF324255',0.2470,0.40,0.598,79.88,0.833,5.930,524,26.09,'{"overloads": null, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 1, "zone_violations": 9, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF675281','RF675281','RF675281',0.1580,0.65,0.107,93.99,0.973,6.780,328,35.64,'{"overloads": 3, "collisions": null, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 9, "speed_violations": 10, "calibration_state": "Valid               "}'
'RF895348','RF895348','RF895348',0.0410,0.91,0.873,19.69,0.953,5.270,821,81.59,'{"overloads": 1, "collisions": 1, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": 8, "speed_violations": 5, "calibration_state": "Invalid             "}'
'RF472878','RF472878','RF472878',0.1560,0.99,0.556,85.12,1.0,5.970,643,53.73,'{"overloads": 2, "collisions": 2, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 9, "speed_violations": 5, "calibration_state": "Due                 "}'
'RF814700','RF814700','RF814700',0.2480,0.04,0.008,35.45,0.809,6.550,469,77.28,'{"overloads": null, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 8, "speed_violations": 7, "calibration_state": "Valid               "}'
'RF593300','RF593300','RF593300',0.5880,0.42,0.479,9.30,0.896,6.270,478,93.2,'{"overloads": 1, "collisions": 1, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 5, "speed_violations": 2, "calibration_state": "Due                 "}'
'RF874684','RF874684','RF874684',0.6880,0.30,0.436,24.35,0.848,5.490,751,68.03,'{"overloads": 2, "collisions": 3, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 7, "speed_violations": 2, "calibration_state": "Valid               "}'
'RF911158','RF911158','RF911158',0.9300,0.42,0.14,61.01,0.942,6.890,464,43.19,'{"overloads": 4, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": null, "speed_violations": 1, "calibration_state": "Due                 "}'
'RF275152','RF275152','RF275152',0.1070,0.53,0.133,0.49,0.832,6.700,894,30.9,'{"overloads": 5, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 8, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF125808','RF125808','RF125808',0.0330,0.35,0.009,29.74,0.944,6.290,341,98.5,'{"overloads": 3, "collisions": 3, "safety_state": "Warning", "emergency_stops": 3, "zone_violations": 4, "speed_violations": 4, "calibration_state": "Invalid             "}'
'RF390255','RF390255','RF390255',0.0200,0.85,0.281,82.35,0.957,6.760,928,66.88,'{"overloads": 2, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 1, "speed_violations": 2, "calibration_state": "Valid               "}'
'RF954883','RF954883','RF954883',0.8140,0.52,0.712,98.33,0.995,6.400,305,81.82,'{"overloads": 1, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": 1, "speed_violations": 8, "calibration_state": "Valid               "}'
'RF726861','RF726861','RF726861',0.6840,0.69,0.424,65.91,0.978,5.730,153,13.52,'{"overloads": 1, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 5, "speed_violations": 7, "calibration_state": "Invalid             "}'
'RF480448','RF480448','RF480448',0.3010,0.61,0.512,78.81,0.926,6.510,8,27.72,'{"overloads": 2, "collisions": null, "safety_state": "Normal", "emergency_stops": 5, "zone_violations": 4, "speed_violations": 9, "calibration_state": "Valid               "}'
'RF938675','RF938675','RF938675',0.4230,0.99,0.808,67.64,0.911,5.490,927,82.55,'{"overloads": 3, "collisions": null, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 2, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF769341','RF769341','RF769341',0.1130,0.05,0.958,37.43,0.98,6.710,123,60.25,'{"overloads": 1, "collisions": 2, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 6, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF867327','RF867327','RF867327',0.9300,0.14,0.553,70.40,0.893,5.420,460,6.7,'{"overloads": null, "collisions": 2, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": null, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF844824','RF844824','RF844824',0.4680,0.59,0.405,3.16,0.85,5.500,510,39.03,'{"overloads": null, "collisions": null, "safety_state": "Emergency", "emergency_stops": 2, "zone_violations": 2, "speed_violations": null, "calibration_state": "Due                 "}'
'RF522167','RF522167','RF522167',0.2050,0.84,0.02,7.44,0.875,6.740,325,4.05,'{"overloads": null, "collisions": null, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 3, "speed_violations": 7, "calibration_state": "Valid               "}'
'RF241959','RF241959','RF241959',0.9830,0.33,0.968,95.27,0.853,6.250,723,48.86,'{"overloads": 1, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 5, "zone_violations": null, "speed_violations": 2, "calibration_state": "Invalid             "}'
'RF989040','RF989040','RF989040',0.6070,0.16,0.558,31.84,0.89,6.540,759,38.28,'{"overloads": 2, "collisions": null, "safety_state": "Normal", "emergency_stops": 2, "zone_violations": 7, "speed_violations": 6, "calibration_state": "Invalid             "}'
'RF414946','RF414946','RF414946',0.0820,0.88,0.34,55.12,0.819,5.590,508,69.87,'{"overloads": 3, "collisions": 2, "safety_state": "Warning", "emergency_stops": null, "zone_violations": 9, "speed_violations": 10, "calibration_state": "Invalid             "}'
'RF261738','RF261738','RF261738',0.7630,0.81,0.804,64.30,0.982,6.760,328,55.59,'{"overloads": 4, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 1, "zone_violations": 8, "speed_violations": 7, "calibration_state": "Valid               "}'
'RF818311','RF818311','RF818311',0.2820,0.14,0.098,26.10,0.849,5.980,728,81.0,'{"overloads": null, "collisions": 3, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 8, "speed_violations": 6, "calibration_state": "Due                 "}'
'RF181945','RF181945','RF181945',0.0360,0.27,0.239,31.23,0.925,6.060,523,36.88,'{"overloads": 4, "collisions": 2, "safety_state": "Warning", "emergency_stops": 2, "zone_violations": 10, "speed_violations": 6, "calibration_state": "Invalid             "}'
'RF866159','RF866159','RF866159',0.2750,0.25,0.687,81.06,0.981,5.790,877,75.46,'{"overloads": 3, "collisions": 1, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 6, "speed_violations": 5, "calibration_state": "Due                 "}'
'RF977071','RF977071','RF977071',0.1910,0.40,0.071,90.30,0.848,5.120,88,27.38,'{"overloads": null, "collisions": null, "safety_state": "Warning", "emergency_stops": 5, "zone_violations": 4, "speed_violations": 3, "calibration_state": "Valid               "}'
'RF509160','RF509160','RF509160',0.3010,0.20,0.243,32.15,0.902,6.940,816,32.37,'{"overloads": 5, "collisions": 2, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 5, "speed_violations": 7, "calibration_state": "Due                 "}'
'RF761759','RF761759','RF761759',0.8360,0.21,0.679,75.38,0.814,6.010,929,53.51,'{"overloads": 1, "collisions": null, "safety_state": "Warning", "emergency_stops": 3, "zone_violations": 3, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF644045','RF644045','RF644045',0.6540,0.80,0.839,11.91,0.902,5.530,567,54.69,'{"overloads": 5, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 4, "speed_violations": 3, "calibration_state": "Due                 "}'
'RF972390','RF972390','RF972390',0.4910,0.06,0.631,56.91,0.942,5.450,238,56.47,'{"overloads": null, "collisions": null, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 1, "speed_violations": 8, "calibration_state": "Due                 "}'
'RF901915','RF901915','RF901915',0.1490,0.02,0.157,84.09,0.865,5.400,656,88.69,'{"overloads": 2, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 4, "zone_violations": 9, "speed_violations": 6, "calibration_state": "Invalid             "}'
'RF837425','RF837425','RF837425',0.5280,0.26,0.234,52.69,0.925,5.960,815,51.46,'{"overloads": 3, "collisions": 1, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 8, "speed_violations": 10, "calibration_state": "Valid               "}'
'RF639884','RF639884','RF639884',0.0140,0.96,0.406,14.78,0.948,6.380,839,77.34,'{"overloads": null, "collisions": 2, "safety_state": "Normal", "emergency_stops": 1, "zone_violations": 2, "speed_violations": 9, "calibration_state": "Valid               "}'
'RF565641','RF565641','RF565641',0.4190,0.86,0.999,8.09,0.894,5.930,608,5.84,'{"overloads": 3, "collisions": 3, "safety_state": "Normal", "emergency_stops": 2, "zone_violations": 6, "speed_violations": 4, "calibration_state": "Due                 "}'
'RF422866','RF422866','RF422866',0.6930,0.22,0.454,33.97,0.857,6.430,230,20.99,'{"overloads": 2, "collisions": 2, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 7, "speed_violations": 6, "calibration_state": "Due                 "}'
'RF193695','RF193695','RF193695',0.7060,0.64,0.188,18.41,0.808,5.580,398,60.86,'{"overloads": null, "collisions": 2, "safety_state": "Normal", "emergency_stops": 4, "zone_violations": 5, "speed_violations": 3, "calibration_state": "Invalid             "}'
'RF453473','RF453473','RF453473',0.7710,0.24,0.273,80.91,0.932,5.700,20,54.29,'{"overloads": 3, "collisions": null, "safety_state": "Warning", "emergency_stops": 4, "zone_violations": 1, "speed_violations": 4, "calibration_state": "Valid               "}'
'RF416555','RF416555','RF416555',0.6640,0.32,0.209,49.05,0.862,5.340,612,29.18,'{"overloads": 1, "collisions": null, "safety_state": "Normal", "emergency_stops": 3, "zone_violations": 4, "speed_violations": 9, "calibration_state": "Invalid             "}'
'RF863248','RF863248','RF863248',0.6490,0.01,0.984,84.14,0.953,5.790,241,20.97,'{"overloads": 1, "collisions": 3, "safety_state": "Emergency", "emergency_stops": 3, "zone_violations": 8, "speed_violations": 3, "calibration_state": "Valid               "}'
'RF431080','RF431080','RF431080',0.6960,0.29,0.186,20.23,0.826,6.100,774,35.12,'{"overloads": 1, "collisions": 2, "safety_state": "Normal", "emergency_stops": null, "zone_violations": 10, "speed_violations": 3, "calibration_state": "Due                 "}'
