'CS288223','Flag','Fail','Clear','Compliant',724,'Medium','Current',2,12,2,1,0,1,2,10,5,9,'3',24,12
'CS289722','Flag','Fail','Clear','Compliant',837,'Medium','Current',5,19,5,2,1,0,1,12,9,3,'2',22,2
'CS230095','Fail','Pass','Restricted','Compliant',316,'Low','Past',10,3,0,0,0,0,0,8,2,15,'2',16,14
'CS353632','Flag','Fail','Restricted','Non-compliant',714,'High','Current',9,2,1,0,1,1,1,8,8,2,'1',3,11
'CS435359','Flag','Fail','Under Review','Non-compliant',804,'High','Past',8,6,4,0,1,1,1,11,9,16,'5',28,19
'CS997640','Fail','Pass','Restricted','Non-compliant',657,'Medium',NULL,0,0,2,3,0,1,0,9,3,14,'4',27,12
'CS365031','Fail','Pass','Under Review','Compliant',790,'Very High','Current',2,8,3,3,1,1,1,12,1,17,'3',10,4
'CS616098','Pass','Fail','Clear','Compliant',344,'Medium','Past',2,19,2,3,0,1,2,4,10,10,'2',24,2
'CS767771','Pass','Pass','Clear','Non-compliant',353,'Medium','Past',10,0,2,3,0,0,1,2,9,15,'2',7,8
'CS211745','Pass','Flag','Under Review','Compliant',473,'High','Current',7,17,0,2,1,0,0,3,2,10,'3',19,22
'CS652071','Fail','Flag','Restricted','Non-compliant',593,'Very High','Past',6,9,4,0,0,0,1,3,9,17,'4',24,20
'CS903650','Fail','Pass','Clear','Non-compliant',548,'Low','Past',3,11,2,2,0,0,1,15,6,17,'3',14,3
'CS780190','Fail','Pass','Clear','Non-compliant',613,'Low',NULL,2,1,5,2,1,0,0,1,6,15,'5',10,8
'CS442564','Fail','Fail','Under Review','Non-compliant',491,'Low',NULL,7,2,1,1,1,0,1,3,9,2,'5',2,7
'CS669645','Pass','Fail','Restricted','Compliant',730,'High','Past',5,4,4,1,1,0,2,6,8,1,'2',21,13
'CS631277','Pass','Fail','Clear','Compliant',751,'Low',NULL,3,19,0,3,1,0,0,14,6,1,'3',29,30
'CS496846','Flag','Flag','Clear','Non-compliant',604,'Very High',NULL,9,14,5,2,1,1,1,11,1,15,'5',27,11
'CS150481','Fail','Pass','Restricted','Compliant',560,'Low','Past',3,11,0,0,0,1,1,4,6,13,'4',9,15
'CS163455','Fail','Pass','Restricted','Non-compliant',588,'High','Current',0,3,3,3,1,0,0,2,2,6,'5',23,26
'CS549581','Pass','Fail','Clear','Compliant',774,'Medium','Current',9,1,3,3,0,0,0,10,6,12,'0',5,6
'CS922407','Flag','Pass','Under Review','Non-compliant',799,'Very High',NULL,9,8,2,3,1,1,0,5,2,1,'1',20,13
'CS815902','Pass','Pass','Clear','Non-compliant',438,'Medium','Past',4,18,4,3,1,0,2,12,7,12,'5',7,17
'CS795799','Fail','Flag','Restricted','Non-compliant',602,'Very High','Current',9,17,5,1,0,0,1,9,1,16,'3',18,22
'CS228944','Fail','Flag','Clear','Compliant',460,'Medium','Current',10,7,5,2,0,1,2,15,3,5,'3',5,16
'CS270568','Pass','Fail','Clear','Compliant',445,'Very High','Past',3,6,5,3,0,0,1,2,8,4,'3',3,9
'CS265659','Fail','Fail','Restricted','Compliant',490,'High','Past',3,20,1,3,0,1,2,1,5,13,'3',10,20
'CS761056','Fail','Fail','Restricted','Non-compliant',779,'Very High','Current',3,1,4,3,1,0,0,0,3,20,'3',15,18
'CS257152','Flag','Flag','Under Review','Non-compliant',673,'High',NULL,3,20,2,2,1,0,0,13,10,15,'0',7,13
'CS574552','Pass','Flag','Clear','Compliant',786,'Medium',NULL,10,4,1,2,1,1,2,11,8,2,'2',17,28
'CS376857','Flag','Fail','Restricted','Compliant',356,'Very High','Current',0,6,1,0,1,0,1,10,1,18,'3',3,23
'CS245365','Fail','Flag','Restricted','Compliant',717,'Low','Past',1,18,1,2,0,0,0,1,10,19,'5',27,6
'CS643600','Fail','Flag','Under Review','Compliant',631,'Very High','Past',7,17,2,0,0,0,2,8,0,17,'1',22,30
'CS137169','Pass','Fail','Restricted','Compliant',530,'High',NULL,10,7,4,2,1,1,1,13,10,11,'1',23,26
'CS956134','Pass','Flag','Clear','Non-compliant',478,'Medium','Current',7,10,2,0,1,1,0,15,1,11,'5',25,8
'CS692829','Pass','Pass','Clear','Compliant',814,'Very High','Past',7,0,3,3,1,0,1,4,3,13,'3',28,28
'CS425614','Flag','Fail','Clear','Non-compliant',615,'High','Current',1,17,4,1,0,1,2,5,2,11,'5',1,1
'CS946841','Flag','Fail','Restricted','Compliant',700,'Low','Current',4,18,4,0,0,1,1,8,1,4,'4',13,8
'CS394059','Fail','Fail','Under Review','Compliant',553,'Medium','Current',9,18,0,3,1,1,2,14,0,10,'1',9,13
'CS267231','Flag','Fail','Under Review','Compliant',383,'High','Current',4,10,5,3,1,1,2,1,6,2,'1',11,10
'CS875127','Pass','Flag','Restricted','Compliant',534,'Low','Past',3,15,4,0,0,0,0,1,9,3,'4',8,25
'CS734465','Fail','Fail','Clear','Non-compliant',362,'Low','Current',1,4,1,0,0,1,2,4,10,8,'3',25,13
'CS619972','Fail','Flag','Clear','Non-compliant',805,'High','Current',1,19,5,3,0,1,0,6,6,20,'3',4,18
'CS709733','Pass','Fail','Clear','Non-compliant',778,'Low','Current',0,16,4,2,1,1,2,2,1,19,'2',0,20
'CS155730','Pass','Fail','Under Review','Non-compliant',416,'Medium','Current',0,14,5,1,0,0,1,15,3,10,'0',13,7
'CS577233','Flag','Fail','Under Review','Compliant',562,'Very High','Current',0,11,5,3,0,0,1,8,10,16,'3',21,15
'CS283760','Flag','Fail','Restricted','Compliant',803,'Medium','Past',5,3,5,2,0,1,0,7,8,16,'1',18,17
'CS369969','Fail','Pass','Clear','Compliant',337,'Low','Past',3,1,0,1,0,1,2,4,5,17,'3',15,24
'CS458174','Fail','Pass','Restricted','Non-compliant',427,'High',NULL,10,14,3,1,0,0,2,13,1,0,'1',12,29
'CS312838','Flag','Fail','Clear','Compliant',477,'Medium','Current',4,10,3,0,1,0,1,13,7,18,'3',8,11
'CS352403','Flag','Fail','Under Review','Compliant',504,'Medium',NULL,8,14,0,1,0,1,0,7,2,13,'4',7,21
'CS809921','Fail','Fail','Under Review','Compliant',695,'High','Past',0,0,4,1,1,0,2,13,8,1,'5',24,11
'CS683420','Pass','Pass','Restricted','Compliant',824,'Low','Current',8,4,4,1,1,0,0,7,3,5,'3',10,2
'CS528893','Pass','Fail','Under Review','Compliant',573,'Medium',NULL,7,18,0,0,0,0,2,11,2,9,'4',5,3
'CS114324','Pass','Fail','Clear','Non-compliant',783,'Medium',NULL,5,1,1,1,1,0,0,6,4,6,'5',28,26
'CS179250','Flag','Pass','Clear','Compliant',848,'Medium','Past',4,14,4,0,1,1,1,10,3,0,'2',21,26
'CS924243','Pass','Pass','Restricted','Non-compliant',831,'Medium','Current',4,15,4,1,1,1,1,1,2,11,'4',8,0
'CS935716','Pass','Fail','Restricted','Compliant',321,'Low','Current',2,14,3,1,0,0,0,3,10,18,'2',22,7
'CS545004','Fail','Fail','Under Review','Non-compliant',377,'Very High',NULL,9,11,2,0,0,1,1,2,3,20,'2',20,13
'CS706475','Flag','Pass','Under Review','Compliant',668,'Low','Past',7,0,0,0,0,0,2,0,9,8,'0',25,13
'CS486939','Pass','Flag','Restricted','Non-compliant',417,'Low','Current',8,4,0,1,1,1,1,12,4,14,'4',18,10
'CS904949','Flag','Fail','Under Review','Non-compliant',304,'Medium','Past',9,4,1,3,0,0,0,15,2,4,'3',24,1
'CS315671','Pass','Pass','Restricted','Compliant',430,'Medium','Past',10,13,5,1,1,1,1,5,7,4,'2',26,8
'CS407746','Flag','Pass','Clear','Compliant',638,'High','Past',5,13,4,2,0,1,2,11,7,16,'2',10,0
'CS325919','Fail','Pass','Under Review','Compliant',552,'Very High',NULL,8,4,5,3,0,1,1,10,9,12,'5',10,10
'CS415864','Fail','Fail','Restricted','Compliant',371,'Very High','Past',5,16,5,2,0,1,1,14,4,18,'2',21,5
'CS176768','Flag','Fail','Restricted','Compliant',316,'Very High','Past',6,10,1,1,0,1,0,14,1,17,'2',9,20
'CS472691','Fail','Fail','Clear','Compliant',793,'Low',NULL,1,15,4,0,1,0,2,8,4,10,'5',6,27
'CS749902','Pass','Fail','Clear','Compliant',697,'Very High','Current',8,9,1,2,0,1,0,0,2,7,'2',20,16
'CS619946','Pass','Fail','Clear','Non-compliant',423,'Very High','Past',9,14,0,0,1,1,1,14,7,12,'4',5,4
'CS696164','Flag','Fail','Restricted','Non-compliant',312,'Very High','Past',6,5,5,3,1,0,0,2,0,1,'0',26,24
'CS978295','Fail','Pass','Clear','Non-compliant',642,'High','Current',1,0,0,3,0,1,0,3,2,3,'3',13,29
'CS620188','Pass','Flag','Clear','Non-compliant',534,'Low','Current',3,6,2,3,1,1,2,12,10,20,'5',13,1
'CS565038','Pass','Flag','Restricted','Compliant',467,'Low','Current',3,4,4,3,1,0,0,5,6,19,'2',23,28
'CS463519','Fail','Flag','Clear','Non-compliant',771,'Low',NULL,6,4,4,0,1,1,2,8,6,2,'2',29,1
'CS555462','Flag','Pass','Clear','Compliant',604,'Low','Current',9,7,2,2,0,0,1,1,4,1,'1',29,2
'CS485387','Flag','Flag','Clear','Non-compliant',522,'High',NULL,1,16,2,2,1,1,1,6,9,14,'4',16,2
'CS514454','Pass','Fail','Clear','Non-compliant',449,'Low',NULL,6,3,0,0,0,1,0,14,1,3,'5',11,4
'CS177109','Fail','Fail','Clear','Compliant',577,'Low',NULL,6,14,5,3,0,1,1,4,2,19,'1',22,22
'CS769096','Pass','Pass','Under Review','Compliant',465,'Medium','Current',3,6,3,1,0,1,2,8,5,7,'0',28,10
'CS476753','Pass','Fail','Under Review','Compliant',639,'Very High','Current',8,3,0,1,1,1,1,4,1,6,'2',6,30
'CS236543','Fail','Fail','Under Review','Non-compliant',428,'Medium','Past',8,10,2,3,0,1,1,12,9,19,'1',19,0
'CS838868','Pass','Fail','Restricted','Compliant',416,'Medium','Current',0,3,2,2,1,0,0,2,1,16,'3',28,7
'CS563151','Flag','Pass','Restricted','Compliant',534,'Low',NULL,3,3,2,0,0,0,2,6,10,15,'0',16,1
'CS375688','Fail','Pass','Under Review','Compliant',788,'High','Past',9,14,2,0,0,0,2,4,9,8,'4',8,26
'CS165547','Fail','Flag','Restricted','Compliant',315,'Very High','Past',2,9,2,3,1,0,0,11,5,18,'4',9,2
'CS118101','Fail','Fail','Under Review','Non-compliant',424,'High','Current',0,16,2,0,1,0,2,14,4,18,'0',25,17
'CS867586','Fail','Fail','Clear','Compliant',839,'Very High','Current',3,13,1,3,0,0,0,7,5,5,'1',19,3
'CS213855','Flag','Fail','Restricted','Compliant',734,'Very High',NULL,4,2,1,2,1,0,2,2,3,15,'4',2,1
'CS154780','Fail','Flag','Under Review','Compliant',752,'Low','Past',1,9,1,3,1,1,2,5,10,13,'3',24,27
'CS686880','Fail','Pass','Under Review','Compliant',358,'High','Current',1,8,5,1,1,0,2,15,0,2,'3',15,19
'CS878130','Pass','Fail','Clear','Non-compliant',472,'High','Past',1,18,3,1,0,0,0,4,8,18,'0',29,24
'CS173970','Fail','Flag','Under Review','Compliant',322,'High','Past',5,16,4,2,0,1,0,4,3,16,'0',23,15
'CS454779','Fail','Flag','Restricted','Compliant',335,'Very High','Past',3,5,4,3,0,0,2,6,6,18,'3',5,4
'CS871100','Flag','Fail','Clear','Non-compliant',392,'Medium','Past',7,8,4,3,0,0,2,9,7,17,'2',24,19
'CS808056','Pass','Flag','Clear','Non-compliant',430,'Very High',NULL,6,16,1,1,0,0,0,14,2,0,'5',5,25
'CS691358','Pass','Flag','Clear','Non-compliant',475,'High',NULL,4,13,5,3,0,1,2,6,0,4,'1',19,18
'CS620062','Fail','Flag','Clear','Compliant',809,'Medium','Current',3,13,4,1,1,1,1,2,6,7,'5',5,0
'CS705250','Flag','Pass','Restricted','Non-compliant',634,'Medium','Past',10,17,1,1,1,0,0,4,10,6,'5',22,30
'CS461214','Fail','Pass','Under Review','Compliant',424,'Medium','Past',10,11,1,2,0,0,0,3,0,6,'2',30,7
'CS539540','Flag','Flag','Clear','Non-compliant',524,'Low','Past',8,5,3,2,1,1,2,0,3,8,'0',19,10
'CS147599','Fail','Flag','Restricted','Compliant',459,'Very High',NULL,2,6,5,1,0,1,1,7,3,9,'1',26,0
'CS716787','Fail','Flag','Under Review','Compliant',503,'Very High','Current',10,14,3,3,0,0,2,2,6,12,'4',20,3
'CS173839','Pass','Flag','Under Review','Compliant',517,'High',NULL,10,2,3,0,0,1,0,3,7,12,'1',29,4
'CS587130','Flag','Flag','Restricted','Non-compliant',412,'Low','Past',5,18,1,0,1,0,0,1,0,8,'5',26,10
'CS970648','Flag','Pass','Clear','Non-compliant',429,'Low','Current',2,20,1,3,1,0,2,15,2,0,'4',28,1
'CS831931','Pass','Pass','Restricted','Non-compliant',776,'High','Past',0,0,3,1,0,0,2,10,4,17,'0',25,18
'CS495421','Flag','Flag','Restricted','Non-compliant',682,'Medium','Past',6,9,3,1,0,0,1,7,6,11,'2',23,13
'CS990471','Pass','Pass','Restricted','Non-compliant',488,'Medium','Current',0,12,4,1,0,0,2,5,7,10,'1',4,5
'CS514443','Fail','Pass','Restricted','Non-compliant',598,'Very High',NULL,1,11,5,3,1,0,1,14,3,7,'4',0,30
'CS807017','Flag','Flag','Restricted','Non-compliant',755,'Medium','Current',9,7,2,2,1,1,2,8,5,14,'2',26,27
'CS274630','Fail','Fail','Restricted','Compliant',570,'Very High','Current',10,2,3,2,1,1,0,12,5,18,'2',8,16
'CS139109','Pass','Fail','Under Review','Compliant',336,'Low',NULL,10,7,2,3,0,1,0,2,7,20,'2',25,23
'CS808932','Flag','Fail','Restricted','Compliant',761,'Low','Current',7,19,1,3,1,1,2,10,3,8,'5',20,23
'CS367960','Pass','Pass','Under Review','Non-compliant',529,'Low','Past',10,17,0,1,0,1,0,5,1,0,'0',28,9
'CS878890','Flag','Fail','Under Review','Non-compliant',806,'Medium',NULL,1,16,2,2,1,0,0,2,10,8,'0',23,9
'CS932128','Pass','Fail','Under Review','Non-compliant',470,'High','Past',2,0,0,2,0,0,2,13,10,17,'5',9,10
'CS746373','Flag','Flag','Under Review','Non-compliant',449,'Medium',NULL,6,3,2,1,1,1,0,3,4,8,'0',16,1
'CS386431','Fail','Pass','Under Review','Compliant',773,'Very High','Past',7,18,4,1,0,1,0,10,0,8,'4',14,19
'CS173740','Fail','Fail','Clear','Non-compliant',393,'High',NULL,4,15,4,2,1,1,1,1,8,5,'1',25,17
'CS150249','Pass','Pass','Under Review','Compliant',667,'Very High','Past',4,13,0,2,0,1,0,5,4,8,'4',26,5
'CS747054','Pass','Flag','Under Review','Non-compliant',469,'Very High',NULL,9,15,3,2,1,0,0,15,4,12,'2',27,10
'CS151260','Fail','Flag','Restricted','Compliant',845,'High','Current',7,14,1,2,1,0,0,10,8,1,'1',13,18
'CS526305','Flag','Pass','Under Review','Non-compliant',591,'Low',NULL,6,17,5,0,1,0,0,5,3,8,'2',4,11
'CS496064','Fail','Flag','Restricted','Compliant',543,'Medium',NULL,2,7,2,0,1,0,0,2,5,10,'1',24,0
'CS453252','Pass','Fail','Clear','Non-compliant',738,'Very High','Past',2,19,5,0,1,1,0,13,9,6,'3',15,0
'CS199572','Pass','Pass','Under Review','Compliant',388,'Medium','Current',0,9,5,3,0,0,0,2,0,17,'5',20,4
'CS319238','Fail','Fail','Clear','Compliant',463,'High','Current',9,10,5,0,1,0,1,4,0,15,'1',13,4
'CS746699','Pass','Flag','Restricted','Non-compliant',755,'High','Current',10,16,0,2,1,1,0,1,9,4,'4',17,22
'CS245319','Pass','Flag','Under Review','Compliant',495,'Very High','Current',2,17,2,0,0,1,0,10,2,19,'4',7,4
'CS814600','Pass','Flag','Clear','Non-compliant',485,'Very High','Current',6,10,2,2,0,1,1,3,0,9,'5',3,5
'CS243404','Flag','Flag','Restricted','Compliant',716,'Very High','Current',6,20,3,1,0,0,2,15,1,20,'4',28,6
'CS810145','Flag','Flag','Under Review','Compliant',317,'Low',NULL,7,14,0,0,0,0,2,2,0,11,'4',17,27
'CS717304','Flag','Pass','Clear','Compliant',534,'Very High','Past',4,18,3,3,1,1,2,1,2,8,'0',18,19
'CS589894','Pass','Flag','Restricted','Non-compliant',752,'Low','Current',3,16,2,0,1,0,1,9,10,2,'1',6,22
'CS633637','Pass','Pass','Clear','Compliant',331,'Very High','Current',7,3,4,2,1,0,0,15,6,6,'1',20,22
'CS344715','Fail','Pass','Restricted','Compliant',784,'High',NULL,1,11,3,0,0,0,0,11,5,8,'1',12,22
'CS711657','Fail','Fail','Clear','Compliant',821,'Low','Current',2,0,4,2,1,0,1,6,8,10,'3',2,0
'CS709338','Pass','Flag','Restricted','Non-compliant',473,'Medium',NULL,6,3,0,3,0,1,2,7,7,9,'0',20,26
'CS652817','Pass','Fail','Restricted','Compliant',423,'High',NULL,8,1,5,3,1,0,0,2,2,7,'1',0,24
'CS746510','Flag','Fail','Restricted','Non-compliant',495,'Very High','Current',1,10,1,2,0,0,0,4,10,9,'4',27,1
'CS637893','Flag','Fail','Under Review','Non-compliant',547,'Very High','Past',9,10,3,0,0,0,2,9,9,14,'1',7,25
'CS567745','Fail','Fail','Under Review','Compliant',828,'Low',NULL,3,0,0,0,1,1,1,0,8,4,'5',1,4
'CS475825','Fail','Pass','Clear','Non-compliant',663,'Low','Past',8,10,0,2,0,0,2,15,8,16,'3',9,5
'CS215493','Pass','Pass','Clear','Compliant',303,'Low',NULL,2,1,0,3,1,0,2,14,7,19,'5',17,9
'CS593034','Fail','Pass','Clear','Non-compliant',477,'High','Current',10,8,2,2,1,0,0,12,6,4,'3',20,21
'CS380900','Fail','Fail','Under Review','Compliant',551,'Low','Current',5,2,0,0,1,0,1,13,3,13,'5',29,2
'CS583843','Pass','Flag','Restricted','Compliant',659,'Low','Past',5,14,3,2,0,0,0,14,2,3,'4',0,22
'CS490415','Flag','Pass','Restricted','Compliant',775,'Very High','Past',1,13,2,2,0,1,0,3,3,9,'4',29,26
'CS349295','Fail','Flag','Clear','Compliant',850,'Low','Current',9,11,2,0,0,0,1,15,10,15,'5',13,25
'CS984139','Fail','Fail','Restricted','Compliant',839,'Medium','Past',4,12,2,3,1,0,0,1,5,16,'3',20,23
'CS490096','Pass','Fail','Clear','Compliant',450,'High',NULL,10,5,1,2,0,0,0,0,2,18,'2',11,1
'CS429794','Flag','Flag','Clear','Compliant',388,'Medium','Past',5,16,1,0,0,1,1,4,0,2,'3',11,20
'CS784376','Fail','Flag','Clear','Compliant',440,'Medium','Current',5,15,3,3,1,1,2,1,10,6,'0',16,15
'CS238264','Fail','Pass','Clear','Compliant',731,'High','Past',8,14,5,1,1,0,0,12,9,0,'4',23,2
'CS379786','Fail','Fail','Clear','Non-compliant',748,'Low',NULL,3,4,1,2,1,1,1,2,6,12,'4',5,30
'CS936853','Fail','Fail','Clear','Non-compliant',404,'Very High','Current',5,2,1,1,0,1,0,3,5,10,'4',27,3
'CS839936','Pass','Fail','Under Review','Non-compliant',849,'High',NULL,10,2,0,3,1,1,1,10,1,10,'4',11,24
'CS326527','Pass','Fail','Restricted','Non-compliant',606,'Very High','Past',10,1,2,2,0,1,1,0,6,11,'2',16,5
'CS506536','Flag','Flag','Restricted','Non-compliant',580,'Medium',NULL,10,18,4,1,1,1,1,5,1,14,'3',3,5
'CS218961','Flag','Pass','Under Review','Non-compliant',646,'High','Current',7,16,0,3,0,0,2,14,2,19,'1',13,30
'CS377942','Flag','Fail','Restricted','Non-compliant',499,'Very High',NULL,6,4,3,0,1,1,2,7,6,19,'4',1,29
'CS594735','Fail','Fail','Clear','Compliant',642,'Low','Current',9,15,3,3,0,1,1,9,1,15,'1',5,14
'CS333126','Flag','Fail','Restricted','Compliant',475,'Low',NULL,9,13,3,1,1,1,2,3,7,14,'0',13,20
'CS832405','Pass','Pass','Under Review','Compliant',383,'High',NULL,10,15,0,2,1,1,0,10,10,2,'5',23,9
'CS644323','Pass','Fail','Restricted','Compliant',385,'High',NULL,7,14,2,1,0,1,2,8,6,0,'0',8,12
'CS934538','Fail','Pass','Under Review','Non-compliant',388,'Medium','Current',7,5,2,1,1,1,1,7,0,0,'5',9,16
'CS467421','Fail','Flag','Restricted','Compliant',352,'Very High','Past',1,2,2,1,0,1,0,11,6,12,'2',5,19
'CS785272','Pass','Flag','Restricted','Non-compliant',629,'Very High','Current',6,3,5,1,1,1,0,10,8,10,'0',26,6
'CS453075','Flag','Flag','Under Review','Compliant',691,'High',NULL,10,2,1,2,1,0,2,2,6,9,'5',22,9
'CS628712','Fail','Fail','Clear','Compliant',605,'Very High',NULL,10,13,5,1,0,0,0,3,2,10,'1',6,0
'CS514495','Flag','Fail','Restricted','Compliant',680,'Very High',NULL,7,19,4,0,0,0,1,14,9,13,'2',28,20
'CS382224','Flag','Flag','Under Review','Non-compliant',612,'Low','Past',1,12,2,3,0,1,0,7,10,19,'3',14,25
'CS825935','Pass','Fail','Clear','Compliant',732,'High','Current',8,14,3,2,1,0,1,4,1,15,'0',13,5
'CS906639','Pass','Fail','Under Review','Compliant',731,'Low','Past',2,18,5,2,1,1,0,0,7,2,'3',4,21
'CS204518','Fail','Pass','Clear','Non-compliant',631,'High',NULL,3,8,2,0,1,0,1,14,6,12,'0',27,0
'CS429985','Pass','Flag','Clear','Compliant',665,'Low',NULL,4,8,5,1,0,1,0,2,4,12,'2',3,17
'CS561267','Pass','Pass','Under Review','Non-compliant',688,'Low','Past',0,11,0,2,1,1,1,15,2,13,'0',27,16
'CS966807','Flag','Pass','Under Review','Non-compliant',662,'Medium',NULL,7,9,1,0,1,1,1,0,4,6,'5',30,20
'CS731574','Fail','Flag','Clear','Non-compliant',729,'Medium',NULL,6,14,0,0,0,1,2,5,8,6,'0',26,16
'CS361295','Pass','Fail','Under Review','Compliant',575,'Medium',NULL,10,1,5,2,1,1,2,7,7,0,'2',22,30
'CS705839','Pass','Flag','Clear','Non-compliant',537,'Very High',NULL,9,9,4,1,1,1,0,8,7,12,'0',7,19
'CS667556','Fail','Flag','Under Review','Non-compliant',820,'Very High','Current',10,0,3,2,0,1,0,14,6,6,'2',2,29
'CS206507','Pass','Fail','Under Review','Compliant',722,'High','Current',10,9,2,0,1,1,0,7,5,16,'1',12,30
'CS330972','Fail','Flag','Restricted','Compliant',410,'High',NULL,0,5,1,3,1,1,2,4,1,2,'4',21,18
'CS814774','Flag','Flag','Clear','Compliant',427,'High',NULL,10,16,5,2,0,1,1,5,2,20,'3',3,14
'CS343253','Flag','Fail','Restricted','Compliant',411,'High',NULL,1,14,4,2,0,0,2,0,0,10,'3',15,4
'CS589007','Flag','Fail','Clear','Non-compliant',328,'Medium','Current',10,3,5,0,0,1,1,8,9,6,'1',13,30
'CS638440','Flag','Pass','Restricted','Compliant',470,'Low','Past',3,12,5,3,0,1,2,0,9,5,'0',30,5
'CS100596','Flag','Flag','Clear','Non-compliant',501,'Low',NULL,5,12,5,3,0,0,1,6,6,20,'4',7,27
'CS535463','Flag','Flag','Restricted','Compliant',415,'Very High',NULL,4,6,5,1,0,1,2,3,3,14,'3',17,9
'CS490624','Pass','Pass','Clear','Compliant',345,'Low','Current',4,11,2,3,1,1,1,4,9,17,'4',1,9
'CS282761','Flag','Pass','Under Review','Non-compliant',323,'Medium',NULL,5,5,3,0,0,0,0,1,5,1,'2',10,24
'CS696615','Pass','Fail','Under Review','Compliant',844,'High',NULL,10,12,2,2,0,0,1,9,7,1,'0',11,25
'CS677666','Pass','Flag','Under Review','Compliant',392,'Low','Past',0,3,2,2,1,0,2,0,6,4,'3',5,29
'CS592643','Flag','Flag','Restricted','Compliant',328,'Medium','Past',5,9,3,0,1,1,1,7,5,5,'2',24,29
'CS832878','Fail','Fail','Under Review','Non-compliant',789,'Medium','Current',5,6,2,2,0,1,2,15,4,14,'4',29,11
'CS629793','Flag','Fail','Restricted','Compliant',648,'Very High',NULL,3,12,5,1,0,1,0,6,4,13,'1',21,3
'CS511829','Flag','Pass','Clear','Non-compliant',329,'Very High','Past',9,1,5,2,1,0,1,6,5,14,'4',5,17
'CS535567','Pass','Pass','Clear','Non-compliant',406,'Medium','Current',3,2,2,3,0,0,2,15,7,20,'1',19,29
