'CS652071','2025-02-19 08:29:36.532','CU636798','AP498493','v2.6','2025-02-19','2025-05-26',0.813,0.588,'Policy',NULL,'Approved','2025-02-19',58,'F','Widowed',4,'Temporary',3,15,'7','Basic',14,0.034,0.131,0.122
'CS903650','2025-02-19 08:29:36.532','CU472683','AP167179','v5.7','2025-02-19','2025-04-05',0.195,0.343,'Manual','Policy Exception','Pending','2025-02-19',63,'F','Widowed',2,'Temporary',1,7,'3','Premium',1,0.781,0.538,0.803
'CS780190','2025-02-19 08:29:36.532','CU689896','AP440292','v4.7','2025-02-19','2026-01-10',0.381,0.562,'Manual','Management Decision','Rejected','2025-02-19',45,'F','Married',0,'Permanent',2,2,'0','Premium',5,0.295,0.577,0.349
'CS442564','2025-02-19 08:29:36.532','CU716365','AP665025','v3.9','2025-02-19','2025-11-14',0.764,0.872,'Manual','Management Decision','Rejected','2025-02-19',47,'M','Widowed',5,'Temporary',15,5,'2','Standard',26,0.378,0.691,0.377
'CS669645','2025-02-19 08:29:36.532','CU239744','AP904057','v2.9','2025-02-19','2025-08-22',0.826,0.800,'Manual','Management Decision','Pending','2025-02-19',57,'M','Single',0,'Foreign',13,6,'7','Premium',15,0.203,0.902,0.921
'CS631277','2025-02-19 08:29:36.532','CU899231','AP837507','v1.2','2025-02-19','2025-12-15',0.962,0.969,'Manual','Policy Exception','Rejected','2025-02-19',35,'F','Divorced',2,'Permanent',5,1,'10','Standard',20,0.875,0.465,0.822
'CS496846','2025-02-19 08:29:36.532','CU911050','AP723214','v5.2','2025-02-19','2025-10-01',0.406,0.379,'Manual','Policy Exception','Approved','2025-02-19',33,'F','Widowed',5,'Temporary',16,13,'0','Premium',13,0.107,0.383,0.339
'CS150481','2025-02-19 08:29:36.533','CU257244','AP489330','v2.3','2025-02-19','2025-11-21',0.956,0.723,'Policy','Policy Exception','Approved','2025-02-19',78,'F','Married',1,'Permanent',12,6,'7','Premium',30,0.214,0.188,0.316
'CS163455','2025-02-19 08:29:36.533','CU139206','AP983946','v2.6','2025-02-19','2025-08-30',0.068,0.816,'Manual',NULL,'Pending','2025-02-19',38,'F','Divorced',3,'Permanent',17,9,'3','Basic',12,0.757,0.725,0.552
'CS549581','2025-02-19 08:29:36.533','CU121543','AP536779','v4.1','2025-02-19','2025-07-26',0.070,0.377,NULL,'Management Decision','Approved','2025-02-19',59,'F','Single',0,'Foreign',7,2,'0','Standard',23,0.635,0.979,0.926
'CS922407','2025-02-19 08:29:36.533','CU289231','AP153180','v4.9','2025-02-19','2025-05-26',0.831,0.290,'Policy','Policy Exception','Approved','2025-02-19',52,'M','Married',4,'Foreign',3,2,'10','Basic',29,0.515,0.358,0.885
'CS815902','2025-02-19 08:29:36.533','CU728406','AP655151','v4.2','2025-02-19','2025-09-23',0.057,0.372,'Manual',NULL,'Rejected','2025-02-19',52,'F','Widowed',1,'Foreign',6,15,'10','Premium',13,0.855,0.410,0.445
'CS795799','2025-02-19 08:29:36.533','CU958618','AP129422','v5.2','2025-02-19','2025-08-30',0.161,0.404,'Policy','Management Decision','Rejected','2025-02-19',58,'F','Married',4,'Temporary',0,15,'1','Basic',17,0.863,0.694,0.502
'CS228944','2025-02-19 08:29:36.534','CU296275','AP885730','v5.9','2025-02-19','2025-04-25',0.490,0.077,NULL,'Policy Exception','Approved','2025-02-19',70,'M','Married',4,'Permanent',1,3,'1','Standard',15,0.118,0.515,0.584
'CS270568','2025-02-19 08:29:36.534','CU102579','AP252942','v5.3','2025-02-19','2025-06-17',0.802,0.243,'Manual','Policy Exception','Pending','2025-02-19',73,'F','Divorced',0,'Foreign',1,0,'0','Premium',9,0.932,0.784,0.562
'CS265659','2025-02-19 08:29:36.534','CU170558','AP377911','v3.3','2025-02-19','2025-03-28',0.396,0.854,NULL,'Management Decision','Rejected','2025-02-19',72,'F','Divorced',1,'Foreign',10,9,'9','Standard',12,0.087,0.407,0.021
'CS761056','2025-02-19 08:29:36.534','CU427485','AP305006','v3.9','2025-02-19','2025-09-13',0.420,0.888,'Policy','Policy Exception','Rejected','2025-02-19',52,'M','Single',4,'Temporary',12,8,'10','Standard',8,0.433,0.497,0.777
'CS257152','2025-02-19 08:29:36.534','CU363871','AP168778','v3.2','2025-02-19','2025-07-23',0.380,0.226,'Manual','Management Decision','Rejected','2025-02-19',64,'M','Divorced',1,'Temporary',15,15,'9','Standard',27,0.116,0.878,0.470
'CS574552','2025-02-19 08:29:36.534','CU788298','AP297557','v2.1','2025-02-19','2025-09-11',0.282,0.388,'Policy',NULL,'Pending','2025-02-19',53,'F','Married',5,'Foreign',10,12,'7','Premium',26,0.844,0.379,0.005
'CS376857','2025-02-19 08:29:36.534','CU324804','AP763356','v4.2','2025-02-19','2025-07-27',0.497,0.862,'Manual','Policy Exception','Approved','2025-02-19',31,'M','Married',1,'Foreign',16,1,'10','Premium',26,0.416,0.232,0.770
'CS245365','2025-02-19 08:29:36.534','CU893047','AP914527','v5.6','2025-02-19','2025-08-08',0.742,0.601,NULL,NULL,'Approved','2025-02-19',70,'M','Single',0,'Temporary',4,9,'10','Basic',6,0.153,0.624,0.719
'CS643600','2025-02-19 08:29:36.535','CU326119','AP276305','v2.6','2025-02-19','2025-07-08',0.695,0.220,'Policy','Management Decision','Pending','2025-02-19',51,'M','Divorced',2,'Permanent',14,7,'2','Premium',9,0.247,0.802,0.584
'CS137169','2025-02-19 08:29:36.535','CU998179','AP921101','v1.9','2025-02-19','2026-01-10',0.027,0.602,NULL,'Management Decision','Pending','2025-02-19',51,'F','Widowed',5,'Temporary',7,4,'2','Standard',25,0.297,0.564,0.939
'CS956134','2025-02-19 08:29:36.535','CU876471','AP405578','v2.7','2025-02-19','2025-06-14',0.759,0.173,'Policy','Policy Exception','Approved','2025-02-19',54,'M','Single',3,'Temporary',16,7,'9','Standard',10,0.357,0.121,0.149
'CS692829','2025-02-19 08:29:36.535','CU332377','AP242343','v3.9','2025-02-19','2026-01-05',0.723,0.701,'Manual',NULL,'Pending','2025-02-19',75,'F','Divorced',3,'Foreign',3,14,'7','Standard',17,0.296,0.358,0.758
'CS425614','2025-02-19 08:29:36.535','CU560274','AP749483','v5.9','2025-02-19','2025-10-01',0.781,0.472,'Policy','Management Decision','Rejected','2025-02-19',48,'F','Divorced',5,'Foreign',10,10,'1','Premium',16,0.512,0.447,0.811
'CS946841','2025-02-19 08:29:36.535','CU670117','AP603347','v5.3','2025-02-19','2025-10-16',0.105,0.202,NULL,'Policy Exception','Pending','2025-02-19',34,'M','Single',2,'Temporary',10,6,'0','Basic',3,0.057,0.388,0.692
'CS394059','2025-02-19 08:29:36.535','CU518385','AP205683','v1.7','2025-02-19','2026-01-28',0.713,0.804,'Policy','Policy Exception','Pending','2025-02-19',35,'M','Widowed',4,'Permanent',7,8,'2','Premium',21,0.112,0.852,0.677
'CS267231','2025-02-19 08:29:36.535','CU906583','AP850078','v2.1','2025-02-19','2025-11-05',0.437,0.802,'Manual','Policy Exception','Approved','2025-02-19',19,'F','Married',1,'Foreign',19,14,'7','Standard',18,0.911,0.816,0.828
'CS875127','2025-02-19 08:29:36.536','CU428671','AP486887','v2.1','2025-02-19','2025-09-04',0.897,0.042,'Policy','Policy Exception','Approved','2025-02-19',63,'F','Widowed',5,'Temporary',4,2,'10','Basic',16,0.098,0.566,0.772
'CS734465','2025-02-19 08:29:36.536','CU683819','AP614927','v2.8','2025-02-19','2025-04-08',0.789,0.883,'Policy',NULL,'Pending','2025-02-19',27,'M','Widowed',3,'Foreign',4,15,'0','Basic',27,0.511,0.106,0.118
'CS619972','2025-02-19 08:29:36.536','CU925927','AP375894','v4.8','2025-02-19','2025-07-21',0.729,0.848,'Policy','Management Decision','Approved','2025-02-19',38,'F','Divorced',4,'Temporary',12,8,'5','Standard',29,0.867,0.518,0.360
'CS709733','2025-02-19 08:29:36.536','CU351564','AP926935','v1.3','2025-02-19','2025-10-19',0.561,0.035,NULL,'Management Decision','Pending','2025-02-19',69,'F','Widowed',0,'Foreign',6,8,'4','Standard',11,0.558,0.854,0.051
'CS155730','2025-02-19 08:29:36.536','CU747975','AP638709','v4.2','2025-02-19','2025-10-04',0.480,0.538,'Manual','Policy Exception','Approved','2025-02-19',46,'M','Divorced',2,'Foreign',2,2,'8','Premium',20,0.840,0.484,0.070
'CS577233','2025-02-19 08:29:36.536','CU279100','AP131806','v2.5','2025-02-19','2025-06-10',0.544,0.429,'Policy','Management Decision','Approved','2025-02-19',58,'F','Single',1,'Foreign',15,4,'2','Premium',7,0.074,0.913,0.365
'CS283760','2025-02-19 08:29:36.536','CU547410','AP619089','v2.0','2025-02-19','2025-08-29',0.806,0.057,'Manual','Policy Exception','Rejected','2025-02-19',29,'F','Widowed',2,'Foreign',10,4,'0','Premium',2,0.308,0.209,0.521
'CS369969','2025-02-19 08:29:36.536','CU449427','AP869584','v1.0','2025-02-19','2025-06-16',0.490,0.804,'Manual',NULL,'Pending','2025-02-19',27,'M','Widowed',4,'Temporary',19,14,'4','Standard',7,0.592,0.588,0.247
'CS458174','2025-02-19 08:29:36.536','CU549378','AP462642','v1.6','2025-02-19','2025-08-09',0.475,0.012,'Manual',NULL,'Pending','2025-02-19',61,'F','Married',2,'Foreign',11,3,'4','Premium',22,0.358,0.951,0.237
'CS312838','2025-02-19 08:29:36.537','CU822244','AP391918','v5.2','2025-02-19','2026-01-16',0.267,0.843,NULL,'Policy Exception','Pending','2025-02-19',47,'F','Widowed',1,'Temporary',17,12,'7','Standard',8,0.790,0.246,0.335
'CS352403','2025-02-19 08:29:36.537','CU677308','AP230124','v5.4','2025-02-19','2025-06-23',0.112,0.612,NULL,'Policy Exception','Rejected','2025-02-19',51,'F','Married',5,'Temporary',7,10,'10','Premium',6,0.216,0.097,0.821
'CS809921','2025-02-19 08:29:36.537','CU906564','AP177789','v4.7','2025-02-19','2025-09-27',0.936,0.862,'Policy','Policy Exception','Approved','2025-02-19',80,'F','Divorced',4,'Permanent',9,0,'3','Standard',23,0.709,0.237,0.988
'CS683420','2025-02-19 08:29:36.537','CU369593','AP553931','v4.2','2025-02-19','2025-07-06',0.239,0.680,'Manual','Policy Exception','Approved','2025-02-19',66,'M','Widowed',5,'Permanent',16,9,'4','Premium',25,0.299,0.591,0.590
'CS528893','2025-02-19 08:29:36.537','CU159031','AP158452','v1.8','2025-02-19','2025-07-04',0.433,0.614,NULL,'Management Decision','Approved','2025-02-19',49,'M','Single',3,'Foreign',14,10,'2','Premium',23,0.526,0.441,0.785
'CS114324','2025-02-19 08:29:36.537','CU282227','AP161718','v1.5','2025-02-19','2025-10-26',0.645,0.865,'Manual','Policy Exception','Rejected','2025-02-19',28,'M','Single',0,'Temporary',10,12,'4','Premium',29,0.120,0.123,0.450
'CS179250','2025-02-19 08:29:36.537','CU625625','AP893251','v4.7','2025-02-19','2026-02-01',0.277,0.701,'Manual','Policy Exception','Approved','2025-02-19',73,'F','Divorced',2,'Permanent',12,7,'6','Standard',8,0.229,0.414,0.521
'CS924243','2025-02-19 08:29:36.537','CU159634','AP105891','v2.3','2025-02-19','2025-06-13',0.136,0.122,'Policy','Management Decision','Pending','2025-02-19',27,'F','Single',5,'Foreign',14,0,'2','Standard',16,0.118,0.051,0.709
'CS935716','2025-02-19 08:29:36.538','CU215767','AP489626','v2.9','2025-02-19','2025-03-29',0.588,0.635,NULL,'Policy Exception','Pending','2025-02-19',49,'F','Married',0,'Temporary',15,5,'9','Premium',26,0.965,0.738,0.652
'CS545004','2025-02-19 08:29:36.538','CU111646','AP335509','v5.5','2025-02-19','2025-11-08',0.060,0.965,'Manual',NULL,'Pending','2025-02-19',23,'M','Married',1,'Permanent',13,5,'6','Basic',18,0.888,0.287,0.209
'CS706475','2025-02-19 08:29:36.538','CU205099','AP462218','v2.7','2025-02-19','2025-08-03',0.750,0.856,NULL,'Management Decision','Pending','2025-02-19',72,'F','Single',1,'Foreign',2,7,'8','Basic',11,0.055,0.190,0.467
'CS486939','2025-02-19 08:29:36.538','CU805853','AP738105','v3.2','2025-02-19','2025-05-24',0.314,0.608,'Manual','Policy Exception','Pending','2025-02-19',21,'F','Married',4,'Temporary',14,15,'1','Premium',13,0.741,0.371,0.391
'CS904949','2025-02-19 08:29:36.538','CU723708','AP321542','v1.1','2025-02-19','2025-07-28',0.367,0.061,'Manual','Policy Exception','Rejected','2025-02-19',31,'F','Widowed',2,'Foreign',2,14,'4','Basic',12,0.273,0.249,0.506
'CS315671','2025-02-19 08:29:36.538','CU982924','AP357610','v1.8','2025-02-19','2025-11-06',0.835,0.848,NULL,'Policy Exception','Approved','2025-02-19',35,'M','Divorced',5,'Temporary',13,5,'6','Basic',9,0.469,0.803,0.608
'CS407746','2025-02-19 08:29:36.539','CU283323','AP304188','v2.2','2025-02-19','2025-12-23',0.425,0.928,'Manual','Management Decision','Rejected','2025-02-19',44,'F','Widowed',0,'Temporary',0,9,'3','Premium',14,0.744,0.988,0.029
'CS325919','2025-02-19 08:29:36.539','CU466104','AP129313','v5.0','2025-02-19','2025-05-17',0.868,0.165,NULL,NULL,'Pending','2025-02-19',54,'F','Widowed',1,'Permanent',8,4,'0','Premium',6,0.336,0.314,0.833
'CS415864','2025-02-19 08:29:36.539','CU545296','AP296273','v1.2','2025-02-19','2025-04-14',0.697,0.973,'Manual','Management Decision','Rejected','2025-02-19',23,'M','Single',1,'Permanent',0,1,'10','Standard',30,0.264,0.984,0.364
'CS176768','2025-02-19 08:29:36.539','CU979203','AP530069','v3.4','2025-02-19','2025-12-24',0.865,0.486,'Policy',NULL,'Pending','2025-02-19',68,'F','Single',3,'Foreign',18,13,'3','Standard',13,0.382,0.512,0.064
'CS472691','2025-02-19 08:29:36.539','CU308190','AP159360','v5.4','2025-02-19','2026-01-15',0.935,0.980,'Manual','Management Decision','Pending','2025-02-19',20,'F','Married',0,'Temporary',16,12,'5','Standard',3,0.646,0.919,0.178
'CS749902','2025-02-19 08:29:36.539','CU354437','AP726166','v3.8','2025-02-19','2025-06-27',0.512,0.786,'Policy',NULL,'Rejected','2025-02-19',33,'M','Widowed',2,'Foreign',18,9,'4','Premium',5,0.123,0.175,0.270
'CS619946','2025-02-19 08:29:36.539','CU933465','AP152514','v4.2','2025-02-19','2025-05-12',0.318,0.466,NULL,NULL,'Rejected','2025-02-19',30,'F','Widowed',5,'Temporary',6,3,'8','Basic',15,0.026,0.582,0.509
'CS696164','2025-02-19 08:29:36.539','CU169517','AP826326','v5.8','2025-02-19','2025-07-31',0.992,0.107,'Manual','Policy Exception','Pending','2025-02-19',31,'M','Widowed',0,'Permanent',4,12,'5','Premium',28,0.512,0.475,0.048
'CS978295','2025-02-19 08:29:36.539','CU790848','AP532658','v4.8','2025-02-19','2025-09-15',0.299,0.052,'Manual','Policy Exception','Rejected','2025-02-19',30,'F','Single',2,'Permanent',6,12,'6','Premium',28,0.092,0.882,0.497
'CS620188','2025-02-19 08:29:36.539','CU152246','AP751102','v4.4','2025-02-19','2026-01-18',0.163,0.066,'Manual',NULL,'Rejected','2025-02-19',47,'M','Widowed',1,'Temporary',6,13,'7','Premium',10,0.450,0.725,0.127
'CS565038','2025-02-19 08:29:36.539','CU531848','AP700999','v3.3','2025-02-19','2025-10-02',0.571,0.900,NULL,NULL,'Pending','2025-02-19',60,'M','Married',4,'Permanent',5,14,'7','Standard',3,0.700,0.008,0.388
'CS463519','2025-02-19 08:29:36.539','CU828433','AP311785','v5.9','2025-02-19','2026-02-06',0.489,0.602,'Policy','Policy Exception','Rejected','2025-02-19',40,'M','Single',3,'Temporary',16,0,'0','Standard',25,0.669,0.989,0.537
'CS555462','2025-02-19 08:29:36.540','CU108478','AP759942','v4.9','2025-02-19','2025-05-09',0.290,0.259,'Policy','Management Decision','Pending','2025-02-19',69,'M','Divorced',4,'Foreign',9,8,'9','Standard',5,0.207,0.304,0.802
'CS485387','2025-02-19 08:29:36.540','CU722110','AP497193','v2.1','2025-02-19','2025-12-06',0.498,0.235,'Manual','Management Decision','Approved','2025-02-19',21,'F','Widowed',2,'Foreign',4,11,'2','Basic',23,0.849,0.268,0.725
'CS514454','2025-02-19 08:29:36.540','CU969131','AP953421','v2.0','2025-02-19','2025-07-16',0.657,0.392,'Manual',NULL,'Pending','2025-02-19',62,'F','Widowed',3,'Foreign',9,12,'1','Premium',2,0.580,0.634,0.388
'CS177109','2025-02-19 08:29:36.540','CU785679','AP292229','v2.9','2025-02-19','2025-07-07',0.239,0.949,NULL,NULL,'Approved','2025-02-19',23,'M','Widowed',1,'Foreign',2,4,'3','Basic',18,0.656,0.582,0.743
'CS769096','2025-02-19 08:29:36.540','CU108275','AP875912','v1.0','2025-02-19','2025-08-17',0.834,0.001,'Policy','Management Decision','Approved','2025-02-19',32,'M','Married',3,'Foreign',15,13,'1','Basic',0,0.676,0.150,0.675
'CS476753','2025-02-19 08:29:36.540','CU487579','AP112114','v3.4','2025-02-19','2025-03-21',0.486,0.270,'Manual','Policy Exception','Pending','2025-02-19',43,'M','Widowed',2,'Permanent',14,3,'0','Standard',8,0.926,0.148,0.436
'CS236543','2025-02-19 08:29:36.540','CU360562','AP975089','v2.0','2025-02-19','2026-01-08',0.685,0.689,NULL,'Management Decision','Rejected','2025-02-19',39,'F','Married',5,'Foreign',8,6,'1','Standard',12,0.886,0.047,0.318
'CS838868','2025-02-19 08:29:36.540','CU853128','AP802311','v3.0','2025-02-19','2025-10-30',0.012,0.263,'Policy','Management Decision','Pending','2025-02-19',66,'F','Widowed',0,'Foreign',13,8,'4','Basic',26,0.157,0.457,0.021
'CS563151','2025-02-19 08:29:36.541','CU682313','AP613322','v2.6','2025-02-19','2025-06-01',0.761,0.355,'Policy','Policy Exception','Approved','2025-02-19',29,'F','Single',5,'Foreign',1,10,'1','Premium',9,0.936,0.320,0.446
'CS375688','2025-02-19 08:29:36.541','CU553513','AP972063','v4.8','2025-02-19','2026-01-19',0.838,0.220,'Manual',NULL,'Pending','2025-02-19',54,'M','Married',2,'Foreign',9,13,'1','Premium',28,0.291,0.850,0.905
