'CS824002','Low',2724.00,0.088,'Occasional',10,'Comprehensive',113610.00,'Premium',0.618,0.510,'Failed','Completed','Fail','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Medium", "investexp": "Limited", "investport": "Aggressive"}}'
'CS969683','Medium',2424.00,0.253,'Occasional',8,NULL,418490.00,'Basic',0.045,0.796,'Pending','Pending','Fail','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": null, "investport": null}}'
'CS169928','Medium',4806.00,0.178,'Rare',4,'Comprehensive',10319.00,'Premium',0.732,0.074,'Failed','Completed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": "Moderate"}}'
'CS180232','Low',5945.00,0.790,'Never',5,'Comprehensive',376749.00,'Premium',0.009,0.327,'Failed','Pending','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Moderate", "investport": null}}'
'CS232683','Medium',5974.00,0.242,'Never',10,'Basic',734984.00,'Basic',0.145,0.855,'Pending','Completed','Fail','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Conservative"}}'
'CS354471','Low',4345.00,0.314,'Rare',8,NULL,199625.00,'Basic',0.155,0.676,'Pending','Failed','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Low", "investexp": "Extensive", "investport": "Aggressive"}}'
'CS688942','Medium',3368.00,0.029,'Occasional',0,'Comprehensive',357917.00,NULL,0.020,0.658,'Verified','Pending','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Medium", "investexp": "Limited", "investport": "Conservative"}}'
'CS288223','Medium',8286.00,0.135,'Occasional',10,'Basic',485220.00,'Basic',0.288,0.366,'Failed','Failed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Limited", "investport": null}}'
'CS289722','Low',2769.00,0.865,'Frequent',7,'Basic',809590.00,NULL,0.196,0.118,'Pending','Completed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": null}}'
'CS230095','Low',8929.00,0.053,'Rare',3,'Basic',975663.00,'Basic',0.752,0.696,'Verified','Completed','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Aggressive"}}'
'CS353632','Medium',8857.00,0.478,'Never',10,'Comprehensive',783415.00,'Premium',0.303,0.225,'Pending','Failed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Aggressive"}}'
'CS435359','High',5480.00,0.825,'Rare',8,NULL,94572.00,NULL,0.504,0.884,'Verified','Failed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": null}}'
'CS997640','High',9028.00,0.884,'Never',5,NULL,18635.00,NULL,0.273,0.514,'Verified','Pending','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Conservative"}}'
'CS365031','Low',5257.00,0.604,'Rare',6,'Basic',136018.00,NULL,0.165,0.804,'Pending','Failed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Moderate", "investport": "Aggressive"}}'
'CS616098','Medium',5808.00,0.589,'Never',2,NULL,289442.00,'Premium',0.927,0.972,'Pending','Failed','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Aggressive"}}'
'CS767771','Low',5139.00,0.907,'Never',7,'Basic',561219.00,NULL,0.641,0.755,'Failed','Completed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": "Conservative"}}'
'CS211745','Medium',1098.00,0.582,'Frequent',10,'Basic',281219.00,'Basic',0.377,0.952,'Failed','Pending','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": "Moderate"}}'
'CS652071','Low',1874.00,0.190,'Rare',0,'Basic',735456.00,'Premium',0.783,0.540,'Verified','Failed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": null}}'
'CS903650','Medium',7458.00,0.886,'Frequent',7,'Comprehensive',289801.00,NULL,0.486,0.475,'Pending','Completed','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": "Conservative"}}'
'CS780190','Medium',7176.00,0.637,'Rare',10,NULL,389330.00,'Basic',0.240,0.323,'Verified','Pending','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Moderate"}}'
'CS442564','Medium',3093.00,0.403,'Never',1,'Comprehensive',978851.00,'Basic',0.428,0.605,'Pending','Pending','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": "Conservative"}}'
'CS669645','Low',9666.00,0.051,'Frequent',9,NULL,558343.00,'Premium',0.126,0.241,'Verified','Completed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Moderate", "investport": "Aggressive"}}'
'CS631277','High',8397.00,0.941,'Never',6,'Comprehensive',567682.00,'Premium',0.710,0.416,'Pending','Pending','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Limited", "investport": "Aggressive"}}'
'CS496846','Low',435.00,0.733,'Never',4,'Basic',878249.00,'Basic',0.280,0.763,'Failed','Completed','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Extensive", "investport": "Conservative"}}'
'CS150481','High',9237.00,0.291,'Rare',4,'Comprehensive',480859.00,NULL,0.219,0.776,'Verified','Completed','Fail','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": null}}'
'CS163455','High',7698.00,0.773,'Frequent',9,NULL,309765.00,'Premium',0.639,0.030,'Verified','Completed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": "Conservative"}}'
'CS549581','Medium',7473.00,0.627,'Never',0,'Basic',673474.00,'Basic',0.891,0.008,'Failed','Failed','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Aggressive"}}'
'CS922407','Low',7895.00,0.285,'Rare',5,NULL,373590.00,'Basic',0.819,0.271,'Failed','Failed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": "Aggressive"}}'
'CS815902','Low',7988.00,0.152,'Rare',8,'Comprehensive',181835.00,'Basic',0.538,0.088,'Verified','Pending','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Moderate", "investport": "Aggressive"}}'
'CS795799','Low',1324.00,0.854,'Frequent',1,NULL,153614.00,'Basic',0.678,0.221,'Failed','Pending','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Extensive", "investport": null}}'
'CS228944','Medium',480.00,0.418,'Rare',10,NULL,584267.00,'Premium',0.782,0.142,'Failed','Pending','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": "Moderate"}}'
'CS270568','Medium',3685.00,0.103,'Occasional',6,'Basic',834553.00,'Basic',0.992,0.538,'Verified','Failed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Moderate"}}'
'CS265659','High',5745.00,0.083,'Rare',4,'Comprehensive',980327.00,'Basic',0.423,0.750,'Verified','Completed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Conservative"}}'
'CS761056','High',3685.00,0.258,'Rare',1,'Basic',243838.00,'Basic',0.226,0.184,'Verified','Failed','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": null}}'
'CS257152','High',2570.00,0.720,'Occasional',5,'Comprehensive',270713.00,'Basic',0.413,0.509,'Failed','Failed','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Moderate", "investport": "Conservative"}}'
'CS574552','High',4687.00,0.668,'Occasional',5,NULL,268416.00,'Basic',0.079,0.573,'Pending','Pending','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Moderate", "investport": null}}'
'CS376857','Low',3619.00,0.434,'Never',4,'Comprehensive',603900.00,'Premium',0.351,0.072,'Failed','Completed','Fail','{"autopay": "Yes", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": "Aggressive"}}'
'CS245365','High',6462.00,0.428,'Occasional',4,'Comprehensive',133488.00,'Premium',0.734,0.635,'Pending','Failed','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Moderate", "investport": "Moderate"}}'
'CS643600','Medium',268.00,0.529,'Never',10,'Basic',503710.00,'Premium',0.862,0.317,'Verified','Pending','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": null}}'
'CS137169','High',1563.00,0.588,'Rare',8,'Comprehensive',662247.00,'Premium',0.289,0.504,'Failed','Completed','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Aggressive"}}'
'CS956134','Low',2526.00,0.193,'Frequent',2,'Comprehensive',237236.00,NULL,0.102,0.229,'Failed','Completed','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": "Moderate"}}'
'CS692829','Medium',7872.00,0.873,'Frequent',10,'Basic',72102.00,NULL,0.468,0.606,'Pending','Completed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": "Moderate"}}'
'CS425614','Medium',7333.00,0.621,'Rare',9,NULL,300660.00,'Basic',0.033,0.975,'Pending','Pending','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": "Aggressive"}}'
'CS946841','High',4141.00,0.775,'Never',0,NULL,681881.00,NULL,0.465,0.694,'Verified','Completed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": null}}'
'CS394059','Medium',6065.00,0.804,'Occasional',8,'Basic',270391.00,NULL,0.552,0.159,'Verified','Pending','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Conservative"}}'
'CS267231','Medium',4310.00,0.741,'Occasional',4,'Basic',268603.00,'Premium',0.966,0.698,'Failed','Pending','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": null}}'
'CS875127','Medium',9722.00,0.411,'Frequent',7,NULL,128896.00,NULL,0.358,0.517,'Verified','Failed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Low", "investexp": "Moderate", "investport": null}}'
'CS734465','Low',7825.00,0.495,'Frequent',9,'Comprehensive',444880.00,'Premium',0.844,0.611,'Failed','Completed','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Moderate", "investport": "Moderate"}}'
'CS619972','Low',413.00,0.327,'Never',9,'Comprehensive',301939.00,'Basic',0.729,0.527,'Verified','Pending','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Moderate"}}'
'CS709733','Low',7201.00,0.330,'Occasional',1,'Basic',729280.00,'Basic',0.013,0.381,'Pending','Pending','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Conservative"}}'
'CS155730','Medium',6896.00,0.035,'Rare',6,'Basic',629897.00,'Basic',0.279,0.097,'Pending','Pending','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Low", "investexp": "Moderate", "investport": "Conservative"}}'
'CS577233','Low',2691.00,0.321,'Frequent',7,NULL,659938.00,'Premium',0.619,0.259,'Verified','Pending','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": "Extensive", "investport": "Conservative"}}'
'CS283760','Low',1307.00,0.499,'Frequent',2,'Basic',242129.00,'Basic',0.495,0.015,'Failed','Completed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": "Moderate", "investport": null}}'
'CS369969','High',5776.00,0.016,'Occasional',3,NULL,209400.00,'Premium',0.471,0.112,'Failed','Completed','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": null, "investport": null}}'
'CS458174','Medium',1969.00,0.992,'Occasional',10,'Basic',579905.00,'Premium',0.863,0.882,'Failed','Pending','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Extensive", "investport": "Conservative"}}'
'CS312838','High',1722.00,0.799,'Occasional',3,NULL,480753.00,'Basic',0.352,0.235,'Verified','Failed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Aggressive"}}'
'CS352403','Low',4122.00,0.594,'Frequent',4,'Basic',880518.00,NULL,0.892,0.307,'Pending','Pending','Flag','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": "Moderate"}}'
'CS809921','Low',8877.00,0.997,'Never',5,'Basic',38651.00,NULL,0.057,0.203,'Pending','Completed','Flag','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "High", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": "Aggressive"}}'
'CS683420','Medium',6868.00,0.239,'Never',0,'Basic',785763.00,'Premium',0.491,0.467,'Verified','Completed','Flag','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Low", "investexp": "Moderate", "investport": "Aggressive"}}'
'CS528893','High',8544.00,0.902,'Never',1,'Basic',409477.00,NULL,0.731,0.151,'Verified','Completed','Flag','{"autopay": "Yes", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": null, "investport": "Moderate"}}'
'CS114324','High',7635.00,0.936,'Occasional',8,'Basic',757198.00,'Premium',0.287,0.555,'Failed','Failed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Conservative"}}'
'CS179250','High',8710.00,0.545,'Occasional',9,'Basic',80939.00,'Basic',0.892,0.215,'Failed','Pending','Fail','{"autopay": "No", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Limited", "investport": "Aggressive"}}'
'CS924243','Low',1508.00,0.005,'Occasional',10,NULL,363822.00,'Premium',0.326,0.493,'Failed','Pending','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": "Moderate"}}'
'CS935716','Low',4726.00,0.671,'Rare',5,'Comprehensive',254469.00,'Basic',0.401,0.545,'Failed','Failed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "Low", "investexp": "Limited", "investport": "Aggressive"}}'
'CS545004','High',8501.00,0.825,'Rare',3,'Comprehensive',801316.00,'Premium',0.136,0.666,'Failed','Completed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": "Extensive", "investport": null}}'
'CS706475','High',1943.00,0.837,'Occasional',7,'Comprehensive',8827.00,'Basic',0.597,0.314,'Failed','Failed','Fail','{"autopay": "Yes", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "Low", "investexp": "Extensive", "investport": "Aggressive"}}'
'CS486939','High',6811.00,0.471,'Occasional',8,'Comprehensive',150303.00,'Basic',0.946,0.881,'Verified','Failed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Extensive", "investport": "Aggressive"}}'
'CS904949','Low',4158.00,0.951,'Rare',1,'Basic',957231.00,'Premium',0.681,0.567,'Pending','Failed','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Moderate"}}'
'CS315671','Medium',6807.00,0.015,'Frequent',9,'Basic',634700.00,'Premium',0.412,0.587,'Pending','Failed','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": null, "investport": null}}'
'CS407746','Medium',9140.00,0.905,'Frequent',2,'Basic',905011.00,NULL,0.884,0.251,'Failed','Pending','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Limited", "investport": null}}'
'CS325919','Medium',9821.00,0.382,'Rare',7,'Comprehensive',860399.00,'Premium',0.680,0.762,'Pending','Failed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": "Moderate"}}'
'CS415864','Medium',3161.00,0.011,'Occasional',3,NULL,358635.00,NULL,0.140,0.552,'Failed','Completed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": "Extensive", "investport": "Moderate"}}'
'CS176768','Medium',1034.00,0.312,'Never',4,NULL,473173.00,'Premium',0.512,0.335,'Verified','Completed','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Low", "onlineuse": "Medium", "invcluster": {"tradeact": "High", "investexp": "Extensive", "investport": "Aggressive"}}'
'CS472691','High',7320.00,0.028,'Rare',3,'Comprehensive',62859.00,'Premium',0.677,0.798,'Failed','Failed','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": null, "investexp": "Limited", "investport": "Conservative"}}'
'CS749902','Low',8953.00,0.683,'Occasional',9,'Comprehensive',216343.00,'Basic',0.089,0.191,'Pending','Failed','Fail','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": "Moderate", "investport": null}}'
'CS619946','Medium',5468.00,0.977,'Rare',4,'Basic',723104.00,'Premium',0.878,0.097,'Verified','Failed','Flag','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Extensive", "investport": "Moderate"}}'
'CS696164','High',1803.00,0.955,'Frequent',6,'Basic',298710.00,'Basic',0.713,0.211,'Failed','Completed','Pass','{"autopay": "Yes", "depostat": "Yes", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "Low", "investexp": "Limited", "investport": null}}'
'CS978295','High',3129.00,0.907,'Occasional',4,'Basic',875075.00,'Premium',0.412,0.454,'Failed','Failed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "High", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Moderate"}}'
'CS620188','Low',6322.00,0.204,'Occasional',0,NULL,940819.00,'Basic',0.136,0.340,'Failed','Pending','Fail','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "Low", "investexp": "Extensive", "investport": "Moderate"}}'
'CS565038','High',4326.00,0.335,'Never',5,NULL,770389.00,NULL,0.274,0.468,'Failed','Pending','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "High", "invcluster": {"tradeact": "Medium", "investexp": "Extensive", "investport": "Conservative"}}'
'CS463519','Low',2750.00,0.378,'Frequent',2,NULL,94132.00,'Basic',0.915,0.738,'Verified','Failed','Pass','{"autopay": "No", "depostat": "No", "mobileuse": "Low", "onlineuse": "Low", "invcluster": {"tradeact": "High", "investexp": null, "investport": "Conservative"}}'
'CS555462','High',5950.00,0.723,'Frequent',9,'Basic',784064.00,'Basic',0.340,0.244,'Failed','Pending','Pass','{"autopay": "Yes", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": "Conservative"}}'
'CS485387','High',8728.00,0.858,'Never',5,NULL,742794.00,'Basic',0.083,0.088,'Pending','Failed','Pass','{"autopay": "No", "depostat": "Yes", "mobileuse": "High", "onlineuse": "Low", "invcluster": {"tradeact": null, "investexp": null, "investport": null}}'
'CS514454','Low',344.00,0.483,'Never',9,NULL,841077.00,NULL,0.911,0.142,'Verified','Failed','Flag','{"autopay": "No", "depostat": "No", "mobileuse": "Medium", "onlineuse": "Low", "invcluster": {"tradeact": "Medium", "investexp": null, "investport": null}}'
'CS177109','Low',3503.00,0.662,'Rare',5,NULL,47543.00,'Premium',0.414,0.736,'Failed','Completed','Fail','{"autopay": "No", "depostat": "No", "mobileuse": "High", "onlineuse": "Medium", "invcluster": {"tradeact": "Medium", "investexp": "Extensive", "investport": null}}'
