'CS528893','Self-employed',7,'Doctor','Other','Adams-White',45170.00,3764.17,'Pending',0.774,15658.00,'Rental',792657.00,14,'Medium','Low','Low','Medium','Low','Doctorate',0.319
'CS114324','Retired',5,'Manager','Education','Hurst-Martinez',211027.00,17585.58,'Failed',0.484,26581.00,'Rental',518491.00,3,'Medium','High','Medium','Low','Low','High School',0.544
'CS179250','Self-employed',11,'Doctor','Other','Bishop-Osborn',46940.00,3911.67,'Failed',0.557,28642.00,NULL,410318.00,13,'Low','High','Medium','High','High','Master',0.569
'CS924243','Employed',9,'Teacher','Other','Rogers, Cordova and Schultz',84887.00,7073.92,'Pending',0.983,30028.00,'Investment',793557.00,17,'Medium','High','Low','Low','High','Master',0.066
'CS935716','Retired',29,'Other','Other','Salazar, Stanton and Grant',373234.00,31102.83,'Verified',0.851,10239.00,NULL,577218.00,2,'High','High','Medium','Medium','High','High School',0.019
'CS545004','Employed',26,'Engineer','Finance','Franco, Castillo and Ali',38126.00,3177.17,'Verified',0.339,28769.00,NULL,656752.00,8,'Medium','Low','Medium','High','High','Bachelor',0.362
'CS706475','Retired',13,'Engineer','Education','Garner, Osborne and Whitney',400734.00,33394.50,'Verified',0.994,37932.00,'Part-time',460835.00,9,'Medium','Low','Low','Medium','Low','Bachelor',0.326
'CS486939','Unemployed',40,'Other','Finance','Sanders, Brown and Nunez',426769.00,35564.08,'Failed',0.751,6031.00,'Part-time',285286.00,9,'Low','Low','High','High','Medium','Master',0.075
'CS904949','Self-employed',10,'Teacher','Finance','Lawson-Perkins',64627.00,5385.58,'Verified',0.216,23896.00,'Part-time',623434.00,6,'High','Low','Low','Low','Medium','High School',0.450
'CS315671','Self-employed',9,'Engineer','Healthcare','Wallace-Molina',425230.00,35435.83,'Failed',0.602,21966.00,'Part-time',746874.00,16,'Low','High','Low','Medium','Medium','High School',0.590
'CS407746','Employed',36,'Engineer','Healthcare','Neal, Chavez and Flores',161626.00,13468.83,'Failed',0.762,33200.00,'Part-time',699041.00,3,'Medium','High','Medium','Medium','Low','Master',0.448
'CS325919','Unemployed',5,'Teacher','Healthcare','Garcia Inc',443547.00,36962.25,'Verified',0.383,41788.00,'Investment',346200.00,14,'High','Low','Low','High','Low','Bachelor',0.148
'CS415864','Unemployed',2,'Engineer','Finance','Willis-Jones',194295.00,16191.25,'Verified',0.028,14020.00,NULL,686567.00,10,'Low','High','High','Low','Medium','Bachelor',0.497
'CS176768','Unemployed',12,'Doctor','Technology','Lucero Group',221729.00,18477.42,'Pending',0.308,2632.00,'Investment',172972.00,4,'Low','High','Medium','High','Low','High School',0.534
'CS472691','Employed',16,'Engineer','Finance','Campbell, Hill and Ross',366389.00,30532.42,'Verified',0.089,2555.00,'Rental',386607.00,2,'Medium','High','Medium','Medium','High','High School',0.282
'CS749902','Self-employed',19,'Other','Technology','Mendez and Sons',348720.00,29060.00,'Pending',0.732,45406.00,NULL,625282.00,1,'Low','High','Medium','High','High','Bachelor',0.313
'CS619946','Unemployed',16,'Doctor','Education','Bradshaw Inc',317062.00,26421.83,'Verified',0.082,18002.00,'Part-time',220179.00,10,'Medium','Medium','High','High','Medium','Bachelor',0.009
'CS696164','Employed',32,'Teacher','Technology','Hoffman-Odonnell',331784.00,27648.67,'Verified',0.869,36312.00,'Rental',612844.00,6,'Medium','High','Low','Medium','High','Bachelor',0.439
'CS978295','Unemployed',36,'Engineer','Healthcare','Osborn-Mills',476317.00,39693.08,'Failed',0.48,13234.00,NULL,578690.00,18,'High','Low','Medium','High','Low','Bachelor',0.042
'CS620188','Self-employed',37,'Doctor','Finance','Simpson PLC',446003.00,37166.92,'Pending',0.626,21135.00,'Part-time',776200.00,5,'Medium','High','Medium','High','Low','Doctorate',0.362
'CS565038','Self-employed',11,'Teacher','Other','Miller Group',148169.00,12347.42,'Verified',0.9,27955.00,'Rental',507245.00,11,'High','Low','High','Low','Low','Bachelor',0.521
'CS463519','Unemployed',4,'Doctor','Other','Gill-Myers',274696.00,22891.33,'Failed',0.993,40546.00,NULL,304285.00,13,'Low','Medium','High','High','Low','High School',0.072
'CS555462','Employed',38,'Teacher','Education','Huynh-Brooks',21136.00,1761.33,'Verified',0.183,27843.00,'Rental',382806.00,20,'Medium','High','High','High','High','Bachelor',0.006
'CS485387','Employed',4,'Doctor','Other','Leon-Lewis',177151.00,14762.58,'Failed',0.678,32041.00,'Investment',687987.00,19,'High','High','Medium','Low','Medium','High School',0.007
'CS514454','Employed',25,'Engineer','Other','Andrews and Sons',190349.00,15862.42,'Failed',0.719,25462.00,NULL,237751.00,17,'High','Medium','Medium','Medium','Medium','High School',0.434
'CS177109','Unemployed',4,'Other','Other','Ray, Harrington and Jones',488136.00,40678.00,'Pending',0.896,6641.00,'Investment',56692.00,1,'High','Low','Medium','High','High','Doctorate',0.034
'CS769096','Retired',28,'Engineer','Healthcare','Pennington PLC',47412.00,3951.00,'Verified',0.338,37585.00,'Investment',625235.00,3,'High','Medium','Medium','High','Low','Doctorate',0.522
'CS476753','Employed',17,'Doctor','Education','Johnson, Barnes and Gomez',155107.00,12925.58,'Pending',0.05,16571.00,'Part-time',40916.00,10,'High','Low','Medium','High','Low','High School',0.040
'CS236543','Employed',4,'Teacher','Education','Johnson, Hoffman and Browning',178244.00,14853.67,'Pending',0.614,31019.00,'Investment',364492.00,11,'Medium','Medium','High','Low','Medium','Bachelor',0.441
'CS838868','Employed',28,'Doctor','Technology','Mooney, Doyle and Brown',108177.00,9014.75,'Failed',0.987,32931.00,'Part-time',774424.00,20,'Medium','Medium','Low','Low','Low','Master',0.455
'CS563151','Employed',22,'Teacher','Technology','Salazar Inc',128781.00,10731.75,'Failed',0.632,38521.00,'Investment',382453.00,11,'Low','High','Low','Low','Low','High School',0.417
'CS375688','Unemployed',40,'Other','Technology','Chang-Norris',417245.00,34770.42,'Pending',0.973,1268.00,'Part-time',103181.00,8,'High','High','Medium','Low','Medium','High School',0.556
'CS165547','Employed',29,'Engineer','Education','Woodward Group',379595.00,31632.92,'Pending',0.681,13263.00,'Rental',508342.00,12,'High','Medium','Low','High','Medium','High School',0.450
'CS118101','Employed',20,'Engineer','Other','Shaw, Hernandez and Davis',312040.00,26003.33,'Failed',0.388,32706.00,NULL,436446.00,14,'Medium','High','Medium','Medium','Low','Doctorate',0.219
'CS867586','Employed',37,'Other','Finance','Mccoy Inc',198289.00,16524.08,'Failed',0.971,18532.00,'Rental',404910.00,1,'High','Medium','Low','High','Low','Doctorate',0.509
'CS213855','Employed',16,'Doctor','Other','Henderson-Gibson',440978.00,36748.17,'Failed',0.217,49011.00,'Rental',377079.00,7,'Low','Medium','High','High','High','Bachelor',0.232
'CS154780','Self-employed',14,'Engineer','Education','Valenzuela, Torres and Cooper',461446.00,38453.83,'Failed',0.958,9306.00,'Part-time',580674.00,6,'Low','High','Low','Medium','Low','High School',0.509
'CS686880','Unemployed',30,'Engineer','Education','Garcia-Adams',449838.00,37486.50,'Failed',0.802,36115.00,'Part-time',523571.00,1,'Medium','Medium','Medium','Medium','Medium','Master',0.300
'CS878130','Unemployed',11,'Manager','Finance','Thomas, Figueroa and Griffith',246738.00,20561.50,'Verified',0.966,9634.00,'Rental',39546.00,13,'Medium','Medium','High','Medium','High','Bachelor',0.185
'CS173970','Self-employed',1,'Engineer','Finance','Hayes LLC',454890.00,37907.50,'Verified',0.428,353.00,'Investment',774181.00,14,'Low','Medium','Medium','Low','Medium','Bachelor',0.534
'CS454779','Self-employed',9,'Teacher','Finance','Wallace-Santos',461814.00,38484.50,'Pending',0.768,41254.00,NULL,155918.00,4,'Medium','Medium','Low','High','Low','Master',0.557
'CS871100','Unemployed',12,'Manager','Other','Beasley Ltd',177827.00,14818.92,'Verified',0.36,29943.00,'Part-time',147361.00,6,'Medium','Low','Low','Medium','Low','Bachelor',0.068
'CS808056','Retired',25,'Manager','Education','Green-Welch',495321.00,41276.75,'Verified',0.441,47181.00,NULL,542439.00,9,'Low','High','Low','Medium','High','High School',0.268
'CS691358','Self-employed',34,'Engineer','Technology','Boyd-Chavez',59309.00,4942.42,'Verified',0.42,33887.00,'Part-time',594426.00,19,'Medium','Medium','Medium','Low','Low','Bachelor',0.575
'CS620062','Unemployed',4,'Other','Other','Smith-Walters',161996.00,13499.67,'Pending',0.734,45767.00,'Rental',313753.00,17,'Medium','High','Medium','Low','Medium','High School',0.180
'CS705250','Unemployed',40,'Engineer','Finance','Murray-Kennedy',347621.00,28968.42,'Pending',0.819,36151.00,'Investment',787567.00,3,'Low','Medium','Low','High','Medium','Bachelor',0.074
'CS461214','Unemployed',1,'Doctor','Education','Wong-Young',103963.00,8663.58,'Pending',0.875,46866.00,'Part-time',494070.00,19,'High','Medium','Medium','Low','Low','High School',0.037
'CS539540','Self-employed',32,'Manager','Technology','Porter, Kelley and Ward',322948.00,26912.33,'Verified',0.207,34175.00,NULL,169762.00,15,'High','Low','Medium','Low','Low','Master',0.370
'CS147599','Unemployed',29,'Doctor','Finance','Mcguire Group',487663.00,40638.58,'Failed',0.052,29326.00,'Rental',146423.00,20,'Low','Low','Low','Low','High','Master',0.513
'CS716787','Self-employed',4,'Teacher','Technology','Delgado-Miller',65167.00,5430.58,'Verified',0.087,30492.00,'Part-time',589369.00,4,'Medium','High','Low','High','High','High School',0.296
'CS173839','Self-employed',12,'Other','Other','Jones LLC',352492.00,29374.33,'Verified',0.067,17640.00,'Rental',584018.00,9,'Low','Low','Medium','Low','Medium','Bachelor',0.189
'CS587130','Unemployed',16,'Other','Education','Blankenship LLC',147539.00,12294.92,'Pending',0.837,11300.00,'Investment',431952.00,14,'Low','Medium','Medium','Low','Medium','Bachelor',0.469
'CS970648','Unemployed',36,'Doctor','Other','Cole, Sutton and Daniel',154972.00,12914.33,'Pending',0.98,40372.00,'Part-time',667833.00,9,'Medium','Medium','Medium','Medium','Low','Doctorate',0.094
'CS831931','Employed',17,'Engineer','Healthcare','Nelson Group',40476.00,3373.00,'Verified',0.128,4085.00,'Part-time',56594.00,6,'High','Medium','Low','High','Medium','Bachelor',0.319
'CS495421','Employed',20,'Engineer','Other','Marshall, Bennett and Clark',353756.00,29479.67,'Verified',0.643,45110.00,'Investment',90054.00,7,'Medium','Low','Low','Low','Low','Bachelor',0.322
'CS990471','Employed',22,'Engineer','Finance','Coleman LLC',237498.00,19791.50,'Pending',0.623,3558.00,'Rental',594290.00,19,'High','High','Low','Low','High','Bachelor',0.016
'CS514443','Retired',39,'Teacher','Education','Miller-Sawyer',144501.00,12041.75,'Pending',0.003,23518.00,NULL,285409.00,19,'High','High','Low','Medium','Low','Bachelor',0.278
'CS807017','Unemployed',29,'Teacher','Other','Tanner-Espinoza',384835.00,32069.58,'Verified',0.737,37776.00,'Rental',560765.00,13,'Medium','Medium','High','Low','High','High School',0.546
'CS274630','Unemployed',14,'Other','Other','Smith, Moore and Silva',489482.00,40790.17,'Failed',0.022,21654.00,'Rental',197413.00,8,'Medium','Medium','Low','Low','High','Master',0.243
'CS139109','Retired',8,'Other','Healthcare','Bryant LLC',301144.00,25095.33,'Failed',0.276,33856.00,'Rental',102341.00,13,'Low','High','Low','Medium','Low','Doctorate',0.393
'CS808932','Self-employed',31,'Doctor','Technology','Rojas PLC',316102.00,26341.83,'Verified',0.958,49953.00,NULL,402596.00,19,'Low','Medium','Low','Medium','Medium','Bachelor',0.306
'CS367960','Unemployed',28,'Teacher','Healthcare','Butler and Sons',451434.00,37619.50,'Verified',0.363,11902.00,'Investment',539152.00,3,'High','High','Medium','High','Low','Bachelor',0.535
'CS878890','Retired',30,'Other','Education','Brown, Lee and Kent',64631.00,5385.92,'Verified',0.318,36088.00,'Rental',326040.00,8,'Low','High','Low','Medium','Low','Bachelor',0.542
'CS932128','Unemployed',29,'Engineer','Finance','Evans-Johnson',320010.00,26667.50,'Failed',0.063,22886.00,'Part-time',459661.00,12,'Medium','Low','High','Medium','High','Master',0.021
'CS746373','Employed',18,'Engineer','Finance','Wheeler, Jordan and Turner',26628.00,2219.00,'Failed',0.055,49540.00,'Part-time',308498.00,19,'High','Low','Low','High','High','Doctorate',0.017
'CS386431','Retired',26,'Other','Healthcare','Hicks Group',260344.00,21695.33,'Verified',0.332,32347.00,'Investment',32529.00,5,'Medium','Medium','Medium','Medium','Low','Doctorate',0.404
'CS173740','Employed',10,'Teacher','Technology','Turner, Olson and Giles',297587.00,24798.92,'Failed',0.979,42836.00,'Part-time',763502.00,15,'Low','High','Medium','Medium','Low','Bachelor',0.129
'CS150249','Retired',12,'Teacher','Education','Johnson, Martinez and Tucker',263511.00,21959.25,'Pending',0.734,33154.00,NULL,374153.00,13,'Low','Medium','High','High','Low','Master',0.303
