'CS767771',1,8.5,0.473,0.413,0.360,'Deteriorating','Medium',5,92764.00,0.957,'Good',0,0,63653,'Fair',13,NULL,0.030,0.632,15778.24
'CS211745',2,6.4,0.041,0.023,0.823,'Deteriorating','High',6,77192.00,0.678,'Excellent',0,3,260926,'Fair',16,'Low',0.128,0.811,24509.25
'CS652071',1,9.2,0.124,0.757,0.901,'Improving','High',10,148959.00,0.341,'Poor',1,3,120432,'Excellent',17,'Low',0.117,0.439,14819.38
'CS903650',5,12.2,0.553,0.577,0.738,'Improving','Medium',3,94949.00,0.550,'Good',1,2,463588,'Excellent',2,'High',0.198,0.267,39929.25
'CS780190',5,3.7,0.688,0.751,0.953,'Improving','Low',9,181343.00,0.234,'Poor',4,0,464438,'Good',14,NULL,0.384,0.049,70432.36
'CS442564',0,19.0,0.261,0.517,0.251,'Stable','Low',8,4117.00,0.240,'Excellent',2,1,310638,'Excellent',13,NULL,0.918,0.459,79950.01
'CS669645',3,8.8,0.240,0.927,0.011,'Stable','Low',0,47000.00,0.648,'Good',0,0,480194,'Excellent',18,NULL,0.417,0.848,6703.48
'CS631277',2,20.0,0.935,0.234,0.764,'Deteriorating','Medium',10,22091.00,0.983,'Good',2,2,442998,'Fair',14,NULL,0.047,0.903,75914.81
'CS496846',5,2.5,0.780,0.595,0.942,'Improving','High',0,26595.00,0.490,'Good',2,3,269469,'Poor',18,'Medium',0.370,0.989,87880.98
'CS150481',0,8.8,0.154,0.678,0.330,'Deteriorating','Low',0,71807.00,0.510,'Excellent',0,1,265433,'Poor',5,'Medium',0.971,0.739,82586.77
'CS163455',1,15.1,0.516,0.594,0.963,'Deteriorating','Low',4,115457.00,0.030,'Fair',2,1,408621,'Fair',8,'High',0.691,0.592,59887.97
'CS549581',3,1.5,0.085,0.358,0.090,'Stable','Medium',9,73677.00,0.080,'Fair',5,1,256978,'Fair',12,'High',0.841,0.008,2800.57
'CS922407',1,1.9,0.675,0.709,0.615,'Stable','Medium',3,141105.00,0.705,'Fair',4,2,213534,'Good',17,'Low',0.071,0.305,23553.43
'CS815902',1,9.4,0.462,0.531,0.156,'Deteriorating','Medium',7,26481.00,0.265,'Excellent',2,3,32457,'Fair',18,NULL,0.694,0.350,73708.59
'CS795799',2,4.3,0.377,0.419,0.239,'Improving','Medium',4,164663.00,0.878,'Fair',2,1,267051,'Good',1,'High',0.865,0.012,73126.55
'CS228944',0,11.9,0.730,0.578,0.606,'Deteriorating','Medium',2,140421.00,0.029,'Good',1,2,411916,'Excellent',7,'Low',0.723,0.667,24285.11
'CS270568',0,8.2,0.138,0.150,0.745,'Deteriorating','High',2,165930.00,0.142,'Good',1,1,98318,'Poor',0,NULL,0.775,0.693,60198.22
'CS265659',0,11.9,0.422,0.242,0.621,'Stable','Medium',10,154497.00,0.871,'Poor',3,0,86268,'Excellent',10,'High',0.341,0.993,43614.50
'CS761056',4,13.3,0.862,0.986,0.117,'Improving','Medium',7,155821.00,0.781,'Good',4,1,366452,'Poor',13,'High',0.767,0.352,23200.93
'CS257152',0,15.9,0.150,0.380,0.706,'Stable','Medium',2,38190.00,0.747,'Good',0,3,132154,'Fair',0,'Medium',0.440,0.029,64971.40
'CS574552',1,10.5,0.305,0.550,0.378,'Stable','Low',3,9590.00,0.978,'Fair',4,1,49355,'Fair',20,'Medium',0.283,0.574,12538.73
'CS376857',0,11.3,0.462,0.639,0.818,'Deteriorating','Low',8,128892.00,0.054,'Fair',4,2,21774,'Poor',7,'Medium',0.471,0.686,74959.03
'CS245365',4,10.5,0.903,0.107,0.733,'Deteriorating','Low',0,116157.00,0.732,'Poor',3,1,453756,'Fair',3,'Medium',0.655,0.995,21438.42
'CS643600',5,15.2,0.298,0.749,0.040,'Improving','Low',6,17118.00,0.166,'Fair',5,2,404664,'Poor',1,'High',0.937,0.675,94899.51
'CS137169',3,12.7,0.599,0.482,0.798,'Deteriorating','Low',2,196778.00,0.250,'Excellent',3,1,401155,'Excellent',4,'Medium',0.165,0.680,35819.83
'CS956134',1,13.0,0.809,0.910,0.263,'Stable','High',6,4034.00,0.533,'Excellent',2,0,394811,'Excellent',13,'Low',0.447,0.440,11308.90
'CS692829',0,8.1,0.067,0.852,0.608,'Deteriorating','Medium',2,74177.00,0.411,'Fair',0,2,357828,'Good',14,NULL,0.948,0.639,15311.43
'CS425614',0,6.8,0.074,0.630,0.623,'Improving','Medium',4,87438.00,0.006,'Poor',3,3,480637,'Excellent',6,'High',0.948,0.111,42786.51
'CS946841',0,14.6,0.294,0.958,0.821,'Deteriorating','Low',10,95515.00,0.546,'Good',0,3,491357,'Good',11,'Medium',0.054,0.694,36939.74
'CS394059',0,19.9,0.353,0.354,0.416,'Deteriorating','Low',9,24317.00,0.106,'Good',0,3,111501,'Excellent',5,'Low',0.732,0.884,9458.54
'CS267231',0,4.2,0.202,0.179,0.999,'Deteriorating','Medium',1,180411.00,0.055,'Good',4,0,118778,'Excellent',14,'Medium',0.768,0.814,74117.60
'CS875127',2,15.2,0.197,0.786,0.330,'Deteriorating','High',6,156554.00,0.086,'Poor',3,3,464370,'Fair',3,'Low',0.940,0.099,13931.41
'CS734465',2,1.3,0.445,0.238,0.293,'Deteriorating','High',9,146840.00,0.491,'Excellent',5,2,451624,'Excellent',0,'Medium',0.861,0.682,8351.89
'CS619972',5,9.5,0.853,0.316,0.297,'Deteriorating','High',1,45511.00,0.983,'Good',1,2,229007,'Good',10,'High',0.508,0.246,84616.35
'CS709733',4,1.9,0.259,0.235,0.379,'Stable','High',2,61089.00,0.002,'Good',0,2,133941,'Excellent',3,'Medium',0.678,0.935,80020.33
'CS155730',2,4.8,0.345,0.429,0.706,'Stable','Medium',8,42739.00,0.020,'Good',1,2,329580,'Excellent',16,'Low',0.598,0.907,54717.08
'CS577233',3,5.0,0.069,0.296,0.556,'Improving','Medium',7,186919.00,0.855,'Good',3,0,483149,'Excellent',13,'Low',0.320,0.755,46817.13
'CS283760',2,8.9,0.853,0.710,0.316,'Stable','Medium',4,126217.00,0.027,'Good',0,1,383418,'Good',14,'Medium',0.843,0.273,57652.85
'CS369969',2,5.8,0.024,0.298,0.548,'Deteriorating','High',1,94281.00,0.815,'Excellent',2,0,479144,'Good',5,NULL,0.358,0.174,7107.34
'CS458174',1,15.8,0.057,0.441,0.001,'Deteriorating','High',8,183804.00,0.470,'Excellent',4,1,103026,'Fair',14,'Medium',0.764,0.341,56400.37
'CS312838',5,12.4,0.574,0.786,0.075,'Improving','High',10,55522.00,0.602,'Poor',3,2,293149,'Good',20,NULL,0.758,0.244,91538.09
'CS352403',5,8.4,0.200,0.980,0.824,'Improving','Low',5,138827.00,0.418,'Fair',4,3,113195,'Good',17,'Medium',0.644,0.039,70953.24
'CS809921',1,15.5,0.889,0.719,0.224,'Improving','Low',4,3458.00,0.327,'Poor',1,0,461526,'Fair',14,'Medium',0.018,0.483,15289.60
'CS683420',2,1.7,0.471,0.930,0.936,'Deteriorating','Low',1,172862.00,0.620,'Good',3,1,331314,'Good',9,'Medium',0.154,0.441,1415.64
'CS528893',5,4.7,0.461,0.741,0.949,'Stable','Medium',8,7868.00,0.462,'Poor',2,1,222954,'Excellent',16,'High',0.725,0.326,32130.31
'CS114324',5,12.1,0.521,0.482,0.044,'Improving','Medium',5,17209.00,0.759,'Excellent',3,1,383194,'Good',16,'Medium',0.564,0.664,68689.46
'CS179250',3,3.4,0.119,0.783,0.764,'Deteriorating','High',10,165409.00,0.284,'Poor',0,0,67812,'Fair',20,'Medium',0.798,0.309,63405.74
'CS924243',0,10.9,0.733,0.183,0.038,'Deteriorating','Medium',9,110570.00,0.398,'Good',1,3,444289,'Good',5,'Low',0.594,0.636,41464.96
'CS935716',3,8.8,0.282,0.680,0.690,'Stable','Medium',5,196730.00,0.474,'Poor',3,3,392239,'Good',4,NULL,0.572,0.819,59286.38
'CS545004',2,15.4,0.138,0.017,0.388,'Improving','High',1,164070.00,0.759,'Good',0,0,454254,'Fair',7,'High',0.979,0.649,10404.22
'CS706475',4,19.5,0.879,0.416,0.265,'Stable','Medium',7,32681.00,0.267,'Poor',3,2,105116,'Poor',7,'Low',0.743,0.371,81855.03
'CS486939',0,1.3,0.440,0.701,0.851,'Stable','High',10,45388.00,0.793,'Fair',4,1,119351,'Fair',1,'High',0.371,0.154,59227.70
'CS904949',2,1.0,0.715,0.690,0.272,'Stable','Low',7,114391.00,0.318,'Excellent',2,2,180218,'Excellent',14,'Low',0.330,0.721,14523.89
'CS315671',3,5.8,0.350,0.436,0.602,'Improving','High',3,141319.00,0.247,'Excellent',4,1,254645,'Fair',2,'Low',0.261,0.699,72049.29
'CS407746',0,0.1,0.117,0.210,0.732,'Improving','Medium',8,158000.00,0.534,'Poor',0,2,189843,'Poor',16,'Medium',0.497,0.731,75620.99
'CS325919',5,19.3,0.621,0.316,0.158,'Improving','Low',10,2330.00,0.115,'Excellent',3,2,291628,'Poor',11,NULL,0.066,0.006,37844.21
'CS415864',2,4.5,0.914,0.915,0.244,'Improving','High',8,35752.00,0.241,'Good',5,2,223717,'Good',3,'High',0.990,0.769,80395.59
'CS176768',4,18.7,0.732,0.433,0.237,'Deteriorating','Medium',4,64413.00,0.745,'Fair',1,3,431828,'Poor',2,'High',0.821,0.579,14889.75
'CS472691',2,0.4,0.246,0.560,0.067,'Deteriorating','High',10,163953.00,0.377,'Good',0,1,445235,'Fair',17,'Low',0.125,0.962,2621.30
'CS749902',3,0.1,0.345,0.494,0.272,'Stable','Medium',7,17365.00,0.552,'Good',5,3,399956,'Good',19,'High',0.094,0.596,66001.95
'CS619946',1,19.8,0.188,0.244,0.283,'Deteriorating','High',10,78660.00,0.701,'Poor',1,2,100695,'Excellent',18,'Medium',0.929,0.879,71670.96
'CS696164',2,18.9,0.470,0.394,0.965,'Stable','Low',8,24062.00,0.141,'Excellent',1,0,174261,'Fair',7,'Low',0.248,0.516,87053.70
'CS978295',2,6.2,0.137,0.180,0.195,'Improving','Medium',3,67432.00,0.134,'Poor',5,3,444220,'Good',5,NULL,0.857,0.790,16508.14
'CS620188',5,11.6,0.275,0.566,0.936,'Stable','Medium',4,94733.00,0.201,'Poor',4,0,305721,'Excellent',8,NULL,0.191,0.448,6020.39
'CS565038',5,7.2,0.254,0.902,0.022,'Improving','Medium',9,185202.00,0.826,'Excellent',3,2,166384,'Poor',17,'Medium',0.286,0.609,34242.35
'CS463519',1,19.2,0.681,0.653,0.363,'Deteriorating','Low',10,30470.00,0.618,'Good',2,2,498190,'Excellent',2,NULL,0.209,0.644,87603.11
'CS555462',4,13.8,0.712,0.263,0.693,'Stable','High',7,125809.00,0.033,'Poor',4,0,237742,'Fair',0,'Low',0.684,0.584,82343.90
'CS485387',2,0.9,0.067,0.501,0.456,'Stable','Medium',3,176683.00,0.435,'Fair',5,1,282910,'Fair',10,'Low',0.052,0.183,68003.65
'CS514454',5,16.9,0.644,0.536,0.844,'Improving','Medium',0,59207.00,0.358,'Good',2,3,48486,'Poor',1,'Low',0.428,0.713,82810.89
'CS177109',0,0.5,0.385,0.576,0.548,'Stable','Medium',2,59119.00,0.348,'Good',5,1,212366,'Good',7,'High',0.060,0.881,10741.62
'CS769096',0,18.7,0.149,0.955,0.017,'Deteriorating','High',7,138940.00,0.541,'Poor',4,0,441169,'Poor',1,'High',0.739,0.874,97800.63
'CS476753',1,18.8,0.604,0.345,0.465,'Stable','High',5,192094.00,0.211,'Good',3,2,155507,'Poor',14,'Low',0.254,0.447,84695.19
'CS236543',4,10.3,0.772,0.252,0.977,'Deteriorating','High',10,69680.00,0.342,'Good',5,2,485730,'Excellent',4,'Medium',0.251,0.644,26456.47
'CS838868',3,3.5,0.468,0.547,0.823,'Stable','Low',8,16293.00,0.621,'Good',4,2,15350,'Good',11,'Low',0.476,0.428,20552.95
'CS563151',2,1.4,0.105,0.700,0.525,'Improving','High',3,196341.00,0.030,'Poor',5,2,373902,'Poor',18,NULL,0.186,0.256,87185.12
'CS375688',2,8.6,0.912,0.624,0.970,'Improving','Medium',9,109606.00,0.435,'Good',2,1,52397,'Excellent',17,'Low',0.837,0.231,94590.47
'CS165547',3,9.0,0.470,0.868,0.521,'Deteriorating','Low',8,91258.00,0.930,'Poor',4,0,400909,'Excellent',6,NULL,0.997,0.038,74749.23
'CS118101',2,7.8,0.770,0.354,0.291,'Deteriorating','Medium',8,5604.00,0.333,'Poor',4,0,193452,'Good',0,'Low',0.437,0.878,88587.28
'CS867586',5,9.7,0.651,0.211,0.791,'Stable','Medium',1,173161.00,0.789,'Good',3,1,223339,'Poor',6,'High',0.068,0.615,56727.28
'CS213855',5,11.4,0.189,0.167,0.868,'Stable','High',5,86151.00,0.220,'Fair',1,1,412311,'Fair',2,'Low',0.724,0.133,91242.16
'CS154780',1,3.5,0.224,0.710,0.865,'Stable','Low',4,73570.00,0.957,'Excellent',3,3,412897,'Excellent',15,'Low',0.213,0.715,43029.55
'CS686880',5,5.7,0.079,0.664,0.814,'Improving','High',1,137694.00,0.966,'Excellent',2,1,299319,'Poor',13,NULL,0.752,0.305,5355.41
'CS878130',5,15.2,0.347,0.966,0.793,'Improving','Low',5,16412.00,0.675,'Fair',5,2,41073,'Excellent',5,'High',0.020,0.200,24487.99
'CS173970',3,14.9,0.945,0.914,0.594,'Stable','Low',1,179019.00,0.984,'Excellent',1,0,57066,'Fair',7,'Low',0.131,0.734,75056.15
'CS454779',4,1.4,0.769,0.558,0.285,'Deteriorating','Low',6,64767.00,0.964,'Fair',4,1,34559,'Poor',17,'Low',0.379,0.826,55891.02
'CS871100',3,1.0,0.228,0.773,0.136,'Deteriorating','Medium',9,152398.00,0.800,'Good',4,3,56286,'Excellent',9,'Low',0.035,0.862,66227.34
'CS808056',0,5.5,0.375,0.448,0.152,'Stable','Medium',2,157190.00,0.101,'Good',5,3,52112,'Excellent',11,'Medium',0.863,0.855,11465.20
'CS691358',2,7.1,0.157,0.079,0.191,'Deteriorating','High',0,153884.00,0.437,'Poor',0,2,288609,'Good',3,'High',0.164,0.865,56016.67
'CS620062',3,11.8,0.453,0.504,0.253,'Deteriorating','Low',0,10348.00,0.305,'Excellent',2,0,56731,'Good',0,NULL,0.992,0.986,40705.14
'CS705250',5,11.7,0.938,0.207,0.742,'Stable','Medium',0,42584.00,0.990,'Poor',0,0,435939,'Poor',6,'High',0.867,0.438,3586.45
'CS461214',1,15.8,0.879,0.986,0.719,'Deteriorating','High',4,135330.00,0.196,'Good',5,3,56590,'Fair',8,'Low',0.107,0.172,27120.18
'CS539540',2,9.6,0.809,0.219,0.531,'Stable','High',6,199471.00,0.442,'Excellent',1,3,293117,'Fair',0,'Low',0.482,0.011,18841.55
'CS147599',1,5.2,0.042,0.978,0.939,'Stable','Medium',3,20232.00,0.625,'Good',2,1,334334,'Good',3,'High',0.114,0.050,39854.12
'CS716787',1,8.8,0.271,0.876,0.364,'Stable','High',9,11633.00,0.558,'Poor',1,0,104527,'Good',14,NULL,0.626,0.064,96349.38
'CS173839',2,0.2,0.879,0.728,0.891,'Deteriorating','Medium',8,70804.00,0.343,'Good',4,1,131668,'Fair',2,'Low',0.448,0.966,56995.22
'CS587130',3,19.7,0.864,0.601,0.335,'Improving','Low',1,176904.00,0.557,'Fair',2,1,425547,'Fair',12,'Medium',0.188,0.665,61080.28
'CS970648',4,12.4,0.272,0.812,0.532,'Stable','Medium',8,77984.00,0.668,'Good',0,1,394615,'Poor',18,'Low',0.447,0.922,26638.53
'CS831931',5,2.6,0.916,0.507,0.034,'Improving','Medium',5,191308.00,0.693,'Excellent',2,1,200499,'Fair',13,NULL,0.472,0.231,36547.84
'CS495421',0,17.6,0.885,0.779,0.029,'Deteriorating','Medium',8,139144.00,0.337,'Poor',0,2,226351,'Good',1,NULL,0.992,0.428,77124.96
'CS990471',3,9.1,0.475,0.398,0.281,'Improving','Low',9,131455.00,0.847,'Good',1,2,73297,'Good',18,'Medium',0.668,0.316,77644.40
'CS514443',1,4.1,0.575,0.324,0.412,'Stable','High',9,179757.00,0.595,'Good',3,0,469724,'Excellent',14,'Low',0.823,0.725,76945.94
'CS807017',4,9.7,0.392,0.047,0.457,'Deteriorating','Medium',2,133223.00,0.204,'Good',0,0,317614,'Poor',13,'High',0.004,0.015,179.29
'CS274630',0,13.9,0.138,0.524,0.949,'Deteriorating','Low',6,160523.00,0.185,'Good',0,1,499137,'Good',6,'High',0.371,0.383,5144.52
'CS139109',3,15.5,0.953,0.654,0.202,'Deteriorating','Medium',0,60010.00,0.200,'Poor',1,1,280453,'Excellent',18,NULL,0.756,0.062,61272.30
'CS808932',2,9.7,0.395,0.135,0.942,'Deteriorating','Medium',6,72485.00,0.471,'Good',2,3,401035,'Fair',0,'Low',0.320,0.708,36927.84
'CS367960',0,16.4,0.355,0.160,0.232,'Deteriorating','High',8,132586.00,0.828,'Excellent',3,2,460611,'Poor',9,NULL,0.728,0.910,6184.66
'CS878890',0,14.9,0.668,0.225,0.339,'Stable','Low',4,66127.00,0.247,'Excellent',1,1,124174,'Poor',8,'Low',0.086,0.024,98644.55
'CS932128',5,9.2,0.775,0.789,0.029,'Deteriorating','Medium',1,148827.00,0.445,'Excellent',0,2,393850,'Fair',6,'High',0.951,0.142,67595.86
'CS746373',4,10.7,0.916,0.212,0.631,'Improving','Low',6,191659.00,0.156,'Fair',3,1,74,'Good',11,'High',0.233,0.298,69000.07
'CS386431',0,17.6,0.788,0.879,0.724,'Improving','High',3,109877.00,0.999,'Good',1,2,298876,'Fair',13,'Low',0.457,0.998,33303.81
'CS173740',3,1.8,0.191,0.338,0.047,'Deteriorating','Low',10,6706.00,0.102,'Poor',1,0,189033,'Good',13,'High',0.142,0.083,39361.75
'CS150249',3,12.1,0.239,0.596,0.656,'Improving','Medium',10,42892.00,0.846,'Excellent',2,3,54494,'Poor',4,'Low',0.648,0.536,86067.86
'CS747054',0,12.0,0.948,0.052,0.639,'Deteriorating','High',1,74474.00,0.799,'Fair',5,3,361875,'Poor',11,'High',0.577,0.008,62731.15
'CS151260',1,18.8,0.280,0.325,0.123,'Improving','High',9,188225.00,0.015,'Excellent',0,3,2984,'Excellent',14,'High',0.373,0.234,53873.13
'CS526305',5,3.6,0.529,0.899,0.799,'Deteriorating','Medium',7,79354.00,0.166,'Good',3,3,275716,'Excellent',6,NULL,0.962,0.924,5520.79
'CS496064',3,4.0,0.490,0.672,0.534,'Improving','Medium',8,181280.00,0.241,'Excellent',5,3,156093,'Poor',15,'Low',0.709,0.138,843.62
'CS453252',3,8.9,0.163,0.608,0.341,'Stable','Medium',2,40492.00,0.442,'Fair',0,0,334473,'Fair',5,'Medium',0.263,0.299,27103.98
'CS199572',5,14.5,0.549,0.646,0.006,'Improving','High',7,106317.00,0.150,'Fair',0,1,65805,'Good',10,'High',0.850,0.699,51751.08
'CS319238',5,1.5,0.703,0.274,0.372,'Deteriorating','High',7,34983.00,0.444,'Excellent',2,3,116068,'Excellent',18,'Low',0.879,0.089,7581.35
'CS746699',1,2.6,0.364,0.312,0.442,'Improving','Low',10,135255.00,0.700,'Fair',1,3,404135,'Fair',19,'Medium',0.140,0.545,43340.35
'CS245319',2,4.7,0.931,0.581,0.642,'Stable','Medium',0,169358.00,0.926,'Excellent',2,1,479162,'Good',0,NULL,0.490,0.598,73066.13
'CS814600',2,2.6,0.928,0.835,0.330,'Stable','Medium',1,36744.00,0.959,'Fair',0,3,452255,'Good',9,'Low',0.813,0.718,69552.78
'CS243404',1,4.2,0.693,0.954,0.309,'Improving','High',8,115961.00,0.991,'Good',5,1,365098,'Fair',2,'Low',0.320,0.111,57775.04
'CS810145',3,12.5,0.147,0.384,0.939,'Deteriorating','Medium',2,178755.00,0.205,'Fair',0,1,419695,'Fair',10,'Low',0.351,0.204,61298.10
'CS717304',1,3.9,0.434,0.355,0.011,'Deteriorating','Low',4,8735.00,0.027,'Fair',2,0,369466,'Poor',8,'Medium',0.046,0.598,16062.68
'CS589894',5,10.9,0.605,0.136,0.214,'Stable','Medium',7,194493.00,0.899,'Fair',3,2,49966,'Poor',5,'Low',0.607,0.888,94043.94
'CS633637',5,15.6,0.625,0.492,0.795,'Improving','High',0,163868.00,0.628,'Excellent',0,2,224992,'Excellent',0,'High',0.481,0.106,55923.32
'CS344715',3,13.1,0.552,0.729,0.955,'Deteriorating','Low',6,22029.00,0.414,'Excellent',1,1,35434,'Good',9,NULL,0.082,0.097,96116.93
'CS711657',4,11.2,0.885,0.440,0.377,'Stable','High',5,64207.00,0.029,'Poor',0,3,6266,'Fair',13,NULL,0.714,0.803,16330.51
'CS709338',0,0.0,0.204,0.704,0.261,'Stable','Low',2,99493.00,0.983,'Fair',4,2,76508,'Poor',5,'Medium',0.642,0.974,73165.72
'CS652817',1,19.6,0.720,0.286,0.809,'Deteriorating','High',9,60324.00,0.600,'Good',0,0,342877,'Good',7,NULL,0.550,0.393,56783.52
'CS746510',1,13.3,0.212,0.585,0.804,'Improving','High',10,13999.00,0.348,'Poor',1,0,55038,'Good',3,'High',0.090,0.172,59232.80
'CS637893',4,13.7,0.564,0.597,0.436,'Improving','Low',9,182014.00,0.141,'Good',0,2,327743,'Poor',9,NULL,0.836,0.286,79845.14
'CS567745',2,9.9,0.240,0.723,0.620,'Stable','Medium',2,86528.00,0.815,'Poor',3,1,323168,'Fair',14,'High',0.457,0.900,20149.42
'CS475825',0,3.2,0.952,0.570,0.325,'Improving','Low',2,64869.00,0.857,'Poor',3,2,446012,'Good',18,'Low',0.882,0.113,30371.89
'CS215493',5,7.8,0.807,0.659,0.357,'Improving','Medium',0,12156.00,0.528,'Fair',4,3,352369,'Good',7,NULL,0.315,0.280,84711.59
