19,'CB313620  ',19,19,'CB313620  ','Full','SM4','Distributed',NULL,'K-Anonymity','Partial','SSO','Custom','Adequate','Vulnerable','Failed',3202,'Current','Tested','Review Required'
20,'CB494948  ',20,20,'CB494948  ','Partial','SM4','Distributed','Partial','L-Diversity','Partial','SSO','ABAC','Weak','Vulnerable','Pending',1401,'Current','Tested','Review Required'
21,'CB658848  ',21,21,'CB658848  ','Full','AES-256','Distributed',NULL,'K-Anonymity','Applied','Basic','Custom','Weak','Review Required','Failed',2236,'Failed','Tested','Active'
22,'CB139645  ',22,22,'CB139645  ',NULL,'AES-256','Hybrid',NULL,'K-Anonymity','Applied','Basic','ABAC','Adequate','Review Required','Passed',2225,'Failed','Tested','Outdated'
23,'CB354081  ',23,23,'CB354081  ',NULL,'SM4','Distributed',NULL,'L-Diversity',NULL,'MFA','RBAC','Adequate','Review Required','Pending',1341,'Current','Tested','Outdated'
24,'CB709573  ',24,24,'CB709573  ',NULL,'AES-256','Distributed','Partial','K-Anonymity','Applied','Basic','RBAC','Weak','Vulnerable','Pending',1024,'Outdated','Missing','Review Required'
25,'CB350496  ',25,25,'CB350496  ',NULL,'Custom','Distributed',NULL,'L-Diversity',NULL,'SSO','ABAC','Strong','Secure','Passed',2842,'Outdated','Missing','Outdated'
26,'CB455586  ',26,26,'CB455586  ',NULL,'SM4','Distributed','Partial','K-Anonymity','Applied','SSO','ABAC','Strong','Secure','Pending',90,'Failed','Missing','Active'
27,'CB380798  ',27,27,'CB380798  ',NULL,'SM4','Centralized',NULL,'L-Diversity','Applied','MFA','ABAC','Weak','Secure','Passed',214,'Outdated','Untested','Active'
28,'CB419499  ',28,28,'CB419499  ','Partial','AES-256','Centralized','Partial','T-Closeness',NULL,'MFA','ABAC','Adequate','Review Required','Failed',1828,'Outdated','Missing','Outdated'
29,'CB224901  ',29,29,'CB224901  ','Full','RSA-2048','Hybrid',NULL,'K-Anonymity','Partial','SSO','RBAC','Strong','Vulnerable','Failed',442,'Current','Untested','Review Required'
30,'CB950713  ',30,30,'CB950713  ','Partial','Custom','Centralized',NULL,'T-Closeness',NULL,'SSO','Custom','Strong','Secure','Pending',2879,'Failed','Missing','Outdated'
31,'CB586302  ',31,31,'CB586302  ','Full','Custom','Centralized','Partial','K-Anonymity','Applied','Basic','Custom','Strong','Vulnerable','Pending',121,'Current','Untested','Active'
32,'CB418225  ',32,32,'CB418225  ',NULL,'AES-256','Distributed','Partial','K-Anonymity','Partial','Basic','ABAC','Strong','Review Required','Failed',2544,'Current','Untested','Review Required'
33,'CB413130  ',33,33,'CB413130  ','Partial','SM4','Hybrid',NULL,'L-Diversity',NULL,'MFA','ABAC','Strong','Vulnerable','Passed',2141,'Outdated','Untested','Outdated'
34,'CB457752  ',34,34,'CB457752  ','Partial','AES-256','Hybrid',NULL,'T-Closeness','Applied','Basic','Custom','Adequate','Secure','Pending',2797,'Current','Untested','Review Required'
35,'CB102232  ',35,35,'CB102232  ','Partial','RSA-2048','Distributed','Partial','L-Diversity','Applied','MFA','Custom','Strong','Vulnerable','Passed',3389,'Current','Tested','Review Required'
36,'CB824373  ',36,36,'CB824373  ','Partial','Custom','Hybrid',NULL,'K-Anonymity','Partial','SSO','Custom','Adequate','Vulnerable','Pending',1355,'Outdated','Missing','Active'
37,'CB691369  ',37,37,'CB691369  ','Partial','Custom','Hybrid','Partial','T-Closeness','Applied','MFA','ABAC','Weak','Secure','Failed',3572,'Failed','Missing','Review Required'
38,'CB971583  ',38,38,'CB971583  ','Partial','SM4','Distributed',NULL,'L-Diversity','Partial','MFA','ABAC','Adequate','Review Required','Pending',746,'Outdated','Missing','Active'
39,'CB873031  ',39,39,'CB873031  ',NULL,'AES-256','Hybrid','Partial','K-Anonymity','Applied','MFA','ABAC','Strong','Vulnerable','Pending',1744,'Failed','Tested','Outdated'
40,'CB236518  ',40,40,'CB236518  ','Full','AES-256','Distributed','Partial','T-Closeness',NULL,'Basic','ABAC','Adequate','Vulnerable','Passed',1107,'Current','Tested','Review Required'
41,'CB771223  ',41,41,'CB771223  ',NULL,'Custom','Centralized',NULL,'L-Diversity','Partial','SSO','RBAC','Adequate','Secure','Passed',3370,'Outdated','Tested','Review Required'
42,'CB337808  ',42,42,'CB337808  ','Full','SM4','Centralized',NULL,'T-Closeness','Partial','MFA','ABAC','Adequate','Secure','Failed',226,'Outdated','Untested','Outdated'
43,'CB607937  ',43,43,'CB607937  ','Full','RSA-2048','Centralized','Partial','T-Closeness','Applied','Basic','RBAC','Weak','Review Required','Pending',612,'Outdated','Tested','Outdated'
44,'CB173413  ',44,44,'CB173413  ',NULL,'Custom','Centralized',NULL,'T-Closeness',NULL,'Basic','ABAC','Strong','Secure','Passed',988,'Current','Tested','Outdated'
45,'CB735421  ',45,45,'CB735421  ',NULL,'AES-256','Hybrid','Partial','L-Diversity','Applied','SSO','RBAC','Weak','Secure','Pending',2251,'Outdated','Tested','Review Required'
46,'CB165204  ',46,46,'CB165204  ',NULL,'Custom','Centralized',NULL,'K-Anonymity','Partial','MFA','RBAC','Strong','Vulnerable','Pending',3239,'Failed','Untested','Outdated'
47,'CB889289  ',47,47,'CB889289  ',NULL,'AES-256','Hybrid',NULL,'T-Closeness','Applied','MFA','RBAC','Strong','Vulnerable','Failed',609,'Failed','Untested','Active'
48,'CB281082  ',48,48,'CB281082  ','Full','SM4','Centralized',NULL,'T-Closeness','Partial','MFA','RBAC','Strong','Review Required','Passed',2702,'Current','Tested','Review Required'
49,'CB490857  ',49,49,'CB490857  ','Full','Custom','Hybrid','Partial','L-Diversity','Partial','MFA','RBAC','Strong','Secure','Pending',2827,'Current','Tested','Outdated'
50,'CB294488  ',50,50,'CB294488  ',NULL,'Custom','Hybrid',NULL,'T-Closeness',NULL,'Basic','Custom','Weak','Secure','Pending',2343,'Failed','Tested','Active'
51,'CB566604  ',51,51,'CB566604  ','Partial','AES-256','Centralized',NULL,'L-Diversity','Partial','Basic','Custom','Adequate','Review Required','Failed',2034,'Outdated','Untested','Active'
52,'CB303544  ',52,52,'CB303544  ','Full','SM4','Centralized',NULL,'T-Closeness','Partial','MFA','Custom','Adequate','Review Required','Passed',3255,'Outdated','Tested','Outdated'
53,'CB794201  ',53,53,'CB794201  ','Full','Custom','Hybrid',NULL,'T-Closeness','Partial','MFA','Custom','Weak','Review Required','Pending',1609,'Current','Tested','Active'
54,'CB380393  ',54,54,'CB380393  ',NULL,'RSA-2048','Distributed',NULL,'T-Closeness','Partial','MFA','RBAC','Adequate','Review Required','Pending',954,'Failed','Untested','Active'
55,'CB358163  ',55,55,'CB358163  ','Full','Custom','Hybrid',NULL,'L-Diversity','Applied','MFA','ABAC','Adequate','Secure','Failed',2238,'Outdated','Missing','Outdated'
56,'CB860891  ',56,56,'CB860891  ','Partial','RSA-2048','Distributed','Partial','K-Anonymity','Applied','Basic','Custom','Strong','Review Required','Pending',3101,'Failed','Untested','Review Required'
57,'CB498297  ',57,57,'CB498297  ',NULL,'Custom','Distributed',NULL,'L-Diversity','Applied','SSO','RBAC','Weak','Vulnerable','Pending',1514,'Current','Missing','Outdated'
58,'CB688746  ',58,58,'CB688746  ','Partial','Custom','Centralized',NULL,'L-Diversity',NULL,'SSO','Custom','Weak','Review Required','Pending',1304,'Current','Missing','Review Required'
59,'CB379370  ',59,59,'CB379370  ','Partial','SM4','Centralized',NULL,'K-Anonymity','Applied','MFA','ABAC','Strong','Review Required','Failed',1505,'Current','Missing','Review Required'
60,'CB573846  ',60,60,'CB573846  ','Partial','SM4','Distributed',NULL,'L-Diversity','Partial','SSO','ABAC','Weak','Secure','Passed',3513,'Current','Missing','Active'
61,'CB311119  ',61,61,'CB311119  ','Partial','Custom','Distributed',NULL,'K-Anonymity','Applied','Basic','ABAC','Strong','Vulnerable','Failed',110,'Failed','Untested','Review Required'
62,'CB996808  ',62,62,'CB996808  ','Full','Custom','Hybrid','Partial','T-Closeness','Partial','Basic','Custom','Strong','Secure','Passed',1417,'Current','Untested','Outdated'
63,'CB411050  ',63,63,'CB411050  ','Full','AES-256','Centralized',NULL,'T-Closeness','Applied','MFA','Custom','Adequate','Review Required','Failed',3201,'Outdated','Untested','Review Required'
64,'CB379101  ',64,64,'CB379101  ','Partial','SM4','Centralized','Partial','T-Closeness','Partial','MFA','Custom','Strong','Review Required','Passed',3415,'Outdated','Tested','Outdated'
65,'CB675852  ',65,65,'CB675852  ','Full','RSA-2048','Hybrid','Partial','T-Closeness','Applied','MFA','ABAC','Strong','Secure','Failed',957,'Outdated','Missing','Review Required'
66,'CB484035  ',66,66,'CB484035  ',NULL,'AES-256','Distributed',NULL,'T-Closeness',NULL,'MFA','Custom','Weak','Vulnerable','Passed',3561,'Failed','Tested','Active'
67,'CB350669  ',67,67,'CB350669  ','Full','AES-256','Hybrid',NULL,'T-Closeness','Partial','MFA','ABAC','Adequate','Vulnerable','Failed',1598,'Current','Untested','Active'
68,'CB711160  ',68,68,'CB711160  ','Partial','SM4','Distributed',NULL,'L-Diversity','Applied','Basic','Custom','Weak','Vulnerable','Passed',3367,'Outdated','Untested','Review Required'
69,'CB990090  ',69,69,'CB990090  ','Partial','AES-256','Distributed',NULL,'T-Closeness','Applied','SSO','Custom','Strong','Review Required','Failed',2349,'Outdated','Missing','Active'
70,'CB894371  ',70,70,'CB894371  ','Full','RSA-2048','Distributed',NULL,'K-Anonymity','Applied','SSO','ABAC','Adequate','Review Required','Failed',1495,'Outdated','Tested','Outdated'
71,'CB763289  ',71,71,'CB763289  ','Full','SM4','Centralized','Partial','T-Closeness','Applied','MFA','ABAC','Strong','Secure','Pending',841,'Outdated','Missing','Review Required'
72,'CB552210  ',72,72,'CB552210  ','Full','RSA-2048','Distributed',NULL,'L-Diversity',NULL,'Basic','Custom','Strong','Vulnerable','Passed',3233,'Failed','Missing','Review Required'
73,'CB463115  ',73,73,'CB463115  ',NULL,'Custom','Centralized',NULL,'L-Diversity','Partial','Basic','RBAC','Weak','Review Required','Failed',1916,'Current','Tested','Review Required'
74,'CB905684  ',74,74,'CB905684  ',NULL,'SM4','Distributed',NULL,'K-Anonymity','Applied','SSO','Custom','Adequate','Secure','Pending',2139,'Failed','Tested','Review Required'
75,'CB211588  ',75,75,'CB211588  ',NULL,'SM4','Centralized',NULL,'L-Diversity','Applied','MFA','Custom','Adequate','Review Required','Failed',1047,'Failed','Untested','Active'
76,'CB527114  ',76,76,'CB527114  ','Full','SM4','Distributed',NULL,'L-Diversity','Partial','MFA','Custom','Strong','Review Required','Pending',2696,'Current','Missing','Review Required'
77,'CB388902  ',77,77,'CB388902  ','Full','Custom','Distributed','Partial','T-Closeness','Applied','SSO','ABAC','Weak','Review Required','Passed',1678,'Failed','Tested','Review Required'
78,'CB343445  ',78,78,'CB343445  ','Partial','Custom','Centralized',NULL,'T-Closeness',NULL,'Basic','ABAC','Strong','Vulnerable','Passed',695,'Outdated','Tested','Review Required'
79,'CB246039  ',79,79,'CB246039  ','Full','Custom','Centralized',NULL,'K-Anonymity','Applied','MFA','Custom','Weak','Secure','Passed',609,'Outdated','Missing','Outdated'
80,'CB411741  ',80,80,'CB411741  ','Full','RSA-2048','Distributed','Partial','L-Diversity','Applied','SSO','ABAC','Adequate','Review Required','Failed',524,'Outdated','Missing','Review Required'
81,'CB649976  ',81,81,'CB649976  ','Full','RSA-2048','Hybrid',NULL,'K-Anonymity','Partial','SSO','RBAC','Weak','Review Required','Passed',174,'Outdated','Missing','Active'
82,'CB426828  ',82,82,'CB426828  ',NULL,'SM4','Distributed','Partial','K-Anonymity',NULL,'MFA','ABAC','Adequate','Review Required','Pending',369,'Current','Untested','Active'
83,'CB909498  ',83,83,'CB909498  ','Full','Custom','Hybrid',NULL,'L-Diversity','Applied','MFA','Custom','Strong','Vulnerable','Passed',2910,'Current','Missing','Outdated'
84,'CB529449  ',84,84,'CB529449  ','Full','Custom','Centralized',NULL,'T-Closeness','Partial','SSO','ABAC','Adequate','Vulnerable','Pending',3557,'Current','Untested','Outdated'
85,'CB652531  ',85,85,'CB652531  ',NULL,'Custom','Centralized',NULL,'T-Closeness','Partial','SSO','Custom','Strong','Vulnerable','Failed',2874,'Failed','Tested','Active'
86,'CB387131  ',86,86,'CB387131  ','Full','AES-256','Hybrid',NULL,'L-Diversity','Applied','SSO','ABAC','Weak','Review Required','Passed',195,'Current','Untested','Active'
87,'CB978890  ',87,87,'CB978890  ',NULL,'RSA-2048','Hybrid',NULL,'K-Anonymity','Partial','Basic','RBAC','Strong','Review Required','Passed',1551,'Outdated','Missing','Review Required'
88,'CB676711  ',88,88,'CB676711  ','Full','Custom','Centralized','Partial','T-Closeness',NULL,'SSO','Custom','Adequate','Review Required','Failed',111,'Failed','Tested','Review Required'
89,'CB582379  ',89,89,'CB582379  ','Partial','AES-256','Hybrid',NULL,'L-Diversity','Partial','MFA','ABAC','Adequate','Secure','Passed',2702,'Failed','Untested','Review Required'
90,'CB137876  ',90,90,'CB137876  ','Full','Custom','Distributed',NULL,'T-Closeness',NULL,'SSO','ABAC','Strong','Review Required','Failed',2857,'Current','Missing','Active'
91,'CB236335  ',91,91,'CB236335  ','Partial','AES-256','Centralized',NULL,'K-Anonymity',NULL,'Basic','Custom','Strong','Vulnerable','Failed',2134,'Outdated','Untested','Review Required'
92,'CB967126  ',92,92,'CB967126  ',NULL,'AES-256','Distributed','Partial','L-Diversity',NULL,'Basic','RBAC','Weak','Secure','Passed',635,'Failed','Missing','Outdated'
93,'CB438659  ',93,93,'CB438659  ',NULL,'Custom','Centralized',NULL,'T-Closeness','Applied','MFA','ABAC','Weak','Review Required','Pending',2499,'Failed','Untested','Review Required'
94,'CB381335  ',94,94,'CB381335  ','Partial','RSA-2048','Distributed',NULL,'L-Diversity','Applied','Basic','Custom','Strong','Secure','Pending',2608,'Failed','Missing','Outdated'
95,'CB621551  ',95,95,'CB621551  ','Partial','RSA-2048','Distributed',NULL,'K-Anonymity','Partial','MFA','Custom','Strong','Secure','Pending',1362,'Outdated','Missing','Outdated'
96,'CB955788  ',96,96,'CB955788  ','Partial','RSA-2048','Distributed',NULL,'K-Anonymity',NULL,'MFA','Custom','Weak','Vulnerable','Pending',1354,'Current','Missing','Review Required'
97,'CB365916  ',97,97,'CB365916  ',NULL,'RSA-2048','Distributed','Partial','L-Diversity','Partial','MFA','RBAC','Weak','Secure','Passed',1434,'Outdated','Tested','Active'
98,'CB974098  ',98,98,'CB974098  ','Partial','Custom','Distributed',NULL,'L-Diversity','Applied','SSO','RBAC','Strong','Secure','Passed',1608,'Failed','Untested','Active'
99,'CB519519  ',99,99,'CB519519  ',NULL,'RSA-2048','Distributed','Partial','L-Diversity','Applied','MFA','RBAC','Strong','Secure','Failed',2406,'Outdated','Untested','Review Required'
100,'CB983161  ',100,100,'CB983161  ','Partial','SM4','Hybrid','Partial','K-Anonymity','Applied','Basic','RBAC','Weak','Review Required','Failed',1300,'Current','Tested','Review Required'
101,'CB757654  ',101,101,'CB757654  ','Partial','AES-256','Hybrid','Partial','K-Anonymity','Applied','MFA','ABAC','Weak','Review Required','Failed',549,'Failed','Tested','Review Required'
102,'CB224860  ',102,102,'CB224860  ','Full','RSA-2048','Centralized',NULL,'T-Closeness','Partial','SSO','ABAC','Adequate','Review Required','Passed',2133,'Failed','Tested','Outdated'
103,'CB162395  ',103,103,'CB162395  ',NULL,'SM4','Distributed',NULL,'T-Closeness','Partial','Basic','Custom','Weak','Review Required','Passed',3605,'Outdated','Missing','Review Required'
104,'CB984966  ',104,104,'CB984966  ','Partial','Custom','Hybrid',NULL,'K-Anonymity','Partial','Basic','RBAC','Strong','Secure','Passed',145,'Current','Tested','Active'
105,'CB406227  ',105,105,'CB406227  ',NULL,'AES-256','Hybrid','Partial','L-Diversity','Applied','Basic','RBAC','Weak','Review Required','Passed',1133,'Current','Untested','Outdated'
106,'CB145020  ',106,106,'CB145020  ','Full','Custom','Distributed','Partial','K-Anonymity',NULL,'MFA','Custom','Strong','Vulnerable','Pending',1741,'Outdated','Untested','Active'
107,'CB648969  ',107,107,'CB648969  ','Full','AES-256','Hybrid',NULL,'L-Diversity','Applied','SSO','ABAC','Strong','Vulnerable','Passed',2264,'Failed','Untested','Review Required'
108,'CB153120  ',108,108,'CB153120  ',NULL,'Custom','Distributed',NULL,'K-Anonymity','Applied','SSO','ABAC','Weak','Vulnerable','Passed',2578,'Failed','Tested','Review Required'
109,'CB742061  ',109,109,'CB742061  ',NULL,'Custom','Hybrid',NULL,'L-Diversity',NULL,'MFA','Custom','Strong','Secure','Pending',341,'Failed','Tested','Active'
110,'CB895553  ',110,110,'CB895553  ','Partial','AES-256','Centralized','Partial','K-Anonymity','Partial','MFA','ABAC','Strong','Review Required','Pending',1723,'Failed','Untested','Review Required'
111,'CB744570  ',111,111,'CB744570  ','Partial','RSA-2048','Centralized','Partial','T-Closeness','Partial','MFA','Custom','Strong','Review Required','Failed',1370,'Outdated','Missing','Outdated'
112,'CB243249  ',112,112,'CB243249  ','Partial','Custom','Distributed','Partial','K-Anonymity','Partial','Basic','RBAC','Weak','Vulnerable','Pending',223,'Current','Untested','Active'
113,'CB558058  ',113,113,'CB558058  ','Partial','RSA-2048','Centralized','Partial','L-Diversity','Applied','MFA','RBAC','Adequate','Secure','Pending',2639,'Failed','Tested','Review Required'
114,'CB175432  ',114,114,'CB175432  ','Full','Custom','Hybrid',NULL,'T-Closeness',NULL,'SSO','ABAC','Adequate','Secure','Pending',750,'Current','Untested','Active'
115,'CB958996  ',115,115,'CB958996  ',NULL,'AES-256','Centralized',NULL,'L-Diversity','Applied','MFA','ABAC','Adequate','Secure','Failed',2163,'Failed','Tested','Review Required'
116,'CB827437  ',116,116,'CB827437  ','Partial','AES-256','Hybrid',NULL,'T-Closeness',NULL,'SSO','ABAC','Strong','Secure','Failed',2413,'Failed','Tested','Active'
117,'CB555131  ',117,117,'CB555131  ','Partial','SM4','Hybrid',NULL,'K-Anonymity','Applied','SSO','Custom','Adequate','Review Required','Pending',1537,'Failed','Untested','Review Required'
118,'CB271940  ',118,118,'CB271940  ','Full','SM4','Hybrid','Partial','K-Anonymity','Applied','SSO','ABAC','Weak','Review Required','Pending',3229,'Failed','Untested','Outdated'
119,'CB155544  ',119,119,'CB155544  ','Partial','RSA-2048','Hybrid',NULL,'T-Closeness','Applied','Basic','ABAC','Strong','Review Required','Failed',3424,'Outdated','Untested','Outdated'
120,'CB380006  ',120,120,'CB380006  ','Full','RSA-2048','Distributed',NULL,'L-Diversity','Partial','SSO','RBAC','Strong','Vulnerable','Passed',262,'Failed','Tested','Review Required'
121,'CB644247  ',121,121,'CB644247  ','Full','SM4','Centralized',NULL,'K-Anonymity','Partial','Basic','ABAC','Strong','Secure','Passed',395,'Current','Tested','Outdated'
122,'CB924209  ',122,122,'CB924209  ','Full','AES-256','Centralized',NULL,'T-Closeness','Applied','MFA','Custom','Weak','Vulnerable','Passed',755,'Outdated','Missing','Active'
123,'CB518378  ',123,123,'CB518378  ',NULL,'SM4','Hybrid','Partial','L-Diversity','Applied','SSO','ABAC','Adequate','Secure','Passed',2765,'Failed','Missing','Outdated'
124,'CB622929  ',124,124,'CB622929  ','Full','SM4','Centralized',NULL,'K-Anonymity','Partial','SSO','RBAC','Strong','Secure','Passed',561,'Outdated','Tested','Outdated'
125,'CB987119  ',125,125,'CB987119  ',NULL,'RSA-2048','Centralized','Partial','L-Diversity','Applied','Basic','Custom','Adequate','Vulnerable','Passed',2117,'Failed','Missing','Outdated'
126,'CB726713  ',126,126,'CB726713  ',NULL,'AES-256','Centralized',NULL,'K-Anonymity',NULL,'Basic','RBAC','Weak','Review Required','Passed',3319,'Failed','Missing','Review Required'
127,'CB448217  ',127,127,'CB448217  ','Full','Custom','Centralized',NULL,'L-Diversity',NULL,'SSO','ABAC','Weak','Vulnerable','Passed',808,'Outdated','Missing','Active'
128,'CB458061  ',128,128,'CB458061  ','Full','SM4','Centralized',NULL,'T-Closeness','Applied','Basic','Custom','Weak','Review Required','Pending',176,'Outdated','Untested','Active'
129,'CB771070  ',129,129,'CB771070  ','Partial','Custom','Distributed',NULL,'T-Closeness','Applied','SSO','RBAC','Adequate','Vulnerable','Pending',3400,'Current','Untested','Outdated'
130,'CB214588  ',130,130,'CB214588  ',NULL,'AES-256','Hybrid',NULL,'K-Anonymity','Applied','Basic','ABAC','Strong','Secure','Failed',2386,'Current','Tested','Outdated'
131,'CB640347  ',131,131,'CB640347  ',NULL,'Custom','Distributed','Partial','L-Diversity','Applied','Basic','RBAC','Weak','Vulnerable','Failed',2099,'Failed','Tested','Outdated'
132,'CB318556  ',132,132,'CB318556  ',NULL,'SM4','Centralized',NULL,'L-Diversity','Partial','MFA','ABAC','Adequate','Vulnerable','Pending',2570,'Failed','Tested','Active'
133,'CB917502  ',133,133,'CB917502  ','Partial','AES-256','Hybrid',NULL,'T-Closeness',NULL,'MFA','RBAC','Weak','Vulnerable','Pending',2150,'Outdated','Tested','Review Required'
134,'CB938148  ',134,134,'CB938148  ','Full','Custom','Hybrid','Partial','K-Anonymity',NULL,'Basic','ABAC','Strong','Review Required','Failed',151,'Failed','Missing','Outdated'
135,'CB847842  ',135,135,'CB847842  ',NULL,'Custom','Hybrid',NULL,'K-Anonymity','Applied','MFA','ABAC','Strong','Secure','Passed',3511,'Failed','Missing','Review Required'
136,'CB595762  ',136,136,'CB595762  ','Partial','AES-256','Distributed',NULL,'L-Diversity','Partial','MFA','ABAC','Adequate','Vulnerable','Failed',2911,'Current','Missing','Outdated'
137,'CB568289  ',137,137,'CB568289  ',NULL,'SM4','Hybrid',NULL,'K-Anonymity','Partial','Basic','RBAC','Weak','Review Required','Failed',154,'Current','Missing','Active'
138,'CB642097  ',138,138,'CB642097  ','Full','RSA-2048','Hybrid',NULL,'K-Anonymity','Partial','SSO','RBAC','Weak','Vulnerable','Passed',3512,'Failed','Missing','Review Required'
139,'CB914082  ',139,139,'CB914082  ','Partial','Custom','Centralized',NULL,'T-Closeness','Applied','MFA','ABAC','Strong','Review Required','Failed',2595,'Outdated','Missing','Outdated'
140,'CB432933  ',140,140,'CB432933  ','Full','RSA-2048','Centralized',NULL,'T-Closeness','Partial','SSO','ABAC','Adequate','Review Required','Failed',1946,'Current','Missing','Active'
141,'CB732069  ',141,141,'CB732069  ','Full','Custom','Distributed',NULL,'L-Diversity',NULL,'Basic','ABAC','Adequate','Review Required','Failed',243,'Current','Tested','Review Required'
142,'CB652130  ',142,142,'CB652130  ','Full','RSA-2048','Distributed','Partial','L-Diversity','Applied','MFA','RBAC','Adequate','Review Required','Pending',2750,'Outdated','Missing','Review Required'
143,'CB556665  ',143,143,'CB556665  ','Partial','SM4','Distributed','Partial','K-Anonymity','Applied','MFA','RBAC','Strong','Vulnerable','Failed',1294,'Failed','Tested','Outdated'
144,'CB204159  ',144,144,'CB204159  ','Partial','RSA-2048','Distributed',NULL,'K-Anonymity','Applied','MFA','RBAC','Weak','Vulnerable','Pending',3007,'Outdated','Tested','Active'
145,'CB927475  ',145,145,'CB927475  ',NULL,'RSA-2048','Hybrid',NULL,'K-Anonymity',NULL,'SSO','Custom','Adequate','Review Required','Pending',3106,'Current','Missing','Active'
146,'CB852779  ',146,146,'CB852779  ','Full','Custom','Hybrid',NULL,'L-Diversity',NULL,'SSO','Custom','Weak','Vulnerable','Failed',1237,'Failed','Missing','Outdated'
147,'CB553500  ',147,147,'CB553500  ','Partial','AES-256','Centralized',NULL,'T-Closeness',NULL,'SSO','RBAC','Weak','Vulnerable','Failed',315,'Current','Untested','Review Required'
148,'CB213363  ',148,148,'CB213363  ',NULL,'AES-256','Centralized','Partial','T-Closeness',NULL,'SSO','RBAC','Weak','Secure','Failed',1111,'Current','Tested','Active'
149,'CB214564  ',149,149,'CB214564  ',NULL,'AES-256','Hybrid',NULL,'T-Closeness','Partial','MFA','RBAC','Adequate','Review Required','Pending',3536,'Current','Missing','Review Required'
150,'CB543820  ',150,150,'CB543820  ','Partial','RSA-2048','Hybrid',NULL,'K-Anonymity',NULL,'Basic','ABAC','Strong','Secure','Failed',2001,'Current','Missing','Outdated'
151,'CB876134  ',151,151,'CB876134  ','Full','Custom','Distributed','Partial','T-Closeness',NULL,'MFA','ABAC','Strong','Vulnerable','Passed',1959,'Outdated','Untested','Outdated'
152,'CB171231  ',152,152,'CB171231  ',NULL,'RSA-2048','Distributed','Partial','T-Closeness',NULL,'MFA','Custom','Strong','Review Required','Failed',2160,'Failed','Missing','Outdated'
