24,'CB709573  ',24,'CB709573  ','Commercial','High',4330.66,1429258,728128,848,'Structured',13.56,NULL,'Pending','Pending','Pending'
25,'CB350496  ',25,'CB350496  ','Industrial','High',816.64,2971264,262021,1102,'Mixed',56.98,'Passed','Failed','Failed','Verified'
26,'CB455586  ',26,'CB455586  ','Commercial','Medium',5428.89,9076640,524346,476,'Unstructured',86.75,'Failed','Pending','Failed','Failed'
27,'CB380798  ',27,'CB380798  ','Personal','Critical',4765.85,1452918,331293,3453,'Structured',49.29,'Failed','Success','Verified','Verified'
28,'CB419499  ',28,'CB419499  ','Industrial','Low',7524.17,5378036,870961,1333,'Mixed',20.17,NULL,'Failed','Pending','Pending'
29,'CB224901  ',29,'CB224901  ','Industrial','Critical',5682.90,3792199,600980,948,'Unstructured',17.37,'Passed','Pending','Pending','Pending'
30,'CB950713  ',30,'CB950713  ','Financial','Medium',1049.92,8173915,658354,2835,'Structured',55.17,'Passed','Success','Pending','Verified'
31,'CB586302  ',31,'CB586302  ','Personal','Medium',3170.91,7444117,208308,2362,'Structured',70.48,NULL,'Pending','Pending','Verified'
32,'CB418225  ',32,'CB418225  ','Financial','Medium',164.85,7967711,969287,1193,'Structured',0.70,'Failed','Success','Pending','Verified'
33,'CB413130  ',33,'CB413130  ','Medical','High',399.98,9572916,553757,2670,'Mixed',7.89,'Passed','Failed','Pending','Pending'
34,'CB457752  ',34,'CB457752  ','Personal','Critical',7553.00,345009,655328,1054,'Mixed',40.74,'Failed','Success','Pending','Verified'
35,'CB102232  ',35,'CB102232  ','Commercial','High',862.05,4913835,578678,2486,'Mixed',26.85,NULL,'Success','Pending','Failed'
36,'CB824373  ',36,'CB824373  ','Medical','Critical',7601.32,2667670,842312,494,'Unstructured',3.78,'Failed','Failed','Pending','Pending'
37,'CB691369  ',37,'CB691369  ','Personal','High',3430.74,3677589,276170,3252,'Unstructured',56.23,NULL,'Success','Pending','Verified'
38,'CB971583  ',38,'CB971583  ','Industrial','Critical',4973.28,2305082,810023,1632,'Mixed',57.31,'Passed','Pending','Failed','Verified'
39,'CB873031  ',39,'CB873031  ','Medical','Medium',888.63,9666865,872859,1698,'Unstructured',14.45,NULL,'Failed','Pending','Failed'
40,'CB236518  ',40,'CB236518  ','Financial','High',133.58,1956187,853958,980,'Mixed',16.17,NULL,'Pending','Failed','Failed'
41,'CB771223  ',41,'CB771223  ','Personal','Low',2695.67,603503,718843,2978,'Structured',92.91,'Passed','Success','Failed','Failed'
42,'CB337808  ',42,'CB337808  ','Personal','Critical',7868.65,7018289,281956,3209,'Unstructured',61.89,'Failed','Success','Verified','Pending'
43,'CB607937  ',43,'CB607937  ','Financial','High',8745.29,5028981,685498,2894,'Mixed',84.07,'Failed','Failed','Failed','Failed'
44,'CB173413  ',44,'CB173413  ','Financial','Low',4001.23,3198327,157106,1014,'Structured',70.88,'Failed','Failed','Verified','Pending'
45,'CB735421  ',45,'CB735421  ','Financial','High',2947.70,2762458,969756,2798,'Structured',38.73,NULL,'Pending','Verified','Failed'
46,'CB165204  ',46,'CB165204  ','Industrial','High',6138.90,8255781,870654,2231,'Unstructured',69.29,'Passed','Pending','Failed','Failed'
47,'CB889289  ',47,'CB889289  ','Commercial','Medium',9875.05,5557358,500739,325,'Unstructured',26.29,'Passed','Success','Pending','Verified'
48,'CB281082  ',48,'CB281082  ','Financial','Low',8782.33,5454130,273634,1481,'Structured',83.86,'Failed','Failed','Pending','Failed'
49,'CB490857  ',49,'CB490857  ','Industrial','High',9702.39,4545865,978743,3018,'Structured',59.44,'Failed','Pending','Failed','Failed'
50,'CB294488  ',50,'CB294488  ','Medical','High',6355.99,6107327,22349,2910,'Unstructured',97.63,'Passed','Failed','Verified','Failed'
51,'CB566604  ',51,'CB566604  ','Financial','Low',7509.78,4376800,810139,2059,'Mixed',38.21,'Passed','Failed','Failed','Pending'
52,'CB303544  ',52,'CB303544  ','Industrial','Critical',7730.27,8027752,860630,1229,'Structured',30.67,'Failed','Success','Failed','Verified'
53,'CB794201  ',53,'CB794201  ','Personal','High',3622.48,7304229,150638,2232,'Structured',47.90,NULL,'Failed','Verified','Pending'
54,'CB380393  ',54,'CB380393  ','Industrial','Critical',5785.99,9811106,386716,3341,'Structured',43.29,'Passed','Failed','Verified','Verified'
55,'CB358163  ',55,'CB358163  ','Financial','High',5931.69,766581,387649,3087,'Mixed',1.67,NULL,'Failed','Verified','Pending'
56,'CB860891  ',56,'CB860891  ','Medical','Critical',4035.68,2877908,489370,2394,'Structured',51.57,'Passed','Pending','Pending','Pending'
57,'CB498297  ',57,'CB498297  ','Medical','Medium',3478.59,8349515,718825,196,'Structured',4.26,NULL,'Failed','Pending','Failed'
58,'CB688746  ',58,'CB688746  ','Personal','Critical',9531.18,2187724,742572,3559,'Mixed',9.44,NULL,'Success','Pending','Failed'
59,'CB379370  ',59,'CB379370  ','Financial','Medium',9038.91,5395446,606044,3395,'Structured',40.09,NULL,'Success','Verified','Verified'
60,'CB573846  ',60,'CB573846  ','Medical','High',5641.93,2899255,605697,1823,'Structured',41.90,NULL,'Failed','Failed','Pending'
61,'CB311119  ',61,'CB311119  ','Financial','Critical',1995.58,9694714,223440,1658,'Structured',71.34,'Failed','Failed','Failed','Failed'
62,'CB996808  ',62,'CB996808  ','Personal','Critical',6124.31,5296564,756958,675,'Structured',70.44,NULL,'Pending','Failed','Pending'
63,'CB411050  ',63,'CB411050  ','Personal','High',8840.18,7942803,34782,803,'Structured',17.12,NULL,'Success','Pending','Failed'
64,'CB379101  ',64,'CB379101  ','Medical','High',1408.23,1171228,312625,716,'Unstructured',35.03,'Failed','Failed','Failed','Verified'
65,'CB675852  ',65,'CB675852  ','Industrial','High',5185.86,9695093,704989,1726,'Unstructured',99.46,'Failed','Pending','Verified','Verified'
66,'CB484035  ',66,'CB484035  ','Personal','Critical',1096.67,1353357,605511,3500,'Unstructured',47.77,'Failed','Failed','Failed','Verified'
67,'CB350669  ',67,'CB350669  ','Personal','Medium',4677.85,1976384,673495,1562,'Mixed',1.90,'Failed','Success','Pending','Failed'
68,'CB711160  ',68,'CB711160  ','Personal','High',8661.58,6240018,73745,2869,'Unstructured',90.35,'Passed','Pending','Pending','Failed'
69,'CB990090  ',69,'CB990090  ','Industrial','Critical',7421.60,8591903,18554,1769,'Structured',23.43,'Failed','Failed','Pending','Failed'
70,'CB894371  ',70,'CB894371  ','Personal','Critical',9064.92,1076070,795736,732,'Mixed',36.49,'Passed','Failed','Failed','Pending'
71,'CB763289  ',71,'CB763289  ','Commercial','Critical',4397.74,1408826,602042,805,'Mixed',91.70,'Passed','Failed','Failed','Pending'
72,'CB552210  ',72,'CB552210  ','Medical','Critical',5646.95,1298435,371467,1389,'Unstructured',30.86,'Failed','Success','Verified','Verified'
73,'CB463115  ',73,'CB463115  ','Medical','High',9850.36,817928,424092,552,'Mixed',42.89,'Failed','Pending','Verified','Failed'
74,'CB905684  ',74,'CB905684  ','Commercial','Medium',7920.09,3731107,528908,2383,'Unstructured',47.55,'Failed','Failed','Verified','Pending'
75,'CB211588  ',75,'CB211588  ','Financial','High',5561.59,3036401,545832,950,'Unstructured',43.08,'Passed','Success','Pending','Failed'
76,'CB527114  ',76,'CB527114  ','Medical','Critical',5775.11,4378112,13848,1958,'Structured',33.58,NULL,'Pending','Verified','Verified'
77,'CB388902  ',77,'CB388902  ','Financial','Critical',378.65,8634552,833839,3093,'Structured',16.91,'Passed','Failed','Verified','Pending'
78,'CB343445  ',78,'CB343445  ','Commercial','High',1939.17,262002,553876,1505,'Mixed',51.73,NULL,'Success','Verified','Verified'
79,'CB246039  ',79,'CB246039  ','Commercial','Critical',9040.90,9003875,319308,2166,'Structured',31.99,'Passed','Failed','Verified','Failed'
80,'CB411741  ',80,'CB411741  ','Industrial','Critical',9076.99,4521376,363612,2063,'Structured',17.57,'Passed','Success','Pending','Failed'
81,'CB649976  ',81,'CB649976  ','Financial','High',2748.08,8483625,830669,31,'Mixed',10.51,'Failed','Success','Verified','Verified'
82,'CB426828  ',82,'CB426828  ','Industrial','High',1283.42,6066030,719015,2539,'Unstructured',39.71,'Failed','Pending','Verified','Failed'
83,'CB909498  ',83,'CB909498  ','Medical','High',6182.77,4517493,12592,1449,'Unstructured',43.91,'Failed','Failed','Verified','Verified'
84,'CB529449  ',84,'CB529449  ','Medical','Critical',3402.71,1113766,905299,722,'Structured',37.28,'Passed','Failed','Verified','Pending'
85,'CB652531  ',85,'CB652531  ','Medical','Critical',6366.72,9596177,240718,2616,'Structured',3.89,'Failed','Failed','Pending','Verified'
86,'CB387131  ',86,'CB387131  ','Industrial','Critical',4470.28,3525412,578200,500,'Mixed',56.00,'Failed','Failed','Pending','Verified'
87,'CB978890  ',87,'CB978890  ','Financial','High',412.64,3285667,656950,1974,'Mixed',40.18,'Passed','Failed','Failed','Verified'
88,'CB676711  ',88,'CB676711  ','Industrial','Critical',8343.94,7457714,362579,2707,'Unstructured',78.29,'Passed','Pending','Pending','Verified'
89,'CB582379  ',89,'CB582379  ','Medical','Critical',2099.70,8581810,756697,947,'Mixed',77.04,NULL,'Failed','Failed','Verified'
90,'CB137876  ',90,'CB137876  ','Personal','High',1766.82,4576325,826202,2540,'Unstructured',88.89,'Failed','Success','Pending','Verified'
91,'CB236335  ',91,'CB236335  ','Medical','Medium',5696.19,5799631,450495,3356,'Unstructured',28.38,'Failed','Pending','Verified','Pending'
92,'CB967126  ',92,'CB967126  ','Industrial','Critical',4692.19,6241109,115053,2754,'Unstructured',12.40,'Failed','Failed','Failed','Failed'
93,'CB438659  ',93,'CB438659  ','Industrial','Medium',569.19,5475296,953858,1927,'Mixed',21.18,NULL,'Pending','Pending','Failed'
94,'CB381335  ',94,'CB381335  ','Industrial','Critical',8648.43,7119752,491025,1792,'Unstructured',11.55,'Passed','Failed','Failed','Failed'
95,'CB621551  ',95,'CB621551  ','Financial','Medium',4992.66,4193708,621834,103,'Structured',17.55,'Failed','Success','Failed','Failed'
96,'CB955788  ',96,'CB955788  ','Industrial','Medium',1624.65,5180588,190740,262,'Structured',93.27,'Passed','Failed','Failed','Failed'
97,'CB365916  ',97,'CB365916  ','Personal','Medium',8760.58,3177870,140742,3545,'Structured',18.28,'Passed','Success','Verified','Pending'
98,'CB974098  ',98,'CB974098  ','Financial','Critical',6784.06,6915229,524839,2965,'Mixed',99.47,NULL,'Success','Pending','Failed'
99,'CB519519  ',99,'CB519519  ','Financial','Low',6489.81,895817,286764,2975,'Unstructured',6.92,'Failed','Pending','Failed','Verified'
100,'CB983161  ',100,'CB983161  ','Financial','High',5652.20,7487903,562311,2815,'Mixed',10.33,'Passed','Success','Failed','Failed'
101,'CB757654  ',101,'CB757654  ','Personal','Critical',5280.62,6349440,301859,3594,'Unstructured',24.37,NULL,'Success','Verified','Verified'
102,'CB224860  ',102,'CB224860  ','Industrial','Low',5413.13,7837540,952352,3251,'Unstructured',44.38,'Failed','Failed','Failed','Failed'
103,'CB162395  ',103,'CB162395  ','Financial','Critical',9704.53,1978562,104527,2747,'Unstructured',63.88,'Failed','Failed','Failed','Verified'
104,'CB984966  ',104,'CB984966  ','Personal','Medium',5137.88,6924241,194495,1238,'Structured',32.17,NULL,'Success','Pending','Verified'
105,'CB406227  ',105,'CB406227  ','Medical','Low',6055.24,3668539,541550,1356,'Unstructured',75.02,'Failed','Pending','Verified','Pending'
106,'CB145020  ',106,'CB145020  ','Financial','Low',797.52,1455743,280126,1037,'Mixed',93.14,'Passed','Failed','Verified','Pending'
107,'CB648969  ',107,'CB648969  ','Medical','Low',2916.19,5406858,784150,430,'Structured',25.36,'Passed','Success','Pending','Verified'
108,'CB153120  ',108,'CB153120  ','Medical','Critical',9028.45,7862067,874081,1113,'Unstructured',61.09,NULL,'Pending','Failed','Failed'
109,'CB742061  ',109,'CB742061  ','Financial','High',4154.37,8584140,214976,233,'Unstructured',91.74,'Failed','Failed','Failed','Failed'
110,'CB895553  ',110,'CB895553  ','Medical','Medium',1527.27,5711798,103687,3617,'Unstructured',34.79,'Passed','Success','Verified','Verified'
111,'CB744570  ',111,'CB744570  ','Commercial','Medium',1786.69,3489770,443460,1245,'Unstructured',4.97,'Passed','Success','Pending','Pending'
112,'CB243249  ',112,'CB243249  ','Commercial','Low',5209.25,9384656,438105,1446,'Mixed',91.47,'Passed','Pending','Failed','Verified'
113,'CB558058  ',113,'CB558058  ','Financial','Low',6689.29,8654571,823177,3199,'Mixed',13.52,'Passed','Failed','Verified','Pending'
114,'CB175432  ',114,'CB175432  ','Commercial','Low',1496.58,5499607,810910,233,'Structured',58.63,NULL,'Failed','Verified','Failed'
115,'CB958996  ',115,'CB958996  ','Financial','High',7726.94,33528,246258,293,'Unstructured',83.97,NULL,'Failed','Pending','Pending'
116,'CB827437  ',116,'CB827437  ','Medical','Low',4676.47,4567008,109915,1678,'Structured',54.89,'Failed','Failed','Verified','Pending'
117,'CB555131  ',117,'CB555131  ','Commercial','Medium',4899.19,5163853,117397,1971,'Unstructured',87.80,'Failed','Pending','Verified','Failed'
118,'CB271940  ',118,'CB271940  ','Commercial','High',8106.66,6780595,841375,1622,'Structured',19.60,'Failed','Success','Verified','Failed'
119,'CB155544  ',119,'CB155544  ','Medical','Low',8658.57,4928627,532616,2981,'Unstructured',3.78,NULL,'Pending','Failed','Pending'
120,'CB380006  ',120,'CB380006  ','Financial','Critical',1244.14,3122639,827681,607,'Structured',31.99,'Failed','Pending','Verified','Failed'
121,'CB644247  ',121,'CB644247  ','Industrial','High',6169.68,3059512,521639,1626,'Unstructured',39.50,'Failed','Pending','Pending','Failed'
122,'CB924209  ',122,'CB924209  ','Industrial','Medium',6702.24,9480489,181265,1471,'Mixed',14.00,'Failed','Pending','Pending','Pending'
123,'CB518378  ',123,'CB518378  ','Industrial','High',2956.31,9060246,365036,2119,'Structured',10.92,'Passed','Pending','Pending','Failed'
124,'CB622929  ',124,'CB622929  ','Industrial','Medium',5181.77,9770697,501030,2906,'Structured',27.68,'Passed','Failed','Failed','Verified'
125,'CB987119  ',125,'CB987119  ','Commercial','Critical',4915.90,210129,965294,53,'Unstructured',66.85,NULL,'Failed','Failed','Verified'
126,'CB726713  ',126,'CB726713  ','Medical','Low',5688.62,7615410,295740,2521,'Mixed',3.00,'Failed','Pending','Failed','Failed'
127,'CB448217  ',127,'CB448217  ','Medical','Critical',9271.74,1994911,648738,3137,'Mixed',12.28,NULL,'Failed','Failed','Pending'
128,'CB458061  ',128,'CB458061  ','Industrial','Low',4050.62,4488230,94624,3547,'Structured',26.25,'Passed','Success','Pending','Verified'
129,'CB771070  ',129,'CB771070  ','Financial','Medium',5261.41,7777934,421481,3203,'Structured',99.21,NULL,'Success','Pending','Pending'
130,'CB214588  ',130,'CB214588  ','Industrial','High',6014.55,5596827,605453,792,'Unstructured',46.91,'Passed','Success','Pending','Verified'
131,'CB640347  ',131,'CB640347  ','Financial','Critical',6099.70,2127711,948362,1365,'Unstructured',74.90,NULL,'Failed','Verified','Pending'
132,'CB318556  ',132,'CB318556  ','Personal','Low',6054.72,1380700,136263,1897,'Unstructured',15.71,'Failed','Success','Pending','Failed'
133,'CB917502  ',133,'CB917502  ','Industrial','Medium',5496.43,5772975,315459,3222,'Mixed',87.52,'Passed','Success','Failed','Failed'
134,'CB938148  ',134,'CB938148  ','Medical','Medium',3890.29,1665619,768282,3284,'Unstructured',7.58,'Failed','Failed','Verified','Verified'
135,'CB847842  ',135,'CB847842  ','Industrial','Critical',9855.58,9488725,567729,431,'Unstructured',33.12,NULL,'Success','Failed','Pending'
136,'CB595762  ',136,'CB595762  ','Industrial','Medium',3041.38,702835,527044,1354,'Unstructured',97.70,NULL,'Pending','Verified','Pending'
137,'CB568289  ',137,'CB568289  ','Industrial','Low',3037.51,3096235,341674,2035,'Mixed',93.86,'Passed','Failed','Failed','Verified'
138,'CB642097  ',138,'CB642097  ','Financial','Critical',994.59,5937325,620647,2017,'Structured',67.03,NULL,'Success','Verified','Failed'
139,'CB914082  ',139,'CB914082  ','Personal','Critical',3834.41,9969873,894408,801,'Mixed',99.84,'Failed','Success','Verified','Pending'
140,'CB432933  ',140,'CB432933  ','Financial','High',4732.78,6821922,585159,1361,'Structured',3.36,NULL,'Success','Pending','Failed'
141,'CB732069  ',141,'CB732069  ','Personal','Medium',8880.58,8632358,135635,1684,'Unstructured',42.58,'Failed','Pending','Verified','Pending'
142,'CB652130  ',142,'CB652130  ','Commercial','Medium',2234.94,908164,504201,815,'Structured',85.99,NULL,'Pending','Failed','Pending'
143,'CB556665  ',143,'CB556665  ','Industrial','High',4505.72,2488479,498240,274,'Unstructured',55.42,'Failed','Success','Pending','Failed'
144,'CB204159  ',144,'CB204159  ','Medical','Medium',9625.43,9268523,512454,3640,'Structured',5.50,'Passed','Pending','Failed','Failed'
145,'CB927475  ',145,'CB927475  ','Commercial','High',2611.35,1175578,498461,2006,'Mixed',48.24,'Passed','Failed','Pending','Verified'
146,'CB852779  ',146,'CB852779  ','Commercial','Low',4128.66,9071022,280153,3077,'Mixed',93.11,'Passed','Pending','Failed','Verified'
147,'CB553500  ',147,'CB553500  ','Industrial','Low',6385.36,9065179,394132,2364,'Structured',96.55,'Failed','Pending','Verified','Failed'
148,'CB213363  ',148,'CB213363  ','Financial','Critical',9320.99,5680181,316420,2451,'Unstructured',3.98,'Passed','Success','Failed','Pending'
149,'CB214564  ',149,'CB214564  ','Commercial','Medium',9649.65,9054421,463534,3380,'Mixed',37.36,'Passed','Success','Verified','Pending'
150,'CB543820  ',150,'CB543820  ','Financial','High',426.77,7141059,443207,2681,'Mixed',35.17,NULL,'Failed','Verified','Failed'
151,'CB876134  ',151,'CB876134  ','Medical','High',8272.53,5176726,869663,3314,'Structured',94.44,'Failed','Success','Pending','Verified'
152,'CB171231  ',152,'CB171231  ','Medical','Critical',8317.77,9299021,539184,247,'Structured',66.35,'Failed','Failed','Failed','Failed'
153,'CB295318  ',153,'CB295318  ','Medical','Low',2257.89,4911594,649932,876,'Unstructured',3.18,'Failed','Success','Failed','Verified'
154,'CB865751  ',154,'CB865751  ','Financial','Critical',2765.53,2152941,107176,1521,'Mixed',85.46,'Failed','Failed','Failed','Verified'
155,'CB726426  ',155,'CB726426  ','Industrial','Medium',375.31,1132752,67621,738,'Structured',11.22,NULL,'Failed','Pending','Failed'
156,'CB303093  ',156,'CB303093  ','Commercial','Critical',6483.05,6571076,207459,435,'Structured',8.43,'Failed','Failed','Failed','Verified'
157,'CB206552  ',157,'CB206552  ','Commercial','Low',6281.00,6978397,675677,1206,'Mixed',55.93,'Failed','Success','Verified','Pending'
158,'CB707728  ',158,'CB707728  ','Commercial','Low',7937.57,4562924,585381,3116,'Mixed',32.27,'Passed','Failed','Verified','Pending'
159,'CB238218  ',159,'CB238218  ','Financial','Low',7115.78,2902652,293398,2313,'Unstructured',52.08,NULL,'Pending','Failed','Verified'
160,'CB377948  ',160,'CB377948  ','Personal','High',1879.07,3317167,708522,2204,'Mixed',66.83,'Passed','Failed','Verified','Verified'
161,'CB754071  ',161,'CB754071  ','Financial','Low',2691.63,3219882,419284,1286,'Structured',13.65,NULL,'Failed','Pending','Failed'
162,'CB491449  ',162,'CB491449  ','Industrial','High',6782.01,7960334,487678,3071,'Mixed',52.37,NULL,'Pending','Failed','Pending'
163,'CB146221  ',163,'CB146221  ','Financial','Low',2718.20,2151229,298854,2796,'Unstructured',37.77,'Failed','Pending','Failed','Failed'
164,'CB545642  ',164,'CB545642  ','Commercial','Medium',5672.26,7954464,986195,720,'Structured',41.97,'Passed','Success','Verified','Verified'
165,'CB889386  ',165,'CB889386  ','Medical','Critical',8353.56,9253732,285387,1179,'Unstructured',64.45,'Passed','Pending','Verified','Pending'
166,'CB520245  ',166,'CB520245  ','Industrial','Critical',1169.91,7986776,686768,1930,'Unstructured',42.07,'Failed','Pending','Failed','Pending'
167,'CB356431  ',167,'CB356431  ','Commercial','Low',7410.66,4711958,293250,642,'Unstructured',9.26,NULL,'Success','Verified','Verified'
168,'CB643059  ',168,'CB643059  ','Commercial','Low',1241.44,8216729,586139,3225,'Structured',82.07,'Passed','Failed','Pending','Failed'
169,'CB925597  ',169,'CB925597  ','Financial','Medium',183.91,9086858,261544,2737,'Mixed',98.45,'Passed','Failed','Verified','Verified'
170,'CB407645  ',170,'CB407645  ','Industrial','High',8644.77,550425,495388,913,'Structured',88.08,'Passed','Pending','Verified','Verified'
171,'CB986169  ',171,'CB986169  ','Personal','Critical',5770.00,8074312,781396,2358,'Structured',42.81,NULL,'Pending','Failed','Failed'
172,'CB753194  ',172,'CB753194  ','Industrial','Critical',9694.39,6778007,969461,3526,'Structured',23.31,NULL,'Pending','Failed','Verified'
173,'CB162735  ',173,'CB162735  ','Personal','High',6405.63,5270313,71611,455,'Unstructured',39.01,NULL,'Pending','Pending','Pending'
174,'CB688266  ',174,'CB688266  ','Medical','Medium',2560.73,3375178,644125,1780,'Mixed',6.28,NULL,'Success','Failed','Verified'
175,'CB643955  ',175,'CB643955  ','Financial','Critical',5302.47,8398383,82521,1821,'Mixed',70.55,NULL,'Pending','Verified','Verified'
176,'CB888188  ',176,'CB888188  ','Commercial','Low',9930.65,3455341,241381,713,'Unstructured',58.95,'Passed','Pending','Failed','Pending'
177,'CB222883  ',177,'CB222883  ','Personal','Low',9905.42,3191492,735318,601,'Structured',88.76,NULL,'Failed','Failed','Pending'
178,'CB784966  ',178,'CB784966  ','Personal','Critical',1919.52,317729,188485,3470,'Unstructured',90.19,'Failed','Failed','Failed','Failed'
179,'CB177361  ',179,'CB177361  ','Medical','Low',3773.75,8031515,152791,1880,'Structured',95.56,NULL,'Pending','Verified','Pending'
180,'CB240151  ',180,'CB240151  ','Medical','Low',5864.48,8321936,284405,928,'Mixed',48.13,NULL,'Pending','Verified','Pending'
181,'CB143488  ',181,'CB143488  ','Industrial','Medium',3051.74,6778602,587592,3430,'Structured',10.36,'Passed','Pending','Verified','Verified'
182,'CB687797  ',182,'CB687797  ','Industrial','High',9289.72,2750302,81307,3539,'Structured',94.81,'Failed','Failed','Verified','Pending'
183,'CB383254  ',183,'CB383254  ','Financial','High',4245.71,3813232,951779,3436,'Unstructured',53.29,'Failed','Success','Pending','Pending'
184,'CB894071  ',184,'CB894071  ','Financial','Medium',9818.20,6046785,410157,1722,'Structured',13.98,'Failed','Success','Verified','Failed'
185,'CB371926  ',185,'CB371926  ','Personal','Critical',7268.28,9833619,171208,3252,'Mixed',87.83,NULL,'Failed','Failed','Verified'
186,'CB326339  ',186,'CB326339  ','Financial','Low',2834.52,6960996,544113,2764,'Unstructured',11.54,'Failed','Success','Verified','Failed'
187,'CB263247  ',187,'CB263247  ','Industrial','Medium',5059.47,3792075,32604,729,'Mixed',62.98,NULL,'Success','Verified','Failed'
188,'CB115541  ',188,'CB115541  ','Personal','Medium',4818.15,3777110,328083,3057,'Structured',20.69,NULL,'Failed','Pending','Failed'
189,'CB133427  ',189,'CB133427  ','Commercial','Low',4836.65,3534566,696509,3001,'Structured',45.41,'Passed','Pending','Verified','Verified'
190,'CB679229  ',190,'CB679229  ','Medical','Low',572.27,7499938,102877,1909,'Unstructured',54.60,NULL,'Success','Verified','Failed'
191,'CB816336  ',191,'CB816336  ','Medical','High',8246.83,592226,411793,2904,'Mixed',13.87,'Failed','Failed','Verified','Pending'
192,'CB483280  ',192,'CB483280  ','Financial','High',1895.87,7024436,400440,1449,'Structured',60.04,'Failed','Success','Failed','Pending'
193,'CB700518  ',193,'CB700518  ','Financial','Critical',3449.03,6322422,99694,1847,'Mixed',73.01,NULL,'Success','Pending','Verified'
194,'CB716665  ',194,'CB716665  ','Personal','Medium',5138.89,9574810,901012,2231,'Mixed',12.99,'Passed','Success','Verified','Failed'
195,'CB822244  ',195,'CB822244  ','Financial','Medium',5631.10,1384716,131004,3130,'Mixed',47.88,NULL,'Failed','Pending','Verified'
196,'CB210105  ',196,'CB210105  ','Personal','Critical',7123.72,2907053,53625,3439,'Mixed',13.23,'Failed','Success','Pending','Failed'
197,'CB941940  ',197,'CB941940  ','Personal','High',5761.75,7300368,836013,1455,'Unstructured',36.35,'Passed','Pending','Pending','Pending'
198,'CB746181  ',198,'CB746181  ','Medical','Medium',2121.63,4987722,630199,2948,'Mixed',17.11,'Failed','Success','Verified','Pending'
199,'CB873173  ',199,'CB873173  ','Medical','High',2175.46,8198800,423387,3043,'Unstructured',95.47,'Failed','Success','Pending','Verified'
200,'CB391313  ',200,'CB391313  ','Personal','High',799.56,4707768,661150,2587,'Unstructured',28.99,NULL,'Pending','Pending','Failed'
