54,54,54,'CB380393  ','Contract','Not Required','2024-11-29','2025-12-13','Multiple','Compliance','Non-compliant','Non-compliant','Compliant','Non-compliant','Pending','Required','Fully Supported'
55,55,55,'CB358163  ','Contract','Not Required','2024-06-04','2026-05-24','General','Marketing','Compliant','Non-compliant','Compliant','Non-compliant','Obtained','In Progress','Fully Supported'
56,56,56,'CB860891  ','Consent','Pending','2024-05-12','2026-09-07','Multiple','Business Operations','Compliant','Compliant','Partial','Partial','Pending','Required','Limited'
57,57,57,'CB498297  ','Contract','Pending','2024-11-02','2025-05-13','Multiple','Research','Compliant','Compliant','Non-compliant','Compliant','Obtained','Completed','Fully Supported'
58,58,58,'CB688746  ','Contract','Not Required','2024-06-12','2026-10-09','General','Marketing','Non-compliant','Non-compliant','Partial','Non-compliant','Obtained','In Progress','Partial'
59,59,59,'CB379370  ','Contract','Pending','2024-05-05','2025-02-23','Multiple','Marketing','Partial','Non-compliant','Non-compliant','Compliant','Pending','In Progress','Limited'
60,60,60,'CB573846  ','Legitimate Interest','Expired','2024-10-05','2026-12-29','Multiple','Research','Partial','Non-compliant','Partial','Compliant','Not Required','Completed','Partial'
61,61,61,'CB311119  ','Legal Obligation','Expired','2024-09-21','2026-10-07','Specific','Business Operations','Partial','Partial','Compliant','Compliant','Pending','Required','Partial'
62,62,62,'CB996808  ','Consent','Pending','2024-03-06','2026-04-04','Specific','Research','Non-compliant','Partial','Non-compliant','Non-compliant','Obtained','In Progress','Limited'
63,63,63,'CB411050  ','Contract','Expired','2024-07-23','2026-05-17','Multiple','Compliance','Partial','Partial','Compliant','Compliant','Not Required','Completed','Limited'
64,64,64,'CB379101  ','Legal Obligation','Pending','2024-03-21','2025-06-30','Multiple','Marketing','Partial','Partial','Partial','Compliant','Obtained','Required','Fully Supported'
65,65,65,'CB675852  ','Contract','Pending','2024-09-08','2025-07-01','General','Marketing','Compliant','Non-compliant','Partial','Non-compliant','Obtained','Completed','Limited'
66,66,66,'CB484035  ','Legitimate Interest','Not Required','2024-10-20','2026-12-18','Multiple','Business Operations','Partial','Non-compliant','Compliant','Non-compliant','Pending','Completed','Fully Supported'
67,67,67,'CB350669  ','Consent','Expired','2024-04-23','2026-03-17','Specific','Marketing','Compliant','Compliant','Compliant','Compliant','Pending','Required','Partial'
68,68,68,'CB711160  ','Contract','Expired','2025-02-03','2025-04-02','General','Marketing','Partial','Compliant','Non-compliant','Non-compliant','Obtained','Completed','Limited'
69,69,69,'CB990090  ','Consent','Not Required','2024-05-22','2025-11-19','General','Research','Partial','Non-compliant','Partial','Compliant','Not Required','In Progress','Partial'
70,70,70,'CB894371  ','Legitimate Interest','Not Required','2024-03-21','2026-04-22','General','Compliance','Non-compliant','Non-compliant','Non-compliant','Partial','Pending','Required','Partial'
71,71,71,'CB763289  ','Legitimate Interest','Valid','2024-08-05','2026-03-05','Specific','Business Operations','Partial','Compliant','Compliant','Compliant','Obtained','Required','Partial'
72,72,72,'CB552210  ','Contract','Valid','2024-11-16','2025-05-16','Multiple','Research','Non-compliant','Non-compliant','Non-compliant','Non-compliant','Not Required','Required','Partial'
73,73,73,'CB463115  ','Legal Obligation','Pending','2024-03-06','2025-04-27','Specific','Compliance','Compliant','Partial','Non-compliant','Partial','Pending','Required','Partial'
74,74,74,'CB905684  ','Legal Obligation','Valid','2024-09-08','2026-05-26','Specific','Research','Compliant','Partial','Compliant','Non-compliant','Not Required','Required','Partial'
75,75,75,'CB211588  ','Consent','Not Required','2024-04-19','2025-06-05','Specific','Marketing','Compliant','Non-compliant','Compliant','Non-compliant','Not Required','In Progress','Partial'
76,76,76,'CB527114  ','Legitimate Interest','Valid','2024-04-20','2025-08-03','Multiple','Marketing','Non-compliant','Partial','Compliant','Compliant','Obtained','Required','Partial'
77,77,77,'CB388902  ','Legitimate Interest','Pending','2024-09-28','2025-03-01','General','Marketing','Partial','Non-compliant','Partial','Non-compliant','Not Required','In Progress','Limited'
78,78,78,'CB343445  ','Legitimate Interest','Valid','2025-02-04','2026-05-17','General','Research','Non-compliant','Non-compliant','Compliant','Partial','Obtained','In Progress','Limited'
79,79,79,'CB246039  ','Contract','Pending','2024-09-03','2026-05-22','Multiple','Business Operations','Compliant','Compliant','Non-compliant','Compliant','Obtained','Required','Fully Supported'
80,80,80,'CB411741  ','Legal Obligation','Not Required','2024-05-16','2026-03-10','General','Marketing','Partial','Partial','Non-compliant','Compliant','Obtained','In Progress','Partial'
81,81,81,'CB649976  ','Legal Obligation','Pending','2024-08-03','2027-01-06','General','Marketing','Partial','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Partial'
82,82,82,'CB426828  ','Consent','Pending','2024-08-01','2025-08-27','Specific','Marketing','Partial','Non-compliant','Partial','Partial','Not Required','Required','Limited'
83,83,83,'CB909498  ','Consent','Not Required','2024-03-08','2026-07-01','Multiple','Business Operations','Non-compliant','Non-compliant','Partial','Compliant','Obtained','Completed','Fully Supported'
84,84,84,'CB529449  ','Contract','Pending','2024-07-29','2026-01-21','Specific','Research','Non-compliant','Compliant','Partial','Compliant','Obtained','Completed','Limited'
85,85,85,'CB652531  ','Legal Obligation','Valid','2024-05-03','2026-11-10','Specific','Business Operations','Partial','Non-compliant','Partial','Compliant','Obtained','In Progress','Limited'
86,86,86,'CB387131  ','Legal Obligation','Valid','2024-06-07','2025-04-15','Multiple','Business Operations','Compliant','Non-compliant','Partial','Compliant','Not Required','In Progress','Limited'
87,87,87,'CB978890  ','Consent','Valid','2024-04-03','2025-03-08','General','Marketing','Non-compliant','Partial','Non-compliant','Partial','Obtained','In Progress','Fully Supported'
88,88,88,'CB676711  ','Legitimate Interest','Expired','2024-05-02','2026-09-11','General','Research','Compliant','Non-compliant','Compliant','Partial','Obtained','Required','Partial'
89,89,89,'CB582379  ','Contract','Not Required','2024-10-03','2025-12-16','Multiple','Compliance','Compliant','Partial','Compliant','Compliant','Pending','In Progress','Fully Supported'
90,90,90,'CB137876  ','Legitimate Interest','Pending','2024-12-11','2026-10-27','Multiple','Compliance','Non-compliant','Non-compliant','Non-compliant','Compliant','Obtained','Required','Limited'
91,91,91,'CB236335  ','Legal Obligation','Pending','2024-04-28','2025-12-18','Multiple','Marketing','Partial','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Fully Supported'
92,92,92,'CB967126  ','Legitimate Interest','Pending','2024-12-16','2025-02-26','Multiple','Business Operations','Compliant','Partial','Non-compliant','Compliant','Obtained','Required','Partial'
93,93,93,'CB438659  ','Consent','Pending','2024-06-25','2026-03-28','Multiple','Compliance','Compliant','Partial','Compliant','Compliant','Pending','In Progress','Fully Supported'
94,94,94,'CB381335  ','Consent','Expired','2024-06-30','2026-05-24','Specific','Compliance','Compliant','Compliant','Compliant','Partial','Pending','In Progress','Limited'
95,95,95,'CB621551  ','Consent','Not Required','2024-12-28','2025-05-28','General','Business Operations','Compliant','Compliant','Non-compliant','Compliant','Pending','Completed','Partial'
96,96,96,'CB955788  ','Contract','Not Required','2024-08-17','2025-12-20','General','Business Operations','Non-compliant','Non-compliant','Partial','Partial','Obtained','In Progress','Fully Supported'
97,97,97,'CB365916  ','Legitimate Interest','Expired','2024-12-31','2026-05-16','Specific','Marketing','Non-compliant','Non-compliant','Partial','Compliant','Pending','In Progress','Fully Supported'
98,98,98,'CB974098  ','Legal Obligation','Not Required','2024-04-15','2026-01-21','Specific','Marketing','Non-compliant','Partial','Non-compliant','Compliant','Not Required','Completed','Limited'
99,99,99,'CB519519  ','Legal Obligation','Pending','2024-04-15','2025-06-25','Specific','Marketing','Compliant','Compliant','Compliant','Compliant','Obtained','In Progress','Partial'
100,100,100,'CB983161  ','Legitimate Interest','Pending','2024-12-09','2025-05-15','General','Marketing','Non-compliant','Compliant','Compliant','Compliant','Pending','In Progress','Fully Supported'
101,101,101,'CB757654  ','Contract','Pending','2025-01-03','2026-09-09','General','Research','Compliant','Partial','Partial','Partial','Pending','In Progress','Fully Supported'
102,102,102,'CB224860  ','Consent','Pending','2024-10-08','2026-04-23','Multiple','Compliance','Compliant','Non-compliant','Compliant','Partial','Obtained','In Progress','Fully Supported'
103,103,103,'CB162395  ','Legitimate Interest','Not Required','2024-09-13','2025-06-12','Multiple','Research','Non-compliant','Compliant','Partial','Partial','Not Required','Required','Partial'
104,104,104,'CB984966  ','Legal Obligation','Valid','2024-12-16','2027-01-01','Specific','Research','Compliant','Non-compliant','Partial','Partial','Pending','Completed','Limited'
105,105,105,'CB406227  ','Contract','Valid','2024-06-09','2026-07-24','Specific','Marketing','Non-compliant','Partial','Non-compliant','Partial','Pending','Completed','Limited'
106,106,106,'CB145020  ','Legal Obligation','Valid','2025-02-14','2025-07-07','General','Marketing','Partial','Compliant','Compliant','Compliant','Not Required','Completed','Fully Supported'
107,107,107,'CB648969  ','Contract','Expired','2024-08-24','2027-01-20','Specific','Business Operations','Compliant','Partial','Compliant','Compliant','Pending','In Progress','Fully Supported'
108,108,108,'CB153120  ','Consent','Pending','2024-09-06','2025-11-09','General','Compliance','Non-compliant','Compliant','Non-compliant','Non-compliant','Obtained','In Progress','Limited'
109,109,109,'CB742061  ','Contract','Valid','2024-08-05','2027-01-21','General','Compliance','Partial','Compliant','Compliant','Non-compliant','Not Required','Required','Fully Supported'
110,110,110,'CB895553  ','Legal Obligation','Valid','2024-09-21','2025-07-07','Multiple','Business Operations','Non-compliant','Non-compliant','Compliant','Non-compliant','Pending','In Progress','Partial'
111,111,111,'CB744570  ','Contract','Expired','2024-04-26','2025-12-18','Multiple','Business Operations','Non-compliant','Non-compliant','Partial','Partial','Pending','Required','Partial'
112,112,112,'CB243249  ','Legal Obligation','Pending','2024-03-16','2027-01-30','Specific','Marketing','Partial','Non-compliant','Compliant','Compliant','Not Required','Required','Fully Supported'
113,113,113,'CB558058  ','Contract','Not Required','2024-12-27','2026-09-02','Specific','Marketing','Compliant','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Limited'
114,114,114,'CB175432  ','Contract','Expired','2024-06-24','2026-08-22','General','Compliance','Compliant','Compliant','Non-compliant','Partial','Obtained','Completed','Limited'
115,115,115,'CB958996  ','Consent','Expired','2024-07-09','2026-01-26','General','Compliance','Non-compliant','Partial','Partial','Compliant','Not Required','Required','Limited'
116,116,116,'CB827437  ','Consent','Expired','2024-03-06','2025-08-02','General','Marketing','Non-compliant','Compliant','Partial','Compliant','Pending','Required','Partial'
117,117,117,'CB555131  ','Legal Obligation','Valid','2024-11-04','2026-06-24','Specific','Business Operations','Compliant','Non-compliant','Partial','Compliant','Pending','In Progress','Fully Supported'
118,118,118,'CB271940  ','Consent','Not Required','2024-08-20','2025-05-16','Multiple','Marketing','Partial','Partial','Compliant','Compliant','Not Required','Completed','Fully Supported'
119,119,119,'CB155544  ','Legitimate Interest','Pending','2024-09-29','2025-05-09','Multiple','Compliance','Compliant','Non-compliant','Compliant','Non-compliant','Pending','In Progress','Partial'
120,120,120,'CB380006  ','Consent','Valid','2024-06-19','2025-02-19','General','Marketing','Partial','Partial','Partial','Partial','Not Required','Completed','Fully Supported'
121,121,121,'CB644247  ','Consent','Pending','2024-07-01','2025-12-01','General','Marketing','Partial','Partial','Compliant','Non-compliant','Obtained','Completed','Fully Supported'
122,122,122,'CB924209  ','Legitimate Interest','Valid','2024-11-19','2026-08-03','Specific','Compliance','Compliant','Compliant','Compliant','Partial','Pending','Completed','Limited'
123,123,123,'CB518378  ','Consent','Pending','2024-08-03','2025-05-06','Specific','Compliance','Partial','Compliant','Partial','Compliant','Obtained','Completed','Limited'
124,124,124,'CB622929  ','Contract','Valid','2024-09-10','2025-12-25','Specific','Marketing','Partial','Non-compliant','Partial','Compliant','Not Required','Completed','Limited'
125,125,125,'CB987119  ','Consent','Pending','2024-03-22','2025-02-28','General','Compliance','Partial','Compliant','Non-compliant','Non-compliant','Obtained','Required','Partial'
126,126,126,'CB726713  ','Consent','Expired','2024-12-31','2026-05-13','General','Research','Non-compliant','Partial','Non-compliant','Non-compliant','Pending','Completed','Fully Supported'
127,127,127,'CB448217  ','Legal Obligation','Expired','2024-10-02','2026-08-26','Multiple','Business Operations','Non-compliant','Non-compliant','Compliant','Non-compliant','Not Required','In Progress','Limited'
128,128,128,'CB458061  ','Legitimate Interest','Not Required','2024-04-12','2026-03-07','Specific','Business Operations','Compliant','Compliant','Partial','Compliant','Pending','In Progress','Partial'
129,129,129,'CB771070  ','Legitimate Interest','Valid','2024-03-29','2025-03-24','Multiple','Business Operations','Compliant','Partial','Compliant','Compliant','Not Required','Completed','Fully Supported'
130,130,130,'CB214588  ','Contract','Not Required','2024-07-21','2026-04-02','General','Marketing','Partial','Compliant','Compliant','Partial','Not Required','Required','Partial'
131,131,131,'CB640347  ','Consent','Not Required','2024-05-01','2025-07-03','Multiple','Research','Partial','Compliant','Compliant','Compliant','Not Required','Required','Partial'
132,132,132,'CB318556  ','Contract','Expired','2024-10-29','2026-07-20','Multiple','Compliance','Compliant','Compliant','Compliant','Partial','Obtained','Completed','Partial'
133,133,133,'CB917502  ','Contract','Pending','2024-06-04','2026-07-15','Specific','Marketing','Non-compliant','Compliant','Non-compliant','Partial','Obtained','Required','Partial'
134,134,134,'CB938148  ','Contract','Not Required','2024-08-08','2025-02-23','General','Business Operations','Partial','Partial','Compliant','Partial','Not Required','Required','Partial'
135,135,135,'CB847842  ','Legal Obligation','Valid','2024-05-20','2025-12-11','Specific','Research','Non-compliant','Partial','Non-compliant','Partial','Pending','Required','Limited'
136,136,136,'CB595762  ','Consent','Expired','2024-06-27','2026-07-08','Multiple','Research','Compliant','Compliant','Compliant','Compliant','Pending','In Progress','Limited'
137,137,137,'CB568289  ','Legitimate Interest','Valid','2024-11-05','2026-05-08','General','Compliance','Non-compliant','Partial','Non-compliant','Non-compliant','Obtained','Completed','Limited'
138,138,138,'CB642097  ','Legitimate Interest','Pending','2025-01-25','2026-03-22','Specific','Business Operations','Compliant','Partial','Compliant','Partial','Pending','Required','Fully Supported'
139,139,139,'CB914082  ','Legal Obligation','Not Required','2024-03-24','2025-05-28','General','Business Operations','Non-compliant','Non-compliant','Non-compliant','Compliant','Pending','Required','Limited'
140,140,140,'CB432933  ','Contract','Valid','2024-10-30','2027-01-20','Multiple','Research','Partial','Compliant','Partial','Compliant','Not Required','In Progress','Fully Supported'
141,141,141,'CB732069  ','Legal Obligation','Expired','2025-02-18','2025-03-24','General','Marketing','Non-compliant','Compliant','Compliant','Compliant','Not Required','Required','Partial'
142,142,142,'CB652130  ','Consent','Not Required','2024-04-20','2027-02-18','Multiple','Research','Non-compliant','Non-compliant','Non-compliant','Compliant','Not Required','In Progress','Fully Supported'
143,143,143,'CB556665  ','Consent','Not Required','2024-07-08','2026-12-06','Specific','Business Operations','Compliant','Compliant','Non-compliant','Partial','Pending','In Progress','Partial'
144,144,144,'CB204159  ','Contract','Pending','2024-05-21','2025-09-19','General','Business Operations','Non-compliant','Non-compliant','Partial','Partial','Obtained','In Progress','Partial'
145,145,145,'CB927475  ','Legitimate Interest','Valid','2024-12-18','2026-05-09','Specific','Compliance','Compliant','Partial','Compliant','Compliant','Pending','Completed','Partial'
146,146,146,'CB852779  ','Contract','Not Required','2024-08-04','2026-10-21','Specific','Research','Partial','Compliant','Compliant','Compliant','Pending','In Progress','Fully Supported'
147,147,147,'CB553500  ','Consent','Valid','2024-06-05','2025-06-03','General','Compliance','Partial','Non-compliant','Compliant','Non-compliant','Pending','Required','Partial'
148,148,148,'CB213363  ','Legal Obligation','Pending','2024-08-29','2026-04-17','Multiple','Marketing','Partial','Non-compliant','Partial','Compliant','Obtained','Required','Partial'
149,149,149,'CB214564  ','Consent','Valid','2024-09-15','2026-04-10','Specific','Research','Non-compliant','Compliant','Compliant','Non-compliant','Pending','Required','Partial'
150,150,150,'CB543820  ','Legitimate Interest','Not Required','2024-10-30','2025-05-30','General','Compliance','Non-compliant','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Partial'
151,151,151,'CB876134  ','Legitimate Interest','Valid','2024-06-23','2026-06-05','General','Research','Partial','Partial','Partial','Partial','Pending','Completed','Limited'
152,152,152,'CB171231  ','Contract','Expired','2024-06-02','2025-05-27','Multiple','Marketing','Partial','Non-compliant','Non-compliant','Compliant','Obtained','In Progress','Partial'
153,153,153,'CB295318  ','Contract','Valid','2025-01-01','2026-08-24','General','Business Operations','Compliant','Non-compliant','Non-compliant','Compliant','Pending','In Progress','Limited'
154,154,154,'CB865751  ','Legal Obligation','Pending','2024-03-15','2026-04-09','General','Marketing','Partial','Partial','Partial','Compliant','Not Required','Completed','Limited'
155,155,155,'CB726426  ','Legal Obligation','Pending','2024-05-08','2026-08-31','Multiple','Research','Non-compliant','Partial','Compliant','Compliant','Not Required','Required','Partial'
156,156,156,'CB303093  ','Consent','Valid','2025-01-06','2026-03-20','General','Research','Non-compliant','Partial','Compliant','Partial','Pending','Required','Partial'
157,157,157,'CB206552  ','Legitimate Interest','Pending','2025-02-09','2025-03-14','Multiple','Research','Compliant','Non-compliant','Non-compliant','Compliant','Not Required','In Progress','Fully Supported'
158,158,158,'CB707728  ','Contract','Valid','2024-11-12','2027-01-31','Specific','Compliance','Non-compliant','Compliant','Compliant','Partial','Obtained','Completed','Partial'
159,159,159,'CB238218  ','Consent','Valid','2024-10-03','2026-12-22','Specific','Business Operations','Non-compliant','Non-compliant','Non-compliant','Partial','Not Required','Required','Limited'
160,160,160,'CB377948  ','Legitimate Interest','Valid','2024-04-13','2025-11-17','Specific','Compliance','Partial','Non-compliant','Partial','Compliant','Not Required','Completed','Partial'
161,161,161,'CB754071  ','Legal Obligation','Not Required','2024-08-01','2025-04-15','Multiple','Research','Non-compliant','Compliant','Compliant','Partial','Not Required','In Progress','Limited'
162,162,162,'CB491449  ','Legal Obligation','Not Required','2024-11-11','2026-10-23','Specific','Business Operations','Partial','Non-compliant','Non-compliant','Non-compliant','Pending','Required','Fully Supported'
163,163,163,'CB146221  ','Consent','Expired','2024-11-05','2026-01-11','Specific','Marketing','Non-compliant','Non-compliant','Non-compliant','Non-compliant','Obtained','Completed','Limited'
164,164,164,'CB545642  ','Contract','Valid','2024-03-05','2025-09-22','General','Research','Compliant','Non-compliant','Non-compliant','Partial','Pending','In Progress','Limited'
165,165,165,'CB889386  ','Contract','Expired','2024-09-04','2027-01-05','General','Research','Non-compliant','Compliant','Compliant','Non-compliant','Obtained','Completed','Partial'
166,166,166,'CB520245  ','Legitimate Interest','Pending','2025-01-28','2027-01-02','Multiple','Compliance','Non-compliant','Non-compliant','Partial','Non-compliant','Pending','In Progress','Fully Supported'
167,167,167,'CB356431  ','Legitimate Interest','Not Required','2025-02-01','2025-12-13','Multiple','Compliance','Compliant','Non-compliant','Non-compliant','Compliant','Pending','In Progress','Fully Supported'
168,168,168,'CB643059  ','Consent','Valid','2024-03-24','2025-04-21','Specific','Business Operations','Compliant','Non-compliant','Compliant','Non-compliant','Obtained','Completed','Partial'
169,169,169,'CB925597  ','Consent','Valid','2024-11-23','2025-05-17','Specific','Marketing','Partial','Non-compliant','Partial','Non-compliant','Obtained','Required','Limited'
