16,16,16,16,'CB754483  ',NULL,33,9,'Not Started','2025-02-20','Required','Adequacy Decision','Required','Partial','Outdated','Manual',267,390,140,83,11.5
17,17,17,17,'CB574043  ','Complete',35,1,'In Progress','2025-03-03','Not Required','Derogations','Completed','Not Met','Partial','Manual',237,405,156,49,2.7
18,18,18,18,'CB847407  ',NULL,40,2,'Completed','2025-02-28','Not Required','Derogations','Completed','Partial','Partial','Fully Integrated',799,361,140,59,17.6
19,19,19,19,'CB313620  ',NULL,29,6,'Completed','2025-04-15','Not Required','Adequacy Decision','Completed','Met','Partial','Fully Integrated',963,189,34,34,13.1
20,20,20,20,'CB494948  ',NULL,12,7,'Completed','2025-04-01','Not Required','SCCs','Required','Met','Outdated','Partial',462,174,117,1,29.1
21,21,21,21,'CB658848  ',NULL,18,7,'In Progress','2025-02-21','Required','SCCs','In Progress','Met','Outdated','Partial',449,122,109,79,19.1
22,22,22,22,'CB139645  ','Complete',40,6,'In Progress','2025-02-27','Not Required','Derogations','Completed','Not Met','Complete','Fully Integrated',194,300,65,39,17.0
23,23,23,23,'CB354081  ','Complete',40,4,'Not Started','2025-02-22','Required','Derogations','In Progress','Not Met','Partial','Manual',415,177,95,37,15.1
24,24,24,24,'CB709573  ',NULL,2,5,'Not Started','2025-02-27','Submitted','SCCs','Completed','Met','Partial','Partial',770,303,169,73,27.1
25,25,25,25,'CB350496  ',NULL,7,10,'In Progress','2025-03-22','Submitted','Adequacy Decision','Completed','Met','Partial','Fully Integrated',360,468,170,14,19.8
26,26,26,26,'CB455586  ',NULL,11,6,'In Progress','2025-04-04','Submitted','Derogations','Completed','Partial','Partial','Partial',663,12,66,91,21.8
27,27,27,27,'CB380798  ','Complete',48,4,'Not Started','2025-02-26','Required','SCCs','Required','Partial','Outdated','Manual',961,483,56,22,5.0
28,28,28,28,'CB419499  ',NULL,43,9,'Not Started','2025-03-10','Required','Adequacy Decision','Required','Met','Partial','Partial',570,436,117,26,2.8
29,29,29,29,'CB224901  ',NULL,41,0,'In Progress','2025-03-04','Submitted','BCRs','Completed','Partial','Complete','Fully Integrated',413,159,169,25,23.0
30,30,30,30,'CB950713  ','Complete',25,7,'In Progress','2025-03-18','Submitted','BCRs','In Progress','Partial','Partial','Fully Integrated',124,216,183,99,7.4
31,31,31,31,'CB586302  ',NULL,16,0,'In Progress','2025-03-06','Not Required','SCCs','In Progress','Met','Outdated','Fully Integrated',319,232,153,71,29.0
32,32,32,32,'CB418225  ',NULL,29,7,'Completed','2025-03-03','Not Required','Derogations','Required','Met','Complete','Manual',84,227,42,20,17.0
33,33,33,33,'CB413130  ',NULL,30,10,'Not Started','2025-03-21','Submitted','BCRs','In Progress','Not Met','Complete','Manual',53,258,43,44,17.7
34,34,34,34,'CB457752  ',NULL,39,4,'In Progress','2025-04-02','Not Required','Derogations','Completed','Partial','Outdated','Manual',482,326,136,42,18.1
35,35,35,35,'CB102232  ',NULL,40,6,'In Progress','2025-05-09','Required','Adequacy Decision','Required','Not Met','Complete','Partial',978,212,182,40,18.9
36,36,36,36,'CB824373  ','Complete',32,2,'In Progress','2025-05-10','Not Required','SCCs','Completed','Not Met','Outdated','Partial',678,329,28,34,6.3
37,37,37,37,'CB691369  ',NULL,18,4,'Completed','2025-05-19','Submitted','Adequacy Decision','Completed','Partial','Outdated','Manual',614,103,59,71,10.6
38,38,38,38,'CB971583  ','Complete',28,9,'Not Started','2025-03-20','Required','SCCs','Required','Partial','Outdated','Fully Integrated',722,471,115,16,21.5
39,39,39,39,'CB873031  ','Complete',50,2,'In Progress','2025-03-18','Required','BCRs','Required','Not Met','Complete','Manual',58,470,125,63,24.9
40,40,40,40,'CB236518  ',NULL,41,1,'Completed','2025-05-18','Required','Derogations','In Progress','Partial','Partial','Fully Integrated',33,456,22,3,20.5
41,41,41,41,'CB771223  ',NULL,43,10,'Completed','2025-03-17','Submitted','BCRs','In Progress','Met','Complete','Fully Integrated',673,202,122,34,2.9
42,42,42,42,'CB337808  ',NULL,46,0,'In Progress','2025-04-15','Required','BCRs','Required','Partial','Partial','Manual',937,329,105,15,7.5
43,43,43,43,'CB607937  ','Complete',13,10,'In Progress','2025-03-22','Required','Derogations','In Progress','Partial','Outdated','Fully Integrated',607,42,90,31,20.7
44,44,44,44,'CB173413  ',NULL,26,6,'Not Started','2025-03-01','Not Required','SCCs','Required','Met','Complete','Fully Integrated',309,262,105,96,12.4
45,45,45,45,'CB735421  ','Complete',17,8,'Not Started','2025-03-02','Submitted','BCRs','Required','Partial','Outdated','Fully Integrated',411,98,2,60,10.1
46,46,46,46,'CB165204  ',NULL,3,9,'Completed','2025-05-10','Not Required','BCRs','Completed','Partial','Outdated','Manual',712,14,131,5,29.4
47,47,47,47,'CB889289  ','Complete',16,4,'In Progress','2025-05-08','Submitted','BCRs','Required','Met','Outdated','Fully Integrated',787,330,170,48,21.7
48,48,48,48,'CB281082  ',NULL,41,8,'In Progress','2025-02-26','Required','SCCs','In Progress','Not Met','Complete','Manual',690,82,0,47,3.9
49,49,49,49,'CB490857  ','Complete',15,0,'In Progress','2025-03-08','Required','SCCs','Required','Not Met','Outdated','Partial',717,72,142,27,28.1
50,50,50,50,'CB294488  ',NULL,21,3,'In Progress','2025-05-14','Not Required','Adequacy Decision','In Progress','Met','Outdated','Manual',428,14,32,8,23.7
51,51,51,51,'CB566604  ',NULL,39,3,'Completed','2025-04-28','Required','BCRs','Required','Partial','Partial','Partial',187,2,180,78,12.5
52,52,52,52,'CB303544  ',NULL,1,10,'In Progress','2025-03-27','Required','Adequacy Decision','In Progress','Met','Partial','Partial',729,122,162,25,20.3
53,53,53,53,'CB794201  ','Complete',28,5,'Completed','2025-03-28','Submitted','BCRs','Required','Partial','Outdated','Partial',989,462,66,42,4.8
54,54,54,54,'CB380393  ',NULL,12,0,'In Progress','2025-05-05','Not Required','SCCs','In Progress','Met','Outdated','Partial',117,215,146,62,23.9
55,55,55,55,'CB358163  ',NULL,33,2,'Completed','2025-03-05','Not Required','BCRs','Completed','Not Met','Partial','Partial',706,21,128,89,22.9
56,56,56,56,'CB860891  ',NULL,14,1,'Not Started','2025-03-28','Required','Adequacy Decision','In Progress','Partial','Outdated','Partial',730,32,99,89,4.4
57,57,57,57,'CB498297  ','Complete',36,2,'Not Started','2025-03-08','Required','SCCs','Completed','Met','Complete','Manual',274,150,29,58,25.2
58,58,58,58,'CB688746  ',NULL,7,2,'Not Started','2025-03-07','Submitted','Adequacy Decision','In Progress','Not Met','Complete','Fully Integrated',782,454,106,26,25.0
59,59,59,59,'CB379370  ','Complete',17,9,'In Progress','2025-05-12','Submitted','SCCs','Required','Met','Partial','Manual',565,196,72,85,18.6
60,60,60,60,'CB573846  ',NULL,8,7,'Not Started','2025-05-14','Not Required','Derogations','Required','Met','Complete','Fully Integrated',283,435,10,21,11.9
61,61,61,61,'CB311119  ',NULL,35,5,'Completed','2025-03-20','Not Required','BCRs','In Progress','Partial','Complete','Manual',117,353,160,90,14.5
62,62,62,62,'CB996808  ',NULL,40,7,'Completed','2025-03-12','Not Required','SCCs','Required','Met','Complete','Fully Integrated',628,370,20,57,29.1
63,63,63,63,'CB411050  ','Complete',23,10,'Not Started','2025-04-18','Submitted','Adequacy Decision','In Progress','Not Met','Partial','Fully Integrated',558,270,27,73,19.4
64,64,64,64,'CB379101  ',NULL,29,3,'Not Started','2025-04-19','Not Required','Derogations','In Progress','Partial','Complete','Fully Integrated',382,317,2,26,15.0
65,65,65,65,'CB675852  ',NULL,19,1,'Completed','2025-04-23','Required','Adequacy Decision','Completed','Partial','Outdated','Fully Integrated',603,44,99,35,3.0
66,66,66,66,'CB484035  ',NULL,42,9,'Completed','2025-05-13','Not Required','SCCs','Completed','Partial','Complete','Partial',614,32,131,29,4.6
67,67,67,67,'CB350669  ',NULL,2,7,'Completed','2025-03-31','Submitted','Derogations','Required','Met','Outdated','Fully Integrated',911,500,136,36,19.0
68,68,68,68,'CB711160  ',NULL,4,7,'In Progress','2025-04-25','Not Required','SCCs','In Progress','Partial','Complete','Partial',168,356,182,66,4.6
69,69,69,69,'CB990090  ',NULL,30,8,'Not Started','2025-05-18','Not Required','BCRs','Completed','Met','Partial','Partial',282,364,162,25,7.2
70,70,70,70,'CB894371  ','Complete',38,8,'Completed','2025-03-23','Required','Adequacy Decision','Required','Partial','Outdated','Partial',805,444,198,5,28.2
71,71,71,71,'CB763289  ',NULL,50,7,'Not Started','2025-03-30','Submitted','SCCs','Required','Not Met','Partial','Manual',565,103,63,36,2.7
72,72,72,72,'CB552210  ',NULL,15,10,'Not Started','2025-05-14','Not Required','Derogations','Completed','Partial','Complete','Fully Integrated',836,234,74,81,25.3
73,73,73,73,'CB463115  ','Complete',22,5,'In Progress','2025-03-12','Not Required','Derogations','In Progress','Not Met','Partial','Manual',476,19,21,48,24.2
74,74,74,74,'CB905684  ',NULL,37,4,'Not Started','2025-04-10','Required','BCRs','Completed','Met','Complete','Partial',460,30,148,71,24.1
75,75,75,75,'CB211588  ',NULL,48,2,'In Progress','2025-02-27','Not Required','Adequacy Decision','Completed','Not Met','Complete','Manual',6,496,25,58,14.1
76,76,76,76,'CB527114  ',NULL,50,0,'In Progress','2025-05-09','Required','SCCs','Required','Met','Complete','Partial',621,262,138,79,10.4
77,77,77,77,'CB388902  ',NULL,26,10,'In Progress','2025-03-14','Required','Derogations','In Progress','Partial','Complete','Fully Integrated',551,93,113,7,4.8
78,78,78,78,'CB343445  ','Complete',12,10,'In Progress','2025-03-30','Not Required','SCCs','Required','Met','Complete','Manual',996,153,74,10,17.2
79,79,79,79,'CB246039  ',NULL,9,7,'Not Started','2025-05-18','Not Required','Adequacy Decision','Completed','Met','Partial','Manual',142,311,54,23,19.1
80,80,80,80,'CB411741  ','Complete',1,0,'Not Started','2025-04-06','Not Required','SCCs','Completed','Not Met','Outdated','Fully Integrated',235,288,165,8,20.4
81,81,81,81,'CB649976  ','Complete',50,0,'Completed','2025-04-09','Not Required','SCCs','Required','Partial','Partial','Manual',130,297,179,38,11.6
82,82,82,82,'CB426828  ',NULL,29,7,'In Progress','2025-03-28','Not Required','Derogations','Completed','Not Met','Partial','Manual',183,218,44,29,5.6
83,83,83,83,'CB909498  ',NULL,43,6,'Completed','2025-03-01','Required','Adequacy Decision','In Progress','Met','Complete','Manual',860,164,0,57,19.4
84,84,84,84,'CB529449  ',NULL,33,5,'Completed','2025-05-17','Not Required','Adequacy Decision','In Progress','Not Met','Complete','Manual',418,390,148,16,27.2
85,85,85,85,'CB652531  ',NULL,21,6,'Completed','2025-03-07','Required','Adequacy Decision','Required','Partial','Partial','Fully Integrated',104,117,141,19,15.3
86,86,86,86,'CB387131  ',NULL,30,10,'Completed','2025-03-25','Required','Derogations','Completed','Met','Partial','Fully Integrated',542,297,89,72,6.1
87,87,87,87,'CB978890  ','Complete',6,10,'In Progress','2025-02-23','Required','BCRs','Completed','Met','Complete','Partial',968,116,83,97,15.1
88,88,88,88,'CB676711  ',NULL,4,3,'Not Started','2025-04-18','Not Required','BCRs','Completed','Partial','Complete','Manual',592,173,39,92,22.6
89,89,89,89,'CB582379  ',NULL,19,2,'In Progress','2025-02-24','Not Required','SCCs','Completed','Not Met','Partial','Partial',110,492,54,1,25.6
90,90,90,90,'CB137876  ','Complete',7,1,'Completed','2025-05-10','Not Required','SCCs','Completed','Met','Outdated','Fully Integrated',324,36,109,36,6.0
91,91,91,91,'CB236335  ',NULL,29,7,'Not Started','2025-04-23','Required','Adequacy Decision','Required','Met','Complete','Manual',347,63,119,15,4.0
92,92,92,92,'CB967126  ',NULL,25,8,'In Progress','2025-02-28','Required','BCRs','Completed','Not Met','Complete','Fully Integrated',817,285,158,79,9.7
93,93,93,93,'CB438659  ',NULL,37,3,'Completed','2025-03-07','Not Required','Adequacy Decision','Completed','Not Met','Complete','Partial',927,286,93,68,4.3
94,94,94,94,'CB381335  ',NULL,26,5,'Not Started','2025-03-09','Submitted','Adequacy Decision','Completed','Not Met','Partial','Fully Integrated',625,32,63,73,2.5
95,95,95,95,'CB621551  ',NULL,44,0,'Not Started','2025-03-07','Submitted','BCRs','In Progress','Partial','Complete','Partial',98,422,21,22,23.5
96,96,96,96,'CB955788  ','Complete',6,4,'In Progress','2025-05-01','Required','Adequacy Decision','Required','Met','Partial','Manual',834,99,68,66,7.1
97,97,97,97,'CB365916  ',NULL,16,0,'Not Started','2025-03-09','Not Required','Derogations','Required','Partial','Outdated','Partial',54,380,11,59,5.7
98,98,98,98,'CB974098  ',NULL,10,0,'Not Started','2025-05-17','Not Required','BCRs','Completed','Met','Complete','Partial',362,30,0,24,7.3
99,99,99,99,'CB519519  ',NULL,24,7,'Not Started','2025-05-14','Not Required','SCCs','Completed','Not Met','Complete','Fully Integrated',979,270,66,91,29.8
100,100,100,100,'CB983161  ','Complete',48,7,'In Progress','2025-05-19','Not Required','Derogations','Required','Met','Outdated','Fully Integrated',507,439,87,18,20.4
101,101,101,101,'CB757654  ','Complete',0,10,'Not Started','2025-04-30','Required','Adequacy Decision','In Progress','Not Met','Outdated','Manual',947,285,181,28,16.8
102,102,102,102,'CB224860  ','Complete',45,7,'In Progress','2025-05-04','Required','BCRs','In Progress','Not Met','Outdated','Fully Integrated',161,415,55,48,13.5
103,103,103,103,'CB162395  ','Complete',9,7,'Completed','2025-03-19','Not Required','SCCs','In Progress','Met','Partial','Manual',419,301,59,34,11.7
104,104,104,104,'CB984966  ',NULL,11,1,'In Progress','2025-03-12','Not Required','Derogations','Completed','Not Met','Complete','Manual',39,398,97,67,3.1
105,105,105,105,'CB406227  ',NULL,12,0,'Completed','2025-05-06','Submitted','BCRs','Completed','Not Met','Outdated','Manual',34,441,109,26,5.9
106,106,106,106,'CB145020  ','Complete',37,3,'Not Started','2025-04-30','Submitted','Derogations','Completed','Not Met','Outdated','Manual',679,155,197,51,28.9
107,107,107,107,'CB648969  ',NULL,30,1,'Completed','2025-05-06','Not Required','Derogations','In Progress','Not Met','Outdated','Fully Integrated',713,245,132,79,3.3
108,108,108,108,'CB153120  ','Complete',40,10,'Completed','2025-04-16','Submitted','Derogations','In Progress','Partial','Complete','Partial',343,276,14,40,20.1
109,109,109,109,'CB742061  ','Complete',3,2,'Not Started','2025-05-13','Submitted','Derogations','In Progress','Met','Outdated','Manual',164,317,197,93,12.2
110,110,110,110,'CB895553  ',NULL,28,5,'Completed','2025-05-02','Not Required','Adequacy Decision','In Progress','Partial','Complete','Partial',389,357,55,29,22.0
111,111,111,111,'CB744570  ',NULL,36,3,'In Progress','2025-02-23','Required','SCCs','In Progress','Met','Partial','Fully Integrated',860,29,80,10,20.5
112,112,112,112,'CB243249  ',NULL,36,5,'In Progress','2025-03-14','Required','Adequacy Decision','In Progress','Partial','Outdated','Fully Integrated',486,224,21,58,29.6
113,113,113,113,'CB558058  ',NULL,32,6,'Completed','2025-03-28','Submitted','Adequacy Decision','Required','Partial','Complete','Partial',234,265,97,9,23.2
114,114,114,114,'CB175432  ',NULL,15,1,'Completed','2025-03-13','Not Required','Adequacy Decision','In Progress','Met','Outdated','Fully Integrated',659,230,196,28,2.6
115,115,115,115,'CB958996  ',NULL,1,3,'In Progress','2025-04-19','Submitted','Adequacy Decision','In Progress','Partial','Outdated','Partial',131,357,95,100,25.5
116,116,116,116,'CB827437  ',NULL,35,10,'In Progress','2025-02-24','Required','Derogations','Completed','Not Met','Complete','Manual',996,369,72,86,16.1
117,117,117,117,'CB555131  ',NULL,49,9,'In Progress','2025-05-09','Not Required','SCCs','Required','Met','Complete','Manual',159,384,37,91,12.0
118,118,118,118,'CB271940  ',NULL,23,4,'Completed','2025-04-27','Required','SCCs','In Progress','Not Met','Outdated','Partial',708,130,46,44,16.3
119,119,119,119,'CB155544  ',NULL,32,4,'In Progress','2025-03-26','Required','Adequacy Decision','Required','Met','Complete','Fully Integrated',531,498,127,93,15.8
120,120,120,120,'CB380006  ',NULL,30,10,'Not Started','2025-03-08','Required','Adequacy Decision','Required','Met','Outdated','Fully Integrated',587,310,145,84,16.3
121,121,121,121,'CB644247  ',NULL,13,1,'Completed','2025-04-03','Submitted','Derogations','In Progress','Met','Complete','Manual',683,15,162,88,8.2
122,122,122,122,'CB924209  ','Complete',40,7,'Not Started','2025-04-12','Submitted','Derogations','Required','Met','Outdated','Manual',467,49,29,12,10.6
123,123,123,123,'CB518378  ',NULL,24,10,'Not Started','2025-04-16','Not Required','Derogations','In Progress','Not Met','Outdated','Fully Integrated',460,212,118,55,17.6
124,124,124,124,'CB622929  ',NULL,7,1,'Not Started','2025-03-08','Not Required','Adequacy Decision','Required','Partial','Complete','Partial',280,287,25,14,27.0
125,125,125,125,'CB987119  ',NULL,11,9,'In Progress','2025-04-20','Submitted','Derogations','In Progress','Not Met','Partial','Fully Integrated',770,255,137,17,11.7
126,126,126,126,'CB726713  ',NULL,17,9,'Not Started','2025-03-24','Required','Adequacy Decision','Required','Met','Outdated','Manual',965,295,85,9,8.4
127,127,127,127,'CB448217  ','Complete',11,7,'In Progress','2025-04-07','Not Required','BCRs','Required','Met','Complete','Partial',382,238,198,67,26.4
128,128,128,128,'CB458061  ',NULL,22,0,'In Progress','2025-04-13','Required','SCCs','In Progress','Partial','Complete','Manual',479,254,120,46,1.3
129,129,129,129,'CB771070  ',NULL,46,6,'Not Started','2025-04-02','Required','Derogations','In Progress','Not Met','Partial','Fully Integrated',670,438,139,59,11.2
130,130,130,130,'CB214588  ',NULL,27,2,'Not Started','2025-02-23','Required','Adequacy Decision','Required','Met','Partial','Fully Integrated',120,464,7,22,6.8
131,131,131,131,'CB640347  ',NULL,12,6,'Completed','2025-04-24','Required','SCCs','Required','Not Met','Partial','Partial',511,490,143,41,19.2
132,132,132,132,'CB318556  ','Complete',33,7,'In Progress','2025-04-24','Submitted','Adequacy Decision','Completed','Partial','Outdated','Fully Integrated',134,228,124,47,17.3
133,133,133,133,'CB917502  ','Complete',14,1,'In Progress','2025-03-09','Not Required','BCRs','In Progress','Met','Outdated','Manual',346,17,159,18,17.4
134,134,134,134,'CB938148  ','Complete',26,1,'Not Started','2025-03-27','Submitted','Adequacy Decision','Required','Partial','Complete','Fully Integrated',601,267,153,57,28.2
135,135,135,135,'CB847842  ',NULL,48,0,'Completed','2025-04-08','Not Required','Derogations','In Progress','Met','Outdated','Manual',954,174,185,96,29.9
136,136,136,136,'CB595762  ',NULL,3,6,'Completed','2025-03-13','Required','Derogations','In Progress','Not Met','Partial','Partial',880,441,64,98,13.1
137,137,137,137,'CB568289  ','Complete',19,9,'Completed','2025-04-27','Submitted','SCCs','In Progress','Not Met','Complete','Manual',19,142,36,47,7.3
138,138,138,138,'CB642097  ',NULL,14,3,'Not Started','2025-05-02','Not Required','Adequacy Decision','Completed','Not Met','Complete','Partial',485,350,155,51,17.2
139,139,139,139,'CB914082  ',NULL,8,6,'In Progress','2025-05-12','Required','SCCs','Completed','Met','Partial','Manual',855,11,156,19,25.4
140,140,140,140,'CB432933  ','Complete',20,9,'Not Started','2025-04-20','Required','Derogations','Completed','Not Met','Complete','Manual',35,94,147,53,9.1
141,141,141,141,'CB732069  ',NULL,1,5,'Not Started','2025-04-05','Not Required','Derogations','Completed','Partial','Partial','Manual',551,289,23,38,20.5
142,142,142,142,'CB652130  ','Complete',28,0,'Completed','2025-05-17','Required','BCRs','In Progress','Not Met','Partial','Partial',71,448,44,26,3.0
143,143,143,143,'CB556665  ',NULL,46,5,'In Progress','2025-04-24','Required','SCCs','Required','Partial','Partial','Fully Integrated',213,220,4,8,14.1
144,144,144,144,'CB204159  ','Complete',17,10,'Completed','2025-05-09','Required','SCCs','In Progress','Met','Partial','Partial',574,167,107,17,9.0
145,145,145,145,'CB927475  ','Complete',19,3,'Not Started','2025-05-13','Submitted','Adequacy Decision','In Progress','Not Met','Outdated','Manual',619,19,182,8,24.0
146,146,146,146,'CB852779  ',NULL,11,6,'Completed','2025-03-04','Required','BCRs','Completed','Partial','Partial','Manual',296,258,10,28,18.1
147,147,147,147,'CB553500  ',NULL,40,6,'Completed','2025-03-28','Not Required','SCCs','Completed','Met','Partial','Fully Integrated',11,345,200,97,26.5
148,148,148,148,'CB213363  ',NULL,36,5,'Completed','2025-04-11','Required','Adequacy Decision','In Progress','Partial','Partial','Manual',138,164,13,32,19.5
149,149,149,149,'CB214564  ','Complete',42,7,'Not Started','2025-04-11','Not Required','SCCs','In Progress','Met','Outdated','Manual',986,276,22,98,4.6
150,150,150,150,'CB543820  ','Complete',0,0,'Not Started','2025-02-25','Required','SCCs','In Progress','Not Met','Complete','Manual',171,475,88,28,12.7
151,151,151,151,'CB876134  ',NULL,36,0,'Completed','2025-03-29','Submitted','SCCs','Required','Met','Complete','Partial',665,345,68,42,22.0
152,152,152,152,'CB171231  ',NULL,18,4,'Not Started','2025-02-22','Not Required','SCCs','Completed','Not Met','Outdated','Fully Integrated',750,88,24,74,28.7
153,153,153,153,'CB295318  ','Complete',40,9,'In Progress','2025-03-24','Submitted','BCRs','Completed','Not Met','Partial','Partial',474,361,81,77,15.3
154,154,154,154,'CB865751  ','Complete',14,8,'Not Started','2025-04-29','Not Required','SCCs','In Progress','Met','Partial','Partial',591,357,88,57,7.6
155,155,155,155,'CB726426  ',NULL,12,3,'In Progress','2025-03-15','Required','Derogations','In Progress','Partial','Outdated','Fully Integrated',818,37,101,3,4.1
156,156,156,156,'CB303093  ',NULL,3,7,'Completed','2025-05-07','Not Required','BCRs','In Progress','Partial','Partial','Fully Integrated',311,420,194,48,17.0
157,157,157,157,'CB206552  ','Complete',43,1,'Not Started','2025-05-14','Submitted','Derogations','In Progress','Partial','Partial','Fully Integrated',732,258,193,12,1.4
158,158,158,158,'CB707728  ',NULL,36,1,'Completed','2025-02-22','Not Required','Adequacy Decision','In Progress','Not Met','Outdated','Fully Integrated',700,236,186,50,5.4
159,159,159,159,'CB238218  ','Complete',40,0,'In Progress','2025-04-09','Not Required','Derogations','Required','Not Met','Outdated','Fully Integrated',740,390,159,92,4.8
160,160,160,160,'CB377948  ','Complete',19,1,'Completed','2025-03-27','Required','SCCs','In Progress','Partial','Outdated','Manual',154,87,84,6,28.3
161,161,161,161,'CB754071  ',NULL,3,7,'Not Started','2025-04-04','Required','BCRs','In Progress','Met','Complete','Fully Integrated',702,247,76,49,5.0
162,162,162,162,'CB491449  ',NULL,35,4,'In Progress','2025-03-04','Required','Derogations','Required','Partial','Outdated','Manual',187,128,200,94,18.2
163,163,163,163,'CB146221  ',NULL,33,6,'Not Started','2025-04-02','Submitted','Derogations','Required','Met','Outdated','Fully Integrated',149,474,20,14,25.5
164,164,164,164,'CB545642  ','Complete',32,9,'In Progress','2025-02-24','Not Required','Derogations','In Progress','Partial','Outdated','Fully Integrated',736,215,164,39,21.9
165,165,165,165,'CB889386  ','Complete',17,10,'In Progress','2025-05-15','Not Required','SCCs','Completed','Partial','Partial','Manual',167,348,49,51,3.0
166,166,166,166,'CB520245  ',NULL,3,5,'Not Started','2025-05-06','Not Required','Derogations','In Progress','Not Met','Outdated','Fully Integrated',983,6,31,100,4.8
167,167,167,167,'CB356431  ',NULL,39,6,'Completed','2025-05-16','Not Required','Derogations','Required','Not Met','Outdated','Fully Integrated',572,365,188,82,29.5
168,168,168,168,'CB643059  ',NULL,42,5,'Not Started','2025-04-20','Submitted','Derogations','Completed','Met','Outdated','Partial',349,151,21,77,1.3
169,169,169,169,'CB925597  ','Complete',44,8,'Completed','2025-05-01','Not Required','SCCs','In Progress','Not Met','Complete','Fully Integrated',780,373,1,77,24.9
170,170,170,170,'CB407645  ','Complete',17,9,'In Progress','2025-03-21','Not Required','Derogations','Required','Not Met','Partial','Fully Integrated',485,247,16,39,17.5
171,171,171,171,'CB986169  ','Complete',14,6,'Completed','2025-04-27','Not Required','BCRs','In Progress','Not Met','Outdated','Fully Integrated',960,136,45,71,8.5
172,172,172,172,'CB753194  ',NULL,43,7,'Completed','2025-05-11','Required','BCRs','In Progress','Partial','Outdated','Partial',937,3,82,2,23.6
173,173,173,173,'CB162735  ',NULL,21,5,'In Progress','2025-03-14','Required','Adequacy Decision','Required','Partial','Partial','Manual',49,449,174,85,24.6
174,174,174,174,'CB688266  ',NULL,10,5,'In Progress','2025-02-21','Submitted','Derogations','Required','Not Met','Complete','Fully Integrated',237,447,39,85,16.4
175,175,175,175,'CB643955  ',NULL,50,9,'Not Started','2025-05-06','Submitted','SCCs','Required','Met','Outdated','Manual',208,347,17,31,14.5
176,176,176,176,'CB888188  ','Complete',11,3,'Not Started','2025-05-16','Required','SCCs','Completed','Met','Partial','Fully Integrated',478,315,172,35,22.3
177,177,177,177,'CB222883  ',NULL,17,8,'Not Started','2025-04-02','Submitted','Adequacy Decision','In Progress','Partial','Partial','Manual',622,283,14,68,26.5
178,178,178,178,'CB784966  ',NULL,15,4,'In Progress','2025-03-25','Not Required','SCCs','In Progress','Partial','Complete','Fully Integrated',505,147,146,78,8.0
179,179,179,179,'CB177361  ','Complete',33,9,'Completed','2025-05-06','Submitted','Derogations','Required','Not Met','Partial','Partial',138,143,25,18,1.7
180,180,180,180,'CB240151  ',NULL,27,6,'Not Started','2025-02-28','Not Required','BCRs','In Progress','Partial','Complete','Fully Integrated',802,300,51,84,24.6
181,181,181,181,'CB143488  ',NULL,21,9,'Not Started','2025-03-30','Submitted','BCRs','Required','Met','Outdated','Partial',702,45,122,44,28.0
182,182,182,182,'CB687797  ','Complete',48,5,'Not Started','2025-05-04','Required','Adequacy Decision','Required','Partial','Outdated','Fully Integrated',938,281,63,90,14.2
