18,18,18,'CB847407  ','Completed','A','2024-09-30','Expired','2025-03-10','Signed','Implemented','Pending','Complete','Partial','Non-compliant','Overdue','Expired','Partial','Delayed','Regular'
19,19,19,'CB313620  ','Completed','A','2024-06-12','Under Review','2026-08-01','Required','Partial','Approved','Complete','Non-compliant','Partial','Overdue','Expired','Partial','Delayed','Limited'
20,20,20,'CB494948  ','In Progress','A','2024-09-28','Under Review','2025-03-07','Pending','Partial','Not Applicable','Partial','Full','Non-compliant','Current','Pending','Partial','Delayed','Limited'
21,21,21,'CB658848  ','Completed','C','2024-06-18','Expired','2026-06-10','Pending','Implemented','Not Applicable','Complete','Partial','Full','Overdue','Expired','Partial','Overdue','Poor'
22,22,22,'CB139645  ','In Progress','B','2024-07-08','Active','2026-05-20','Signed','Partial','Not Applicable','Incomplete','Non-compliant','Full','Due','Pending','Active','Overdue','Poor'
23,23,23,'CB354081  ','Due','B','2024-03-28','Under Review','2026-01-26','Pending','Not Required','Pending','Complete','Non-compliant','Partial','Overdue','Expired','Inactive','Overdue','Poor'
24,24,24,'CB709573  ','Due','B','2024-08-05','Expired','2025-10-20','Signed','Partial','Approved','Complete','Full','Non-compliant','Overdue','Expired','Partial','Current','Regular'
25,25,25,'CB350496  ','Completed','A','2024-12-26','Expired','2026-11-11','Signed','Partial','Pending','Incomplete','Full','Partial','Current','Valid','Active','Current','Limited'
26,26,26,'CB455586  ','Completed','D','2024-08-12','Active','2026-06-25','Required','Not Required','Approved','Partial','Partial','Full','Overdue','Expired','Active','Overdue','Limited'
27,27,27,'CB380798  ','Due','D','2024-06-03','Active','2026-02-07','Required','Implemented','Pending','Partial','Partial','Non-compliant','Current','Valid','Inactive','Delayed','Regular'
28,28,28,'CB419499  ','Completed','C','2024-06-29','Under Review','2026-11-24','Pending','Not Required','Not Applicable','Partial','Full','Partial','Due','Pending','Active','Current','Regular'
29,29,29,'CB224901  ','Due','C','2024-10-15','Active','2027-01-30','Required','Not Required','Pending','Partial','Partial','Partial','Due','Expired','Partial','Overdue','Poor'
30,30,30,'CB950713  ','In Progress','D','2024-06-28','Active','2025-06-09','Required','Partial','Approved','Partial','Non-compliant','Partial','Current','Expired','Inactive','Overdue','Limited'
31,31,31,'CB586302  ','Completed','D','2024-08-08','Under Review','2025-11-03','Signed','Implemented','Approved','Partial','Full','Non-compliant','Current','Expired','Partial','Delayed','Poor'
32,32,32,'CB418225  ','Completed','A','2024-09-10','Active','2026-06-30','Signed','Partial','Approved','Partial','Non-compliant','Non-compliant','Overdue','Pending','Inactive','Overdue','Limited'
33,33,33,'CB413130  ','Completed','B','2024-07-23','Expired','2026-10-08','Pending','Partial','Approved','Partial','Full','Non-compliant','Due','Expired','Inactive','Overdue','Limited'
34,34,34,'CB457752  ','Completed','C','2024-03-19','Expired','2025-11-03','Pending','Partial','Approved','Partial','Full','Non-compliant','Due','Expired','Partial','Delayed','Regular'
35,35,35,'CB102232  ','Due','D','2024-05-24','Active','2025-12-21','Signed','Not Required','Pending','Complete','Full','Full','Overdue','Pending','Partial','Delayed','Regular'
36,36,36,'CB824373  ','Due','C','2025-01-19','Expired','2026-07-10','Pending','Partial','Not Applicable','Incomplete','Full','Full','Overdue','Expired','Active','Delayed','Poor'
37,37,37,'CB691369  ','Due','C','2025-01-16','Under Review','2026-06-14','Required','Not Required','Not Applicable','Complete','Full','Full','Overdue','Expired','Active','Delayed','Regular'
38,38,38,'CB971583  ','Completed','D','2024-09-02','Expired','2025-11-08','Pending','Implemented','Not Applicable','Complete','Partial','Partial','Overdue','Valid','Inactive','Overdue','Poor'
39,39,39,'CB873031  ','Completed','D','2024-06-11','Active','2026-11-20','Required','Not Required','Approved','Incomplete','Full','Partial','Due','Valid','Partial','Overdue','Regular'
40,40,40,'CB236518  ','Due','C','2024-09-12','Active','2025-06-13','Required','Partial','Pending','Complete','Non-compliant','Non-compliant','Overdue','Pending','Active','Current','Limited'
41,41,41,'CB771223  ','In Progress','B','2024-08-08','Under Review','2026-04-27','Signed','Not Required','Pending','Complete','Full','Non-compliant','Current','Expired','Active','Overdue','Regular'
42,42,42,'CB337808  ','Due','A','2024-08-20','Expired','2025-04-06','Signed','Implemented','Pending','Complete','Full','Partial','Current','Expired','Partial','Delayed','Poor'
43,43,43,'CB607937  ','Due','C','2024-07-09','Under Review','2026-03-11','Pending','Partial','Not Applicable','Partial','Non-compliant','Partial','Due','Pending','Inactive','Overdue','Poor'
44,44,44,'CB173413  ','Due','C','2024-05-31','Expired','2025-05-15','Required','Implemented','Pending','Complete','Partial','Full','Overdue','Valid','Inactive','Current','Poor'
45,45,45,'CB735421  ','In Progress','A','2024-12-24','Expired','2025-03-05','Signed','Implemented','Pending','Partial','Full','Non-compliant','Overdue','Valid','Active','Delayed','Regular'
46,46,46,'CB165204  ','Completed','D','2025-01-25','Expired','2026-05-07','Signed','Not Required','Approved','Incomplete','Full','Partial','Due','Expired','Active','Overdue','Poor'
47,47,47,'CB889289  ','In Progress','D','2024-03-30','Under Review','2025-07-27','Required','Partial','Approved','Incomplete','Full','Non-compliant','Current','Valid','Inactive','Current','Poor'
48,48,48,'CB281082  ','Due','A','2024-08-12','Under Review','2026-12-08','Required','Implemented','Approved','Complete','Partial','Full','Due','Pending','Inactive','Current','Limited'
49,49,49,'CB490857  ','In Progress','C','2024-11-05','Expired','2026-05-02','Required','Partial','Pending','Incomplete','Partial','Full','Overdue','Expired','Partial','Current','Poor'
50,50,50,'CB294488  ','Completed','B','2024-02-26','Under Review','2025-11-13','Required','Implemented','Approved','Incomplete','Non-compliant','Non-compliant','Due','Valid','Active','Overdue','Poor'
51,51,51,'CB566604  ','Due','D','2024-08-17','Active','2025-12-29','Pending','Implemented','Approved','Incomplete','Full','Full','Due','Valid','Inactive','Current','Limited'
52,52,52,'CB303544  ','In Progress','D','2024-03-03','Under Review','2025-02-25','Pending','Implemented','Not Applicable','Complete','Full','Partial','Due','Expired','Inactive','Overdue','Limited'
53,53,53,'CB794201  ','In Progress','B','2024-03-08','Expired','2026-10-31','Signed','Not Required','Approved','Incomplete','Non-compliant','Partial','Overdue','Pending','Partial','Current','Regular'
54,54,54,'CB380393  ','In Progress','C','2024-11-26','Expired','2026-05-30','Pending','Not Required','Pending','Complete','Partial','Full','Due','Expired','Active','Overdue','Poor'
55,55,55,'CB358163  ','In Progress','C','2024-11-09','Expired','2026-04-13','Pending','Implemented','Pending','Incomplete','Full','Full','Current','Valid','Active','Current','Poor'
56,56,56,'CB860891  ','Completed','A','2024-11-05','Expired','2026-06-05','Pending','Not Required','Approved','Complete','Full','Non-compliant','Current','Expired','Active','Delayed','Regular'
57,57,57,'CB498297  ','Completed','D','2024-10-13','Expired','2025-05-03','Signed','Partial','Not Applicable','Incomplete','Non-compliant','Full','Current','Expired','Inactive','Delayed','Poor'
58,58,58,'CB688746  ','In Progress','B','2024-03-09','Expired','2027-02-16','Required','Implemented','Not Applicable','Incomplete','Full','Non-compliant','Current','Valid','Inactive','Current','Regular'
59,59,59,'CB379370  ','Completed','A','2024-03-21','Expired','2026-03-19','Pending','Implemented','Pending','Complete','Partial','Partial','Due','Expired','Partial','Delayed','Poor'
60,60,60,'CB573846  ','Completed','D','2024-09-15','Under Review','2026-10-19','Required','Not Required','Not Applicable','Complete','Partial','Full','Current','Pending','Inactive','Overdue','Poor'
61,61,61,'CB311119  ','Completed','D','2025-01-17','Under Review','2025-03-15','Signed','Implemented','Approved','Incomplete','Non-compliant','Full','Due','Valid','Partial','Current','Limited'
62,62,62,'CB996808  ','In Progress','C','2024-09-27','Active','2026-04-03','Pending','Implemented','Approved','Partial','Non-compliant','Full','Due','Expired','Active','Current','Regular'
63,63,63,'CB411050  ','In Progress','A','2024-10-21','Active','2025-05-23','Pending','Not Required','Not Applicable','Partial','Partial','Partial','Current','Expired','Partial','Delayed','Limited'
64,64,64,'CB379101  ','Completed','C','2024-12-11','Expired','2025-08-29','Pending','Not Required','Not Applicable','Incomplete','Non-compliant','Full','Due','Pending','Inactive','Delayed','Regular'
65,65,65,'CB675852  ','Completed','B','2024-12-11','Active','2025-02-21','Signed','Partial','Approved','Partial','Non-compliant','Partial','Overdue','Expired','Partial','Overdue','Limited'
66,66,66,'CB484035  ','Completed','D','2024-06-13','Expired','2026-10-22','Signed','Partial','Approved','Partial','Non-compliant','Partial','Overdue','Valid','Partial','Delayed','Limited'
67,67,67,'CB350669  ','Due','D','2024-11-14','Active','2026-02-28','Pending','Implemented','Approved','Complete','Non-compliant','Partial','Current','Pending','Partial','Current','Limited'
68,68,68,'CB711160  ','In Progress','B','2024-07-19','Under Review','2025-10-26','Required','Not Required','Approved','Incomplete','Non-compliant','Full','Overdue','Pending','Inactive','Current','Regular'
69,69,69,'CB990090  ','Due','C','2024-06-29','Under Review','2025-08-13','Required','Not Required','Approved','Complete','Full','Non-compliant','Due','Pending','Active','Overdue','Poor'
70,70,70,'CB894371  ','Due','A','2024-10-07','Active','2026-10-06','Required','Implemented','Pending','Complete','Non-compliant','Partial','Overdue','Expired','Partial','Overdue','Poor'
71,71,71,'CB763289  ','Completed','B','2024-06-15','Active','2025-03-28','Pending','Not Required','Not Applicable','Partial','Full','Partial','Overdue','Pending','Inactive','Delayed','Limited'
72,72,72,'CB552210  ','In Progress','D','2024-04-19','Expired','2026-07-11','Signed','Not Required','Not Applicable','Complete','Full','Non-compliant','Overdue','Valid','Active','Current','Poor'
73,73,73,'CB463115  ','In Progress','B','2024-06-12','Active','2025-11-01','Required','Implemented','Approved','Complete','Partial','Full','Due','Expired','Inactive','Current','Limited'
74,74,74,'CB905684  ','In Progress','D','2024-02-27','Under Review','2025-07-16','Signed','Partial','Not Applicable','Complete','Partial','Partial','Current','Pending','Inactive','Overdue','Limited'
75,75,75,'CB211588  ','Completed','D','2024-02-29','Expired','2025-03-31','Signed','Partial','Not Applicable','Complete','Non-compliant','Full','Current','Pending','Active','Current','Limited'
76,76,76,'CB527114  ','In Progress','A','2024-11-17','Under Review','2027-01-03','Pending','Implemented','Approved','Incomplete','Partial','Non-compliant','Current','Pending','Inactive','Delayed','Regular'
77,77,77,'CB388902  ','Due','C','2024-11-28','Under Review','2026-11-26','Required','Not Required','Pending','Incomplete','Partial','Full','Current','Expired','Inactive','Current','Limited'
78,78,78,'CB343445  ','Due','C','2024-10-18','Active','2026-09-08','Required','Partial','Pending','Partial','Partial','Non-compliant','Current','Expired','Active','Current','Poor'
79,79,79,'CB246039  ','Completed','B','2024-09-25','Expired','2026-07-12','Pending','Implemented','Not Applicable','Partial','Partial','Full','Overdue','Expired','Active','Delayed','Limited'
80,80,80,'CB411741  ','Completed','B','2024-06-16','Under Review','2025-11-26','Required','Not Required','Not Applicable','Partial','Partial','Partial','Current','Expired','Inactive','Delayed','Limited'
81,81,81,'CB649976  ','Completed','D','2024-06-12','Active','2026-09-09','Pending','Implemented','Approved','Complete','Full','Partial','Current','Expired','Active','Overdue','Poor'
82,82,82,'CB426828  ','Due','A','2024-02-23','Expired','2026-06-06','Pending','Implemented','Approved','Partial','Full','Partial','Current','Expired','Partial','Delayed','Poor'
83,83,83,'CB909498  ','Completed','D','2024-07-17','Under Review','2026-02-22','Pending','Partial','Not Applicable','Incomplete','Non-compliant','Full','Current','Valid','Inactive','Delayed','Regular'
84,84,84,'CB529449  ','In Progress','C','2024-07-01','Active','2025-05-22','Pending','Implemented','Pending','Partial','Partial','Non-compliant','Current','Pending','Inactive','Delayed','Regular'
85,85,85,'CB652531  ','Completed','A','2024-07-02','Under Review','2026-02-04','Signed','Implemented','Pending','Complete','Non-compliant','Non-compliant','Due','Valid','Partial','Delayed','Regular'
86,86,86,'CB387131  ','Due','A','2024-08-20','Expired','2026-12-27','Pending','Not Required','Approved','Incomplete','Non-compliant','Full','Due','Valid','Partial','Overdue','Poor'
87,87,87,'CB978890  ','Completed','C','2024-08-06','Under Review','2025-05-07','Required','Partial','Pending','Partial','Non-compliant','Non-compliant','Current','Valid','Inactive','Delayed','Regular'
88,88,88,'CB676711  ','Completed','A','2024-07-18','Under Review','2026-01-22','Required','Implemented','Not Applicable','Incomplete','Full','Partial','Overdue','Pending','Partial','Delayed','Limited'
89,89,89,'CB582379  ','Due','B','2024-07-02','Expired','2025-04-25','Required','Partial','Not Applicable','Incomplete','Partial','Partial','Overdue','Valid','Active','Current','Poor'
90,90,90,'CB137876  ','Completed','B','2024-05-07','Active','2025-07-04','Signed','Partial','Pending','Complete','Non-compliant','Non-compliant','Current','Valid','Active','Overdue','Regular'
91,91,91,'CB236335  ','Completed','D','2024-04-15','Under Review','2026-02-12','Signed','Partial','Approved','Complete','Non-compliant','Full','Current','Pending','Partial','Overdue','Regular'
92,92,92,'CB967126  ','Completed','B','2024-11-18','Under Review','2025-08-02','Pending','Partial','Not Applicable','Incomplete','Non-compliant','Full','Due','Valid','Inactive','Overdue','Regular'
93,93,93,'CB438659  ','Due','B','2024-10-26','Active','2027-02-17','Signed','Not Required','Pending','Incomplete','Full','Full','Overdue','Expired','Inactive','Overdue','Regular'
94,94,94,'CB381335  ','In Progress','B','2024-05-13','Expired','2026-09-26','Signed','Partial','Approved','Complete','Non-compliant','Partial','Current','Expired','Partial','Delayed','Limited'
95,95,95,'CB621551  ','Due','D','2024-03-05','Active','2025-03-25','Signed','Not Required','Pending','Incomplete','Full','Partial','Current','Valid','Partial','Delayed','Regular'
96,96,96,'CB955788  ','In Progress','C','2024-08-10','Under Review','2026-08-28','Required','Implemented','Not Applicable','Complete','Full','Full','Current','Valid','Partial','Current','Limited'
97,97,97,'CB365916  ','Completed','C','2024-07-26','Expired','2026-03-25','Signed','Not Required','Pending','Complete','Full','Full','Due','Valid','Active','Overdue','Poor'
98,98,98,'CB974098  ','Due','B','2024-09-17','Expired','2026-03-11','Required','Implemented','Pending','Complete','Partial','Non-compliant','Current','Pending','Partial','Overdue','Poor'
99,99,99,'CB519519  ','Due','D','2024-10-01','Active','2026-07-01','Required','Not Required','Not Applicable','Complete','Partial','Partial','Current','Valid','Active','Current','Regular'
100,100,100,'CB983161  ','In Progress','C','2024-05-31','Active','2025-06-16','Pending','Partial','Not Applicable','Incomplete','Non-compliant','Partial','Due','Expired','Active','Current','Poor'
101,101,101,'CB757654  ','In Progress','B','2024-10-09','Expired','2025-03-07','Signed','Not Required','Pending','Complete','Full','Full','Current','Expired','Partial','Delayed','Limited'
102,102,102,'CB224860  ','Completed','C','2024-03-19','Expired','2026-06-12','Required','Not Required','Not Applicable','Incomplete','Non-compliant','Partial','Overdue','Pending','Active','Delayed','Regular'
103,103,103,'CB162395  ','Due','B','2024-10-02','Under Review','2026-01-04','Required','Partial','Approved','Complete','Partial','Full','Current','Valid','Inactive','Delayed','Regular'
104,104,104,'CB984966  ','Due','A','2024-03-31','Under Review','2026-04-24','Required','Implemented','Approved','Partial','Non-compliant','Non-compliant','Current','Valid','Partial','Overdue','Poor'
105,105,105,'CB406227  ','Due','A','2024-06-10','Under Review','2025-02-22','Pending','Not Required','Pending','Complete','Full','Full','Current','Valid','Inactive','Current','Regular'
106,106,106,'CB145020  ','Due','C','2024-11-26','Active','2025-10-15','Pending','Partial','Approved','Partial','Full','Partial','Overdue','Expired','Partial','Current','Regular'
107,107,107,'CB648969  ','In Progress','A','2024-11-17','Active','2026-06-01','Pending','Implemented','Pending','Incomplete','Full','Partial','Due','Expired','Active','Overdue','Limited'
108,108,108,'CB153120  ','In Progress','B','2024-03-23','Under Review','2027-01-15','Pending','Implemented','Not Applicable','Incomplete','Non-compliant','Full','Due','Pending','Active','Delayed','Poor'
109,109,109,'CB742061  ','In Progress','B','2024-06-06','Active','2025-04-13','Pending','Not Required','Approved','Partial','Non-compliant','Partial','Overdue','Pending','Partial','Delayed','Limited'
110,110,110,'CB895553  ','Due','B','2024-07-05','Active','2025-04-23','Signed','Implemented','Pending','Incomplete','Full','Full','Due','Expired','Active','Overdue','Limited'
111,111,111,'CB744570  ','In Progress','A','2024-08-16','Active','2026-07-19','Required','Implemented','Approved','Complete','Full','Full','Current','Pending','Partial','Current','Poor'
112,112,112,'CB243249  ','In Progress','B','2024-10-12','Active','2026-10-30','Pending','Implemented','Pending','Complete','Full','Non-compliant','Due','Pending','Inactive','Current','Regular'
113,113,113,'CB558058  ','Completed','C','2024-12-08','Active','2025-03-02','Pending','Not Required','Approved','Incomplete','Partial','Partial','Current','Valid','Inactive','Current','Regular'
114,114,114,'CB175432  ','In Progress','D','2025-01-08','Expired','2026-04-26','Pending','Not Required','Approved','Incomplete','Full','Partial','Overdue','Valid','Partial','Delayed','Regular'
115,115,115,'CB958996  ','Due','A','2024-07-27','Expired','2025-04-01','Pending','Not Required','Pending','Partial','Non-compliant','Partial','Overdue','Valid','Inactive','Overdue','Limited'
116,116,116,'CB827437  ','Completed','B','2024-10-13','Under Review','2025-03-05','Signed','Implemented','Pending','Partial','Non-compliant','Non-compliant','Overdue','Pending','Partial','Overdue','Regular'
117,117,117,'CB555131  ','In Progress','A','2024-12-15','Under Review','2025-11-25','Required','Not Required','Pending','Partial','Non-compliant','Non-compliant','Overdue','Pending','Partial','Delayed','Regular'
118,118,118,'CB271940  ','Due','A','2024-03-07','Under Review','2025-12-29','Signed','Partial','Not Applicable','Complete','Partial','Full','Overdue','Expired','Inactive','Current','Limited'
119,119,119,'CB155544  ','In Progress','D','2024-03-07','Active','2025-11-08','Signed','Not Required','Approved','Incomplete','Partial','Partial','Overdue','Pending','Inactive','Current','Limited'
120,120,120,'CB380006  ','In Progress','A','2024-07-03','Expired','2026-05-28','Pending','Not Required','Approved','Partial','Full','Partial','Overdue','Pending','Partial','Delayed','Limited'
121,121,121,'CB644247  ','In Progress','A','2024-03-20','Active','2026-05-30','Required','Implemented','Not Applicable','Complete','Full','Non-compliant','Current','Pending','Inactive','Overdue','Limited'
122,122,122,'CB924209  ','Completed','D','2024-03-20','Expired','2025-09-18','Required','Partial','Pending','Complete','Full','Full','Overdue','Valid','Inactive','Current','Limited'
123,123,123,'CB518378  ','Completed','A','2024-06-07','Expired','2026-07-25','Required','Implemented','Not Applicable','Complete','Partial','Full','Current','Expired','Partial','Overdue','Regular'
124,124,124,'CB622929  ','Due','D','2024-07-15','Expired','2026-09-30','Pending','Implemented','Not Applicable','Complete','Partial','Partial','Current','Expired','Partial','Delayed','Poor'
125,125,125,'CB987119  ','In Progress','D','2025-02-12','Active','2025-06-20','Signed','Not Required','Approved','Complete','Partial','Full','Due','Valid','Inactive','Overdue','Poor'
126,126,126,'CB726713  ','In Progress','D','2024-08-11','Active','2027-01-06','Pending','Implemented','Approved','Complete','Non-compliant','Full','Overdue','Valid','Active','Current','Poor'
127,127,127,'CB448217  ','In Progress','A','2024-07-30','Active','2025-02-24','Signed','Partial','Not Applicable','Complete','Non-compliant','Full','Due','Pending','Inactive','Current','Poor'
128,128,128,'CB458061  ','Completed','D','2024-07-03','Active','2026-10-18','Signed','Implemented','Not Applicable','Complete','Full','Partial','Due','Expired','Active','Overdue','Limited'
129,129,129,'CB771070  ','In Progress','A','2024-11-05','Expired','2025-03-18','Pending','Partial','Pending','Complete','Partial','Non-compliant','Current','Expired','Active','Delayed','Limited'
130,130,130,'CB214588  ','In Progress','A','2024-10-16','Expired','2026-12-20','Pending','Partial','Approved','Incomplete','Partial','Non-compliant','Overdue','Valid','Active','Current','Limited'
131,131,131,'CB640347  ','In Progress','D','2024-03-28','Expired','2025-03-18','Signed','Partial','Pending','Partial','Non-compliant','Partial','Overdue','Valid','Active','Overdue','Regular'
132,132,132,'CB318556  ','In Progress','B','2024-04-15','Under Review','2027-01-03','Signed','Partial','Not Applicable','Incomplete','Non-compliant','Full','Current','Valid','Partial','Delayed','Regular'
133,133,133,'CB917502  ','In Progress','D','2024-07-25','Active','2026-01-16','Pending','Not Required','Pending','Partial','Partial','Partial','Due','Pending','Active','Overdue','Poor'
134,134,134,'CB938148  ','Completed','C','2024-08-10','Under Review','2025-06-29','Pending','Implemented','Approved','Incomplete','Non-compliant','Non-compliant','Overdue','Pending','Partial','Overdue','Regular'
135,135,135,'CB847842  ','Due','D','2024-09-26','Active','2025-08-14','Required','Not Required','Approved','Partial','Partial','Partial','Due','Expired','Partial','Current','Regular'
136,136,136,'CB595762  ','Due','B','2024-07-27','Expired','2025-07-26','Signed','Implemented','Pending','Incomplete','Non-compliant','Partial','Overdue','Valid','Active','Delayed','Poor'
137,137,137,'CB568289  ','Completed','B','2024-05-11','Under Review','2026-08-20','Signed','Partial','Approved','Incomplete','Full','Partial','Due','Expired','Inactive','Current','Poor'
138,138,138,'CB642097  ','In Progress','D','2024-11-15','Under Review','2026-11-01','Pending','Implemented','Pending','Incomplete','Non-compliant','Non-compliant','Current','Expired','Inactive','Current','Limited'
139,139,139,'CB914082  ','Completed','D','2024-08-23','Expired','2026-04-01','Pending','Not Required','Approved','Incomplete','Non-compliant','Partial','Overdue','Valid','Active','Current','Poor'
140,140,140,'CB432933  ','Due','C','2024-04-01','Under Review','2025-09-26','Pending','Implemented','Approved','Incomplete','Partial','Full','Due','Expired','Partial','Delayed','Limited'
141,141,141,'CB732069  ','Due','A','2024-06-05','Expired','2025-07-06','Signed','Partial','Not Applicable','Incomplete','Non-compliant','Non-compliant','Due','Expired','Partial','Overdue','Poor'
142,142,142,'CB652130  ','Due','D','2024-08-04','Under Review','2026-07-14','Required','Partial','Pending','Incomplete','Full','Partial','Due','Pending','Inactive','Delayed','Regular'
143,143,143,'CB556665  ','Completed','B','2025-01-09','Active','2026-07-18','Pending','Implemented','Pending','Partial','Full','Partial','Overdue','Pending','Partial','Delayed','Limited'
144,144,144,'CB204159  ','Completed','D','2024-11-11','Expired','2025-07-15','Required','Implemented','Not Applicable','Complete','Non-compliant','Full','Due','Expired','Partial','Current','Regular'
145,145,145,'CB927475  ','Completed','A','2024-09-11','Active','2025-08-23','Required','Partial','Not Applicable','Complete','Partial','Partial','Overdue','Pending','Inactive','Delayed','Limited'
146,146,146,'CB852779  ','Due','B','2024-06-06','Active','2025-10-19','Signed','Not Required','Pending','Complete','Full','Non-compliant','Overdue','Valid','Inactive','Overdue','Limited'
147,147,147,'CB553500  ','In Progress','A','2024-11-15','Expired','2025-12-01','Required','Partial','Not Applicable','Complete','Non-compliant','Partial','Overdue','Pending','Inactive','Overdue','Poor'
148,148,148,'CB213363  ','Due','A','2024-07-28','Expired','2025-02-21','Required','Not Required','Not Applicable','Partial','Full','Partial','Due','Valid','Inactive','Delayed','Limited'
149,149,149,'CB214564  ','Due','A','2025-01-12','Expired','2026-10-28','Pending','Implemented','Pending','Incomplete','Partial','Non-compliant','Due','Valid','Partial','Overdue','Poor'
150,150,150,'CB543820  ','In Progress','B','2024-10-19','Under Review','2025-04-06','Required','Partial','Not Applicable','Partial','Non-compliant','Non-compliant','Current','Valid','Partial','Delayed','Limited'
151,151,151,'CB876134  ','Due','B','2024-03-02','Under Review','2025-07-09','Signed','Not Required','Approved','Complete','Partial','Full','Due','Expired','Inactive','Overdue','Limited'
152,152,152,'CB171231  ','In Progress','B','2025-01-14','Under Review','2025-05-11','Pending','Implemented','Pending','Incomplete','Non-compliant','Non-compliant','Current','Valid','Partial','Overdue','Limited'
153,153,153,'CB295318  ','Completed','D','2024-06-23','Expired','2025-11-25','Signed','Implemented','Approved','Partial','Partial','Partial','Due','Valid','Active','Current','Limited'
154,154,154,'CB865751  ','Completed','D','2024-11-02','Active','2025-03-30','Required','Partial','Not Applicable','Complete','Full','Non-compliant','Due','Expired','Partial','Overdue','Limited'
155,155,155,'CB726426  ','Due','D','2024-03-28','Under Review','2025-07-06','Signed','Implemented','Pending','Complete','Full','Non-compliant','Current','Valid','Inactive','Overdue','Poor'
156,156,156,'CB303093  ','Due','C','2024-05-15','Expired','2026-10-05','Pending','Not Required','Not Applicable','Complete','Full','Full','Due','Valid','Inactive','Overdue','Regular'
157,157,157,'CB206552  ','Due','D','2024-04-06','Expired','2026-11-04','Pending','Not Required','Pending','Complete','Non-compliant','Full','Overdue','Pending','Active','Delayed','Regular'
158,158,158,'CB707728  ','Due','C','2024-03-09','Expired','2026-10-05','Pending','Not Required','Approved','Partial','Full','Non-compliant','Current','Valid','Active','Current','Limited'
159,159,159,'CB238218  ','In Progress','B','2024-08-14','Active','2025-03-19','Required','Partial','Not Applicable','Complete','Full','Partial','Overdue','Pending','Partial','Overdue','Poor'
160,160,160,'CB377948  ','Due','C','2024-06-14','Under Review','2026-08-21','Pending','Not Required','Approved','Incomplete','Full','Full','Overdue','Valid','Inactive','Current','Limited'
161,161,161,'CB754071  ','Completed','A','2024-03-05','Under Review','2026-03-21','Signed','Not Required','Not Applicable','Partial','Non-compliant','Partial','Overdue','Expired','Inactive','Overdue','Limited'
162,162,162,'CB491449  ','In Progress','D','2024-04-01','Expired','2025-11-24','Required','Partial','Not Applicable','Partial','Partial','Partial','Current','Valid','Inactive','Current','Limited'
