14,'CB752021  ','CB752021  ',3.21,'Partial','Strong','Missing','Outdated',1,6,47,20.10,96.21,993264.13,957777.86,'Adequate','Medium',93.18,56.74,'Managed','2025-11-22','On Track'
15,'CB681691  ','CB681691  ',15.31,'Implemented','Strong','Missing','Active',49,0,35,137.30,88.30,42904.12,1793496.32,'Adequate','Medium',5.22,37.28,'Optimized','2025-09-20','Delayed'
16,'CB754483  ','CB754483  ',86.92,'Implemented','Insufficient','Established','Missing',61,8,0,75.90,93.97,447149.16,417064.93,NULL,'Medium',89.40,31.18,'Managed','2025-03-23','Delayed'
17,'CB574043  ','CB574043  ',82.85,'Pending','Insufficient','Missing','Missing',59,8,44,32.60,98.80,858664.91,1272092.65,'Adequate','Medium',86.59,99.74,'Optimized','2025-03-09','Delayed'
18,'CB847407  ','CB847407  ',72.05,'Partial','Adequate','Partial','Missing',33,9,26,122.70,92.90,772705.81,964446.05,'Adequate','High',47.97,5.25,'Optimized','2025-06-24','On Track'
19,'CB313620  ','CB313620  ',38.25,'Implemented','Insufficient','Established','Missing',61,9,40,87.40,82.93,554031.55,577321.50,NULL,'High',22.94,3.06,'Managed','2025-06-13','Not Started'
20,'CB494948  ','CB494948  ',21.82,'Implemented','Strong','Missing','Outdated',60,8,10,25.10,92.21,904152.78,1264552.98,NULL,'Medium',82.73,12.44,'Optimized','2025-03-14','On Track'
21,'CB658848  ','CB658848  ',87.22,'Partial','Adequate','Missing','Outdated',94,1,12,4.90,94.41,437777.95,1009872.60,'Limited','Medium',11.48,79.43,'Optimized','2025-10-28','Not Started'
22,'CB139645  ','CB139645  ',8.17,'Pending','Strong','Missing','Active',9,2,11,130.90,93.48,819681.91,730099.90,'Limited','High',29.25,20.51,'Managed','2025-12-23','Delayed'
23,'CB354081  ','CB354081  ',96.93,'Pending','Strong','Partial','Outdated',22,9,11,6.90,94.48,779454.89,1386669.74,'Adequate','Low',45.19,41.81,'Managed','2025-06-13','On Track'
24,'CB709573  ','CB709573  ',47.44,'Pending','Insufficient','Partial','Missing',30,6,31,121.70,94.50,927975.39,1819373.74,'Adequate','Medium',92.02,70.25,'Managed','2025-03-13','Delayed'
25,'CB350496  ','CB350496  ',36.16,'Implemented','Adequate','Missing','Outdated',71,8,32,74.30,95.67,525817.91,625080.84,'Adequate','High',85.42,84.46,'Initial','2025-08-29','Not Started'
26,'CB455586  ','CB455586  ',20.10,'Implemented','Strong','Missing','Missing',46,0,30,5.10,84.49,977165.10,141253.64,'Limited','High',25.03,8.86,'Initial','2025-11-01','On Track'
27,'CB380798  ','CB380798  ',35.86,'Implemented','Insufficient','Established','Outdated',17,0,6,109.10,93.23,585855.35,1876207.86,NULL,'High',0.55,24.78,'Initial','2025-07-19','Delayed'
28,'CB419499  ','CB419499  ',63.51,'Partial','Adequate','Established','Missing',46,7,30,106.10,96.36,277315.73,1885981.55,'Adequate','High',49.67,47.86,'Initial','2025-10-12','Delayed'
29,'CB224901  ','CB224901  ',82.74,'Partial','Strong','Missing','Missing',81,10,36,140.60,90.87,136530.19,371043.12,'Limited','High',5.43,82.36,'Initial','2025-11-02','On Track'
30,'CB950713  ','CB950713  ',24.10,'Pending','Insufficient','Missing','Missing',24,7,4,149.40,91.09,181185.59,1931310.61,'Adequate','Medium',68.93,65.07,'Managed','2025-04-29','On Track'
31,'CB586302  ','CB586302  ',72.10,'Pending','Strong','Partial','Active',96,8,5,29.60,95.87,90581.15,1561548.63,NULL,'Low',38.70,13.39,'Managed','2025-12-30','Delayed'
32,'CB418225  ','CB418225  ',19.79,'Implemented','Adequate','Established','Active',95,6,11,33.50,88.41,24771.09,513096.00,'Limited','High',95.70,97.90,'Managed','2025-07-27','Delayed'
33,'CB413130  ','CB413130  ',73.85,'Implemented','Strong','Missing','Outdated',68,1,45,8.70,87.99,458056.92,846812.10,NULL,'High',10.19,36.87,'Managed','2025-10-25','Delayed'
34,'CB457752  ','CB457752  ',59.36,'Implemented','Adequate','Established','Outdated',97,1,20,147.70,92.18,105021.78,744908.62,'Adequate','Low',51.43,87.87,'Managed','2025-07-19','Not Started'
35,'CB102232  ','CB102232  ',67.18,'Pending','Insufficient','Partial','Outdated',58,10,10,116.40,85.05,120161.72,922705.08,'Adequate','Medium',17.19,26.40,'Managed','2026-02-06','Delayed'
36,'CB824373  ','CB824373  ',68.10,'Pending','Strong','Missing','Active',54,3,27,28.00,89.48,972058.24,1091419.47,'Adequate','Medium',10.44,4.81,'Initial','2025-09-26','On Track'
37,'CB691369  ','CB691369  ',56.73,'Partial','Insufficient','Missing','Active',47,1,4,50.80,92.19,658906.40,966259.49,'Adequate','Medium',81.43,61.20,'Managed','2025-06-15','On Track'
38,'CB971583  ','CB971583  ',82.29,'Pending','Adequate','Missing','Outdated',1,1,20,113.00,94.66,508124.99,240267.39,NULL,'High',20.17,16.01,'Managed','2025-08-11','Delayed'
39,'CB873031  ','CB873031  ',58.09,'Pending','Adequate','Missing','Active',54,3,21,72.90,98.23,389317.01,657008.70,'Adequate','Low',78.48,17.33,'Optimized','2025-09-19','Not Started'
40,'CB236518  ','CB236518  ',9.51,'Pending','Adequate','Missing','Missing',21,0,23,77.20,89.00,206499.64,961859.06,'Limited','Medium',8.00,67.06,'Managed','2025-07-24','Not Started'
41,'CB771223  ','CB771223  ',45.62,'Partial','Adequate','Established','Active',79,6,4,66.60,80.56,239930.73,543712.18,NULL,'Low',76.46,56.50,'Optimized','2025-03-16','Not Started'
42,'CB337808  ','CB337808  ',44.67,'Pending','Insufficient','Partial','Missing',11,5,4,115.10,92.26,968469.45,1506699.06,'Limited','High',67.62,34.26,'Managed','2025-07-15','Delayed'
43,'CB607937  ','CB607937  ',2.27,'Partial','Insufficient','Missing','Missing',69,7,50,88.70,80.61,311219.19,1739245.28,'Adequate','High',2.51,17.05,'Managed','2026-01-11','Not Started'
44,'CB173413  ','CB173413  ',84.59,'Pending','Strong','Established','Missing',32,5,19,153.80,89.42,751251.38,462916.68,'Limited','High',39.85,98.23,'Initial','2025-08-18','On Track'
45,'CB735421  ','CB735421  ',49.77,'Implemented','Insufficient','Established','Active',100,4,18,117.20,84.06,544569.65,1720746.61,'Limited','High',81.72,30.73,'Managed','2025-06-02','On Track'
46,'CB165204  ','CB165204  ',67.56,'Partial','Strong','Missing','Missing',71,8,4,147.70,98.18,266128.14,107119.75,NULL,'High',77.35,14.10,'Managed','2025-09-24','On Track'
47,'CB889289  ','CB889289  ',14.81,'Partial','Insufficient','Partial','Missing',5,2,32,66.60,88.42,47987.52,1471781.61,'Limited','Low',69.40,43.82,'Initial','2025-03-03','On Track'
48,'CB281082  ','CB281082  ',76.31,'Implemented','Adequate','Partial','Missing',78,8,42,32.60,84.06,698338.01,368699.49,'Limited','High',35.14,65.61,'Initial','2025-10-16','On Track'
49,'CB490857  ','CB490857  ',16.42,'Pending','Adequate','Established','Missing',0,9,47,22.70,90.13,699680.29,651667.18,NULL,'Medium',64.72,25.50,'Initial','2025-08-11','Delayed'
50,'CB294488  ','CB294488  ',76.03,'Partial','Strong','Partial','Outdated',77,6,39,163.80,91.81,81066.61,617863.81,NULL,'Low',23.50,23.60,'Managed','2025-06-13','Not Started'
51,'CB566604  ','CB566604  ',61.42,'Implemented','Adequate','Missing','Active',70,7,17,153.20,96.68,809293.43,1130951.43,'Adequate','Low',26.87,5.96,'Managed','2025-04-17','On Track'
52,'CB303544  ','CB303544  ',86.40,'Partial','Strong','Missing','Outdated',67,0,12,20.20,98.06,339401.09,301078.24,NULL,'Medium',25.83,81.38,'Managed','2025-11-29','Delayed'
53,'CB794201  ','CB794201  ',34.32,'Implemented','Adequate','Established','Missing',38,6,40,110.20,96.29,838162.38,1820981.37,NULL,'Low',9.87,19.70,'Optimized','2026-02-18','On Track'
54,'CB380393  ','CB380393  ',2.89,'Partial','Adequate','Partial','Outdated',53,2,30,25.20,82.49,870127.94,1745637.89,'Adequate','High',62.62,10.89,'Managed','2025-04-17','On Track'
55,'CB358163  ','CB358163  ',50.39,'Partial','Adequate','Established','Missing',88,7,11,87.30,97.53,687136.24,1918753.55,NULL,'High',49.37,6.08,'Initial','2026-01-29','Not Started'
56,'CB860891  ','CB860891  ',93.81,'Implemented','Strong','Established','Missing',47,3,39,134.50,93.15,475209.26,1292834.27,NULL,'Medium',78.33,38.93,'Optimized','2025-11-28','Delayed'
57,'CB498297  ','CB498297  ',87.36,'Implemented','Insufficient','Partial','Active',14,5,11,60.30,86.05,244071.27,601135.99,NULL,'High',38.48,48.03,'Initial','2025-05-29','Not Started'
58,'CB688746  ','CB688746  ',7.24,'Pending','Strong','Established','Active',28,2,9,50.50,95.54,923074.83,566750.46,'Limited','Medium',8.19,46.39,'Managed','2025-11-09','Delayed'
59,'CB379370  ','CB379370  ',65.23,'Implemented','Insufficient','Missing','Outdated',93,5,22,79.60,85.67,40776.03,187658.47,NULL,'High',58.14,76.90,'Initial','2025-11-05','On Track'
60,'CB573846  ','CB573846  ',65.12,'Pending','Adequate','Missing','Outdated',19,0,48,90.90,84.08,141143.60,1373155.40,'Adequate','High',20.36,73.56,'Managed','2025-08-27','On Track'
61,'CB311119  ','CB311119  ',66.31,'Partial','Insufficient','Partial','Outdated',11,10,45,102.90,82.78,23684.44,394029.16,'Adequate','Low',70.53,92.29,'Initial','2025-09-03','Delayed'
62,'CB996808  ','CB996808  ',19.25,'Implemented','Insufficient','Partial','Active',7,7,47,64.70,91.35,141674.29,243958.63,'Adequate','Low',43.07,37.30,'Optimized','2025-05-30','On Track'
63,'CB411050  ','CB411050  ',84.67,'Pending','Insufficient','Missing','Outdated',26,10,4,61.00,97.41,174129.80,674724.11,'Limited','Low',43.19,8.42,'Initial','2025-04-29','Delayed'
64,'CB379101  ','CB379101  ',48.49,'Pending','Strong','Partial','Missing',74,3,3,25.90,84.97,256644.32,686451.94,'Adequate','Low',76.10,3.20,'Managed','2026-02-05','Delayed'
65,'CB675852  ','CB675852  ',27.07,'Partial','Insufficient','Established','Active',45,5,40,110.00,96.88,295422.75,656829.79,NULL,'High',89.26,37.17,'Initial','2025-03-13','Not Started'
66,'CB484035  ','CB484035  ',59.69,'Partial','Strong','Established','Outdated',19,6,42,129.40,85.66,123951.22,1157406.51,'Limited','Medium',29.51,25.14,'Managed','2026-01-02','Not Started'
67,'CB350669  ','CB350669  ',53.09,'Pending','Insufficient','Partial','Active',99,1,39,5.00,98.00,84981.99,620154.02,'Adequate','Low',40.99,92.97,'Optimized','2025-05-29','On Track'
68,'CB711160  ','CB711160  ',38.77,'Implemented','Strong','Partial','Missing',7,10,30,106.50,89.41,53761.40,693554.77,'Adequate','Medium',83.64,96.60,'Optimized','2025-08-05','On Track'
69,'CB990090  ','CB990090  ',54.86,'Implemented','Insufficient','Established','Outdated',21,9,12,84.10,94.18,794074.01,1447591.42,'Adequate','Medium',35.72,2.87,'Initial','2025-09-07','Not Started'
70,'CB894371  ','CB894371  ',8.52,'Implemented','Strong','Established','Outdated',25,0,30,22.50,81.59,395932.61,575956.06,NULL,'Medium',51.86,71.53,'Initial','2025-08-22','Delayed'
71,'CB763289  ','CB763289  ',19.27,'Partial','Strong','Established','Missing',65,4,12,143.80,97.45,915097.13,1606770.62,'Limited','High',53.66,84.06,'Optimized','2025-12-02','On Track'
72,'CB552210  ','CB552210  ',81.92,'Implemented','Strong','Missing','Missing',78,1,36,79.60,92.31,403489.35,992820.89,'Adequate','Medium',74.13,31.17,'Optimized','2025-04-10','On Track'
73,'CB463115  ','CB463115  ',45.18,'Implemented','Insufficient','Partial','Missing',23,3,6,67.00,91.00,490342.08,1326796.15,NULL,'Medium',32.60,75.17,'Managed','2025-11-10','On Track'
74,'CB905684  ','CB905684  ',80.93,'Pending','Insufficient','Established','Missing',36,3,23,76.60,86.57,660331.19,1029619.17,'Adequate','Low',97.84,94.39,'Managed','2025-08-08','Delayed'
75,'CB211588  ','CB211588  ',65.42,'Pending','Adequate','Missing','Active',86,10,33,129.30,98.71,188159.82,1453231.66,'Limited','Low',17.53,35.31,'Initial','2025-06-18','Not Started'
76,'CB527114  ','CB527114  ',45.46,'Partial','Strong','Established','Active',7,10,28,167.70,87.94,36387.56,476093.16,'Adequate','Medium',8.98,56.69,'Managed','2026-01-26','Not Started'
77,'CB388902  ','CB388902  ',45.59,'Pending','Strong','Partial','Outdated',67,0,18,43.50,82.90,329846.92,924370.81,NULL,'Medium',39.39,36.81,'Managed','2025-09-15','Not Started'
78,'CB343445  ','CB343445  ',55.98,'Partial','Insufficient','Missing','Active',92,4,41,155.40,89.00,453378.59,320807.12,'Adequate','Medium',20.53,33.02,'Optimized','2025-06-20','On Track'
79,'CB246039  ','CB246039  ',90.76,'Partial','Insufficient','Established','Missing',27,2,44,128.10,94.02,347440.65,406643.67,NULL,'Low',8.16,78.50,'Initial','2025-10-05','Delayed'
80,'CB411741  ','CB411741  ',89.41,'Implemented','Strong','Missing','Missing',66,1,36,41.50,91.22,497505.56,1679341.93,'Limited','Low',74.71,4.62,'Managed','2025-10-24','Not Started'
81,'CB649976  ','CB649976  ',51.63,'Pending','Insufficient','Partial','Outdated',57,5,47,99.10,84.76,14986.42,1557186.19,'Limited','High',22.02,39.28,'Optimized','2025-07-01','On Track'
82,'CB426828  ','CB426828  ',32.31,'Implemented','Strong','Partial','Active',24,6,50,132.70,97.42,882149.01,670458.19,NULL,'Low',28.50,81.71,'Managed','2025-05-21','Delayed'
83,'CB909498  ','CB909498  ',36.16,'Partial','Insufficient','Established','Outdated',85,10,20,37.60,93.34,956823.21,1364806.13,'Adequate','High',15.39,84.31,'Initial','2026-01-05','Delayed'
84,'CB529449  ','CB529449  ',67.59,'Pending','Adequate','Partial','Outdated',21,10,14,84.90,81.20,722736.91,548521.66,'Adequate','Medium',86.60,66.94,'Managed','2025-04-15','Not Started'
85,'CB652531  ','CB652531  ',29.91,'Partial','Insufficient','Missing','Active',11,0,42,99.30,81.55,201804.31,921608.90,'Adequate','Low',89.59,26.82,'Managed','2025-11-12','On Track'
86,'CB387131  ','CB387131  ',35.29,'Pending','Adequate','Missing','Missing',69,3,14,160.70,81.56,405580.86,985394.35,NULL,'Low',38.32,55.90,'Managed','2025-12-30','On Track'
87,'CB978890  ','CB978890  ',15.99,'Implemented','Insufficient','Missing','Active',33,9,43,160.60,95.12,540236.62,288912.77,NULL,'High',52.30,74.92,'Initial','2025-08-19','Delayed'
88,'CB676711  ','CB676711  ',17.22,'Implemented','Adequate','Missing','Active',60,1,14,141.90,89.63,48578.12,187311.85,'Limited','Medium',66.68,55.30,'Optimized','2025-04-05','Delayed'
89,'CB582379  ','CB582379  ',58.91,'Pending','Insufficient','Established','Outdated',51,0,26,80.30,84.72,763396.52,1595677.47,'Adequate','Low',30.49,22.51,'Managed','2025-04-24','Not Started'
90,'CB137876  ','CB137876  ',27.41,'Pending','Insufficient','Missing','Missing',32,7,32,25.50,87.96,987168.33,1149585.47,'Adequate','High',61.23,66.21,'Initial','2025-03-12','Delayed'
91,'CB236335  ','CB236335  ',9.79,'Partial','Insufficient','Partial','Active',1,6,38,28.30,86.55,581268.08,788627.58,'Adequate','Medium',63.52,21.94,'Managed','2025-09-11','Not Started'
92,'CB967126  ','CB967126  ',9.60,'Implemented','Adequate','Partial','Active',44,7,8,70.00,83.67,225748.18,1282329.64,'Limited','Low',71.47,89.36,'Optimized','2025-08-22','Delayed'
93,'CB438659  ','CB438659  ',22.51,'Pending','Insufficient','Missing','Missing',26,8,13,9.60,92.90,546100.05,97202.25,'Adequate','Low',27.07,31.88,'Managed','2025-09-11','Not Started'
94,'CB381335  ','CB381335  ',56.40,'Partial','Adequate','Partial','Outdated',3,9,32,32.90,99.96,818414.60,1193676.65,'Limited','Low',8.75,85.98,'Optimized','2025-04-12','Not Started'
95,'CB621551  ','CB621551  ',91.08,'Implemented','Strong','Missing','Missing',5,3,31,60.70,83.47,828233.61,1761036.06,NULL,'Medium',73.15,12.13,'Managed','2025-10-31','Not Started'
96,'CB955788  ','CB955788  ',64.99,'Implemented','Adequate','Established','Missing',86,7,37,80.40,91.90,561310.82,400264.32,NULL,'Low',82.26,75.99,'Managed','2026-02-14','Not Started'
97,'CB365916  ','CB365916  ',7.55,'Pending','Strong','Partial','Missing',27,0,21,87.20,99.59,309114.87,1270462.22,NULL,'High',29.60,50.93,'Managed','2025-11-15','On Track'
98,'CB974098  ','CB974098  ',76.05,'Implemented','Insufficient','Missing','Missing',17,9,14,98.80,83.30,10304.67,1203212.08,'Limited','Low',11.62,44.54,'Managed','2025-04-07','Not Started'
99,'CB519519  ','CB519519  ',36.47,'Partial','Insufficient','Established','Active',65,4,36,25.30,84.96,320970.25,622524.85,NULL,'High',12.56,67.05,'Optimized','2025-11-30','Not Started'
100,'CB983161  ','CB983161  ',68.63,'Partial','Strong','Partial','Active',54,6,31,14.60,92.99,742307.40,1262234.03,'Adequate','High',34.30,4.27,'Managed','2026-01-28','Delayed'
101,'CB757654  ','CB757654  ',58.66,'Partial','Strong','Partial','Missing',20,4,13,115.20,87.62,679730.68,508512.09,'Adequate','Medium',99.67,69.96,'Optimized','2025-11-24','On Track'
102,'CB224860  ','CB224860  ',22.32,'Pending','Adequate','Established','Active',18,7,35,32.60,92.51,153036.89,1850880.48,'Adequate','High',45.63,65.42,'Optimized','2025-11-27','Delayed'
103,'CB162395  ','CB162395  ',80.21,'Pending','Adequate','Missing','Missing',95,3,13,60.00,97.15,360387.77,1456076.07,'Adequate','Medium',58.10,60.23,'Optimized','2025-08-04','Delayed'
104,'CB984966  ','CB984966  ',53.61,'Partial','Insufficient','Missing','Outdated',56,1,24,36.70,90.05,28638.45,713323.69,'Adequate','Medium',86.42,63.25,'Optimized','2026-02-07','Delayed'
105,'CB406227  ','CB406227  ',40.98,'Partial','Adequate','Partial','Active',5,2,38,24.80,95.25,158626.55,738471.33,NULL,'High',16.67,61.60,'Optimized','2025-11-24','Not Started'
106,'CB145020  ','CB145020  ',66.90,'Partial','Strong','Partial','Active',27,0,43,30.40,85.84,663265.38,755037.68,'Adequate','Medium',96.35,54.16,'Initial','2025-10-25','On Track'
107,'CB648969  ','CB648969  ',2.25,'Implemented','Insufficient','Missing','Missing',48,8,22,127.20,82.38,829959.96,1435875.23,NULL,'Medium',29.93,31.59,'Managed','2025-10-06','On Track'
108,'CB153120  ','CB153120  ',84.72,'Pending','Insufficient','Missing','Active',22,9,16,147.00,98.13,863116.72,1495286.48,NULL,'High',52.35,62.58,'Optimized','2025-11-28','Not Started'
109,'CB742061  ','CB742061  ',1.49,'Implemented','Insufficient','Missing','Missing',50,3,22,42.00,87.68,443414.39,199842.90,'Limited','Medium',77.85,41.33,'Optimized','2025-09-08','On Track'
110,'CB895553  ','CB895553  ',60.22,'Pending','Adequate','Missing','Outdated',8,2,49,6.80,98.26,854448.37,269101.43,'Adequate','Low',2.01,51.89,'Managed','2026-01-29','Not Started'
111,'CB744570  ','CB744570  ',49.70,'Partial','Insufficient','Partial','Outdated',93,10,29,151.70,90.93,224228.36,940236.20,'Adequate','Low',62.20,60.71,'Optimized','2025-06-18','On Track'
112,'CB243249  ','CB243249  ',53.10,'Partial','Strong','Established','Active',49,4,10,123.10,88.44,754296.00,810932.25,NULL,'Low',72.55,1.76,'Initial','2026-01-13','Not Started'
113,'CB558058  ','CB558058  ',54.10,'Pending','Strong','Established','Active',62,8,26,30.30,81.04,916688.92,193828.67,'Adequate','High',4.03,6.45,'Initial','2025-06-16','Delayed'
114,'CB175432  ','CB175432  ',30.73,'Partial','Insufficient','Partial','Missing',88,8,34,92.10,81.84,291056.05,991755.28,'Limited','Medium',61.16,81.19,'Managed','2025-12-14','Delayed'
115,'CB958996  ','CB958996  ',83.33,'Implemented','Insufficient','Partial','Active',30,8,16,64.00,94.96,16917.51,59598.27,NULL,'Medium',90.58,49.12,'Initial','2025-02-28','On Track'
116,'CB827437  ','CB827437  ',83.38,'Pending','Insufficient','Partial','Outdated',30,10,48,137.70,98.72,9665.82,228172.37,'Adequate','Low',63.07,74.67,'Initial','2025-10-11','Not Started'
117,'CB555131  ','CB555131  ',93.49,'Partial','Strong','Partial','Missing',52,5,11,152.90,80.98,135048.61,1458117.81,'Adequate','Medium',95.05,17.42,'Optimized','2025-11-13','On Track'
118,'CB271940  ','CB271940  ',30.08,'Implemented','Adequate','Missing','Missing',14,8,7,62.90,82.27,839253.26,1400399.84,'Limited','Low',35.19,95.87,'Initial','2025-04-09','On Track'
119,'CB155544  ','CB155544  ',68.97,'Implemented','Insufficient','Partial','Outdated',43,0,5,36.90,87.18,401837.33,201760.82,NULL,'Low',99.92,37.41,'Initial','2025-06-10','Delayed'
120,'CB380006  ','CB380006  ',98.51,'Pending','Strong','Partial','Missing',43,9,30,45.60,92.92,129605.82,105601.36,'Adequate','Medium',58.38,62.56,'Managed','2025-05-15','Not Started'
121,'CB644247  ','CB644247  ',4.32,'Pending','Insufficient','Partial','Outdated',31,5,48,23.20,87.36,858582.17,1957134.29,'Limited','Low',93.85,64.05,'Optimized','2026-02-01','Delayed'
122,'CB924209  ','CB924209  ',50.46,'Partial','Adequate','Partial','Outdated',21,8,14,80.50,96.95,52868.94,415884.91,NULL,'High',8.76,47.05,'Managed','2025-05-11','Delayed'
123,'CB518378  ','CB518378  ',37.46,'Implemented','Adequate','Established','Outdated',67,9,13,72.20,91.58,726011.07,1270864.22,'Adequate','High',17.03,96.13,'Initial','2025-11-09','Not Started'
124,'CB622929  ','CB622929  ',46.20,'Implemented','Strong','Missing','Outdated',68,2,37,119.40,94.66,882109.66,230614.12,'Limited','Low',94.41,64.95,'Managed','2025-07-18','On Track'
125,'CB987119  ','CB987119  ',78.89,'Implemented','Strong','Established','Active',42,2,26,55.90,80.87,624877.40,1328836.68,NULL,'High',7.71,58.56,'Managed','2025-08-07','On Track'
126,'CB726713  ','CB726713  ',39.22,'Partial','Adequate','Missing','Missing',79,1,8,121.00,83.88,94256.19,1554651.40,'Limited','Low',31.70,22.78,'Optimized','2025-03-14','Not Started'
127,'CB448217  ','CB448217  ',96.86,'Pending','Adequate','Established','Active',76,8,6,18.60,95.89,113639.26,1091374.63,'Limited','High',52.77,86.12,'Initial','2026-01-10','Not Started'
128,'CB458061  ','CB458061  ',34.17,'Implemented','Adequate','Established','Outdated',66,2,37,5.60,82.38,573568.94,76923.53,NULL,'Medium',17.35,13.46,'Initial','2025-03-16','Not Started'
129,'CB771070  ','CB771070  ',65.64,'Pending','Adequate','Missing','Outdated',99,7,18,30.90,83.93,769598.25,300161.54,'Adequate','High',31.19,30.79,'Managed','2025-08-25','Delayed'
130,'CB214588  ','CB214588  ',20.11,'Implemented','Insufficient','Missing','Outdated',12,2,37,121.70,90.87,281911.99,659035.05,'Adequate','Low',76.53,95.95,'Optimized','2025-10-02','Delayed'
131,'CB640347  ','CB640347  ',60.25,'Pending','Strong','Partial','Active',71,4,8,94.70,89.07,820608.62,392371.80,'Limited','High',43.93,68.93,'Optimized','2025-04-19','On Track'
132,'CB318556  ','CB318556  ',75.25,'Partial','Adequate','Partial','Active',52,5,34,36.60,92.56,408468.61,696433.22,'Adequate','Low',88.82,65.49,'Optimized','2025-09-22','Not Started'
133,'CB917502  ','CB917502  ',65.60,'Pending','Insufficient','Missing','Missing',61,7,25,106.00,98.29,13219.81,1995101.17,NULL,'Low',31.02,97.79,'Managed','2025-03-14','On Track'
134,'CB938148  ','CB938148  ',28.90,'Partial','Insufficient','Established','Outdated',39,4,21,86.40,95.50,433471.93,153298.52,'Limited','Medium',50.74,99.25,'Managed','2025-11-01','Not Started'
135,'CB847842  ','CB847842  ',78.56,'Pending','Insufficient','Partial','Missing',28,8,5,8.60,94.90,943735.65,764124.60,'Limited','High',2.42,62.12,'Initial','2025-11-17','Delayed'
136,'CB595762  ','CB595762  ',46.53,'Partial','Adequate','Missing','Missing',70,3,26,109.00,93.67,698718.51,1390816.94,NULL,'Medium',60.26,10.48,'Initial','2025-12-11','Not Started'
137,'CB568289  ','CB568289  ',42.12,'Implemented','Insufficient','Partial','Missing',94,2,36,53.40,95.03,954349.11,397284.18,NULL,'High',60.65,55.05,'Optimized','2025-09-23','On Track'
138,'CB642097  ','CB642097  ',61.61,'Partial','Strong','Missing','Missing',76,1,49,66.20,92.72,954956.26,805449.24,NULL,'Medium',90.21,25.80,'Initial','2025-06-27','Delayed'
139,'CB914082  ','CB914082  ',34.58,'Pending','Insufficient','Established','Missing',36,4,22,26.50,93.53,239320.27,516358.44,NULL,'Low',95.56,19.55,'Initial','2025-08-12','Not Started'
140,'CB432933  ','CB432933  ',51.10,'Pending','Strong','Missing','Active',85,3,49,86.80,93.71,774140.73,1879843.82,'Limited','Low',8.54,65.04,'Managed','2025-06-21','On Track'
141,'CB732069  ','CB732069  ',81.21,'Pending','Insufficient','Partial','Missing',66,8,40,72.00,91.97,857249.54,1162821.16,NULL,'Low',77.96,29.54,'Managed','2025-09-18','Delayed'
142,'CB652130  ','CB652130  ',44.62,'Implemented','Strong','Missing','Missing',79,6,12,12.80,81.08,400425.64,1964309.04,'Adequate','Low',5.32,29.07,'Managed','2025-05-07','Not Started'
143,'CB556665  ','CB556665  ',83.80,'Partial','Adequate','Partial','Missing',62,0,5,19.70,95.23,948357.70,229695.00,'Adequate','Low',87.26,15.65,'Initial','2025-09-07','On Track'
