'CB419499  ','2024-04-12 06:00:27.045','DF2196','Bahrain','Somalia','Hall-Randall','Robinson, Walsh and Mathews','SFTP','Weekly',38261.79,459,12.51,99.10,96,7
'CB224901  ','2025-02-15 11:39:27.045','DF2345','Burkina Faso','Kiribati','Griffin, Peterson and Bonilla','Bautista Group','HTTPS','Weekly',24246.38,500,53.66,92.91,77,25
'CB950713  ','2024-10-04 03:30:13.045','DF1065','Anguilla','Netherlands','Harrison, Li and Cook','Martin, Harris and Johnson','SFTP','Daily',16445.01,535,14.77,96.70,16,0
'CB586302  ','2024-10-16 02:05:33.046','DF6767','Luxembourg','Malta','Williams, Andrews and Savage','Jones-Fox','Blockchain','Real-time',18973.48,1171,10.43,93.64,15,48
'CB418225  ','2024-12-31 22:31:17.046','DF3388','Cayman Islands','Vanuatu','Guzman, Cole and Ferrell','Anderson LLC','HTTPS','Real-time',3702.97,1337,59.01,95.60,36,39
'CB413130  ','2024-08-19 08:30:45.046','DF3962','Portugal','Bahamas','Smith-Wright','Frazier, Carney and Johnson','SFTP','Weekly',80152.28,458,54.43,95.61,94,6
'CB457752  ','2024-04-22 01:53:02.046','DF7704','Iceland','Iceland','Haynes Ltd','Bradley Group','SFTP','Weekly',35892.27,1228,87.61,99.10,73,7
'CB102232  ','2024-06-23 21:31:35.046','DF9387','Montserrat','Spain','Roberts-Boyd','Nguyen, Brooks and Torres','HTTPS','Hourly',51039.92,947,42.69,94.81,33,42
'CB824373  ','2024-10-05 07:24:55.047','DF9653','Congo','South Georgia and the South Sandwich Islands','Mack, Mendez and Hall','Martin PLC','Blockchain','Real-time',55460.96,63,59.48,93.19,84,42
'CB691369  ','2025-02-02 08:42:27.047','DF1447','Mauritania','Haiti','White-Davis','Jones-Hill','Blockchain','Real-time',13655.43,1331,35.80,93.91,71,14
'CB971583  ','2024-05-12 23:01:58.047','DF8716','Equatorial Guinea','Libyan Arab Jamahiriya','Williams-Leonard','Whitaker-Thompson','Blockchain','Hourly',47167.53,540,54.12,92.02,67,47
'CB873031  ','2025-01-13 03:41:44.047','DF1713','Turkmenistan','Poland','Winters, Brown and Webster','Beard-Chambers','SFTP','Daily',44961.04,427,58.23,96.60,29,49
'CB236518  ','2024-08-04 07:58:55.047','DF5398','Equatorial Guinea','Namibia','Lambert, Lopez and Burgess','Taylor Group','Blockchain','Daily',62613.75,599,13.78,99.75,23,2
'CB771223  ','2024-05-17 05:39:52.048','DF5226','Martinique','Honduras','Moreno-Lewis','Woodard Ltd','Blockchain','Real-time',18630.09,1207,88.70,91.38,63,23
'CB337808  ','2024-08-06 08:08:02.048','DF4483','Brunei Darussalam','Liechtenstein','Barton, Fox and Harrison','Garcia LLC','HTTPS','Hourly',47377.31,1067,98.06,96.91,98,37
'CB607937  ','2024-12-05 12:14:44.048','DF4413','Algeria','Philippines','Morris-Mcintosh','Donaldson, Reid and Myers','HTTPS','Real-time',45824.59,99,44.83,99.53,71,23
'CB173413  ','2025-01-26 08:20:33.048','DF9437','Burkina Faso','Andorra','Christensen LLC','Figueroa-Wright','HTTPS','Hourly',1389.64,1409,45.61,96.10,29,4
'CB735421  ','2024-10-18 08:09:09.048','DF5178','Martinique','Cocos (Keeling) Islands','Rowland Group','Turner, Graham and Bean','HTTPS','Daily',73366.48,829,28.32,98.39,10,22
'CB165204  ','2024-10-06 15:31:44.048','DF2778','Netherlands Antilles','Nauru','Chandler LLC','Forbes PLC','HTTPS','Weekly',81908.14,1057,77.41,95.37,98,37
'CB889289  ','2024-04-17 19:35:04.048','DF6587','Portugal','Oman','Delacruz, Griffin and Allen','Gutierrez, Garner and Hernandez','SFTP','Hourly',95961.93,184,41.10,94.25,92,6
'CB281082  ','2024-02-27 14:39:13.049','DF6354','Australia','Eritrea','Pitts LLC','Bates-Mueller','SFTP','Real-time',36293.13,68,99.21,97.09,36,23
'CB490857  ','2024-12-04 23:21:18.049','DF5813','Kiribati','Niue','Bowen LLC','Soto-Thompson','HTTPS','Weekly',27365.12,443,57.53,96.30,1,25
'CB294488  ','2025-01-27 09:53:44.049','DF6752','India','Cameroon','Rodriguez, Medina and Sweeney','Love, Garcia and Scott','Private Network','Hourly',9965.72,661,13.92,98.12,16,27
'CB566604  ','2024-03-11 04:56:25.049','DF6094','Denmark','Tanzania','Roy PLC','Taylor, Perez and Glass','Blockchain','Daily',12029.50,1396,73.15,91.10,67,36
'CB303544  ','2024-11-30 01:30:07.050','DF1498','Tuvalu','Nauru','Bray PLC','Mccarthy, Evans and Fox','Blockchain','Daily',726.62,572,76.15,94.74,11,21
'CB794201  ','2024-10-24 09:36:58.050','DF6222','United States of America','Anguilla','Martin, Fitzgerald and Ryan','Mccullough, George and Benson','Blockchain','Daily',62032.17,548,76.71,94.06,2,34
'CB380393  ','2024-12-19 16:54:51.050','DF9937','Argentina','Angola','Cervantes, Aguirre and Chang','Tyler-Small','SFTP','Weekly',73223.01,201,46.02,94.80,4,20
'CB358163  ','2024-06-10 12:51:17.050','DF8818','Iceland','Nigeria','Turner-Crosby','Simpson and Sons','Blockchain','Real-time',99432.69,1005,54.14,97.93,71,16
'CB860891  ','2024-05-28 10:54:33.050','DF8047','Romania','Germany','Medina-Patrick','Jones LLC','Private Network','Weekly',27254.03,521,43.37,93.60,31,23
'CB498297  ','2024-12-26 17:52:58.051','DF9873','China','Puerto Rico','Whitney LLC','Whitehead, Baker and Duran','HTTPS','Weekly',40144.96,345,23.26,93.17,92,29
'CB688746  ','2024-12-04 07:20:20.051','DF9060','Niue','Malaysia','Foley, Edwards and Williams','Gutierrez-Dunlap','Blockchain','Weekly',68250.48,1319,47.86,94.16,32,33
'CB379370  ','2024-12-04 00:23:15.051','DF3435','Burundi','Fiji','Quinn-Martinez','Tucker Ltd','Private Network','Daily',64875.35,1389,3.97,96.34,75,21
'CB573846  ','2024-07-03 07:15:28.051','DF7383','Madagascar','Qatar','Powell PLC','Thompson PLC','Blockchain','Hourly',45324.27,951,91.58,94.96,14,2
'CB311119  ','2024-06-20 02:37:12.052','DF4788','United States of America','Namibia','Butler-Stephens','Flores-Chandler','HTTPS','Hourly',70391.06,1092,6.71,96.74,90,7
'CB996808  ','2025-01-05 14:55:34.052','DF1503','Brazil','Lebanon','Austin, Mcgee and Walker','Davis-Davis','Blockchain','Daily',75330.26,647,56.63,98.62,74,41
'CB411050  ','2024-12-16 05:13:35.052','DF2267','Algeria','United States Minor Outlying Islands','Escobar-Whitaker','Smith Inc','Blockchain','Hourly',6001.09,251,32.19,93.45,48,46
'CB379101  ','2024-04-07 21:34:19.052','DF6862','Saint Martin','New Caledonia','Baker and Sons','Lewis Ltd','Private Network','Hourly',60095.31,403,16.98,98.89,27,27
'CB675852  ','2024-08-14 05:07:18.052','DF6588','Panama','Tunisia','Vargas Group','Mueller-Chang','Blockchain','Daily',23523.26,1057,23.08,94.59,55,29
'CB484035  ','2024-07-17 17:35:00.052','DF3157','Chad','Portugal','Lucas, Cummings and Murphy','Vargas, Smith and Beasley','HTTPS','Daily',1296.61,163,10.91,96.74,24,34
'CB350669  ','2024-07-10 06:46:17.052','DF5742','Norway','New Zealand','Ward and Sons','Jackson, Gonzalez and Hickman','SFTP','Weekly',68654.60,487,57.61,91.36,82,12
'CB711160  ','2024-06-16 02:10:43.053','DF1031','Comoros','Australia','Parks PLC','Higgins-Martinez','Blockchain','Weekly',29896.16,884,21.69,94.50,23,31
'CB990090  ','2024-05-09 07:28:35.053','DF4665','Cote d''Ivoire','Panama','Brown, Robinson and Nelson','Willis-Weber','Private Network','Weekly',4664.42,183,29.21,92.85,56,40
'CB894371  ','2024-02-26 08:20:06.053','DF3944','Trinidad and Tobago','Guam','Villanueva, Mueller and Parker','Burton-Allen','SFTP','Daily',6816.25,807,91.08,95.88,58,32
'CB763289  ','2025-01-05 04:17:17.053','DF9030','Barbados','United States of America','Hill Ltd','Hines, Francis and Johnson','SFTP','Daily',43694.37,796,47.36,91.73,47,10
'CB552210  ','2024-08-08 10:29:12.053','DF2435','Hungary','Thailand','Meza, Branch and Rodriguez','Gray Group','Blockchain','Daily',37329.29,1158,4.89,93.48,13,28
'CB463115  ','2025-01-13 23:52:43.054','DF7756','Slovakia (Slovak Republic)','Syrian Arab Republic','Johnson-Gonzalez','Francis, Potter and Reyes','Blockchain','Daily',71933.93,153,29.70,99.77,2,48
'CB905684  ','2024-04-17 22:39:08.054','DF7290','Brazil','Barbados','Murphy-Johnson','Howell-Clark','SFTP','Real-time',81310.21,1386,37.20,91.06,94,14
'CB211588  ','2025-02-08 17:26:51.054','DF6177','Saudi Arabia','Jordan','Boyle, Stewart and Cross','Nguyen, Lambert and Allen','SFTP','Daily',87381.37,467,52.60,91.30,22,34
'CB527114  ','2024-05-28 04:03:27.054','DF9184','Norway','Martinique','Thomas, Nelson and Vang','Payne-Dodson','Private Network','Weekly',91362.91,1056,58.43,92.68,1,46
'CB388902  ','2024-08-07 22:19:42.055','DF1601','Romania','Liberia','Salinas, Rose and Morrison','Hughes-Wallace','Private Network','Weekly',50339.75,670,13.99,96.44,10,42
'CB343445  ','2024-06-19 09:28:55.055','DF6735','Romania','Venezuela','Hunt Group','White-Chan','HTTPS','Hourly',28576.45,115,31.78,98.33,43,39
'CB246039  ','2024-03-05 06:57:57.055','DF4536','Kenya','Angola','Taylor-Stephenson','Briggs-Cruz','Private Network','Real-time',80122.04,217,63.18,97.98,2,21
'CB411741  ','2024-09-12 21:54:14.055','DF5654','Paraguay','Portugal','Roberts, Williams and Mora','Pham, Pacheco and Fernandez','HTTPS','Hourly',3703.78,599,1.56,96.67,0,14
'CB649976  ','2024-07-05 12:52:53.056','DF1312','Christmas Island','Singapore','Jones, Mcgee and Martin','Bennett PLC','Private Network','Weekly',80.23,724,80.21,92.32,72,21
'CB426828  ','2024-10-26 14:27:46.056','DF6111','Colombia','Hungary','Harris, Shelton and Harris','Zimmerman, Mccarthy and Jackson','Blockchain','Hourly',18009.14,662,2.71,92.73,3,13
'CB909498  ','2024-12-27 13:14:37.056','DF6260','Algeria','Bouvet Island (Bouvetoya)','Nelson, Lopez and Larsen','Boone, Irwin and Santiago','Private Network','Daily',41816.15,1395,48.44,98.74,2,28
'CB529449  ','2024-02-28 10:58:46.056','DF3313','Gabon','Yemen','Brooks-Cruz','Johnson, Fox and Rubio','Private Network','Hourly',66498.44,4,59.74,91.12,50,25
'CB652531  ','2024-09-21 17:08:42.056','DF6185','American Samoa','Burkina Faso','Oneill LLC','Jones LLC','Blockchain','Real-time',66708.61,219,34.27,91.02,89,36
'CB387131  ','2024-06-26 02:10:38.057','DF8698','United Kingdom','Montenegro','Wilson-Reyes','Jackson PLC','SFTP','Real-time',21974.62,1127,26.47,91.63,93,44
'CB978890  ','2024-03-02 05:04:04.057','DF7966','Belarus','Seychelles','Manning Ltd','Greer, Joyce and Carlson','Private Network','Daily',18774.38,118,71.92,99.48,48,12
'CB676711  ','2024-08-15 05:48:41.057','DF7377','Niger','Syrian Arab Republic','Parker, Vaughn and Smith','Martinez-Robinson','SFTP','Real-time',70636.95,1011,56.80,95.33,94,41
'CB582379  ','2024-02-27 01:54:06.057','DF7970','Tuvalu','Japan','Guzman Inc','Price-Vaughn','SFTP','Daily',37672.53,847,15.32,98.36,31,37
'CB137876  ','2024-04-07 07:48:24.057','DF8661','Rwanda','Madagascar','Bates-Jordan','Thomas-Hines','Blockchain','Real-time',10574.78,60,31.59,94.14,55,9
'CB236335  ','2024-10-14 15:47:39.058','DF9369','Georgia','Madagascar','Benson Group','Lee LLC','Private Network','Real-time',38803.08,848,54.87,95.80,9,30
'CB967126  ','2024-04-11 03:24:59.058','DF1356','Zimbabwe','Anguilla','Munoz, Clements and Hayes','Brandt PLC','Private Network','Hourly',51846.91,125,34.77,91.93,4,37
'CB438659  ','2024-07-08 15:26:17.058','DF7201','Marshall Islands','Saint Helena','Williams-King','Mccarthy, Garner and Bryant','Private Network','Daily',38841.83,589,58.05,92.70,74,32
'CB381335  ','2025-01-27 23:11:20.058','DF2374','Albania','Montserrat','Cummings PLC','Ramos, Robinson and Lawson','Private Network','Weekly',24536.49,552,2.36,98.54,30,50
'CB621551  ','2025-01-31 08:28:50.058','DF2371','Sierra Leone','Turkey','Taylor-Torres','Richardson, Martinez and Fritz','Blockchain','Hourly',39458.92,1420,38.87,90.26,44,36
'CB955788  ','2024-03-15 21:30:56.059','DF1783','Anguilla','El Salvador','Cain-Harris','Haynes Inc','Blockchain','Daily',71813.48,63,84.31,93.58,22,39
'CB365916  ','2024-09-23 04:33:52.059','DF5123','Bahrain','New Zealand','Rogers, Cox and Holmes','Tucker-Ayers','Blockchain','Weekly',22272.91,468,60.78,95.13,100,45
'CB974098  ','2024-06-26 09:13:32.059','DF9127','Algeria','Papua New Guinea','Huber and Sons','Clements, Wong and Fields','Blockchain','Real-time',54850.77,1116,44.16,90.92,75,48
'CB519519  ','2024-04-08 09:58:32.059','DF6220','Uganda','Macao','Reynolds-Smith','Pittman-Mason','Blockchain','Daily',2976.23,563,15.55,98.65,30,35
'CB983161  ','2024-09-29 09:58:58.059','DF8283','Argentina','Croatia','Davis, Hunter and Lee','Allen-Harper','HTTPS','Hourly',46489.67,946,57.35,93.76,72,46
'CB757654  ','2024-12-21 11:12:07.060','DF2288','Djibouti','Venezuela','Johnson LLC','Shah Ltd','Private Network','Daily',58389.29,1226,85.82,96.31,47,46
'CB224860  ','2024-02-28 22:58:32.060','DF2715','Iraq','Guam','Webb PLC','Lucas-Ruiz','Private Network','Daily',25292.11,40,90.27,98.51,99,5
'CB162395  ','2024-08-24 01:54:30.060','DF5514','Philippines','Georgia','Perez Inc','Hines Ltd','HTTPS','Real-time',29565.36,705,68.75,91.57,95,2
'CB984966  ','2024-11-02 19:39:01.060','DF6670','Tajikistan','Nepal','Hill-Roberts','Smith-Beck','HTTPS','Real-time',60388.38,1108,10.92,94.37,29,37
'CB406227  ','2024-03-21 04:39:07.060','DF7339','Indonesia','Solomon Islands','Moore, Steele and Leblanc','Heath, Rogers and Hunt','Blockchain','Hourly',2925.79,490,84.28,90.95,34,46
'CB145020  ','2024-09-23 07:29:32.060','DF5412','Barbados','Sierra Leone','Estrada, Rivers and Horne','Walters Ltd','Private Network','Hourly',65710.88,974,15.08,99.79,14,13
'CB648969  ','2024-05-01 21:31:34.061','DF7777','Mozambique','Cape Verde','Diaz, Ruiz and Howard','Eaton-Bowman','SFTP','Daily',88620.38,68,78.78,92.89,98,34
'CB153120  ','2024-08-28 01:06:09.061','DF7995','Antigua and Barbuda','Saint Barthelemy','Brooks LLC','Johnson, Walker and Garrett','Private Network','Daily',81964.08,1375,49.66,94.23,25,46
'CB742061  ','2024-10-24 08:23:42.061','DF4152','Netherlands Antilles','Uganda','Foley, Johnson and Trujillo','Ortiz, Ross and Wilkerson','SFTP','Real-time',73924.37,526,89.46,99.51,91,20
'CB895553  ','2024-11-22 20:39:51.061','DF3931','Ghana','Liberia','Peters Group','Dominguez, Singh and Novak','Private Network','Daily',28874.59,1315,98.23,90.20,63,39
'CB744570  ','2024-09-05 02:42:39.062','DF8105','Liberia','American Samoa','Hester Group','Lee, Decker and Gamble','Blockchain','Daily',83082.06,749,61.42,94.26,75,10
'CB243249  ','2024-11-02 23:57:22.062','DF3301','Romania','Mozambique','Chen, Christian and Cabrera','Macdonald Group','SFTP','Weekly',50988.76,93,69.62,92.99,47,46
'CB558058  ','2024-04-08 09:48:01.062','DF5340','Jordan','Jamaica','Sparks-Ford','Tucker PLC','HTTPS','Hourly',49326.21,601,86.61,97.66,71,50
'CB175432  ','2024-04-17 11:41:59.062','DF3945','Cyprus','Cocos (Keeling) Islands','Anderson, Jacobson and James','Patrick Group','Blockchain','Daily',2192.57,1043,60.71,92.91,51,39
'CB958996  ','2024-12-30 11:10:53.062','DF1296','Canada','Greece','Brown, Moore and Raymond','Lewis, Jones and Miller','HTTPS','Weekly',49873.31,86,3.43,96.87,43,48
'CB827437  ','2024-12-02 04:34:01.063','DF4329','Andorra','Lesotho','Gutierrez-Brown','Little, Cole and Diaz','Private Network','Real-time',32116.56,1291,39.26,95.52,96,10
'CB555131  ','2024-07-30 12:16:33.063','DF3316','Afghanistan','Suriname','Kelly Group','Stewart, Mclaughlin and Clements','Blockchain','Weekly',36023.30,364,36.11,91.51,100,2
'CB271940  ','2024-12-17 16:44:37.063','DF4692','Kuwait','Japan','Randall, Turner and Mays','Kent, Gutierrez and Ortiz','Private Network','Real-time',4325.07,655,34.90,91.19,1,34
'CB155544  ','2024-05-30 06:59:05.064','DF5598','Saint Barthelemy','Grenada','Lopez, Williams and Garcia','Johnston, Davis and White','SFTP','Daily',93554.35,823,19.79,96.47,50,8
'CB380006  ','2024-06-14 14:49:37.064','DF6898','Italy','Netherlands Antilles','Morrow-Ho','Best and Sons','SFTP','Daily',21537.85,570,12.66,92.11,55,34
'CB644247  ','2024-04-10 06:40:56.064','DF8714','Philippines','Bangladesh','Brown and Sons','Jackson and Sons','Private Network','Weekly',50033.55,735,66.44,93.53,88,35
'CB924209  ','2024-09-20 09:53:55.064','DF4600','Iceland','French Southern Territories','Wang, Campbell and Miller','Mcbride, Richards and Ferguson','Blockchain','Real-time',92967.92,512,41.19,97.61,99,26
'CB518378  ','2024-07-14 20:57:45.064','DF3331','Greece','Vanuatu','Parker-Morris','Alvarez Ltd','SFTP','Real-time',73494.56,587,80.69,95.63,59,19
'CB622929  ','2025-02-13 10:45:05.064','DF5822','Botswana','Uzbekistan','Hester-Burch','Browning Inc','Private Network','Daily',27282.87,285,54.38,98.11,31,30
'CB987119  ','2025-01-11 11:34:51.064','DF5069','Egypt','Guinea-Bissau','Ingram Ltd','Phelps, Serrano and Parsons','Blockchain','Real-time',62168.23,545,75.51,96.08,34,44
'CB726713  ','2024-06-05 20:47:54.065','DF8397','Vietnam','Martinique','Graham-Wong','Lowery LLC','HTTPS','Hourly',63260.34,518,66.38,94.88,57,22
'CB448217  ','2024-08-24 05:45:33.065','DF3296','French Southern Territories','Greenland','Mack-Flynn','Francis PLC','HTTPS','Weekly',48707.69,1181,21.96,93.69,22,20
'CB458061  ','2024-03-12 02:02:29.065','DF1512','Greenland','Botswana','Melendez Group','Cook, Young and Myers','HTTPS','Daily',73626.69,823,48.34,95.76,64,36
'CB771070  ','2024-05-20 11:40:11.065','DF9759','Paraguay','Cayman Islands','Arnold, Baker and Castaneda','Wilcox PLC','Blockchain','Daily',75147.11,143,48.37,95.30,87,50
'CB214588  ','2024-06-15 01:37:48.065','DF6378','Senegal','Vanuatu','Coleman and Sons','May LLC','SFTP','Real-time',20085.77,967,47.44,97.17,65,20
'CB640347  ','2024-04-15 02:09:16.066','DF6215','South Georgia and the South Sandwich Islands','Australia','Howell-Monroe','Young, Lane and Steele','Private Network','Real-time',33931.13,951,8.11,94.41,95,29
'CB318556  ','2024-12-13 06:54:38.066','DF4663','Brazil','Thailand','Martinez-Smith','Barker Ltd','SFTP','Weekly',13025.05,1011,25.52,96.38,45,29
'CB917502  ','2024-03-21 10:39:32.066','DF5777','Zambia','Guatemala','Weber PLC','Atkinson, Thomas and Morrison','Private Network','Daily',24312.50,1006,57.61,94.82,32,34
'CB938148  ','2024-07-05 14:49:09.066','DF3463','South Africa','Uruguay','Turner Ltd','Nash-Valdez','SFTP','Real-time',28850.05,1214,42.87,94.23,66,8
'CB847842  ','2024-06-20 07:11:28.066','DF8173','Lebanon','Guernsey','Rangel LLC','Campbell-Smith','Private Network','Daily',25045.12,109,97.43,92.50,92,43
'CB595762  ','2025-02-09 14:34:33.067','DF7204','Cocos (Keeling) Islands','Sri Lanka','Mueller-Stewart','Wilson-Miller','SFTP','Hourly',82532.24,1277,86.50,90.40,58,30
'CB568289  ','2024-12-28 18:38:54.067','DF9073','Libyan Arab Jamahiriya','New Zealand','Garcia, Gardner and Robinson','Newman, Elliott and Crawford','HTTPS','Daily',25098.95,813,59.80,98.50,52,48
'CB642097  ','2024-09-02 13:19:33.067','DF9165','Cape Verde','Samoa','Dixon-Gardner','Robinson, Grant and Adams','SFTP','Real-time',60576.56,1422,37.92,98.11,96,40
'CB914082  ','2024-10-21 16:12:02.067','DF2118','Saint Vincent and the Grenadines','Congo','Vasquez Group','Sanders LLC','SFTP','Hourly',28299.86,645,37.61,95.25,63,6
'CB432933  ','2024-07-14 12:18:45.067','DF3982','Saint Kitts and Nevis','Netherlands','Watts, Holt and Jones','Cole PLC','Private Network','Real-time',35725.89,929,98.26,91.01,33,47
'CB732069  ','2024-07-19 00:53:10.068','DF2478','Algeria','Honduras','Cruz Inc','Becker, Owens and Rivera','Blockchain','Weekly',69563.62,40,81.98,93.22,31,18
'CB652130  ','2024-04-21 16:04:45.068','DF2371','Chile','Sweden','Lee and Sons','Rocha LLC','HTTPS','Daily',11328.65,44,56.97,95.97,66,39
'CB556665  ','2024-03-10 22:21:17.068','DF5776','Kyrgyz Republic','Gibraltar','Williams-Long','Macdonald, Mack and Griffith','SFTP','Real-time',23570.70,1011,47.02,92.44,60,20
'CB204159  ','2024-09-04 05:01:38.068','DF8762','Zimbabwe','Swaziland','Shaffer-Lewis','Fitzpatrick, Drake and Gill','HTTPS','Weekly',38405.23,814,95.40,95.63,80,32
'CB927475  ','2024-08-01 01:29:42.068','DF6952','Hong Kong','Argentina','Quinn, Gonzalez and Smith','Gonzalez, Brown and Foster','Private Network','Hourly',80830.60,1106,73.26,98.02,98,21
'CB852779  ','2024-10-21 20:56:42.069','DF5151','Zimbabwe','Malaysia','Burgess-Stewart','Gutierrez LLC','Blockchain','Real-time',7746.39,183,42.82,96.04,52,29
'CB553500  ','2025-02-09 06:19:05.069','DF2281','Tunisia','Germany','Montoya-Vaughan','Barrett-Spencer','Blockchain','Real-time',90260.22,965,81.51,99.81,26,49
'CB213363  ','2024-04-16 06:37:50.069','DF1846','Romania','San Marino','Ayala-Parker','Garcia Ltd','SFTP','Weekly',3634.64,778,40.94,97.06,62,38
'CB214564  ','2024-03-17 10:01:37.069','DF5048','Kiribati','Christmas Island','Smith, Logan and Richard','Anderson, Hull and Day','Blockchain','Real-time',73913.80,1162,12.53,98.42,20,18
'CB543820  ','2025-01-14 08:30:52.070','DF8434','Bahamas','Rwanda','Barber-Morrison','Clayton-Howard','HTTPS','Daily',84918.82,1016,34.45,96.71,59,23
'CB876134  ','2024-05-31 05:32:14.070','DF5857','Israel','Bolivia','Perez Inc','Perez and Sons','Blockchain','Hourly',60672.30,1162,33.04,96.80,28,29
'CB171231  ','2024-09-01 06:11:16.070','DF5083','Saint Kitts and Nevis','Falkland Islands (Malvinas)','Monroe-Price','Garcia-Smith','SFTP','Hourly',78937.51,113,48.22,91.33,8,1
'CB295318  ','2024-10-03 05:58:12.070','DF2847','Micronesia','Myanmar','Singh-Johnson','Gregory, Love and Scott','Blockchain','Real-time',39038.07,777,68.66,98.73,69,24
