'MSG_6UC2K   ','CNT_UL0PC   ','NET_BY6N5   ',0.227,4194.50,13.13,'Random',0.720,0.2618,0.189,0.21,'KPM_XD5',0.9506
'MSG_RAZ4A   ','CNT_0OU8F   ','NET_ZOL29   ',0.652,5021.79,49.47,'Delayed',0.138,0.6011,0.642,0.76,'KPM_J0S',0.9846
'MSG_NZX8I   ','CNT_OR8X8   ','NET_5X2PX   ',0.543,4980.48,16.30,'Instant',0.773,0.5014,0.792,0.41,'KPM_XIU',0.4944
'MSG_VX50J   ','CNT_2FN7N   ','NET_EKG7B   ',0.235,1572.13,7.71,'Natural',0.239,0.5785,0.913,0.84,'KPM_RD5',0.6313
'MSG_OF2TN   ','CNT_642LI   ','NET_0NY16   ',0.847,93.69,43.14,'Natural',0.421,0.4069,0.322,0.41,'KPM_PAK',0.6801
'MSG_UY62Y   ','CNT_UGCS5   ','NET_SU068   ',0.731,8188.20,42.57,'Random',0.875,0.4182,0.626,0.69,'KPM_HE0',0.2661
'MSG_ZVB8A   ','CNT_ISG9N   ','NET_ME028   ',0.101,1700.70,53.72,'Natural',0.279,0.5398,0.826,0.66,'KPM_PYK',0.1240
'MSG_LW8JL   ','CNT_9QX9Y   ','NET_9TRIW   ',0.494,3846.01,31.08,'Delayed',0.881,0.0757,0.197,0.60,'KPM_41V',0.7644
'MSG_J75TT   ','CNT_J3TQH   ','NET_JABSY   ',0.173,7305.25,48.34,'Delayed',0.327,0.3904,0.934,0.25,'KPM_9T3',0.6916
'MSG_BF7WP   ','CNT_ASF80   ','NET_ZQFWL   ',0.996,9572.72,5.94,'Natural',0.623,0.6653,0.529,0.56,'KPM_V1G',0.2734
'MSG_IHGIG   ','CNT_3Q5SJ   ','NET_QWRB1   ',0.631,8498.47,89.69,'Natural',0.869,0.4193,0.202,0.36,'KPM_KS5',0.2591
'MSG_WNUPX   ','CNT_3QKVM   ','NET_SR4IN   ',0.864,3430.61,35.32,'Delayed',0.669,0.8233,0.743,0.58,'KPM_UVJ',0.9755
'MSG_1C85X   ','CNT_B3L1F   ','NET_CTR3R   ',0.320,2922.51,8.30,'Instant',0.725,0.4819,0.019,0.13,'KPM_CJO',0.6298
'MSG_TW2KZ   ','CNT_AFQ9I   ','NET_RF68N   ',0.281,9058.42,57.76,'Instant',0.232,0.1742,0.051,0.22,'KPM_GI9',0.5737
'MSG_VNDYS   ','CNT_GBKLW   ','NET_2WCTN   ',0.622,8357.07,40.11,'Natural',0.896,0.3599,0.972,0.32,'KPM_KCC',0.6905
'MSG_PRNU2   ','CNT_SQWTR   ','NET_JVJEP   ',0.305,9396.59,43.51,'Delayed',0.204,0.2203,0.021,0.73,'KPM_HYT',0.7170
'MSG_FJKDR   ','CNT_NCIE1   ','NET_HTMUH   ',0.505,9687.30,15.04,'Random',0.763,0.4242,0.537,0.57,'KPM_X68',0.8693
'MSG_KDW6J   ','CNT_BB2KG   ','NET_P86ND   ',0.638,2745.66,5.15,'Instant',0.211,0.9755,0.430,0.48,'KPM_EKW',0.7559
'MSG_SACLP   ','CNT_1RSU6   ','NET_ZQJT0   ',0.838,2518.67,85.06,'Instant',0.002,0.3066,0.001,0.10,'KPM_1RI',0.2115
'MSG_M31IM   ','CNT_C499U   ','NET_4RNAA   ',0.429,8559.74,47.27,'Instant',0.091,0.3100,0.340,0.80,'KPM_AQF',0.3758
'MSG_JNE8J   ','CNT_MDAZP   ','NET_XDGSK   ',0.280,3570.57,96.22,'Natural',0.898,0.9041,0.495,0.60,'KPM_JQF',0.8387
'MSG_LULNE   ','CNT_Q9AKW   ','NET_Z5IAB   ',0.036,6812.44,15.96,'Delayed',0.140,0.4867,0.956,0.36,'KPM_S7K',0.6209
'MSG_W16O5   ','CNT_MOP4D   ','NET_EMM5C   ',0.089,4285.73,73.21,'Instant',0.349,0.2295,0.924,0.32,'KPM_4S7',0.5060
'MSG_PM9BA   ','CNT_5LWNI   ','NET_8X9SR   ',0.619,4308.51,44.12,'Natural',0.753,0.7323,0.098,0.07,'KPM_UOR',0.1705
'MSG_2XJYR   ','CNT_7GIIZ   ','NET_X6OK8   ',0.406,7940.16,71.88,'Random',0.539,0.5960,0.120,0.06,'KPM_VAQ',0.2212
'MSG_L3N27   ','CNT_P4N4X   ','NET_QSFNC   ',0.305,1838.61,32.42,'Random',0.462,0.2138,0.559,0.94,'KPM_TJZ',0.8317
'MSG_NG16T   ','CNT_8HR3G   ','NET_WCHK0   ',0.116,7923.92,54.52,'Natural',0.453,0.3810,0.053,0.34,'KPM_CPD',0.9172
'MSG_56AJ3   ','CNT_9SWPV   ','NET_1WM4V   ',0.476,7214.65,55.70,'Instant',0.524,0.9622,0.283,0.18,'KPM_UMX',0.0422
'MSG_QY04K   ','CNT_ISMSF   ','NET_0C0M9   ',0.921,843.47,62.10,'Random',0.259,0.2629,0.154,0.30,'KPM_2A0',0.1216
'MSG_K9XDS   ','CNT_LXT3X   ','NET_CFKOK   ',0.551,3942.33,82.64,'Instant',0.553,0.0147,0.463,0.86,'KPM_RD2',0.4356
'MSG_WOCI9   ','CNT_QESEF   ','NET_U14NH   ',0.660,2412.06,74.74,'Natural',0.939,0.2679,0.664,0.15,'KPM_KLO',0.3069
'MSG_UQTVR   ','CNT_FGL6R   ','NET_A4FVP   ',0.574,6548.81,80.97,'Random',0.182,0.0475,0.392,0.20,'KPM_ZGG',0.1353
'MSG_4KPYZ   ','CNT_GY85M   ','NET_UDPEX   ',0.571,116.34,74.49,'Delayed',0.899,0.2615,0.681,0.85,'KPM_GA3',0.8559
'MSG_E2S02   ','CNT_PB4WK   ','NET_PQPCN   ',0.467,6888.27,97.83,'Delayed',0.909,0.8955,0.572,0.99,'KPM_S5Y',0.9974
'MSG_OGK90   ','CNT_WU4SS   ','NET_35KIG   ',0.000,710.33,74.75,'Delayed',0.076,0.9715,0.084,0.79,'KPM_A7F',0.1574
'MSG_T3FLB   ','CNT_4LO99   ','NET_7WP2P   ',0.830,4440.77,98.89,'Random',0.381,0.5026,0.915,0.57,'KPM_29O',0.1877
'MSG_WJHED   ','CNT_YWX23   ','NET_1VPEK   ',0.778,8482.60,50.02,'Natural',0.057,0.3047,0.162,0.78,'KPM_B5W',0.6777
'MSG_GKUL3   ','CNT_E4SYE   ','NET_HVSFW   ',0.581,5762.72,94.34,'Random',0.883,0.7264,0.515,0.66,'KPM_6Q5',0.1419
'MSG_UTSJQ   ','CNT_P39TJ   ','NET_CYDMF   ',0.258,2656.53,92.66,'Delayed',0.912,0.1003,0.282,0.79,'KPM_YIX',0.8037
'MSG_3UEXQ   ','CNT_66P37   ','NET_MH2XN   ',0.670,8788.95,3.13,'Delayed',0.147,0.7935,0.221,0.51,'KPM_FGS',0.3016
'MSG_8WY9Y   ','CNT_GD5T4   ','NET_KK53P   ',0.735,9293.52,96.43,'Natural',0.455,0.2453,0.416,0.39,'KPM_EUS',0.3667
'MSG_78L80   ','CNT_7O2JD   ','NET_4TFR0   ',0.392,114.35,91.33,'Delayed',0.037,0.5721,0.120,0.39,'KPM_SOI',0.6006
'MSG_89GO4   ','CNT_5BXEK   ','NET_W1A78   ',0.517,487.26,87.36,'Instant',0.184,0.4867,0.422,0.76,'KPM_L91',0.8464
'MSG_11YI5   ','CNT_OQ460   ','NET_MKIPI   ',0.878,6685.14,8.61,'Natural',0.107,0.5676,0.513,0.02,'KPM_FDM',0.7348
'MSG_AZ0XW   ','CNT_9XG7M   ','NET_JF16P   ',0.198,4706.14,69.96,'Natural',0.423,0.4664,0.793,0.40,'KPM_MMJ',0.6549
'MSG_BMWI2   ','CNT_QQKWI   ','NET_M9LYS   ',0.407,3598.45,71.07,'Natural',0.095,0.6277,0.365,0.33,'KPM_DJQ',0.6690
'MSG_6UEEY   ','CNT_N59P3   ','NET_951LH   ',0.113,1700.27,19.82,'Instant',0.148,0.7975,0.983,0.38,'KPM_RCO',0.9509
'MSG_BGSGX   ','CNT_66HU2   ','NET_WGFFL   ',0.452,7232.35,32.02,'Random',0.495,0.3523,0.718,0.77,'KPM_2RJ',0.7098
'MSG_N281N   ','CNT_6ZPQG   ','NET_TL2QE   ',0.504,2521.83,5.69,'Instant',0.880,0.8746,0.605,0.07,'KPM_EK4',0.8060
'MSG_WSVBN   ','CNT_DLVSS   ','NET_NC7OE   ',0.546,9489.44,28.32,'Delayed',0.028,0.6824,0.809,0.98,'KPM_CG1',0.4435
'MSG_WXXE1   ','CNT_Y85M9   ','NET_7QLPR   ',0.962,6542.33,59.07,'Delayed',0.152,0.6860,0.950,0.47,'KPM_MCW',0.1658
'MSG_3X3B1   ','CNT_ZGJI8   ','NET_0F00U   ',0.218,6952.48,22.18,'Random',0.664,0.1356,0.527,0.96,'KPM_XAZ',0.2982
'MSG_QMEA5   ','CNT_56MDR   ','NET_PX6OK   ',0.982,5040.73,59.43,'Random',0.805,0.8563,0.728,0.40,'KPM_CQG',0.5957
'MSG_IJECL   ','CNT_0VMFG   ','NET_2QOJJ   ',0.256,6230.81,31.89,'Random',0.292,0.9021,0.792,0.08,'KPM_7A6',0.3131
'MSG_AMXGT   ','CNT_S13IZ   ','NET_FIGJU   ',0.462,7528.67,22.27,'Random',0.693,0.3078,0.386,0.07,'KPM_F3A',0.0996
'MSG_DQM4G   ','CNT_FJM7D   ','NET_MI3JP   ',0.359,9477.30,53.72,'Delayed',0.256,0.4135,0.639,0.44,'KPM_QDY',0.5473
'MSG_6CXU2   ','CNT_S0ZNJ   ','NET_2Z1GB   ',0.732,4322.19,6.78,'Natural',0.505,0.6724,0.418,0.93,'KPM_ZX4',0.9279
'MSG_U6HSX   ','CNT_RQC8J   ','NET_EKSAW   ',0.142,96.87,34.37,'Instant',0.970,0.2331,0.041,0.06,'KPM_JOT',0.9052
'MSG_SFW92   ','CNT_KWP8P   ','NET_3HZZA   ',0.468,275.23,49.65,'Delayed',0.071,0.8825,0.786,0.96,'KPM_FDC',0.8053
'MSG_71MFF   ','CNT_M38OV   ','NET_JYFK7   ',0.943,5242.09,80.47,'Random',0.034,0.4504,0.665,0.52,'KPM_HJZ',0.6178
'MSG_QP13G   ','CNT_3OHZQ   ','NET_9CKRF   ',0.032,8981.15,56.42,'Delayed',0.269,0.7230,0.625,0.50,'KPM_SEP',0.1712
'MSG_H2QAR   ','CNT_FGJI3   ','NET_AKWLV   ',0.832,7173.88,85.73,'Delayed',0.566,0.1680,0.288,0.17,'KPM_S4X',0.4961
'MSG_8BESH   ','CNT_QAEBV   ','NET_10D4N   ',0.557,4151.68,38.81,'Instant',0.695,0.9444,0.543,0.36,'KPM_SM2',0.7700
'MSG_EVVNA   ','CNT_ZL4HC   ','NET_WVL2O   ',0.487,6680.00,5.27,'Natural',0.011,0.4933,0.692,0.62,'KPM_TMC',0.1006
'MSG_3AJMY   ','CNT_1A7GS   ','NET_5VHCL   ',0.370,1688.34,69.52,'Natural',0.052,0.6537,0.545,0.84,'KPM_GIA',0.7624
'MSG_B2ILI   ','CNT_S1IHP   ','NET_L8P6Y   ',0.611,9033.46,98.89,'Instant',0.925,0.5991,0.246,0.46,'KPM_CWL',0.4632
'MSG_XUNIZ   ','CNT_8SQN6   ','NET_SOMQ6   ',0.055,2096.43,27.44,'Instant',0.081,0.4950,0.744,0.44,'KPM_W9A',0.8398
'MSG_D0PWG   ','CNT_T9R2N   ','NET_90A5K   ',0.090,7777.23,95.80,'Delayed',0.097,0.0887,0.310,0.64,'KPM_F68',0.7097
'MSG_99698   ','CNT_N7LO6   ','NET_WDN31   ',0.339,3356.00,40.41,'Instant',0.308,0.0503,0.750,0.05,'KPM_ZEG',0.4065
'MSG_04QP6   ','CNT_DP0I3   ','NET_33GEV   ',0.087,9181.62,72.45,'Delayed',0.850,0.5204,0.930,0.27,'KPM_4MU',0.3953
'MSG_YFNBA   ','CNT_KJ7UX   ','NET_GDUZP   ',0.287,1191.32,43.70,'Natural',0.172,0.0208,0.909,0.78,'KPM_24E',0.2921
'MSG_6NTMA   ','CNT_CKQM2   ','NET_NDPH0   ',0.291,2717.03,75.97,'Natural',0.257,0.2643,0.247,0.31,'KPM_7P6',0.9269
'MSG_RO7UX   ','CNT_HG2CR   ','NET_8QTQL   ',0.320,3248.25,21.34,'Instant',0.427,0.2465,0.545,0.55,'KPM_OLI',0.7569
'MSG_U63W9   ','CNT_T5IT2   ','NET_KXFIZ   ',0.781,1567.95,66.28,'Random',0.167,0.0949,0.180,0.41,'KPM_7NM',0.5790
'MSG_GIJDW   ','CNT_BS79W   ','NET_DUW9L   ',0.688,2238.08,60.90,'Delayed',0.715,0.1821,0.410,0.78,'KPM_FAY',0.2331
'MSG_INYWT   ','CNT_SRPS2   ','NET_2OLOQ   ',0.342,2945.40,76.52,'Natural',0.824,0.7125,0.440,0.36,'KPM_GZ8',0.1622
'MSG_7EK70   ','CNT_HH215   ','NET_W042V   ',0.926,9064.38,74.06,'Delayed',0.614,0.8955,0.873,0.48,'KPM_ZC0',0.1659
'MSG_CWT4E   ','CNT_X0BAT   ','NET_22IIX   ',0.597,257.31,93.99,'Random',0.602,0.8317,0.779,0.74,'KPM_ZMN',0.9439
'MSG_420PS   ','CNT_LXPM4   ','NET_MJXAG   ',0.680,6684.11,60.18,'Instant',0.903,0.6727,0.565,0.92,'KPM_SKP',0.6800
'MSG_2TQOD   ','CNT_AEHCY   ','NET_EZM5T   ',0.856,4177.45,77.95,'Instant',0.452,0.9866,0.455,0.87,'KPM_9GW',0.1825
'MSG_FAOE2   ','CNT_QK3YW   ','NET_4ZO9K   ',0.538,1103.35,71.46,'Delayed',0.391,0.2909,0.494,0.55,'KPM_TK0',0.0111
'MSG_7FSVN   ','CNT_46ZAN   ','NET_E3E3U   ',0.851,4820.32,44.20,'Instant',0.529,0.5152,0.329,0.27,'KPM_62J',0.1395
'MSG_GJVWM   ','CNT_P0QL1   ','NET_CEDUX   ',0.049,3116.51,69.66,'Natural',0.182,0.4563,0.589,0.03,'KPM_ZGY',0.7992
'MSG_BXSOW   ','CNT_2YBWG   ','NET_85QW0   ',0.782,4283.28,72.77,'Random',0.007,0.6908,0.874,0.95,'KPM_V4V',0.1820
'MSG_ECZXD   ','CNT_ZWFOC   ','NET_6QVM5   ',0.809,6085.92,42.99,'Instant',0.460,0.8330,0.988,0.86,'KPM_AXK',0.5245
'MSG_ZGVQE   ','CNT_A9UWE   ','NET_ROJ7I   ',0.089,6513.76,74.21,'Instant',0.144,0.4574,0.830,0.40,'KPM_96D',0.6755
'MSG_EKOPX   ','CNT_ANO3H   ','NET_7XETJ   ',0.599,2408.18,42.03,'Delayed',0.055,0.8267,0.438,0.32,'KPM_CS0',0.9276
'MSG_COWPA   ','CNT_KSJOQ   ','NET_PRWFU   ',0.902,6499.48,94.92,'Instant',0.639,0.3822,0.428,0.51,'KPM_V9N',0.7097
'MSG_0D3NR   ','CNT_UVN4I   ','NET_YVSW8   ',0.065,2599.31,62.91,'Instant',0.651,0.2122,0.998,0.35,'KPM_8J8',0.6303
'MSG_2447D   ','CNT_HY0J5   ','NET_SBDLW   ',0.328,6367.54,97.73,'Delayed',0.496,0.3513,0.955,0.96,'KPM_U9B',0.2630
'MSG_3XUAP   ','CNT_JTMNI   ','NET_6XSXJ   ',0.915,6667.49,29.86,'Instant',0.100,0.0675,0.951,0.25,'KPM_2EC',0.3224
'MSG_830O7   ','CNT_IOTZQ   ','NET_P3YF4   ',0.301,8658.45,27.96,'Natural',0.079,0.9109,0.674,0.51,'KPM_CZO',0.6073
'MSG_FA8P7   ','CNT_3VDLZ   ','NET_H32ZE   ',0.346,337.53,85.51,'Delayed',0.158,0.1866,0.441,0.94,'KPM_8UB',0.2587
'MSG_6LLKL   ','CNT_GWCS3   ','NET_KG5KL   ',0.170,6036.37,45.31,'Instant',0.381,0.1329,0.398,0.86,'KPM_WAR',0.4698
'MSG_HJ117   ','CNT_O5HHM   ','NET_MCOKZ   ',0.712,6694.71,28.71,'Delayed',0.376,0.4924,0.631,0.31,'KPM_H4O',0.4507
'MSG_D1XRZ   ','CNT_DSLRF   ','NET_9S3A0   ',0.651,2594.68,72.93,'Instant',0.452,0.5680,0.397,0.60,'KPM_CJY',0.5784
