'SESS_N941W  ','FA647912    ','Regular','Suspicious',61.5,6533.69,65704,83.94,NULL
'SESS_8V4VW  ','FA157805    ','Burst','High',45.3,4441.28,42788,12.93,NULL
'SESS_GXWK0  ','FA665309    ','Bot-like','Suspicious',11.7,5278.78,930597,98.52,NULL
'SESS_6FXDE  ','FA563491    ','Random','Suspicious',64.9,4629.78,385009,79.51,NULL
'SESS_ERPOO  ','FA564801    ','Burst','Suspicious',10.9,6845.72,921865,90.64,NULL
'SESS_Z1B0Z  ','FA963937    ','Regular','Suspicious',80.7,2706.28,985524,41.76,NULL
'SESS_2N3V7  ','FA752467    ','Regular','Suspicious',1.4,3039.62,782499,23.93,NULL
'SESS_JKHK3  ','FA262007    ','Random','Low',56.4,219.19,111662,65.78,NULL
'SESS_W6D7P  ','FA184905    ','Random','Medium',86.5,5017.23,194945,94.48,NULL
'SESS_OULFW  ','FA483620    ','Random','High',82.3,6947.86,305176,74.77,NULL
'SESS_RNCJR  ','FA562580    ','Regular','Suspicious',30.7,2449.36,136961,13.66,NULL
'SESS_IBMJN  ','FA959752    ','Regular','High',41.8,7549.31,920199,95.63,NULL
'SESS_DMY8B  ','FA264462    ','Bot-like','Medium',39.0,8819.59,512075,41.37,NULL
'SESS_C6SQ2  ','FA821287    ','Regular','Suspicious',1.6,2737.17,150908,45.50,NULL
'SESS_SE38T  ','FA990991    ','Bot-like','Suspicious',56.7,4844.67,513685,11.64,NULL
'SESS_LIN2I  ','FA517548    ','Regular','High',22.6,4032.81,384173,18.57,NULL
'SESS_ON11H  ','FA253101    ','Random','High',69.0,5595.91,605325,34.05,NULL
'SESS_R26MZ  ','FA415498    ','Bot-like','High',22.3,2475.83,585134,0.43,NULL
'SESS_EFQS4  ','FA577760    ','Random','Low',18.4,5649.30,611530,77.42,NULL
'SESS_5ZS21  ','FA230421    ','Burst','Suspicious',78.8,5714.51,234852,87.69,NULL
'SESS_O2RAH  ','FA590817    ','Burst','High',93.5,7819.84,694662,84.73,NULL
'SESS_GU6BR  ','FA695363    ','Regular','Low',85.5,5328.36,239016,1.25,NULL
'SESS_6232F  ','FA439758    ','Burst','Low',49.5,928.72,166851,20.67,NULL
'SESS_1BI67  ','FA378920    ','Bot-like','Medium',1.8,1845.73,666338,71.41,NULL
'SESS_H9WJG  ','FA167463    ','Random','Low',95.8,2620.76,216207,2.04,NULL
'SESS_D70PG  ','FA963775    ','Burst','Medium',47.3,5552.70,236847,55.44,NULL
'SESS_SU8IA  ','FA199747    ','Regular','Medium',29.1,1389.02,675306,41.92,NULL
'SESS_7943Z  ','FA316324    ','Regular','Suspicious',84.3,7407.65,893730,60.00,NULL
'SESS_ACT2I  ','FA862012    ','Bot-like','Suspicious',31.9,8455.43,802220,66.69,NULL
'SESS_FHRD1  ','FA956717    ','Random','High',93.7,7427.90,924485,52.46,NULL
'SESS_VGFDA  ','FA786147    ','Regular','Suspicious',82.8,5896.74,972170,29.62,NULL
'SESS_WU79G  ','FA490699    ','Burst','High',90.8,1662.99,972753,24.58,NULL
'SESS_A5HIT  ','FA586244    ','Regular','Suspicious',54.3,6782.47,107496,32.70,NULL
'SESS_35CY8  ','FA867362    ','Burst','Suspicious',89.7,9868.82,95317,90.38,NULL
'SESS_4BLNM  ','FA671661    ','Bot-like','Medium',94.4,8657.37,942503,62.98,NULL
'SESS_D3MA5  ','FA759928    ','Random','Low',12.1,9818.57,249904,15.86,NULL
'SESS_RKXV4  ','FA544018    ','Random','Medium',92.3,5149.19,171596,64.47,NULL
'SESS_PQGN5  ','FA959109    ','Burst','Low',43.4,3042.10,334577,44.10,NULL
'SESS_ZM12P  ','FA691957    ','Regular','High',53.5,1065.83,9290,69.46,NULL
'SESS_OPOXD  ','FA452493    ','Regular','High',19.7,2116.83,680848,69.38,NULL
'SESS_HC0K1  ','FA859490    ','Bot-like','High',39.2,7427.36,125035,48.01,NULL
'SESS_0GULK  ','FA398365    ','Random','High',42.1,2385.22,646269,26.29,NULL
'SESS_7GUNB  ','FA555802    ','Random','Suspicious',20.8,4966.91,670342,65.66,NULL
'SESS_IR79R  ','FA268506    ','Regular','High',42.2,677.46,192821,40.13,NULL
'SESS_7XX09  ','FA115302    ','Burst','High',56.1,6134.29,200390,84.81,NULL
'SESS_S7YPH  ','FA246328    ','Bot-like','Low',16.9,4667.52,523943,21.10,NULL
'SESS_CH6RU  ','FA840654    ','Bot-like','Low',30.6,1794.45,190605,21.48,NULL
'SESS_NQADA  ','FA975212    ','Bot-like','Low',69.3,9177.50,316449,65.83,NULL
'SESS_39Y3M  ','FA762907    ','Regular','Low',44.2,8549.66,370144,44.65,NULL
'SESS_XRKTD  ','FA778357    ','Random','Low',82.5,9043.93,744267,0.50,NULL
'SESS_37EC5  ','FA679295    ','Burst','Low',38.4,3819.25,141214,88.63,NULL
'SESS_2ISVH  ','FA564641    ','Random','Medium',65.6,822.91,15295,99.67,NULL
'SESS_RVD4J  ','FA778859    ','Regular','Low',2.6,5260.81,15137,38.46,NULL
'SESS_67MFN  ','FA285777    ','Burst','Low',59.0,1893.63,960332,21.71,NULL
'SESS_QN6ZY  ','FA679566    ','Bot-like','High',58.6,3863.16,141148,15.50,NULL
'SESS_Z2HE3  ','FA209782    ','Regular','Low',19.8,9453.28,609159,67.02,NULL
'SESS_6P727  ','FA512417    ','Bot-like','Medium',28.7,2067.70,329543,54.28,NULL
'SESS_MXLN9  ','FA589068    ','Burst','High',96.4,5162.35,269041,49.30,NULL
'SESS_DX7CY  ','FA668691    ','Random','High',38.0,5615.79,702305,29.42,NULL
'SESS_CUIZ1  ','FA590286    ','Regular','Suspicious',55.0,5946.13,276448,91.62,NULL
'SESS_TQZU4  ','FA783125    ','Random','Low',85.9,6788.47,775152,48.86,NULL
'SESS_AZN21  ','FA874691    ','Burst','Medium',17.8,9282.59,637692,19.36,NULL
'SESS_RPJIT  ','FA486581    ','Burst','Suspicious',50.3,9652.64,605924,31.85,NULL
'SESS_5MDPM  ','FA518867    ','Burst','Suspicious',54.0,2624.83,525684,15.62,NULL
'SESS_D190F  ','FA821082    ','Regular','Suspicious',35.7,8835.30,627987,84.48,NULL
'SESS_B5MBQ  ','FA639519    ','Bot-like','Low',4.9,6319.47,260810,51.99,NULL
'SESS_2AF33  ','FA138151    ','Regular','Low',29.9,910.10,405107,81.78,NULL
'SESS_6Y6BG  ','FA323877    ','Bot-like','Medium',82.6,4396.95,879592,60.68,NULL
'SESS_Z7Z73  ','FA648044    ','Regular','Suspicious',67.7,4202.21,263336,3.18,NULL
'SESS_0DZ3S  ','FA200675    ','Bot-like','Low',78.5,2711.52,14908,50.69,NULL
'SESS_GLS15  ','FA139588    ','Burst','Suspicious',46.8,3574.29,878260,19.24,NULL
'SESS_2A753  ','FA977751    ','Random','Suspicious',63.2,2287.43,894152,18.93,NULL
'SESS_SJXT6  ','FA672751    ','Burst','High',37.7,9183.52,884659,25.69,NULL
'SESS_98LWR  ','FA371632    ','Burst','Low',22.2,2820.05,169535,90.31,NULL
'SESS_B4P1Q  ','FA960840    ','Random','Medium',43.1,1119.60,99025,26.49,NULL
'SESS_AIVNQ  ','FA889935    ','Bot-like','Suspicious',57.3,1951.52,174890,9.89,NULL
'SESS_B4O3W  ','FA816489    ','Burst','Low',81.6,1690.73,256054,87.21,NULL
'SESS_N3SDG  ','FA874334    ','Random','Suspicious',9.4,1293.66,731378,38.20,NULL
'SESS_RIPPF  ','FA540645    ','Bot-like','Low',55.5,5866.38,637626,1.87,NULL
'SESS_29A2V  ','FA316928    ','Random','Low',14.0,5550.74,34927,94.59,NULL
'SESS_MBP28  ','FA562547    ','Burst','High',2.6,9850.96,637224,24.93,NULL
'SESS_STY4C  ','FA443145    ','Regular','Medium',58.4,9926.11,235912,17.42,NULL
'SESS_44NHP  ','FA389735    ','Random','Low',34.1,9810.02,499530,4.22,NULL
'SESS_I6G7P  ','FA557734    ','Burst','High',98.1,3868.13,607111,94.28,NULL
'SESS_QUCWV  ','FA626462    ','Burst','Suspicious',90.8,2904.15,786297,8.09,NULL
'SESS_HPYO3  ','FA743795    ','Random','Low',18.0,1207.83,422205,40.24,NULL
'SESS_1AC9F  ','FA272177    ','Random','Low',3.7,9621.29,706746,81.28,NULL
'SESS_72CLD  ','FA663984    ','Regular','High',58.9,3111.33,337431,46.39,NULL
'SESS_ADY2Y  ','FA258682    ','Random','High',98.5,2558.83,830274,35.89,NULL
'SESS_RTJFE  ','FA164588    ','Bot-like','High',30.6,6255.34,290648,94.94,NULL
'SESS_B5EHG  ','FA763778    ','Bot-like','Low',71.2,9486.42,920852,40.95,NULL
'SESS_3P0Q3  ','FA349343    ','Random','Low',90.7,667.87,913010,76.63,NULL
'SESS_XQ8JG  ','FA527915    ','Bot-like','Low',54.0,3538.21,868325,47.82,NULL
'SESS_Z0XMD  ','FA888934    ','Regular','High',15.4,9036.52,421292,65.14,NULL
'SESS_6FWXV  ','FA814186    ','Random','Low',74.4,3871.17,502922,39.58,NULL
'SESS_KPN8S  ','FA497186    ','Random','Medium',89.6,6410.30,485862,43.48,NULL
'SESS_DH0NI  ','FA534164    ','Random','High',89.0,8510.07,735583,1.78,NULL
'SESS_7XQ3D  ','FA199969    ','Burst','Suspicious',88.6,3244.34,600567,18.87,NULL
'SESS_0KTAZ  ','FA146189    ','Burst','Low',60.4,3025.54,238663,83.17,NULL
'SESS_L3OR2  ','FA809147    ','Random','Low',94.2,926.86,344203,82.99,NULL
'SESS_OD893  ','FA627604    ','Bot-like','Low',33.3,104.01,200282,11.21,NULL
'SESS_QQOE9  ','FA150801    ','Regular','Medium',99.0,4083.18,600632,52.86,NULL
'SESS_9EAOX  ','FA749455    ','Regular','Suspicious',39.7,8377.05,32597,90.45,NULL
'SESS_AVIIR  ','FA679113    ','Burst','High',65.9,7413.05,657133,74.04,NULL
'SESS_CN3MK  ','FA604718    ','Random','High',88.1,7116.42,353104,3.36,NULL
'SESS_M1S8H  ','FA911346    ','Burst','High',98.9,8653.07,901199,5.85,NULL
'SESS_R374H  ','FA785245    ','Burst','Medium',41.8,9308.93,83210,36.33,NULL
'SESS_KIXOE  ','FA833871    ','Burst','Suspicious',21.7,9440.80,104685,42.46,NULL
'SESS_USNSG  ','FA677439    ','Random','Medium',55.0,1565.62,842872,81.58,NULL
'SESS_GLW1G  ','FA996846    ','Random','Low',90.9,1304.42,819763,9.13,NULL
'SESS_PEU1W  ','FA864753    ','Regular','High',84.2,3259.23,806857,24.43,NULL
'SESS_ERF7L  ','FA476915    ','Bot-like','Suspicious',9.3,5868.35,296181,8.89,NULL
'SESS_LUTEF  ','FA792990    ','Regular','High',66.2,180.60,322687,15.02,NULL
'SESS_4SOEO  ','FA116099    ','Regular','Low',50.0,7247.96,796361,64.67,NULL
'SESS_KT0MZ  ','FA542058    ','Regular','High',11.9,2203.24,540983,73.86,NULL
'SESS_OINRR  ','FA748209    ','Random','Medium',84.2,776.14,732226,20.76,NULL
'SESS_JEUC1  ','FA247938    ','Random','Medium',88.4,8914.43,748382,57.72,NULL
'SESS_V949U  ','FA162414    ','Regular','Low',33.1,3865.57,634034,76.09,NULL
'SESS_AW39B  ','FA496155    ','Bot-like','Suspicious',70.7,980.33,551036,10.54,NULL
'SESS_ZZJDH  ','FA659706    ','Burst','Medium',73.6,3237.96,35425,20.79,NULL
'SESS_PU03W  ','FA813611    ','Random','Medium',16.2,6922.48,604497,15.13,NULL
'SESS_3I4I3  ','FA922840    ','Burst','High',51.3,7912.95,187590,98.77,NULL
'SESS_CAF6B  ','FA801291    ','Bot-like','Suspicious',21.7,2881.12,67225,51.73,NULL
'SESS_WF55Q  ','FA438071    ','Regular','Suspicious',46.5,4435.95,137908,14.98,NULL
'SESS_MK2RE  ','FA458250    ','Burst','High',22.6,9682.30,204316,44.35,NULL
'SESS_SU508  ','FA319556    ','Regular','High',20.9,3300.88,515489,98.23,NULL
'SESS_JO2W1  ','FA628851    ','Burst','Low',20.3,6461.66,255353,32.89,NULL
'SESS_FELQJ  ','FA866477    ','Bot-like','Low',8.3,310.32,156146,36.61,NULL
'SESS_N209E  ','FA459922    ','Burst','Suspicious',25.2,3122.23,979237,77.42,NULL
'SESS_QWNCQ  ','FA420160    ','Regular','Suspicious',30.6,3399.47,382509,87.10,NULL
'SESS_0CDAC  ','FA782328    ','Bot-like','Medium',9.4,3968.63,302003,90.65,NULL
'SESS_9TS8R  ','FA912036    ','Bot-like','Low',43.8,2170.28,404168,53.31,NULL
'SESS_52IRQ  ','FA717336    ','Random','Low',69.4,2482.00,890521,35.11,NULL
'SESS_VH8GH  ','FA760316    ','Burst','Suspicious',94.6,2952.55,684877,1.39,NULL
'SESS_W03QY  ','FA544753    ','Regular','Suspicious',51.0,551.96,306621,43.79,NULL
'SESS_9C3XZ  ','FA814570    ','Bot-like','Suspicious',44.9,7636.83,761712,94.78,NULL
'SESS_F8BM8  ','FA400776    ','Regular','Medium',41.2,3501.36,346697,39.53,NULL
'SESS_OUXGG  ','FA863777    ','Random','Medium',63.2,5218.33,138276,11.87,NULL
'SESS_DTYC1  ','FA965135    ','Burst','High',43.7,7452.52,881641,65.18,NULL
'SESS_7QNTT  ','FA310190    ','Random','Low',91.2,1926.24,921090,57.31,NULL
'SESS_Z9AOH  ','FA690759    ','Regular','High',56.5,4941.89,449502,37.35,NULL
'SESS_WQPIR  ','FA819227    ','Bot-like','High',55.4,9159.73,893859,88.82,NULL
'SESS_A3WQI  ','FA316537    ','Random','High',9.4,3171.11,918314,58.89,NULL
'SESS_J0DOA  ','FA297384    ','Random','High',32.9,6832.03,14506,19.96,NULL
'SESS_3O75D  ','FA214088    ','Random','Medium',43.5,2684.90,305388,54.27,NULL
'SESS_6061P  ','FA585640    ','Bot-like','Low',35.3,6752.12,991123,42.97,NULL
'SESS_D0SVH  ','FA939144    ','Burst','High',71.3,1632.17,22004,30.48,NULL
'SESS_S4PWN  ','FA925780    ','Random','High',43.0,1515.30,304893,69.86,NULL
'SESS_TJY9U  ','FA966807    ','Random','Low',57.0,5498.94,430980,98.99,NULL
'SESS_5AYVI  ','FA114001    ','Burst','High',50.1,4830.10,84942,16.67,NULL
'SESS_6VHL7  ','FA826590    ','Random','High',35.2,9328.57,937915,54.27,NULL
'SESS_0H1P1  ','FA939525    ','Bot-like','Low',34.9,837.29,915178,15.48,NULL
'SESS_7VNLV  ','FA657063    ','Regular','Medium',71.9,6140.66,224911,76.24,NULL
'SESS_U2THE  ','FA537700    ','Burst','Medium',48.7,723.72,161376,57.08,NULL
'SESS_IFT3X  ','FA196008    ','Random','High',4.6,2540.66,82975,94.79,NULL
'SESS_C4BGW  ','FA876240    ','Burst','Suspicious',5.4,5590.79,713202,8.92,NULL
'SESS_C9338  ','FA983852    ','Regular','Suspicious',43.7,1728.68,417674,73.33,NULL
'SESS_CW3QO  ','FA748001    ','Bot-like','Low',37.5,3770.59,896178,14.00,NULL
'SESS_IB8WF  ','FA173317    ','Random','Low',36.3,8060.37,943424,45.97,NULL
'SESS_EK3RR  ','FA745112    ','Burst','High',41.1,6019.68,828118,7.90,NULL
'SESS_0XKWZ  ','FA688169    ','Regular','Medium',87.8,462.62,882024,73.30,NULL
'SESS_813E9  ','FA607255    ','Regular','Low',95.6,5511.02,72351,60.96,NULL
'SESS_Z2SEE  ','FA452452    ','Regular','Suspicious',78.5,2535.07,887708,17.14,NULL
'SESS_MALTB  ','FA344507    ','Regular','Low',44.7,2030.75,419151,96.42,NULL
'SESS_6LMYK  ','FA697580    ','Bot-like','Medium',48.5,1919.32,340579,0.26,NULL
'SESS_9SV5O  ','FA107495    ','Burst','High',36.2,7311.98,325666,85.41,NULL
'SESS_JI74D  ','FA592052    ','Random','Suspicious',9.1,7835.95,960648,31.77,NULL
'SESS_TEHX4  ','FA718533    ','Random','High',37.4,1928.37,743715,87.57,NULL
'SESS_J7POI  ','FA589246    ','Random','Low',70.5,2433.59,142448,9.53,NULL
'SESS_Q1H6S  ','FA135534    ','Bot-like','Medium',67.4,6404.05,205589,24.86,NULL
'SESS_USAJX  ','FA751792    ','Regular','Medium',94.6,152.78,593134,22.99,NULL
'SESS_AY0V4  ','FA917160    ','Regular','Suspicious',47.3,391.28,255584,37.60,NULL
'SESS_ZWRMN  ','FA896547    ','Regular','Suspicious',78.9,1576.89,149674,33.66,NULL
'SESS_9KEN8  ','FA664798    ','Burst','Suspicious',79.7,7583.30,266496,50.48,NULL
'SESS_J9PV6  ','FA163815    ','Bot-like','Medium',85.4,7774.63,880127,8.67,NULL
'SESS_66U7S  ','FA109284    ','Random','Low',8.5,4212.08,335585,59.27,NULL
'SESS_JAEKT  ','FA931420    ','Regular','High',24.1,3046.89,817892,19.27,NULL
'SESS_IHJI8  ','FA840126    ','Regular','Low',94.6,3168.17,592894,27.58,NULL
'SESS_W9FQ8  ','FA255841    ','Bot-like','High',39.9,7601.66,601268,91.82,NULL
'SESS_BADRQ  ','FA246780    ','Regular','Low',79.6,8402.77,842483,60.26,NULL
'SESS_UD6EP  ','FA270872    ','Burst','Suspicious',6.4,1229.19,652841,96.05,NULL
'SESS_PQA9R  ','FA171467    ','Bot-like','Suspicious',55.3,2705.86,214342,12.95,NULL
'SESS_Y5EOM  ','FA795742    ','Random','High',61.2,3846.44,490022,69.70,NULL
'SESS_YHDWV  ','FA156395    ','Regular','High',43.2,6637.13,360086,7.04,NULL
'SESS_DT0H8  ','FA347038    ','Random','Suspicious',53.9,7739.00,14986,2.12,NULL
'SESS_T4Z2W  ','FA465814    ','Bot-like','High',50.4,8904.36,247629,92.43,NULL
'SESS_Q00FU  ','FA361290    ','Burst','Suspicious',22.9,3356.36,856732,3.10,NULL
'SESS_R99B8  ','FA216341    ','Bot-like','Medium',23.4,238.61,394529,24.36,NULL
'SESS_IQI3U  ','FA475695    ','Bot-like','Suspicious',53.3,254.50,450818,69.50,NULL
'SESS_J4A3K  ','FA208466    ','Bot-like','Suspicious',54.3,9081.45,227177,80.67,NULL
'SESS_3PJ8B  ','FA115374    ','Burst','Medium',18.9,6763.97,48327,93.13,NULL
'SESS_BJJ1G  ','FA292132    ','Bot-like','Medium',48.5,2856.41,166559,87.95,NULL
'SESS_U6YIE  ','FA380421    ','Random','Medium',71.1,5752.06,726328,48.08,NULL
'SESS_FSIWG  ','FA433496    ','Bot-like','High',72.2,9092.62,459631,14.29,NULL
'SESS_FEUA3  ','FA208164    ','Random','Low',3.3,7352.64,237601,38.09,NULL
'SESS_K0RY8  ','FA592254    ','Burst','Low',37.0,4146.67,425785,24.61,NULL
'SESS_MUJD6  ','FA449335    ','Bot-like','Medium',93.1,1981.63,523282,66.56,NULL
'SESS_OIBXP  ','FA487063    ','Burst','Low',99.5,536.48,21503,59.78,NULL
'SESS_MK2OA  ','FA318192    ','Bot-like','Suspicious',9.0,4099.95,755407,66.38,NULL
'SESS_XIJFM  ','FA709450    ','Bot-like','Low',91.3,2962.28,730912,68.59,NULL
'SESS_MCXCL  ','FA699401    ','Regular','Suspicious',20.4,4263.62,88305,14.74,NULL
'SESS_AZT4Y  ','FA135386    ','Burst','High',79.6,8665.99,571289,98.83,NULL
'SESS_X0LGY  ','FA726388    ','Random','Medium',12.6,5597.03,616560,60.00,NULL
'SESS_TRWDX  ','FA225992    ','Regular','Low',49.8,4064.47,247853,15.32,NULL
'SESS_UC1DB  ','FA603701    ','Random','Medium',92.5,3068.96,119636,76.54,NULL
'SESS_PRYZW  ','FA429985    ','Regular','High',10.5,8720.73,827101,58.95,NULL
