'MOD_SW9H5   ','SEC_KQX31   ','CNT_U6BST   ',1755,NULL,'2',432,'4',15,12,'Follower',34.52,98.58,0.536,4.7,0.2284,0.21,0.822,'Medium','Active','Restriction','Monthly','2021-11-02','2024-07-24'
'MOD_BUIW3   ','SEC_D2C61   ','CNT_0B4YZ   ',3679,NULL,'1',579,'5',14,727,'Follower',42.07,33.34,0.419,1.0,0.7578,6.38,0.902,'High','Completed','Warning','Quarterly','2022-08-09','2024-07-30'
'MOD_7S9H1   ','SEC_1421N   ','CNT_EYJTT   ',2442,NULL,'2',605,'3',31,833,'Leader',37.51,56.03,0.599,3.1,0.9557,9.84,0.478,'Urgent','Pending','Suspension','Quarterly','2023-04-14','2025-06-23'
'MOD_SOXVN   ','SEC_C0L1X   ','CNT_5C5P8   ',3663,NULL,'0',279,'1',5,898,'Leader',11.99,89.89,0.187,2.3,0.3941,9.91,0.587,'High','Pending','Warning','Monthly','2025-06-30','2021-11-03'
'MOD_Q7F2D   ','SEC_MJVFX   ','CNT_ITIIB   ',490,NULL,'5',971,'0',26,408,'Leader',56.11,34.01,0.020,5.3,0.4621,7.09,0.608,'Medium','Pending','Suspension','Daily','2022-07-28','2020-09-21'
'MOD_QWPXI   ','SEC_JSM6R   ','CNT_W0Q46   ',4915,NULL,'5',503,'4',4,380,'Amplifier',86.14,37.89,0.136,1.9,0.2576,4.50,0.182,'Low','Completed','Warning','Monthly','2021-10-27','2020-06-27'
'MOD_QOLYP   ','SEC_8I14H   ','CNT_R0DW5   ',3287,NULL,'3',111,'2',36,636,'Amplifier',97.80,99.13,0.632,1.3,0.2647,6.60,0.975,'Urgent','Pending','Suspension','Weekly','2023-03-23','2024-10-14'
'MOD_4QIX8   ','SEC_QQTVH   ','CNT_C7CXW   ',829,NULL,'2',268,'4',13,857,'Amplifier',14.68,92.08,0.145,5.6,0.1936,4.45,0.046,'Low','Active','Warning','Quarterly','2024-11-08','2021-11-30'
'MOD_LI1HM   ','SEC_8I7ZK   ','CNT_Y5EGY   ',5383,NULL,'5',270,'5',6,113,'Leader',33.06,8.13,0.241,5.4,0.1287,1.69,0.392,'Low','Active','Restriction','Daily','2025-09-26','2025-01-01'
'MOD_7A34C   ','SEC_RKQ5H   ','CNT_EWG8V   ',4079,NULL,'5',939,'1',44,763,'Leader',40.45,11.33,0.095,7.8,0.8256,8.59,0.127,'Medium','Pending','Warning','Quarterly','2021-02-17','2020-01-14'
'MOD_JG7FD   ','SEC_6VZH5   ','CNT_MPZJM   ',1388,NULL,'4',945,'1',11,982,'Isolated',45.24,0.54,0.707,1.1,0.0243,7.18,0.447,'Urgent','Pending','Warning','Daily','2021-05-07','2024-06-26'
'MOD_GIA5A   ','SEC_E1VDM   ','CNT_X09XA   ',4509,NULL,'2',45,'4',15,684,'Follower',51.72,78.52,0.086,1.7,0.0490,8.97,0.116,'Low','Completed','Suspension','Monthly','2022-06-16','2021-09-22'
'MOD_C1PXO   ','SEC_OXQ7X   ','CNT_I8WMB   ',6271,NULL,'2',421,'0',21,102,'Leader',2.12,79.36,0.926,2.4,0.0402,2.38,0.731,'Urgent','Pending','Suspension','Monthly','2025-11-02','2025-04-06'
'MOD_POE8I   ','SEC_A1WKE   ','CNT_933KH   ',8766,NULL,'5',713,'2',16,447,'Isolated',31.32,62.37,0.243,1.6,0.4187,3.11,0.452,'Medium','Completed','Suspension','Weekly','2020-12-25','2021-11-05'
'MOD_ML3CY   ','SEC_H3PB0   ','CNT_Z90AX   ',7638,NULL,'2',647,'4',21,518,'Amplifier',17.01,76.50,0.893,9.0,0.5117,4.00,0.816,'Medium','Completed','Restriction','Weekly','2023-08-16','2023-01-13'
'MOD_HCNM3   ','SEC_5R2FA   ','CNT_TGV55   ',4598,NULL,'3',74,'2',19,271,'Isolated',8.03,59.90,0.972,2.3,0.2094,0.64,0.489,'Low','Active','Suspension','Quarterly','2025-03-03','2022-04-27'
'MOD_9OY6M   ','SEC_FC46I   ','CNT_JSFDG   ',298,NULL,'2',615,'4',6,47,'Follower',54.45,73.75,0.878,8.5,0.2875,4.28,0.573,'Urgent','Pending','Warning','Monthly','2024-10-20','2021-02-06'
'MOD_VJ7SF   ','SEC_HNTKJ   ','CNT_A9LK3   ',4704,NULL,'0',982,'3',39,772,'Isolated',55.29,98.42,0.997,7.6,0.2281,3.12,0.299,'Low','Completed','Restriction','Daily','2022-08-18','2025-11-16'
'MOD_5M5EK   ','SEC_A49K6   ','CNT_DAE5L   ',3186,NULL,'2',340,'2',1,550,'Amplifier',68.28,80.66,0.077,7.4,0.0802,5.14,0.253,'High','Active','Suspension','Weekly','2020-09-14','2024-12-19'
'MOD_YXPPN   ','SEC_PYH1F   ','CNT_RKN21   ',9309,NULL,'2',139,'0',46,737,'Follower',51.04,26.56,0.602,4.5,0.6196,2.14,0.669,'High','Pending','Warning','Daily','2021-02-28','2024-11-10'
'MOD_VT1MD   ','SEC_TBTC8   ','CNT_E1EYZ   ',5276,NULL,'0',955,'3',30,50,'Amplifier',14.58,8.27,0.182,6.3,0.2111,0.75,0.745,'Medium','Pending','Warning','Weekly','2020-05-15','2024-02-16'
'MOD_1LOFB   ','SEC_WG42E   ','CNT_CO2N8   ',9263,NULL,'2',773,'4',31,679,'Follower',90.50,33.71,0.986,0.8,0.9991,1.16,0.431,'Medium','Completed','Warning','Quarterly','2022-10-05','2023-06-22'
'MOD_HRPPZ   ','SEC_P0B2L   ','CNT_TQH7V   ',7649,NULL,'0',401,'3',34,510,'Isolated',29.23,37.79,0.692,2.7,0.0308,2.57,0.319,'High','Completed','Restriction','Weekly','2021-05-27','2023-11-29'
'MOD_KR3XK   ','SEC_I36VS   ','CNT_YOBOM   ',830,NULL,'5',703,'0',32,258,'Follower',38.05,60.24,0.650,4.4,0.8113,8.20,0.229,'High','Active','Warning','Weekly','2021-06-17','2021-06-17'
'MOD_17Y76   ','SEC_3DN6B   ','CNT_KPXP2   ',54,NULL,'1',331,'0',24,336,'Leader',47.08,31.44,0.061,1.3,0.4757,9.15,0.185,'High','Pending','Restriction','Daily','2023-12-18','2023-09-23'
'MOD_1Z2K1   ','SEC_FJKTA   ','CNT_CKBK8   ',6246,NULL,'3',630,'2',14,423,'Isolated',33.08,58.98,0.725,9.9,0.8216,4.86,0.828,'High','Pending','Suspension','Monthly','2020-01-15','2020-06-08'
'MOD_GZ80Z   ','SEC_KOTNP   ','CNT_CG4JY   ',2170,NULL,'3',740,'3',21,736,'Follower',19.69,14.75,0.734,1.5,0.6035,1.74,0.214,'Urgent','Active','Restriction','Weekly','2021-12-24','2020-10-03'
'MOD_JMX5B   ','SEC_MPQ89   ','CNT_04EZO   ',9645,NULL,'3',487,'3',48,219,'Amplifier',14.48,51.24,0.460,6.8,0.0239,3.73,0.511,'Urgent','Active','Warning','Quarterly','2021-03-29','2020-09-02'
'MOD_VB4BF   ','SEC_RHG85   ','CNT_GV10S   ',8951,NULL,'4',893,'1',37,418,'Amplifier',5.38,40.20,0.282,7.0,0.8350,3.30,0.320,'Low','Completed','Restriction','Weekly','2023-06-16','2024-10-07'
'MOD_DVS4P   ','SEC_QKAW2   ','CNT_YP8HY   ',4253,NULL,'3',143,'3',49,902,'Leader',45.07,39.01,0.903,0.8,0.7575,0.47,0.511,'Low','Active','Restriction','Quarterly','2023-02-10','2020-11-15'
'MOD_MJGZJ   ','SEC_2YN7V   ','CNT_2K38T   ',7198,NULL,'3',633,'4',27,479,'Follower',23.44,68.83,0.249,3.8,0.8723,7.43,0.166,'High','Pending','Restriction','Monthly','2023-07-14','2021-02-08'
'MOD_OX9VL   ','SEC_H7TXD   ','CNT_XGB85   ',8735,NULL,'0',975,'3',18,602,'Leader',56.78,8.03,0.153,9.3,0.6563,8.37,0.747,'High','Active','Restriction','Weekly','2020-10-01','2020-12-24'
'MOD_IYV01   ','SEC_1Q0G1   ','CNT_5K6HI   ',6586,NULL,'1',891,'5',21,132,'Isolated',20.04,76.82,0.358,4.2,0.7932,6.11,0.389,'Low','Completed','Restriction','Daily','2022-12-12','2021-01-20'
'MOD_2M8UB   ','SEC_1R9BI   ','CNT_F9UI6   ',2924,NULL,'3',997,'2',13,463,'Follower',48.06,70.56,0.041,6.2,0.6431,1.96,0.812,'Medium','Active','Warning','Weekly','2023-10-12','2024-04-18'
'MOD_F2OHZ   ','SEC_AMK41   ','CNT_RJG75   ',9729,NULL,'4',582,'4',30,327,'Leader',77.79,84.99,0.880,2.7,0.1925,1.08,0.335,'Urgent','Active','Restriction','Monthly','2025-03-17','2023-05-27'
'MOD_MZSYO   ','SEC_EKOH3   ','CNT_RZ59F   ',2070,NULL,'0',557,'5',22,252,'Isolated',36.50,6.29,0.608,0.9,0.1723,9.53,0.282,'Urgent','Active','Restriction','Monthly','2022-12-08','2025-08-13'
'MOD_LS5W0   ','SEC_GBRWY   ','CNT_CH0Z7   ',6219,NULL,'0',202,'0',0,312,'Amplifier',46.28,83.77,0.713,4.7,0.6984,8.26,0.962,'Low','Pending','Warning','Weekly','2025-07-31','2021-03-28'
'MOD_O9YWK   ','SEC_0PTMG   ','CNT_1DH8S   ',3436,NULL,'4',118,'0',41,82,'Follower',4.66,6.55,0.242,4.7,0.6820,6.73,0.228,'Low','Active','Restriction','Quarterly','2020-06-16','2025-01-05'
'MOD_E0J56   ','SEC_512F1   ','CNT_OXLBP   ',9853,NULL,'2',238,'4',15,144,'Isolated',45.30,22.30,0.654,8.0,0.9819,6.19,0.706,'High','Pending','Suspension','Quarterly','2024-04-20','2024-06-10'
'MOD_1QDD8   ','SEC_9OTFF   ','CNT_612LV   ',9308,NULL,'2',932,'0',48,67,'Leader',99.64,74.89,0.708,2.4,0.2273,7.66,0.400,'Medium','Pending','Suspension','Monthly','2020-02-21','2020-02-10'
'MOD_20NQS   ','SEC_1S0B7   ','CNT_I8RGW   ',8215,NULL,'3',539,'1',32,587,'Amplifier',69.98,92.87,0.871,0.3,0.1624,4.99,0.415,'Low','Active','Restriction','Weekly','2021-10-29','2020-06-11'
'MOD_DHKY9   ','SEC_HVBIZ   ','CNT_X0NP0   ',7745,NULL,'4',645,'5',19,229,'Amplifier',61.64,54.08,0.814,6.4,0.7173,8.72,0.059,'Medium','Completed','Warning','Daily','2020-12-11','2024-01-27'
'MOD_G04X6   ','SEC_ABWCN   ','CNT_U8ZRD   ',6366,NULL,'1',50,'0',2,810,'Follower',39.11,29.09,0.763,6.5,0.8450,5.09,0.125,'Medium','Completed','Suspension','Daily','2022-10-03','2023-09-05'
'MOD_J47TG   ','SEC_UNYFO   ','CNT_R3J1D   ',123,NULL,'5',180,'5',1,74,'Amplifier',58.56,17.81,0.335,7.0,0.1977,0.94,0.859,'Medium','Completed','Restriction','Weekly','2024-05-29','2022-06-19'
'MOD_D2JPO   ','SEC_S5SBG   ','CNT_XHG31   ',6345,NULL,'2',163,'1',3,391,'Amplifier',96.42,53.38,0.358,3.2,0.8594,7.86,0.313,'Medium','Active','Restriction','Weekly','2020-12-23','2025-11-23'
'MOD_L5G3D   ','SEC_2SU8R   ','CNT_UL0PC   ',615,NULL,'2',591,'2',28,415,'Isolated',69.59,39.09,0.487,3.6,0.9081,0.82,0.929,'Medium','Active','Restriction','Weekly','2025-03-31','2025-06-05'
'MOD_COBP3   ','SEC_YWU1L   ','CNT_0OU8F   ',2236,NULL,'4',775,'4',31,76,'Isolated',76.39,89.10,0.914,4.9,0.3715,6.75,0.045,'Medium','Completed','Suspension','Daily','2025-02-04','2021-01-29'
'MOD_OQ6NR   ','SEC_FQPX2   ','CNT_OR8X8   ',6765,NULL,'5',348,'3',17,89,'Amplifier',49.61,60.95,0.112,3.4,0.7788,3.51,0.104,'Medium','Completed','Suspension','Daily','2021-11-26','2025-12-08'
'MOD_DRBSM   ','SEC_02L4N   ','CNT_2FN7N   ',3151,NULL,'0',524,'2',42,725,'Follower',44.28,67.16,0.575,3.7,0.9600,8.02,0.588,'High','Completed','Restriction','Daily','2020-08-01','2025-12-30'
'MOD_F504D   ','SEC_X184M   ','CNT_642LI   ',3992,NULL,'0',284,'5',20,925,'Isolated',58.08,17.96,0.438,0.1,0.6677,3.72,0.243,'High','Active','Suspension','Monthly','2024-05-24','2025-01-03'
'MOD_9YWOC   ','SEC_IG3HA   ','CNT_UGCS5   ',2585,NULL,'2',242,'4',42,769,'Amplifier',63.21,9.71,0.321,4.8,0.5025,3.79,0.975,'Low','Completed','Suspension','Quarterly','2024-12-29','2023-05-04'
'MOD_JY3UF   ','SEC_V2G2S   ','CNT_ISG9N   ',2195,NULL,'1',353,'1',32,688,'Amplifier',41.99,99.43,0.786,6.3,0.4009,0.58,0.328,'High','Active','Warning','Weekly','2025-08-19','2020-06-17'
'MOD_4E9UM   ','SEC_LMXL1   ','CNT_9QX9Y   ',3434,NULL,'3',730,'1',27,710,'Isolated',76.29,31.67,0.135,8.8,0.0697,9.17,0.394,'Medium','Completed','Restriction','Quarterly','2025-02-17','2022-09-13'
'MOD_QDVKS   ','SEC_126C2   ','CNT_J3TQH   ',5048,NULL,'3',69,'3',30,364,'Leader',86.48,9.37,0.728,0.8,0.9727,9.19,0.440,'Low','Completed','Restriction','Daily','2025-07-25','2025-02-27'
'MOD_1KGRA   ','SEC_XTYCC   ','CNT_ASF80   ',4325,NULL,'1',567,'1',30,37,'Follower',55.15,83.88,0.740,8.8,0.4528,7.87,0.705,'Low','Pending','Suspension','Weekly','2022-03-02','2021-05-09'
'MOD_G4AYW   ','SEC_2FALF   ','CNT_3Q5SJ   ',483,NULL,'3',140,'1',22,206,'Isolated',21.66,71.52,0.773,8.5,0.9220,6.60,0.628,'High','Completed','Restriction','Quarterly','2024-10-26','2025-05-17'
'MOD_S68QU   ','SEC_4IG9X   ','CNT_3QKVM   ',4125,NULL,'3',827,'1',24,731,'Isolated',45.29,64.39,0.613,3.4,0.4079,1.28,0.418,'Urgent','Completed','Warning','Daily','2023-07-12','2024-08-19'
'MOD_SFIMQ   ','SEC_13I10   ','CNT_B3L1F   ',84,NULL,'2',691,'5',13,862,'Isolated',55.72,0.36,0.670,2.7,0.1309,6.45,0.251,'High','Pending','Restriction','Weekly','2025-05-12','2022-11-27'
'MOD_EPDBQ   ','SEC_WNPVJ   ','CNT_AFQ9I   ',8038,NULL,'4',918,'1',47,351,'Isolated',52.80,37.30,0.136,4.1,0.1625,3.42,0.864,'High','Pending','Warning','Weekly','2020-01-19','2023-02-20'
'MOD_25YNY   ','SEC_XAQV2   ','CNT_GBKLW   ',8569,NULL,'2',952,'1',5,923,'Follower',52.95,44.43,0.491,0.9,0.2875,2.53,0.401,'Medium','Active','Suspension','Daily','2022-03-06','2020-07-26'
'MOD_76AUY   ','SEC_2IZHY   ','CNT_SQWTR   ',5759,NULL,'1',258,'1',45,575,'Follower',32.86,51.18,0.380,3.4,0.5105,8.06,0.152,'Medium','Active','Suspension','Quarterly','2024-09-04','2021-04-01'
'MOD_CYHEV   ','SEC_OQR5H   ','CNT_NCIE1   ',9838,NULL,'0',247,'0',50,520,'Follower',47.43,72.54,0.697,2.3,0.8027,6.50,0.021,'Urgent','Completed','Restriction','Quarterly','2022-08-08','2020-04-09'
'MOD_PZV0D   ','SEC_NL2B2   ','CNT_BB2KG   ',184,NULL,'5',459,'2',6,415,'Follower',25.57,10.70,0.413,9.7,0.2395,7.62,0.147,'High','Active','Warning','Monthly','2025-09-12','2023-01-15'
'MOD_KF5R2   ','SEC_46T3W   ','CNT_1RSU6   ',4347,NULL,'0',371,'4',0,368,'Leader',23.89,97.75,0.587,6.2,0.8694,0.22,0.036,'High','Completed','Warning','Monthly','2021-01-02','2020-12-01'
'MOD_GMQCB   ','SEC_W6JUE   ','CNT_C499U   ',7264,NULL,'3',680,'3',14,713,'Amplifier',16.60,98.00,0.184,4.7,0.3946,2.01,0.524,'Urgent','Completed','Warning','Monthly','2020-06-09','2023-12-19'
'MOD_WB43A   ','SEC_QPTRO   ','CNT_MDAZP   ',1474,NULL,'4',219,'4',19,937,'Amplifier',70.77,72.72,0.497,3.0,0.3662,9.24,0.409,'Medium','Pending','Restriction','Weekly','2023-12-29','2025-09-07'
'MOD_K9MA0   ','SEC_AUPQK   ','CNT_Q9AKW   ',9766,NULL,'3',200,'5',28,844,'Isolated',89.12,96.93,0.584,2.0,0.3974,3.08,0.562,'Medium','Active','Warning','Quarterly','2025-07-23','2021-12-01'
'MOD_2KQ2S   ','SEC_WWBQW   ','CNT_MOP4D   ',4196,NULL,'4',614,'3',38,816,'Isolated',72.96,19.61,0.335,5.5,0.4083,0.26,0.774,'High','Completed','Suspension','Weekly','2025-09-21','2022-12-01'
'MOD_3CBY4   ','SEC_X89RI   ','CNT_5LWNI   ',1102,NULL,'4',326,'2',15,469,'Amplifier',80.88,31.53,0.224,7.4,0.1096,1.67,0.814,'Urgent','Completed','Suspension','Quarterly','2022-04-27','2021-02-13'
'MOD_JVTXM   ','SEC_BIVQ9   ','CNT_7GIIZ   ',2268,NULL,'2',844,'4',13,60,'Isolated',38.10,14.03,0.832,5.9,0.6580,8.99,0.392,'High','Completed','Suspension','Monthly','2020-03-28','2024-10-14'
'MOD_6BTR2   ','SEC_8YPUT   ','CNT_P4N4X   ',7375,NULL,'4',135,'0',2,39,'Follower',4.63,45.20,0.624,4.9,0.4269,3.58,0.539,'Low','Completed','Restriction','Weekly','2022-12-23','2024-10-07'
'MOD_SO0M3   ','SEC_46PMF   ','CNT_8HR3G   ',9536,NULL,'2',551,'5',42,237,'Leader',6.66,79.41,0.511,2.5,0.4471,3.82,0.789,'Urgent','Completed','Warning','Daily','2024-07-10','2024-08-31'
'MOD_DIQ2S   ','SEC_S0Q63   ','CNT_9SWPV   ',9500,NULL,'3',235,'0',7,611,'Follower',97.38,82.36,0.932,4.6,0.1959,9.01,0.334,'High','Active','Warning','Quarterly','2025-08-09','2025-05-27'
'MOD_2S3T6   ','SEC_LR7TB   ','CNT_ISMSF   ',882,NULL,'3',982,'4',20,284,'Follower',70.42,80.56,0.953,4.7,0.7235,7.77,0.883,'Medium','Completed','Warning','Weekly','2020-09-07','2022-04-02'
'MOD_RISTO   ','SEC_LE34L   ','CNT_LXT3X   ',2070,NULL,'0',853,'2',14,277,'Amplifier',53.10,85.60,0.124,2.0,0.0063,6.15,0.130,'High','Active','Suspension','Quarterly','2025-01-26','2022-03-26'
'MOD_Q07W5   ','SEC_YLMPZ   ','CNT_QESEF   ',3045,NULL,'2',222,'1',18,91,'Leader',63.72,67.12,0.614,7.6,0.8197,3.83,0.389,'Urgent','Pending','Restriction','Monthly','2025-11-04','2023-09-25'
'MOD_892PC   ','SEC_WOBD6   ','CNT_FGL6R   ',4987,NULL,'0',895,'1',17,217,'Follower',3.59,62.09,0.573,1.6,0.5858,7.16,0.775,'Low','Active','Suspension','Weekly','2021-06-16','2020-11-21'
'MOD_GJNCC   ','SEC_8LD7Y   ','CNT_GY85M   ',808,NULL,'4',631,'2',2,777,'Isolated',99.75,29.52,0.514,9.8,0.9883,8.54,0.059,'Low','Pending','Warning','Weekly','2023-08-05','2023-04-05'
'MOD_UCJ1N   ','SEC_8C20L   ','CNT_PB4WK   ',3038,NULL,'3',307,'1',5,860,'Follower',31.92,38.07,0.782,7.4,0.3827,0.55,0.683,'High','Completed','Warning','Daily','2025-09-11','2022-02-03'
'MOD_8E15Q   ','SEC_3UNVJ   ','CNT_WU4SS   ',5885,NULL,'3',756,'2',12,560,'Follower',18.92,96.75,0.637,6.8,0.2921,0.50,0.412,'Urgent','Pending','Restriction','Daily','2021-06-06','2021-04-03'
'MOD_XSKSB   ','SEC_ZS9S5   ','CNT_4LO99   ',8310,NULL,'4',229,'3',13,229,'Amplifier',63.17,4.45,0.566,3.7,0.7302,6.71,0.959,'Medium','Completed','Warning','Weekly','2020-09-24','2025-09-09'
'MOD_RQP2W   ','SEC_FSAWR   ','CNT_YWX23   ',5845,NULL,'4',844,'1',9,884,'Amplifier',83.29,13.26,0.178,1.2,0.2571,9.92,0.185,'Urgent','Completed','Suspension','Daily','2025-10-15','2020-04-23'
'MOD_OAVCW   ','SEC_1HV6U   ','CNT_E4SYE   ',7274,NULL,'1',39,'0',35,823,'Isolated',89.36,87.54,0.890,1.7,0.9877,4.06,0.592,'Medium','Pending','Restriction','Monthly','2023-11-15','2025-11-12'
'MOD_HGV8Y   ','SEC_7SF4W   ','CNT_P39TJ   ',3373,NULL,'0',593,'3',23,343,'Amplifier',50.61,74.41,0.102,6.3,0.5757,3.56,0.238,'Urgent','Active','Suspension','Daily','2023-06-14','2025-05-04'
'MOD_Y61KF   ','SEC_03Z1A   ','CNT_66P37   ',6421,NULL,'2',114,'2',47,757,'Isolated',53.27,1.21,0.453,6.4,0.9504,2.02,0.330,'High','Completed','Warning','Weekly','2020-11-26','2021-11-21'
'MOD_901I8   ','SEC_Q89SD   ','CNT_GD5T4   ',1412,NULL,'2',682,'5',43,51,'Amplifier',76.57,84.97,0.508,1.0,0.2753,0.90,0.417,'Medium','Pending','Warning','Quarterly','2022-08-13','2020-07-01'
'MOD_NWV3M   ','SEC_E43RT   ','CNT_7O2JD   ',5295,NULL,'4',991,'1',15,789,'Isolated',5.01,25.83,0.910,0.9,0.5715,0.18,0.012,'Low','Active','Restriction','Weekly','2020-05-23','2025-10-25'
'MOD_6011J   ','SEC_SN9D4   ','CNT_5BXEK   ',2361,NULL,'1',659,'0',25,188,'Isolated',59.70,19.25,0.461,5.1,0.6373,0.58,0.972,'Medium','Completed','Suspension','Quarterly','2021-08-26','2023-05-04'
'MOD_JJXI9   ','SEC_E2ZCQ   ','CNT_OQ460   ',4424,NULL,'4',383,'4',21,827,'Leader',88.37,1.19,0.645,1.5,0.3989,8.49,0.453,'Medium','Active','Suspension','Daily','2025-01-30','2025-07-06'
