'SEC_UTDVS   ','TECH_ECAP0  ','2020-02-01 15:22:28.000','Manual Review','2020-06-13 09:33:37.000',69,'{"overall": {"confval": 0.19748, "riskval": 6.34, "fposprob": 0.6637, "threatlvl": "High", "detectconf": 0.65}, "pattern_scores": {"netpatscore": 8.88, "contpatscore": 0.297, "profpatscore": 0.683, "techpatscore": 0.327, "temppatscore": 3.777, "behavpatscore": 18.22}, "behavior_scores": {"botlikscore": 40.018, "commintscore": 0.9646, "autobehavscore": 0.046, "spambehavscore": 0.01}, "detection_reliability": {"featver": "FV_51", "modelver": "MV_JY", "detmethrel": 0.688}}'
'SEC_8MKQB   ','TECH_KQZVD  ','2022-11-14 13:01:39.000','User Report','2022-03-30 13:26:47.000',651,'{"overall": {"confval": 0.12472, "riskval": 1.76, "fposprob": 0.1160, "threatlvl": "Critical", "detectconf": 0.52}, "pattern_scores": {"netpatscore": 4.01, "contpatscore": 0.695, "profpatscore": 0.506, "techpatscore": 0.927, "temppatscore": 0.670, "behavpatscore": 54.89}, "behavior_scores": {"botlikscore": 83.073, "commintscore": 0.0929, "autobehavscore": 0.961, "spambehavscore": 5.27}, "detection_reliability": {"featver": "FV_78", "modelver": "MV_B2", "detmethrel": 0.219}}'
'SEC_F6HXN   ','TECH_Z52V2  ','2020-05-22 18:18:20.000','Manual Review','2024-04-17 08:20:13.000',313,'{"overall": {"confval": 0.29210, "riskval": 6.75, "fposprob": 0.7093, "threatlvl": "Critical", "detectconf": 0.67}, "pattern_scores": {"netpatscore": 8.81, "contpatscore": 0.715, "profpatscore": 0.225, "techpatscore": 0.944, "temppatscore": 8.847, "behavpatscore": 41.27}, "behavior_scores": {"botlikscore": 89.873, "commintscore": 0.7404, "autobehavscore": 0.424, "spambehavscore": 4.35}, "detection_reliability": {"featver": "FV_ZR", "modelver": "MV_ZZ", "detmethrel": 0.581}}'
'SEC_VO2I4   ','TECH_U8I9P  ','2020-08-25 15:08:16.000','User Report','2024-06-03 10:56:25.000',541,'{"overall": {"confval": 0.36269, "riskval": 0.97, "fposprob": 0.4348, "threatlvl": "Critical", "detectconf": 0.63}, "pattern_scores": {"netpatscore": 0.01, "contpatscore": 0.574, "profpatscore": 0.956, "techpatscore": 0.810, "temppatscore": 0.952, "behavpatscore": 15.74}, "behavior_scores": {"botlikscore": 21.727, "commintscore": 0.1692, "autobehavscore": 0.865, "spambehavscore": 0.19}, "detection_reliability": {"featver": "FV_AH", "modelver": "MV_GV", "detmethrel": 0.528}}'
'SEC_G1AHO   ','TECH_LMSDE  ','2020-10-15 16:22:27.000','Pattern Match','2024-09-07 13:02:37.000',384,'{"overall": {"confval": 0.22778, "riskval": 5.22, "fposprob": 0.4680, "threatlvl": "Critical", "detectconf": 0.50}, "pattern_scores": {"netpatscore": 3.74, "contpatscore": 0.913, "profpatscore": 0.279, "techpatscore": 0.647, "temppatscore": 5.459, "behavpatscore": 67.35}, "behavior_scores": {"botlikscore": 68.870, "commintscore": 0.7205, "autobehavscore": 0.134, "spambehavscore": 5.48}, "detection_reliability": {"featver": "FV_RE", "modelver": "MV_69", "detmethrel": 0.573}}'
'SEC_W1G83   ','TECH_XDK3Z  ','2023-07-18 16:28:08.000','Manual Review','2024-08-18 09:13:35.000',656,'{"overall": {"confval": 0.83146, "riskval": 3.00, "fposprob": 0.5547, "threatlvl": "Low", "detectconf": 0.12}, "pattern_scores": {"netpatscore": 9.58, "contpatscore": 0.809, "profpatscore": 0.393, "techpatscore": 0.375, "temppatscore": 3.251, "behavpatscore": 87.08}, "behavior_scores": {"botlikscore": 10.196, "commintscore": 0.5947, "autobehavscore": 0.619, "spambehavscore": 1.36}, "detection_reliability": {"featver": "FV_SN", "modelver": "MV_YN", "detmethrel": 0.572}}'
'SEC_O4GXJ   ','TECH_TMDEX  ','2020-03-22 18:56:21.000','Algorithm','2020-06-30 03:50:42.000',711,'{"overall": {"confval": 0.39809, "riskval": 6.37, "fposprob": 0.8261, "threatlvl": "Critical", "detectconf": 0.52}, "pattern_scores": {"netpatscore": 9.84, "contpatscore": 0.503, "profpatscore": 0.857, "techpatscore": 0.937, "temppatscore": 2.628, "behavpatscore": 13.85}, "behavior_scores": {"botlikscore": 90.746, "commintscore": 0.1822, "autobehavscore": 0.972, "spambehavscore": 2.80}, "detection_reliability": {"featver": "FV_N2", "modelver": "MV_2W", "detmethrel": 0.543}}'
'SEC_02J5K   ','TECH_WRACH  ','2020-05-01 05:17:28.000','Pattern Match','2025-12-14 03:30:58.000',327,'{"overall": {"confval": 0.12173, "riskval": 5.48, "fposprob": 0.8411, "threatlvl": "Medium", "detectconf": 0.19}, "pattern_scores": {"netpatscore": 8.10, "contpatscore": 0.611, "profpatscore": 0.137, "techpatscore": 0.549, "temppatscore": 5.875, "behavpatscore": 43.56}, "behavior_scores": {"botlikscore": 67.023, "commintscore": 0.3316, "autobehavscore": 0.013, "spambehavscore": 4.09}, "detection_reliability": {"featver": "FV_KJ", "modelver": "MV_JT", "detmethrel": 0.597}}'
'SEC_SGS9J   ','TECH_7Z3O2  ','2023-03-23 14:04:23.000','User Report','2023-08-30 21:44:36.000',450,'{"overall": {"confval": 0.89719, "riskval": 7.96, "fposprob": 0.0365, "threatlvl": "High", "detectconf": 0.74}, "pattern_scores": {"netpatscore": 7.73, "contpatscore": 0.682, "profpatscore": 0.893, "techpatscore": 0.986, "temppatscore": 6.884, "behavpatscore": 50.30}, "behavior_scores": {"botlikscore": 90.799, "commintscore": 0.5843, "autobehavscore": 0.189, "spambehavscore": 9.26}, "detection_reliability": {"featver": "FV_UH", "modelver": "MV_8T", "detmethrel": 0.260}}'
'SEC_QZGC4   ','TECH_RLPR7  ','2023-05-23 00:28:25.000','Pattern Match','2025-08-03 00:54:05.000',244,'{"overall": {"confval": 0.83107, "riskval": 1.39, "fposprob": 0.4843, "threatlvl": "Medium", "detectconf": 0.56}, "pattern_scores": {"netpatscore": 4.62, "contpatscore": 0.743, "profpatscore": 0.971, "techpatscore": 0.436, "temppatscore": 6.898, "behavpatscore": 2.05}, "behavior_scores": {"botlikscore": 43.744, "commintscore": 0.5483, "autobehavscore": 0.115, "spambehavscore": 6.63}, "detection_reliability": {"featver": "FV_Q1", "modelver": "MV_XR", "detmethrel": 0.965}}'
'SEC_CN9QB   ','TECH_HEBPT  ','2020-09-20 22:19:24.000','Pattern Match','2020-07-23 23:09:24.000',600,'{"overall": {"confval": 0.71906, "riskval": 8.80, "fposprob": 0.9332, "threatlvl": "Low", "detectconf": 0.15}, "pattern_scores": {"netpatscore": 9.82, "contpatscore": 0.302, "profpatscore": 0.817, "techpatscore": 0.729, "temppatscore": 6.769, "behavpatscore": 93.23}, "behavior_scores": {"botlikscore": 6.858, "commintscore": 0.4694, "autobehavscore": 0.133, "spambehavscore": 2.40}, "detection_reliability": {"featver": "FV_G9", "modelver": "MV_5H", "detmethrel": 0.248}}'
'SEC_TN933   ','TECH_YGB5E  ','2025-06-17 08:24:01.000','Algorithm','2023-09-19 14:45:54.000',217,'{"overall": {"confval": 0.49025, "riskval": 0.55, "fposprob": 0.9905, "threatlvl": "Low", "detectconf": 0.98}, "pattern_scores": {"netpatscore": 9.71, "contpatscore": 0.305, "profpatscore": 0.690, "techpatscore": 0.475, "temppatscore": 8.875, "behavpatscore": 42.51}, "behavior_scores": {"botlikscore": 32.920, "commintscore": 0.6605, "autobehavscore": 0.446, "spambehavscore": 5.86}, "detection_reliability": {"featver": "FV_Q5", "modelver": "MV_SP", "detmethrel": 0.623}}'
'SEC_2APG5   ','TECH_4I8OZ  ','2021-12-03 08:31:15.000','User Report','2024-06-10 22:44:48.000',405,'{"overall": {"confval": 0.06973, "riskval": 1.33, "fposprob": 0.7791, "threatlvl": "Low", "detectconf": 0.08}, "pattern_scores": {"netpatscore": 8.48, "contpatscore": 0.586, "profpatscore": 0.843, "techpatscore": 0.343, "temppatscore": 4.388, "behavpatscore": 1.50}, "behavior_scores": {"botlikscore": 55.714, "commintscore": 0.7295, "autobehavscore": 0.962, "spambehavscore": 4.21}, "detection_reliability": {"featver": "FV_RT", "modelver": "MV_HY", "detmethrel": 0.405}}'
'SEC_SW59R   ','TECH_ZSO0E  ','2025-01-04 06:56:07.000','Pattern Match','2024-02-25 00:05:26.000',627,'{"overall": {"confval": 0.84088, "riskval": 7.78, "fposprob": 0.0606, "threatlvl": "High", "detectconf": 0.11}, "pattern_scores": {"netpatscore": 7.90, "contpatscore": 0.085, "profpatscore": 0.644, "techpatscore": 0.219, "temppatscore": 2.056, "behavpatscore": 75.97}, "behavior_scores": {"botlikscore": 15.030, "commintscore": 0.6661, "autobehavscore": 0.361, "spambehavscore": 2.58}, "detection_reliability": {"featver": "FV_HB", "modelver": "MV_JE", "detmethrel": 0.394}}'
'SEC_KQX31   ','TECH_L0OWU  ','2021-12-20 14:18:46.000','Manual Review','2020-04-25 00:08:32.000',608,'{"overall": {"confval": 0.32617, "riskval": 3.52, "fposprob": 0.0649, "threatlvl": "High", "detectconf": 0.96}, "pattern_scores": {"netpatscore": 3.09, "contpatscore": 0.303, "profpatscore": 0.787, "techpatscore": 0.327, "temppatscore": 2.251, "behavpatscore": 31.46}, "behavior_scores": {"botlikscore": 34.558, "commintscore": 0.4611, "autobehavscore": 0.374, "spambehavscore": 4.14}, "detection_reliability": {"featver": "FV_JK", "modelver": "MV_4G", "detmethrel": 0.290}}'
'SEC_D2C61   ','TECH_JUZ72  ','2025-02-12 22:24:08.000','Pattern Match','2020-01-16 15:14:53.000',477,'{"overall": {"confval": 0.49402, "riskval": 3.93, "fposprob": 0.8271, "threatlvl": "Critical", "detectconf": 0.11}, "pattern_scores": {"netpatscore": 0.19, "contpatscore": 0.816, "profpatscore": 0.720, "techpatscore": 0.987, "temppatscore": 3.743, "behavpatscore": 71.98}, "behavior_scores": {"botlikscore": 89.645, "commintscore": 0.9306, "autobehavscore": 0.616, "spambehavscore": 2.22}, "detection_reliability": {"featver": "FV_SX", "modelver": "MV_PM", "detmethrel": 0.373}}'
'SEC_1421N   ','TECH_JJ7WD  ','2024-12-08 08:42:49.000','Pattern Match','2020-05-20 03:06:57.000',342,'{"overall": {"confval": 0.64585, "riskval": 6.30, "fposprob": 0.4831, "threatlvl": "Low", "detectconf": 0.18}, "pattern_scores": {"netpatscore": 9.90, "contpatscore": 0.728, "profpatscore": 0.116, "techpatscore": 0.671, "temppatscore": 2.851, "behavpatscore": 2.42}, "behavior_scores": {"botlikscore": 65.198, "commintscore": 0.5376, "autobehavscore": 0.839, "spambehavscore": 7.17}, "detection_reliability": {"featver": "FV_NA", "modelver": "MV_GK", "detmethrel": 0.909}}'
'SEC_C0L1X   ','TECH_FKMWE  ','2020-07-30 09:24:07.000','Manual Review','2024-02-26 01:03:12.000',170,'{"overall": {"confval": 0.08194, "riskval": 7.69, "fposprob": 0.9404, "threatlvl": "Critical", "detectconf": 0.84}, "pattern_scores": {"netpatscore": 0.36, "contpatscore": 0.340, "profpatscore": 0.078, "techpatscore": 0.770, "temppatscore": 9.587, "behavpatscore": 35.29}, "behavior_scores": {"botlikscore": 22.938, "commintscore": 0.6800, "autobehavscore": 0.457, "spambehavscore": 1.74}, "detection_reliability": {"featver": "FV_WK", "modelver": "MV_OM", "detmethrel": 0.393}}'
'SEC_MJVFX   ','TECH_ZWIHT  ','2024-08-22 11:36:43.000','Pattern Match','2025-08-15 19:43:13.000',120,'{"overall": {"confval": 0.17148, "riskval": 1.04, "fposprob": 0.0498, "threatlvl": "Low", "detectconf": 0.75}, "pattern_scores": {"netpatscore": 8.10, "contpatscore": 0.937, "profpatscore": 0.721, "techpatscore": 0.527, "temppatscore": 9.362, "behavpatscore": 74.27}, "behavior_scores": {"botlikscore": 2.477, "commintscore": 0.0282, "autobehavscore": 0.063, "spambehavscore": 6.08}, "detection_reliability": {"featver": "FV_HQ", "modelver": "MV_NH", "detmethrel": 0.086}}'
'SEC_JSM6R   ','TECH_Z0FBO  ','2020-08-10 21:15:05.000','User Report','2021-11-18 02:09:01.000',372,'{"overall": {"confval": 0.25140, "riskval": 8.16, "fposprob": 0.1989, "threatlvl": "Low", "detectconf": 0.79}, "pattern_scores": {"netpatscore": 7.99, "contpatscore": 0.597, "profpatscore": 0.502, "techpatscore": 0.477, "temppatscore": 3.022, "behavpatscore": 94.76}, "behavior_scores": {"botlikscore": 17.034, "commintscore": 0.1285, "autobehavscore": 0.170, "spambehavscore": 7.13}, "detection_reliability": {"featver": "FV_2T", "modelver": "MV_KC", "detmethrel": 0.316}}'
'SEC_8I14H   ','TECH_81SVG  ','2024-04-17 02:55:27.000','Pattern Match','2023-11-13 18:20:37.000',2,'{"overall": {"confval": 0.85265, "riskval": 0.38, "fposprob": 0.4458, "threatlvl": "Low", "detectconf": 0.79}, "pattern_scores": {"netpatscore": 9.74, "contpatscore": 0.913, "profpatscore": 0.413, "techpatscore": 0.606, "temppatscore": 3.977, "behavpatscore": 20.04}, "behavior_scores": {"botlikscore": 79.333, "commintscore": 0.9614, "autobehavscore": 0.777, "spambehavscore": 3.98}, "detection_reliability": {"featver": "FV_8U", "modelver": "MV_O2", "detmethrel": 0.682}}'
'SEC_QQTVH   ','TECH_R4OU7  ','2025-07-29 16:43:00.000','Pattern Match','2024-03-10 09:11:07.000',687,'{"overall": {"confval": 0.94605, "riskval": 5.61, "fposprob": 0.5736, "threatlvl": "Medium", "detectconf": 0.29}, "pattern_scores": {"netpatscore": 3.59, "contpatscore": 0.077, "profpatscore": 0.741, "techpatscore": 0.600, "temppatscore": 4.354, "behavpatscore": 54.87}, "behavior_scores": {"botlikscore": 50.595, "commintscore": 0.6049, "autobehavscore": 0.796, "spambehavscore": 0.64}, "detection_reliability": {"featver": "FV_35", "modelver": "MV_3U", "detmethrel": 0.959}}'
'SEC_8I7ZK   ','TECH_LWNLX  ','2022-05-04 03:30:24.000','Algorithm','2020-01-26 07:33:09.000',170,'{"overall": {"confval": 0.82882, "riskval": 1.00, "fposprob": 0.5309, "threatlvl": "High", "detectconf": 0.62}, "pattern_scores": {"netpatscore": 7.25, "contpatscore": 0.694, "profpatscore": 0.054, "techpatscore": 0.927, "temppatscore": 7.445, "behavpatscore": 8.29}, "behavior_scores": {"botlikscore": 85.109, "commintscore": 0.2160, "autobehavscore": 0.968, "spambehavscore": 8.55}, "detection_reliability": {"featver": "FV_RN", "modelver": "MV_LP", "detmethrel": 0.937}}'
'SEC_RKQ5H   ','TECH_7UVPN  ','2022-11-07 09:02:38.000','Pattern Match','2023-07-02 06:18:00.000',171,'{"overall": {"confval": 0.40692, "riskval": 2.14, "fposprob": 0.7409, "threatlvl": "Medium", "detectconf": 0.32}, "pattern_scores": {"netpatscore": 2.12, "contpatscore": 0.629, "profpatscore": 0.275, "techpatscore": 0.227, "temppatscore": 3.144, "behavpatscore": 51.65}, "behavior_scores": {"botlikscore": 57.034, "commintscore": 0.5454, "autobehavscore": 0.112, "spambehavscore": 9.23}, "detection_reliability": {"featver": "FV_MR", "modelver": "MV_2X", "detmethrel": 0.954}}'
'SEC_6VZH5   ','TECH_T7H1B  ','2024-04-10 06:28:46.000','Manual Review','2020-01-05 06:30:41.000',641,'{"overall": {"confval": 0.23095, "riskval": 9.43, "fposprob": 0.1648, "threatlvl": "Medium", "detectconf": 0.60}, "pattern_scores": {"netpatscore": 8.22, "contpatscore": 0.656, "profpatscore": 0.479, "techpatscore": 0.771, "temppatscore": 6.221, "behavpatscore": 64.37}, "behavior_scores": {"botlikscore": 55.487, "commintscore": 0.3952, "autobehavscore": 0.245, "spambehavscore": 9.84}, "detection_reliability": {"featver": "FV_OF", "modelver": "MV_BE", "detmethrel": 0.674}}'
'SEC_E1VDM   ','TECH_NTSRO  ','2023-08-08 19:22:15.000','Pattern Match','2022-08-17 20:35:55.000',564,'{"overall": {"confval": 0.80808, "riskval": 1.78, "fposprob": 0.8200, "threatlvl": "Low", "detectconf": 0.80}, "pattern_scores": {"netpatscore": 1.27, "contpatscore": 0.274, "profpatscore": 0.216, "techpatscore": 0.825, "temppatscore": 9.926, "behavpatscore": 45.31}, "behavior_scores": {"botlikscore": 40.474, "commintscore": 0.7831, "autobehavscore": 0.500, "spambehavscore": 5.91}, "detection_reliability": {"featver": "FV_2Z", "modelver": "MV_QV", "detmethrel": 0.244}}'
'SEC_OXQ7X   ','TECH_WRRFN  ','2023-03-17 19:16:22.000','Pattern Match','2020-05-16 23:35:42.000',631,'{"overall": {"confval": 0.40625, "riskval": 6.28, "fposprob": 0.1510, "threatlvl": "Medium", "detectconf": 0.55}, "pattern_scores": {"netpatscore": 4.40, "contpatscore": 0.998, "profpatscore": 0.058, "techpatscore": 0.288, "temppatscore": 4.878, "behavpatscore": 98.59}, "behavior_scores": {"botlikscore": 81.003, "commintscore": 0.9562, "autobehavscore": 0.666, "spambehavscore": 5.91}, "detection_reliability": {"featver": "FV_T7", "modelver": "MV_NA", "detmethrel": 0.244}}'
'SEC_A1WKE   ','TECH_B7HPW  ','2022-11-09 21:24:00.000','Manual Review','2024-11-05 10:29:56.000',199,'{"overall": {"confval": 0.03559, "riskval": 9.51, "fposprob": 0.2450, "threatlvl": "Critical", "detectconf": 0.37}, "pattern_scores": {"netpatscore": 1.87, "contpatscore": 0.510, "profpatscore": 0.102, "techpatscore": 0.247, "temppatscore": 6.432, "behavpatscore": 60.97}, "behavior_scores": {"botlikscore": 34.428, "commintscore": 0.0231, "autobehavscore": 0.894, "spambehavscore": 4.19}, "detection_reliability": {"featver": "FV_F2", "modelver": "MV_6E", "detmethrel": 0.764}}'
'SEC_H3PB0   ','TECH_GI7KC  ','2023-03-14 07:20:21.000','Algorithm','2022-04-27 09:03:44.000',256,'{"overall": {"confval": 0.03017, "riskval": 5.97, "fposprob": 0.6442, "threatlvl": "Low", "detectconf": 0.28}, "pattern_scores": {"netpatscore": 7.74, "contpatscore": 0.585, "profpatscore": 0.209, "techpatscore": 0.969, "temppatscore": 9.448, "behavpatscore": 38.45}, "behavior_scores": {"botlikscore": 49.733, "commintscore": 0.0825, "autobehavscore": 0.914, "spambehavscore": 5.26}, "detection_reliability": {"featver": "FV_SZ", "modelver": "MV_GS", "detmethrel": 0.900}}'
'SEC_5R2FA   ','TECH_27JEZ  ','2021-05-24 00:50:17.000','Manual Review','2021-10-29 13:37:05.000',59,'{"overall": {"confval": 0.22063, "riskval": 5.38, "fposprob": 0.9485, "threatlvl": "Medium", "detectconf": 0.05}, "pattern_scores": {"netpatscore": 9.51, "contpatscore": 0.335, "profpatscore": 0.705, "techpatscore": 0.691, "temppatscore": 5.882, "behavpatscore": 59.71}, "behavior_scores": {"botlikscore": 75.237, "commintscore": 0.3113, "autobehavscore": 0.305, "spambehavscore": 4.77}, "detection_reliability": {"featver": "FV_UM", "modelver": "MV_HQ", "detmethrel": 0.356}}'
'SEC_FC46I   ','TECH_RGPDI  ','2023-07-31 21:33:27.000','Algorithm','2023-10-05 20:45:05.000',641,'{"overall": {"confval": 0.78159, "riskval": 9.23, "fposprob": 0.2489, "threatlvl": "Critical", "detectconf": 0.60}, "pattern_scores": {"netpatscore": 9.20, "contpatscore": 0.128, "profpatscore": 0.978, "techpatscore": 0.475, "temppatscore": 1.659, "behavpatscore": 19.21}, "behavior_scores": {"botlikscore": 72.578, "commintscore": 0.1988, "autobehavscore": 0.229, "spambehavscore": 6.07}, "detection_reliability": {"featver": "FV_FB", "modelver": "MV_PK", "detmethrel": 0.799}}'
'SEC_HNTKJ   ','TECH_I2QL5  ','2021-09-12 09:42:48.000','Algorithm','2020-07-24 00:44:49.000',222,'{"overall": {"confval": 0.35316, "riskval": 8.23, "fposprob": 0.7705, "threatlvl": "High", "detectconf": 0.65}, "pattern_scores": {"netpatscore": 8.75, "contpatscore": 0.427, "profpatscore": 0.142, "techpatscore": 0.003, "temppatscore": 0.988, "behavpatscore": 99.41}, "behavior_scores": {"botlikscore": 75.449, "commintscore": 0.8505, "autobehavscore": 0.597, "spambehavscore": 9.32}, "detection_reliability": {"featver": "FV_7K", "modelver": "MV_S7", "detmethrel": 0.710}}'
'SEC_A49K6   ','TECH_FRT6O  ','2021-06-24 20:29:06.000','Manual Review','2025-07-21 13:29:37.000',51,'{"overall": {"confval": 0.86341, "riskval": 2.00, "fposprob": 0.8858, "threatlvl": "Critical", "detectconf": 0.47}, "pattern_scores": {"netpatscore": 8.37, "contpatscore": 0.886, "profpatscore": 0.137, "techpatscore": 0.621, "temppatscore": 7.579, "behavpatscore": 19.24}, "behavior_scores": {"botlikscore": 58.812, "commintscore": 0.3400, "autobehavscore": 0.748, "spambehavscore": 3.97}, "detection_reliability": {"featver": "FV_OC", "modelver": "MV_X8", "detmethrel": 0.169}}'
'SEC_PYH1F   ','TECH_L555C  ','2020-01-01 18:29:27.000','User Report','2024-02-17 18:30:51.000',215,'{"overall": {"confval": 0.54099, "riskval": 3.06, "fposprob": 0.8523, "threatlvl": "High", "detectconf": 0.50}, "pattern_scores": {"netpatscore": 6.59, "contpatscore": 0.974, "profpatscore": 0.927, "techpatscore": 0.469, "temppatscore": 5.134, "behavpatscore": 53.23}, "behavior_scores": {"botlikscore": 96.908, "commintscore": 0.4687, "autobehavscore": 0.385, "spambehavscore": 6.24}, "detection_reliability": {"featver": "FV_B7", "modelver": "MV_PV", "detmethrel": 0.215}}'
