'CNT_U6BST   ','SESS_70NED  ',17667,76.193,61.512,0.89,0.4700,60.766,'4',3.482,'Trending',9.80,'Normal',0.572,'SomeRate_B38',4.50,0.736,0.2867
'CNT_0B4YZ   ','SESS_AF2MG  ',46819,30.065,70.636,1.79,0.5515,26.953,'3',4.923,'Spam',4.06,'Random',0.839,'SomeRate_8BL',0.83,0.934,0.9765
'CNT_EYJTT   ','SESS_0LG93  ',30308,33.050,28.159,1.96,0.8415,0.544,'4',2.300,'Random',8.87,'Spam',0.361,'SomeRate_FQ1',3.26,0.792,0.6969
'CNT_5C5P8   ','SESS_QA12U  ',3810,53.173,51.223,8.42,0.4254,64.665,'3',1.091,'Spam',3.90,'Spam',0.717,'SomeRate_S07',6.71,0.544,0.4524
'CNT_ITIIB   ','SESS_MUMF7  ',39854,25.759,17.840,7.96,0.4902,1.221,'5',1.600,'Spam',2.88,'Targeted',0.446,'SomeRate_R1Z',2.99,0.232,0.2701
'CNT_W0Q46   ','SESS_EFNYI  ',49418,9.786,30.514,9.52,0.6994,89.263,'4',3.252,'Random',1.26,'Targeted',0.077,'SomeRate_Z7W',1.28,0.354,0.6881
'CNT_R0DW5   ','SESS_JQX0K  ',27053,27.348,7.591,7.05,0.6835,76.638,'1',0.059,'Normal',0.43,'Normal',0.127,'SomeRate_K6E',5.78,0.553,0.6629
'CNT_C7CXW   ','SESS_K4MKL  ',6148,80.562,62.045,2.92,0.2531,88.583,'3',1.782,'Random',2.30,'Spam',0.051,'SomeRate_0JF',3.07,0.603,0.0440
'CNT_Y5EGY   ','SESS_IA2CV  ',25099,92.963,6.926,4.14,0.2233,85.476,'1',8.573,'Random',3.15,'Normal',0.486,'SomeRate_7BQ',4.70,0.216,0.6275
'CNT_EWG8V   ','SESS_IV63Y  ',21190,16.919,5.675,2.64,0.4356,38.564,'5',7.068,'Trending',4.44,'Targeted',0.000,'SomeRate_8A4',3.85,0.771,0.2875
'CNT_MPZJM   ','SESS_NMO55  ',12848,49.006,5.326,8.96,0.4869,67.654,'3',8.718,'Spam',0.12,'Random',0.391,'SomeRate_5BX',0.22,0.780,0.8832
'CNT_X09XA   ','SESS_I4ZK1  ',21067,70.092,78.288,2.20,0.8548,76.575,'5',7.088,'Trending',9.30,'Spam',0.078,'SomeRate_3S3',8.76,0.790,0.6585
'CNT_I8WMB   ','SESS_KKSX7  ',31527,70.644,69.787,8.43,0.4666,66.016,'3',4.546,'Random',6.80,'Spam',0.091,'SomeRate_CGI',9.38,0.317,0.9514
'CNT_933KH   ','SESS_ATL9R  ',31368,65.267,91.119,4.75,0.9292,28.055,'5',8.531,'Trending',3.67,'Targeted',0.327,'SomeRate_JQC',2.63,0.131,0.6510
'CNT_Z90AX   ','SESS_IP6T8  ',43891,6.870,98.758,4.49,0.8703,68.050,'5',0.896,'Normal',6.48,'Random',0.314,'SomeRate_2SW',5.76,0.417,0.9375
'CNT_TGV55   ','SESS_SNUX9  ',30045,53.280,57.939,2.72,0.5567,36.088,'4',8.848,'Normal',1.41,'Random',0.179,'SomeRate_DLE',5.14,0.948,0.9465
'CNT_JSFDG   ','SESS_W5RE6  ',7602,80.137,60.795,8.51,0.3884,31.663,'1',8.500,'Normal',9.91,'Normal',0.054,'SomeRate_9YV',1.85,0.643,0.6188
'CNT_A9LK3   ','SESS_PJS1V  ',28126,0.581,46.392,0.59,0.1300,55.147,'4',1.443,'Normal',9.77,'Normal',0.343,'SomeRate_WIC',9.99,0.868,0.5273
'CNT_DAE5L   ','SESS_JOKZV  ',18056,59.911,53.476,0.60,0.5075,12.872,'4',7.484,'Random',8.17,'Random',0.800,'SomeRate_HR2',0.17,0.156,0.1630
'CNT_RKN21   ','SESS_0V1WX  ',48361,2.762,44.604,3.29,0.0749,37.594,'3',7.072,'Normal',0.72,'Spam',0.121,'SomeRate_T8R',1.99,0.826,0.7081
'CNT_E1EYZ   ','SESS_RYX41  ',22351,3.264,3.040,5.66,0.9469,10.481,'5',5.886,'Random',9.21,'Targeted',0.579,'SomeRate_0N9',6.26,0.233,0.5124
'CNT_CO2N8   ','SESS_77EZL  ',42588,38.471,77.379,2.74,0.2990,7.359,'2',8.141,'Spam',2.97,'Random',0.253,'SomeRate_9HE',0.68,0.132,0.5344
'CNT_TQH7V   ','SESS_23BB5  ',17579,43.742,64.630,9.94,0.5653,13.214,'2',2.538,'Normal',5.74,'Targeted',0.566,'SomeRate_LAD',7.05,0.516,0.0141
'CNT_YOBOM   ','SESS_GY2DT  ',47018,95.044,44.600,4.15,0.6854,59.047,'4',5.998,'Normal',2.72,'Targeted',0.804,'SomeRate_8ZC',0.05,0.122,0.2939
'CNT_KPXP2   ','SESS_FFB8T  ',45312,82.886,46.759,0.01,0.0412,58.780,'5',6.553,'Spam',0.19,'Normal',0.936,'SomeRate_WKR',8.02,0.065,0.4497
'CNT_CKBK8   ','SESS_IUILO  ',21567,7.998,43.476,0.88,0.0331,98.866,'1',6.866,'Normal',8.20,'Spam',0.106,'SomeRate_4U9',1.62,0.084,0.6109
'CNT_CG4JY   ','SESS_QF6BO  ',31268,1.114,46.731,3.32,0.6551,58.404,'1',9.443,'Trending',8.05,'Normal',0.410,'SomeRate_OVB',4.52,0.803,0.9215
'CNT_04EZO   ','SESS_2CZX9  ',23819,43.815,55.688,8.45,0.0431,34.576,'5',9.017,'Normal',7.16,'Targeted',0.315,'SomeRate_7AB',4.36,0.531,0.5352
'CNT_GV10S   ','SESS_G4TIT  ',16115,5.568,91.009,1.14,0.0919,78.437,'3',6.089,'Trending',2.78,'Random',0.951,'SomeRate_YNG',7.85,0.514,0.9118
'CNT_YP8HY   ','SESS_ZU5N3  ',21449,27.868,55.466,6.17,0.8225,55.486,'2',6.943,'Trending',1.49,'Random',0.071,'SomeRate_TRW',3.83,0.744,0.1765
'CNT_2K38T   ','SESS_X6J1I  ',20687,3.022,6.949,4.30,0.0645,90.474,'3',7.872,'Random',8.01,'Random',0.270,'SomeRate_IOB',6.81,0.872,0.1477
'CNT_XGB85   ','SESS_6UPJH  ',48335,25.948,52.349,1.94,0.9641,98.963,'2',2.846,'Trending',7.36,'Spam',0.516,'SomeRate_HUQ',6.28,0.179,0.0056
'CNT_5K6HI   ','SESS_EPA1F  ',40330,62.541,54.537,8.90,0.2552,89.934,'5',8.712,'Normal',0.08,'Spam',0.537,'SomeRate_3B7',4.04,0.717,0.2666
'CNT_F9UI6   ','SESS_R8OLM  ',23708,14.289,59.725,1.27,0.5409,33.386,'3',5.431,'Spam',5.47,'Targeted',0.077,'SomeRate_5BX',1.34,0.339,0.9674
'CNT_RJG75   ','SESS_R3AYW  ',37099,56.521,28.282,0.94,0.7727,85.818,'5',8.156,'Random',9.25,'Spam',0.624,'SomeRate_HLQ',2.53,0.086,0.8278
'CNT_RZ59F   ','SESS_ZCY60  ',48959,15.533,52.376,0.68,0.7317,10.803,'4',0.447,'Trending',1.62,'Spam',0.519,'SomeRate_PTJ',1.31,0.524,0.4281
'CNT_CH0Z7   ','SESS_IO3XX  ',19871,37.175,95.084,9.41,0.7101,93.419,'2',5.980,'Normal',6.69,'Spam',0.143,'SomeRate_CB6',0.29,0.885,0.5181
'CNT_1DH8S   ','SESS_GE478  ',3188,65.192,80.550,1.10,0.5758,72.517,'2',3.058,'Spam',2.22,'Normal',0.792,'SomeRate_2PY',8.04,0.136,0.6876
'CNT_OXLBP   ','SESS_F04XH  ',1882,65.397,2.164,9.68,0.9399,96.818,'1',4.989,'Trending',8.46,'Random',0.189,'SomeRate_0B2',0.21,0.937,0.0308
'CNT_612LV   ','SESS_GZZVP  ',47580,20.931,68.444,7.95,0.8168,75.465,'4',1.485,'Normal',2.51,'Random',0.109,'SomeRate_ERL',6.74,0.669,0.8172
'CNT_I8RGW   ','SESS_671TQ  ',28387,96.353,61.839,9.66,0.3614,8.557,'5',8.347,'Spam',5.43,'Targeted',0.156,'SomeRate_VBJ',3.63,0.980,0.0862
'CNT_X0NP0   ','SESS_9TWR8  ',18861,12.716,50.890,8.15,0.2517,68.081,'1',6.753,'Normal',0.70,'Spam',0.025,'SomeRate_SU2',6.07,0.343,0.9598
'CNT_U8ZRD   ','SESS_S67YH  ',31716,49.680,44.966,8.18,0.6740,1.622,'3',6.131,'Normal',6.26,'Spam',0.277,'SomeRate_CQG',2.45,0.588,0.2674
'CNT_R3J1D   ','SESS_P0PMW  ',25397,93.931,67.913,9.11,0.2184,15.318,'5',1.624,'Normal',8.41,'Random',0.225,'SomeRate_0P5',4.87,1.000,0.2053
'CNT_XHG31   ','SESS_M950W  ',37157,12.008,31.624,2.44,0.0638,25.239,'4',7.331,'Normal',8.43,'Spam',0.766,'SomeRate_WAD',3.87,0.454,0.6641
'CNT_UL0PC   ','SESS_LXS16  ',32114,24.620,68.523,2.93,0.3039,60.890,'5',3.645,'Normal',5.00,'Targeted',0.804,'SomeRate_4U5',4.47,0.935,0.2988
'CNT_0OU8F   ','SESS_98CLZ  ',12565,10.532,25.834,8.76,0.6316,59.764,'4',9.349,'Random',8.03,'Targeted',0.717,'SomeRate_I9Y',8.14,0.647,0.9365
'CNT_OR8X8   ','SESS_VE55K  ',49748,62.955,88.911,9.69,0.6272,42.573,'5',3.177,'Trending',2.82,'Targeted',0.626,'SomeRate_Z7F',1.46,0.687,0.8582
'CNT_2FN7N   ','SESS_RS8LK  ',42151,79.343,72.228,4.76,0.5721,93.734,'5',3.923,'Spam',1.02,'Normal',0.393,'SomeRate_UNH',6.36,0.826,0.8535
'CNT_642LI   ','SESS_YDYKW  ',23962,89.750,73.139,6.45,0.8772,27.345,'1',7.654,'Trending',3.82,'Random',0.030,'SomeRate_CJ2',0.30,0.621,0.5166
'CNT_UGCS5   ','SESS_EDUMP  ',44420,63.749,21.516,4.20,0.6317,86.200,'4',7.163,'Random',8.73,'Random',0.294,'SomeRate_3QQ',2.11,0.769,0.3356
'CNT_ISG9N   ','SESS_2DOZU  ',14473,99.559,44.209,3.66,0.2991,19.261,'4',5.935,'Spam',4.87,'Normal',0.956,'SomeRate_7XU',3.16,0.380,0.5242
'CNT_9QX9Y   ','SESS_1IBAJ  ',35273,19.804,59.262,1.54,0.0430,59.235,'3',5.030,'Spam',0.99,'Targeted',0.972,'SomeRate_158',0.58,0.573,0.7293
'CNT_J3TQH   ','SESS_B0MQK  ',23048,58.178,7.819,6.08,0.1567,17.053,'5',0.266,'Trending',2.97,'Normal',0.622,'SomeRate_VVI',6.90,0.978,0.4601
'CNT_ASF80   ','SESS_P8S5M  ',37225,43.483,12.361,6.64,0.6814,79.672,'4',0.788,'Trending',9.64,'Targeted',0.168,'SomeRate_QRD',9.15,0.999,0.6597
'CNT_3Q5SJ   ','SESS_OGHV6  ',44015,95.506,48.713,6.88,0.8460,52.164,'5',3.472,'Trending',3.14,'Spam',0.204,'SomeRate_S6J',3.92,0.252,0.9722
'CNT_3QKVM   ','SESS_V0XG8  ',24516,65.371,82.158,6.45,0.7342,28.064,'3',8.674,'Spam',4.81,'Spam',0.718,'SomeRate_UCV',4.03,0.895,0.5028
'CNT_B3L1F   ','SESS_3MAHQ  ',46812,15.285,24.224,4.69,0.9150,95.165,'5',2.029,'Random',5.68,'Spam',0.923,'SomeRate_0K1',5.82,0.891,0.9548
'CNT_AFQ9I   ','SESS_XDAOQ  ',2868,56.555,58.366,8.09,0.4035,54.344,'1',6.301,'Normal',8.61,'Spam',0.196,'SomeRate_61N',1.97,0.275,0.7155
'CNT_GBKLW   ','SESS_MELS8  ',47613,2.924,69.347,6.25,0.2493,65.151,'3',7.441,'Random',3.15,'Targeted',0.817,'SomeRate_GED',6.77,0.504,0.9076
'CNT_SQWTR   ','SESS_Q4VB8  ',2638,64.554,73.057,2.22,0.9523,38.221,'3',7.633,'Trending',2.61,'Targeted',0.238,'SomeRate_0VD',4.90,0.173,0.0137
'CNT_NCIE1   ','SESS_5HMYM  ',1087,4.721,79.839,3.19,0.1464,11.279,'3',8.847,'Spam',9.14,'Spam',0.440,'SomeRate_385',4.14,0.598,0.7100
'CNT_BB2KG   ','SESS_67ZSM  ',31524,88.505,51.431,4.21,0.4468,87.656,'2',3.203,'Spam',2.75,'Targeted',0.493,'SomeRate_C1P',3.06,0.637,0.7184
'CNT_1RSU6   ','SESS_N941W  ',16767,95.443,65.750,9.60,0.7322,68.044,'1',8.586,'Spam',1.06,'Targeted',0.885,'SomeRate_BDQ',0.77,0.518,0.5937
'CNT_C499U   ','SESS_8V4VW  ',26012,54.487,98.727,6.78,0.3970,29.144,'1',2.898,'Random',3.16,'Targeted',0.442,'SomeRate_2X5',7.40,0.163,0.7199
'CNT_MDAZP   ','SESS_GXWK0  ',4260,3.832,28.857,6.72,0.4654,94.456,'1',3.276,'Random',4.29,'Spam',0.400,'SomeRate_PM2',9.36,0.964,0.3667
'CNT_Q9AKW   ','SESS_6FXDE  ',23715,1.110,43.879,5.56,0.8743,60.092,'4',0.356,'Spam',9.03,'Normal',0.017,'SomeRate_T37',4.39,0.146,0.6270
'CNT_MOP4D   ','SESS_ERPOO  ',9851,30.180,30.954,8.76,0.5821,12.808,'3',9.039,'Spam',5.29,'Normal',0.154,'SomeRate_483',3.60,0.568,0.5339
'CNT_5LWNI   ','SESS_Z1B0Z  ',32833,0.703,69.475,4.48,0.1109,14.160,'2',3.826,'Trending',2.24,'Spam',0.812,'SomeRate_WDA',8.24,0.959,0.9081
'CNT_7GIIZ   ','SESS_2N3V7  ',15503,43.657,14.343,1.05,0.1141,28.628,'4',0.840,'Trending',8.63,'Random',0.944,'SomeRate_N24',0.70,0.509,0.7962
'CNT_P4N4X   ','SESS_JKHK3  ',24699,79.676,69.137,3.13,0.6715,10.625,'3',3.498,'Trending',6.84,'Normal',0.041,'SomeRate_LCN',0.76,0.693,0.6694
'CNT_8HR3G   ','SESS_W6D7P  ',19396,79.591,33.703,6.62,0.5077,16.758,'3',7.566,'Spam',2.33,'Spam',0.046,'SomeRate_KT7',5.25,0.218,0.5901
'CNT_9SWPV   ','SESS_OULFW  ',48632,51.038,22.214,3.77,0.0578,27.708,'3',5.102,'Random',6.32,'Random',0.706,'SomeRate_XLO',1.89,0.638,0.6775
'CNT_ISMSF   ','SESS_RNCJR  ',38795,96.455,81.260,7.81,0.7990,80.744,'1',2.078,'Trending',6.64,'Targeted',0.015,'SomeRate_85J',8.62,0.060,0.9308
'CNT_LXT3X   ','SESS_IBMJN  ',6323,96.843,97.481,9.74,0.2637,56.340,'1',8.941,'Trending',0.05,'Normal',0.427,'SomeRate_8AU',8.98,0.574,0.7256
'CNT_QESEF   ','SESS_DMY8B  ',49894,32.407,92.731,7.37,0.1034,18.761,'2',7.603,'Normal',7.93,'Random',0.772,'SomeRate_EZC',9.93,0.331,0.9127
'CNT_FGL6R   ','SESS_C6SQ2  ',49070,86.079,59.089,1.43,0.6199,73.269,'2',8.064,'Normal',3.51,'Random',0.841,'SomeRate_4RF',1.66,0.832,0.8400
'CNT_GY85M   ','SESS_SE38T  ',24512,6.704,95.381,2.21,0.4688,82.308,'5',4.158,'Trending',8.23,'Spam',0.070,'SomeRate_WUK',1.08,0.666,0.1750
'CNT_PB4WK   ','SESS_LIN2I  ',22186,14.108,78.947,5.82,0.4818,84.619,'2',6.792,'Random',2.02,'Spam',0.030,'SomeRate_LYS',1.55,0.478,0.9801
'CNT_WU4SS   ','SESS_ON11H  ',28147,77.820,64.278,2.43,0.2940,13.838,'5',5.627,'Spam',3.80,'Spam',0.772,'SomeRate_DWZ',5.70,0.079,0.7644
'CNT_4LO99   ','SESS_R26MZ  ',33836,34.571,87.902,8.24,0.4449,25.156,'2',1.866,'Spam',1.06,'Targeted',0.811,'SomeRate_WAX',3.90,0.873,0.8751
'CNT_YWX23   ','SESS_EFQS4  ',8932,41.548,48.224,1.76,0.5462,57.250,'2',9.317,'Trending',4.40,'Targeted',0.331,'SomeRate_T3E',6.88,0.657,0.8440
'CNT_E4SYE   ','SESS_5ZS21  ',20065,8.468,26.776,2.82,0.1689,99.473,'3',5.286,'Trending',9.96,'Random',0.577,'SomeRate_80Y',0.77,0.181,0.5754
'CNT_P39TJ   ','SESS_O2RAH  ',22877,11.068,38.429,7.87,0.3101,98.063,'2',1.031,'Random',3.67,'Targeted',0.247,'SomeRate_D0O',6.35,0.575,0.7098
'CNT_66P37   ','SESS_GU6BR  ',26043,37.654,80.704,4.41,0.9486,47.668,'4',6.288,'Normal',3.96,'Targeted',0.260,'SomeRate_BGS',0.96,0.637,0.4655
'CNT_GD5T4   ','SESS_6232F  ',34172,1.432,21.830,8.58,0.0412,46.523,'1',5.250,'Spam',0.75,'Random',0.503,'SomeRate_Y0Q',6.72,0.494,0.4524
'CNT_7O2JD   ','SESS_1BI67  ',24043,47.389,18.586,4.15,0.8563,49.511,'1',6.176,'Random',4.51,'Spam',0.201,'SomeRate_5MU',7.96,0.693,0.1187
'CNT_5BXEK   ','SESS_H9WJG  ',10498,82.188,69.827,0.34,0.7807,29.363,'3',5.435,'Spam',7.42,'Random',0.399,'SomeRate_1CR',5.94,0.510,0.0021
'CNT_OQ460   ','SESS_D70PG  ',43896,12.841,86.844,10.00,0.5945,99.479,'2',8.976,'Random',4.01,'Random',0.268,'SomeRate_8P8',6.62,0.403,0.0695
'CNT_9XG7M   ','SESS_SU8IA  ',4354,64.541,32.494,1.25,0.7063,61.804,'2',8.050,'Spam',6.28,'Targeted',0.446,'SomeRate_8B9',9.95,0.362,0.2713
'CNT_QQKWI   ','SESS_7943Z  ',8962,9.802,49.016,6.40,0.4716,25.492,'4',8.325,'Normal',0.21,'Targeted',0.701,'SomeRate_AXR',1.44,0.637,0.4209
'CNT_N59P3   ','SESS_ACT2I  ',2701,74.217,4.101,3.11,0.6062,85.497,'4',3.798,'Trending',8.56,'Targeted',0.544,'SomeRate_LJU',3.72,0.137,0.6353
'CNT_66HU2   ','SESS_FHRD1  ',26141,75.515,33.517,6.90,0.9282,11.466,'4',4.990,'Trending',4.07,'Normal',0.764,'SomeRate_GMR',2.67,0.249,0.0097
'CNT_6ZPQG   ','SESS_VGFDA  ',7429,0.489,94.487,3.13,0.4827,28.157,'4',1.319,'Trending',4.92,'Normal',0.194,'SomeRate_XU8',0.40,0.420,0.9913
'CNT_DLVSS   ','SESS_WU79G  ',60,49.394,45.683,2.15,0.0714,81.846,'2',2.248,'Spam',6.19,'Spam',0.006,'SomeRate_Y4V',1.50,0.424,0.8452
'CNT_Y85M9   ','SESS_A5HIT  ',20477,51.088,39.404,5.72,0.1235,12.706,'2',6.167,'Random',5.09,'Targeted',0.014,'SomeRate_MHV',1.98,0.291,0.2599
'CNT_ZGJI8   ','SESS_35CY8  ',17928,72.979,88.146,5.63,0.2502,60.455,'4',8.617,'Random',6.10,'Normal',0.405,'SomeRate_GE5',8.90,0.380,0.6821
'CNT_56MDR   ','SESS_4BLNM  ',25101,59.129,9.264,9.49,0.5209,87.660,'5',5.247,'Random',7.71,'Spam',0.959,'SomeRate_ZCK',1.70,0.309,0.2935
'CNT_0VMFG   ','SESS_D3MA5  ',25835,2.955,42.122,3.43,0.7292,14.286,'4',1.393,'Spam',2.87,'Spam',0.305,'SomeRate_O2P',9.07,0.915,0.4336
'CNT_S13IZ   ','SESS_RKXV4  ',1574,65.344,97.140,3.42,0.4101,70.968,'2',7.229,'Trending',7.18,'Spam',0.236,'SomeRate_TXW',1.75,0.911,0.3468
'CNT_FJM7D   ','SESS_PQGN5  ',2914,49.102,85.843,8.20,0.4983,85.049,'2',4.109,'Spam',2.55,'Spam',0.179,'SomeRate_GXY',9.80,0.566,0.4539
'CNT_S0ZNJ   ','SESS_ZM12P  ',7787,13.822,43.520,5.99,0.6050,72.449,'4',7.228,'Random',3.15,'Normal',0.586,'SomeRate_K4X',4.35,0.601,0.1478
'CNT_RQC8J   ','SESS_OPOXD  ',28745,25.444,75.399,5.95,0.6556,86.446,'1',1.629,'Trending',2.01,'Random',0.626,'SomeRate_YTQ',2.04,0.597,0.3168
'CNT_KWP8P   ','SESS_HC0K1  ',4304,18.366,52.328,2.48,0.4186,9.875,'3',4.211,'Random',5.70,'Spam',0.891,'SomeRate_NHX',7.33,0.063,0.3655
'CNT_M38OV   ','SESS_0GULK  ',11419,96.731,81.367,8.86,0.6910,18.058,'4',6.097,'Trending',3.65,'Spam',0.118,'SomeRate_1IV',5.75,0.656,0.3137
'CNT_3OHZQ   ','SESS_7GUNB  ',6834,80.592,69.619,4.03,0.4067,70.594,'3',1.116,'Normal',8.88,'Spam',0.701,'SomeRate_7QH',5.53,0.040,0.0289
'CNT_FGJI3   ','SESS_IR79R  ',39743,9.277,24.770,0.29,0.8073,27.468,'3',2.026,'Spam',8.95,'Normal',0.402,'SomeRate_LZ0',7.49,0.287,0.5803
'CNT_QAEBV   ','SESS_7XX09  ',14645,59.273,43.684,3.28,0.8698,55.302,'1',7.091,'Normal',2.82,'Normal',0.054,'SomeRate_P8C',2.18,0.177,0.4669
'CNT_ZL4HC   ','SESS_S7YPH  ',75,35.121,64.254,8.61,0.5168,48.915,'1',9.488,'Normal',5.14,'Spam',0.180,'SomeRate_YON',8.68,0.092,0.1530
'CNT_1A7GS   ','SESS_CH6RU  ',34213,47.541,38.925,9.21,0.4464,16.529,'3',4.762,'Random',5.88,'Normal',0.395,'SomeRate_L7S',7.82,0.176,0.6437
'CNT_S1IHP   ','SESS_NQADA  ',32704,37.414,85.160,3.19,0.8628,76.377,'4',9.366,'Spam',2.58,'Targeted',0.130,'SomeRate_F9F',8.46,0.018,0.2972
'CNT_8SQN6   ','SESS_39Y3M  ',30887,45.647,20.511,1.11,0.6016,68.957,'4',8.977,'Spam',5.68,'Random',0.589,'SomeRate_21G',6.86,0.924,0.8606
'CNT_T9R2N   ','SESS_XRKTD  ',38532,14.111,23.145,7.03,0.8323,60.250,'5',3.512,'Random',7.66,'Random',0.906,'SomeRate_TDY',4.33,0.766,0.0845
'CNT_N7LO6   ','SESS_37EC5  ',9753,71.368,4.019,4.81,0.2817,55.162,'2',8.403,'Random',0.25,'Spam',0.757,'SomeRate_D1T',7.30,0.296,0.0722
'CNT_DP0I3   ','SESS_2ISVH  ',46187,27.246,82.220,4.28,0.5568,17.734,'3',6.413,'Trending',7.70,'Normal',0.290,'SomeRate_7DW',8.97,0.987,0.1495
'CNT_KJ7UX   ','SESS_RVD4J  ',36453,69.377,16.142,5.84,0.3465,62.251,'3',5.721,'Trending',0.54,'Random',0.404,'SomeRate_2GV',3.75,0.151,0.6528
'CNT_CKQM2   ','SESS_67MFN  ',576,74.900,35.261,3.43,0.7583,41.675,'3',4.441,'Normal',3.66,'Targeted',0.615,'SomeRate_DCR',0.32,0.446,0.6524
'CNT_HG2CR   ','SESS_QN6ZY  ',33072,56.041,51.222,8.25,0.7443,13.500,'2',1.522,'Trending',9.14,'Targeted',0.772,'SomeRate_6LN',9.17,0.187,0.0933
'CNT_T5IT2   ','SESS_Z2HE3  ',7674,94.549,68.605,3.64,0.8704,78.485,'4',6.847,'Trending',9.88,'Spam',0.181,'SomeRate_3CF',0.34,0.950,0.6680
