'NET_SV5HY   ','SESS_3IOLM  ','{"connection_metrics": {"follownum": 5854487, "conngrowpat": "Suspicious", "followratio": 580.69, "followingnum": 4319107, "connqualscore": 3.4, "followgrowrate": 7.220, "mutualconnratio": 7.9, "followinggrowrate": 8.9529}, "engagement_metrics": {"engauth": 0.7791, "engrate": 1.534, "cmtratio": 9.13, "likeratio": 0.44, "sharerate": 4.238}, "interaction_metrics": {"interactdiv": 95.08, "interactreci": 0.540, "tempinteractpat": "Periodic"}}'
'NET_GHPA5   ','SESS_NA3I3  ','{"connection_metrics": {"follownum": 5474390, "conngrowpat": "Suspicious", "followratio": 511.43, "followingnum": 5162703, "connqualscore": 1.1, "followgrowrate": 9.753, "mutualconnratio": 5.2, "followinggrowrate": 4.1718}, "engagement_metrics": {"engauth": 0.1442, "engrate": 8.737, "cmtratio": 5.24, "likeratio": 0.95, "sharerate": 7.361}, "interaction_metrics": {"interactdiv": 85.64, "interactreci": 0.136, "tempinteractpat": "Automated"}}'
'NET_QEEO2   ','SESS_7WDRX  ','{"connection_metrics": {"follownum": 255168, "conngrowpat": "Bot-like", "followratio": 39.99, "followingnum": 9904934, "connqualscore": 0.4, "followgrowrate": 6.339, "mutualconnratio": 6.5, "followinggrowrate": 3.9906}, "engagement_metrics": {"engauth": 0.0354, "engrate": 9.577, "cmtratio": 7.49, "likeratio": 2.20, "sharerate": 0.118}, "interaction_metrics": {"interactdiv": 24.00, "interactreci": 0.716, "tempinteractpat": "Random"}}'
'NET_EU1ET   ','SESS_F2XBQ  ','{"connection_metrics": {"follownum": 426825, "conngrowpat": "Organic", "followratio": 478.18, "followingnum": 8310361, "connqualscore": 7.0, "followgrowrate": 5.577, "mutualconnratio": 7.1, "followinggrowrate": 4.7952}, "engagement_metrics": {"engauth": 0.3160, "engrate": 2.505, "cmtratio": 7.27, "likeratio": 9.80, "sharerate": 6.455}, "interaction_metrics": {"interactdiv": 81.35, "interactreci": 0.140, "tempinteractpat": "Random"}}'
'NET_AWBJE   ','SESS_R4YLZ  ','{"connection_metrics": {"follownum": 2414402, "conngrowpat": "Suspicious", "followratio": 58.15, "followingnum": 978430, "connqualscore": 6.3, "followgrowrate": 4.490, "mutualconnratio": 0.7, "followinggrowrate": 2.5916}, "engagement_metrics": {"engauth": 0.6648, "engrate": 9.396, "cmtratio": 4.58, "likeratio": 2.34, "sharerate": 1.485}, "interaction_metrics": {"interactdiv": 93.24, "interactreci": 0.429, "tempinteractpat": "Natural"}}'
'NET_1E7Q4   ','SESS_P5B1P  ','{"connection_metrics": {"follownum": 371099, "conngrowpat": "Organic", "followratio": 843.05, "followingnum": 9702204, "connqualscore": 4.5, "followgrowrate": 2.666, "mutualconnratio": 0.2, "followinggrowrate": 8.1126}, "engagement_metrics": {"engauth": 0.0062, "engrate": 7.183, "cmtratio": 8.17, "likeratio": 8.59, "sharerate": 0.352}, "interaction_metrics": {"interactdiv": 86.32, "interactreci": 0.692, "tempinteractpat": "Automated"}}'
'NET_FW15I   ','SESS_WZATT  ','{"connection_metrics": {"follownum": 3962398, "conngrowpat": "Bot-like", "followratio": 2.26, "followingnum": 4785805, "connqualscore": 2.0, "followgrowrate": 2.631, "mutualconnratio": 7.9, "followinggrowrate": 4.2178}, "engagement_metrics": {"engauth": 0.3811, "engrate": 4.736, "cmtratio": 2.85, "likeratio": 5.39, "sharerate": 0.187}, "interaction_metrics": {"interactdiv": 27.19, "interactreci": 0.172, "tempinteractpat": "Natural"}}'
'NET_EREP2   ','SESS_JZFKT  ','{"connection_metrics": {"follownum": 1403858, "conngrowpat": "Burst", "followratio": 557.38, "followingnum": 8618636, "connqualscore": 0.9, "followgrowrate": 7.356, "mutualconnratio": 3.5, "followinggrowrate": 0.0106}, "engagement_metrics": {"engauth": 0.0475, "engrate": 2.016, "cmtratio": 6.65, "likeratio": 4.55, "sharerate": 4.342}, "interaction_metrics": {"interactdiv": 86.33, "interactreci": 0.473, "tempinteractpat": "Random"}}'
'NET_0NHCO   ','SESS_QANC2  ','{"connection_metrics": {"follownum": 2810517, "conngrowpat": "Burst", "followratio": 269.72, "followingnum": 4347319, "connqualscore": 2.9, "followgrowrate": 1.202, "mutualconnratio": 3.7, "followinggrowrate": 8.9474}, "engagement_metrics": {"engauth": 0.0503, "engrate": 7.930, "cmtratio": 8.53, "likeratio": 0.10, "sharerate": 2.214}, "interaction_metrics": {"interactdiv": 52.06, "interactreci": 0.340, "tempinteractpat": "Automated"}}'
'NET_50P6T   ','SESS_0Q459  ','{"connection_metrics": {"follownum": 9557694, "conngrowpat": "Bot-like", "followratio": 510.04, "followingnum": 6568139, "connqualscore": 0.9, "followgrowrate": 5.170, "mutualconnratio": 8.5, "followinggrowrate": 1.7689}, "engagement_metrics": {"engauth": 0.5223, "engrate": 9.619, "cmtratio": 7.11, "likeratio": 2.32, "sharerate": 2.001}, "interaction_metrics": {"interactdiv": 68.13, "interactreci": 0.958, "tempinteractpat": "Natural"}}'
'NET_A6D7Z   ','SESS_QXB3R  ','{"connection_metrics": {"follownum": 6258048, "conngrowpat": "Suspicious", "followratio": 211.26, "followingnum": 6079156, "connqualscore": 7.0, "followgrowrate": 3.952, "mutualconnratio": 7.6, "followinggrowrate": 9.1549}, "engagement_metrics": {"engauth": 0.0473, "engrate": 7.130, "cmtratio": 7.20, "likeratio": 7.13, "sharerate": 0.084}, "interaction_metrics": {"interactdiv": 36.85, "interactreci": 0.696, "tempinteractpat": "Random"}}'
'NET_5UZ3R   ','SESS_YW8N6  ','{"connection_metrics": {"follownum": 7755434, "conngrowpat": "Bot-like", "followratio": 712.59, "followingnum": 4257104, "connqualscore": 7.9, "followgrowrate": 8.189, "mutualconnratio": 6.5, "followinggrowrate": 7.4502}, "engagement_metrics": {"engauth": 0.4763, "engrate": 9.476, "cmtratio": 6.95, "likeratio": 9.97, "sharerate": 1.095}, "interaction_metrics": {"interactdiv": 24.69, "interactreci": 0.053, "tempinteractpat": "Random"}}'
'NET_2N64J   ','SESS_DQRR2  ','{"connection_metrics": {"follownum": 982734, "conngrowpat": "Burst", "followratio": 227.99, "followingnum": 9592296, "connqualscore": 8.1, "followgrowrate": 2.544, "mutualconnratio": 5.7, "followinggrowrate": 1.3620}, "engagement_metrics": {"engauth": 0.2732, "engrate": 5.390, "cmtratio": 9.37, "likeratio": 1.84, "sharerate": 3.734}, "interaction_metrics": {"interactdiv": 33.29, "interactreci": 0.465, "tempinteractpat": "Natural"}}'
'NET_DPSSM   ','SESS_BSDWV  ','{"connection_metrics": {"follownum": 5071112, "conngrowpat": "Suspicious", "followratio": 686.35, "followingnum": 3684259, "connqualscore": 1.7, "followgrowrate": 8.363, "mutualconnratio": 9.0, "followinggrowrate": 6.5245}, "engagement_metrics": {"engauth": 0.8142, "engrate": 0.041, "cmtratio": 0.99, "likeratio": 8.80, "sharerate": 3.748}, "interaction_metrics": {"interactdiv": 73.88, "interactreci": 0.590, "tempinteractpat": "Automated"}}'
'NET_Q8UEN   ','SESS_70NED  ','{"connection_metrics": {"follownum": 6364381, "conngrowpat": "Organic", "followratio": 174.82, "followingnum": 2516337, "connqualscore": 8.5, "followgrowrate": 7.856, "mutualconnratio": 0.7, "followinggrowrate": 8.2777}, "engagement_metrics": {"engauth": 0.5627, "engrate": 5.825, "cmtratio": 2.03, "likeratio": 5.30, "sharerate": 0.904}, "interaction_metrics": {"interactdiv": 27.32, "interactreci": 0.068, "tempinteractpat": "Automated"}}'
'NET_GLQMG   ','SESS_AF2MG  ','{"connection_metrics": {"follownum": 4242431, "conngrowpat": "Suspicious", "followratio": 200.88, "followingnum": 512158, "connqualscore": 9.6, "followgrowrate": 6.317, "mutualconnratio": 0.5, "followinggrowrate": 2.4781}, "engagement_metrics": {"engauth": 0.5177, "engrate": 9.256, "cmtratio": 2.03, "likeratio": 4.67, "sharerate": 8.051}, "interaction_metrics": {"interactdiv": 33.76, "interactreci": 0.406, "tempinteractpat": "Natural"}}'
'NET_PVOYE   ','SESS_0LG93  ','{"connection_metrics": {"follownum": 4877819, "conngrowpat": "Suspicious", "followratio": 200.06, "followingnum": 6693699, "connqualscore": 3.0, "followgrowrate": 0.051, "mutualconnratio": 4.3, "followinggrowrate": 1.0339}, "engagement_metrics": {"engauth": 0.3633, "engrate": 4.293, "cmtratio": 1.83, "likeratio": 0.50, "sharerate": 6.543}, "interaction_metrics": {"interactdiv": 83.96, "interactreci": 0.436, "tempinteractpat": "Random"}}'
'NET_KNGAT   ','SESS_QA12U  ','{"connection_metrics": {"follownum": 9417560, "conngrowpat": "Bot-like", "followratio": 52.46, "followingnum": 5015388, "connqualscore": 8.8, "followgrowrate": 6.869, "mutualconnratio": 0.8, "followinggrowrate": 6.9701}, "engagement_metrics": {"engauth": 0.8750, "engrate": 8.819, "cmtratio": 5.01, "likeratio": 6.08, "sharerate": 2.569}, "interaction_metrics": {"interactdiv": 85.17, "interactreci": 0.804, "tempinteractpat": "Natural"}}'
'NET_1L8GH   ','SESS_MUMF7  ','{"connection_metrics": {"follownum": 5289254, "conngrowpat": "Organic", "followratio": 902.61, "followingnum": 2554280, "connqualscore": 7.4, "followgrowrate": 1.764, "mutualconnratio": 1.1, "followinggrowrate": 1.5999}, "engagement_metrics": {"engauth": 0.7909, "engrate": 9.705, "cmtratio": 0.07, "likeratio": 4.70, "sharerate": 8.744}, "interaction_metrics": {"interactdiv": 49.09, "interactreci": 0.942, "tempinteractpat": "Random"}}'
'NET_L8L4T   ','SESS_EFNYI  ','{"connection_metrics": {"follownum": 2337429, "conngrowpat": "Bot-like", "followratio": 968.35, "followingnum": 9905564, "connqualscore": 8.7, "followgrowrate": 3.861, "mutualconnratio": 2.5, "followinggrowrate": 8.0443}, "engagement_metrics": {"engauth": 0.0764, "engrate": 7.849, "cmtratio": 6.61, "likeratio": 0.10, "sharerate": 2.228}, "interaction_metrics": {"interactdiv": 7.44, "interactreci": 0.913, "tempinteractpat": "Natural"}}'
'NET_G7K7J   ','SESS_JQX0K  ','{"connection_metrics": {"follownum": 8549711, "conngrowpat": "Bot-like", "followratio": 185.29, "followingnum": 2908717, "connqualscore": 5.0, "followgrowrate": 5.845, "mutualconnratio": 5.3, "followinggrowrate": 7.0639}, "engagement_metrics": {"engauth": 0.3084, "engrate": 8.070, "cmtratio": 5.13, "likeratio": 4.48, "sharerate": 6.908}, "interaction_metrics": {"interactdiv": 81.60, "interactreci": 0.212, "tempinteractpat": "Natural"}}'
'NET_T6LGR   ','SESS_K4MKL  ','{"connection_metrics": {"follownum": 1007300, "conngrowpat": "Burst", "followratio": 17.02, "followingnum": 7945186, "connqualscore": 0.4, "followgrowrate": 0.179, "mutualconnratio": 4.7, "followinggrowrate": 6.5441}, "engagement_metrics": {"engauth": 0.3746, "engrate": 3.782, "cmtratio": 2.94, "likeratio": 9.35, "sharerate": 0.469}, "interaction_metrics": {"interactdiv": 88.43, "interactreci": 0.235, "tempinteractpat": "Periodic"}}'
'NET_L9RW9   ','SESS_IA2CV  ','{"connection_metrics": {"follownum": 5920847, "conngrowpat": "Suspicious", "followratio": 625.98, "followingnum": 8735621, "connqualscore": 6.2, "followgrowrate": 2.360, "mutualconnratio": 2.9, "followinggrowrate": 0.4687}, "engagement_metrics": {"engauth": 0.3803, "engrate": 8.824, "cmtratio": 2.53, "likeratio": 3.13, "sharerate": 2.392}, "interaction_metrics": {"interactdiv": 41.79, "interactreci": 0.264, "tempinteractpat": "Periodic"}}'
'NET_X56XQ   ','SESS_IV63Y  ','{"connection_metrics": {"follownum": 5094838, "conngrowpat": "Organic", "followratio": 945.07, "followingnum": 9752632, "connqualscore": 3.7, "followgrowrate": 1.409, "mutualconnratio": 0.5, "followinggrowrate": 5.4153}, "engagement_metrics": {"engauth": 0.6118, "engrate": 3.570, "cmtratio": 4.16, "likeratio": 7.77, "sharerate": 7.281}, "interaction_metrics": {"interactdiv": 56.99, "interactreci": 0.732, "tempinteractpat": "Random"}}'
'NET_QF0FG   ','SESS_NMO55  ','{"connection_metrics": {"follownum": 8042340, "conngrowpat": "Organic", "followratio": 476.32, "followingnum": 1036135, "connqualscore": 8.9, "followgrowrate": 8.228, "mutualconnratio": 2.0, "followinggrowrate": 5.5253}, "engagement_metrics": {"engauth": 0.8289, "engrate": 5.142, "cmtratio": 7.16, "likeratio": 7.50, "sharerate": 7.929}, "interaction_metrics": {"interactdiv": 63.70, "interactreci": 0.401, "tempinteractpat": "Random"}}'
'NET_BG890   ','SESS_I4ZK1  ','{"connection_metrics": {"follownum": 4299336, "conngrowpat": "Suspicious", "followratio": 938.76, "followingnum": 6339299, "connqualscore": 3.7, "followgrowrate": 7.936, "mutualconnratio": 8.7, "followinggrowrate": 1.1432}, "engagement_metrics": {"engauth": 0.2887, "engrate": 3.351, "cmtratio": 6.33, "likeratio": 2.97, "sharerate": 6.412}, "interaction_metrics": {"interactdiv": 37.52, "interactreci": 0.480, "tempinteractpat": "Random"}}'
'NET_WQFJR   ','SESS_KKSX7  ','{"connection_metrics": {"follownum": 1196255, "conngrowpat": "Burst", "followratio": 817.46, "followingnum": 2720125, "connqualscore": 1.5, "followgrowrate": 0.664, "mutualconnratio": 2.5, "followinggrowrate": 8.9477}, "engagement_metrics": {"engauth": 0.5432, "engrate": 9.569, "cmtratio": 7.44, "likeratio": 0.39, "sharerate": 7.347}, "interaction_metrics": {"interactdiv": 28.78, "interactreci": 0.737, "tempinteractpat": "Automated"}}'
'NET_7UW0Q   ','SESS_ATL9R  ','{"connection_metrics": {"follownum": 4050705, "conngrowpat": "Bot-like", "followratio": 903.78, "followingnum": 1678638, "connqualscore": 5.3, "followgrowrate": 9.422, "mutualconnratio": 5.5, "followinggrowrate": 0.8187}, "engagement_metrics": {"engauth": 0.3347, "engrate": 0.341, "cmtratio": 8.09, "likeratio": 6.39, "sharerate": 9.608}, "interaction_metrics": {"interactdiv": 18.63, "interactreci": 0.844, "tempinteractpat": "Natural"}}'
'NET_IAY7I   ','SESS_IP6T8  ','{"connection_metrics": {"follownum": 6760411, "conngrowpat": "Suspicious", "followratio": 244.38, "followingnum": 9595818, "connqualscore": 0.6, "followgrowrate": 8.136, "mutualconnratio": 7.1, "followinggrowrate": 8.7018}, "engagement_metrics": {"engauth": 0.3260, "engrate": 7.935, "cmtratio": 7.83, "likeratio": 9.55, "sharerate": 7.059}, "interaction_metrics": {"interactdiv": 51.30, "interactreci": 0.640, "tempinteractpat": "Natural"}}'
'NET_0POLE   ','SESS_SNUX9  ','{"connection_metrics": {"follownum": 1216266, "conngrowpat": "Suspicious", "followratio": 25.48, "followingnum": 3747517, "connqualscore": 3.7, "followgrowrate": 2.796, "mutualconnratio": 1.4, "followinggrowrate": 9.9504}, "engagement_metrics": {"engauth": 0.3882, "engrate": 2.216, "cmtratio": 9.52, "likeratio": 1.70, "sharerate": 7.585}, "interaction_metrics": {"interactdiv": 96.72, "interactreci": 0.903, "tempinteractpat": "Periodic"}}'
'NET_FZYF2   ','SESS_W5RE6  ','{"connection_metrics": {"follownum": 2194579, "conngrowpat": "Organic", "followratio": 717.46, "followingnum": 1437555, "connqualscore": 1.7, "followgrowrate": 2.164, "mutualconnratio": 9.3, "followinggrowrate": 5.8291}, "engagement_metrics": {"engauth": 0.7818, "engrate": 6.482, "cmtratio": 3.15, "likeratio": 0.24, "sharerate": 5.287}, "interaction_metrics": {"interactdiv": 2.19, "interactreci": 0.492, "tempinteractpat": "Periodic"}}'
'NET_8PL55   ','SESS_PJS1V  ','{"connection_metrics": {"follownum": 8610270, "conngrowpat": "Suspicious", "followratio": 376.24, "followingnum": 6021165, "connqualscore": 9.0, "followgrowrate": 1.874, "mutualconnratio": 2.5, "followinggrowrate": 2.1823}, "engagement_metrics": {"engauth": 0.2426, "engrate": 3.232, "cmtratio": 8.20, "likeratio": 2.94, "sharerate": 9.250}, "interaction_metrics": {"interactdiv": 40.19, "interactreci": 0.878, "tempinteractpat": "Natural"}}'
'NET_MQ3PS   ','SESS_JOKZV  ','{"connection_metrics": {"follownum": 9852657, "conngrowpat": "Organic", "followratio": 496.53, "followingnum": 5988542, "connqualscore": 3.9, "followgrowrate": 3.125, "mutualconnratio": 2.4, "followinggrowrate": 7.0235}, "engagement_metrics": {"engauth": 0.8047, "engrate": 1.157, "cmtratio": 8.25, "likeratio": 1.77, "sharerate": 8.581}, "interaction_metrics": {"interactdiv": 88.01, "interactreci": 0.884, "tempinteractpat": "Random"}}'
'NET_RL71L   ','SESS_0V1WX  ','{"connection_metrics": {"follownum": 5674057, "conngrowpat": "Bot-like", "followratio": 887.89, "followingnum": 1421154, "connqualscore": 8.8, "followgrowrate": 1.121, "mutualconnratio": 2.5, "followinggrowrate": 4.2034}, "engagement_metrics": {"engauth": 0.4340, "engrate": 4.232, "cmtratio": 9.15, "likeratio": 1.10, "sharerate": 6.587}, "interaction_metrics": {"interactdiv": 76.20, "interactreci": 0.638, "tempinteractpat": "Natural"}}'
'NET_D5L10   ','SESS_RYX41  ','{"connection_metrics": {"follownum": 106184, "conngrowpat": "Burst", "followratio": 287.90, "followingnum": 488696, "connqualscore": 0.6, "followgrowrate": 2.392, "mutualconnratio": 9.1, "followinggrowrate": 5.6905}, "engagement_metrics": {"engauth": 0.0512, "engrate": 6.844, "cmtratio": 4.21, "likeratio": 2.78, "sharerate": 0.718}, "interaction_metrics": {"interactdiv": 71.08, "interactreci": 0.174, "tempinteractpat": "Random"}}'
'NET_MR007   ','SESS_77EZL  ','{"connection_metrics": {"follownum": 7990926, "conngrowpat": "Suspicious", "followratio": 824.97, "followingnum": 9062542, "connqualscore": 8.9, "followgrowrate": 1.375, "mutualconnratio": 8.7, "followinggrowrate": 9.8449}, "engagement_metrics": {"engauth": 0.3356, "engrate": 7.425, "cmtratio": 2.31, "likeratio": 1.58, "sharerate": 3.727}, "interaction_metrics": {"interactdiv": 25.62, "interactreci": 0.208, "tempinteractpat": "Periodic"}}'
'NET_3V6F2   ','SESS_23BB5  ','{"connection_metrics": {"follownum": 4670552, "conngrowpat": "Bot-like", "followratio": 92.52, "followingnum": 3246020, "connqualscore": 7.7, "followgrowrate": 0.954, "mutualconnratio": 2.9, "followinggrowrate": 2.4618}, "engagement_metrics": {"engauth": 0.2068, "engrate": 9.099, "cmtratio": 5.82, "likeratio": 7.49, "sharerate": 1.898}, "interaction_metrics": {"interactdiv": 16.07, "interactreci": 0.485, "tempinteractpat": "Natural"}}'
'NET_1L9QT   ','SESS_GY2DT  ','{"connection_metrics": {"follownum": 5229581, "conngrowpat": "Bot-like", "followratio": 281.05, "followingnum": 8409295, "connqualscore": 4.6, "followgrowrate": 4.892, "mutualconnratio": 3.8, "followinggrowrate": 3.0290}, "engagement_metrics": {"engauth": 0.8610, "engrate": 3.736, "cmtratio": 6.72, "likeratio": 5.06, "sharerate": 3.092}, "interaction_metrics": {"interactdiv": 62.64, "interactreci": 0.325, "tempinteractpat": "Automated"}}'
'NET_XWA4S   ','SESS_FFB8T  ','{"connection_metrics": {"follownum": 2079248, "conngrowpat": "Bot-like", "followratio": 751.02, "followingnum": 6489675, "connqualscore": 9.6, "followgrowrate": 4.390, "mutualconnratio": 5.2, "followinggrowrate": 9.0527}, "engagement_metrics": {"engauth": 0.4388, "engrate": 9.196, "cmtratio": 1.99, "likeratio": 1.22, "sharerate": 5.254}, "interaction_metrics": {"interactdiv": 69.64, "interactreci": 0.818, "tempinteractpat": "Random"}}'
'NET_Q9YJV   ','SESS_IUILO  ','{"connection_metrics": {"follownum": 645192, "conngrowpat": "Bot-like", "followratio": 180.77, "followingnum": 1156297, "connqualscore": 6.7, "followgrowrate": 3.187, "mutualconnratio": 3.8, "followinggrowrate": 2.0449}, "engagement_metrics": {"engauth": 0.9047, "engrate": 7.561, "cmtratio": 4.65, "likeratio": 4.65, "sharerate": 1.806}, "interaction_metrics": {"interactdiv": 82.50, "interactreci": 0.072, "tempinteractpat": "Automated"}}'
'NET_FLLCR   ','SESS_QF6BO  ','{"connection_metrics": {"follownum": 7316993, "conngrowpat": "Suspicious", "followratio": 325.27, "followingnum": 332714, "connqualscore": 9.1, "followgrowrate": 4.486, "mutualconnratio": 1.8, "followinggrowrate": 5.2395}, "engagement_metrics": {"engauth": 0.5628, "engrate": 4.905, "cmtratio": 3.01, "likeratio": 3.68, "sharerate": 3.955}, "interaction_metrics": {"interactdiv": 57.04, "interactreci": 0.185, "tempinteractpat": "Automated"}}'
'NET_VHIPI   ','SESS_2CZX9  ','{"connection_metrics": {"follownum": 2118104, "conngrowpat": "Organic", "followratio": 358.22, "followingnum": 1524262, "connqualscore": 6.5, "followgrowrate": 2.305, "mutualconnratio": 1.6, "followinggrowrate": 9.6765}, "engagement_metrics": {"engauth": 0.1261, "engrate": 1.709, "cmtratio": 7.98, "likeratio": 8.22, "sharerate": 8.787}, "interaction_metrics": {"interactdiv": 38.09, "interactreci": 0.609, "tempinteractpat": "Automated"}}'
'NET_TQS8E   ','SESS_G4TIT  ','{"connection_metrics": {"follownum": 6031960, "conngrowpat": "Organic", "followratio": 466.96, "followingnum": 7404080, "connqualscore": 3.2, "followgrowrate": 4.717, "mutualconnratio": 3.5, "followinggrowrate": 3.3332}, "engagement_metrics": {"engauth": 0.3713, "engrate": 4.015, "cmtratio": 0.43, "likeratio": 3.60, "sharerate": 6.904}, "interaction_metrics": {"interactdiv": 38.20, "interactreci": 0.338, "tempinteractpat": "Natural"}}'
'NET_VW3WC   ','SESS_ZU5N3  ','{"connection_metrics": {"follownum": 3050099, "conngrowpat": "Suspicious", "followratio": 604.05, "followingnum": 8748109, "connqualscore": 9.3, "followgrowrate": 7.137, "mutualconnratio": 0.9, "followinggrowrate": 8.4636}, "engagement_metrics": {"engauth": 0.0245, "engrate": 6.084, "cmtratio": 1.59, "likeratio": 9.33, "sharerate": 3.659}, "interaction_metrics": {"interactdiv": 49.43, "interactreci": 0.414, "tempinteractpat": "Periodic"}}'
