'TECH_JJ7WD  ','NET_PVOYE   ','MSG_MS32I   ','192.168.207.236',0.880,1,0.8140,7,'No',2,NULL,0.140,0.63531
'TECH_FKMWE  ','NET_KNGAT   ','MSG_ZLS12   ','192.168.85.40',0.396,42,0.1734,9,'Yes',13,NULL,0.808,0.40587
'TECH_ZWIHT  ','NET_1L8GH   ','MSG_ZMP2E   ','192.168.123.8',0.941,18,0.5993,7,'Suspected',2,NULL,0.463,0.45129
'TECH_Z0FBO  ','NET_L8L4T   ','MSG_ZF903   ','192.168.98.244',0.605,6,0.9649,5,'Suspected',2,NULL,0.196,0.55011
'TECH_81SVG  ','NET_G7K7J   ','MSG_UFJ7M   ','192.168.184.95',0.350,30,0.1180,8,'Yes',20,NULL,0.206,0.56012
'TECH_R4OU7  ','NET_T6LGR   ','MSG_YD8YZ   ','192.168.94.171',0.026,33,0.6335,3,'Suspected',10,NULL,0.759,0.33893
'TECH_LWNLX  ','NET_L9RW9   ','MSG_HEZAG   ','192.168.84.226',0.421,6,0.1937,1,'No',6,NULL,0.593,0.54535
'TECH_7UVPN  ','NET_X56XQ   ','MSG_WT68M   ','192.168.211.194',0.875,30,0.1312,10,'Yes',13,NULL,0.680,0.76773
'TECH_T7H1B  ','NET_QF0FG   ','MSG_HFO1Y   ','192.168.45.118',0.533,15,0.3411,6,'Suspected',20,NULL,0.038,0.15170
'TECH_NTSRO  ','NET_BG890   ','MSG_BHH42   ','192.168.11.209',0.269,49,0.2651,3,'Suspected',15,NULL,0.603,0.13032
'TECH_WRRFN  ','NET_WQFJR   ','MSG_AG4IZ   ','192.168.212.230',0.772,6,0.7803,0,'No',9,NULL,0.294,0.80871
'TECH_B7HPW  ','NET_7UW0Q   ','MSG_WGWCR   ','192.168.215.199',0.346,32,0.8032,4,'No',13,NULL,0.441,0.03779
'TECH_GI7KC  ','NET_IAY7I   ','MSG_SIZTR   ','192.168.30.231',0.050,16,0.7945,1,'Suspected',1,NULL,0.733,0.38502
'TECH_27JEZ  ','NET_0POLE   ','MSG_LMVA3   ','192.168.51.217',0.287,14,0.4907,0,'Yes',9,NULL,0.026,0.51788
'TECH_RGPDI  ','NET_FZYF2   ','MSG_K6ZMU   ','192.168.57.68',0.225,20,0.6162,1,'Suspected',18,NULL,0.332,0.87655
'TECH_I2QL5  ','NET_8PL55   ','MSG_C80UI   ','192.168.206.167',0.189,26,0.2213,7,'Suspected',18,NULL,0.488,0.62919
'TECH_FRT6O  ','NET_MQ3PS   ','MSG_G73JT   ','192.168.226.161',0.043,9,0.4019,9,'Yes',11,NULL,0.397,0.48115
'TECH_L555C  ','NET_RL71L   ','MSG_ODDYT   ','192.168.30.209',0.536,10,0.7090,3,'Suspected',6,NULL,0.958,0.75116
'TECH_XSGVD  ','NET_D5L10   ','MSG_9ROS2   ','192.168.62.197',0.621,34,0.0798,4,'No',10,NULL,0.782,0.22933
'TECH_PCHHN  ','NET_MR007   ','MSG_6KNWE   ','192.168.28.80',0.744,38,0.9703,1,'No',5,NULL,0.314,0.62484
'TECH_DTOE1  ','NET_3V6F2   ','MSG_ME2I8   ','192.168.251.19',0.584,46,0.7097,7,'Suspected',3,NULL,0.926,0.49395
'TECH_PR7PT  ','NET_1L9QT   ','MSG_YN66W   ','192.168.46.43',0.759,14,0.3681,6,'Suspected',19,NULL,0.457,0.22955
'TECH_XHJP9  ','NET_XWA4S   ','MSG_QZEOO   ','192.168.250.252',0.798,31,0.7251,3,'No',15,NULL,0.287,0.84528
'TECH_TX6LL  ','NET_Q9YJV   ','MSG_BSEW5   ','192.168.198.153',0.115,14,0.2982,8,'No',17,NULL,0.213,0.34014
'TECH_JUKQJ  ','NET_FLLCR   ','MSG_PK7QW   ','192.168.189.209',0.531,23,0.2232,1,'No',3,NULL,0.185,0.45811
'TECH_O5QU3  ','NET_VHIPI   ','MSG_XU8Y6   ','192.168.77.86',0.951,20,0.4245,0,'Yes',16,NULL,0.897,0.05721
'TECH_7XFBR  ','NET_TQS8E   ','MSG_VOBTH   ','192.168.111.35',0.442,23,0.1040,6,'Yes',19,NULL,0.550,0.16087
'TECH_Q22Y3  ','NET_VW3WC   ','MSG_21N49   ','192.168.190.134',0.068,32,0.2091,0,'Suspected',13,NULL,0.368,0.24856
'TECH_CRM4J  ','NET_L6XC3   ','MSG_HSAZ7   ','192.168.26.157',0.482,46,0.4287,4,'No',6,NULL,0.936,0.71907
'TECH_CB5PP  ','NET_7MRRC   ','MSG_8RM8D   ','192.168.172.76',0.446,6,0.4364,0,'No',6,NULL,0.238,0.13196
'TECH_90B0U  ','NET_TZ0SW   ','MSG_RBCAM   ','192.168.34.229',0.025,36,0.1415,6,'Yes',14,NULL,0.141,0.50306
'TECH_237VI  ','NET_IRHZ1   ','MSG_OE093   ','192.168.196.50',0.992,28,0.3628,0,'No',10,NULL,0.788,0.39084
'TECH_ZDWA5  ','NET_1SDCB   ','MSG_1KNQ1   ','192.168.202.96',0.438,43,0.4207,5,'Yes',4,NULL,0.435,0.42504
'TECH_YF7CN  ','NET_8OUOA   ','MSG_2M69L   ','192.168.234.211',0.228,13,0.6350,8,'Yes',4,NULL,0.142,0.76594
'TECH_RIYA5  ','NET_X0EH4   ','MSG_2LD94   ','192.168.2.101',0.726,25,0.8347,7,'Yes',9,NULL,0.798,0.31342
'TECH_KK5HI  ','NET_N7Q2Q   ','MSG_1BIJ6   ','192.168.65.145',0.057,34,0.9188,7,'Yes',4,NULL,0.334,0.54504
'TECH_S9GDK  ','NET_0BGZ0   ','MSG_0R20U   ','192.168.138.73',0.931,50,0.9159,0,'Suspected',3,NULL,0.231,0.25503
'TECH_K0ANT  ','NET_FBNS7   ','MSG_N2ZIV   ','192.168.255.145',0.622,48,0.5964,3,'Yes',5,NULL,0.579,0.25060
'TECH_N3AT8  ','NET_IEFI8   ','MSG_OHQOZ   ','192.168.33.119',0.692,32,0.8741,0,'Suspected',15,NULL,0.888,0.44826
'TECH_24LLL  ','NET_6E4LF   ','MSG_OVE2Z   ','192.168.185.47',0.132,41,0.6370,3,'No',20,NULL,0.522,0.93838
'TECH_ZVOFJ  ','NET_FGGH6   ','MSG_ZFIYD   ','192.168.179.54',0.762,13,0.0791,2,'Suspected',14,NULL,0.338,0.72157
'TECH_AV3XI  ','NET_HX0CA   ','MSG_5FU27   ','192.168.176.212',0.025,2,0.9139,10,'Yes',4,NULL,0.962,0.39912
'TECH_TL2KT  ','NET_ANJAN   ','MSG_35T6I   ','192.168.247.57',0.971,31,0.3145,2,'No',5,NULL,0.122,0.98242
'TECH_ZE6I1  ','NET_BY6N5   ','MSG_6UC2K   ','192.168.118.122',0.278,27,0.6896,6,'Suspected',17,NULL,0.729,0.43979
'TECH_MNHW7  ','NET_ZOL29   ','MSG_RAZ4A   ','192.168.165.101',0.076,34,0.8149,4,'No',4,NULL,0.818,0.19671
'TECH_RNQ80  ','NET_5X2PX   ','MSG_NZX8I   ','192.168.241.127',0.844,48,0.2857,0,'No',7,NULL,0.320,0.13509
'TECH_M3MHA  ','NET_EKG7B   ','MSG_VX50J   ','192.168.91.37',0.506,45,0.4226,10,'Yes',12,NULL,0.533,0.00186
'TECH_AGNKT  ','NET_0NY16   ','MSG_OF2TN   ','192.168.252.136',0.185,14,0.6319,2,'Suspected',13,NULL,0.099,0.19689
'TECH_KB5BC  ','NET_SU068   ','MSG_UY62Y   ','192.168.255.140',0.176,5,0.3627,1,'No',17,NULL,0.788,0.83608
'TECH_63EBT  ','NET_ME028   ','MSG_ZVB8A   ','192.168.2.26',0.889,21,0.1037,10,'No',12,NULL,0.047,0.80200
'TECH_4R7YY  ','NET_9TRIW   ','MSG_LW8JL   ','192.168.22.29',0.199,29,0.5115,4,'Suspected',17,NULL,0.578,0.41256
'TECH_DVWCM  ','NET_JABSY   ','MSG_J75TT   ','192.168.166.253',0.375,26,0.6618,10,'Yes',14,NULL,0.423,0.69704
'TECH_V48XI  ','NET_ZQFWL   ','MSG_BF7WP   ','192.168.71.41',0.879,28,0.8110,6,'Suspected',18,NULL,0.205,0.73640
'TECH_FCIYX  ','NET_QWRB1   ','MSG_IHGIG   ','192.168.240.4',0.159,24,0.7828,3,'Yes',6,NULL,0.188,0.32769
'TECH_8Y5ZO  ','NET_SR4IN   ','MSG_WNUPX   ','192.168.22.100',0.444,39,0.3580,10,'Yes',8,NULL,0.416,0.48222
'TECH_FZ25B  ','NET_CTR3R   ','MSG_1C85X   ','192.168.93.81',0.259,46,0.7329,1,'No',19,NULL,0.118,0.69240
'TECH_NZVNQ  ','NET_RF68N   ','MSG_TW2KZ   ','192.168.221.92',0.546,41,0.1098,7,'No',18,NULL,0.147,0.08789
'TECH_M0W7A  ','NET_2WCTN   ','MSG_VNDYS   ','192.168.166.13',0.054,3,0.9432,2,'No',20,NULL,0.131,0.11114
'TECH_TGAE4  ','NET_JVJEP   ','MSG_PRNU2   ','192.168.159.70',0.427,11,0.3202,1,'Suspected',13,NULL,0.516,0.41275
'TECH_CHJM9  ','NET_HTMUH   ','MSG_FJKDR   ','192.168.26.33',0.050,2,0.6401,4,'Suspected',2,NULL,0.086,0.37723
'TECH_EO7TX  ','NET_P86ND   ','MSG_KDW6J   ','192.168.69.191',0.671,37,0.0330,2,'Yes',10,NULL,0.418,0.48517
'TECH_EXZ99  ','NET_ZQJT0   ','MSG_SACLP   ','192.168.227.145',0.184,23,0.8064,10,'No',11,NULL,0.936,0.69134
'TECH_LM0WX  ','NET_4RNAA   ','MSG_M31IM   ','192.168.60.69',0.851,30,0.0029,9,'No',11,NULL,0.977,0.49997
'TECH_M3DUO  ','NET_XDGSK   ','MSG_JNE8J   ','192.168.235.176',0.305,47,0.4106,10,'Yes',11,NULL,0.652,0.20591
'TECH_ESEOG  ','NET_Z5IAB   ','MSG_LULNE   ','192.168.185.27',0.607,0,0.6655,6,'No',12,NULL,0.454,0.63300
'TECH_8P4XH  ','NET_EMM5C   ','MSG_W16O5   ','192.168.145.229',0.155,45,0.6256,4,'Suspected',5,NULL,0.554,0.83394
'TECH_ULWIG  ','NET_8X9SR   ','MSG_PM9BA   ','192.168.204.26',0.782,47,0.0322,0,'No',19,NULL,0.999,0.25905
'TECH_GY7NP  ','NET_X6OK8   ','MSG_2XJYR   ','192.168.74.247',0.484,22,0.3821,1,'No',8,NULL,0.948,0.70744
'TECH_80LJA  ','NET_QSFNC   ','MSG_L3N27   ','192.168.114.58',0.122,48,0.5402,5,'No',19,NULL,0.067,0.09232
'TECH_TJB1N  ','NET_WCHK0   ','MSG_NG16T   ','192.168.11.173',0.735,33,0.6017,6,'Yes',8,NULL,0.103,0.52080
'TECH_GVZS3  ','NET_1WM4V   ','MSG_56AJ3   ','192.168.116.122',0.751,4,0.7362,8,'Yes',10,NULL,0.198,0.62613
'TECH_2ELXE  ','NET_0C0M9   ','MSG_QY04K   ','192.168.23.241',0.080,50,0.2332,2,'Suspected',15,NULL,0.510,0.52355
'TECH_18PLA  ','NET_CFKOK   ','MSG_K9XDS   ','192.168.3.3',0.574,43,0.7874,3,'No',14,NULL,0.699,0.37496
'TECH_PKA47  ','NET_U14NH   ','MSG_WOCI9   ','192.168.30.87',0.415,12,0.6870,3,'No',11,NULL,0.400,0.79576
'TECH_9ZYZZ  ','NET_A4FVP   ','MSG_UQTVR   ','192.168.226.21',0.761,20,0.8696,1,'Suspected',17,NULL,0.126,0.33212
'TECH_QSEK8  ','NET_UDPEX   ','MSG_4KPYZ   ','192.168.133.213',0.783,14,0.8098,7,'Suspected',9,NULL,0.778,0.94121
'TECH_VOSW7  ','NET_PQPCN   ','MSG_E2S02   ','192.168.242.35',0.688,18,0.3204,0,'Suspected',1,NULL,0.512,0.14936
'TECH_9T9B8  ','NET_35KIG   ','MSG_OGK90   ','192.168.60.152',0.963,4,0.0515,9,'No',14,NULL,0.149,0.29062
'TECH_Z3YFL  ','NET_7WP2P   ','MSG_T3FLB   ','192.168.74.178',0.980,17,0.9163,10,'No',19,NULL,0.492,0.78280
'TECH_QQI9Z  ','NET_1VPEK   ','MSG_WJHED   ','192.168.89.213',0.868,0,0.7128,6,'Suspected',11,NULL,0.717,0.86792
'TECH_VV36F  ','NET_HVSFW   ','MSG_GKUL3   ','192.168.120.148',0.124,45,0.7225,8,'No',10,NULL,0.673,0.36020
'TECH_X68TF  ','NET_CYDMF   ','MSG_UTSJQ   ','192.168.178.54',0.180,10,0.4093,7,'Yes',4,NULL,0.016,0.14809
'TECH_W75Y4  ','NET_MH2XN   ','MSG_3UEXQ   ','192.168.190.27',0.310,50,0.5457,2,'Suspected',11,NULL,0.232,0.93757
'TECH_D39O0  ','NET_KK53P   ','MSG_8WY9Y   ','192.168.203.82',0.143,43,0.4524,6,'No',14,NULL,0.800,0.79942
'TECH_WV10X  ','NET_4TFR0   ','MSG_78L80   ','192.168.196.145',0.191,26,0.6499,6,'Yes',7,NULL,0.497,0.83453
'TECH_QSBEF  ','NET_W1A78   ','MSG_89GO4   ','192.168.237.197',0.060,6,0.6028,3,'No',11,NULL,0.935,0.73197
'TECH_ZXO2G  ','NET_MKIPI   ','MSG_11YI5   ','192.168.140.50',0.595,38,0.3647,6,'Suspected',10,NULL,0.487,0.44658
'TECH_ESASX  ','NET_JF16P   ','MSG_AZ0XW   ','192.168.30.18',0.945,17,0.1033,8,'No',14,NULL,0.738,0.04486
'TECH_4NR7E  ','NET_M9LYS   ','MSG_BMWI2   ','192.168.184.163',0.359,14,0.0493,6,'Suspected',7,NULL,0.437,0.35011
'TECH_HAN0M  ','NET_951LH   ','MSG_6UEEY   ','192.168.191.81',0.020,7,0.5707,5,'No',16,NULL,0.458,0.14103
'TECH_XPDAD  ','NET_WGFFL   ','MSG_BGSGX   ','192.168.12.242',0.498,10,0.8502,5,'Suspected',14,NULL,0.366,0.52082
'TECH_EAR2T  ','NET_TL2QE   ','MSG_N281N   ','192.168.109.237',0.013,5,0.7548,10,'No',5,NULL,0.913,0.45837
'TECH_RP53D  ','NET_NC7OE   ','MSG_WSVBN   ','192.168.243.108',0.195,11,0.6259,7,'Suspected',12,NULL,0.084,0.12512
'TECH_UWBM7  ','NET_7QLPR   ','MSG_WXXE1   ','192.168.119.137',0.525,42,0.3647,0,'Suspected',2,NULL,0.453,0.31970
'TECH_958Y4  ','NET_0F00U   ','MSG_3X3B1   ','192.168.139.195',0.482,2,0.9003,10,'No',2,NULL,0.393,0.63056
'TECH_LC044  ','NET_PX6OK   ','MSG_QMEA5   ','192.168.66.205',0.753,6,0.9576,5,'Suspected',3,NULL,0.794,0.61030
'TECH_5HQBO  ','NET_2QOJJ   ','MSG_IJECL   ','192.168.4.7',0.922,28,0.8023,4,'Suspected',14,NULL,0.979,0.01713
'TECH_V0ZDZ  ','NET_FIGJU   ','MSG_AMXGT   ','192.168.104.111',0.938,30,0.3907,7,'No',18,NULL,0.933,0.11048
'TECH_223HQ  ','NET_MI3JP   ','MSG_DQM4G   ','192.168.0.102',0.354,33,0.8972,1,'No',14,NULL,0.663,0.27626
'TECH_5M4GF  ','NET_2Z1GB   ','MSG_6CXU2   ','192.168.47.162',0.697,3,0.6867,3,'Yes',5,NULL,0.963,0.55068
'TECH_JAW9I  ','NET_EKSAW   ','MSG_U6HSX   ','192.168.236.132',0.042,34,0.2027,5,'Yes',16,NULL,0.185,0.69078
'TECH_H9G24  ','NET_3HZZA   ','MSG_SFW92   ','192.168.215.152',0.115,40,0.1497,7,'No',14,NULL,0.410,0.53990
'TECH_TF4M4  ','NET_JYFK7   ','MSG_71MFF   ','192.168.112.170',0.321,0,0.8312,10,'Yes',1,NULL,0.563,0.81361
'TECH_LQA69  ','NET_9CKRF   ','MSG_QP13G   ','192.168.41.21',0.687,19,0.4983,9,'Suspected',14,NULL,0.121,0.52922
'TECH_E22WA  ','NET_AKWLV   ','MSG_H2QAR   ','192.168.136.162',0.156,34,0.5185,9,'Yes',11,NULL,0.362,0.50362
'TECH_QPCGU  ','NET_10D4N   ','MSG_8BESH   ','192.168.146.174',0.516,26,0.2561,9,'Suspected',6,NULL,0.646,0.19050
'TECH_6ANAG  ','NET_WVL2O   ','MSG_EVVNA   ','192.168.96.191',0.890,39,0.7934,0,'No',5,NULL,0.994,0.14701
'TECH_H3VWQ  ','NET_5VHCL   ','MSG_3AJMY   ','192.168.121.195',0.269,20,0.3394,3,'Suspected',9,NULL,0.385,0.66488
'TECH_GJTEE  ','NET_L8P6Y   ','MSG_B2ILI   ','192.168.239.98',0.359,40,0.6072,1,'Suspected',12,NULL,0.682,0.22973
'TECH_2ZAQ9  ','NET_SOMQ6   ','MSG_XUNIZ   ','192.168.144.158',0.457,1,0.9024,0,'Suspected',6,NULL,0.315,0.98555
'TECH_3BKXN  ','NET_90A5K   ','MSG_D0PWG   ','192.168.219.211',0.286,41,0.2614,1,'Yes',10,NULL,0.815,0.43755
'TECH_6OHES  ','NET_WDN31   ','MSG_99698   ','192.168.171.201',0.924,29,0.3004,7,'Suspected',18,NULL,0.478,0.16255
'TECH_499XV  ','NET_33GEV   ','MSG_04QP6   ','192.168.194.202',0.667,23,0.4776,8,'Suspected',16,NULL,0.318,0.04204
'TECH_NGCB0  ','NET_GDUZP   ','MSG_YFNBA   ','192.168.97.236',0.717,45,0.8043,1,'Yes',9,NULL,0.992,0.67804
'TECH_GMJE6  ','NET_NDPH0   ','MSG_6NTMA   ','192.168.127.175',0.778,28,0.0781,8,'No',16,NULL,0.587,0.85538
'TECH_D5JGE  ','NET_8QTQL   ','MSG_RO7UX   ','192.168.166.24',0.793,45,0.7376,0,'Yes',16,NULL,0.918,0.96510
'TECH_ZNWWI  ','NET_KXFIZ   ','MSG_U63W9   ','192.168.235.98',0.006,5,0.8116,10,'Yes',16,NULL,0.035,0.12667
'TECH_BCTW7  ','NET_DUW9L   ','MSG_GIJDW   ','192.168.244.249',0.344,25,0.7893,4,'Suspected',20,NULL,0.260,0.57030
'TECH_IIIJW  ','NET_2OLOQ   ','MSG_INYWT   ','192.168.161.234',0.928,41,0.3003,5,'Suspected',19,NULL,0.753,0.35861
'TECH_P7BEA  ','NET_W042V   ','MSG_7EK70   ','192.168.228.93',0.809,37,0.1510,0,'Suspected',15,NULL,0.898,0.64574
'TECH_3NN9Y  ','NET_22IIX   ','MSG_CWT4E   ','192.168.172.135',0.471,13,0.4317,9,'No',12,NULL,0.161,0.41085
'TECH_YHQZT  ','NET_MJXAG   ','MSG_420PS   ','192.168.147.118',0.377,43,0.9079,9,'Suspected',17,NULL,0.325,0.18969
'TECH_03M4D  ','NET_EZM5T   ','MSG_2TQOD   ','192.168.97.106',0.664,33,0.2494,9,'No',13,NULL,0.275,0.47227
'TECH_09S33  ','NET_4ZO9K   ','MSG_FAOE2   ','192.168.54.142',0.461,42,0.7577,7,'Suspected',10,NULL,0.548,0.75677
'TECH_ML60D  ','NET_E3E3U   ','MSG_7FSVN   ','192.168.57.170',0.083,24,0.8095,2,'Suspected',1,NULL,0.796,0.24503
'TECH_EIY4R  ','NET_CEDUX   ','MSG_GJVWM   ','192.168.214.86',0.873,41,0.0302,4,'Suspected',6,NULL,0.195,0.52724
'TECH_CQ072  ','NET_85QW0   ','MSG_BXSOW   ','192.168.146.140',0.955,8,0.6224,7,'Suspected',1,NULL,0.057,0.08478
'TECH_DZ2JH  ','NET_6QVM5   ','MSG_ECZXD   ','192.168.251.90',0.119,11,0.3762,2,'No',7,NULL,0.267,0.54867
'TECH_UUNPX  ','NET_ROJ7I   ','MSG_ZGVQE   ','192.168.193.99',0.804,23,0.2214,8,'No',11,NULL,0.699,0.27507
'TECH_H9LKW  ','NET_7XETJ   ','MSG_EKOPX   ','192.168.130.39',0.032,37,0.4376,9,'Suspected',7,NULL,0.122,0.95567
'TECH_AM297  ','NET_PRWFU   ','MSG_COWPA   ','192.168.50.28',0.218,10,0.3126,8,'Suspected',9,NULL,0.858,0.66420
'TECH_KS3BV  ','NET_YVSW8   ','MSG_0D3NR   ','192.168.39.156',0.715,7,0.7719,9,'Suspected',6,NULL,0.282,0.86426
'TECH_UGSD5  ','NET_SBDLW   ','MSG_2447D   ','192.168.61.192',0.634,15,0.5669,9,'No',6,NULL,0.797,0.87384
'TECH_DRXSL  ','NET_6XSXJ   ','MSG_3XUAP   ','192.168.169.232',0.341,37,0.4321,9,'Yes',18,NULL,0.123,0.05868
'TECH_JTD3C  ','NET_P3YF4   ','MSG_830O7   ','192.168.133.54',0.847,36,0.5887,5,'Yes',3,NULL,0.331,0.87001
'TECH_4N4OW  ','NET_H32ZE   ','MSG_FA8P7   ','192.168.33.240',0.701,2,0.3046,0,'No',11,NULL,0.776,0.36594
'TECH_Z8XKG  ','NET_KG5KL   ','MSG_6LLKL   ','192.168.18.2',0.273,35,0.3307,0,'No',5,NULL,0.738,0.11998
'TECH_9VW54  ','NET_MCOKZ   ','MSG_HJ117   ','192.168.74.81',0.850,22,0.0973,8,'Yes',6,NULL,0.890,0.26544
'TECH_98V9N  ','NET_9S3A0   ','MSG_D1XRZ   ','192.168.165.177',0.881,12,0.4188,4,'Yes',16,NULL,0.773,0.79863
'TECH_FNUJH  ','NET_GQKQW   ','MSG_T6NN5   ','192.168.159.121',0.566,46,0.2491,10,'Yes',1,NULL,0.486,0.47622
'TECH_U0NIQ  ','NET_KOBZG   ','MSG_45LF9   ','192.168.237.150',0.605,10,0.2758,6,'No',2,NULL,0.590,0.36802
'TECH_4YUCD  ','NET_BY95D   ','MSG_53VAX   ','192.168.16.191',0.323,1,0.5169,2,'Yes',16,NULL,0.051,0.96818
'TECH_Z236B  ','NET_IFVNT   ','MSG_AHPWM   ','192.168.41.242',0.586,40,0.7014,10,'Yes',10,NULL,0.719,0.83820
'TECH_1K55U  ','NET_ZRYZA   ','MSG_0LL8U   ','192.168.183.11',0.142,33,0.6668,3,'No',10,NULL,0.439,0.84860
'TECH_RDQWH  ','NET_7PL8N   ','MSG_0UYOF   ','192.168.100.42',0.778,26,0.7612,5,'Yes',11,NULL,0.300,0.05625
'TECH_HR4I7  ','NET_EI92E   ','MSG_Z41O8   ','192.168.157.67',0.959,15,0.9748,3,'No',12,NULL,0.156,0.89139
'TECH_TBML8  ','NET_WPWEV   ','MSG_9AY20   ','192.168.86.253',0.830,30,0.4646,10,'Yes',13,NULL,0.790,0.06158
'TECH_B362I  ','NET_AZ1AJ   ','MSG_2RNW2   ','192.168.121.40',0.989,4,0.0673,4,'Yes',19,NULL,0.436,0.63618
'TECH_3CQ2E  ','NET_Q7Z75   ','MSG_DS2JY   ','192.168.228.46',0.488,46,0.0099,1,'Yes',7,NULL,0.255,0.26558
'TECH_OHPI8  ','NET_KF12W   ','MSG_QPHS6   ','192.168.251.56',0.725,20,0.5872,0,'Yes',3,NULL,0.470,0.55954
'TECH_HO070  ','NET_Y6LCV   ','MSG_RX7VT   ','192.168.86.140',0.701,38,0.7986,9,'Yes',20,NULL,0.564,0.58998
'TECH_7KO6K  ','NET_JJHZU   ','MSG_MBCK7   ','192.168.24.55',0.720,12,0.8004,7,'No',8,NULL,0.582,0.42870
'TECH_SG5NW  ','NET_QSBEV   ','MSG_X7PUT   ','192.168.222.193',0.741,47,0.7331,1,'No',16,NULL,0.949,0.60604
'TECH_CUC2X  ','NET_JVLU8   ','MSG_69KT4   ','192.168.49.252',0.633,31,0.9785,8,'No',20,NULL,0.749,0.02571
'TECH_66Q3Y  ','NET_Q17SU   ','MSG_U3GXC   ','192.168.91.149',0.833,22,0.6860,8,'Yes',10,NULL,0.132,0.27456
'TECH_DP692  ','NET_2ERJ1   ','MSG_6YS8C   ','192.168.101.66',0.282,22,0.0536,7,'Yes',20,NULL,0.319,0.97481
'TECH_K35X8  ','NET_Y2MFB   ','MSG_BAHAA   ','192.168.121.184',0.874,12,0.4319,4,'Yes',2,NULL,0.778,0.07934
