'15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','IV Curve','Major Issues','2025-01-10','Delayed','Active',3,6612.30,1042.720,24249.930,4924.27
'e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','Visual','Minor Issues','2024-12-03','Delayed','Expired',NULL,4191.48,4040.460,41647.150,9976.74
'07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','IR Thermal','Pass','2024-12-28','Overdue','Claimed',5,9143.78,4527.400,26826.080,8235.17
'e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','Visual','Major Issues','2024-11-23','On Schedule','Claimed',NULL,6347.38,84.780,23765.200,12946.53
'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','Visual','Pass','2024-10-07','On Schedule','Active',2,9232.52,4485.570,25562.050,327.13
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','IV Curve','Minor Issues','2024-10-11','On Schedule','Expired',NULL,6247.27,2716.120,9109.010,3963.24
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','Visual','Pass','2025-02-15','Overdue','Expired',3,2998.47,3029.260,29504.570,18564.00
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','EL Imaging','Minor Issues','2024-08-30','Overdue','Active',1,5815.40,1139.630,41854.950,11130.72
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','IR Thermal','Minor Issues','2024-08-31','Delayed','Active',4,5534.35,1247.270,13548.630,850.46
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','Visual','Pass','2024-10-09','On Schedule','Active',4,4747.78,2034.510,17440.170,6125.25
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','IR Thermal','Major Issues','2024-10-07','Delayed','Expired',NULL,8651.95,288.400,29550.130,6116.84
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','EL Imaging','Pass','2025-02-19','Delayed','Active',2,306.23,2059.830,14474.830,3253.34
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','EL Imaging','Major Issues','2024-11-12','Delayed','Expired',2,4711.24,4932.760,46934.720,14173.24
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','IV Curve','Minor Issues','2024-12-10','Overdue','Expired',2,2780.16,4001.160,6708.870,19122.05
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','Visual','Pass','2024-12-18','On Schedule','Claimed',2,450.09,2481.830,926.530,11941.60
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','EL Imaging','Major Issues','2024-12-22','Overdue','Expired',2,3504.77,3098.530,5835.740,12055.85
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','Visual','Major Issues','2025-01-19','On Schedule','Active',4,8473.73,1326.310,44994.420,11071.99
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','IR Thermal','Major Issues','2024-12-14','Delayed','Active',3,461.90,3646.060,12061.350,16933.03
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','IV Curve','Minor Issues','2025-01-06','Overdue','Claimed',3,756.93,2628.010,1782.890,14064.61
'e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','IR Thermal','Minor Issues','2024-09-12','On Schedule','Expired',1,4309.45,3607.260,21330.230,5670.60
'8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','IR Thermal','Major Issues','2024-08-28','On Schedule','Active',4,2213.39,2148.440,22371.780,4636.87
'cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','EL Imaging','Minor Issues','2025-02-01','Delayed','Claimed',4,234.74,613.260,49124.480,13516.60
'338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','IV Curve','Minor Issues','2025-02-18','Delayed','Active',2,8865.03,1098.840,2624.450,11485.77
'00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','IV Curve','Pass','2024-11-09','On Schedule','Claimed',4,2424.78,1870.940,5751.800,9920.84
'e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','IR Thermal','Major Issues','2024-11-08','Overdue','Expired',2,9955.09,4618.480,8645.330,18238.93
'dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','IV Curve','Minor Issues','2024-10-27','Delayed','Active',2,3166.68,2930.140,2924.720,12548.04
'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','IR Thermal','Minor Issues','2025-02-14','Overdue','Claimed',NULL,389.71,193.560,12106.880,15573.80
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','EL Imaging','Major Issues','2024-12-01','On Schedule','Expired',1,6785.69,1515.030,255.410,1338.78
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','IV Curve','Pass','2024-09-28','Overdue','Active',4,4515.52,1232.340,43175.960,11968.61
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','IV Curve','Major Issues','2025-02-10','On Schedule','Claimed',4,8033.24,4917.130,17737.870,7491.09
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','IR Thermal','Pass','2025-01-22','Overdue','Active',1,8239.57,462.260,35030.600,10208.32
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','IR Thermal','Minor Issues','2024-10-05','Overdue','Expired',5,7333.46,4307.810,21031.610,8569.67
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','IR Thermal','Pass','2025-02-17','On Schedule','Active',1,699.36,4248.900,48626.770,3745.60
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','IR Thermal','Minor Issues','2024-10-10','Overdue','Active',2,5684.41,123.120,33763.020,1145.06
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','IR Thermal','Major Issues','2024-09-28','On Schedule','Active',5,9315.58,2693.110,39050.720,14156.84
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','IR Thermal','Minor Issues','2025-01-02','Delayed','Expired',4,6579.10,1759.400,8670.400,10995.28
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','EL Imaging','Minor Issues','2025-02-01','Overdue','Claimed',4,3248.35,1244.250,46714.000,14883.86
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','IR Thermal','Pass','2024-12-23','Delayed','Claimed',4,9590.50,35.240,8125.690,13395.64
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','Visual','Major Issues','2024-12-30','Overdue','Active',2,7094.51,4672.050,16580.910,18845.43
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','Visual','Minor Issues','2024-10-09','Overdue','Expired',NULL,2970.50,495.600,25457.270,6169.17
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','Visual','Minor Issues','2024-11-15','Delayed','Expired',2,2049.98,3037.170,11357.750,14069.10
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','IR Thermal','Minor Issues','2025-01-25','Delayed','Active',NULL,60.81,2849.700,6769.380,2568.23
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','IV Curve','Pass','2024-09-09','Delayed','Active',3,2246.45,823.960,46595.200,14380.67
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','Visual','Minor Issues','2024-11-01','Overdue','Claimed',1,4141.59,2963.850,7480.760,3439.62
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','IR Thermal','Minor Issues','2024-09-02','Overdue','Claimed',3,4797.70,4515.110,24120.310,15814.88
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','Visual','Major Issues','2024-10-06','Delayed','Active',2,4124.93,39.740,49316.930,16597.39
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','EL Imaging','Minor Issues','2024-11-08','On Schedule','Expired',4,8185.58,1738.950,5331.090,8967.86
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','Visual','Minor Issues','2025-01-22','On Schedule','Expired',4,1557.45,3500.450,43827.300,18935.11
'a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','IV Curve','Minor Issues','2025-02-01','Overdue','Active',3,3709.62,4349.070,21849.180,1208.12
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','EL Imaging','Minor Issues','2024-11-20','On Schedule','Active',1,7892.51,877.490,13047.890,4709.75
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','EL Imaging','Major Issues','2024-11-04','Delayed','Expired',2,4626.38,4871.550,6976.030,16452.56
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','IR Thermal','Major Issues','2024-10-12','Delayed','Claimed',4,6832.49,3424.980,9040.710,18267.80
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','Visual','Pass','2024-11-25','Delayed','Claimed',1,7860.36,332.340,32970.050,5809.85
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','IV Curve','Major Issues','2024-10-28','Overdue','Active',4,5603.92,4584.060,27516.800,18645.34
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','EL Imaging','Minor Issues','2025-02-15','On Schedule','Expired',3,3502.89,3045.520,42280.820,14158.73
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','IR Thermal','Minor Issues','2024-11-06','Overdue','Active',2,7708.60,2641.580,38119.020,5986.66
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','EL Imaging','Major Issues','2024-10-21','On Schedule','Expired',1,3061.36,1485.750,46077.350,15368.25
'5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','Visual','Minor Issues','2024-10-21','Delayed','Expired',1,372.31,826.760,25000.670,2439.99
'119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','EL Imaging','Major Issues','2024-11-19','Delayed','Expired',4,1292.80,4889.300,46336.970,1173.16
'0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','EL Imaging','Pass','2024-11-06','Delayed','Claimed',1,8868.72,1140.130,36462.810,15385.59
'5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','EL Imaging','Pass','2024-11-19','Delayed','Active',NULL,7157.91,157.510,48028.320,14903.74
'6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','IR Thermal','Minor Issues','2024-08-26','Delayed','Claimed',5,3274.08,4317.550,21480.160,11600.77
