'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d',10.700,9.110,45.440,47.640,8.470,8.440,36.660,35.41,0.779,0.766,0.301,255.4
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c',9.860,8.390,46.910,47.940,9.490,8.150,36.440,37.07,0.812,0.764,0.495,998.0
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7',10.110,9.840,48.280,44.910,9.780,7.410,39.100,37.68,0.794,0.742,0.348,250.1
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a',9.340,8.390,45.590,43.610,9.550,7.990,37.880,36.21,0.782,0.752,0.601,722.8
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4',10.380,8.470,46.050,46.960,9.260,8.790,35.130,35.08,0.809,0.728,0.613,459.8
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4',10.740,9.560,45.640,47.380,9.070,8.580,38.380,36.10,0.816,0.786,0.391,716.2
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365',10.070,9.900,47.850,43.210,9.580,7.200,38.090,35.65,0.765,0.783,0.220,585.9
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe',9.950,8.280,49.490,45.410,8.350,8.820,35.060,36.61,0.750,0.755,0.356,710.8
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b',9.800,8.420,45.240,47.450,9.380,8.820,37.520,33.45,0.826,0.776,0.457,477.3
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa',10.420,9.640,45.290,47.030,9.510,7.410,38.730,37.54,0.837,0.765,0.134,319.9
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84',10.150,9.220,46.930,47.570,9.200,7.720,38.460,36.01,0.756,0.794,0.355,624.5
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb',9.070,8.630,48.470,43.160,9.660,8.980,35.770,34.42,0.804,0.752,0.119,354.5
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2',9.080,9.410,47.430,46.710,8.080,8.270,35.430,36.83,0.839,0.756,0.212,786.1
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca',10.030,9.340,48.700,46.700,8.180,7.220,35.560,33.03,0.811,0.715,0.665,754.4
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2',10.580,9.110,47.750,46.110,9.880,7.210,38.710,34.41,0.796,0.786,0.358,807.3
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c',9.040,8.550,47.120,44.630,8.690,7.520,35.050,34.12,0.758,0.794,0.503,233.3
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8',10.210,9.150,49.170,45.000,9.220,8.910,36.930,34.98,0.806,0.797,0.707,256.1
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532',10.840,8.480,46.220,47.310,8.820,8.550,38.560,33.75,0.827,0.765,0.173,470.1
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922',9.400,8.940,47.270,46.580,9.790,8.670,35.050,33.87,0.809,0.748,0.269,590.5
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19',10.390,8.830,48.030,46.790,9.830,7.200,35.650,34.98,0.816,0.761,0.260,587.5
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f',9.910,8.640,45.720,43.820,9.760,8.630,39.950,36.69,0.798,0.790,0.710,654.9
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c',10.240,9.810,49.070,43.670,8.950,8.410,36.650,36.96,0.790,0.778,0.787,909.2
'a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d',10.620,9.390,49.530,47.010,8.170,7.500,39.580,34.08,0.755,0.709,0.799,964.6
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c',10.250,8.080,47.970,43.780,9.540,8.030,36.440,33.50,0.805,0.700,0.737,515.6
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f',10.500,8.920,49.330,46.190,9.740,8.440,36.900,35.78,0.814,0.742,0.227,474.5
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0',10.410,9.650,49.200,43.120,8.740,8.770,38.950,34.01,0.801,0.726,0.228,820.8
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312',10.340,8.280,49.420,46.950,9.940,7.030,35.770,33.94,0.818,0.792,0.700,258.9
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe',10.250,9.920,45.230,44.130,8.610,7.530,35.180,36.14,0.786,0.730,0.463,501.3
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3',10.110,8.360,45.820,47.230,8.490,8.900,35.340,35.14,0.761,0.800,0.191,340.9
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c',10.310,8.420,48.570,46.450,8.500,8.370,35.380,35.57,0.810,0.764,0.220,848.1
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355',9.880,9.320,46.690,45.020,9.760,8.040,35.340,34.88,0.829,0.795,0.527,839.4
'5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49',10.360,9.740,46.260,44.030,9.920,8.150,36.420,36.50,0.796,0.745,0.821,437.9
'119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1',9.800,8.960,45.930,44.480,8.970,8.390,38.070,36.93,0.803,0.742,0.264,940.6
'0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d',9.640,9.310,45.070,43.370,8.910,7.530,35.360,34.89,0.767,0.779,0.161,433.2
'5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78',9.050,8.440,49.350,45.760,9.930,8.720,38.420,35.53,0.830,0.749,0.350,996.2
'6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c',9.340,9.850,48.990,47.600,8.620,8.400,38.290,34.98,0.782,0.706,0.987,628.8
'491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff',10.140,9.830,48.490,44.610,8.540,8.450,38.300,37.58,0.767,0.726,0.575,828.6
'4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5',10.460,8.980,49.760,45.120,8.090,7.650,37.290,36.78,0.795,0.704,0.972,806.0
'8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5',9.580,9.740,47.400,45.720,9.410,8.300,38.280,34.44,0.807,0.787,0.942,761.2
'dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd',10.880,8.640,48.130,45.530,9.810,7.420,38.770,37.56,0.795,0.750,0.531,336.4
'ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6',10.620,9.450,45.560,44.860,9.510,7.960,39.280,36.21,0.767,0.784,0.684,317.7
'0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc',9.250,8.490,48.430,44.970,8.220,8.780,36.320,36.09,0.758,0.738,0.725,968.7
'46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff',10.820,8.160,45.780,45.950,9.000,7.850,39.600,37.62,0.770,0.703,0.729,373.3
'6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1',9.940,8.150,47.330,45.330,9.640,8.640,38.640,33.39,0.809,0.749,0.746,741.1
'14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a',10.270,9.520,47.640,47.960,8.510,7.810,38.540,37.25,0.757,0.703,0.726,587.2
'becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5',10.080,8.140,48.130,44.990,9.080,8.280,39.640,35.57,0.841,0.795,0.506,497.9
'df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731',10.890,8.620,48.510,45.740,9.770,7.460,37.350,34.16,0.839,0.712,0.213,751.0
'557f400c-466f-43c3-8c1b-74502cf1d757','557f400c-466f-43c3-8c1b-74502cf1d757','557f400c-466f-43c3-8c1b-74502cf1d757',10.020,9.220,45.550,46.550,8.860,8.190,39.270,34.68,0.834,0.793,0.287,458.3
'febebd33-941d-400a-b1a6-ada0bcbc653f','febebd33-941d-400a-b1a6-ada0bcbc653f','febebd33-941d-400a-b1a6-ada0bcbc653f',10.800,8.050,47.580,45.840,9.500,7.870,39.040,36.42,0.806,0.738,0.807,506.2
'87df4b9b-e7de-4912-b358-c5b789f4077f','87df4b9b-e7de-4912-b358-c5b789f4077f','87df4b9b-e7de-4912-b358-c5b789f4077f',9.070,9.730,47.870,46.520,9.300,7.930,35.170,36.17,0.795,0.708,0.784,263.4
'ff4076d8-ff1c-421f-b6bf-0978206b792e','ff4076d8-ff1c-421f-b6bf-0978206b792e','ff4076d8-ff1c-421f-b6bf-0978206b792e',9.830,9.330,49.810,46.920,9.800,7.820,39.380,34.20,0.764,0.767,0.659,979.3
'a1429ccd-7bb1-455a-94c1-d74fa03b2bbb','a1429ccd-7bb1-455a-94c1-d74fa03b2bbb','a1429ccd-7bb1-455a-94c1-d74fa03b2bbb',10.900,8.810,45.520,46.180,9.290,8.290,38.090,34.55,0.802,0.762,0.617,310.1
'68f1b6a6-2ec4-4d5f-a591-afc55dac01a8','68f1b6a6-2ec4-4d5f-a591-afc55dac01a8','68f1b6a6-2ec4-4d5f-a591-afc55dac01a8',9.410,8.580,47.750,47.560,8.580,7.180,37.080,33.67,0.796,0.745,0.957,609.8
'1e2f297c-9383-4ee1-99df-a0a46e031663','1e2f297c-9383-4ee1-99df-a0a46e031663','1e2f297c-9383-4ee1-99df-a0a46e031663',10.500,8.170,45.730,43.090,9.660,8.830,37.380,36.24,0.779,0.741,0.706,446.5
'f9315a49-67e9-43db-b01b-fac1d7a3946b','f9315a49-67e9-43db-b01b-fac1d7a3946b','f9315a49-67e9-43db-b01b-fac1d7a3946b',10.850,9.690,48.440,44.540,8.420,7.790,35.970,37.95,0.788,0.737,0.471,229.7
'a4b00fbb-90a2-4969-8b45-4e05fb999a63','a4b00fbb-90a2-4969-8b45-4e05fb999a63','a4b00fbb-90a2-4969-8b45-4e05fb999a63',9.180,9.440,47.380,44.190,8.840,8.560,35.580,34.49,0.792,0.731,0.579,401.4
