'07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','2024-10-10 23:37:14.054',47.200,220.200,49.870,0.346,'{"harmdistpct": 3.690, "reacpwrkvar": -49.04, "inverteffpct": 97.110, "invertpowfac": 0.944}'
'e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','2021-06-27 08:19:04.054',43.400,229.300,50.210,0.439,'{"harmdistpct": 4.210, "reacpwrkvar": 34.89, "inverteffpct": 96.690, "invertpowfac": 0.948}'
'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','2017-12-26 08:13:31.054',57.700,226.900,50.090,0.893,'{"harmdistpct": 4.340, "reacpwrkvar": 96.05, "inverteffpct": 96.910, "invertpowfac": 0.953}'
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','2019-08-10 20:25:09.054',58.100,225.400,49.880,0.413,'{"harmdistpct": 2.740, "reacpwrkvar": 0.29, "inverteffpct": 97.270, "invertpowfac": 0.901}'
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2022-03-12 01:43:19.054',32.400,229.000,50.390,0.731,'{"harmdistpct": 3.070, "reacpwrkvar": 56.23, "inverteffpct": 97.880, "invertpowfac": 0.957}'
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','2019-07-27 04:32:14.054',21.800,236.700,49.570,0.555,'{"harmdistpct": 2.080, "reacpwrkvar": 61.74, "inverteffpct": 96.730, "invertpowfac": 0.916}'
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','2015-09-06 08:19:01.054',49.200,221.500,49.670,0.631,'{"harmdistpct": 4.330, "reacpwrkvar": 71.00, "inverteffpct": 97.250, "invertpowfac": 0.945}'
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','2017-11-15 23:41:06.054',22.500,225.100,50.100,0.343,'{"harmdistpct": 2.150, "reacpwrkvar": -97.70, "inverteffpct": 96.450, "invertpowfac": 0.997}'
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','2019-06-01 17:59:32.054',58.900,232.500,50.200,0.576,'{"harmdistpct": 0.250, "reacpwrkvar": 53.84, "inverteffpct": 97.280, "invertpowfac": 0.905}'
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','2023-01-26 01:10:57.054',38.100,220.900,50.030,0.078,'{"harmdistpct": 1.190, "reacpwrkvar": 90.87, "inverteffpct": 97.900, "invertpowfac": 0.947}'
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','2022-10-09 15:46:47.054',47.200,233.200,50.190,0.688,'{"harmdistpct": 4.190, "reacpwrkvar": 13.61, "inverteffpct": 95.250, "invertpowfac": 0.963}'
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','2020-02-29 01:25:34.055',33.000,238.100,50.090,0.927,'{"harmdistpct": 4.290, "reacpwrkvar": 4.37, "inverteffpct": 96.250, "invertpowfac": 0.994}'
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','2023-01-03 01:51:29.055',28.800,222.000,49.880,0.291,'{"harmdistpct": 2.550, "reacpwrkvar": 8.56, "inverteffpct": 95.640, "invertpowfac": 0.912}'
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','2017-05-16 08:56:44.055',48.100,232.400,49.530,0.852,'{"harmdistpct": 1.940, "reacpwrkvar": 1.82, "inverteffpct": 95.720, "invertpowfac": 0.922}'
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','2015-03-30 07:49:31.055',45.900,232.500,50.200,0.982,'{"harmdistpct": 4.470, "reacpwrkvar": -31.38, "inverteffpct": 98.720, "invertpowfac": 0.984}'
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','2021-11-21 06:13:03.055',41.100,221.400,49.660,0.228,'{"harmdistpct": 3.060, "reacpwrkvar": 80.30, "inverteffpct": 96.280, "invertpowfac": 0.902}'
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','2020-05-03 03:21:47.055',51.900,233.400,49.600,0.708,'{"harmdistpct": 1.750, "reacpwrkvar": -35.41, "inverteffpct": 96.270, "invertpowfac": 0.921}'
'e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','2022-11-08 11:03:42.055',49.100,237.500,49.830,0.757,'{"harmdistpct": 0.980, "reacpwrkvar": 57.75, "inverteffpct": 97.780, "invertpowfac": 0.909}'
'8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','2015-11-06 10:16:44.055',42.700,223.300,50.260,0.618,'{"harmdistpct": 3.780, "reacpwrkvar": 7.66, "inverteffpct": 97.140, "invertpowfac": 0.929}'
'cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','2015-04-30 00:17:34.055',46.500,229.900,49.650,0.983,'{"harmdistpct": 0.990, "reacpwrkvar": -84.52, "inverteffpct": 95.640, "invertpowfac": 0.979}'
'338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','2018-10-13 07:32:57.055',22.400,239.100,50.290,0.663,'{"harmdistpct": 4.760, "reacpwrkvar": 61.48, "inverteffpct": 97.000, "invertpowfac": 0.958}'
'00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','2018-10-17 17:06:58.055',31.300,226.800,50.070,0.538,'{"harmdistpct": 4.980, "reacpwrkvar": -43.67, "inverteffpct": 95.710, "invertpowfac": 0.951}'
'e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','2017-04-28 14:48:35.055',58.100,231.100,50.340,0.959,'{"harmdistpct": 4.620, "reacpwrkvar": -18.42, "inverteffpct": 97.890, "invertpowfac": 0.921}'
'dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','2016-07-01 10:07:17.056',37.200,223.600,50.300,0.377,'{"harmdistpct": 4.210, "reacpwrkvar": -8.87, "inverteffpct": 96.880, "invertpowfac": 0.966}'
'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','2024-08-01 20:28:58.056',54.800,237.800,49.900,0.503,'{"harmdistpct": 4.640, "reacpwrkvar": -61.46, "inverteffpct": 96.940, "invertpowfac": 0.902}'
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','2016-01-07 15:20:08.056',49.000,220.800,50.190,0.260,'{"harmdistpct": 3.170, "reacpwrkvar": -82.58, "inverteffpct": 97.740, "invertpowfac": 0.995}'
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','2016-03-28 20:51:07.056',42.900,238.100,49.860,0.171,'{"harmdistpct": 0.820, "reacpwrkvar": -83.75, "inverteffpct": 97.420, "invertpowfac": 0.906}'
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','2016-10-25 16:08:21.056',34.200,232.900,49.580,0.908,'{"harmdistpct": 0.180, "reacpwrkvar": 69.80, "inverteffpct": 97.150, "invertpowfac": 0.929}'
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','2017-06-22 16:49:42.056',24.000,227.200,49.850,0.714,'{"harmdistpct": 1.360, "reacpwrkvar": -31.27, "inverteffpct": 97.410, "invertpowfac": 0.914}'
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','2020-05-28 17:39:51.056',37.900,234.500,49.920,0.073,'{"harmdistpct": 3.210, "reacpwrkvar": -10.73, "inverteffpct": 98.900, "invertpowfac": 0.927}'
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','2021-06-01 15:26:18.056',24.300,226.100,49.530,0.920,'{"harmdistpct": 1.720, "reacpwrkvar": -6.83, "inverteffpct": 96.460, "invertpowfac": 0.943}'
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','2018-10-27 04:58:41.056',22.500,234.000,49.640,0.815,'{"harmdistpct": 0.870, "reacpwrkvar": -72.22, "inverteffpct": 98.110, "invertpowfac": 0.904}'
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2020-02-03 20:05:37.056',35.500,236.300,50.350,0.574,'{"harmdistpct": 4.260, "reacpwrkvar": -96.18, "inverteffpct": 97.720, "invertpowfac": 0.918}'
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','2022-01-09 01:39:09.056',26.600,236.100,50.340,0.271,'{"harmdistpct": 4.750, "reacpwrkvar": -57.99, "inverteffpct": 98.890, "invertpowfac": 0.975}'
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','2020-12-06 15:47:23.056',34.700,224.700,50.050,0.946,'{"harmdistpct": 0.110, "reacpwrkvar": 38.13, "inverteffpct": 97.110, "invertpowfac": 0.979}'
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','2018-06-04 05:53:42.057',25.800,239.100,49.770,0.165,'{"harmdistpct": 2.970, "reacpwrkvar": 88.85, "inverteffpct": 95.910, "invertpowfac": 0.926}'
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','2021-01-30 08:01:12.057',44.900,230.700,50.230,0.466,'{"harmdistpct": 1.160, "reacpwrkvar": 79.00, "inverteffpct": 98.590, "invertpowfac": 0.980}'
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','2018-04-27 18:39:39.057',35.500,224.000,50.460,0.921,'{"harmdistpct": 1.260, "reacpwrkvar": 30.79, "inverteffpct": 97.990, "invertpowfac": 0.917}'
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','2021-06-23 14:32:56.057',38.200,223.500,50.380,0.021,'{"harmdistpct": 0.080, "reacpwrkvar": -71.44, "inverteffpct": 96.260, "invertpowfac": 0.955}'
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','2017-02-02 23:35:56.057',25.800,232.300,50.340,0.427,'{"harmdistpct": 0.480, "reacpwrkvar": -85.81, "inverteffpct": 96.370, "invertpowfac": 0.993}'
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','2017-11-07 02:48:55.057',49.600,226.900,49.750,0.876,'{"harmdistpct": 1.960, "reacpwrkvar": -76.81, "inverteffpct": 96.340, "invertpowfac": 0.937}'
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','2017-08-02 07:43:10.057',41.200,229.500,50.180,0.436,'{"harmdistpct": 4.200, "reacpwrkvar": 77.46, "inverteffpct": 97.390, "invertpowfac": 0.957}'
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','2022-02-11 22:54:53.057',27.600,232.000,50.120,0.525,'{"harmdistpct": 1.780, "reacpwrkvar": 76.55, "inverteffpct": 97.030, "invertpowfac": 0.901}'
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2017-03-17 23:18:56.057',24.300,231.800,49.520,0.875,'{"harmdistpct": 2.030, "reacpwrkvar": 19.17, "inverteffpct": 96.820, "invertpowfac": 0.994}'
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','2021-05-15 07:46:24.057',52.100,221.700,50.230,0.718,'{"harmdistpct": 2.830, "reacpwrkvar": 16.37, "inverteffpct": 95.240, "invertpowfac": 0.983}'
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','2015-12-13 19:28:59.058',36.300,220.400,50.500,0.148,'{"harmdistpct": 2.290, "reacpwrkvar": 3.49, "inverteffpct": 95.480, "invertpowfac": 0.964}'
'a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','2024-04-19 01:37:43.058',58.600,225.600,50.310,0.437,'{"harmdistpct": 2.440, "reacpwrkvar": -37.91, "inverteffpct": 96.450, "invertpowfac": 0.940}'
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','2019-05-24 14:47:55.058',27.500,234.500,49.880,0.739,'{"harmdistpct": 3.650, "reacpwrkvar": 45.21, "inverteffpct": 95.800, "invertpowfac": 0.997}'
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','2023-12-08 14:35:29.058',51.000,231.500,50.120,0.043,'{"harmdistpct": 1.960, "reacpwrkvar": 69.22, "inverteffpct": 97.800, "invertpowfac": 0.981}'
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','2017-06-24 06:05:48.058',31.300,235.400,49.680,0.540,'{"harmdistpct": 2.400, "reacpwrkvar": -72.70, "inverteffpct": 98.870, "invertpowfac": 0.935}'
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2019-09-26 16:33:15.058',55.200,222.800,49.850,0.101,'{"harmdistpct": 2.010, "reacpwrkvar": -43.98, "inverteffpct": 96.200, "invertpowfac": 0.995}'
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','2023-06-24 08:29:06.058',29.000,220.200,49.690,0.252,'{"harmdistpct": 0.320, "reacpwrkvar": 61.83, "inverteffpct": 96.480, "invertpowfac": 0.954}'
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2017-05-31 22:30:36.058',30.700,236.000,50.220,0.081,'{"harmdistpct": 1.860, "reacpwrkvar": -61.76, "inverteffpct": 96.050, "invertpowfac": 0.991}'
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','2021-06-16 04:29:18.058',48.700,225.600,49.790,0.143,'{"harmdistpct": 4.480, "reacpwrkvar": 90.22, "inverteffpct": 97.150, "invertpowfac": 0.923}'
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','2016-12-29 20:19:01.059',42.200,225.900,50.160,0.373,'{"harmdistpct": 2.870, "reacpwrkvar": 11.39, "inverteffpct": 96.320, "invertpowfac": 0.985}'
'5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','2020-03-14 14:16:57.059',38.800,231.200,50.060,0.266,'{"harmdistpct": 4.750, "reacpwrkvar": -93.22, "inverteffpct": 98.180, "invertpowfac": 0.996}'
'119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','2017-03-12 01:39:24.059',39.900,234.700,50.210,0.501,'{"harmdistpct": 4.110, "reacpwrkvar": 86.89, "inverteffpct": 98.120, "invertpowfac": 0.932}'
'0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','2022-04-24 17:34:35.059',48.400,235.700,50.300,0.889,'{"harmdistpct": 3.710, "reacpwrkvar": -68.00, "inverteffpct": 96.720, "invertpowfac": 0.942}'
'5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','2024-01-16 16:30:58.059',35.500,235.700,50.470,0.634,'{"harmdistpct": 3.780, "reacpwrkvar": 38.84, "inverteffpct": 97.750, "invertpowfac": 0.965}'
'6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','2018-07-12 03:14:32.059',33.800,230.900,49.600,0.449,'{"harmdistpct": 2.030, "reacpwrkvar": 45.27, "inverteffpct": 98.450, "invertpowfac": 0.942}'
'491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','2023-01-11 11:50:37.059',36.100,226.300,49.970,0.855,'{"harmdistpct": 0.750, "reacpwrkvar": 80.96, "inverteffpct": 96.160, "invertpowfac": 0.999}'
'4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','2018-05-22 13:15:49.059',37.400,234.600,49.670,0.734,'{"harmdistpct": 0.530, "reacpwrkvar": -33.89, "inverteffpct": 95.700, "invertpowfac": 0.904}'
'8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','2019-08-09 00:17:47.059',50.700,238.200,49.880,0.451,'{"harmdistpct": 4.530, "reacpwrkvar": 58.17, "inverteffpct": 96.020, "invertpowfac": 0.945}'
'dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','2021-07-09 12:28:30.059',45.900,228.400,50.070,0.333,'{"harmdistpct": 3.590, "reacpwrkvar": 94.26, "inverteffpct": 96.760, "invertpowfac": 0.916}'
'ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','2015-09-19 02:06:47.059',46.300,227.100,49.720,0.138,'{"harmdistpct": 0.640, "reacpwrkvar": 45.88, "inverteffpct": 97.380, "invertpowfac": 0.928}'
'0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','2018-05-26 10:58:56.059',42.400,239.600,49.920,0.671,'{"harmdistpct": 1.170, "reacpwrkvar": 99.04, "inverteffpct": 98.410, "invertpowfac": 0.974}'
'46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','2018-05-23 09:31:12.059',57.800,225.700,50.030,0.993,'{"harmdistpct": 5.000, "reacpwrkvar": -32.41, "inverteffpct": 97.400, "invertpowfac": 0.964}'
'6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','2016-02-09 22:58:59.059',39.000,222.700,50.040,0.017,'{"harmdistpct": 4.620, "reacpwrkvar": 41.02, "inverteffpct": 98.510, "invertpowfac": 0.973}'
'14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','2016-03-16 03:22:40.059',57.900,225.700,50.360,0.939,'{"harmdistpct": 3.660, "reacpwrkvar": -6.93, "inverteffpct": 95.610, "invertpowfac": 0.908}'
'becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','2016-01-04 17:05:07.059',47.200,239.300,50.210,0.037,'{"harmdistpct": 4.050, "reacpwrkvar": -84.88, "inverteffpct": 95.630, "invertpowfac": 0.918}'
'df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','2022-10-12 12:16:38.059',58.800,226.700,49.650,0.376,'{"harmdistpct": 0.160, "reacpwrkvar": -11.48, "inverteffpct": 95.860, "invertpowfac": 0.971}'
'557f400c-466f-43c3-8c1b-74502cf1d757','557f400c-466f-43c3-8c1b-74502cf1d757','2018-01-08 17:35:46.060',22.600,231.100,49.690,0.904,'{"harmdistpct": 4.180, "reacpwrkvar": -10.78, "inverteffpct": 98.310, "invertpowfac": 0.952}'
'febebd33-941d-400a-b1a6-ada0bcbc653f','febebd33-941d-400a-b1a6-ada0bcbc653f','2020-06-11 17:11:49.060',31.500,239.700,49.840,0.344,'{"harmdistpct": 0.110, "reacpwrkvar": 79.76, "inverteffpct": 96.870, "invertpowfac": 0.992}'
'87df4b9b-e7de-4912-b358-c5b789f4077f','87df4b9b-e7de-4912-b358-c5b789f4077f','2016-09-12 03:57:16.060',57.700,227.200,49.990,0.988,'{"harmdistpct": 3.720, "reacpwrkvar": 50.06, "inverteffpct": 96.180, "invertpowfac": 0.930}'
