'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','2017-12-26 08:13:31.054',58.800,6.200,8.830,4.594,16,'2024-12-28',59.000,19.400,151.600,33.60,901.90,8.000,75.700,60.900,'{"specmisfac": 0.985, "irradiance_types": [145.80, 554.8, 156.100, 1050.000]}'
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','2019-08-10 20:25:09.054',60.700,-1.600,4.690,3.875,10,'2025-01-21',70.800,11.300,231.500,28.70,965.80,11.000,43.700,37.500,'{"specmisfac": 0.987, "irradiance_types": [372.40, 346.6, 21.400, 224.800]}'
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2022-03-12 01:43:19.054',32.600,17.000,8.860,0.561,20,'2025-01-14',74.300,17.500,191.300,7.10,1044.30,6.900,7.900,34.400,'{"specmisfac": 1.013, "irradiance_types": [267.60, 987.5, 52.700, 580.000]}'
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','2019-07-27 04:32:14.054',33.800,29.100,14.420,1.646,50,'2025-01-12',69.200,1.900,297.700,15.00,907.40,8.300,14.500,51.800,'{"specmisfac": 0.965, "irradiance_types": [1024.20, 732.7, 51.300, 599.600]}'
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','2015-09-06 08:19:01.054',43.300,35.700,4.570,0.412,31,'2025-02-19',1.400,16.400,119.000,41.70,1018.40,1.900,53.500,14.300,'{"specmisfac": 0.989, "irradiance_types": [410.00, 806.8, 123.700, 189.500]}'
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','2017-11-15 23:41:06.054',40.800,2.400,10.650,4.152,17,'2025-01-05',62.700,2.200,8.000,39.90,1028.40,6.600,90.400,13.600,'{"specmisfac": 0.995, "irradiance_types": [354.30, 218.7, 132.500, 530.700]}'
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','2019-06-01 17:59:32.054',62.200,28.700,1.810,2.465,19,'2025-01-18',18.400,23.400,337.800,7.30,1029.90,4.500,47.800,59.100,'{"specmisfac": 0.979, "irradiance_types": [136.60, 499.8, 128.900, 695.800]}'
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','2023-01-26 01:10:57.054',44.800,16.600,13.220,3.051,11,'2025-01-21',54.400,14.900,14.800,11.60,1067.70,12.000,51.400,26.900,'{"specmisfac": 1.039, "irradiance_types": [767.80, 788.5, 30.900, 836.100]}'
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','2022-10-09 15:46:47.054',28.400,31.400,0.060,4.725,28,'2025-02-16',22.300,22.300,262.200,11.70,1033.90,1.400,26.900,63.900,'{"specmisfac": 0.955, "irradiance_types": [675.90, 336.5, 133.000, 546.100]}'
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','2020-02-29 01:25:34.055',72.200,21.300,14.930,3.804,11,'2025-01-28',90.400,4.400,336.700,33.80,1036.10,8.400,37.000,74.500,'{"specmisfac": 1.010, "irradiance_types": [889.60, 804.0, 103.300, 787.600]}'
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','2023-01-03 01:51:29.055',38.900,-0.400,11.160,2.522,14,'2025-02-07',47.800,7.700,165.500,8.00,1068.40,0.800,24.500,38.600,'{"specmisfac": 0.979, "irradiance_types": [989.80, 850.3, 164.500, 199.200]}'
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','2017-05-16 08:56:44.055',74.800,21.400,4.970,3.627,8,'2025-02-15',6.600,3.900,83.100,17.70,1037.60,1.700,50.700,98.400,'{"specmisfac": 1.016, "irradiance_types": [361.50, 509.6, 59.300, 1158.300]}'
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','2015-03-30 07:49:31.055',38.100,-4.000,8.210,4.626,16,'2024-12-28',61.900,6.800,27.400,37.20,1033.30,9.500,52.600,41.000,'{"specmisfac": 1.046, "irradiance_types": [800.80, 766.9, 100.100, 182.700]}'
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','2021-11-21 06:13:03.055',63.800,14.100,7.410,1.389,43,'2025-02-13',76.400,20.300,90.700,38.90,987.10,6.800,75.300,38.600,'{"specmisfac": 0.962, "irradiance_types": [416.90, 41.0, 65.100, 3.400]}'
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','2020-05-03 03:21:47.055',65.000,16.600,12.050,3.753,47,'2025-02-17',76.400,16.300,0.200,29.70,960.00,9.000,35.600,50.800,'{"specmisfac": 0.959, "irradiance_types": [826.30, 425.5, 155.700, 78.200]}'
'e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','2022-11-08 11:03:42.055',70.400,24.400,5.830,4.864,46,'2025-02-16',22.500,4.600,229.200,6.50,1034.90,10.100,58.000,17.200,'{"specmisfac": 0.971, "irradiance_types": [635.90, 435.0, 169.100, 292.300]}'
'8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','2015-11-06 10:16:44.055',71.200,25.800,4.200,2.511,38,'2025-01-28',52.200,15.500,213.000,32.10,930.60,1.000,91.000,96.500,'{"specmisfac": 1.034, "irradiance_types": [591.50, 224.7, 118.700, 182.900]}'
'cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','2015-04-30 00:17:34.055',35.900,0.300,14.870,1.573,14,'2025-02-17',76.300,21.500,32.700,21.30,1085.10,10.900,99.400,40.700,'{"specmisfac": 1.034, "irradiance_types": [140.50, 945.7, 151.100, 208.600]}'
'338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','2018-10-13 07:32:57.055',43.900,14.900,11.250,2.837,52,'2025-01-30',40.600,23.500,161.700,41.70,998.50,1.700,21.900,4.300,'{"specmisfac": 1.005, "irradiance_types": [1000.10, 621.1, 120.400, 157.500]}'
'00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','2018-10-17 17:06:58.055',54.100,10.600,12.710,0.308,30,'2025-01-20',64.700,24.800,1.500,44.80,1099.90,2.300,52.000,9.900,'{"specmisfac": 1.044, "irradiance_types": [1068.40, 481.0, 55.600, 143.100]}'
'e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','2017-04-28 14:48:35.055',58.300,40.400,3.270,3.919,51,'2025-02-07',44.400,10.200,227.400,40.20,1034.00,4.500,18.600,16.600,'{"specmisfac": 0.978, "irradiance_types": [721.30, 857.2, 197.600, 797.200]}'
'dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','2016-07-01 10:07:17.056',43.600,9.900,13.930,2.964,36,'2025-02-08',93.900,0.600,55.400,7.40,989.20,6.100,93.300,40.700,'{"specmisfac": 1.033, "irradiance_types": [1115.30, 382.6, 169.400, 60.400]}'
'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','2024-08-01 20:28:58.056',34.600,15.600,5.500,3.511,33,'2025-01-08',99.100,10.500,14.700,4.80,951.00,10.100,44.800,37.300,'{"specmisfac": 1.042, "irradiance_types": [618.80, 320.4, 119.800, 1066.500]}'
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','2016-01-07 15:20:08.056',55.000,-3.000,10.870,2.765,51,'2025-02-07',77.600,7.400,333.300,38.30,990.00,6.400,22.500,75.900,'{"specmisfac": 0.987, "irradiance_types": [1097.80, 696.9, 126.100, 385.900]}'
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','2016-03-28 20:51:07.056',35.700,16.000,9.370,3.361,14,'2024-12-27',40.400,1.600,39.400,35.30,1019.60,10.200,51.100,21.200,'{"specmisfac": 1.031, "irradiance_types": [346.50, 649.2, 77.400, 718.600]}'
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','2016-10-25 16:08:21.056',57.100,NULL,6.270,3.009,9,'2025-02-11',51.700,11.600,328.900,41.30,1044.30,3.600,50.800,3.100,'{"specmisfac": 1.008, "irradiance_types": [4.50, 254.2, 91.700, 1077.400]}'
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','2017-06-22 16:49:42.056',45.500,30.700,12.860,1.492,18,'2025-01-22',82.100,20.900,263.000,45.70,1088.80,6.100,42.900,71.600,'{"specmisfac": 0.959, "irradiance_types": [575.20, 787.9, 169.200, 81.700]}'
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','2020-05-28 17:39:51.056',38.300,18.300,1.810,4.826,15,'2025-02-15',67.500,14.000,245.700,26.90,1052.10,1.600,69.100,84.400,'{"specmisfac": 0.990, "irradiance_types": [807.50, 393.0, 178.800, 587.100]}'
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','2021-06-01 15:26:18.056',64.000,4.300,12.080,2.767,20,'2025-01-11',24.300,3.000,29.600,47.00,947.00,9.900,72.900,40.100,'{"specmisfac": 1.007, "irradiance_types": [814.50, 898.2, 180.400, 177.500]}'
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','2018-10-27 04:58:41.056',32.600,5.300,2.500,2.617,14,'2025-02-06',8.300,8.900,46.800,17.00,1075.20,4.900,15.900,29.200,'{"specmisfac": 0.997, "irradiance_types": [97.10, 270.8, 38.400, 112.200]}'
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2020-02-03 20:05:37.056',65.300,-1.100,13.610,3.100,9,'2025-01-28',80.800,24.600,164.500,17.30,954.10,11.900,94.400,88.000,'{"specmisfac": 1.046, "irradiance_types": [575.60, 837.1, 56.400, 81.700]}'
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','2022-01-09 01:39:09.056',44.600,8.200,5.250,3.931,54,'2025-02-10',47.600,4.300,109.000,13.80,1060.60,1.900,2.100,52.100,'{"specmisfac": 0.970, "irradiance_types": [404.80, 8.6, 82.000, 717.400]}'
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','2020-12-06 15:47:23.056',53.700,8.000,1.680,1.733,12,'2025-01-07',44.000,17.000,359.700,19.00,903.20,2.200,13.700,71.700,'{"specmisfac": 0.985, "irradiance_types": [707.30, 718.3, 35.000, 1130.300]}'
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','2018-06-04 05:53:42.057',43.900,11.900,1.220,4.042,19,'2025-01-25',14.600,21.900,92.800,21.90,1011.10,10.800,81.200,1.200,'{"specmisfac": 0.998, "irradiance_types": [462.80, 526.1, 99.900, 787.500]}'
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','2021-01-30 08:01:12.057',65.000,33.900,3.820,2.424,14,'2025-01-15',2.200,13.800,119.500,30.30,976.90,1.200,46.700,92.000,'{"specmisfac": 1.011, "irradiance_types": [226.00, 722.5, 126.000, 760.600]}'
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','2018-04-27 18:39:39.057',38.800,21.000,5.640,4.318,50,'2025-01-30',48.700,18.200,129.800,27.20,1027.30,11.700,84.800,77.800,'{"specmisfac": 0.952, "irradiance_types": [967.50, 676.2, 124.700, 323.500]}'
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','2021-06-23 14:32:56.057',54.400,16.900,5.940,2.744,58,'2025-01-27',27.000,19.500,85.000,42.30,1090.60,3.800,70.700,61.200,'{"specmisfac": 0.996, "irradiance_types": [388.60, 437.5, 120.100, 1016.100]}'
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','2017-02-02 23:35:56.057',47.900,28.000,8.890,3.866,41,'2025-01-08',16.100,7.800,39.600,22.80,963.50,2.000,85.800,30.000,'{"specmisfac": 0.971, "irradiance_types": [40.90, 711.6, 113.700, 457.400]}'
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','2017-11-07 02:48:55.057',50.900,35.100,7.480,1.184,21,'2025-01-26',47.200,15.800,270.000,24.70,936.30,3.000,22.700,75.400,'{"specmisfac": 1.011, "irradiance_types": [1036.20, 657.7, 82.900, 575.200]}'
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','2017-08-02 07:43:10.057',51.200,35.300,4.250,1.909,50,'2025-02-17',40.200,9.700,17.900,19.90,1079.40,4.900,36.200,66.800,'{"specmisfac": 0.985, "irradiance_types": [122.90, 557.5, 33.600, 1159.700]}'
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','2022-02-11 22:54:53.057',38.600,31.000,13.050,1.614,26,'2025-01-16',97.400,14.200,47.600,14.00,901.20,3.400,39.600,26.800,'{"specmisfac": 1.040, "irradiance_types": [84.60, 8.4, 171.200, 619.300]}'
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2017-03-17 23:18:56.057',49.600,29.600,6.730,4.192,19,'2025-01-13',90.600,13.600,137.600,20.00,972.80,1.400,32.800,79.000,'{"specmisfac": 0.996, "irradiance_types": [382.90, 290.7, 131.000, 709.100]}'
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','2021-05-15 07:46:24.057',25.200,0.800,3.040,0.589,48,'2024-12-23',11.400,6.100,241.300,44.60,1059.40,8.800,89.700,17.800,'{"specmisfac": 0.975, "irradiance_types": [199.00, 668.3, 16.600, 266.700]}'
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','2015-12-13 19:28:59.058',69.700,12.400,5.370,0.568,37,'2025-01-03',87.400,20.000,313.300,25.90,1023.30,5.700,22.900,77.100,'{"specmisfac": 1.015, "irradiance_types": [503.10, 104.9, 50.900, 1010.300]}'
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','2019-05-24 14:47:55.058',53.200,0.200,1.360,1.293,41,'2025-01-30',98.700,11.900,342.600,41.40,936.00,10.300,85.800,72.700,'{"specmisfac": 0.967, "irradiance_types": [844.70, 546.2, 102.400, 698.900]}'
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','2023-12-08 14:35:29.058',52.300,25.900,4.610,4.873,9,'2024-12-21',63.100,1.700,82.900,32.10,908.20,6.700,14.200,96.800,'{"specmisfac": 0.983, "irradiance_types": [1062.20, 966.7, 152.900, 644.100]}'
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','2017-06-24 06:05:48.058',27.300,0.100,2.420,1.232,49,'2024-12-21',67.300,18.700,238.100,39.70,947.20,3.100,47.000,41.900,'{"specmisfac": 1.014, "irradiance_types": [813.60, 390.5, 146.600, 149.100]}'
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2019-09-26 16:33:15.058',37.200,14.400,11.740,1.304,24,'2025-02-06',55.700,8.700,272.700,0.70,1000.90,8.000,28.300,35.500,'{"specmisfac": 1.017, "irradiance_types": [333.10, 335.1, 126.100, 530.500]}'
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','2023-06-24 08:29:06.058',56.900,19.900,6.620,0.838,23,'2025-01-27',22.900,3.100,298.200,39.90,1078.10,3.100,11.500,17.800,'{"specmisfac": 1.009, "irradiance_types": [408.40, 152.2, 127.000, 1135.800]}'
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2017-05-31 22:30:36.058',27.400,-6.000,12.100,3.969,29,'2025-01-11',96.100,4.000,5.300,28.50,1039.80,6.700,65.500,97.700,'{"specmisfac": 0.971, "irradiance_types": [950.60, 215.3, 75.700, 946.400]}'
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','2021-06-16 04:29:18.058',54.000,43.200,4.900,1.025,27,'2024-12-26',6.400,23.900,67.600,14.70,1013.90,1.600,66.800,5.200,'{"specmisfac": 1.040, "irradiance_types": [963.30, 699.5, 173.700, 341.200]}'
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','2016-12-29 20:19:01.059',64.600,22.000,14.130,0.360,53,'2025-01-25',86.200,14.700,36.700,10.10,1057.20,11.700,1.800,63.200,'{"specmisfac": 1.038, "irradiance_types": [899.40, 29.1, 80.200, 749.000]}'
