'aba78bda-c462-4bd5-b99e-952962d757ca','aba78bda-c462-4bd5-b99e-952962d757ca','2025-02-03 01:14:42.053',537.420,62.580,'{"degradation": {"cumdegpct": 10.430, "anndegrate": 0.540}, "current_efficiency": {"curreffpct": 18.990, "efflosspct": 0.340}}'
'f1b35de2-bd22-4c48-b7c3-a57c89803acf','f1b35de2-bd22-4c48-b7c3-a57c89803acf','2024-04-20 16:09:37.053',640.180,9.820,'{"degradation": {"cumdegpct": 1.510, "anndegrate": 0.850}, "current_efficiency": {"curreffpct": 20.800, "efflosspct": 1.720}}'
'c9066537-7dcc-4d69-9b22-5b23672ff7bc','c9066537-7dcc-4d69-9b22-5b23672ff7bc','2018-03-31 10:25:48.053',555.000,45.000,'{"degradation": {"cumdegpct": 7.500, "anndegrate": 0.410}, "current_efficiency": {"curreffpct": 15.740, "efflosspct": 5.900}}'
'ecab4bc2-d2ac-437e-9fac-572b36bb4cae','ecab4bc2-d2ac-437e-9fac-572b36bb4cae','2015-03-09 22:14:12.053',558.020,91.980,'{"degradation": {"cumdegpct": 14.150, "anndegrate": 0.680}, "current_efficiency": {"curreffpct": 16.490, "efflosspct": 1.630}}'
'15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','2016-02-04 03:08:17.054',520.380,79.620,'{"degradation": {"cumdegpct": 13.270, "anndegrate": 0.900}, "current_efficiency": {"curreffpct": 20.190, "efflosspct": -0.210}}'
'e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','2021-02-06 12:41:52.054',642.980,7.020,'{"degradation": {"cumdegpct": 1.080, "anndegrate": 0.870}, "current_efficiency": {"curreffpct": 15.710, "efflosspct": 4.110}}'
'07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','2024-10-10 23:37:14.054',549.240,50.760,'{"degradation": {"cumdegpct": 8.460, "anndegrate": 1.040}, "current_efficiency": {"curreffpct": 16.770, "efflosspct": 1.300}}'
'e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','2021-06-27 08:19:04.054',391.730,58.270,'{"degradation": {"cumdegpct": 12.950, "anndegrate": 0.630}, "current_efficiency": {"curreffpct": 19.780, "efflosspct": -0.450}}'
'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','2017-12-26 08:13:31.054',449.300,50.700,'{"degradation": {"cumdegpct": 10.140, "anndegrate": 1.150}, "current_efficiency": {"curreffpct": 18.310, "efflosspct": 0.280}}'
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','2019-08-10 20:25:09.054',590.980,59.020,'{"degradation": {"cumdegpct": 9.080, "anndegrate": 0.860}, "current_efficiency": {"curreffpct": 15.160, "efflosspct": 4.080}}'
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2022-03-12 01:43:19.054',617.760,32.240,'{"degradation": {"cumdegpct": 4.960, "anndegrate": 0.770}, "current_efficiency": {"curreffpct": 17.360, "efflosspct": 4.410}}'
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','2019-07-27 04:32:14.054',561.900,38.100,'{"degradation": {"cumdegpct": 6.350, "anndegrate": 1.060}, "current_efficiency": {"curreffpct": 16.170, "efflosspct": 6.350}}'
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','2015-09-06 08:19:01.054',552.720,47.280,'{"degradation": {"cumdegpct": 7.880, "anndegrate": 1.120}, "current_efficiency": {"curreffpct": 19.460, "efflosspct": -0.950}}'
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','2017-11-15 23:41:06.054',387.360,62.640,'{"degradation": {"cumdegpct": 13.920, "anndegrate": 1.080}, "current_efficiency": {"curreffpct": 15.820, "efflosspct": 4.330}}'
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','2019-06-01 17:59:32.054',616.590,33.410,'{"degradation": {"cumdegpct": 5.140, "anndegrate": 1.050}, "current_efficiency": {"curreffpct": 16.670, "efflosspct": 5.360}}'
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','2023-01-26 01:10:57.054',592.080,7.920,'{"degradation": {"cumdegpct": 1.320, "anndegrate": 0.910}, "current_efficiency": {"curreffpct": 16.020, "efflosspct": 6.130}}'
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','2022-10-09 15:46:47.054',384.930,65.070,'{"degradation": {"cumdegpct": 14.460, "anndegrate": 0.430}, "current_efficiency": {"curreffpct": 20.260, "efflosspct": 1.840}}'
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','2020-02-29 01:25:34.055',556.600,93.400,'{"degradation": {"cumdegpct": 14.370, "anndegrate": 0.820}, "current_efficiency": {"curreffpct": 15.820, "efflosspct": 6.600}}'
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','2023-01-03 01:51:29.055',437.000,63.000,'{"degradation": {"cumdegpct": 12.600, "anndegrate": 0.410}, "current_efficiency": {"curreffpct": 16.980, "efflosspct": 5.440}}'
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','2017-05-16 08:56:44.055',609.120,40.880,'{"degradation": {"cumdegpct": 6.290, "anndegrate": 1.070}, "current_efficiency": {"curreffpct": 20.790, "efflosspct": 1.040}}'
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','2015-03-30 07:49:31.055',501.600,48.400,'{"degradation": {"cumdegpct": 8.800, "anndegrate": 0.350}, "current_efficiency": {"curreffpct": 18.130, "efflosspct": 1.640}}'
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','2021-11-21 06:13:03.055',537.900,12.100,'{"degradation": {"cumdegpct": 2.200, "anndegrate": 0.560}, "current_efficiency": {"curreffpct": 19.710, "efflosspct": -0.200}}'
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','2020-05-03 03:21:47.055',489.390,60.610,'{"degradation": {"cumdegpct": 11.020, "anndegrate": 0.340}, "current_efficiency": {"curreffpct": 19.220, "efflosspct": 0.810}}'
'e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','2022-11-08 11:03:42.055',505.620,44.380,'{"degradation": {"cumdegpct": 8.070, "anndegrate": 1.190}, "current_efficiency": {"curreffpct": 17.530, "efflosspct": 3.040}}'
'8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','2015-11-06 10:16:44.055',601.770,48.230,'{"degradation": {"cumdegpct": 7.420, "anndegrate": 0.440}, "current_efficiency": {"curreffpct": 19.760, "efflosspct": 1.450}}'
'cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','2015-04-30 00:17:34.055',414.810,35.190,'{"degradation": {"cumdegpct": 7.820, "anndegrate": 0.420}, "current_efficiency": {"curreffpct": 15.780, "efflosspct": 6.000}}'
'338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','2018-10-13 07:32:57.055',383.220,66.780,'{"degradation": {"cumdegpct": 14.840, "anndegrate": 0.650}, "current_efficiency": {"curreffpct": 17.160, "efflosspct": 5.830}}'
'00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','2018-10-17 17:06:58.055',503.580,46.420,'{"degradation": {"cumdegpct": 8.440, "anndegrate": 0.920}, "current_efficiency": {"curreffpct": 15.570, "efflosspct": 5.000}}'
'e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','2017-04-28 14:48:35.055',433.750,16.250,'{"degradation": {"cumdegpct": 3.610, "anndegrate": 0.330}, "current_efficiency": {"curreffpct": 19.010, "efflosspct": 3.940}}'
'dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','2016-07-01 10:07:17.056',570.960,29.040,'{"degradation": {"cumdegpct": 4.840, "anndegrate": 0.940}, "current_efficiency": {"curreffpct": 16.140, "efflosspct": 4.560}}'
'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','2024-08-01 20:28:58.056',574.470,75.530,'{"degradation": {"cumdegpct": 11.620, "anndegrate": 0.300}, "current_efficiency": {"curreffpct": 18.550, "efflosspct": 3.000}}'
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','2016-01-07 15:20:08.056',536.960,13.040,'{"degradation": {"cumdegpct": 2.370, "anndegrate": 0.390}, "current_efficiency": {"curreffpct": 17.820, "efflosspct": 3.500}}'
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','2016-03-28 20:51:07.056',499.200,0.800,'{"degradation": {"cumdegpct": 0.160, "anndegrate": 0.990}, "current_efficiency": {"curreffpct": 16.080, "efflosspct": 2.520}}'
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','2016-10-25 16:08:21.056',527.390,22.610,'{"degradation": {"cumdegpct": 4.110, "anndegrate": 0.740}, "current_efficiency": {"curreffpct": 18.080, "efflosspct": 1.780}}'
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','2017-06-22 16:49:42.056',469.500,30.500,'{"degradation": {"cumdegpct": 6.100, "anndegrate": 0.320}, "current_efficiency": {"curreffpct": 20.180, "efflosspct": 0.330}}'
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','2020-05-28 17:39:51.056',564.060,35.940,'{"degradation": {"cumdegpct": 5.990, "anndegrate": 0.800}, "current_efficiency": {"curreffpct": 20.790, "efflosspct": 1.900}}'
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','2021-06-01 15:26:18.056',455.700,44.300,'{"degradation": {"cumdegpct": 8.860, "anndegrate": 0.410}, "current_efficiency": {"curreffpct": 20.560, "efflosspct": -2.490}}'
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','2018-10-27 04:58:41.056',408.190,41.810,'{"degradation": {"cumdegpct": 9.290, "anndegrate": 0.370}, "current_efficiency": {"curreffpct": 15.780, "efflosspct": 3.150}}'
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2020-02-03 20:05:37.056',615.940,34.060,'{"degradation": {"cumdegpct": 5.240, "anndegrate": 0.640}, "current_efficiency": {"curreffpct": 15.420, "efflosspct": 4.690}}'
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','2022-01-09 01:39:09.056',437.000,63.000,'{"degradation": {"cumdegpct": 12.600, "anndegrate": 0.840}, "current_efficiency": {"curreffpct": 19.800, "efflosspct": -1.500}}'
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','2020-12-06 15:47:23.056',443.150,56.850,'{"degradation": {"cumdegpct": 11.370, "anndegrate": 0.310}, "current_efficiency": {"curreffpct": 20.170, "efflosspct": -0.760}}'
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','2018-06-04 05:53:42.057',394.610,55.390,'{"degradation": {"cumdegpct": 12.310, "anndegrate": 0.850}, "current_efficiency": {"curreffpct": 20.680, "efflosspct": -1.490}}'
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','2021-01-30 08:01:12.057',480.100,69.900,'{"degradation": {"cumdegpct": 12.710, "anndegrate": 0.680}, "current_efficiency": {"curreffpct": 20.950, "efflosspct": -2.610}}'
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','2018-04-27 18:39:39.057',585.000,65.000,'{"degradation": {"cumdegpct": 10.000, "anndegrate": 1.000}, "current_efficiency": {"curreffpct": 18.490, "efflosspct": 0.950}}'
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','2021-06-23 14:32:56.057',527.400,72.600,'{"degradation": {"cumdegpct": 12.100, "anndegrate": 0.470}, "current_efficiency": {"curreffpct": 15.220, "efflosspct": 7.310}}'
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','2017-02-02 23:35:56.057',419.710,30.290,'{"degradation": {"cumdegpct": 6.730, "anndegrate": 1.080}, "current_efficiency": {"curreffpct": 15.830, "efflosspct": 5.290}}'
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','2017-11-07 02:48:55.057',464.450,35.550,'{"degradation": {"cumdegpct": 7.110, "anndegrate": 1.050}, "current_efficiency": {"curreffpct": 18.690, "efflosspct": -0.590}}'
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','2017-08-02 07:43:10.057',592.740,7.260,'{"degradation": {"cumdegpct": 1.210, "anndegrate": 0.500}, "current_efficiency": {"curreffpct": 19.120, "efflosspct": 1.000}}'
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','2022-02-11 22:54:53.057',425.150,74.850,'{"degradation": {"cumdegpct": 14.970, "anndegrate": 0.830}, "current_efficiency": {"curreffpct": 19.670, "efflosspct": 0.480}}'
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2017-03-17 23:18:56.057',436.370,13.630,'{"degradation": {"cumdegpct": 3.030, "anndegrate": 0.970}, "current_efficiency": {"curreffpct": 17.740, "efflosspct": 1.740}}'
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','2021-05-15 07:46:24.057',548.850,1.150,'{"degradation": {"cumdegpct": 0.210, "anndegrate": 0.510}, "current_efficiency": {"curreffpct": 18.520, "efflosspct": 0.140}}'
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','2015-12-13 19:28:59.058',481.050,18.950,'{"degradation": {"cumdegpct": 3.790, "anndegrate": 0.840}, "current_efficiency": {"curreffpct": 16.490, "efflosspct": 1.740}}'
'a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','2024-04-19 01:37:43.058',597.180,2.820,'{"degradation": {"cumdegpct": 0.470, "anndegrate": 0.930}, "current_efficiency": {"curreffpct": 17.110, "efflosspct": 4.210}}'
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','2019-05-24 14:47:55.058',489.660,60.340,'{"degradation": {"cumdegpct": 10.970, "anndegrate": 0.630}, "current_efficiency": {"curreffpct": 18.230, "efflosspct": 1.750}}'
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','2023-12-08 14:35:29.058',493.850,6.150,'{"degradation": {"cumdegpct": 1.230, "anndegrate": 0.520}, "current_efficiency": {"curreffpct": 19.790, "efflosspct": -0.160}}'
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','2017-06-24 06:05:48.058',496.650,3.350,'{"degradation": {"cumdegpct": 0.670, "anndegrate": 0.480}, "current_efficiency": {"curreffpct": 20.910, "efflosspct": 1.270}}'
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2019-09-26 16:33:15.058',611.910,38.090,'{"degradation": {"cumdegpct": 5.860, "anndegrate": 0.300}, "current_efficiency": {"curreffpct": 20.380, "efflosspct": 1.760}}'
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','2023-06-24 08:29:06.058',579.600,70.400,'{"degradation": {"cumdegpct": 10.830, "anndegrate": 0.720}, "current_efficiency": {"curreffpct": 19.240, "efflosspct": 1.900}}'
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2017-05-31 22:30:36.058',510.230,39.770,'{"degradation": {"cumdegpct": 7.230, "anndegrate": 0.770}, "current_efficiency": {"curreffpct": 19.390, "efflosspct": 3.480}}'
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','2021-06-16 04:29:18.058',504.350,45.650,'{"degradation": {"cumdegpct": 8.300, "anndegrate": 1.030}, "current_efficiency": {"curreffpct": 18.590, "efflosspct": 2.350}}'
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','2016-12-29 20:19:01.059',595.860,4.140,'{"degradation": {"cumdegpct": 0.690, "anndegrate": 1.130}, "current_efficiency": {"curreffpct": 18.900, "efflosspct": 1.350}}'
'5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','2020-03-14 14:16:57.059',462.300,37.700,'{"degradation": {"cumdegpct": 7.540, "anndegrate": 1.140}, "current_efficiency": {"curreffpct": 18.000, "efflosspct": 4.470}}'
'119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','2017-03-12 01:39:24.059',406.220,43.780,'{"degradation": {"cumdegpct": 9.730, "anndegrate": 0.880}, "current_efficiency": {"curreffpct": 19.850, "efflosspct": 2.210}}'
'0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','2022-04-24 17:34:35.059',406.660,43.340,'{"degradation": {"cumdegpct": 9.630, "anndegrate": 0.940}, "current_efficiency": {"curreffpct": 16.840, "efflosspct": 5.670}}'
'5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','2024-01-16 16:30:58.059',492.650,7.350,'{"degradation": {"cumdegpct": 1.470, "anndegrate": 0.560}, "current_efficiency": {"curreffpct": 17.920, "efflosspct": 0.370}}'
'6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','2018-07-12 03:14:32.059',492.400,7.600,'{"degradation": {"cumdegpct": 1.520, "anndegrate": 1.190}, "current_efficiency": {"curreffpct": 17.460, "efflosspct": 4.050}}'
'491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','2023-01-11 11:50:37.059',565.830,84.170,'{"degradation": {"cumdegpct": 12.950, "anndegrate": 0.460}, "current_efficiency": {"curreffpct": 18.500, "efflosspct": 0.670}}'
'4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','2018-05-22 13:15:49.059',610.090,39.910,'{"degradation": {"cumdegpct": 6.140, "anndegrate": 0.890}, "current_efficiency": {"curreffpct": 17.620, "efflosspct": 3.370}}'
'8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','2019-08-09 00:17:47.059',405.410,44.590,'{"degradation": {"cumdegpct": 9.910, "anndegrate": 0.690}, "current_efficiency": {"curreffpct": 20.490, "efflosspct": 1.320}}'
'dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','2021-07-09 12:28:30.059',533.060,16.940,'{"degradation": {"cumdegpct": 3.080, "anndegrate": 0.450}, "current_efficiency": {"curreffpct": 17.770, "efflosspct": 2.550}}'
'ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','2015-09-19 02:06:47.059',469.700,30.300,'{"degradation": {"cumdegpct": 6.060, "anndegrate": 0.420}, "current_efficiency": {"curreffpct": 18.160, "efflosspct": 1.730}}'
'0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','2018-05-26 10:58:56.059',486.450,13.550,'{"degradation": {"cumdegpct": 2.710, "anndegrate": 0.400}, "current_efficiency": {"curreffpct": 15.510, "efflosspct": 3.960}}'
'46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','2018-05-23 09:31:12.059',422.240,27.760,'{"degradation": {"cumdegpct": 6.170, "anndegrate": 1.100}, "current_efficiency": {"curreffpct": 18.130, "efflosspct": 0.150}}'
'6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','2016-02-09 22:58:59.059',621.530,28.470,'{"degradation": {"cumdegpct": 4.380, "anndegrate": 0.510}, "current_efficiency": {"curreffpct": 20.550, "efflosspct": -0.670}}'
'14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','2016-03-16 03:22:40.059',548.740,1.260,'{"degradation": {"cumdegpct": 0.230, "anndegrate": 0.590}, "current_efficiency": {"curreffpct": 15.850, "efflosspct": 5.170}}'
'becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','2016-01-04 17:05:07.059',567.710,82.290,'{"degradation": {"cumdegpct": 12.660, "anndegrate": 1.050}, "current_efficiency": {"curreffpct": 15.250, "efflosspct": 5.640}}'
'df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','2022-10-12 12:16:38.059',491.260,58.740,'{"degradation": {"cumdegpct": 10.680, "anndegrate": 0.410}, "current_efficiency": {"curreffpct": 19.510, "efflosspct": 1.410}}'
'557f400c-466f-43c3-8c1b-74502cf1d757','557f400c-466f-43c3-8c1b-74502cf1d757','2018-01-08 17:35:46.060',546.660,53.340,'{"degradation": {"cumdegpct": 8.890, "anndegrate": 0.470}, "current_efficiency": {"curreffpct": 15.410, "efflosspct": 3.350}}'
'febebd33-941d-400a-b1a6-ada0bcbc653f','febebd33-941d-400a-b1a6-ada0bcbc653f','2020-06-11 17:11:49.060',453.800,46.200,'{"degradation": {"cumdegpct": 9.240, "anndegrate": 0.580}, "current_efficiency": {"curreffpct": 15.710, "efflosspct": 4.450}}'
'87df4b9b-e7de-4912-b358-c5b789f4077f','87df4b9b-e7de-4912-b358-c5b789f4077f','2016-09-12 03:57:16.060',589.880,60.120,'{"degradation": {"cumdegpct": 9.250, "anndegrate": 1.000}, "current_efficiency": {"curreffpct": 18.590, "efflosspct": 2.220}}'
'ff4076d8-ff1c-421f-b6bf-0978206b792e','ff4076d8-ff1c-421f-b6bf-0978206b792e','2023-11-08 11:26:27.060',517.660,32.340,'{"degradation": {"cumdegpct": 5.880, "anndegrate": 0.730}, "current_efficiency": {"curreffpct": 19.940, "efflosspct": -0.660}}'
'a1429ccd-7bb1-455a-94c1-d74fa03b2bbb','a1429ccd-7bb1-455a-94c1-d74fa03b2bbb','2017-06-20 01:09:51.060',629.780,20.220,'{"degradation": {"cumdegpct": 3.110, "anndegrate": 0.580}, "current_efficiency": {"curreffpct": 18.230, "efflosspct": 3.270}}'
