'c9066537-7dcc-4d69-9b22-5b23672ff7bc','c9066537-7dcc-4d69-9b22-5b23672ff7bc','c9066537-7dcc-4d69-9b22-5b23672ff7bc','c9066537-7dcc-4d69-9b22-5b23672ff7bc','2018-03-31 10:25:48.053','Critical',3,'Medium','High','Medium'
'ecab4bc2-d2ac-437e-9fac-572b36bb4cae','ecab4bc2-d2ac-437e-9fac-572b36bb4cae','ecab4bc2-d2ac-437e-9fac-572b36bb4cae','ecab4bc2-d2ac-437e-9fac-572b36bb4cae','2015-03-09 22:14:12.053',NULL,10,'High','High','Low'
'15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','15e2ae5a-a2f7-4a2a-b3b3-7d634b56be1e','2016-02-04 03:08:17.054','Critical',2,'Medium','High','Medium'
'e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','e75dfa36-606a-4d46-8d5e-418b01f410de','2021-02-06 12:41:52.054','Warning',1,'High','Low','Medium'
'07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','07bf1bb7-c717-4a83-9d14-b71dfc536375','2024-10-10 23:37:14.054','Critical',4,'Low','Low','Medium'
'e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','e0ac6249-7edc-49eb-afc7-134576651dd1','2021-06-27 08:19:04.054','Critical',2,'Medium','Medium','High'
'c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','c08ac1ef-892f-413a-b130-6ebb0de66a66','2017-12-26 08:13:31.054',NULL,7,'Medium','High','High'
'51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','51015cab-b6df-41de-9214-cb270ece3471','2019-08-10 20:25:09.054','Warning',3,'Medium','Medium','Low'
'2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2bb02bae-bc8c-4dba-8c69-c7490d7480f6','2022-03-12 01:43:19.054','Warning',1,'Medium','Medium','High'
'8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','8e3717d7-a9a4-461d-b193-399de4e8272f','2019-07-27 04:32:14.054','Critical',2,'Low','Medium','Medium'
'ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','ab56932f-2a40-4658-9ba9-bd610d2be417','2015-09-06 08:19:01.054','Warning',6,'Medium','High','High'
'62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','62c912ed-2cf2-4df7-b431-5ee342f97178','2017-11-15 23:41:06.054','Warning',10,'Medium','Medium','Medium'
'20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','20c7d1b2-8e45-4065-af08-09ebef71af18','2019-06-01 17:59:32.054','Critical',2,'High','Medium','Medium'
'40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','40224d8d-98e2-430e-985f-f0ea3705c445','2023-01-26 01:10:57.054','Critical',5,'Low','Low','Medium'
'8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','8d85877e-8cd9-4f16-b9cc-c3ae02da9277','2022-10-09 15:46:47.054','Warning',4,'Medium','Medium','Medium'
'4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','4f7d6525-e2c7-470c-ba0c-5925cc785d32','2020-02-29 01:25:34.055',NULL,2,'High','Low','High'
'ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','ae8f27c1-2beb-4ba4-aedf-172f1db09605','2023-01-03 01:51:29.055','Warning',NULL,'High','Low','High'
'e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','e203b74a-88ad-4c87-a891-cca77887a09b','2017-05-16 08:56:44.055',NULL,1,'Low','Medium','Low'
'a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','a629de86-978f-4b4e-b4e6-eea065fa4e0c','2015-03-30 07:49:31.055','Critical',6,'Medium','Medium','Low'
'7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','7b3b5979-6c37-4a59-8d53-76364c260524','2021-11-21 06:13:03.055',NULL,8,'Medium','High','Low'
'4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','4e067cb6-c022-4ad1-bccc-1b8c32cb63b1','2020-05-03 03:21:47.055','Critical',10,'Medium','Medium','Medium'
'e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','e39a3c4d-eb78-43b2-871d-d5bab20b8c52','2022-11-08 11:03:42.055','Warning',8,'Low','Low','High'
'8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','8f4902f8-68b7-474c-a7c3-3ac33c7cd7c8','2015-11-06 10:16:44.055','Warning',NULL,'High','Medium','Medium'
'cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','cb324c13-1784-4057-86b0-c73d0b7d1793','2015-04-30 00:17:34.055','Critical',3,'Medium','High','Low'
'338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','338a1bd5-90ed-4756-a321-eceb1d90e9ce','2018-10-13 07:32:57.055','Warning',10,'High','High','Low'
'00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','00aa8f38-bdb6-4a5c-b6a5-2690c2306cfd','2018-10-17 17:06:58.055','Warning',7,'Medium','Low','High'
'e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','e267ad3d-fdfe-4ed6-89fa-becc54dd53c4','2017-04-28 14:48:35.055',NULL,7,'Medium','Medium','Low'
'dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','dcfc58d7-7db4-40e7-a8f1-2625eea889a0','2016-07-01 10:07:17.056','Warning',4,'Low','High','Low'
'5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','5f3c71ff-af91-4342-971b-f6f502ad270d','2024-08-01 20:28:58.056',NULL,5,'Medium','Medium','Medium'
'4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','4a7aa5dc-c49b-4507-bdaf-259f121fb35c','2016-01-07 15:20:08.056',NULL,6,'Low','Medium','High'
'a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','a43e444e-8c22-484b-b1a9-727efc9ac3c7','2016-03-28 20:51:07.056','Warning',9,'High','High','Medium'
'bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','bcab0d02-1573-49aa-bcb4-d71315700c4a','2016-10-25 16:08:21.056','Critical',9,'Medium','High','Medium'
'ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','ae7a5087-66ec-4cdb-a034-7160161d8bb4','2017-06-22 16:49:42.056',NULL,10,'Medium','Low','Medium'
'c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','c83f1df2-40b1-452d-856a-3437b75ba2b4','2020-05-28 17:39:51.056','Warning',8,'Medium','Low','High'
'9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','9a25b034-bc09-4e09-85ca-1e766e22f365','2021-06-01 15:26:18.056','Warning',4,'Medium','Medium','Low'
'c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','c6ea9bd1-d088-4a71-b467-5a39504ab2fe','2018-10-27 04:58:41.056','Warning',7,'High','High','Medium'
'2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2dd06532-53d5-4db7-bab4-99f54332f97b','2020-02-03 20:05:37.056',NULL,5,'Low','Low','High'
'3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','3d932ba5-7a87-486e-a573-ffecb3c356fa','2022-01-09 01:39:09.056','Critical',NULL,'Medium','Medium','Low'
'7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','7b38d50a-58f1-4e10-8898-4e175c907e84','2020-12-06 15:47:23.056','Critical',5,'Medium','High','High'
'd3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','d3503ffc-ab55-4f2e-b6c8-aaeda9f33afb','2018-06-04 05:53:42.057',NULL,10,'Medium','High','High'
'bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','bb5d30b5-a63a-4c87-ba09-e9f01f8546f2','2021-01-30 08:01:12.057','Critical',4,'Low','Medium','Low'
'617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','617b055e-afb5-4cb3-a167-2c9cf45187ca','2018-04-27 18:39:39.057','Warning',3,'Low','Low','High'
'8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','8e42dab0-8c47-41e0-9a8a-9ec748281fa2','2021-06-23 14:32:56.057','Critical',10,'Low','Low','High'
'e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','e60daf49-290c-4951-80e6-d53f6039986c','2017-02-02 23:35:56.057',NULL,5,'High','Low','Low'
'b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','b4f84ade-3712-4238-a932-aac1db6d2ff8','2017-11-07 02:48:55.057','Critical',4,'Medium','High','Medium'
'8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','8c2f17af-dabc-4b12-8e6c-4d0633d43532','2017-08-02 07:43:10.057','Warning',5,'Low','Medium','High'
'40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','40b1c1b7-aeae-4c16-acb6-94847c638922','2022-02-11 22:54:53.057','Critical',5,'Low','High','Medium'
'2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2ec19931-a15a-49cf-8376-d00a9093ea19','2017-03-17 23:18:56.057','Warning',7,'Low','Low','High'
'b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','b0c0fa15-d590-40f3-a41e-4bd4f920816f','2021-05-15 07:46:24.057','Warning',10,'High','Low','High'
'cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','cf03c2f6-0426-4c25-9317-ffae6d75457c','2015-12-13 19:28:59.058','Critical',7,'Medium','Medium','Low'
'a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','a922ab6e-521a-4d19-b26d-43de8c574f4d','2024-04-19 01:37:43.058',NULL,1,'High','Low','High'
'8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','8aa31cd4-5e5b-4c1c-b916-c427bc4df16c','2019-05-24 14:47:55.058','Warning',4,'Medium','Low','Medium'
'05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','05cbb302-7a61-45ad-978c-cec6e509a70f','2023-12-08 14:35:29.058','Critical',7,'Medium','Medium','Medium'
'03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','03044a20-8878-419f-809d-fd8f27500ce0','2017-06-24 06:05:48.058','Warning',5,'Medium','High','Low'
'2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2a15c236-0910-4c43-92b5-beb9bf384312','2019-09-26 16:33:15.058','Warning',9,'Medium','Medium','High'
'09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','09cfd2f7-cb6b-4ac1-aeec-11739fa195fe','2023-06-24 08:29:06.058','Warning',10,'High','Low','High'
'2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2512ac24-c78c-478d-9cd4-c09abf37f6d3','2017-05-31 22:30:36.058','Warning',4,'Medium','Medium','High'
'280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','280b37d6-728d-4314-9f40-50c29e6d413c','2021-06-16 04:29:18.058',NULL,6,'Low','Medium','Low'
'f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','f09674f0-f94d-4563-b6a0-24ff2665f355','2016-12-29 20:19:01.059','Critical',8,'High','Medium','High'
'5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','5b407551-b939-4bea-81d8-423317de7f49','2020-03-14 14:16:57.059',NULL,10,'Medium','Medium','Medium'
'119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','119e119d-f704-4e42-a56f-ee46063396d1','2017-03-12 01:39:24.059',NULL,8,'Low','Low','High'
'0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','0ea30c90-3e0e-4be9-a559-f952db297f2d','2022-04-24 17:34:35.059',NULL,8,'High','High','Medium'
'5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','5962061e-afc4-4a1d-a3a7-bcefdc6deb78','2024-01-16 16:30:58.059',NULL,9,'Low','Medium','Medium'
'6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','6d179c89-383e-488f-a973-161a59d2992c','2018-07-12 03:14:32.059','Critical',6,'High','Low','High'
'491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','491027f5-2966-4a9c-96ee-3a2ab6b459ff','2023-01-11 11:50:37.059','Critical',10,'High','High','Low'
'4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','4575520e-104c-42cd-9271-a92f9bc40dd5','2018-05-22 13:15:49.059','Warning',9,'Medium','High','High'
'8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','8a81ae31-a64d-495d-8b1c-9fed6f0bbcd5','2019-08-09 00:17:47.059','Warning',8,'Low','High','Medium'
'dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','dde5fa1a-f9ad-4692-ab19-007f3d3ffffd','2021-07-09 12:28:30.059',NULL,4,'Medium','Medium','Low'
'ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','ba9f10c9-bd51-45e7-8368-c6e6bd7a89f6','2015-09-19 02:06:47.059','Warning',8,'High','Medium','Low'
'0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','0cff33b8-8cbd-4f02-9dcc-39191c6fc3bc','2018-05-26 10:58:56.059','Warning',8,'Medium','Low','High'
'46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','46e097d1-dae7-48ad-b54c-0d74b2ccb8ff','2018-05-23 09:31:12.059','Warning',8,'Low','Medium','High'
'6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','6d427da6-1eff-4acb-a7bf-44f13012bea1','2016-02-09 22:58:59.059',NULL,5,'High','High','Low'
'14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','14b01fd2-f12a-4af1-af9a-5fb3f4e3a54a','2016-03-16 03:22:40.059',NULL,8,'Low','High','High'
'becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','becaa11c-b895-410f-9679-74bee57866e5','2016-01-04 17:05:07.059','Critical',5,'High','High','High'
'df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','df789878-0850-47bd-9387-8a47a1c57731','2022-10-12 12:16:38.059','Warning',1,'Low','High','Low'
