'GPT309740','2024-10-22 07:37:20.796','Mouse',1.47,15,'Beta',135,20.36,43,732,95.0,91.00,'true','5W',17.93,11.12,8000,8.42,4.89,0.145
'GPT728771','2024-06-01 16:48:20.796','Headset',1.76,54,'Experimental',86,-62.00,1,1298,79.0,114.00,'true','USB-PD5T',14.45,13.96,2000,5.45,1.29,1.596
'GPT874132','2025-01-30 16:08:28.796','Gamepad',0.79,14,'Stable',69,1.92,23,690,67.0,65.00,'true','5W',9.62,2.66,250,3.31,3.70,0.914
'GPT582955','2024-03-21 06:28:40.796','Headset',2.73,11,'Beta',171,-49.00,85,909,20.0,153.00,'true','7.5W',5.40,14.78,250,7.76,3.08,1.758
'GPT474842','2025-01-31 04:59:40.796','Mouse',3.98,42,'Beta',154,-78.00,90,1885,33.0,152.00,'true','USB-PDDY',2.88,14.20,500,6.21,0.95,1.880
'GPT901066','2025-01-14 09:20:34.796','Controller',2.21,56,'Beta',222,-81.00,7,1929,45.0,211.00,'false','10W',3.61,4.51,250,4.17,4.92,1.544
'GPT148983','2024-12-19 18:19:33.796','Headset',0.39,86,'Beta',204,-30.00,50,669,21.0,205.00,'true','7.5W',13.12,9.62,500,4.13,4.38,1.609
'GPT810215','2024-11-12 20:59:27.796','Keyboard',2.97,31,'Experimental',284,-64.00,38,1133,36.0,233.00,'true','7.5W',9.47,4.43,125,2.94,4.87,1.208
'GPT943505','2024-09-28 20:27:25.796','Gamepad',3.66,95,'Beta',175,-31.00,22,1009,35.0,182.00,'false','USB-PDSP',0.47,13.15,500,6.80,1.41,0.924
'GPT639299','2024-03-15 17:22:11.796','Keyboard',1.87,23,'Stable',234,-51.00,7,1045,58.0,68.00,'true','7.5W',13.06,6.58,500,0.43,4.15,0.876
'GPT434778','2025-01-03 02:24:13.796','Headset',0.51,19,'Beta',140,66.34,52,936,63.0,114.00,'true','7.5W',10.82,3.99,8000,4.94,4.49,0.672
'GPT541936','2024-08-11 17:48:11.796','Gamepad',0.08,33,'Beta',89,41.03,25,559,76.0,70.00,'true','7.5W',17.08,7.27,500,3.20,2.34,1.309
'GPT783946','2024-10-11 17:16:09.796','Mouse',0.43,52,'Experimental',149,33.71,66,1435,85.0,183.00,'false','USB-PD82',11.84,7.94,1000,3.53,0.20,0.626
'GPT536395','2024-09-17 03:31:37.796','Gamepad',0.94,69,'Beta',33,-72.00,25,1714,47.0,96.00,'true','10W',12.54,11.66,125,6.60,1.56,1.092
'GPT286956','2024-07-18 05:12:59.796','Mouse',3.35,25,'Beta',135,59.23,53,1531,34.0,232.00,'true','5W',3.08,11.33,500,8.84,2.73,1.493
'GPT833908','2024-10-03 05:50:21.796','Gamepad',3.69,35,'Stable',264,39.18,91,734,21.0,219.00,'false','5W',7.64,8.29,2000,4.17,2.56,0.268
'GPT522599','2024-06-24 08:57:40.796','Gamepad',4.10,87,'Experimental',221,90.87,56,546,87.0,123.00,'true','10W',2.18,13.90,500,9.12,1.27,0.957
'GPT115657','2024-08-09 13:26:19.796','Gamepad',0.15,14,'Experimental',264,27.94,59,1690,34.0,238.00,'false','USB-PDB9',9.51,4.24,1000,1.25,2.67,1.672
'GPT480277','2024-10-12 08:30:06.796','Keyboard',1.98,30,'Stable',47,16.72,60,1839,41.0,162.00,'true','7.5W',15.17,11.67,500,2.32,4.91,1.081
'GPT378587','2024-10-24 19:12:41.796','Mouse',4.35,75,'Stable',240,-74.00,24,601,31.0,226.00,'false','10W',1.66,5.04,500,0.65,0.87,1.439
'GPT934407','2024-10-18 08:21:19.796','Mouse',3.97,92,'Stable',111,20.16,17,1406,22.0,156.00,'false','7.5W',13.34,14.25,2000,2.94,1.24,1.131
'GPT496915','2024-02-24 22:46:36.796','Controller',4.13,28,'Beta',212,25.58,5,1979,95.0,218.00,'false','5W',9.50,2.12,4000,3.29,4.59,1.274
'GPT177296','2024-03-31 09:34:46.796','Headset',3.33,90,'Beta',135,44.41,4,1495,65.0,137.00,'false','USB-PDSG',13.96,0.59,125,7.71,4.47,0.276
'GPT964208','2024-07-24 10:57:18.796','Mouse',1.15,55,'Experimental',251,-35.00,72,1652,49.0,119.00,'false','5W',15.85,15.00,1000,4.90,4.87,1.147
'GPT878421','2024-04-03 03:02:15.796','Gamepad',3.29,63,'Beta',50,-34.00,3,1449,74.0,150.00,'true','5W',18.27,0.95,2000,5.60,0.84,1.689
'GPT219858','2024-10-22 19:42:42.796','Keyboard',0.02,53,'Beta',80,-73.00,3,1722,76.0,151.00,'true','5W',11.88,8.13,250,7.29,4.04,0.324
'GPT780714','2025-01-18 22:45:15.796','Headset',2.77,98,'Stable',288,41.36,50,1815,36.0,90.00,'true','7.5W',15.98,12.81,250,7.41,4.47,0.974
'GPT700786','2024-11-04 03:14:41.796','Headset',4.89,31,'Stable',112,11.53,52,1665,93.0,209.00,'true','7.5W',6.85,8.61,250,9.73,0.18,0.485
'GPT275227','2024-07-03 07:57:19.796','Keyboard',0.37,61,'Beta',299,84.05,0,1583,79.0,82.00,'false','7.5W',1.33,1.33,2000,3.24,2.46,1.605
'GPT521769','2024-08-16 07:07:24.796','Headset',1.24,12,'Stable',259,85.69,84,878,36.0,238.00,'true','USB-PDI5',5.50,7.15,4000,9.77,3.63,1.714
'GPT612657','2024-11-03 01:41:29.796','Keyboard',1.83,59,'Stable',39,-78.00,91,1281,43.0,197.00,'true','USB-PDQZ',17.73,7.19,125,5.90,3.82,1.681
'GPT309124','2024-11-20 02:38:46.796','Gamepad',1.77,14,'Stable',275,14.14,38,764,33.0,178.00,'true','7.5W',2.99,10.91,125,6.03,4.75,1.115
'GPT564654','2024-05-04 05:36:33.796','Keyboard',2.66,91,'Beta',31,11.50,71,942,28.0,88.00,'true','USB-PDHS',18.51,1.43,4000,9.23,4.75,1.700
'GPT984673','2024-02-21 10:37:13.796','Keyboard',2.26,38,'Beta',265,57.97,49,1591,57.0,193.00,'false','10W',14.90,4.43,2000,9.43,4.89,1.764
'GPT475009','2024-07-19 01:31:40.796','Mouse',2.39,89,'Experimental',206,34.04,99,646,41.0,83.00,'false','7.5W',14.52,4.24,8000,0.96,2.66,1.185
'GPT350103','2024-04-27 09:43:49.796','Headset',2.39,32,'Beta',271,48.60,99,1542,84.0,168.00,'false','USB-PDZN',18.29,4.12,4000,4.35,0.38,1.301
'GPT185958','2024-02-20 17:21:33.796','Keyboard',3.43,69,'Beta',39,47.73,33,1950,37.0,82.00,'false','5W',3.21,10.18,500,0.12,3.27,1.947
'GPT692287','2024-11-25 17:04:10.796','Controller',2.78,10,'Experimental',127,38.95,47,1015,48.0,179.00,'false','10W',11.91,9.56,1000,9.53,0.85,1.154
'GPT605259','2024-05-18 09:59:17.796','Headset',0.47,21,'Beta',235,39.48,19,741,72.0,99.00,'false','10W',7.80,13.46,125,3.50,1.31,1.077
'GPT671084','2024-10-28 01:04:57.796','Controller',2.98,93,'Stable',188,-43.00,26,1920,34.0,196.00,'false','5W',9.57,4.21,8000,8.48,4.98,0.256
'GPT620902','2024-08-01 07:53:32.796','Keyboard',2.10,31,'Stable',46,21.37,27,1179,95.0,74.00,'true','10W',5.16,5.52,500,6.66,1.47,1.191
'GPT443959','2024-05-17 23:46:37.796','Keyboard',0.64,25,'Stable',228,49.76,38,1587,67.0,214.00,'true','5W',2.59,8.85,2000,2.79,3.47,1.520
'GPT115740','2024-05-24 00:40:16.796','Gamepad',0.28,25,'Experimental',156,40.67,2,832,92.0,160.00,'true','USB-PDB0',2.32,9.80,125,8.78,2.39,1.852
'GPT485699','2024-10-03 07:37:20.796','Mouse',4.71,92,'Beta',216,77.33,45,566,94.0,230.00,'false','7.5W',8.91,2.84,125,9.76,3.32,0.228
'GPT142449','2024-07-23 19:06:46.796','Controller',4.63,97,'Beta',288,72.43,83,843,95.0,87.00,'true','10W',16.51,0.74,250,3.53,3.12,1.813
'GPT628309','2024-10-23 20:51:20.796','Gamepad',4.46,63,'Stable',167,99.00,50,1678,49.0,174.00,'false','USB-PDUQ',4.18,9.14,500,2.30,2.04,1.300
'GPT309226','2024-11-29 20:57:52.796','Mouse',3.53,18,'Stable',227,14.38,92,1802,45.0,221.00,'true','7.5W',7.79,8.09,500,6.95,4.03,1.691
'GPT811154','2024-05-22 03:41:36.796','Headset',4.63,56,'Beta',160,27.03,17,1412,63.0,204.00,'false','7.5W',6.77,11.31,125,4.05,0.74,1.079
'GPT661788','2024-03-03 15:04:14.796','Keyboard',4.97,34,'Experimental',169,-46.00,99,1395,49.0,148.00,'false','7.5W',3.09,13.09,8000,2.97,4.67,0.174
'GPT325094','2024-11-27 08:16:51.796','Gamepad',1.79,38,'Stable',222,-86.00,70,1616,96.0,95.00,'false','5W',6.13,0.65,1000,8.67,2.75,0.601
'GPT581141','2024-09-07 22:23:46.796','Headset',1.86,91,'Stable',128,64.91,35,1818,46.0,239.00,'true','7.5W',1.29,10.97,4000,2.38,1.03,0.674
'GPT530629','2024-10-17 15:01:44.796','Headset',2.90,27,'Experimental',255,43.94,74,1660,91.0,87.00,'false','USB-PDB4',12.71,3.56,500,6.92,0.42,1.737
'GPT179770','2024-11-25 15:09:28.796','Keyboard',1.71,67,'Stable',231,4.43,50,1420,53.0,233.00,'true','10W',13.52,4.68,2000,8.82,0.44,1.627
'GPT956625','2024-05-24 22:30:58.796','Mouse',2.19,10,'Beta',191,8.56,60,1475,65.0,111.00,'false','7.5W',3.13,2.81,500,7.91,0.68,0.110
'GPT308370','2025-01-11 02:14:28.796','Gamepad',3.13,57,'Experimental',287,80.00,44,1079,77.0,171.00,'false','5W',11.92,6.25,8000,9.17,3.81,0.328
'GPT186119','2025-01-25 04:38:37.796','Gamepad',1.59,56,'Stable',170,78.51,17,983,39.0,227.00,'true','5W',6.63,7.53,8000,1.98,2.66,0.433
'GPT631417','2025-02-01 04:04:25.796','Keyboard',0.16,18,'Stable',156,66.53,54,1601,51.0,125.00,'false','10W',13.65,8.91,125,3.41,2.69,0.936
'GPT657025','2024-04-29 22:02:17.796','Keyboard',3.21,72,'Beta',253,99.30,36,1313,68.0,81.00,'false','7.5W',5.50,13.04,1000,7.05,1.04,0.444
'GPT448429','2025-01-13 07:17:52.796','Keyboard',2.98,88,'Experimental',243,67.04,39,564,83.0,200.00,'true','5W',17.56,14.78,1000,7.73,0.16,0.671
'GPT265285','2024-07-09 21:29:20.796','Headset',0.86,66,'Beta',284,9.66,33,805,65.0,85.00,'true','5W',10.26,8.61,2000,1.41,2.88,1.800
'GPT247285','2025-01-28 09:30:29.796','Mouse',0.87,36,'Stable',105,-68.00,42,1279,79.0,133.00,'false','5W',13.38,12.87,2000,3.83,3.49,0.427
'GPT207997','2024-05-27 02:24:11.796','Mouse',2.39,26,'Stable',34,34.47,79,1373,92.0,156.00,'true','10W',13.02,11.13,500,5.54,2.27,0.989
'GPT553506','2025-01-26 07:26:06.796','Headset',3.16,29,'Beta',51,60.85,5,1687,45.0,239.00,'false','7.5W',19.47,9.57,8000,4.62,3.48,0.497
'GPT539580','2025-02-16 23:45:34.796','Headset',3.77,34,'Beta',166,26.54,30,1233,22.0,115.00,'false','7.5W',18.75,6.65,4000,7.45,0.64,1.532
'GPT826196','2024-11-15 04:48:16.796','Controller',2.52,13,'Experimental',278,16.15,72,1856,49.0,236.00,'true','10W',9.77,13.91,2000,5.28,3.38,1.744
'GPT352514','2024-12-06 00:30:22.796','Gamepad',0.05,49,'Stable',258,35.72,66,1506,36.0,202.00,'true','7.5W',0.47,9.24,500,5.81,4.85,1.999
'GPT533211','2024-07-25 17:35:38.796','Keyboard',3.05,40,'Beta',222,55.89,45,872,89.0,240.00,'true','5W',14.26,9.85,1000,4.71,4.32,0.451
'GPT853632','2024-05-13 07:29:54.796','Keyboard',0.27,42,'Beta',155,48.52,64,1980,39.0,186.00,'false','USB-PDYI',3.81,5.53,1000,0.25,1.31,0.146
'GPT529433','2024-07-27 20:51:47.796','Gamepad',4.74,59,'Stable',88,-40.00,88,1520,93.0,172.00,'true','7.5W',6.56,0.86,125,0.49,2.21,1.843
'GPT898481','2025-01-19 07:13:03.796','Mouse',4.81,25,'Experimental',53,36.58,76,583,65.0,81.00,'true','5W',19.82,14.32,500,0.94,1.99,1.951
'GPT536019','2024-11-07 12:46:11.796','Keyboard',1.72,41,'Experimental',279,98.75,26,1712,91.0,119.00,'true','5W',7.57,2.00,1000,4.48,0.47,1.841
'GPT308910','2024-08-14 08:03:10.796','Headset',2.92,58,'Experimental',163,67.20,41,910,90.0,88.00,'true','USB-PD9M',4.39,12.27,4000,2.90,0.81,0.395
'GPT669829','2024-04-06 19:06:10.796','Controller',2.24,75,'Beta',267,27.51,20,1905,33.0,115.00,'true','10W',7.24,12.17,2000,6.11,0.26,1.319
'GPT163296','2024-04-05 02:46:13.796','Mouse',3.81,30,'Stable',79,82.84,41,675,39.0,95.00,'false','7.5W',10.09,7.02,500,5.56,3.29,1.785
'GPT111042','2025-01-15 10:01:09.796','Controller',3.97,92,'Stable',202,42.72,46,672,79.0,137.00,'true','7.5W',3.83,7.08,250,7.72,3.05,0.248
'GPT977656','2024-02-28 07:21:30.796','Gamepad',3.15,51,'Experimental',189,10.29,16,714,94.0,163.00,'true','5W',3.08,6.75,500,2.96,0.70,0.838
'GPT944934','2024-06-05 12:19:07.796','Mouse',2.74,79,'Beta',295,26.28,55,595,70.0,152.00,'true','USB-PDQY',18.56,1.67,1000,5.26,2.76,1.541
'GPT381864','2025-01-28 22:40:36.796','Gamepad',0.02,74,'Beta',232,13.28,3,1055,24.0,230.00,'true','10W',13.91,13.15,250,5.91,3.46,0.217
'GPT788486','2024-06-19 19:13:38.796','Keyboard',2.06,25,'Stable',78,50.91,34,1732,64.0,200.00,'true','USB-PDFT',13.97,1.23,1000,7.76,2.88,1.107
'GPT993782','2024-07-27 04:58:03.796','Keyboard',3.18,21,'Stable',34,25.62,16,1779,29.0,167.00,'false','10W',11.94,3.68,4000,0.55,3.03,1.844
'GPT925801','2024-04-28 00:53:29.796','Keyboard',1.58,33,'Beta',94,90.33,68,667,61.0,113.00,'false','10W',11.57,14.37,500,0.08,4.63,1.027
'GPT917465','2024-03-05 04:03:19.796','Gamepad',3.90,56,'Stable',268,55.00,69,1987,50.0,117.00,'true','USB-PD3D',19.36,11.64,500,1.24,2.85,0.991
'GPT291638','2024-03-30 03:40:15.796','Controller',3.10,90,'Experimental',244,-72.00,53,678,47.0,78.00,'true','10W',0.91,3.00,125,8.06,4.51,0.141
'GPT768326','2024-02-21 22:08:58.796','Keyboard',3.99,60,'Stable',108,83.73,56,735,57.0,232.00,'false','5W',7.46,10.05,250,6.00,3.41,0.661
'GPT541247','2024-07-02 18:25:58.796','Gamepad',4.69,87,'Experimental',87,-45.00,54,637,74.0,131.00,'false','USB-PDWG',8.95,8.10,2000,1.25,2.20,0.657
'GPT742318','2024-10-10 15:03:18.796','Mouse',3.38,70,'Beta',100,-61.00,39,1013,92.0,240.00,'false','10W',17.18,2.19,500,9.57,1.81,1.807
'GPT634904','2025-01-05 00:35:06.796','Headset',1.94,20,'Stable',267,47.82,99,1380,76.0,192.00,'false','USB-PD6H',0.50,13.04,1000,4.29,3.16,1.255
'GPT812938','2024-08-01 04:39:00.796','Mouse',4.82,30,'Experimental',107,-74.00,60,604,62.0,84.00,'false','5W',10.24,0.72,1000,6.35,1.29,1.533
'GPT651962','2024-07-30 20:10:42.796','Mouse',0.49,27,'Beta',196,46.77,73,1964,71.0,143.00,'true','7.5W',13.36,5.30,1000,4.89,1.21,1.322
'GPT612961','2024-05-05 05:40:47.796','Headset',4.57,23,'Stable',55,2.95,70,1893,61.0,122.00,'false','7.5W',12.45,14.03,125,10.00,4.66,0.958
'GPT999646','2024-08-28 05:52:12.796','Headset',1.11,19,'Stable',281,29.65,64,605,84.0,227.00,'true','USB-PD2M',11.19,11.51,2000,1.05,4.17,1.623
'GPT249581','2024-09-16 12:15:27.796','Mouse',4.07,99,'Experimental',56,-87.00,15,1466,35.0,185.00,'false','7.5W',2.64,2.75,8000,2.72,4.93,0.564
'GPT241080','2024-06-02 05:25:32.796','Gamepad',3.41,90,'Beta',103,98.04,84,1275,76.0,148.00,'true','10W',0.39,8.74,2000,5.59,3.40,0.987
'GPT989749','2025-01-06 02:09:33.796','Keyboard',3.76,42,'Stable',177,25.90,61,1439,93.0,195.00,'false','USB-PD9P',16.44,10.47,2000,9.99,4.99,0.443
'GPT825584','2024-02-28 21:35:43.796','Gamepad',2.29,81,'Experimental',40,68.15,75,509,87.0,156.00,'true','5W',5.91,13.82,125,7.53,3.82,0.352
'GPT598889','2024-03-16 06:01:29.796','Mouse',2.11,17,'Experimental',30,96.04,56,1846,96.0,119.00,'true','10W',11.74,12.55,125,7.21,2.12,1.803
'GPT334937','2025-01-23 18:00:07.796','Mouse',0.40,71,'Beta',150,65.28,1,1476,23.0,220.00,'false','USB-PDMH',4.06,6.08,250,7.64,4.81,1.568
'GPT242257','2025-02-16 04:36:01.796','Headset',3.57,72,'Stable',182,2.13,24,1647,77.0,163.00,'false','5W',7.17,14.57,250,0.61,4.21,0.847
'GPT216080','2024-09-11 00:44:56.796','Keyboard',1.01,67,'Experimental',70,-78.00,57,1119,27.0,159.00,'true','10W',5.88,9.03,500,2.26,3.60,1.791
'GPT604683','2024-03-31 08:16:09.796','Gamepad',2.71,57,'Experimental',153,80.14,65,1017,89.0,236.00,'true','10W',14.43,14.78,4000,5.75,4.25,0.731
'GPT177183','2024-06-29 12:03:35.796','Headset',4.24,88,'Beta',205,56.46,20,968,25.0,112.00,'true','7.5W',11.42,5.53,2000,6.26,0.91,1.980
'GPT156193','2025-02-01 10:28:14.796','Gamepad',1.94,84,'Experimental',272,-79.00,10,1292,48.0,114.00,'true','10W',5.58,12.48,8000,3.45,2.21,1.751
'GPT358357','2024-06-05 10:07:29.796','Mouse',1.85,20,'Experimental',177,77.64,59,655,93.0,72.00,'true','10W',19.37,11.04,500,2.45,0.86,0.655
'GPT811859','2024-04-19 11:36:37.796','Headset',0.33,82,'Experimental',281,-35.00,24,673,63.0,159.00,'false','5W',12.84,9.35,125,2.78,1.76,1.592
'GPT158577','2024-09-28 18:18:28.796','Keyboard',2.33,46,'Beta',41,-68.00,41,1550,31.0,192.00,'true','5W',8.75,4.60,4000,2.39,0.43,0.771
'GPT126365','2024-03-18 02:15:11.796','Mouse',1.25,64,'Stable',72,4.43,64,966,41.0,165.00,'false','USB-PDLY',2.28,11.00,4000,5.11,0.65,1.271
'GPT402234','2024-08-14 09:31:22.796','Mouse',4.88,96,'Experimental',239,51.20,24,1110,40.0,204.00,'false','10W',7.45,12.94,4000,8.12,1.45,1.700
'GPT172153','2024-07-27 15:03:51.796','Keyboard',0.50,86,'Stable',189,45.18,71,1394,62.0,206.00,'false','7.5W',9.52,9.95,8000,1.79,4.66,0.834
'GPT189780','2024-09-07 08:18:45.796','Keyboard',2.08,69,'Experimental',225,-35.00,37,1465,42.0,193.00,'true','5W',14.65,0.72,4000,8.00,1.84,0.421
'GPT826805','2024-11-24 08:01:05.796','Headset',2.45,30,'Beta',236,40.45,91,1984,83.0,116.00,'false','5W',16.37,6.18,125,7.84,4.05,1.163
'GPT395187','2024-05-05 20:51:13.796','Controller',1.78,15,'Beta',239,52.77,61,1404,45.0,170.00,'true','USB-PDR9',7.35,3.81,125,8.19,3.56,1.371
'GPT715014','2025-01-21 15:44:17.796','Headset',3.20,57,'Experimental',247,-51.00,24,826,77.0,225.00,'false','10W',7.07,7.07,4000,5.95,1.44,1.996
'GPT735914','2024-08-18 07:51:47.796','Keyboard',4.67,41,'Experimental',58,75.71,17,2000,78.0,190.00,'false','5W',2.48,7.85,4000,2.76,3.75,1.338
'GPT573436','2024-07-23 10:32:26.796','Gamepad',3.54,74,'Experimental',288,55.35,27,504,49.0,169.00,'true','10W',16.39,1.08,8000,0.04,2.98,0.340
'GPT425609','2024-08-29 01:04:42.796','Headset',1.70,24,'Experimental',237,18.79,14,1322,86.0,188.00,'true','7.5W',10.71,9.38,125,4.58,3.70,0.103
'GPT222664','2024-10-15 21:06:54.796','Mouse',2.40,16,'Experimental',213,2.73,15,1226,66.0,209.00,'true','7.5W',16.98,12.99,250,6.03,2.04,1.679
'GPT357470','2024-08-08 18:05:24.796','Controller',1.10,86,'Beta',59,19.75,90,952,33.0,104.00,'true','USB-PD9G',15.88,2.54,500,4.88,1.50,1.535
'GPT972375','2024-05-15 19:13:22.796','Mouse',2.98,49,'Experimental',204,82.44,50,876,71.0,178.00,'false','7.5W',15.19,5.52,1000,3.57,1.70,0.283
'GPT136941','2024-07-16 08:41:52.796','Keyboard',4.09,35,'Stable',216,-73.00,16,945,56.0,193.00,'false','5W',19.06,8.56,2000,2.66,0.95,1.562
'GPT454768','2024-06-02 17:57:25.796','Mouse',4.10,64,'Experimental',184,48.00,41,1906,67.0,116.00,'false','10W',5.25,10.07,2000,8.21,3.70,1.918
'GPT444974','2024-06-23 16:33:29.796','Mouse',1.96,87,'Experimental',220,71.90,33,683,29.0,125.00,'false','7.5W',16.24,14.95,500,2.84,2.90,0.581
'GPT268787','2025-02-17 01:44:53.796','Keyboard',1.86,52,'Stable',292,38.99,21,906,85.0,240.00,'true','USB-PDH2',15.13,7.37,125,1.30,2.14,1.303
'GPT429982','2024-09-22 18:45:47.796','Headset',1.48,85,'Beta',209,15.88,36,1258,84.0,80.00,'false','10W',16.60,7.08,1000,7.73,2.55,0.760
'GPT669437','2024-10-15 18:37:34.796','Mouse',1.85,57,'Stable',207,9.46,94,586,84.0,165.00,'true','10W',13.82,11.15,1000,7.84,0.74,1.882
'GPT885146','2024-11-21 12:36:41.796','Mouse',3.93,95,'Beta',264,10.66,98,1994,32.0,134.00,'true','7.5W',11.00,5.73,1000,2.72,1.30,0.147
'GPT695050','2024-10-27 01:08:17.796','Keyboard',2.04,89,'Experimental',125,74.35,99,1303,44.0,138.00,'true','USB-PD5S',13.17,1.29,250,3.25,3.39,0.963
'GPT551667','2024-10-19 12:01:12.796','Headset',3.21,52,'Beta',215,38.49,66,735,46.0,81.00,'true','7.5W',13.19,4.32,500,5.39,0.22,1.088
'GPT168537','2024-11-27 09:18:45.796','Gamepad',0.65,42,'Stable',275,43.79,53,1698,73.0,203.00,'false','10W',7.81,2.39,1000,7.98,1.54,1.609
'GPT599909','2024-07-29 12:21:31.796','Controller',1.49,13,'Stable',138,22.28,55,1167,80.0,151.00,'false','USB-PDTD',10.99,3.58,250,7.27,1.35,0.703
'GPT625684','2024-06-22 12:10:41.796','Controller',1.49,84,'Experimental',40,64.32,2,926,49.0,170.00,'true','7.5W',13.59,3.81,500,9.34,4.39,1.939
'GPT414276','2024-07-18 11:46:27.796','Keyboard',2.53,56,'Stable',124,3.42,19,1078,60.0,230.00,'true','USB-PDPX',7.81,1.28,2000,9.62,4.32,1.511
'GPT252102','2024-03-20 14:50:22.796','Keyboard',1.31,25,'Experimental',108,29.93,63,677,73.0,141.00,'false','USB-PDC9',12.91,7.17,2000,6.15,3.05,1.666
'GPT719696','2024-08-27 02:30:36.796','Headset',2.95,30,'Beta',75,49.01,14,1045,70.0,80.00,'true','10W',9.38,4.00,500,9.50,2.10,1.446
'GPT199776','2024-05-06 16:58:55.796','Keyboard',2.37,25,'Beta',273,-66.00,69,1760,79.0,99.00,'false','USB-PD2D',16.00,9.91,500,1.95,1.75,0.667
'GPT775948','2024-04-23 22:07:52.796','Keyboard',0.23,49,'Stable',211,-52.00,26,1015,26.0,218.00,'false','10W',7.70,4.47,1000,6.78,0.17,0.905
'GPT604443','2025-01-27 17:16:09.796','Gamepad',0.47,34,'Experimental',250,70.03,97,1079,43.0,218.00,'false','5W',6.87,11.90,500,4.04,0.70,1.690
'GPT350015','2024-11-26 05:46:20.796','Controller',3.17,46,'Stable',256,58.14,99,1882,74.0,228.00,'false','10W',1.82,3.53,250,4.06,2.88,1.904
