'PHYS_SRAB43','RGB_RPXSIE','PERF_XAR9M1',61,'Balanced',47,'Minimal','Glass',1.1,82.2,0.31,0.15,'Hard Pad Preferred','Fingertip','Glossy',7,'Medium','Standard','Enhanced','IPX3','IPX2','Enhanced',1.8,247,38,4852,3151
'PHYS_93X2QZ','RGB_6S7ZXA','PERF_Q1QZHT',65,'Back Heavy',95,'Moderate','Ceramic',1.3,95.4,0.24,0.28,'Cloth Preferred','Claw','Glossy',19,'Medium','Standard','Standard','IPX0','IPX3','Enhanced',1.8,360,38,3069,4550
'PHYS_9SDQVW','RGB_6UFIX6','PERF_6OTZGH',85,'Front Heavy',25,'Significant','Ceramic',0.8,92.2,0.43,0.30,'Universal','Palm','Textured',23,'Medium','Enhanced','Standard','IPX1','IPX3','Military Grade',2.0,157,39,4084,2325
'PHYS_2LYYX4','RGB_O9JNEZ','PERF_YDNTA1',87,'Front Heavy',2,'Significant','Virgin PTFE',0.9,85.7,0.49,0.26,'Cloth Preferred','Claw','Matte',7,'High','Standard','Enhanced','IPX1','IPX1','Military Grade',1.5,248,38,1746,1314
'PHYS_7EI2QW','RGB_IDET4X','PERF_CDF9Y1',91,'Front Heavy',95,'Moderate','Ceramic',1.9,96.1,0.38,0.08,'Hard Pad Preferred','Claw','Matte',18,'Medium','Standard','Premium','IPX3','IPX1','Standard',1.5,397,29,4449,4906
'PHYS_90KGIR','RGB_XTOMFJ','PERF_3RIUHK',60,'Balanced',12,'Minimal','PTFE',0.7,81.5,0.25,0.22,'Universal','Fingertip','Rubberized',15,'Low','Enhanced','Enhanced','IPX1','IPX1','Standard',1.7,135,23,1955,1161
'PHYS_GBZ3ZI','RGB_QFK7D1','PERF_PZ63Y2',68,'Front Heavy',35,'Significant','PTFE',1.6,92.5,0.29,0.12,'Cloth Preferred','Claw','Textured',18,'High','Standard','Premium','IPX1','IPX3','Military Grade',0.9,320,26,4751,4697
'PHYS_LT885G','RGB_D2J39X','PERF_W2GCZZ',96,'Back Heavy',68,'Moderate','Virgin PTFE',1.7,80.7,0.32,0.16,'Cloth Preferred','Fingertip','Glossy',9,'Low','Standard','Enhanced','IPX2','IPX2','Military Grade',0.9,336,16,2583,4063
'PHYS_IV98CI','RGB_T0G2QL','PERF_QZK9QE',66,'Back Heavy',81,'Significant','Ceramic',1.1,83.2,0.24,0.12,'Universal','Claw','Glossy',17,'Low','Standard','Standard','IPX1','IPX1','Enhanced',0.9,493,21,1864,1332
'PHYS_VHVVRQ','RGB_RLIJPA','PERF_T09Y47',107,'Balanced',92,'Significant','PTFE',1.7,89.5,0.17,0.09,'Hard Pad Preferred','Fingertip','Glossy',9,'High','Enhanced','Standard','IPX2','IPX0','Standard',0.6,334,29,4487,2317
'PHYS_I21LPY','RGB_Q2O5FN','PERF_D96LTN',97,'Front Heavy',67,'Moderate','Glass',1.6,92.1,0.45,0.36,'Hard Pad Preferred','Palm','Glossy',8,'High','Standard','Enhanced','IPX0','IPX3','Enhanced',1.3,258,36,4138,3068
'PHYS_TGOS86','RGB_CMSBD0','PERF_7A563Z',75,'Front Heavy',55,'Significant','Glass',0.7,88.6,0.13,0.40,'Hard Pad Preferred','Claw','Matte',9,'High','Enhanced','Enhanced','IPX3','IPX2','Standard',0.9,361,18,3283,3395
'PHYS_27P3EV','RGB_53TSKZ','PERF_FHREMN',97,'Front Heavy',54,'Minimal','Virgin PTFE',1.0,91.8,0.31,0.37,'Universal','Fingertip','Matte',18,'Low','Enhanced','Premium','IPX3','IPX2','Standard',1.5,423,37,4952,4375
'PHYS_VLI591','RGB_MRFVV9','PERF_E1A571',64,'Front Heavy',80,'Moderate','Ceramic',1.7,81.1,0.17,0.34,'Hard Pad Preferred','Claw','Rubberized',17,'Low','Enhanced','Premium','IPX0','IPX0','Military Grade',1.4,450,44,1338,1170
'PHYS_WJJKJ7','RGB_PRRMP0','PERF_PDRO3H',66,'Back Heavy',56,'Significant','Virgin PTFE',1.6,82.1,0.42,0.30,'Universal','Claw','Glossy',23,'High','Enhanced','Premium','IPX2','IPX1','Military Grade',1.4,370,32,3573,3664
'PHYS_PNY41B','RGB_2A1ARI','PERF_I9QUER',82,'Balanced',17,'Significant','Virgin PTFE',1.1,96.7,0.34,0.21,'Universal','Hybrid','Textured',16,'Low','Standard','Premium','IPX1','IPX1','Enhanced',0.9,341,28,3213,2858
'PHYS_H90C9W','RGB_DGSLPU','PERF_3W07E4',147,'Balanced',12,'Minimal','Ceramic',1.7,96.5,0.26,0.30,'Hard Pad Preferred','Palm','Matte',13,'Low','Premium','Standard','IPX1','IPX1','Enhanced',0.9,306,36,4046,4533
'PHYS_WXMNT5','RGB_J7F9TK','PERF_0OUF3K',74,'Back Heavy',33,'Minimal','Virgin PTFE',0.6,87.2,0.33,0.29,'Universal','Hybrid','Rubberized',7,'Medium','Premium','Standard','IPX3','IPX0','Standard',1.0,442,21,3965,4138
'PHYS_CD9025','RGB_HDST75','PERF_UN32JB',123,'Back Heavy',27,'Minimal','Ceramic',0.6,89.4,0.39,0.36,'Universal','Hybrid','Textured',12,'Medium','Premium','Premium','IPX0','IPX3','Standard',0.7,336,34,1614,3295
'PHYS_FA0OFO','RGB_5K9CDY','PERF_5N0QFF',120,'Front Heavy',11,'Minimal','Ceramic',0.6,89.2,0.43,0.30,'Universal','Claw','Glossy',21,'Low','Premium','Premium','IPX1','IPX2','Enhanced',1.7,345,17,3601,3163
'PHYS_JC3A0R','RGB_G6K5TS','PERF_X695QB',117,'Back Heavy',1,'Minimal','Ceramic',0.8,85.2,0.33,0.26,'Cloth Preferred','Claw','Glossy',14,'Low','Premium','Standard','IPX3','IPX2','Military Grade',1.4,175,17,1690,4663
'PHYS_KA6WR5','RGB_DUE31D','PERF_1AZIIQ',102,'Back Heavy',70,'Minimal','PTFE',1.8,98.0,0.17,0.21,'Hard Pad Preferred','Palm','Textured',15,'High','Standard','Standard','IPX1','IPX0','Military Grade',1.4,101,31,1007,4384
'PHYS_4W3GYT','RGB_UX8IRR','PERF_SF04IL',79,'Back Heavy',69,'Minimal','PTFE',0.8,97.8,0.45,0.20,'Cloth Preferred','Fingertip','Textured',20,'Low','Standard','Standard','IPX3','IPX2','Standard',0.9,437,45,1283,1721
'PHYS_QN6XWL','RGB_JK160Z','PERF_WP6VKW',100,'Front Heavy',45,'Moderate','Ceramic',0.8,82.2,0.22,0.22,'Hard Pad Preferred','Palm','Textured',7,'Low','Standard','Enhanced','IPX3','IPX1','Military Grade',1.5,474,35,3335,2980
'PHYS_BL391B','RGB_5KJ3QG','PERF_DGY24S',127,'Balanced',56,'Significant','Glass',1.6,80.2,0.23,0.18,'Universal','Hybrid','Rubberized',24,'Low','Standard','Premium','IPX0','IPX1','Standard',0.7,254,30,2816,3621
'PHYS_ES2994','RGB_DQUFAW','PERF_4WMQ3V',91,'Front Heavy',70,'Moderate','Virgin PTFE',0.5,87.3,0.15,0.37,'Hard Pad Preferred','Palm','Textured',19,'Medium','Enhanced','Enhanced','IPX3','IPX1','Military Grade',1.3,370,18,3617,4529
'PHYS_VF413R','RGB_Z6OZKX','PERF_9DP5EE',109,'Front Heavy',84,'Significant','Ceramic',1.8,88.2,0.35,0.15,'Universal','Palm','Textured',24,'Low','Premium','Enhanced','IPX3','IPX3','Standard',0.8,332,29,2029,1434
'PHYS_0I77H2','RGB_JJDQ4K','PERF_0SUNZ8',73,'Front Heavy',46,'Moderate','Virgin PTFE',2.0,90.6,0.19,0.26,'Cloth Preferred','Palm','Rubberized',13,'Low','Standard','Premium','IPX1','IPX3','Enhanced',1.9,171,44,1226,2928
'PHYS_VRRI42','RGB_HJE1X7','PERF_Q7BGWS',109,'Back Heavy',60,'Minimal','PTFE',2.0,96.0,0.35,0.14,'Cloth Preferred','Palm','Rubberized',18,'High','Standard','Standard','IPX1','IPX3','Military Grade',1.5,228,43,1892,1703
'PHYS_IPAAF4','RGB_CXGIG5','PERF_CRLUKN',139,'Front Heavy',1,'Significant','Glass',1.7,85.4,0.38,0.11,'Universal','Claw','Matte',11,'Low','Premium','Premium','IPX3','IPX3','Enhanced',1.9,154,32,1306,4739
'PHYS_ZEWW1G','RGB_OXFFU0','PERF_VQP3G6',133,'Front Heavy',84,'Moderate','Ceramic',1.7,90.5,0.46,0.27,'Hard Pad Preferred','Claw','Matte',13,'Medium','Premium','Enhanced','IPX2','IPX3','Standard',0.6,185,36,1749,3457
'PHYS_SBZS3W','RGB_UEG40K','PERF_83F16K',81,'Back Heavy',60,'Moderate','Virgin PTFE',1.7,87.3,0.17,0.17,'Hard Pad Preferred','Fingertip','Textured',9,'Low','Premium','Standard','IPX2','IPX0','Military Grade',1.0,346,42,4247,3989
'PHYS_0RF1OG','RGB_5M3III','PERF_XBNZ4V',65,'Balanced',36,'Minimal','Virgin PTFE',1.3,95.7,0.31,0.16,'Universal','Claw','Rubberized',15,'High','Standard','Premium','IPX3','IPX0','Military Grade',0.6,289,33,3537,1406
'PHYS_DNEHAA','RGB_7O3UFK','PERF_ZHO8P5',108,'Balanced',48,'Minimal','Ceramic',1.9,88.0,0.27,0.27,'Cloth Preferred','Hybrid','Matte',15,'Low','Premium','Enhanced','IPX3','IPX0','Standard',2.0,108,16,1071,1406
'PHYS_Q6EBN9','RGB_B8DS4X','PERF_FY27RN',141,'Balanced',8,'Moderate','Glass',1.1,87.8,0.22,0.32,'Universal','Hybrid','Rubberized',7,'Medium','Enhanced','Enhanced','IPX1','IPX0','Standard',1.2,338,44,2926,1826
'PHYS_LO4Y9D','RGB_UHWR6U','PERF_Y22C5E',108,'Front Heavy',9,'Minimal','Ceramic',0.9,92.6,0.11,0.30,'Cloth Preferred','Fingertip','Glossy',16,'Low','Standard','Standard','IPX1','IPX3','Military Grade',1.5,227,27,1288,1549
'PHYS_KY6STZ','RGB_R431UK','PERF_ZR4SHP',130,'Back Heavy',74,'Moderate','Virgin PTFE',1.9,83.7,0.34,0.35,'Cloth Preferred','Hybrid','Textured',14,'Medium','Enhanced','Premium','IPX3','IPX1','Standard',0.8,110,35,1292,2161
'PHYS_YZJUEO','RGB_LFITPW','PERF_58QCZL',125,'Back Heavy',77,'Minimal','PTFE',1.0,97.9,0.29,0.36,'Universal','Claw','Matte',14,'Medium','Premium','Enhanced','IPX3','IPX3','Standard',1.1,164,39,1603,4518
'PHYS_NHT691','RGB_3K7X9S','PERF_RP0JHD',86,'Back Heavy',70,'Minimal','Ceramic',1.4,93.7,0.19,0.22,'Cloth Preferred','Palm','Textured',7,'Medium','Enhanced','Enhanced','IPX3','IPX1','Enhanced',0.6,268,43,1131,2531
'PHYS_FYRVEF','RGB_VIRLQL','PERF_SLW0RH',150,'Balanced',26,'Moderate','PTFE',1.4,84.6,0.39,0.22,'Cloth Preferred','Claw','Textured',6,'Medium','Premium','Premium','IPX3','IPX1','Military Grade',0.9,286,16,3714,3477
'PHYS_ZV1SM0','RGB_69FU1K','PERF_BP66ZF',110,'Back Heavy',27,'Moderate','Ceramic',1.1,99.2,0.41,0.10,'Hard Pad Preferred','Hybrid','Rubberized',15,'Low','Enhanced','Premium','IPX1','IPX3','Enhanced',1.3,436,16,1557,1500
'PHYS_KTBJA3','RGB_X7WIWJ','PERF_1WADOP',99,'Back Heavy',77,'Moderate','Virgin PTFE',1.4,80.7,0.48,0.29,'Hard Pad Preferred','Hybrid','Matte',14,'Low','Standard','Enhanced','IPX1','IPX3','Military Grade',1.6,124,45,2492,3285
'PHYS_LESQBB','RGB_49SFUN','PERF_7VJRSI',73,'Front Heavy',72,'Significant','Ceramic',2.0,84.7,0.31,0.22,'Hard Pad Preferred','Hybrid','Glossy',9,'Low','Standard','Premium','IPX1','IPX2','Military Grade',1.0,152,18,4782,4544
'PHYS_X90RYG','RGB_U35AOV','PERF_C6CT5N',85,'Back Heavy',79,'Moderate','Ceramic',2.0,89.0,0.31,0.29,'Cloth Preferred','Claw','Textured',22,'Low','Standard','Standard','IPX0','IPX3','Standard',1.9,420,31,4680,2065
'PHYS_B4TS5Y','RGB_REZ4YC','PERF_32BC8S',76,'Back Heavy',15,'Minimal','Ceramic',1.4,88.8,0.31,0.28,'Hard Pad Preferred','Claw','Rubberized',18,'High','Standard','Premium','IPX3','IPX1','Enhanced',0.7,455,43,4831,3988
'PHYS_HHXF9X','RGB_4SVQDM','PERF_DC62X2',150,'Back Heavy',18,'Moderate','Ceramic',0.7,85.4,0.34,0.14,'Hard Pad Preferred','Fingertip','Textured',16,'High','Standard','Standard','IPX3','IPX2','Military Grade',1.9,215,28,4872,1181
'PHYS_YP2KM2','RGB_RMBNAS','PERF_ZSJHIG',110,'Balanced',7,'Moderate','PTFE',1.7,82.2,0.11,0.12,'Hard Pad Preferred','Claw','Rubberized',16,'Low','Premium','Standard','IPX0','IPX1','Standard',1.4,359,21,2236,2771
'PHYS_GCY5SU','RGB_ZD93TY','PERF_6MBULX',117,'Front Heavy',64,'Minimal','Ceramic',0.7,96.8,0.39,0.25,'Cloth Preferred','Palm','Rubberized',23,'High','Premium','Standard','IPX3','IPX1','Enhanced',1.9,490,40,1273,1725
'PHYS_3LU4JC','RGB_WNI2TM','PERF_VPBTRB',135,'Back Heavy',87,'Moderate','Virgin PTFE',1.6,82.0,0.11,0.17,'Cloth Preferred','Hybrid','Rubberized',20,'Medium','Enhanced','Enhanced','IPX3','IPX1','Military Grade',1.8,111,41,4206,4427
'PHYS_5HQKOP','RGB_DC4826','PERF_76QD81',85,'Front Heavy',43,'Minimal','Ceramic',1.3,81.4,0.27,0.14,'Cloth Preferred','Fingertip','Glossy',11,'Low','Premium','Standard','IPX0','IPX0','Military Grade',1.1,452,27,2570,3157
'PHYS_8Y8TMY','RGB_63ASLS','PERF_WE1ORF',89,'Back Heavy',5,'Moderate','Ceramic',1.0,94.5,0.32,0.14,'Hard Pad Preferred','Hybrid','Rubberized',24,'High','Enhanced','Standard','IPX3','IPX0','Standard',1.7,440,37,3445,4755
'PHYS_EBFSPI','RGB_90B57Q','PERF_NEOOTC',139,'Back Heavy',87,'Minimal','Glass',2.0,91.5,0.36,0.08,'Hard Pad Preferred','Palm','Rubberized',12,'High','Standard','Enhanced','IPX0','IPX2','Military Grade',1.3,474,29,1140,1174
'PHYS_BCJKIC','RGB_PT3355','PERF_72X6Y4',71,'Back Heavy',72,'Moderate','Virgin PTFE',1.3,90.6,0.29,0.26,'Hard Pad Preferred','Fingertip','Rubberized',18,'Low','Standard','Enhanced','IPX3','IPX1','Standard',1.4,413,27,4708,4300
