'DEV_VGNT44','GPT639299','SteelSeries','MDL7385','9.1.3','Wireless 2.4GHz',15.0,'Medium','false',1.65,83,436,150,32,3,3.83,0.25,95.10,8015,3,'Laser',17366
'DEV_S0OTZE','GPT434778','Corsair','MDL9967','1.2.2','Bluetooth',12.0,'Low','false',0.84,76,196,89,16,3,4.90,0.58,97.10,868,2,'PAW3399',11236
'DEV_FPJ87Y','GPT541936','SteelSeries','MDL6569','5.4.3','Wired',20.0,'Low','false',0.43,17,456,62,0,5,1.37,1.35,90.50,25583,2,'Optical',5702
'DEV_NVDQ67','GPT783946','Corsair','MDL7014','7.2.1','Hybrid',7.0,'Medium','false',1.06,72,429,107,64,5,0.21,1.44,97.60,2067,2,'PMW3389',1426
'DEV_K3HTXQ','GPT536395','SteelSeries','MDL1504','9.4.2','Wireless 2.4GHz',9.0,'Low','false',0.49,42,442,177,8,3,1.07,1.71,97.50,19072,2,'Optical',23124
'DEV_ELQZB7','GPT286956','Razer','MDL9083','3.0.2','Bluetooth',10.0,'Low','false',0.81,90,493,143,16,4,4.52,0.44,91.10,24834,4,'Optical',24756
'DEV_CUGKVB','GPT833908','Corsair','MDL2265','8.8.3','Bluetooth',10.0,'High','false',0.34,16,365,128,0,2,1.14,0.84,98.40,14169,2,'Laser',11241
'DEV_SJ5LLL','GPT522599','HyperX','MDL5752','5.4.8','Hybrid',15.0,'High','false',0.80,43,411,163,8,1,2.02,1.07,98.70,3225,5,'Optical',15479
'DEV_38S92W','GPT115657','SteelSeries','MDL8978','3.0.3','Hybrid',11.0,'Low','false',0.59,61,320,105,16,4,1.61,1.62,91.00,24407,4,'PAW3399',14276
'DEV_MI60UP','GPT480277','Logitech','MDL7475','7.7.0','Wired',7.0,'Low','false',0.15,67,148,90,32,5,4.36,0.39,92.40,14608,4,'Laser',22665
'DEV_E2BXO8','GPT378587','Logitech','MDL5257','2.7.6','Wireless 2.4GHz',19.0,'Low','false',1.09,45,300,109,8,3,3.26,1.09,95.90,5563,5,'PAW3399',7876
'DEV_QCOBMZ','GPT934407','Razer','MDL2505','6.6.0','Hybrid',14.0,'Low','false',1.01,68,240,98,0,2,1.01,1.42,99.60,24958,1,'Optical',17665
'DEV_80P32W','GPT496915','HyperX','MDL5150','7.3.4','Bluetooth',7.0,'High','false',1.41,94,142,56,8,4,4.08,0.11,98.60,10941,1,'PAW3399',3693
'DEV_LQPB7C','GPT177296','HyperX','MDL7302','2.9.8','Wired',9.0,'Medium','false',1.73,36,437,73,32,2,1.01,1.02,95.50,20585,2,'PAW3399',22736
'DEV_4979VF','GPT964208','HyperX','MDL3718','3.2.1','Wireless 2.4GHz',9.0,'High','false',1.96,19,283,70,32,4,1.74,1.94,91.70,1950,2,'PMW3389',940
'DEV_W4IOOW','GPT878421','Corsair','MDL6685','9.8.7','Wireless 2.4GHz',6.0,'Medium','false',0.99,53,266,147,0,5,3.70,0.19,90.80,4871,1,'Laser',9417
'DEV_XK37RO','GPT219858','HyperX','MDL6816','3.8.7','Wireless 2.4GHz',14.0,'High','false',0.87,85,459,144,32,5,1.52,0.30,92.70,8768,2,'Laser',7588
'DEV_FUF39B','GPT780714','Corsair','MDL9349','1.9.2','Hybrid',20.0,'Low','false',1.41,52,434,145,0,1,4.32,0.58,90.80,14761,4,'Optical',3057
'DEV_KKNLZS','GPT700786','SteelSeries','MDL9905','4.9.3','Bluetooth',13.0,'High','false',0.71,79,323,192,16,1,2.24,0.92,90.50,19368,5,'Optical',14868
'DEV_MOPY78','GPT275227','SteelSeries','MDL4374','6.8.2','Wired',5.0,'Low','false',1.70,23,303,171,16,3,1.12,1.26,91.70,6970,5,'Optical',9932
'DEV_SRC99P','GPT521769','Razer','MDL1527','1.1.8','Wired',5.0,'High','false',0.29,30,103,58,64,4,0.86,1.12,98.10,1635,4,'Laser',13376
'DEV_E390OY','GPT612657','Logitech','MDL4902','8.7.6','Wireless 2.4GHz',11.0,'Medium','false',0.52,24,376,129,8,4,4.96,0.82,94.50,16520,2,'Laser',19528
'DEV_SJF8VS','GPT309124','Logitech','MDL7332','6.1.8','Wired',10.0,'Low','false',0.95,10,202,142,0,4,4.52,0.38,93.80,11838,5,'Laser',14901
'DEV_MM7YQH','GPT564654','HyperX','MDL4587','6.3.0','Hybrid',10.0,'High','false',0.31,60,390,127,64,3,1.56,1.81,92.50,4215,5,'PAW3399',8460
'DEV_M7BLJT','GPT984673','Logitech','MDL1971','4.0.9','Hybrid',9.0,'Low','false',1.51,51,192,188,8,4,3.69,0.67,97.50,7273,2,'Optical',24129
'DEV_B61W8I','GPT475009','HyperX','MDL3657','2.1.4','Wired',20.0,'High','false',1.36,78,303,190,8,4,0.25,0.99,98.20,6020,5,'Laser',19741
'DEV_4D2UNM','GPT350103','Corsair','MDL9170','8.6.1','Hybrid',5.0,'Low','false',0.59,76,444,80,8,1,3.59,1.31,98.40,22615,2,'Laser',15445
'DEV_1B07RN','GPT185958','SteelSeries','MDL5943','3.2.6','Hybrid',12.0,'Medium','false',1.59,81,340,169,32,5,3.59,0.16,95.80,2775,1,'PAW3399',18016
'DEV_6LDTJ0','GPT692287','Corsair','MDL2310','4.7.9','Bluetooth',7.0,'High','false',0.64,20,117,186,32,2,0.13,0.96,90.10,24404,4,'Laser',20625
'DEV_4VU250','GPT605259','Corsair','MDL9191','6.8.0','Hybrid',20.0,'Low','false',0.14,97,151,154,16,4,4.16,1.71,93.40,8732,2,'PAW3399',21790
'DEV_UCEXXR','GPT671084','Corsair','MDL2649','7.4.9','Wireless 2.4GHz',14.0,'High','false',1.71,85,499,154,16,5,2.49,1.54,94.70,847,2,'PMW3389',5417
'DEV_46IJRG','GPT620902','Razer','MDL7305','1.9.3','Bluetooth',17.0,'Medium','false',0.30,31,178,93,64,5,3.53,1.15,90.70,21878,5,'PMW3389',3629
'DEV_YQII04','GPT443959','HyperX','MDL6213','3.8.2','Hybrid',17.0,'High','false',0.91,99,438,110,0,2,2.77,1.45,94.40,24287,2,'PMW3389',3061
'DEV_LZASQV','GPT115740','Corsair','MDL1014','8.0.4','Bluetooth',13.0,'High','false',0.99,96,237,141,64,1,1.70,1.66,97.20,13169,5,'Optical',1714
'DEV_RLMYID','GPT485699','Logitech','MDL6093','3.6.5','Wired',16.0,'High','false',0.11,32,381,172,16,2,4.67,0.59,98.60,21661,4,'Optical',8828
'DEV_5JUNNG','GPT142449','SteelSeries','MDL6064','8.1.0','Wired',8.0,'Low','false',1.32,27,450,189,0,3,1.04,1.16,99.50,18808,2,'PMW3389',7410
'DEV_SCBSAP','GPT628309','SteelSeries','MDL8262','7.2.7','Bluetooth',17.0,'Low','false',1.99,60,278,128,16,2,4.67,1.79,97.10,4784,5,'PAW3399',10529
'DEV_E7790Q','GPT309226','Logitech','MDL2337','9.4.9','Wired',9.0,'Low','false',1.92,39,296,113,32,2,4.35,1.35,96.60,13249,4,'PAW3399',1709
'DEV_R5BKBZ','GPT811154','HyperX','MDL8727','9.7.1','Hybrid',20.0,'Medium','false',1.58,38,241,92,8,4,0.53,1.87,93.60,23935,3,'Optical',14947
'DEV_8OGI93','GPT661788','Corsair','MDL5911','2.6.8','Wireless 2.4GHz',18.0,'High','false',0.78,13,272,182,8,3,1.89,0.64,94.10,25572,1,'PAW3399',6381
'DEV_BHEU3H','GPT325094','HyperX','MDL6331','5.5.7','Wireless 2.4GHz',9.0,'Low','false',0.68,55,384,169,16,4,3.75,1.14,91.20,13320,2,'PAW3399',20693
'DEV_FQG4RQ','GPT581141','Razer','MDL4016','6.9.6','Wired',14.0,'Low','false',0.79,59,419,198,16,1,4.71,1.93,93.60,22309,1,'PAW3399',2302
'DEV_2S3TVH','GPT530629','SteelSeries','MDL5623','9.4.8','Hybrid',8.0,'Medium','false',1.44,31,455,77,0,4,0.92,1.62,98.90,23694,5,'PAW3399',12182
'DEV_I4XMYL','GPT179770','Razer','MDL5008','5.3.6','Wired',12.0,'High','false',1.26,98,388,180,16,1,3.56,1.36,92.60,15543,4,'PMW3389',10060
'DEV_3FTCQ2','GPT956625','SteelSeries','MDL4476','9.7.3','Wired',14.0,'High','false',0.19,22,238,121,8,2,1.45,1.72,92.40,100,5,'PAW3399',17522
'DEV_FLEBSQ','GPT308370','Logitech','MDL9431','1.3.8','Wired',16.0,'Medium','false',0.52,33,186,187,64,1,3.86,0.93,94.10,13070,3,'PMW3389',4383
'DEV_FFJEYS','GPT186119','HyperX','MDL6374','9.9.4','Hybrid',19.0,'High','false',1.90,48,101,65,0,2,4.16,0.99,92.30,10708,4,'Optical',8718
'DEV_FRQWGI','GPT631417','HyperX','MDL8691','8.1.2','Wired',12.0,'Low','false',1.30,23,157,195,16,4,4.02,0.52,96.60,8341,4,'PAW3399',24079
'DEV_OC6HZ2','GPT657025','Razer','MDL7173','9.4.1','Bluetooth',8.0,'Medium','false',0.85,53,352,199,0,3,3.08,0.98,97.70,24951,3,'Optical',22585
'DEV_CHADET','GPT448429','Razer','MDL6109','8.9.9','Hybrid',12.0,'High','false',0.64,37,258,122,64,5,3.74,1.56,98.00,9282,5,'Laser',19833
'DEV_R7IHVY','GPT265285','Razer','MDL9428','9.4.8','Wired',9.0,'Low','false',0.18,21,197,109,64,2,4.78,0.79,98.70,9338,3,'Optical',17737
'DEV_E3A5JR','GPT247285','SteelSeries','MDL6492','3.4.7','Wireless 2.4GHz',18.0,'High','false',1.89,18,126,138,16,3,1.58,0.68,95.40,3642,4,'PAW3399',7094
'DEV_DXURJL','GPT207997','HyperX','MDL1821','6.9.4','Wired',13.0,'Medium','false',1.24,59,266,183,64,2,4.75,0.49,99.00,13991,5,'Optical',14356
'DEV_B5MOGE','GPT553506','Razer','MDL6229','2.2.5','Wired',9.0,'Medium','false',1.62,36,157,57,16,1,2.68,0.92,90.30,15772,5,'Laser',23545
'DEV_QNRGUJ','GPT539580','SteelSeries','MDL7273','4.0.9','Hybrid',8.0,'Medium','false',1.85,65,280,152,32,3,3.32,0.73,92.10,24761,4,'Laser',23156
'DEV_NFIGCO','GPT826196','SteelSeries','MDL4778','4.7.8','Bluetooth',5.0,'Low','false',1.02,51,107,176,8,4,3.66,0.74,96.60,22829,5,'PMW3389',8175
'DEV_DP3X7V','GPT352514','HyperX','MDL8991','7.0.3','Hybrid',17.0,'Low','false',0.70,41,281,160,32,4,3.74,1.40,99.40,1809,5,'PMW3389',11135
'DEV_PVJPYT','GPT533211','SteelSeries','MDL4476','9.8.4','Hybrid',14.0,'High','false',0.10,31,269,110,0,2,0.82,1.63,90.80,24128,5,'Laser',21572
'DEV_UYU43G','GPT853632','SteelSeries','MDL8721','3.7.4','Hybrid',16.0,'Medium','false',0.34,76,190,195,0,3,3.05,1.45,98.10,18552,2,'PMW3389',4329
'DEV_GZ6M71','GPT529433','Logitech','MDL2342','9.2.0','Wireless 2.4GHz',14.0,'Medium','false',0.48,46,160,197,32,2,4.07,1.52,93.60,8589,4,'Optical',11845
'DEV_N3C4ND','GPT898481','SteelSeries','MDL8498','4.0.1','Hybrid',7.0,'Medium','false',1.39,25,225,193,0,1,4.61,1.99,90.50,8380,4,'Optical',3099
'DEV_JTAVI2','GPT536019','SteelSeries','MDL6839','2.6.9','Hybrid',14.0,'High','false',0.93,47,420,125,16,2,4.30,0.19,98.50,1576,1,'Optical',24287
'DEV_BEQUVQ','GPT308910','Logitech','MDL4949','4.3.3','Bluetooth',18.0,'High','false',0.16,66,116,162,8,2,1.11,1.24,91.50,18974,1,'Optical',3760
'DEV_0XE4QF','GPT669829','SteelSeries','MDL4165','1.2.8','Hybrid',11.0,'Low','false',0.81,51,138,65,0,5,3.11,1.39,91.20,20286,1,'Laser',6584
'DEV_JGZ0MW','GPT163296','Razer','MDL6787','1.2.6','Wired',18.0,'High','false',0.86,60,124,102,32,2,2.12,0.81,92.60,4204,2,'PMW3389',11386
'DEV_8JXZ5T','GPT111042','HyperX','MDL2886','1.7.0','Hybrid',15.0,'High','false',1.88,10,192,83,0,4,3.68,0.96,97.30,19251,3,'PMW3389',16972
'DEV_FEDFT9','GPT977656','SteelSeries','MDL1161','5.9.9','Wired',6.0,'Low','false',0.24,60,205,129,32,4,2.51,0.95,94.70,21225,2,'Laser',17383
'DEV_MJN5BE','GPT944934','Razer','MDL2677','5.7.7','Bluetooth',17.0,'Low','false',0.44,30,445,61,64,5,2.29,1.16,98.80,9971,5,'Optical',14345
'DEV_386A98','GPT381864','Corsair','MDL5249','5.9.3','Wired',19.0,'High','false',1.66,63,307,166,8,4,4.71,0.97,98.70,18477,1,'Optical',9171
'DEV_E4TLFI','GPT788486','SteelSeries','MDL9190','2.5.8','Bluetooth',8.0,'High','false',0.32,51,239,152,0,5,3.99,1.61,94.50,8118,4,'PAW3399',10898
'DEV_YG9JCB','GPT993782','SteelSeries','MDL3513','2.4.7','Bluetooth',6.0,'Low','false',1.88,19,477,131,16,1,4.93,0.63,91.50,17891,1,'PMW3389',12028
'DEV_6NX7LG','GPT925801','Razer','MDL2861','3.4.4','Wired',17.0,'Low','false',1.56,30,137,69,0,1,4.95,0.87,99.00,12391,1,'PMW3389',22956
'DEV_3DPEVW','GPT917465','Corsair','MDL8705','3.7.8','Hybrid',6.0,'Medium','false',1.63,49,442,115,16,2,3.20,0.77,96.50,1072,4,'PAW3399',6542
'DEV_OHY0ZL','GPT291638','Razer','MDL8115','4.6.5','Wireless 2.4GHz',11.0,'Medium','false',1.77,31,169,102,8,3,4.00,0.87,90.80,687,1,'Optical',11541
'DEV_HL1IOI','GPT768326','Logitech','MDL7292','5.1.2','Hybrid',9.0,'Medium','false',1.21,75,185,141,0,3,3.24,1.69,95.70,12337,4,'Laser',22753
'DEV_VGSDL0','GPT541247','Corsair','MDL8746','8.6.2','Wireless 2.4GHz',16.0,'High','false',0.96,16,291,118,32,2,0.59,0.65,99.40,6337,1,'Optical',4225
'DEV_A7NM5O','GPT742318','Razer','MDL4229','3.3.8','Wireless 2.4GHz',13.0,'Low','false',0.45,56,440,187,0,3,2.45,1.84,95.60,18352,1,'PMW3389',22826
'DEV_WKGTNP','GPT634904','Corsair','MDL4990','8.5.6','Wired',8.0,'Medium','false',0.22,64,322,77,64,2,0.44,0.25,99.20,13081,4,'Optical',21141
'DEV_U7OG34','GPT812938','Razer','MDL1492','8.4.8','Wireless 2.4GHz',6.0,'High','false',1.58,12,295,172,32,3,0.51,0.52,98.90,3179,5,'PMW3389',2634
'DEV_LPOCPI','GPT651962','SteelSeries','MDL9853','9.5.6','Hybrid',10.0,'Medium','false',1.20,41,284,160,64,3,4.45,1.33,92.90,20228,4,'PMW3389',16780
'DEV_4QZR5N','GPT612961','SteelSeries','MDL8511','6.0.0','Bluetooth',6.0,'Low','false',0.92,44,402,147,8,1,0.58,1.51,91.90,18884,2,'PAW3399',10396
'DEV_YNQ9VB','GPT999646','SteelSeries','MDL4643','8.3.3','Wired',5.0,'Medium','false',0.89,20,147,150,0,2,3.90,0.42,93.50,3575,1,'PMW3389',20056
'DEV_ULNWE8','GPT249581','Corsair','MDL9418','1.0.8','Wireless 2.4GHz',13.0,'Medium','false',0.82,18,426,176,8,4,1.91,1.88,92.30,13830,5,'PAW3399',21398
'DEV_S3UZBW','GPT241080','SteelSeries','MDL9118','1.0.6','Wired',18.0,'Low','false',0.70,55,261,105,16,2,1.01,1.97,97.80,19763,2,'Laser',3408
'DEV_BY6CVN','GPT989749','Logitech','MDL8109','6.6.3','Wired',17.0,'High','false',0.97,31,487,162,16,2,3.10,0.86,90.10,18670,3,'Laser',24457
'DEV_EDJRAE','GPT825584','HyperX','MDL2190','9.9.7','Wired',6.0,'High','false',0.28,48,484,77,8,5,0.31,1.87,92.80,5433,3,'Laser',4318
'DEV_23O57O','GPT598889','HyperX','MDL1764','3.9.8','Hybrid',12.0,'Medium','false',1.11,14,298,171,64,3,3.99,0.45,94.70,10317,5,'PMW3389',13410
'DEV_BVNMJ1','GPT334937','SteelSeries','MDL1116','3.9.0','Hybrid',19.0,'Low','false',1.82,72,318,194,16,3,0.57,1.65,95.80,6119,1,'Laser',2322
'DEV_E0JLH6','GPT242257','SteelSeries','MDL5172','6.2.5','Hybrid',18.0,'Medium','false',1.27,74,173,108,64,3,0.22,1.22,91.80,5587,2,'Laser',14026
'DEV_NT35P9','GPT216080','Logitech','MDL1249','2.6.7','Wireless 2.4GHz',10.0,'Low','false',0.35,48,306,105,64,1,0.57,0.19,91.60,21788,1,'PAW3399',3083
'DEV_J8PQGM','GPT604683','Corsair','MDL7615','2.1.7','Hybrid',9.0,'Medium','false',1.25,28,409,170,0,5,0.51,1.18,93.30,24479,3,'Laser',5808
'DEV_RQB99P','GPT177183','Logitech','MDL3966','9.3.5','Wired',17.0,'Medium','false',1.87,24,148,82,64,2,3.77,0.89,90.20,22184,5,'PMW3389',19517
'DEV_7NGVZK','GPT156193','SteelSeries','MDL3848','3.1.1','Wireless 2.4GHz',8.0,'Medium','false',0.23,76,315,71,32,5,2.07,0.34,98.10,19500,5,'Optical',21737
'DEV_OQ1UWV','GPT358357','Razer','MDL1382','6.4.3','Bluetooth',11.0,'Medium','false',0.18,26,398,91,8,4,0.15,1.13,99.10,5306,2,'PMW3389',24019
'DEV_08SKMD','GPT811859','SteelSeries','MDL5291','6.6.9','Wireless 2.4GHz',11.0,'Low','false',1.35,57,492,176,8,4,3.76,0.77,91.70,3950,2,'Laser',2485
'DEV_029ZOH','GPT158577','Logitech','MDL4545','8.8.1','Wireless 2.4GHz',14.0,'Low','false',1.25,60,235,105,0,1,1.86,0.13,94.70,1929,2,'Optical',14489
'DEV_GFFFWR','GPT126365','Corsair','MDL2147','3.0.0','Wired',14.0,'Low','false',1.69,41,211,143,32,4,3.20,1.79,90.40,20614,5,'Optical',9338
'DEV_6T5QKE','GPT402234','HyperX','MDL6301','1.1.9','Wired',10.0,'Low','false',0.47,73,413,190,0,1,3.10,1.65,92.50,23946,2,'PMW3389',7663
'DEV_E2BAMG','GPT172153','Razer','MDL2652','8.4.7','Hybrid',15.0,'High','false',0.95,73,227,136,32,5,2.86,1.39,93.80,14064,4,'PMW3389',24909
'DEV_RVPFTD','GPT189780','Corsair','MDL6782','2.0.5','Wireless 2.4GHz',16.0,'Medium','false',1.30,77,316,109,64,1,2.74,0.31,98.50,8648,4,'PAW3399',3975
'DEV_Y0X575','GPT826805','Logitech','MDL8838','4.9.6','Bluetooth',6.0,'Medium','false',0.18,54,175,61,8,5,4.26,1.74,92.50,6141,5,'PMW3389',22379
'DEV_UOXJMQ','GPT395187','Razer','MDL1967','9.6.4','Wired',11.0,'Medium','false',1.29,85,100,192,8,1,3.75,0.92,98.50,18378,3,'PMW3389',2308
'DEV_8KY4XF','GPT715014','Corsair','MDL5547','7.7.4','Wireless 2.4GHz',8.0,'Medium','false',1.54,75,121,135,32,5,0.54,1.33,97.20,24877,5,'Optical',1739
'DEV_6AV9YH','GPT735914','HyperX','MDL6832','6.0.9','Wired',17.0,'High','false',1.86,44,248,199,32,3,3.65,1.04,95.10,11142,1,'Laser',11948
'DEV_6GTW01','GPT573436','Razer','MDL9116','8.7.5','Bluetooth',5.0,'High','false',1.97,93,427,170,64,4,3.81,1.12,90.90,18540,1,'PMW3389',7946
'DEV_6K1JP8','GPT425609','Logitech','MDL8181','5.0.3','Hybrid',15.0,'Medium','false',0.65,75,402,75,32,1,4.26,1.02,96.50,10282,1,'Optical',16898
'DEV_8AAK48','GPT222664','HyperX','MDL4964','4.6.8','Wired',6.0,'High','false',1.00,76,344,144,32,4,4.34,0.28,96.10,19087,5,'Optical',8095
'DEV_JW2DL6','GPT357470','SteelSeries','MDL8909','9.9.7','Hybrid',5.0,'High','false',1.64,59,310,73,0,5,2.64,1.49,97.50,16092,3,'Optical',3056
'DEV_J0PWZ9','GPT972375','HyperX','MDL4670','8.0.1','Bluetooth',16.0,'Medium','false',0.89,44,277,105,8,5,0.23,1.16,99.90,14209,1,'PMW3389',24060
'DEV_X1EBHD','GPT136941','Logitech','MDL5294','2.2.5','Wireless 2.4GHz',5.0,'Medium','false',1.00,94,478,102,32,1,3.74,0.77,98.90,16329,3,'PMW3389',912
'DEV_M2FRI4','GPT454768','Razer','MDL8109','4.8.9','Wired',8.0,'Medium','false',1.93,28,168,176,8,5,1.76,1.07,93.00,12488,1,'Optical',4725
'DEV_1NK28O','GPT444974','HyperX','MDL7977','1.8.0','Wired',6.0,'High','false',1.02,58,441,98,8,3,0.80,1.26,91.50,3203,1,'PAW3399',18733
'DEV_8MRHWR','GPT268787','Razer','MDL6910','4.7.3','Hybrid',12.0,'High','false',0.31,49,316,173,0,4,4.47,0.66,91.70,19943,3,'Optical',5680
'DEV_6LEU5Z','GPT429982','Razer','MDL1042','4.9.9','Bluetooth',20.0,'Medium','false',1.22,14,417,157,16,1,2.67,1.56,99.60,6993,3,'PAW3399',4059
'DEV_TLDBF5','GPT669437','Logitech','MDL9647','7.8.4','Bluetooth',20.0,'Medium','false',1.18,62,121,84,16,4,1.92,1.45,93.60,1113,3,'Laser',6165
'DEV_VWU0XV','GPT885146','SteelSeries','MDL5679','8.2.4','Wired',8.0,'Low','false',0.84,54,150,190,64,5,2.60,1.36,94.60,11811,4,'Optical',4837
'DEV_1B9C0C','GPT695050','Logitech','MDL8625','5.7.4','Hybrid',13.0,'Low','false',1.04,92,447,130,8,1,2.35,0.21,95.10,3425,3,'Laser',10272
'DEV_BC6E43','GPT551667','Logitech','MDL7006','5.9.6','Wired',11.0,'Low','false',1.28,80,119,159,8,2,4.51,0.31,99.50,19760,3,'PMW3389',14368
'DEV_Q2YNT2','GPT168537','SteelSeries','MDL4757','7.5.9','Bluetooth',8.0,'Medium','false',1.49,87,177,67,16,5,4.53,1.41,93.40,1447,2,'PMW3389',3747
'DEV_LJK95V','GPT599909','Logitech','MDL1166','5.2.0','Wired',20.0,'Medium','false',1.04,43,395,139,32,5,3.69,1.97,90.30,7759,1,'PMW3389',6660
'DEV_OEV9CN','GPT625684','Logitech','MDL4857','2.2.3','Bluetooth',14.0,'Low','false',1.21,93,389,181,32,3,1.87,1.64,90.40,18422,1,'PMW3389',21368
