'PERF_T09Y47','GPT350103',25,287,0.8,'false','Medium',1.78,53893871,'Optical',19,99.0
'PERF_D96LTN','GPT185958',23,339,2.5,'false','Heavy',0.53,20017008,'Magnetic',14,96.6
'PERF_7A563Z','GPT692287',37,290,1.8,'false','Light',1.88,53249630,'Mechanical',20,93.9
'PERF_FHREMN','GPT605259',37,436,2.6,'false','Light',0.46,33727696,'Magnetic',23,99.1
'PERF_E1A571','GPT671084',21,382,0.8,'false','Light',1.02,54532058,'Mechanical',13,96.8
'PERF_PDRO3H','GPT620902',20,378,2.0,'false','Heavy',1.35,47343344,'Optical',12,97.1
'PERF_I9QUER','GPT443959',28,445,3.0,'false','Heavy',0.42,67016987,'Optical',19,94.4
'PERF_3W07E4','GPT115740',35,322,1.2,'false','Medium',0.38,56318543,'Magnetic',22,98.9
'PERF_0OUF3K','GPT485699',30,365,1.9,'false','Heavy',1.60,24858017,'Mechanical',20,95.6
'PERF_UN32JB','GPT142449',21,336,0.7,'false','Medium',1.78,63347355,'Optical',22,91.5
'PERF_5N0QFF','GPT628309',37,254,1.1,'false','Light',0.37,48527619,'Magnetic',16,90.6
'PERF_X695QB','GPT309226',45,407,1.5,'false','Light',0.57,68952770,'Mechanical',24,95.1
'PERF_1AZIIQ','GPT811154',34,284,2.7,'false','Heavy',0.33,43830023,'Optical',15,98.7
'PERF_SF04IL','GPT661788',30,353,2.8,'false','Medium',1.02,53502454,'Magnetic',20,92.1
'PERF_WP6VKW','GPT325094',37,255,0.7,'false','Light',1.41,25217456,'Mechanical',16,98.4
'PERF_DGY24S','GPT581141',25,306,1.6,'false','Medium',0.99,32084645,'Magnetic',16,96.6
'PERF_4WMQ3V','GPT530629',35,441,2.3,'false','Heavy',1.60,36177854,'Magnetic',20,96.7
'PERF_9DP5EE','GPT179770',20,435,1.5,'false','Light',1.21,69151071,'Mechanical',24,98.0
'PERF_0SUNZ8','GPT956625',47,428,1.5,'false','Medium',1.28,35647728,'Optical',16,91.1
'PERF_Q7BGWS','GPT308370',38,449,1.0,'false','Medium',0.45,44862564,'Magnetic',14,97.1
'PERF_CRLUKN','GPT186119',44,349,2.6,'false','Light',1.81,43847715,'Optical',21,94.3
'PERF_VQP3G6','GPT631417',34,427,0.7,'false','Medium',0.14,60724054,'Optical',14,98.9
'PERF_83F16K','GPT657025',24,429,2.7,'false','Light',0.88,45119691,'Mechanical',21,94.9
'PERF_XBNZ4V','GPT448429',46,367,1.4,'false','Heavy',0.55,36921388,'Optical',17,93.6
'PERF_ZHO8P5','GPT265285',48,258,2.8,'false','Medium',1.89,61781003,'Optical',14,96.4
'PERF_FY27RN','GPT247285',46,349,2.8,'false','Medium',1.18,43099158,'Magnetic',12,98.6
'PERF_Y22C5E','GPT207997',28,412,1.6,'false','Light',1.25,36219552,'Magnetic',22,92.2
'PERF_ZR4SHP','GPT553506',33,433,2.6,'false','Light',1.08,62121869,'Magnetic',23,97.4
'PERF_58QCZL','GPT539580',34,288,0.9,'false','Heavy',0.20,34501718,'Mechanical',15,99.3
'PERF_RP0JHD','GPT826196',33,329,2.2,'false','Light',1.24,44970150,'Optical',12,99.4
'PERF_SLW0RH','GPT352514',27,253,1.9,'false','Medium',1.48,50126310,'Optical',23,98.4
'PERF_BP66ZF','GPT533211',43,366,1.6,'false','Heavy',0.82,27043944,'Mechanical',17,95.3
'PERF_1WADOP','GPT853632',20,410,2.6,'false','Heavy',1.86,28695843,'Magnetic',23,99.5
'PERF_7VJRSI','GPT529433',27,283,0.5,'false','Light',1.03,30896476,'Magnetic',17,96.4
'PERF_C6CT5N','GPT898481',34,390,1.1,'false','Light',0.69,22295153,'Magnetic',13,93.7
'PERF_32BC8S','GPT536019',34,282,1.0,'false','Medium',0.22,26003563,'Magnetic',21,95.6
'PERF_DC62X2','GPT308910',28,285,2.2,'false','Light',0.76,27662970,'Optical',12,91.9
'PERF_ZSJHIG','GPT669829',43,438,1.5,'false','Light',1.84,61069068,'Mechanical',16,96.1
'PERF_6MBULX','GPT163296',20,317,0.9,'false','Heavy',0.63,43554845,'Mechanical',12,97.0
'PERF_VPBTRB','GPT111042',31,349,2.4,'false','Heavy',1.65,21938016,'Magnetic',22,96.5
'PERF_76QD81','GPT977656',20,390,2.3,'false','Light',1.60,49907798,'Magnetic',19,90.2
'PERF_WE1ORF','GPT944934',43,294,2.7,'false','Heavy',0.46,31364775,'Optical',23,92.2
'PERF_NEOOTC','GPT381864',25,262,1.5,'false','Heavy',0.35,35718806,'Mechanical',18,90.9
'PERF_72X6Y4','GPT788486',42,348,2.7,'false','Light',1.50,67007296,'Optical',15,98.3
'PERF_7RITNF','GPT993782',36,298,1.7,'false','Medium',1.85,29098913,'Magnetic',20,99.2
'PERF_7JM3V4','GPT925801',26,270,1.6,'false','Light',1.18,21083041,'Magnetic',22,95.5
'PERF_FOGZXA','GPT917465',21,262,1.5,'false','Light',1.26,55549839,'Mechanical',20,90.9
'PERF_4SWS77','GPT291638',23,424,2.4,'false','Heavy',1.64,33667836,'Mechanical',14,98.7
'PERF_K1GDOB','GPT768326',34,370,2.9,'false','Light',1.35,49571113,'Magnetic',14,90.6
'PERF_IJRT20','GPT541247',39,408,2.3,'false','Medium',1.17,48520712,'Optical',13,98.7
'PERF_28F43U','GPT742318',23,414,2.6,'false','Medium',1.20,35588480,'Optical',18,91.4
'PERF_Q9OJSN','GPT634904',50,264,2.8,'false','Light',1.07,27217495,'Mechanical',19,96.3
'PERF_9X28FT','GPT812938',27,320,2.4,'false','Light',0.83,36685114,'Magnetic',18,95.5
'PERF_KWA0MF','GPT651962',50,317,1.9,'false','Light',1.35,34858843,'Mechanical',17,95.3
'PERF_TU3M23','GPT612961',48,279,1.1,'false','Medium',0.60,55732151,'Optical',20,94.5
'PERF_0MJDSC','GPT999646',50,272,1.2,'false','Heavy',0.81,49621242,'Mechanical',12,99.7
'PERF_4V3K70','GPT249581',35,318,1.7,'false','Medium',0.14,69045173,'Mechanical',24,90.1
'PERF_FQVVND','GPT241080',33,367,2.1,'false','Medium',1.57,63257925,'Mechanical',16,95.2
'PERF_YXF6WA','GPT989749',20,431,2.3,'false','Light',1.02,46483755,'Mechanical',13,93.3
'PERF_CTND6Q','GPT825584',42,331,1.6,'false','Medium',1.63,67817786,'Magnetic',12,91.2
'PERF_77MAMN','GPT598889',23,303,1.9,'false','Medium',0.94,37479233,'Mechanical',16,95.6
'PERF_US1DXT','GPT334937',28,300,1.6,'false','Heavy',1.37,67348976,'Optical',12,95.0
'PERF_2TEFPS','GPT242257',50,401,1.9,'false','Heavy',1.86,58665270,'Magnetic',21,98.5
'PERF_MF1YGK','GPT216080',30,337,2.3,'false','Heavy',1.89,50923689,'Optical',14,94.3
'PERF_V7IKUT','GPT604683',44,310,1.8,'false','Light',1.07,53796054,'Optical',12,93.6
'PERF_EGFEYW','GPT177183',39,377,2.2,'false','Light',1.42,56425530,'Mechanical',20,91.5
'PERF_VCV2PK','GPT156193',33,317,2.4,'false','Medium',1.23,35674205,'Mechanical',22,98.8
'PERF_S3RU49','GPT358357',34,354,2.8,'false','Heavy',0.62,65062430,'Mechanical',17,97.3
'PERF_NFJLS1','GPT811859',42,267,2.8,'false','Light',1.15,48565917,'Magnetic',19,96.3
'PERF_MRB525','GPT158577',45,271,0.6,'false','Light',1.51,23692841,'Mechanical',19,94.3
'PERF_2B3MBQ','GPT126365',23,410,2.7,'false','Medium',0.71,49046900,'Optical',19,97.2
'PERF_P34KF0','GPT402234',37,348,2.7,'false','Light',0.85,33071891,'Magnetic',23,92.0
'PERF_YXGNU3','GPT172153',24,265,2.5,'false','Heavy',0.86,49824334,'Magnetic',15,93.7
'PERF_J3UG6E','GPT189780',44,254,1.4,'false','Heavy',1.95,69134897,'Mechanical',15,98.3
'PERF_ZGNB7T','GPT826805',22,329,0.8,'false','Heavy',1.89,61996099,'Mechanical',17,99.2
'PERF_MX4PYS','GPT395187',20,272,0.8,'false','Heavy',1.12,47784485,'Magnetic',21,90.8
'PERF_S50YY8','GPT715014',32,279,2.1,'false','Medium',0.54,35809512,'Optical',21,91.3
'PERF_BFZVGT','GPT735914',46,423,2.9,'false','Heavy',1.17,45105500,'Magnetic',18,95.5
'PERF_IDQKUU','GPT573436',28,283,2.0,'false','Heavy',0.30,34252756,'Magnetic',21,91.5
'PERF_11EJPK','GPT425609',45,304,1.9,'false','Heavy',2.00,20032401,'Mechanical',15,93.1
'PERF_649P8K','GPT222664',33,413,0.8,'false','Light',0.17,23936925,'Optical',13,98.1
'PERF_IGAZTT','GPT357470',22,404,2.9,'false','Light',1.54,68990541,'Mechanical',12,99.0
'PERF_4SKG9A','GPT972375',26,325,1.6,'false','Medium',1.36,42673659,'Magnetic',20,95.8
'PERF_JIB9DO','GPT136941',47,426,2.8,'false','Heavy',1.26,53466489,'Optical',18,98.0
'PERF_XEPOSU','GPT454768',29,390,1.2,'false','Heavy',1.29,32908028,'Magnetic',23,91.2
'PERF_HLWDRM','GPT444974',50,414,0.7,'false','Medium',0.92,49279961,'Optical',18,93.7
'PERF_ZTLP81','GPT268787',25,398,1.1,'false','Light',1.84,60958732,'Optical',24,91.4
'PERF_0ETAC5','GPT429982',24,309,2.2,'false','Medium',1.19,58800393,'Optical',12,96.5
'PERF_ITC1D7','GPT669437',46,274,2.0,'false','Medium',1.13,49906257,'Magnetic',13,92.1
'PERF_3CS9A1','GPT885146',43,418,2.5,'false','Heavy',0.17,47472685,'Mechanical',13,92.3
'PERF_QSX05I','GPT695050',36,250,0.9,'false','Light',1.87,24735302,'Optical',13,93.6
'PERF_E5DIKG','GPT551667',50,281,1.5,'false','Heavy',0.80,43671082,'Optical',17,90.7
'PERF_4O10M0','GPT168537',37,374,2.5,'false','Light',1.50,68151214,'Optical',17,92.3
'PERF_VHVKZZ','GPT599909',38,270,0.8,'false','Medium',1.05,44831671,'Optical',22,97.6
'PERF_Q27WLF','GPT625684',38,326,2.3,'false','Light',0.22,66981098,'Optical',14,99.8
'PERF_O4TM73','GPT414276',33,341,1.5,'false','Light',1.53,58493641,'Optical',17,98.1
'PERF_JGM07C','GPT252102',40,386,2.9,'false','Heavy',1.72,21088020,'Mechanical',23,94.5
'PERF_8KOXFC','GPT719696',42,323,2.8,'false','Heavy',1.91,55393701,'Mechanical',24,98.5
'PERF_GDHU2K','GPT199776',31,301,2.2,'false','Heavy',1.93,36127952,'Optical',17,97.6
'PERF_M1OO81','GPT775948',29,276,2.6,'false','Light',0.18,53395547,'Mechanical',20,94.1
'PERF_1INPDL','GPT604443',21,279,2.9,'false','Light',0.43,52444205,'Mechanical',18,94.3
'PERF_SWGD4O','GPT350015',35,428,3.0,'false','Light',1.07,48159809,'Magnetic',22,95.4
'PERF_LWVFWS','GPT853076',29,286,1.6,'false','Heavy',1.21,33128784,'Magnetic',20,90.1
'PERF_PX6XV6','GPT193705',42,317,2.6,'false','Medium',1.80,60594667,'Magnetic',20,99.8
'PERF_I0OBPS','GPT572815',43,318,2.7,'false','Medium',0.65,48229396,'Mechanical',20,99.4
'PERF_SZJTB3','GPT704032',20,255,0.7,'false','Light',1.53,21119646,'Mechanical',20,90.9
'PERF_L80C9T','GPT830789',39,436,1.6,'false','Heavy',0.89,49864682,'Mechanical',22,97.3
'PERF_5F8MWA','GPT174980',25,330,0.6,'false','Medium',0.74,25444590,'Magnetic',15,98.4
'PERF_R8P8FG','GPT318118',31,305,2.4,'false','Medium',1.22,22062842,'Mechanical',15,96.4
'PERF_5E16B3','GPT194107',42,255,1.6,'false','Medium',0.55,67509927,'Mechanical',20,93.1
'PERF_9S01G6','GPT187079',28,368,2.7,'false','Light',1.28,25755029,'Optical',20,95.4
'PERF_Y8K98P','GPT656845',24,292,2.8,'false','Medium',0.55,44565839,'Magnetic',16,91.4
'PERF_1KAAN9','GPT784820',35,265,1.9,'false','Light',0.49,52518600,'Mechanical',17,91.9
'PERF_3XQJRA','GPT287827',28,393,2.8,'false','Medium',1.62,47435045,'Mechanical',18,99.0
'PERF_JRI5CV','GPT786474',36,342,0.6,'false','Heavy',0.17,24764863,'Optical',23,96.8
'PERF_HVGOS4','GPT523849',23,410,0.9,'false','Medium',0.61,55814359,'Mechanical',17,92.7
'PERF_EBYQ61','GPT194262',50,328,2.1,'false','Light',1.22,51625723,'Magnetic',23,98.3
'PERF_E94GZ9','GPT694733',49,407,0.6,'false','Heavy',0.17,45559755,'Optical',22,93.0
'PERF_ULK4MU','GPT100866',46,444,0.7,'false','Medium',0.88,33532936,'Mechanical',12,93.3
'PERF_W4RPRZ','GPT767447',26,407,2.1,'false','Heavy',1.07,21453618,'Mechanical',19,98.7
'PERF_WJB77T','GPT677182',46,429,2.1,'false','Heavy',0.78,39907940,'Mechanical',13,98.2
'PERF_D1MM65','GPT445096',44,415,1.4,'false','Medium',0.49,66074664,'Magnetic',22,96.3
'PERF_NHGRR9','GPT857941',29,347,2.8,'false','Medium',0.13,39144532,'Optical',16,95.8
'PERF_AUF6CG','GPT203800',41,267,0.7,'false','Medium',0.48,64130313,'Mechanical',24,94.4
'PERF_1OYQ9V','GPT342741',25,321,2.4,'false','Light',0.31,51722807,'Mechanical',23,91.9
'PERF_AWMGNY','GPT473395',40,398,1.8,'false','Heavy',0.27,62235710,'Magnetic',17,92.4
'PERF_ITIGH8','GPT549927',27,293,1.0,'false','Heavy',0.91,26535805,'Mechanical',12,97.3
'PERF_A59V9Y','GPT161834',36,450,2.8,'false','Medium',0.86,62168915,'Mechanical',13,96.6
'PERF_1Z1VLT','GPT197953',31,355,2.8,'false','Heavy',0.62,53382861,'Magnetic',16,90.0
'PERF_HDCAFC','GPT972825',39,371,0.5,'false','Light',1.72,44405506,'Magnetic',17,94.4
'PERF_5TYO7O','GPT778657',47,322,2.0,'false','Light',0.95,57970955,'Magnetic',19,98.6
'PERF_NODC9J','GPT313632',40,283,0.8,'false','Medium',0.76,39646688,'Mechanical',22,90.4
'PERF_UN7A5H','GPT804675',50,263,1.9,'false','Light',1.24,39122211,'Mechanical',23,94.7
'PERF_CR3XXS','GPT542348',48,375,1.5,'false','Light',1.29,36522612,'Mechanical',23,93.8
'PERF_R5JPBL','GPT245701',31,402,1.7,'false','Medium',1.29,66594787,'Mechanical',13,97.3
'PERF_OADZMR','GPT720934',41,339,2.5,'false','Heavy',0.85,50758687,'Magnetic',17,96.7
'PERF_MP0WWU','GPT438081',49,358,2.8,'false','Heavy',0.72,25799435,'Mechanical',14,96.4
'PERF_LQX0AZ','GPT419726',40,320,0.8,'false','Medium',0.56,39623823,'Optical',14,90.7
'PERF_01U390','GPT227707',22,258,2.5,'false','Light',1.72,47190417,'Magnetic',22,92.0
'PERF_FN5EWE','GPT474328',40,303,1.3,'false','Heavy',0.26,56467106,'Mechanical',18,96.6
'PERF_W9CIFO','GPT281496',50,329,1.7,'false','Heavy',1.70,21911527,'Mechanical',12,95.4
'PERF_LMKQCJ','GPT884726',28,276,1.9,'false','Medium',0.65,53344490,'Optical',23,92.8
'PERF_WWNKX3','GPT129655',34,444,2.7,'false','Medium',1.74,45336057,'Magnetic',16,91.6
'PERF_JKT5MT','GPT851478',27,301,3.0,'false','Medium',1.00,41543383,'Magnetic',19,95.6
'PERF_9OPA0L','GPT271221',22,381,2.2,'false','Light',1.73,62935705,'Optical',18,98.0
'PERF_B10011','GPT958065',33,310,1.6,'false','Heavy',1.25,40194574,'Magnetic',12,94.7
'PERF_4LGQ91','GPT158389',50,251,1.8,'false','Heavy',0.12,44321942,'Optical',21,96.2
'PERF_LNU2UK','GPT719658',39,442,2.6,'false','Light',1.26,62369818,'Optical',12,95.7
'PERF_BI1B1T','GPT127756',36,397,2.3,'false','Light',0.73,44916521,'Optical',17,96.1
'PERF_50QBG5','GPT226995',20,265,2.2,'false','Light',1.32,44813796,'Magnetic',24,99.0
'PERF_SMRUY4','GPT161915',29,327,2.1,'false','Medium',0.45,67660460,'Mechanical',22,97.1
'PERF_9VINVZ','GPT465802',49,330,0.6,'false','Heavy',1.67,24396534,'Optical',12,99.6
'PERF_BTEB73','GPT716271',29,378,1.6,'false','Light',0.16,20294935,'Magnetic',19,95.1
'PERF_QA90DC','GPT783333',42,442,3.0,'false','Light',1.58,25347038,'Optical',24,96.5
'PERF_YLN56D','GPT483321',45,379,1.6,'false','Light',0.47,64823485,'Mechanical',13,99.4
'PERF_JWO75K','GPT613215',26,257,0.6,'false','Medium',0.92,41717096,'Magnetic',15,92.7
'PERF_J2C28T','GPT681848',41,435,2.4,'false','Heavy',0.15,45578478,'Optical',18,92.4
'PERF_9YQ8IV','GPT475680',44,280,0.7,'false','Medium',1.74,23697089,'Magnetic',19,97.8
'PERF_ISQP38','GPT716004',29,423,0.7,'false','Light',1.64,20062930,'Mechanical',21,94.5
'PERF_ZYLSQ1','GPT371308',49,273,2.9,'false','Light',1.83,23629501,'Optical',17,97.8
'PERF_O06WCS','GPT568891',50,373,0.7,'false','Heavy',0.79,56264318,'Optical',14,97.1
'PERF_U1953E','GPT520071',29,391,1.9,'false','Light',0.58,56161828,'Magnetic',23,93.4
'PERF_0EQDDY','GPT459327',22,424,1.1,'false','Medium',1.10,56625312,'Optical',15,91.8
'PERF_SAF2SS','GPT611456',39,411,1.6,'false','Light',1.43,67216379,'Magnetic',17,99.0
'PERF_UJPHN9','GPT680430',26,450,1.2,'false','Light',1.69,41622158,'Mechanical',12,97.0
'PERF_JTN00O','GPT255964',43,446,2.7,'false','Medium',1.13,28061454,'Magnetic',19,95.9
'PERF_ELXUH1','GPT256246',21,272,2.1,'false','Medium',0.20,67624455,'Mechanical',19,97.8
'PERF_FSEAWK','GPT862614',30,363,1.4,'false','Heavy',1.78,55506419,'Optical',19,98.7
'PERF_S8X0IV','GPT296793',27,254,1.6,'false','Medium',0.61,49755897,'Optical',15,92.1
'PERF_8A80KB','GPT659601',48,346,2.6,'false','Heavy',0.39,57053630,'Magnetic',20,90.9
'PERF_Z815P5','GPT707991',42,296,1.6,'false','Heavy',0.49,35090027,'Optical',16,96.8
'PERF_6M6SH8','GPT463426',31,408,2.7,'false','Medium',1.13,41346548,'Optical',24,90.5
'PERF_15IN3G','GPT983857',26,340,1.8,'false','Heavy',0.38,68458531,'Magnetic',15,96.3
'PERF_8SIDYS','GPT881687',46,424,1.6,'false','Heavy',1.17,48898322,'Optical',16,98.4
'PERF_KESTEK','GPT955271',20,402,1.8,'false','Light',1.01,42462028,'Optical',21,99.0
'PERF_0H2T17','GPT438080',44,441,0.8,'false','Light',0.12,23324472,'Optical',19,95.9
'PERF_VV0WIF','GPT382820',23,375,0.6,'false','Light',0.64,51736126,'Mechanical',23,92.1
'PERF_BQKVPB','GPT432499',30,405,2.1,'false','Heavy',1.79,42723723,'Mechanical',18,90.3
'PERF_2Q13N3','GPT246180',42,308,1.9,'false','Heavy',0.27,27487869,'Magnetic',21,99.9
'PERF_LG2MM5','GPT873783',50,442,1.9,'false','Heavy',1.81,65003460,'Optical',17,92.5
'PERF_TTAOLN','GPT123422',20,265,2.9,'false','Heavy',1.81,62319018,'Optical',13,91.7
'PERF_HSM5E3','GPT417667',22,333,1.3,'false','Light',1.97,31379497,'Optical',15,94.0
'PERF_YDOB74','GPT273571',44,314,2.9,'false','Heavy',1.10,37539092,'Mechanical',15,99.4
'PERF_QHDTET','GPT758879',28,428,0.5,'false','Heavy',1.85,57006121,'Mechanical',22,90.3
'PERF_ZZJUD9','GPT655752',36,290,1.6,'false','Heavy',1.33,59316092,'Optical',17,95.9
'PERF_9EWR3B','GPT736089',36,279,1.6,'false','Light',1.28,34495653,'Magnetic',23,90.1
'PERF_QLZJWY','GPT411149',47,271,2.6,'false','Heavy',0.19,31529667,'Magnetic',20,93.6
'PERF_FISACS','GPT679411',37,373,2.7,'false','Light',1.05,22236463,'Mechanical',18,94.0
'PERF_FMFU1M','GPT351149',20,407,1.0,'false','Medium',0.26,48493678,'Optical',23,98.9
'PERF_AW3RAJ','GPT858525',29,347,2.9,'false','Medium',0.46,20154185,'Mechanical',17,94.2
'PERF_NHL1JB','GPT213749',48,450,1.0,'false','Light',0.62,31037893,'Mechanical',17,91.4
'PERF_DJ76V2','GPT579477',20,322,2.7,'false','Heavy',0.67,36359809,'Magnetic',23,94.7
'PERF_KH97NW','GPT736463',34,288,2.4,'false','Heavy',1.32,38493381,'Optical',19,96.6
'PERF_CEZVDT','GPT709470',25,381,2.5,'false','Heavy',0.31,44333637,'Mechanical',21,96.9
'PERF_BM7GIZ','GPT710575',31,316,1.0,'false','Light',0.81,39516548,'Magnetic',15,99.6
'PERF_OOODF3','GPT530304',34,362,1.5,'false','Light',0.50,68893972,'Magnetic',22,98.9
'PERF_2353Z7','GPT198463',38,278,2.8,'false','Medium',1.44,31063683,'Mechanical',21,99.1
'PERF_S0SHTW','GPT535280',45,403,0.5,'false','Medium',0.74,42204748,'Magnetic',24,90.7
'PERF_NWJXVD','GPT373828',24,306,0.8,'false','Medium',1.63,57940758,'Mechanical',17,98.1
'PERF_PBZATU','GPT300901',30,429,1.2,'false','Heavy',0.28,43941182,'Mechanical',13,95.5
'PERF_XO67XK','GPT749631',24,258,1.9,'false','Medium',0.81,34145374,'Magnetic',19,96.4
'PERF_6B9IXE','GPT927076',26,343,2.8,'false','Light',0.36,64473885,'Magnetic',12,96.0
'PERF_X29WYQ','GPT262564',32,261,0.9,'false','Light',1.95,32790691,'Magnetic',18,93.1
'PERF_5LXIZM','GPT940233',21,361,1.6,'false','Light',0.45,24945805,'Magnetic',16,93.7
'PERF_MXU13X','GPT490696',27,391,2.2,'false','Light',1.24,21501224,'Magnetic',15,91.8
'PERF_UKW1I8','GPT401320',28,370,1.7,'false','Light',0.95,32611146,'Magnetic',18,98.0
